"Student Counts by School and Race"
"All Districts, All Schools"
"2013-14"

"",,,,"Race",,,,,,,
"District","District Code","School","School Code","American Indian or Alaska Native","Asian","Black or African American","Hispanic/Latino of any race","Native Hawaiian or Other Pacific Islander","Two or More Races","White","Total"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Arts at the Capitol Theater Magnet School (ACT)","""2536014""","*","*",7,22,0,"*",108,144
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","EastConn Special Education","""2539014""",0,"*",6,17,0,"*",66,95
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Quinebaug Middle College","""2536114""","*",0,"*",21,0,"*",98,127
"Eastford School District","""0390011""","Eastford Elementary School","""0390111""","*","*","*","*",0,"*",142,152
"Easton School District","""0460011""","Helen Keller Middle School","""0465111""",0,12,"*",17,0,"*",315,351
"Easton School District","""0460011""","Samuel Staples Elementary School","""0460111""","*",36,"*",36,"*",19,512,610
"EdAdvance","""2420014""","EdAdvance Headstart","""2428014""","*",6,"*",38,0,0,140,189
"EdAdvance","""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","""2429014""",0,0,6,12,0,0,22,40
"Ellington School District","""0480011""","Center School","""0480111""",0,8,10,17,0,6,352,393
"Ellington School District","""0480011""","Crystal Lake School","""0480211""",0,"*","*",7,0,9,180,203
"Ellington School District","""0480011""","Ellington High School","""0486111""","*",31,30,34,0,"*",677,797
"Ellington School District","""0480011""","Ellington Middle School","""0485111""",0,18,21,22,0,13,335,409
"Ellington School District","""0480011""","Windermere Intermediate School","""0480711""",0,31,14,13,0,14,344,416
"Ellington School District","""0480011""","Windermere School","""0480611""","*",59,29,22,0,"*",314,439
"Elm City College Preparatory School District","""2890013""","Elm City College Preparatory School","""2890113""","*","*",470,137,0,"*",6,624
"Enfield School District","""0490011""","Edgar H. Parkman School","""0491311""","*",7,25,34,"*",13,252,336
"Enfield School District","""0490011""","Eli Whitney School","""0491611""","*","*",23,60,0,19,265,384
"Enfield School District","""0490011""","Enfield High School","""0496111""","*","*",51,71,0,18,558,707
"Enfield School District","""0490011""","Enfield Street School","""0490211""",0,14,6,41,0,15,212,288
"Enfield School District","""0490011""","Enfield Transitional Learning Academy","""0499011""",0,"*",0,0,0,"*",12,15
"Enfield School District","""0490011""","Enrico Fermi High School","""0496211""","*","*",51,56,0,35,754,918
"Enfield School District","""0490011""","Hazardville Memorial School","""0490411""","*",14,16,56,0,"*",256,354
"Enfield School District","""0490011""","Head Start Program","""0498011""",0,"*",11,33,0,"*",49,104
"Enfield School District","""0490011""","Henry Barnard School","""0491811""",0,11,29,43,0,20,237,340
"Enfield School District","""0490011""","John F. Kennedy Middle School","""0495211""","*",31,61,116,"*",50,854,1121
"Enfield School District","""0490011""","Nathan Hale School","""0491111""",0,"*","*",10,0,10,195,221
"Enfield School District","""0490011""","Prudence Crandall School","""0491511""","*",13,14,49,"*",32,305,418
"Essex School District","""0500011""","Essex Elementary School","""0500111""",0,15,"*",22,"*",17,447,508
"Explorations District","""2720013""","Explorations","""2726113""","*","*","*","*",0,"*",76,83
"Fairfield School District","""0510011""","Burr Elementary School","""0510211""",0,23,8,20,0,20,382,453
"Fairfield School District","""0510011""","Dwight Elementary School","""0510111""","*",15,"*",19,0,8,257,306
"Fairfield School District","""0510011""","Early Childhood Center","""0518011""",0,11,"*",15,0,"*",77,110
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""","*",63,34,101,"*",31,1278,1509
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""","*",82,60,153,0,"*",1124,1459
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""",0,65,22,65,0,17,757,926
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",0,38,7,73,0,12,268,398
"Fairfield School District","""0510011""","Jennings School","""0511711""","*",12,8,32,0,"*",267,327
"Fairfield School District","""0510011""","McKinley School","""0510611""",0,55,26,109,0,20,248,458
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",0,16,"*",32,"*",14,364,429
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",0,22,7,44,0,16,355,444
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""","*",32,"*",10,0,8,467,526
"Fairfield School District","""0510011""","Riverfield School","""0511211""","*",13,"*",12,0,14,352,399
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""","*",37,"*",46,0,18,744,860
"Fairfield School District","""0510011""","Sherman School","""0511311""","*",16,"*",25,0,15,394,457
"Fairfield School District","""0510011""","Stratfield School","""0511411""",0,30,"*",37,"*",11,411,497
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""","*",47,"*",97,0,30,500,698
"Farmington School District","""0520011""","East Farms School","""0520411""",0,106,13,24,0,6,284,433
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",0,22,"*","*",0,0,44,76
"Farmington School District","""0520011""","Farmington High School","""0526111""","*",160,83,82,0,"*",982,1314
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""",0,84,"*",36,0,"*",418,571
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",0,72,12,21,0,7,226,338
"Farmington School District","""0520011""","Union School","""0520111""","*",31,20,34,0,"*",229,316
"Farmington School District","""0520011""","West District School","""0520311""","*",61,12,16,0,"*",248,341
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""","*",108,28,31,0,"*",446,620
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""","*","*",0,12,"*","*",160,181
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""",0,47,6,34,0,23,369,479
"Glastonbury School District","""0540011""","Eastbury School","""0540311""",0,32,"*","*",0,16,237,294
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""",0,51,14,35,0,20,389,509
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""","*",209,86,165,"*",46,1628,2140
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""","*",43,"*",17,0,12,358,441
"Glastonbury School District","""0540011""","Hopewell School","""0540611""","*",51,"*",24,0,19,340,438
"Glastonbury School District","""0540011""","Links Academy","""0540111""",0,0,"*","*",0,"*",30,38
"Glastonbury School District","""0540011""","Naubuc School","""0540711""",0,46,21,71,0,27,248,413
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",0,22,16,44,0,31,496,609
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""","*",110,28,75,"*",29,787,1034
"Granby School District","""0560011""","Frank M. Kearns Primary School","""0560111""","*","*",22,10,0,9,342,390
"Granby School District","""0560011""","Granby Memorial High School","""0566111""","*",11,23,29,0,"*",648,724
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""","*","*",13,12,0,10,289,332
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""","*","*",18,12,0,13,269,316
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""",0,"*",12,"*",0,14,247,288
"Greenwich School District","""0570011""","Central Middle School","""0575111""","*",53,"*",86,0,21,417,595
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",0,41,8,60,0,30,305,444
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""",0,84,"*",79,"*",24,581,779
"Greenwich School District","""0570011""","Glenville School","""0570411""",0,39,"*",46,0,"*",310,405
"Greenwich School District","""0570011""","Greenwich High School","""0576111""","*",177,90,470,"*",50,1844,2636
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""","*",22,39,184,0,"*",124,386
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",0,54,"*",54,"*",23,231,378
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""",0,42,18,92,0,21,171,344
"Greenwich School District","""0570011""","New Lebanon School","""0570611""",0,10,16,161,0,6,71,264
"Greenwich School District","""0570011""","North Mianus School","""0570711""","*",65,"*",60,"*",12,305,447
"Greenwich School District","""0570011""","North Street School","""0570811""","*",36,"*",41,0,32,279,394
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",0,17,"*",44,0,"*",349,428
"Greenwich School District","""0570011""","Parkway School","""0571111""",0,11,"*",34,0,"*",211,265
"Greenwich School District","""0570011""","Riverside School","""0571011""",0,27,0,89,0,15,365,496
"Greenwich School District","""0570011""","Western Middle School","""0575311""","*",34,39,171,0,"*",251,504
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""",8,11,19,46,0,68,634,786
"Griswold School District","""0580011""","Griswold High School","""0586211""","*","*",14,30,0,14,534,602
"Griswold School District","""0580011""","Griswold Middle School","""0585111""","*",14,25,32,"*",21,474,577
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""","*",42,37,43,0,"*",308,449
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",0,22,54,126,0,39,170,411
"Groton School District","""0590011""","Charles Barnum School","""0591811""",0,"*",31,39,"*",31,264,385
"Groton School District","""0590011""","Claude Chester School","""0590311""","*",31,63,109,"*",39,114,362
"Groton School District","""0590011""","Mary Morrisson School","""0591711""","*","*",34,95,0,37,222,422
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""",0,28,"*",41,"*",22,308,410
"Groton School District","""0590011""","Pleasant Valley School","""0591211""","*",16,18,50,"*",29,177,294
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""","*",75,141,180,"*",39,663,1123
"Groton School District","""0590011""","S. B. Butler School","""0590111""","*","*",19,42,0,19,238,333
"Groton School District","""0590011""","West Side Middle School","""0595211""","*",20,71,116,"*",26,239,480
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""",0,"*","*",43,0,22,492,580
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",0,"*","*",23,0,22,256,313
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",0,"*","*",14,0,8,254,287
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""",0,24,7,34,0,8,510,583
"Guilford School District","""0600011""","Guilford High School","""0606111""","*",42,"*",52,0,14,947,1067
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""","*",15,9,14,0,"*",300,343
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",0,15,"*",30,"*",12,276,337
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""","*",16,40,28,0,"*",43,137
"Hamden School District","""0620011""","Bear Path School","""0621211""",0,48,41,54,0,24,282,449
"Hamden School District","""0620011""","Church Street School","""0620211""",0,15,132,127,0,11,67,352
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",0,25,106,45,0,23,110,309
"Hamden School District","""0620011""","Hamden High School","""0626111""","*",113,632,292,"*",38,732,1811
"Hamden School District","""0620011""","Hamden Middle School","""0625211""",0,60,265,135,0,32,373,865
"Hamden School District","""0620011""","Helen Street School","""0620411""","*","*",131,103,0,21,56,330
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",0,21,98,100,0,11,69,299
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""","*",70,112,39,0,"*",93,328
"Hamden School District","""0620011""","Spring Glen School","""0621011""",0,"*",80,26,"*",33,288,435
"Hamden School District","""0620011""","West Woods School","""0621411""","*",80,48,32,0,"*",279,450
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",0,"*",0,10,0,"*",99,111
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""","*",10,110,448,"*",12,47,635
"Hartford School District","""0640011""","Batchelder School","""0640411""","*","*",102,396,0,12,9,527
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""",0,24,48,162,0,6,38,278
"Hartford School District","""0640011""","Betances STEM Magnet School","""0643811""","*",32,30,67,0,"*",39,173
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""",0,9,118,81,0,10,34,252
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""","*",9,101,145,"*",7,96,361
"Hartford School District","""0640011""","Bulkeley High School","""0647111""","*",9,92,221,"*",34,19,378
"Hartford School District","""0640011""","Bulkeley High School Lower School","""0646111""","*","*",102,339,0,17,20,493
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""","*",10,74,432,"*",9,14,541
"Hartford School District","""0640011""","Burr School","""0642311""","*",21,104,512,"*",21,46,708
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",0,"*",348,137,"*",29,173,701
"Hartford School District","""0640011""","Clark School","""0642411""",0,"*",158,199,0,6,"*",369
"Hartford School District","""0640011""","Classical Magnet School","""0646411""",0,"*",282,189,"*",36,166,690
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""","*",0,173,108,0,7,"*",294
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""","*",28,62,319,0,"*",171,596
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""","*","*",84,479,0,10,16,593
"Hartford School District","""0640011""","Global Communications Academy","""0643611""",0,"*",332,141,0,13,"*",492
"Hartford School District","""0640011""","Great Path Academy at MCC","""0647911""","*",8,112,66,"*",13,48,249
"Hartford School District","""0640011""","HPHS Engineering and Green Technology Academy","""0647211""",0,19,131,236,0,16,12,414
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",0,22,142,291,"*",14,"*",481
"Hartford School District","""0640011""","HPHS Nursing and Health Sciences Academy","""0647511""","*",10,163,252,"*",15,15,458
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""","*",25,201,385,"*",30,264,918
"Hartford School District","""0640011""","Hartford PreKindergarten Magnet School","""0641311""","*",17,34,31,0,"*",32,120
"Hartford School District","""0640011""","Hartford Transitional Learning Academy (Elementary)","""0649011""",0,0,13,27,0,"*","*",43
"Hartford School District","""0640011""","High School, Inc.","""0647611""",0,8,169,137,"*",21,"*",343
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",0,9,114,58,0,9,11,201
"Hartford School District","""0640011""","Kennelly School","""0641011""","*","*",101,488,0,14,45,658
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""","*",17,215,340,"*",27,215,819
"Hartford School District","""0640011""","M. D. Fox School","""0640811""","*",33,76,417,0,"*",32,569
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""",0,"*",237,52,0,17,"*",316
"Hartford School District","""0640011""","McDonough Middle School","""0641211""","*","*",29,250,0,"*",7,291
"Hartford School District","""0640011""","Milner School","""0641911""","*","*",208,154,"*",8,"*",376
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",0,36,104,50,0,15,86,291
"Hartford School District","""0640011""","Montessori Magnet at Moylan School","""0640511""","*",11,43,58,0,"*",40,158
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""","*","*",76,392,0,40,141,660
"Hartford School District","""0640011""","OPPortunity High School","""0647811""",0,0,31,62,0,"*","*",99
"Hartford School District","""0640011""","Parkville Community School","""0641511""","*",13,76,413,"*","*",33,543
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""","*","*",118,111,"*",10,86,330
"Hartford School District","""0640011""","Rawson School","""0641711""",0,"*",406,58,9,13,"*",498
"Hartford School District","""0640011""","Renzulli Gifted and Talented Academy","""0644011""","*","*",78,35,0,"*",6,128
"Hartford School District","""0640011""","SAND School","""0640111""",0,0,147,298,"*","*",7,459
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""",0,56,146,49,"*","*",99,359
"Hartford School District","""0640011""","Sanchez School","""0643011""",0,"*",48,429,"*",6,"*",492
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""",0,"*",164,119,0,8,"*",297
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""","*",24,125,310,"*",45,198,705
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""","*",36,134,94,0,"*",124,408
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""","*","*",267,191,0,31,165,675
"Hartford School District","""0640011""","West Middle School","""0642111""","*",65,226,189,0,"*",10,498
"Hartford School District","""0640011""","Wish Museum School","""0642211""","*","*",179,156,0,8,7,354
"Hartland School District","""0650011""","Hartland School","""0650111""","*","*","*","*",0,"*",192,204
"Hebron School District","""0670011""","Gilead Hill School","""0670211""","*","*","*",18,0,10,309,344
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""",0,"*","*",16,0,11,491,523
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",0,"*",341,10,0,"*","*",361
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""","*",32,"*",47,0,29,193,330
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""","*","*",35,118,0,15,71,246
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""","*",0,679,6,12,"*",0,704
"Kent School District","""0680011""","Kent Center School","""0680111""",0,6,0,18,0,16,232,272
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""",0,"*",0,"*",0,"*",97,101
"Killingly School District","""0690011""","Killingly Central School","""0690111""","*","*",8,25,0,16,369,427
"Killingly School District","""0690011""","Killingly High School","""0696111""",6,18,16,21,0,25,769,855
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""",12,10,13,18,0,65,643,761
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""","*",18,"*",39,0,19,365,450
"Killingly School District","""0690011""","Sunrise Community School","""0690411""",0,0,"*","*",0,"*",40,47
"Learn","""2450014""","Connecticut River Academy","""2456014""",0,8,107,155,0,8,114,392
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""",0,"*",12,56,0,"*",39,118
"Learn","""2450014""","Learn Special Education","""2459014""","*","*","*","*",0,"*",21,32
"Learn","""2450014""","Marine Science Magnet High School of Southeastern Connecticut","""2456114""","*","*",14,44,0,30,154,253
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""","*",25,46,165,"*",71,221,533
"Learn","""2450014""","Riverside Magnet School at Goodwin College","""2450314""",0,"*",50,91,"*",9,76,235
"Learn","""2450014""","The Friendship School","""2450214""","*",18,56,157,"*",43,231,513
"Learn","""2450014""","Three Rivers Middle College Magnet School","""2456214""",0,0,6,11,0,8,36,61
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""","*",10,11,22,"*",0,343,392
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""",6,"*","*",13,"*","*",328,358
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""",8,"*","*",9,0,0,373,396
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""","*",6,"*",14,0,27,172,225
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",35,"*",27,48,"*",21,220,360
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""","*",11,14,18,"*",9,217,274
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",26,25,27,33,"*","*",294,418
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",32,36,67,78,0,10,710,933
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",14,17,21,29,0,7,259,347
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""","*","*","*",23,"*",29,333,396
"Litchfield School District","""0740011""","Center School","""0740211""",0,7,0,10,"*","*",245,268
"Litchfield School District","""0740011""","Litchfield High School","""0746111""",0,9,"*",17,"*","*",438,472
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",0,"*","*",15,"*","*",219,245
"Madison School District","""0760011""","Daniel Hand High School","""0766111""","*",39,14,30,"*",22,1142,1251
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""","*",24,"*",14,0,16,488,546
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""",0,7,"*",8,"*",8,271,296
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""",0,"*","*",13,0,15,304,343
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""","*",12,"*","*",0,14,208,242
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""",0,0,"*","*",0,0,41,45
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""","*",22,"*",15,0,12,508,560
"Manchester School District","""0770011""","Bowers School","""0770111""",0,22,71,109,0,23,200,425
"Manchester School District","""0770011""","Buckley School","""0770311""","*",37,43,59,0,"*",203,360
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""","*",25,90,107,0,"*",132,374
"Manchester School District","""0770011""","Highland Park School","""0770411""","*",9,49,47,"*",11,146,267
"Manchester School District","""0770011""","Illing Middle School","""0775311""","*",54,182,208,0,"*",316,801
"Manchester School District","""0770011""","Keeney School","""0770611""",0,32,43,60,0,23,178,336
"Manchester School District","""0770011""","Manchester High School","""0776111""","*",105,348,355,"*",50,755,1619
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""","*",12,55,58,0,"*",53,191
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""",0,0,"*",30,0,"*",38,92
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""",0,"*","*","*",0,"*","*",15
"Manchester School District","""0770011""","Martin School","""0771611""",0,15,49,74,0,7,137,282
"Manchester School District","""0770011""","Robertson School","""0771011""","*",94,133,81,0,"*",57,380
"Manchester School District","""0770011""","Verplanck School","""0771211""",0,41,112,137,0,12,62,364
"Manchester School District","""0770011""","Waddell School","""0771311""",0,45,66,87,0,17,127,342
"Manchester School District","""0770011""","Washington School","""0771411""","*",15,101,141,"*",26,77,362
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""",0,39,"*",20,0,"*",180,256
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""",0,30,"*",16,0,"*",146,201
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""",0,41,"*",46,"*",20,430,546
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",0,23,10,31,0,10,168,242
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""",0,"*","*",33,0,22,543,605
"Meriden School District","""0800011""","Nathan Hale School","""0800711""","*",16,60,312,"*",16,199,612
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""","*",18,51,175,"*",6,159,414
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""","*",26,83,300,"*",21,147,581
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""","*",27,157,545,"*",18,421,1173
"Meriden School District","""0800011""","Hanover School","""0800311""","*",13,50,245,"*",12,276,602
"Meriden School District","""0800011""","Israel Putnam School","""0800411""","*",32,64,300,"*",12,195,611
"Meriden School District","""0800011""","John Barry School","""0800511""","*",25,59,328,"*",8,86,509
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""","*",16,74,397,"*",18,260,769
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",0,"*",186,535,"*",28,382,1156
"Meriden School District","""0800011""","Roger Sherman School","""0800811""","*",15,35,285,"*",10,128,477
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""","*",19,17,194,"*","*",205,446
"Meriden School District","""0800011""","Washington Middle School","""0805411""","*",16,100,376,"*",15,250,761
"Middletown School District","""0830011""","Bielefield School","""0830211""",0,7,64,94,0,25,132,322
"Middletown School District","""0830011""","Farm Hill School","""0830511""",0,12,77,79,0,20,179,367
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""","*","*",68,42,0,18,175,319
"Middletown School District","""0830011""","Lawrence School","""0831311""",0,32,43,30,0,31,167,303
"Middletown School District","""0830011""","MacDonough School","""0830911""",0,"*",50,71,0,"*",61,204
"Middletown School District","""0830011""","Middletown High School","""0836211""",6,54,293,173,0,31,695,1252
"Middletown School District","""0830011""","Moody School","""0831211""","*","*",27,29,0,14,202,283
"Middletown School District","""0830011""","Snow School","""0831111""",0,"*",95,72,"*",30,182,399
"Middletown School District","""0830011""","Spencer School","""0830111""",0,16,51,58,0,16,189,330
"Middletown School District","""0830011""","Transition to Life Center","""0839111""",0,0,"*","*",0,0,14,18
"Middletown School District","""0830011""","Wesley School","""0831411""",0,"*",57,44,"*",20,191,322
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""","*",22,152,101,"*",21,367,666
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""",0,16,10,12,0,0,216,254
"Milford School District","""0840011""","East Shore Middle School","""0845111""","*",24,22,16,0,"*",401,466
"Milford School District","""0840011""","Harborside Middle School","""0845211""",0,61,"*",29,"*",0,434,554
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""","*",46,38,25,0,"*",270,381
"Milford School District","""0840011""","Jonathan Law High School","""0846211""",0,59,"*",89,0,"*",812,1013
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""","*",37,35,50,0,"*",831,963
"Milford School District","""0840011""","Live Oaks School","""0841611""",0,27,14,"*",0,"*",258,310
"Milford School District","""0840011""","Mathewson School","""0841711""","*",89,13,24,0,"*",249,377
"Milford School District","""0840011""","Meadowside School","""0840711""",0,77,"*",22,"*",0,345,461
"Milford School District","""0840011""","Orange Avenue School","""0840811""",0,33,16,14,"*","*",322,388
"Milford School District","""0840011""","Orchard Hills School","""0841811""",0,32,15,21,0,0,273,341
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""","*",23,31,31,"*",0,286,374
"Milford School District","""0840011""","West Shore Middle School","""0845311""",0,41,"*",37,0,"*",414,523
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""","*",21,"*",33,0,17,444,522
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""","*",29,"*",61,0,27,683,812
"Monroe School District","""0850011""","Masuk High School","""0856111""","*",42,"*",86,0,18,1020,1188
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""","*",9,6,27,0,"*",323,371
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""","*",24,"*",25,0,12,406,474
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""","*",12,0,33,"*",44,257,354
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""",9,54,18,47,0,46,402,576
"Montville School District","""0860011""","Mohegan School","""0860111""","*",62,10,37,"*",44,202,365
"Montville School District","""0860011""","Montville High School","""0866111""","*",75,32,53,"*",44,483,702
"Montville School District","""0860011""","Oakdale School","""0860511""",7,14,7,33,0,41,284,386
"Montville School District","""0860011""","Palmer Academy","""0869011""","*",0,0,"*",0,"*",19,25
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""","*","*",16,58,0,18,137,239
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",0,0,"*","*",0,"*",11,16
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""","*",19,45,125,"*",31,455,679
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""",0,14,15,54,0,12,194,289
"Naugatuck School District","""0880011""","Head Start","""0888111""",0,"*",15,31,0,"*",67,126
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""",0,9,25,75,0,17,234,360
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""","*","*",18,67,0,15,214,326
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""","*",26,34,72,0,"*",354,509
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""","*",32,102,226,"*",51,853,1267
"Naugatuck School District","""0880011""","Salem School","""0880611""",0,"*",25,82,"*",11,151,274
"Naugatuck School District","""0880011""","Western School","""0880711""",0,7,15,54,0,10,175,261
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",0,0,285,101,0,"*","*",402
"New Britain School District","""0890011""","Brook Side School","""0899111""",0,0,13,30,0,0,6,49
"New Britain School District","""0890011""","CLIMB","""0899411""",0,0,"*",16,0,0,"*",25
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",0,6,77,320,0,14,84,501
