"Student Counts by School and Gender"
"All Districts, All Schools"
"2016-17"

"",,,,"Gender",,
"Fairfield School District","""0510011""","Fairfield School/Community Partnership","""0510511""","*","*",18
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""",753,745,1498
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""",434,460,894
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",206,198,404
"Fairfield School District","""0510011""","Jennings School","""0511711""",132,185,317
"Fairfield School District","""0510011""","McKinley School","""0510611""",229,220,449
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",192,192,384
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",193,204,397
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""",207,238,445
"Fairfield School District","""0510011""","Riverfield School","""0511211""",194,231,425
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""",375,398,773
"Fairfield School District","""0510011""","Sherman School","""0511311""",250,234,484
"Fairfield School District","""0510011""","Stratfield School","""0511411""",189,230,419
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""",324,360,684
"Fairfield School District","""0510011""","Walter Fitzgerald Campus","""0510311""",14,14,28
"Farmington School District","""0520011""","East Farms School","""0520411""",221,228,449
"Farmington School District","""0520011""","Farmington Alternative High School","""0520611""","*","*","*"
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",56,56,112
"Farmington School District","""0520011""","Farmington High School","""0526111""",541,643,1184
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""",345,329,674
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",181,188,369
"Farmington School District","""0520011""","Union School","""0520111""",145,165,310
"Farmington School District","""0520011""","West District School","""0520311""",155,154,309
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""",316,335,651
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""",82,80,162
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""",229,227,456
"Glastonbury School District","""0540011""","Eastbury School","""0540311""",147,119,266
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""",251,226,477
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""",1035,956,1991
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""",185,207,392
"Glastonbury School District","""0540011""","Hopewell School","""0540611""",169,215,384
"Glastonbury School District","""0540011""","Links Academy","""0540111""",8,16,24
"Glastonbury School District","""0540011""","Links Transition","""0541411""",10,6,16
"Glastonbury School District","""0540011""","Naubuc School","""0540711""",174,177,351
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",281,275,556
"Glastonbury School District","""0540011""","PreK-Eastbury","""0540511""",11,19,30
"Glastonbury School District","""0540011""","PreK-Nayaug","""0541011""",7,13,20
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""",511,499,1010
"Granby School District","""0560011""","Granby Memorial High School","""0566111""",319,339,658
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""",213,222,435
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""",204,188,392
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""",197,192,389
"Great Oaks Charter School District","""2940013""","Great Oaks Charter School","""2940113""",155,169,324
"Greenwich School District","""0570011""","Central Middle School","""0575111""",275,283,558
"Greenwich School District","""0570011""","Community Connections","""0571211""","*","*",7
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",216,230,446
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""",424,422,846
"Greenwich School District","""0570011""","Glenville School","""0570411""",208,236,444
"Greenwich School District","""0570011""","Greenwich Alternative High School","""0571411""",9,13,22
"Greenwich School District","""0570011""","Greenwich High School","""0576111""",1269,1356,2625
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""",199,198,397
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",197,186,383
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""",158,172,330
"Greenwich School District","""0570011""","New Lebanon School","""0570611""",121,136,257
"Greenwich School District","""0570011""","North Mianus School","""0570711""",227,269,496
"Greenwich School District","""0570011""","North Street School","""0570811""",187,236,423
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",197,238,435
"Greenwich School District","""0570011""","Parkway School","""0571111""",119,141,260
"Greenwich School District","""0570011""","Riverside School","""0571011""",209,259,468
"Greenwich School District","""0570011""","Western Middle School","""0575311""",288,270,558
"Griswold School District","""0580011""","Griswold Alternative School","""0580111""","*","*",13
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""",351,368,719
"Griswold School District","""0580011""","Griswold High School","""0586211""",298,270,568
"Griswold School District","""0580011""","Griswold Middle School","""0585111""",266,272,538
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""",224,273,497
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",179,198,377
"Groton School District","""0590011""","Charles Barnum School","""0591811""",181,194,375
"Groton School District","""0590011""","Claude Chester School","""0590311""",148,150,298
"Groton School District","""0590011""","Mary Morrisson School","""0591711""",187,176,363
"Groton School District","""0590011""","New Beginnings Alternative Program","""0590211""",9,15,24
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""",196,194,390
"Groton School District","""0590011""","Pleasant Valley School","""0591211""",151,150,301
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""",528,525,1053
"Groton School District","""0590011""","S. B. Butler School","""0590111""",133,153,286
"Groton School District","""0590011""","Transition Academy","""0591011""","*","*",9
"Groton School District","""0590011""","Virtual Learning Academy","""0590611""","*","*","*"
"Groton School District","""0590011""","West Side Middle School","""0595211""",240,216,456
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""",274,303,577
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",148,141,289
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",101,139,240
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""",260,275,535
"Guilford School District","""0600011""","Guilford High School","""0606111""",580,543,1123
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""",139,168,307
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",158,158,316
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",47,90,137
"Hamden School District","""0620011""","Bear Path School","""0621211""",197,248,445
"Hamden School District","""0620011""","Church Street School","""0620211""",162,157,319
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",144,155,299
"Hamden School District","""0620011""","Hamden Collaborative Learning Center","""0620511""",12,29,41
"Hamden School District","""0620011""","Hamden High School","""0626111""",744,813,1557
"Hamden School District","""0620011""","Hamden Middle School","""0625211""",407,405,812
"Hamden School District","""0620011""","Hamden Transition Academy @ SCSU (AACPB)","""0620611""","*","*",11
"Hamden School District","""0620011""","Helen Street School","""0620411""",157,190,347
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",167,169,336
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""",154,167,321
"Hamden School District","""0620011""","Spring Glen School","""0621011""",230,202,432
"Hamden School District","""0620011""","West Woods School","""0621411""",186,186,372
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",42,63,105
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""",289,345,634
"Hartford School District","""0640011""","Autism Program - Burr School","""0648611""","*","*",9
"Hartford School District","""0640011""","Autism Program - Hooker School","""0644311""","*","*",6
"Hartford School District","""0640011""","Autism Program - Naylor School","""0645711""","*","*",26
"Hartford School District","""0640011""","Autism Program - Rawson School","""0644411""",6,39,45
"Hartford School District","""0640011""","Autism Program - Simpson-Waverly School","""0649311""","*","*",11
"Hartford School District","""0640011""","Batchelder School","""0640411""",196,237,433
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""",163,136,299
"Hartford School District","""0640011""","Betances STEM Magnet School","""0643811""",142,233,375
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""",132,134,266
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""",179,181,360
"Hartford School District","""0640011""","Bulkeley High School","""0647111""",302,386,688
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""",227,269,496
"Hartford School District","""0640011""","Burr School","""0642311""",281,335,616
"Hartford School District","""0640011""","Capital Community College Magnet Academy","""0643911""",43,14,57
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",273,283,556
"Hartford School District","""0640011""","Classical Magnet School","""0646411""",306,254,560
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""",80,88,168
"Hartford School District","""0640011""","DDP - Simpson-Waverly School","""0649411""","*","*",10
"Hartford School District","""0640011""","EDP - Bulkeley High School","""0648311""","*","*",13
"Hartford School District","""0640011""","EDP - HPHS Engineering and Green Technology Academy","""0648211""",9,22,31
"Hartford School District","""0640011""","EDP - M.D. Fox School","""0645911""","*","*",35
"Hartford School District","""0640011""","EDP - West Middle School","""0644611""",0,15,15
"Hartford School District","""0640011""","Early Childhood Development Center (ECDC)","""0644111""",6,10,16
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""",289,321,610
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""",233,268,501
"Hartford School District","""0640011""","Global Communications Academy","""0643611""",325,292,617
"Hartford School District","""0640011""","Great Path Academy at MCC","""0647911""",164,108,272
"Hartford School District","""0640011""","HPHS Engineering and Green Technology Academy","""0647211""",74,272,346
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",140,174,314
"Hartford School District","""0640011""","HPHS Nursing and Health Sciences Academy","""0647511""",272,111,383
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""",565,459,1024
"Hartford School District","""0640011""","Hartford PreKindergarten Magnet School","""0641311""",73,84,157
"Hartford School District","""0640011""","High School, Inc.","""0647611""",114,122,236
"Hartford School District","""0640011""","High Step Transition","""0648411""",9,8,17
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",112,78,190
"Hartford School District","""0640011""","Kennelly School","""0641011""",273,284,557
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""",594,319,913
"Hartford School District","""0640011""","LC - Breakthrough II School","""0649511""","*","*",8
"Hartford School District","""0640011""","LC - Burns School","""0649611""","*","*","*"
"Hartford School District","""0640011""","LC - Moylan School","""0649811""","*","*",6
"Hartford School District","""0640011""","M. D. Fox School","""0640811""",333,314,647
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""",136,158,294
"Hartford School District","""0640011""","MDP - Batchelder School","""0644811""",9,10,19
"Hartford School District","""0640011""","MDP - Bulkeley High School","""0645011""",7,17,24
"Hartford School District","""0640011""","MDP - HPHS Law and Government Academy","""0644911""",15,33,48
"Hartford School District","""0640011""","MDP - Moylan School","""0648511""","*","*",9
"Hartford School District","""0640011""","McDonough Middle School","""0641211""",126,135,261
"Hartford School District","""0640011""","Milner School","""0641911""",146,146,292
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",163,173,336
"Hartford School District","""0640011""","Montessori Magnet at Moylan School","""0640511""",168,136,304
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""",324,312,636
"Hartford School District","""0640011""","Parkville Community School","""0641511""",255,279,534
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""",122,299,421
"Hartford School District","""0640011""","Rawson School","""0641711""",185,198,383
"Hartford School District","""0640011""","Renzulli Gifted and Talented Academy","""0644011""",70,61,131
"Hartford School District","""0640011""","SAND School","""0640111""",174,188,362
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""",149,217,366
"Hartford School District","""0640011""","Sanchez School","""0643011""",206,190,396
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""",167,147,314
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""",292,417,709
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""",144,287,431
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""",313,320,633
"Hartford School District","""0640011""","West Middle School","""0642111""",225,224,449
"Hartford School District","""0640011""","Wish Museum School","""0642211""",210,219,429
"Hartland School District","""0650011""","Hartland School","""0650111""",85,104,189
"Hebron School District","""0670011""","Gilead Hill School","""0670211""",153,153,306
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""",189,210,399
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",259,243,502
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""",166,164,330
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""",140,130,270
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""",395,358,753
"Kent School District","""0680011""","Kent Center School","""0680111""",112,123,235
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""",61,72,133
"Killingly School District","""0690011""","Killingly Alternative Learning Program","""0690611""",8,9,17
"Killingly School District","""0690011""","Killingly Central School","""0690111""",180,189,369
"Killingly School District","""0690011""","Killingly High School","""0696111""",421,402,823
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""",356,327,683
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""",246,247,493
"Learn","""2450014""","Connecticut River Academy","""2456014""",254,200,454
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""",74,73,147
"Learn","""2450014""","Learn ABA Program at Center School","""2451214""","*","*",8
"Learn","""2450014""","Learn Haynes Elementary Intensive Program","""2451114""","*","*",16
"Learn","""2450014""","Learn High School ABA","""2450614""","*","*","*"
"Learn","""2450014""","Learn Ledyard RICHES Program","""2450714""","*","*","*"
"Learn","""2450014""","Learn Pathways Program","""2450514""",0,"*","*"
"Learn","""2450014""","Learn SAILS Middle School Program","""2450814""",0,"*","*"
"Learn","""2450014""","Learn SAILS Program at Salem","""2451014""","*","*",6
"Learn","""2450014""","Learn STS 18-21 Year Old Program","""2450414""","*","*","*"
"Learn","""2450014""","Marine Science Magnet High School of Southeastern Connecticut","""2456114""",145,126,271
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""",256,279,535
"Learn","""2450014""","Riverside Magnet School at Goodwin College","""2450314""",203,191,394
"Learn","""2450014""","The Friendship School","""2450214""",253,252,505
"Learn","""2450014""","Three Rivers Middle College Magnet School","""2456214""",52,15,67
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""",160,192,352
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""",146,149,295
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""",198,166,364
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""",107,108,215
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",166,169,335
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""",132,152,284
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",189,213,402
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",416,381,797
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",166,166,332
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""",215,178,393
"Litchfield School District","""0740011""","Center School","""0740211""",137,159,296
"Litchfield School District","""0740011""","Litchfield High School","""0746111""",141,151,292
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",86,102,188
"Litchfield School District","""0740011""","Litchfield Middle School","""0746011""",83,77,160
"Madison School District","""0760011""","Daniel Hand High School","""0766111""",578,575,1153
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""",188,226,414
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""",130,139,269
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""",158,169,327
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""",112,123,235
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""",18,28,46
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""",208,279,487
"Manchester School District","""3480015""","Hartford Detention Center","""3480315""","*","*",9
"Manchester School District","""3480015""","BRAVE","""3481115""",0,"*","*"
"Manchester School District","""0770011""","Bentley Alternative Education Program","""0770211""",18,25,43
"Manchester School District","""0770011""","Bowers School","""0770111""",196,218,414
"Manchester School District","""0770011""","Buckley School","""0770311""",168,207,375
"Manchester School District","""0770011""","Elementary Site 2","""0771111""","*","*","*"
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""",186,221,407
"Manchester School District","""0770011""","Highland Park School","""0770411""",140,132,272
"Manchester School District","""0770011""","Illing Middle School","""0775311""",417,394,811
"Manchester School District","""0770011""","Keeney School","""0770611""",170,191,361
"Manchester School District","""0770011""","Manchester High School","""0776111""",783,772,1555
"Manchester School District","""0770011""","Manchester Preschool - Site 2","""0770811""","*","*",12
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""",89,90,179
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""",19,51,70
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""",7,11,18
"Manchester School District","""0770011""","Martin School","""0771611""",137,129,266
"Manchester School District","""0770011""","New Horizons","""0770711""","*","*",18
"Manchester School District","""0770011""","Robertson School","""0771011""",176,187,363
"Manchester School District","""0770011""","Verplanck School","""0771211""",191,199,390
"Manchester School District","""0770011""","Waddell School","""0771311""",169,178,347
"Manchester School District","""0770011""","Washington School","""0771411""",164,180,344
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""",124,130,254
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""",103,97,200
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""",245,288,533
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",127,100,227
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""",243,292,535
"Meriden School District","""0800011""","Nathan Hale School","""0800711""",296,317,613
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""",180,165,345
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""",253,279,532
"Meriden School District","""0800011""","Community Classroom Collaborative-Meriden School District","""0800211""","*","*",10
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""",565,626,1191
"Meriden School District","""0800011""","Hanover School","""0800311""",264,322,586
"Meriden School District","""0800011""","Israel Putnam School","""0800411""",300,267,567
"Meriden School District","""0800011""","John Barry School","""0800511""",235,241,476
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""",372,353,725
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",453,518,971
"Meriden School District","""0800011""","Roger Sherman School","""0800811""",264,320,584
"Meriden School District","""0800011""","STARS-MS","""0801511""",0,6,6
"Meriden School District","""0800011""","STARS-Meriden School District","""0800611""",8,34,42
"Meriden School District","""0800011""","STEP-Meriden School District","""0800911""",6,13,19
"Meriden School District","""0800011""","Steps-Meriden School District","""0801211""","*","*",20
"Meriden School District","""0800011""","Success Academy","""0801411""",19,16,35
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""",195,222,417
"Meriden School District","""0800011""","Venture Academy-Meriden School District","""0801311""",10,30,40
"Meriden School District","""0800011""","Washington Middle School","""0805411""",336,373,709
"Middletown School District","""3480015""","Hartford Detention Center","""3480315""","*","*",9
"Middletown School District","""3480015""","SAGE","""3480415""",0,"*","*"
"Middletown School District","""0830011""","Bielefield School","""0830211""",147,141,288
"Middletown School District","""0830011""","Evening Program - MHS","""0831611""","*","*",10
"Middletown School District","""0830011""","Farm Hill School","""0830511""",177,156,333
"Middletown School District","""0830011""","ICM - Farm Hill","""0830611""",0,"*","*"
"Middletown School District","""0830011""","ICM - Lawrence","""0830711""",0,6,6
"Middletown School District","""0830011""","ICM - Spencer","""0832011""",0,7,7
"Middletown School District","""0830011""","ICM - Wesley","""0830811""","*","*",6
"Middletown School District","""0830011""","ICM- Woodrow Wilson Middle School","""0830411""","*","*","*"
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""",149,147,296
"Middletown School District","""0830011""","Lawrence School","""0831311""",133,145,278
"Middletown School District","""0830011""","MHS - Alternative Education Program 1","""0831811""","*","*",7
"Middletown School District","""0830011""","MHS - Alternative Education Program 2","""0831911""","*","*",7
"Middletown School District","""0830011""","MacDonough School","""0830911""",109,110,219
"Middletown School District","""0830011""","Middletown High School","""0836211""",630,608,1238
"Middletown School District","""0830011""","Moody School","""0831211""",117,133,250
"Middletown School District","""0830011""","STEM - Macdonough","""0832111""",14,10,24
"Middletown School District","""0830011""","Snow School","""0831111""",196,208,404
"Middletown School District","""0830011""","Spencer School","""0830111""",118,144,262
"Middletown School District","""0830011""","Transition to Life Center","""0839111""",6,20,26
"Middletown School District","""0830011""","Virtual Learning Academy - MHS","""0831711""","*","*",8
"Middletown School District","""0830011""","Wesley School","""0831411""",112,139,251
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""",334,361,695
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""",138,134,272
"Milford School District","""0840011""","East Shore Middle School","""0845111""",228,207,435
"Milford School District","""0840011""","Fifth Year Vocational Experience","""0840411""","*","*",8
"Milford School District","""0840011""","Harborside Middle School","""0845211""",231,299,530
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""",165,189,354
"Milford School District","""0840011""","Jonathan Law High School","""0846211""",427,438,865
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""",439,464,903
"Milford School District","""0840011""","Live Oaks School","""0841611""",152,150,302
"Milford School District","""0840011""","Mathewson School","""0841711""",208,202,410
"Milford School District","""0840011""","Meadowside School","""0840711""",166,131,297
"Milford School District","""0840011""","Orange Avenue School","""0840811""",158,251,409
"Milford School District","""0840011""","Orchard Hills School","""0841811""",170,179,349
"Milford School District","""0840011""","Post Grad Transitional Academy","""0840611""","*","*","*"
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""",127,133,260
"Milford School District","""0840011""","The Academy","""0840311""",15,20,35
"Milford School District","""0840011""","West Shore Middle School","""0845311""",227,223,450
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""",262,253,515
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""",387,395,782
"Monroe School District","""0850011""","Masuk Alternative Program","""0850211""","*","*",9
"Monroe School District","""0850011""","Masuk High School","""0856111""",512,539,1051
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""",197,178,375
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""",222,225,447
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""",149,180,329
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""",294,265,559
"Montville School District","""0860011""","Mohegan School","""0860111""",154,175,329
"Montville School District","""0860011""","Montville High School","""0866111""",315,321,636
"Montville School District","""0860011""","Oakdale School","""0860511""",140,141,281
"Montville School District","""0860011""","Palmer Academy","""0869011""",9,14,23
"Montville School District","""0860011""","Pre School Program","""0860311""",19,24,43
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""",136,143,279
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",7,24,31
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""",313,352,665
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""",147,168,315
"Naugatuck School District","""0880011""","Genesis Academy","""0880911""",10,10,20
"Naugatuck School District","""0880011""","Head Start","""0888111""",64,55,119
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""",160,172,332
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""",149,174,323
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""",214,233,447
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""",555,663,1218
"Naugatuck School District","""0880011""","Salem School","""0880611""",123,145,268
"Naugatuck School District","""0880011""","Western School","""0880711""",126,130,256
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",246,253,499
"New Britain School District","""0890011""","Behavior Support (Holmes)","""0891011""","*","*",10
"New Britain School District","""0890011""","Brook Side School","""0899111""",18,36,54
"New Britain School District","""0890011""","CLIMB","""0899411""",7,15,22
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",239,254,493
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""",459,391,850
"New Britain School District","""0890011""","Gaffney School","""0890511""",260,333,593
"New Britain School District","""0890011""","Holmes School","""0890611""",242,252,494
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""",73,74,147
"New Britain School District","""0890011""","Jefferson School","""0890711""",218,237,455
"New Britain School District","""0890011""","KEY Elementary (Gaffney)","""0891611""",13,30,43
"New Britain School District","""0890011""","KEY Middle (Slade)","""0891711""","*","*",14
"New Britain School District","""0890011""","Lincoln School","""0890811""",313,356,669
"New Britain School District","""0890011""","New Britain High School","""0896111""",1040,1158,2198
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",17,34,51
"New Britain School District","""0890011""","Northend School","""0890911""",134,120,254
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""",368,423,791
"New Britain School District","""0890011""","Roosevelt Early Learning Center","""0890111""",56,109,165
"New Britain School District","""0890011""","Satellite Careers Academy","""0899511""",70,87,157
"New Britain School District","""0890011""","Slade Middle School","""0895211""",354,453,807
"New Britain School District","""0890011""","Smalley Academy","""0891211""",345,340,685
"New Britain School District","""0890011""","Smith School","""0891311""",278,288,566
"New Britain School District","""0890011""","Sunrise Intermediate (Holmes)","""0890411""",0,7,7
"New Britain School District","""0890011""","Sunrise Primary (Chamberlain)","""0890211""","*","*",24
"New Britain School District","""0890011""","Vance School","""0891511""",266,249,515
"New Canaan School District","""0900011""","East School","""0900411""",268,279,547
"New Canaan School District","""0900011""","New Canaan High School","""0906111""",616,650,1266
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""",660,699,1359
"New Canaan School District","""0900011""","South School","""0900211""",273,272,545
"New Canaan School District","""0900011""","West School","""0900311""",247,277,524
"New Fairfield School District","""0910011""","Alternative Learning Center","""0910311""","*","*",13
"New Fairfield School District","""0910011""","Consolidated School","""0910111""",243,259,502
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""",227,261,488
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""",402,442,844
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""",262,278,540
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",149,129,278
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",46,53,99
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",34,32,66
"New Haven School District","""0930011""","Edgewood School","""0931211""",219,208,427
"New Haven School District","""0930011""","Nathan Hale School","""0931411""",269,281,550
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",217,254,471
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""",274,288,562
"New Haven School District","""0930011""","Beecher School","""0930311""",244,259,503
"New Haven School District","""0930011""","Benjamin Jepson Head Start","""0933411""","*","*",12
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""",244,271,515
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""",302,146,448
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",267,226,493
"New Haven School District","""0930011""","Bishop Woods Self Contained Autism","""0937911""",0,11,11
"New Haven School District","""0930011""","Brennan Rogers School","""0932111""",263,279,542
"New Haven School District","""0930011""","Brennan Rogers Self Contained Autism","""0937211""","*","*",21
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""",197,192,389
"New Haven School District","""0930011""","Celentano Self Contained ID","""0937411""","*","*",11
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",250,268,518
"New Haven School District","""0930011""","Clinton Self Contained ID","""0937811""","*","*",10
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",233,254,487
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""",329,316,645
"New Haven School District","""0930011""","Cooperative High School","""0936411""",460,184,644
