"Student Counts by School and Gender"
"All Districts, All Schools"
"2016-17"

"",,,,"Gender",,
"Stonington School District","""1370011""","Stonington HS PreK","""1370211""",14,6,20
"Stonington School District","""1370011""","Stonington High School","""1376111""",346,340,686
"Stonington School District","""1370011""","West Broad Street School","""1370411""",63,78,141
"Stonington School District","""1370011""","West Vine Street School","""1370611""",95,83,178
"Stratford School District","""1380011""","Eli Whitney School","""1381311""",233,247,480
"Stratford School District","""1380011""","ABA Nichols","""1382511""","*","*","*"
"Stratford School District","""1380011""","ABA Second Hill Lane","""1380611""","*","*","*"
"Stratford School District","""1380011""","ABA Whitney","""1382411""","*","*",6
"Stratford School District","""1380011""","ALPHA","""1380511""",14,17,31
"Stratford School District","""1380011""","Bunnell High School","""1386211""",518,501,1019
"Stratford School District","""1380011""","Chapel School","""1380311""",237,278,515
"Stratford School District","""1380011""","DLC Whitney","""1382311""","*","*",6
"Stratford School District","""1380011""","David Wooster Middle School","""1385211""",264,276,540
"Stratford School District","""1380011""","Franklin STEPS K-2","""1382111""","*","*","*"
"Stratford School District","""1380011""","Franklin School","""1380411""",131,146,277
"Stratford School District","""1380011""","Harry B. Flood Middle School","""1385311""",283,303,586
"Stratford School District","""1380011""","High School STEPS 9-12","""1382011""","*","*",7
"Stratford School District","""1380011""","High School Sails","""1380711""","*","*",11
"Stratford School District","""1380011""","IPP Class Room - Second Hill Lane","""1382711""",0,6,6
"Stratford School District","""1380011""","IPP Classroom - Johnson","""1381111""",0,"*","*"
"Stratford School District","""1380011""","Johnson House STEPS 3-6","""1381211""","*","*",9
"Stratford School District","""1380011""","Lordship School","""1380811""",142,127,269
"Stratford School District","""1380011""","Middle School STEPS 7-8","""1381911""",0,"*","*"
"Stratford School District","""1380011""","Middle School Sails","""1381811""","*","*",6
"Stratford School District","""1380011""","Nichols School","""1380911""",197,215,412
"Stratford School District","""1380011""","Second Hill Lane School","""1381011""",319,306,625
"Stratford School District","""1380011""","Steps K-2 Nichols","""1382611""",0,"*","*"
"Stratford School District","""1380011""","Stratford Academy - Johnson House","""1381511""",207,194,401
"Stratford School District","""1380011""","Stratford Academy - Victoria Soto School","""1382211""",138,138,276
"Stratford School District","""1380011""","Stratford High School","""1386111""",445,475,920
"Stratford School District","""1380011""","Strive-Stratford","""1389011""",6,13,19
"Stratford School District","""1380011""","Wilcoxson School","""1381411""",169,185,354
"Suffield School District","""1390011""","A. Ward Spaulding School","""1390411""",203,277,480
"Suffield School District","""1390011""","McAlister Intermediate School","""1390311""",260,210,470
"Suffield School District","""1390011""","Suffield High School","""1396111""",421,377,798
"Suffield School District","""1390011""","Suffield Middle School","""1395111""",256,267,523
"The Bridge Academy District","""2690013""","The Bridge Academy","""2696113""",148,133,281
"The Gilbert School District","""9020022""","The Gilbert School","""9026122""",240,322,562
"Thomaston School District","""1400011""","Black Rock School","""1400111""",123,139,262
"Thomaston School District","""1400011""","Thomaston Center School","""1400211""",117,88,205
"Thomaston School District","""1400011""","Thomaston High School","""1406211""",211,217,428
"Thompson School District","""1410011""","District Autism Program","""1410211""",0,"*","*"
"Thompson School District","""1410011""","Mary R. Fisher Elementary School","""1410111""",183,228,411
"Thompson School District","""1410011""","Thompson Middle School","""1415111""",160,186,346
"Thompson School District","""1410011""","Tourtellotte Memorial High School","""1416111""",119,128,247
"Tolland School District","""1420011""","Birch Grove Primary School","""1420111""",241,258,499
"Tolland School District","""1420011""","TALC","""1420311""","*","*",9
"Tolland School District","""1420011""","Tolland High School","""1426111""",424,391,815
"Tolland School District","""1420011""","Tolland Intermediate School","""1420211""",257,280,537
"Tolland School District","""1420011""","Tolland Middle School","""1425111""",295,307,602
"Torrington School District","""1430011""","East School","""1430111""",170,195,365
"Torrington School District","""1430011""","ABC / Forbes School","""1431511""",0,"*","*"
"Torrington School District","""1430011""","ABC / Torringford","""1432411""",0,"*","*"
"Torrington School District","""1430011""","East TPS - PreK - Reg Ed","""1432211""",25,23,48
"Torrington School District","""1430011""","Forbes School","""1430211""",169,204,373
"Torrington School District","""1430011""","Pre-K SpEd","""1431611""",6,13,19
"Torrington School District","""1430011""","Southwest School","""1430811""",155,159,314
"Torrington School District","""1430011""","Torringford Community Outreach","""1432311""",0,"*","*"
"Torrington School District","""1430011""","Torringford School","""1430911""",290,293,583
"Torrington School District","""1430011""","Torrington Expulsion Program","""1431411""",0,"*","*"
"Torrington School District","""1430011""","Torrington High School","""1436111""",400,497,897
"Torrington School District","""1430011""","Torrington Middle School","""1435111""",490,539,1029
"Torrington School District","""1430011""","Vogel-Wetmore School","""1431311""",234,228,462
"Trailblazers Academy District","""2780013""","Trailblazers Academy","""2785113""",56,73,129
"Trumbull School District","""1440011""","Booth Hill School","""1440111""",227,237,464
"Trumbull School District","""1440011""","Daniels Farm School","""1440811""",220,231,451
"Trumbull School District","""1440011""","Educating Learners in Transitional Environments (ELITE)","""1440611""","*","*",9
"Trumbull School District","""1440011""","Frenchtown Elementary School","""1441011""",250,279,529
"Trumbull School District","""1440011""","Hillcrest Middle School","""1445211""",373,399,772
"Trumbull School District","""1440011""","Jane Ryan School","""1440411""",201,205,406
"Trumbull School District","""1440011""","Madison Middle School","""1445111""",404,431,835
"Trumbull School District","""1440011""","Middlebrook School","""1440311""",233,239,472
"Trumbull School District","""1440011""","REACH","""1440511""",8,7,15
"Trumbull School District","""1440011""","Tashua School","""1440911""",194,214,408
"Trumbull School District","""1440011""","Trumbull Alternative School","""1440211""","*","*",7
"Trumbull School District","""1440011""","Trumbull Early Childhood Education Center","""1448011""",102,130,232
"Trumbull School District","""1440011""","Trumbull High School","""1446111""",1075,991,2066
"Unified School District #1","""3360015""","Bridgeport Correctional Center","""3360115""",0,"*","*"
"Unified School District #1","""3360015""","Brooklyn Correctional Institution","""3360215""",0,"*","*"
"Unified School District #1","""3360015""","Cheshire Correctional Institution","""3360315""",0,13,13
"Unified School District #1","""3360015""","Corrigan/Radgowski Correctional Institution","""3362415""",0,15,15
"Unified School District #1","""3360015""","Enfield Correctional Institution","""3360415""",0,"*","*"
"Unified School District #1","""3360015""","Garner Correctional Institution","""3361915""",0,"*","*"
"Unified School District #1","""3360015""","Hartford Correctional Center","""3360615""",0,"*","*"
"Unified School District #1","""3360015""","MacDougall/Walker Correctional Institution","""3362215""",0,"*","*"
"Unified School District #1","""3360015""","Manson Youth Institution","""3361115""",0,275,275
"Unified School District #1","""3360015""","New Haven Correctional Center","""3360915""",0,"*","*"
"Unified School District #1","""3360015""","Northern Correctional Institution","""3362615""",0,6,6
"Unified School District #1","""3360015""","Osborn Correctional Institution","""3361215""",0,"*","*"
"Unified School District #1","""3360015""","Robinson Correctional Institution","""3361315""",0,6,6
"Unified School District #1","""3360015""","Willard/Cybulski Correctional Institution","""3361515""",0,"*","*"
"Unified School District #1","""3360015""","York Correctional Institution","""3362515""",21,0,21
"Unified School District #2","""3470015""","Children's Place School","""3470115""",0,27,27
"Unified School District #2","""3470015""","Riverview School","""3470315""",50,9,59
"Unified School District #2","""3470015""","Virtual Academy","""3470215""","*","*","*"
"Unified School District #2","""3470015""","Walter G. Cady School","""3476715""",0,41,41
"Union School District","""1450011""","Union Elementary School","""1450111""",37,31,68
"Vernon School District","""3480015""","Hartford Detention Center","""3480315""","*","*",9
"Vernon School District","""1460011""","Northeast School","""1460311""",135,147,282
"Vernon School District","""1460011""","Center Road School","""1461411""",235,242,477
"Vernon School District","""1460011""","Lake Street School","""1460111""",129,141,270
"Vernon School District","""1460011""","Maple Street School","""1460211""",131,153,284
"Vernon School District","""1460011""","Next Step Program (AACBP)","""1469011""","*","*",13
"Vernon School District","""1460011""","Rockville High School","""1466111""",440,407,847
"Vernon School District","""1460011""","Skinner Road School","""1461011""",156,154,310
"Vernon School District","""1460011""","Vernon Center Middle School","""1465111""",350,362,712
"Voluntown School District","""1470011""","Voluntown Elementary School","""1470111""",137,142,279
"Wallingford School District","""1480011""","Highland School","""1480211""",171,163,334
"Wallingford School District","""1480011""","A.R.T.S. Academy","""1489011""","*","*",11
"Wallingford School District","""1480011""","Cook Hill School","""1481011""",176,196,372
"Wallingford School District","""1480011""","Dag Hammarskjold Middle School","""1485211""",361,366,727
"Wallingford School District","""1480011""","Education Enhancement Program","""1480511""",8,7,15
"Wallingford School District","""1480011""","Evarts C. Stevens School","""1480911""",142,180,322
"Wallingford School District","""1480011""","Harvest Park","""1489211""","*","*",6
"Wallingford School District","""1480011""","James H. Moran Middle School","""1485311""",342,334,676
"Wallingford School District","""1480011""","Lyman Hall High School","""1486111""",561,475,1036
"Wallingford School District","""1480011""","Mark T. Sheehan High School","""1486211""",416,404,820
"Wallingford School District","""1480011""","Moses Y. Beach School","""1480111""",169,155,324
"Wallingford School District","""1480011""","Multi-Vocational Life Skills Program","""1489111""","*","*",10
"Wallingford School District","""1480011""","Parker Farms School","""1480311""",143,119,262
"Wallingford School District","""1480011""","Pond Hill School","""1481211""",147,168,315
"Wallingford School District","""1480011""","Rock Hill School","""1480411""",161,161,322
"Wallingford School District","""1480011""","Yalesville School","""1480811""",145,176,321
"Waterbury School District","""3480015""","Bridgeport Detention Center","""3480115""",0,"*","*"
"Waterbury School District","""3480015""","BRAVE","""3481115""",0,"*","*"
"Waterbury School District","""3480015""","SAGE","""3480415""",0,"*","*"
"Waterbury School District","""1510011""","West Side Middle School","""1515211""",455,562,1017
"Waterbury School District","""1510011""","Washington School","""1512311""",159,163,322
"Waterbury School District","""1510011""","B. W. Tinker School","""1512111""",297,298,595
"Waterbury School District","""1510011""","B.W. Tinker BDLC","""1510411""",0,17,17
"Waterbury School District","""1510011""","Bucks Hill Autism","""1514611""","*","*",9
"Waterbury School District","""1510011""","Bucks Hill Bilingual","""1514311""",66,86,152
"Waterbury School District","""1510011""","Bucks Hill School","""1510511""",224,229,453
"Waterbury School District","""1510011""","Bunker Hill BDLC","""1510111""","*","*",22
"Waterbury School District","""1510011""","Bunker Hill School","""1510611""",245,245,490
"Waterbury School District","""1510011""","Carrington ESC","""1511911""","*","*",10
"Waterbury School District","""1510011""","Carrington School","""1512711""",250,247,497
"Waterbury School District","""1510011""","Chase Bilingual","""1514111""",51,53,104
"Waterbury School District","""1510011""","Crosby Autism","""1514511""",0,6,6
"Waterbury School District","""1510011""","Crosby High School","""1516211""",504,633,1137
"Waterbury School District","""1510011""","Driggs School","""1510911""",245,262,507
"Waterbury School District","""1510011""","Duggan School","""1511611""",226,270,496
"Waterbury School District","""1510011""","Enlightenment School","""1519111""",76,92,168
"Waterbury School District","""1510011""","F. J. Kingsbury School","""1511411""",263,262,525
"Waterbury School District","""1510011""","Gilmartin School","""1512611""",226,247,473
"Waterbury School District","""1510011""","H. S. Chase School","""1510711""",310,365,675
"Waterbury School District","""1510011""","Hopeville Bilingual","""1514211""",42,53,95
"Waterbury School District","""1510011""","Hopeville School","""1511311""",210,179,389
"Waterbury School District","""1510011""","John F. Kennedy High School","""1516411""",612,640,1252
"Waterbury School District","""1510011""","Maloney Interdistrict Magnet School","""1513111""",307,283,590
"Waterbury School District","""1510011""","Maloney Prek","""1519811""",12,14,26
"Waterbury School District","""1510011""","Margaret M. Generali Autism","""1513511""","*","*",29
"Waterbury School District","""1510011""","Margaret M. Generali Elementary School","""1511111""",284,297,581
"Waterbury School District","""1510011""","Michael F. Wallace Autism","""1512911""","*","*",7
"Waterbury School District","""1510011""","Michael F. Wallace Middle School","""1515111""",583,611,1194
"Waterbury School District","""1510011""","North End ESC","""1511811""","*","*",7
"Waterbury School District","""1510011""","North End Middle School","""1515311""",481,504,985
"Waterbury School District","""1510011""","Reed ESC","""1512411""",8,10,18
"Waterbury School District","""1510011""","Reed School","""1513411""",221,243,464
"Waterbury School District","""1510011""","Regan School","""1512811""",125,137,262
"Waterbury School District","""1510011""","Rotella Interdistrict Magnet School","""1513311""",317,296,613
"Waterbury School District","""1510011""","Special Education Preschool","""1518011""",93,135,228
"Waterbury School District","""1510011""","Sprague School","""1512011""",216,260,476
"Waterbury School District","""1510011""","State Street School","""1519011""",19,49,68
"Waterbury School District","""1510011""","Walsh School","""1512211""",178,182,360
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (High)","""1516011""",307,171,478
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (Middle)","""1515011""",219,122,341
"Waterbury School District","""1510011""","Waterbury Career Academy","""1516711""",493,372,865
"Waterbury School District","""1510011""","Wendell L. Cross School","""1510811""",174,176,350
"Waterbury School District","""1510011""","Wilby ESC","""1511711""","*","*",11
"Waterbury School District","""1510011""","Wilby High School","""1516311""",485,591,1076
"Waterbury School District","""1510011""","Woodrow Wilson BDLC","""1511211""","*","*",15
"Waterbury School District","""1510011""","Woodrow Wilson School","""1513211""",215,237,452
"Waterford School District","""1520011""","Autism Class","""1521111""",0,"*","*"
"Waterford School District","""1520011""","Avery Point Transition Program","""1520311""","*","*",8
"Waterford School District","""1520011""","Clark Lane Middle School","""1525111""",326,311,637
"Waterford School District","""1520011""","Great Neck Elementary School","""1520211""",149,151,300
"Waterford School District","""1520011""","Oswegatchie Elementary School","""1520611""",182,174,356
"Waterford School District","""1520011""","Quaker Hill Elementary School","""1520711""",174,190,364
"Waterford School District","""1520011""","Waterford High School","""1526111""",405,441,846
"Waterford School District","""1520011""","Waterford High School Tutor Center","""1521211""","*",0,"*"
"Watertown School District","""3480015""","Hartford Detention Center","""3480315""","*","*",9
"Watertown School District","""1530011""","Fletcher W. Judson School","""1530311""",140,158,298
"Watertown School District","""1530011""","John Trumbull Primary School","""1530211""",276,363,639
"Watertown School District","""1530011""","Polk School","""1530411""",148,177,325
"Watertown School District","""1530011""","Swift Middle School","""1535111""",309,351,660
"Watertown School District","""1530011""","Watertown High School","""1536111""",424,415,839
"Watertown School District","""1530011""","Watertown Transition Academy","""1530811""",0,"*","*"
"West Hartford School District","""1550011""","Smith School","""1551711""",188,186,374
"West Hartford School District","""1550011""","Achieve","""1559111""","*","*",13
"West Hartford School District","""1550011""","REACH","""1557311""",12,28,40
"West Hartford School District","""1550011""","Aiken School","""1551611""",196,214,410
"West Hartford School District","""1550011""","Braeburn Learning Center","""1559311""",0,6,6
"West Hartford School District","""1550011""","Braeburn School","""1550211""",160,190,350
"West Hartford School District","""1550011""","Bristow Middle School","""1555311""",211,206,417
"West Hartford School District","""1550011""","Bugbee School","""1550411""",221,199,420
"West Hartford School District","""1550011""","Charter Oak International Academy","""1550511""",234,217,451
"West Hartford School District","""1550011""","Conard High School","""1556111""",693,763,1456
"West Hartford School District","""1550011""","Duffy School","""1550611""",256,232,488
"West Hartford School District","""1550011""","Hall High School","""1556211""",710,737,1447
"West Hartford School District","""1550011""","King Philip Middle School","""1555111""",473,512,985
"West Hartford School District","""1550011""","Morley School","""1550911""",143,140,283
"West Hartford School District","""1550011""","Norfeldt Learning Center","""1559411""","*","*",10
"West Hartford School District","""1550011""","Norfeldt School","""1551011""",156,187,343
"West Hartford School District","""1550011""","Sedgwick Middle School","""1555211""",450,424,874
"West Hartford School District","""1550011""","Strive-West Hartford","""1559211""",12,20,32
"West Hartford School District","""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","""1559011""",8,9,17
"West Hartford School District","""1550011""","Webster Hill School","""1551211""",225,190,415
"West Hartford School District","""1550011""","Whiting Lane Learning Center","""1559511""","*","*",10
"West Hartford School District","""1550011""","Whiting Lane School","""1551311""",172,224,396
"West Hartford School District","""1550011""","Wolcott Learning Center","""1559611""",6,8,14
"West Hartford School District","""1550011""","Wolcott School","""1551511""",234,224,458
"West Haven School District","""1560011""","Washington School","""1561211""",220,252,472
"West Haven School District","""1560011""","Life Skills","""1560111""","*","*",7
"West Haven School District","""1560011""","ASD Lab","""1561111""","*","*",6
"West Haven School District","""1560011""","Alma E. Pagels School","""1560811""",121,211,332
"West Haven School District","""1560011""","Blended","""1560711""",8,8,16
"West Haven School District","""1560011""","Blended (Molloy)","""1560511""",6,6,12
"West Haven School District","""1560011""","Carrigan 5/6 Intermediate School","""1565311""",476,481,957
"West Haven School District","""1560011""","Edith E. Mackrille School","""1560611""",145,147,292
"West Haven School District","""1560011""","Forest School","""1560311""",213,232,445
"West Haven School District","""1560011""","Harry M. Bailey Middle School","""1565111""",386,420,806
"West Haven School District","""1560011""","PACE","""1560211""",9,27,36
"West Haven School District","""1560011""","Savin Rock Community School","""1561411""",235,238,473
"West Haven School District","""1560011""","Seth G. Haley School","""1560411""",200,207,407
"West Haven School District","""1560011""","West Haven High School","""1566111""",709,719,1428
"Westbrook School District","""1540011""","Daisy Ingraham School","""1540211""",136,126,262
"Westbrook School District","""1540011""","Westbrook High School","""1546111""",145,128,273
"Westbrook School District","""1540011""","Westbrook Middle School","""1545111""",95,132,227
"Weston School District","""1570011""","Hurlbutt Elementary School","""1570111""",217,224,441
"Weston School District","""1570011""","Weston High School","""1576111""",373,441,814
"Weston School District","""1570011""","Weston Intermediate School","""1570211""",240,281,521
"Weston School District","""1570011""","Weston Middle School","""1575111""",273,313,586
"Westport School District","""1580011""","Bedford Middle School","""1585111""",413,444,857
"Westport School District","""1580011""","CES Segregated","""1580111""",0,7,7
"Westport School District","""1580011""","Coleytown Elementary School","""1580311""",178,193,371
"Westport School District","""1580011""","Coleytown Middle School","""1585311""",259,254,513
"Westport School District","""1580011""","Green's Farms School","""1580411""",208,210,418
"Westport School District","""1580011""","Green's Farms Segregated","""1580211""","*","*","*"
"Westport School District","""1580011""","King's Highway Elementary School","""1580511""",239,251,490
"Westport School District","""1580011""","King's Highway Segregated","""1580611""","*","*","*"
"Westport School District","""1580011""","Long Lots School","""1580711""",275,270,545
"Westport School District","""1580011""","Saugatuck Elementary School","""1580811""",234,249,483
"Westport School District","""1580011""","Staples High School","""1586111""",897,956,1853
"Westport School District","""1580011""","Stepping Stones Preschool","""1588011""",21,33,54
"Wethersfield School District","""1590011""","Alfred W. Hanmer School","""1590811""",162,177,339
"Wethersfield School District","""1590011""","Charles Wright School","""1591011""",159,160,319
"Wethersfield School District","""1590011""","Emerson-Williams School","""1590211""",194,216,410
"Wethersfield School District","""1590011""","Highcrest School","""1591111""",227,198,425
"Wethersfield School District","""1590011""","Samuel B. Webb Elementary School","""1591211""",168,177,345
"Wethersfield School District","""1590011""","Silas Deane Middle School","""1595211""",287,273,560
"Wethersfield School District","""1590011""","Wethersfield High School","""1596111""",582,570,1152
"Wethersfield School District","""1590011""","Wethersfield Transition Academy","""1590111""","*","*",15
"Willington School District","""1600011""","Center School","""1600111""",109,133,242
"Willington School District","""1600011""","Hall Memorial School","""1605111""",92,92,184
"Wilton School District","""1610011""","Middlebrook School","""1615211""",482,532,1014
"Wilton School District","""1610011""","Cider Mill School","""1610711""",458,428,886
"Wilton School District","""1610011""","Miller-Driscoll School","""1610511""",394,423,817
"Wilton School District","""1610011""","Wilton High School","""1616111""",695,636,1331
"Winchester School District","""1620011""","Batcheller Early Education Center","""1620411""",96,122,218
"Winchester School District","""1620011""","Pearson Middle School","""1625111""",152,166,318
"Windham School District","""1630011""","Assisted Work Program","""1631211""","*","*",9
"Windham School District","""1630011""","Charles H. Barrows STEM Academy","""1630411""",271,289,560
"Windham School District","""1630011""","Early Headstart","""1638011""",15,21,36
"Windham School District","""1630011""","Natchaug School","""1630111""",142,172,314
"Windham School District","""1630011""","North Windham ASD Program","""1630811""","*","*",6
"Windham School District","""1630011""","North Windham School","""1630311""",243,232,475
"Windham School District","""1630011""","Sweeney ASD Program","""1631111""","*","*",6
"Windham School District","""1630011""","Sweeney Medically Fragile Program","""1630911""","*","*","*"
"Windham School District","""1630011""","W. B. Sweeney School","""1630611""",130,130,260
"Windham School District","""1630011""","Windham Center School","""1630511""",143,136,279
"Windham School District","""1630011""","Windham Early Childhood Prospect Street","""1638311""",92,86,178
"Windham School District","""1630011""","Windham Early Childhood Tuckie Road","""1631011""",27,21,48
"Windham School District","""1630011""","Windham High School","""1636111""",241,340,581
"Windham School District","""1630011""","Windham Middle School","""1635111""",255,301,556
"Windsor Locks School District","""1650011""","North Street School","""1650111""",229,206,435
"Windsor Locks School District","""1650011""","Pine Meadow Academy","""1650611""",12,22,34
"Windsor Locks School District","""1650011""","RISE Transition Academy","""1650211""","*","*",11
"Windsor Locks School District","""1650011""","South Elementary School","""1650411""",189,151,340
"Windsor Locks School District","""1650011""","Windsor Locks High School","""1656111""",184,215,399
"Windsor Locks School District","""1650011""","Windsor Locks Middle School","""1655111""",164,182,346
"Windsor School District","""1640011""","Clover Street School","""1640111""",141,130,271
"Windsor School District","""1640011""","Community Based Transition Academy","""1640211""","*","*",15
"Windsor School District","""1640011""","Expulsion","""1640411""","*","*","*"
"Windsor School District","""1640011""","John F. Kennedy School","""1640811""",172,202,374
"Windsor School District","""1640011""","Oliver Ellsworth School","""1640911""",178,188,366
"Windsor School District","""1640011""","Poquonock Elementary School","""1640511""",134,169,303
"Windsor School District","""1640011""","Sage Park Middle School","""1645311""",327,361,688
"Windsor School District","""1640011""","Spark","""1640311""",7,10,17
"Windsor School District","""1640011""","Windsor High School","""1646111""",562,576,1138
"Wolcott School District","""1660011""","ABC Classroom","""1660311""","*","*","*"
"Wolcott School District","""1660011""","Alcott School","""1660611""",119,156,275
"Wolcott School District","""1660011""","Frisbie School","""1660211""",145,154,299
"Wolcott School District","""1660011""","Phoenix Program","""1660411""",0,"*","*"
"Wolcott School District","""1660011""","Tyrrell Middle School","""1665111""",276,296,572
"Wolcott School District","""1660011""","Wakelee School","""1660511""",159,180,339
"Wolcott School District","""1660011""","Wolcott High School","""1666111""",375,413,788
"Woodbridge School District","""1670011""","Beecher Road School","""1670311""",377,397,774
"Woodstock Academy District","""9030022""","Woodstock Academy","""9036122""",551,514,1065
"Woodstock School District","""1690011""","Woodstock Elementary School","""1690211""",218,212,430
"Woodstock School District","""1690011""","Woodstock Middle School","""1695111""",201,207,408

