"Student Counts by School and Race"
"All Districts, All Schools"
"2014-15"

"",,,,"Race",,,,,,,
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""",0,"*",9,25,0,"*",362,404
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""",0,"*","*",11,0,9,303,332
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""","*",11,11,45,0,"*",557,635
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""","*",42,16,17,"*",9,300,386
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""",0,49,"*",20,"*",9,305,392
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""","*",182,47,72,"*",16,1201,1524
"Regional School District 06","""2060012""","Early Childhood Learning Center","""2068112""",0,0,"*","*",0,0,54,57
"Regional School District 06","""2060012""","Goshen Center School","""2060112""","*","*","*","*",0,"*",136,150
"Regional School District 06","""2060012""","James Morris School","""2060212""","*",0,"*","*","*",0,116,125
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""","*","*",7,18,"*",9,524,567
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",0,0,0,"*",0,"*",63,66
"Regional School District 07","""2070012""","AIM","""2079112""",0,0,0,"*",0,0,"*",10
"Regional School District 07","""2070012""","FLEX","""2079012""",0,0,0,0,0,0,8,8
"Regional School District 07","""2070012""","Links","""2079212""",0,"*",0,"*",0,0,11,13
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""","*",6,"*",12,0,"*",670,693
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""",0,0,0,"*",0,"*",327,332
"Regional School District 07","""2070012""","STEP","""2079312""",0,0,0,0,0,0,8,8
"Regional School District 08","""2080012""","RHAM High School","""2086112""",0,14,"*",21,0,"*",1048,1094
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""","*",13,6,17,0,"*",516,555
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""",9,39,11,57,0,21,912,1049
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",0,11,"*",27,"*","*",763,809
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""","*",8,"*",8,0,"*",394,417
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",0,16,"*",6,"*","*",441,468
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""",0,15,"*",29,0,"*",724,778
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""","*","*",6,27,"*","*",228,269
"Regional School District 12","""2120012""","Booth Free School","""2120212""","*",0,0,"*",0,"*",73,78
"Regional School District 12","""2120012""","Shepaug Valley School","""2120312""",0,6,6,25,"*","*",418,461
"Regional School District 12","""2120012""","The Burnham School","""2120112""",0,0,0,0,0,"*","*",55
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",0,"*","*",7,"*","*",138,153
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""","*",10,"*",28,0,14,500,556
"Regional School District 13","""2130012""","Francis E. Korn School","""2130212""",0,"*",0,"*",0,8,125,141
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""",0,7,0,10,0,12,309,338
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""",0,0,"*","*",0,12,213,237
"Regional School District 13","""2130012""","John Lyman School","""2130512""",0,"*","*",13,0,9,212,239
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""",0,"*","*",16,0,8,262,293
"Regional School District 13","""2130012""","Middlesex Transition Academy","""2130312""",0,0,0,0,0,"*","*",19
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""","*","*","*",8,0,0,252,264
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""","*","*",0,"*",0,0,44,51
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""",0,15,"*",18,0,"*",321,359
"Regional School District 14","""2140012""","Nonnewaug Chiefs Alternative Program","""2140312""",0,0,0,0,0,0,"*","*"
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""",0,14,"*",14,0,"*",709,751
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""","*","*","*",7,0,"*",346,364
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""","*",26,9,9,"*","*",326,378
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",0,33,9,25,0,11,443,521
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""",0,29,"*",17,0,"*",403,460
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",0,11,"*",10,"*",7,313,348
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""","*",65,11,68,0,"*",1054,1204
"Regional School District 15","""2150012""","Pomperaug School","""2150512""","*",14,"*",23,0,9,337,391
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""","*",38,8,20,"*","*",474,545
"Regional School District 16","""2160012""","Algonquin School","""2160312""",0,"*",11,16,0,"*",378,415
"Regional School District 16","""2160012""","Community School","""2160212""",0,"*","*",11,0,0,202,219
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""","*",7,12,31,"*",0,367,420
"Regional School District 16","""2160012""","Long River Middle School","""2165112""",0,"*",18,32,0,"*",504,570
"Regional School District 16","""2160012""","WRHS Alternative Education Program","""2160412""",0,0,0,0,0,0,13,13
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""",0,"*","*",31,0,0,632,680
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""","*",7,"*",8,0,9,271,299
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",0,6,"*","*",0,"*",219,235
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""","*",12,7,"*",0,6,585,615
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""","*",18,15,7,0,"*",715,762
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""",0,"*","*","*",0,16,239,264
"Regional School District 18","""2180012""","Center School","""2180312""",0,"*",0,6,0,"*",112,126
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",0,"*","*",14,0,6,190,215
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""",0,16,"*",7,0,"*",408,437
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""","*",8,"*",14,0,9,318,352
"Regional School District 18","""2180012""","Mile Creek School","""2180212""",0,10,"*",10,0,"*",195,221
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""","*",55,19,89,"*",18,967,1152
"Regional School District 19","""2190012""","E.O. Smith High School at the Depot Campus","""2190112""",0,0,"*","*",0,0,24,27
"Regional School District 19","""2190012""","PM Panthers","""2190212""",0,0,0,"*",0,0,"*",17
"Ridgefield School District","""1180011""","Alternative High School","""1188011""",0,0,0,"*",0,0,"*",14
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""",0,41,"*",25,0,"*",284,361
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""","*",19,"*",30,0,8,320,379
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",0,47,"*",42,0,"*",655,760
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""",0,20,"*",23,0,"*",292,345
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""","*",33,"*",23,0,13,281,354
"Ridgefield School District","""1180011""","Ridgefield 18-21 Transition Program","""1189011""",0,0,0,0,0,0,"*","*"
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""",0,89,"*",80,"*",14,1547,1744
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""","*",14,"*",29,0,13,307,368
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",0,29,"*",33,0,"*",422,496
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""",0,20,"*",14,"*",10,283,330
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""","*",101,15,51,0,"*",448,625
"Rocky Hill School District","""1190011""","Alternative Learning Program","""1190111""",0,0,0,"*",0,0,"*",10
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""","*",52,12,49,0,"*",360,483
"Rocky Hill School District","""1190011""","Pathways","""1190311""",0,0,0,0,0,0,6,6
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""","*",51,30,71,0,"*",536,697
"Rocky Hill School District","""1190011""","West Hill School","""1190511""","*",301,"*",39,0,16,289,661
"Salem School District","""1210011""","Salem Elementary School","""1210111""","*",18,14,15,"*",8,331,392
"Salisbury School District","""1220011""","SELC","""1220211""",0,0,0,0,0,0,"*","*"
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",0,"*","*",20,0,24,213,269
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""",0,0,"*",12,0,"*",113,129
"Seymour School District","""1240011""","Bungay School","""1240111""","*",25,12,39,"*","*",420,502
"Seymour School District","""1240011""","Chatfield-LoPresti School","""1240211""","*",18,29,88,0,"*",381,533
"Seymour School District","""1240011""","Seymour High School","""1246111""","*",19,26,66,0,"*",534,648
"Seymour School District","""1240011""","Seymour Middle School","""1245111""",0,24,"*",56,0,"*",486,591
"Sharon School District","""1250011""","Sharon Center School","""1250111""",0,"*","*","*",0,"*",149,163
"Sharon School District","""1250011""","TOTAL","""1250211""",0,0,0,"*",0,"*",12,14
"Shelton School District","""1260011""","Mohegan School","""1260911""",0,17,6,22,0,6,242,293
"Shelton School District","""1260011""","Booth Hill School","""1261011""",0,17,7,15,0,6,278,323
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""","*",29,16,41,0,"*",370,471
"Shelton School District","""1260011""","Intermediate School","""1265111""","*",49,35,97,0,"*",690,878
"Shelton School District","""1260011""","Long Hill School","""1260811""",0,33,22,79,"*","*",281,432
"Shelton School District","""1260011""","Perry Hill Elementary School","""1261111""",0,60,42,78,0,8,561,749
"Shelton School District","""1260011""","Shelton High School","""1266111""","*",84,68,114,0,"*",1275,1550
"Shelton School District","""1260011""","Sunnyside School","""1260611""","*",20,19,30,0,"*",148,229
"Sherman School District","""1270011""","Sherman School","""1270111""","*","*",0,11,0,14,314,346
"Side By Side Charter School District","""2700013""","Side By Side Charter School","""2700113""",0,13,70,101,"*","*",37,235
"Simsbury School District","""1280011""","Central School","""1280111""",0,34,16,33,0,15,306,404
"Simsbury School District","""1280011""","Henry James Memorial School","""1285111""",0,47,30,39,0,8,615,739
"Simsbury School District","""1280011""","Latimer Lane School","""1280611""",0,20,20,29,0,13,322,404
"Simsbury School District","""1280011""","Simsbury High School","""1286111""",0,71,72,55,0,10,1242,1450
"Simsbury School District","""1280011""","Squadron Line School","""1280711""",0,38,33,34,"*","*",496,612
"Simsbury School District","""1280011""","Tariffville School","""1280311""",0,18,36,18,0,7,215,294
"Simsbury School District","""1280011""","Tootin' Hills School","""1280411""",0,22,"*",30,0,"*",293,372
"Somers School District","""1290011""","Mabelle B. Avery Middle School","""1295111""",0,"*",9,11,"*",6,339,371
"Somers School District","""1290011""","Somers Elementary School","""1290411""","*",8,10,21,0,"*",581,628
"Somers School District","""1290011""","Somers High School","""1296111""",0,11,12,17,0,9,425,474
"South Windsor School District","""1320011""","Pleasant Valley School","""1320211""",0,65,35,32,0,17,197,346
"South Windsor School District","""1320011""","Eli Terry School","""1320711""",0,38,24,38,0,31,313,444
"South Windsor School District","""1320011""","Orchard Hill School","""1320611""",0,89,30,29,"*","*",224,389
"South Windsor School District","""1320011""","Philip R. Smith School","""1320111""",0,86,14,19,"*","*",221,344
"South Windsor School District","""1320011""","Project Worth Young Adult Academy","""1329011""",0,0,"*",0,0,0,"*",11
"South Windsor School District","""1320011""","South Windsor High School","""1326211""","*",157,73,102,"*",34,993,1364
"South Windsor School District","""1320011""","Timothy Edwards School","""1325111""","*",134,57,66,"*",33,682,979
"South Windsor School District","""1320011""","Wapping Elementary School","""1320411""",0,51,20,26,0,17,189,303
"Southington School District","""1310011""","John F. Kennedy Middle School","""1315311""",0,28,"*",45,"*",26,715,826
"Southington School District","""1310011""","Achieve","""1311711""",0,"*",0,0,0,0,"*","*"
"Southington School District","""1310011""","Alta","""1310111""",0,0,0,"*",0,"*",29,38
"Southington School District","""1310011""","Derynoski Elementary School","""1311511""","*",14,"*",39,0,9,539,611
"Southington School District","""1310011""","EASE","""1310511""",0,0,0,"*",0,0,"*",10
"Southington School District","""1310011""","Flanders Elementary School","""1311311""",0,19,6,35,0,8,225,293
"Southington School District","""1310011""","Hatton Elementary School","""1310211""","*","*",7,24,0,16,333,384
"Southington School District","""1310011""","Joseph A. Depaolo Middle School","""1315111""",0,27,8,45,0,17,630,727
"Southington School District","""1310011""","Language Based Classroom at Hatton School","""1310411""",0,0,0,"*",0,0,"*",7
"Southington School District","""1310011""","Language Based Classroom, Multihandicapped","""1311811""",0,0,0,0,0,0,8,8
"Southington School District","""1310011""","Plantsville Elementary School","""1310611""",0,"*",12,26,0,"*",238,287
"Southington School District","""1310011""","Preschool/ABA-Hatton School","""1310311""",0,0,"*","*",0,"*",25,33
"Southington School District","""1310011""","Preschool/ABA-South End School","""1311911""",0,"*",0,0,0,"*",8,10
"Southington School District","""1310011""","South End Elementary School","""1310711""","*",6,12,31,0,"*",201,256
"Southington School District","""1310011""","Southington High School","""1316211""","*",69,"*",127,0,49,1725,2012
"Southington School District","""1310011""","Strong Elementary School","""1310811""",0,10,7,23,0,8,261,309
"Southington School District","""1310011""","Thalberg Elementary School","""1310911""","*",29,"*",24,0,9,359,427
"Southington School District","""1310011""","Therapeutic Educational Alternative Model (TEAM)","""1311611""",0,0,0,0,0,0,"*","*"
"Southington School District","""1310011""","Therapeutic Educational Setting (TEP)","""1311211""",0,0,"*","*",0,0,"*",6
"Southington School District","""1310011""","Urbin T. Kelley School","""1311411""",0,7,"*",11,"*",12,307,341
"Sprague School District","""1330011""","Sayles School","""1330111""","*","*",6,48,0,30,274,363
"Stafford School District","""1340011""","Stafford Elementary School","""1340611""",7,6,10,25,0,9,414,471
"Stafford School District","""1340011""","Stafford High School","""1346111""",0,6,"*",13,"*",6,384,414
"Stafford School District","""1340011""","Stafford Middle School","""1345211""","*",10,"*",24,0,7,307,354
"Stafford School District","""1340011""","Stafford Tutoring Program","""1340211""",0,0,0,0,0,0,"*","*"
"Stafford School District","""1340011""","Staffordville School","""1340311""",0,0,"*",9,0,"*",143,162
"Stafford School District","""1340011""","West Stafford School","""1340411""","*",0,"*",10,0,8,156,176
"Stamford Academy District","""2820013""","Stamford Academy","""2826013""",0,"*",82,51,0,0,"*",141
"Stamford School District","""1350011""","Alternate Routes To Success","""1350411""",0,"*","*",41,0,0,27,96
"Stamford School District","""1350011""","Apples PreK","""1350111""",0,"*",23,38,0,"*",49,120
"Stamford School District","""1350011""","Cloonan School","""1355611""","*",34,154,224,0,"*",193,616
"Stamford School District","""1350011""","Davenport Ridge School","""1352011""",0,81,121,182,0,12,230,626
"Stamford School District","""1350011""","Dolan School","""1355311""",0,40,100,226,0,7,159,532
"Stamford School District","""1350011""","Hart School","""1352211""",0,140,132,245,0,11,128,656
"Stamford School District","""1350011""","Individuals Achieving Independence","""1350211""",0,"*","*",6,0,0,10,23
"Stamford School District","""1350011""","Julia A. Stark School","""1351211""","*",42,102,251,"*","*",203,603
"Stamford School District","""1350011""","K. T. Murphy School","""1350511""",0,121,57,258,0,9,107,552
"Stamford School District","""1350011""","Newfield School","""1350611""",0,66,128,267,0,6,189,656
"Stamford School District","""1350011""","Northeast School","""1351811""",0,36,106,253,0,7,284,686
"Stamford School District","""1350011""","Preschool Team","""1358011""",0,0,"*","*",0,0,17,35
"Stamford School District","""1350011""","Rippowam Middle School","""1355811""",0,63,152,269,"*","*",256,751
"Stamford School District","""1350011""","Rogers International School","""1350811""","*",48,85,300,0,"*",347,801
"Stamford School District","""1350011""","Roxbury School","""1350911""",0,"*",131,273,0,"*",174,615
"Stamford School District","""1350011""","Scofield Middle School","""1355711""",0,59,106,223,0,7,277,672
"Stamford School District","""1350011""","Springdale School","""1351111""","*",39,79,311,0,"*",241,682
"Stamford School District","""1350011""","Stamford High School","""1356111""",0,71,488,656,0,9,566,1790
"Stamford School District","""1350011""","Stillmeadow School","""1352111""",0,57,77,336,0,16,186,672
"Stamford School District","""1350011""","The Academy of Information Technology","""1356411""",0,61,110,215,0,8,299,693
"Stamford School District","""1350011""","Toquam Magnet School","""1351911""",0,75,115,364,"*","*",148,710
"Stamford School District","""1350011""","Turn of River School","""1355511""",0,46,96,245,0,10,213,610
"Stamford School District","""1350011""","Westhill High School","""1356311""","*",160,368,805,0,"*",748,2088
"Stamford School District","""1350011""","Westover School","""1351411""",0,109,194,217,0,19,175,714
"Sterling School District","""1360011""","Sterling Community School","""1360311""","*","*","*",14,0,16,420,461
"Stonington School District","""1370011""","Community Classroom","""1370811""",0,0,"*",0,0,0,"*","*"
"Stonington School District","""1370011""","Deans Mill School","""1370511""",0,12,"*",14,"*",14,366,414
"Stonington School District","""1370011""","Mystic Middle School","""1375211""",0,15,"*",8,0,"*",368,396
"Stonington School District","""1370011""","Pawcatuck Middle School","""1375111""",0,6,"*",18,0,"*",265,298
"Stonington School District","""1370011""","Stonington BOE Pre-School","""1370111""",0,"*",0,"*",0,0,16,19
"Stonington School District","""1370011""","Stonington HS PreK","""1370211""",0,0,0,0,0,0,19,19
"Stonington School District","""1370011""","Stonington High School","""1376111""",0,24,18,23,0,15,680,760
"Stonington School District","""1370011""","West Broad Street School","""1370411""",0,"*","*",9,0,"*",121,135
"Stonington School District","""1370011""","West Vine Street School","""1370611""","*","*","*",8,0,7,185,203
"Stratford School District","""1380011""","Eli Whitney School","""1381311""",0,20,72,114,0,10,300,516
"Stratford School District","""1380011""","ABA Second Hill Lane","""1380611""",0,"*","*",0,0,0,"*","*"
"Stratford School District","""1380011""","ALPHA","""1380511""",0,0,"*",19,0,"*",15,45
"Stratford School District","""1380011""","Bunnell High School","""1386211""","*",34,217,276,"*",24,504,1060
"Stratford School District","""1380011""","Chapel School","""1380311""","*",15,127,154,"*",9,226,534
"Stratford School District","""1380011""","David Wooster Middle School","""1385211""",0,16,115,140,0,9,232,512
"Stratford School District","""1380011""","Franklin STEPS K-2","""1382111""",0,0,"*","*",0,0,"*","*"
"Stratford School District","""1380011""","Franklin School","""1380411""",0,6,77,126,0,12,81,302
"Stratford School District","""1380011""","Harry B. Flood Middle School","""1385311""",0,21,152,144,0,12,237,566
"Stratford School District","""1380011""","High School STEPS 9-12","""1382011""",0,0,"*",0,0,0,"*","*"
"Stratford School District","""1380011""","High School Sails","""1380711""",0,0,0,"*",0,"*","*",7
"Stratford School District","""1380011""","Honeyspot School","""1381611""",0,"*",50,50,"*",14,86,211
"Stratford School District","""1380011""","IPP Classroom - Johnson","""1381111""",0,0,"*","*",0,"*","*",8
"Stratford School District","""1380011""","Intensive Need Classroom","""1381711""",0,0,"*","*",0,0,"*","*"
"Stratford School District","""1380011""","Johnson House STEPS 3-6","""1381211""",0,0,6,"*",0,0,"*",10
"Stratford School District","""1380011""","Lordship School","""1380811""",0,"*",61,81,0,"*",112,270
"Stratford School District","""1380011""","Middle School STEPS 7-8","""1381911""",0,0,"*",0,0,0,"*","*"
"Stratford School District","""1380011""","Middle School Sails","""1381811""",0,0,0,"*",0,0,"*","*"
"Stratford School District","""1380011""","Nichols School","""1380911""","*",15,91,149,0,"*",180,452
"Stratford School District","""1380011""","Second Hill Lane School","""1381011""","*",28,128,197,0,"*",312,692
"Stratford School District","""1380011""","Stratford Academy - Johnson House","""1381511""",0,23,100,98,0,17,192,430
"Stratford School District","""1380011""","Stratford High School","""1386111""","*","*",238,254,0,30,425,969
"Stratford School District","""1380011""","Strive-Stratford","""1389011""","*",0,10,"*",0,0,"*",17
"Stratford School District","""1380011""","Wilcoxson School","""1381411""",0,16,61,77,0,16,200,370
"Suffield School District","""1390011""","A. Ward Spaulding School","""1390411""",0,19,24,28,0,10,410,491
"Suffield School District","""1390011""","McAlister Intermediate School","""1390311""","*",18,18,33,0,"*",421,501
"Suffield School District","""1390011""","Suffield High School","""1396111""",0,23,27,33,"*","*",730,822
"Suffield School District","""1390011""","Suffield Middle School","""1395111""","*",14,15,24,0,"*",518,574
"The Bridge Academy District","""2690013""","The Bridge Academy","""2696113""","*","*",162,99,"*","*","*",275
"The Gilbert School District","""9020022""","The Gilbert School","""9026122""","*",48,"*",59,0,19,412,552
"Thomaston School District","""1400011""","Black Rock School","""1400111""",0,0,0,"*","*",6,255,265
"Thomaston School District","""1400011""","Thomaston Center School","""1400211""",0,"*","*",8,0,"*",230,246
"Thomaston School District","""1400011""","Thomaston High School","""1406211""","*","*",6,10,0,"*",365,392
"Thompson School District","""1410011""","Mary R. Fisher Elementary School","""1410111""","*","*",0,19,0,11,381,415
"Thompson School District","""1410011""","Thompson Middle School","""1415111""","*","*","*",12,0,11,307,337
"Thompson School District","""1410011""","Tourtellotte Memorial High School","""1416111""",0,0,"*",10,0,"*",232,251
"Tolland School District","""1420011""","Birch Grove Primary School","""1420111""",0,19,12,18,"*","*",504,560
"Tolland School District","""1420011""","TALC","""1420311""",0,0,0,"*",0,0,"*",13
"Tolland School District","""1420011""","Tolland High School","""1426111""","*",29,14,16,0,"*",766,828
"Tolland School District","""1420011""","Tolland Intermediate School","""1420211""","*",22,10,23,0,"*",519,577
"Tolland School District","""1420011""","Tolland Middle School","""1425111""","*",18,6,24,0,"*",627,679
"Torrington School District","""1430011""","East School","""1430111""","*",19,"*",17,0,12,307,361
"Torrington School District","""1430011""","Forbes School","""1430211""",0,9,10,131,0,20,203,373
"Torrington School District","""1430011""","Pre-K SpEd","""1431611""",0,0,"*","*",0,0,15,20
"Torrington School District","""1430011""","Southwest School","""1430811""",0,7,16,78,0,12,216,329
"Torrington School District","""1430011""","Torringford School","""1430911""",0,30,"*",90,"*",16,463,615
"Torrington School District","""1430011""","Torrington Expulsion Program","""1431411""",0,0,0,"*",0,0,"*",12
"Torrington School District","""1430011""","Torrington High School","""1436111""","*",33,53,206,"*",36,673,1003
"Torrington School District","""1430011""","Torrington Middle School","""1435111""","*",34,53,190,"*",32,695,1012
"Torrington School District","""1430011""","Vogel-Wetmore School","""1431311""","*",6,24,177,"*",20,247,478
"Torrington School District","""1430011""","Vogel-Wetmore/Outreach PreK","""1431911""",0,0,0,"*",0,0,"*",7
"Trailblazers Academy District","""2780013""","Trailblazers Academy","""2785113""",0,"*",59,53,0,"*","*",119
"Trumbull School District","""1440011""","Booth Hill School","""1440111""","*",34,15,45,"*","*",380,482
"Trumbull School District","""1440011""","Daniels Farm School","""1440811""",0,45,"*",28,0,"*",376,472
"Trumbull School District","""1440011""","Frenchtown Elementary School","""1441011""",0,54,"*",65,0,"*",408,564
"Trumbull School District","""1440011""","Hillcrest Middle School","""1445211""","*",48,28,49,0,"*",627,760
"Trumbull School District","""1440011""","Jane Ryan School","""1440411""","*",18,11,35,0,"*",326,393
"Trumbull School District","""1440011""","Madison Middle School","""1445111""","*",61,43,69,"*",0,604,780
"Trumbull School District","""1440011""","Middlebrook School","""1440311""",0,37,37,68,"*","*",353,499
"Trumbull School District","""1440011""","REACH","""1440511""",0,0,"*","*",0,0,8,11
"Trumbull School District","""1440011""","Tashua School","""1440911""",0,50,"*",26,0,"*",293,384
"Trumbull School District","""1440011""","Trumbull Alternative School","""1440211""",0,"*","*","*",0,0,"*",8
"Trumbull School District","""1440011""","Trumbull Early Childhood Education Center","""1448011""",0,29,"*",25,0,"*",155,224
"Trumbull School District","""1440011""","Trumbull High School","""1446111""","*",142,90,178,0,"*",1708,2123
"Unified School District #1","""3360015""","Bridgeport Correctional Center","""3360115""",0,0,6,"*",0,0,"*",8
"Unified School District #1","""3360015""","Brooklyn Correctional Institution","""3360215""",0,0,"*","*",0,0,0,"*"
"Unified School District #1","""3360015""","Cheshire Correctional Institution","""3360315""",0,0,"*","*",0,0,0,18
"Unified School District #1","""3360015""","Corrigan/Radgowski Correctional Institution","""3362415""",0,0,9,"*",0,0,"*",13
"Unified School District #1","""3360015""","Enfield Correctional Institution","""3360415""",0,0,"*","*",0,0,0,"*"
"Unified School District #1","""3360015""","Garner Correctional Institution","""3361915""",0,0,11,"*",0,"*",0,18
"Unified School District #1","""3360015""","Hartford Correctional Center","""3360615""",0,0,"*",6,0,0,"*",12
"Unified School District #1","""3360015""","MacDougall/Walker Correctional Institution","""3362215""",0,0,"*","*",0,0,0,9
"Unified School District #1","""3360015""","Manson Youth Institution","""3361115""",0,0,153,87,0,"*","*",270
"Unified School District #1","""3360015""","New Haven Correctional Center","""3360915""",0,0,"*","*",0,0,"*",7
"Unified School District #1","""3360015""","Northern Correctional Institution","""3362615""",0,0,9,"*",0,"*",0,11
"Unified School District #1","""3360015""","Osborn Correctional Institution","""3361215""",0,0,"*","*",0,0,0,6
"Unified School District #1","""3360015""","Robinson Correctional Institution","""3361315""",0,0,"*","*",0,0,0,7
"Unified School District #1","""3360015""","Willard/Cybulski Correctional Institution","""3361515""",0,0,"*",0,0,0,"*","*"
"Unified School District #1","""3360015""","York Correctional Institution","""3362515""",0,0,12,"*",0,0,"*",22
"Unified School District #2","""3470015""","Children's Place School","""3470115""",0,"*","*",8,0,0,15,28
"Unified School District #2","""3470015""","Riverview School","""3470315""",0,"*",15,17,0,"*",27,61
"Unified School District #2","""3470015""","Walter G. Cady School","""3476715""",0,0,56,37,0,"*","*",101
"Union School District","""1450011""","Union Elementary School","""1450111""",0,0,"*","*",0,0,77,80
"Vernon School District","""1460011""","Northeast School","""1460311""",0,12,28,51,0,21,207,319
"Vernon School District","""1460011""","Center Road School","""1461411""","*",40,40,50,0,"*",347,494
"Vernon School District","""1460011""","Lake Street School","""1460111""","*","*",14,16,0,11,191,238
"Vernon School District","""1460011""","Loveland Hill School","""1460511""",0,0,"*","*",0,"*","*",10
"Vernon School District","""1460011""","Maple Street School","""1460211""",0,6,60,77,0,19,155,317
"Vernon School District","""1460011""","Next Step Program (AACBP)","""1469011""",0,0,"*","*",0,0,7,11
"Vernon School District","""1460011""","Rockville High School","""1466111""","*",38,104,105,0,"*",617,872
"Vernon School District","""1460011""","Skinner Road School","""1461011""",0,48,37,45,0,13,203,346
"Vernon School District","""1460011""","Vernon Center Middle School","""1465111""","*",33,85,82,0,"*",432,652
"Voluntown School District","""1470011""","Voluntown Elementary School","""1470111""","*","*",8,8,"*",13,278,313
"Wallingford School District","""1480011""","Highland School","""1480211""","*",20,6,29,0,"*",226,288
"Wallingford School District","""1480011""","A.R.T.S. Academy","""1489011""",0,0,0,"*",0,0,"*",15
"Wallingford School District","""1480011""","Cook Hill School","""1481011""","*",18,10,71,"*",6,247,355
"Wallingford School District","""1480011""","Dag Hammarskjold Middle School","""1485211""","*",30,16,126,0,"*",520,695
"Wallingford School District","""1480011""","Education Enhancement Program","""1480511""","*",0,0,"*",0,0,19,21
"Wallingford School District","""1480011""","Evarts C. Stevens School","""1480911""",0,19,"*",75,0,"*",263,370
"Wallingford School District","""1480011""","Harvest Park","""1489211""",0,0,0,0,0,0,6,6
"Wallingford School District","""1480011""","James H. Moran Middle School","""1485311""",0,48,"*",82,0,"*",548,702
"Wallingford School District","""1480011""","Lyman Hall High School","""1486111""","*",44,37,153,0,"*",850,1090
"Wallingford School District","""1480011""","Mark T. Sheehan High School","""1486211""","*",54,19,81,0,"*",699,856
"Wallingford School District","""1480011""","Moses Y. Beach School","""1480111""","*",20,"*",63,"*","*",237,331
"Wallingford School District","""1480011""","Multi-Vocational Life Skills Program","""1489111""",0,0,0,"*",0,0,"*",9
"Wallingford School District","""1480011""","Parker Farms School","""1480311""","*",19,8,78,0,"*",179,287
"Wallingford School District","""1480011""","Pond Hill School","""1481211""",0,13,"*",63,0,"*",284,370
"Wallingford School District","""1480011""","Rock Hill School","""1480411""",0,"*","*",61,0,0,255,334
