"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"",,,"Graduates",,,,
"",,,"Four-Year Graduation Rate by Year",,,,
"District","School","Special Education Status","2011-12","2012-13","2013-14","2014-15","2015-16"
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",72.1,71.3,68.7,77.8,67.7
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",47.6,54.2,"*","*",50.0
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",47.7,72.1,75.2,64.2,70.4
"Hartford School District","HPHS Law and Government Academy","Special Education",45.8,"*","*","*",42.9
"Hartford School District","Hartford Magnet Trinity College Academy","Non-Special Education","N/A","N/A","N/A",96.9,93.4
"Hartford School District","Hartford Magnet Trinity College Academy","Special Education","N/A","N/A","N/A","*","*"
"Hartford School District","High School Inc.","Non-Special Education","N/A",75.9,62.3,74.2,"N/A"
"Hartford School District","High School Inc.","Special Education","N/A",52.2,"*","*","N/A"
"Hartford School District","High School, Inc.","Non-Special Education","N/A","N/A","N/A","N/A",79.5
"Hartford School District","High School, Inc.","Special Education","N/A","N/A","N/A","N/A","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education","N/A",72.9,77.2,73.9,"*"
"Hartford School District","Journalism and Media Academy Magnet School","Special Education","N/A","*","*","*","*"
"Hartford School District","Kinsella Magnet School of Performing Arts","Non-Special Education","N/A","N/A","N/A","N/A",93.5
"Hartford School District","Kinsella Magnet School of Performing Arts","Special Education","N/A","N/A","N/A","N/A","*"
"Hartford School District","OPPortunity High School","Non-Special Education",47.4,55.0,30.8,"N/A","N/A"
"Hartford School District","OPPortunity High School","Special Education","*","*","*","N/A","N/A"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",93.3,93.1,93.3,91.5,95.8
"Hartford School District","Pathways Academy of Technology and Design","Special Education","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",91.5,94.2,91.6,94.3,97.6
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*","*","*"
"Hartford School District","University High School of Science and Engineering","Non-Special Education","N/A","N/A","N/A",97.6,94.1
"Hartford School District","University High School of Science and Engineering","Special Education","N/A","N/A","N/A","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",90.2,97.7,94.6,"N/A","N/A"
"Hartford School District","University High of Science and Engineering","Special Education","*","*","*","N/A","N/A"
"Jumoke Academy District","Jumoke Academy","Non-Special Education","N/A","N/A","N/A","N/A","*"
"Killingly School District","Killingly High School","Non-Special Education",81.6,79.4,84.6,85.8,89.3
"Killingly School District","Killingly High School","Special Education",60.0,56.0,77.3,63.6,52.2
"Learn","Connecticut River Academy","Non-Special Education","N/A",87.0,94.2,92.1,90.9
"Learn","Connecticut River Academy","Special Education","N/A","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education","N/A","*",95.7,88.0,100.0
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Special Education","N/A","N/A","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education","N/A","*",90.0,91.7,97.0
"Learn","Three Rivers Middle College Magnet School","Special Education","N/A","*","*","*","*"
