"Student Counts by School and Race"
"All Districts, All Schools"
"2016-17"

"",,,,"Race",,,,,,,
"Bristol School District","""0170011""","Northeast MS/GOAL","""0172811""",0,0,"*","*",0,0,"*",9
"Bristol School District","""0170011""","Northeast Middle School","""0175211""",0,"*",33,72,"*",0,330,450
"Bristol School District","""0170011""","PreK Autism","""0172911""",0,"*",0,0,0,"*",6,8
"Bristol School District","""0170011""","South Side Extended Resource","""0173011""",0,0,"*","*",0,0,"*","*"
"Bristol School District","""0170011""","South Side GOAL","""0173111""",0,0,"*","*","*",0,"*",9
"Bristol School District","""0170011""","South Side School","""0171111""","*","*",37,113,0,0,293,468
"Bristol School District","""0170011""","Stafford Autism","""0173211""",0,"*",0,0,0,0,"*",8
"Bristol School District","""0170011""","Stafford School","""0171211""","*",27,49,108,"*",0,262,448
"Bristol School District","""0170011""","West Bristol School","""0172011""","*",24,70,294,0,"*",494,885
"Brookfield School District","""0180011""","Brookfield High School","""0186111""","*",68,17,67,0,"*",700,856
"Brookfield School District","""0180011""","Center Elementary School","""0180311""","*",29,6,23,0,"*",294,359
"Brookfield School District","""0180011""","Huckleberry Hill Elementary School","""0180411""","*",49,13,58,"*","*",406,535
"Brookfield School District","""0180011""","Whisconier Middle School","""0185311""","*",79,24,80,"*",0,727,915
"Brooklyn School District","""0190011""","Brooklyn Elementary School","""0190111""","*",13,"*",51,"*",20,409,501
"Brooklyn School District","""0190011""","Brooklyn Middle School","""0195111""","*",9,"*",25,0,10,303,352
"Canaan School District","""0210011""","Lee H. Kellogg School","""0210111""",0,0,0,6,0,0,67,73
"Canterbury School District","""0220011""","Canterbury Elementary School","""0220211""","*","*","*",13,0,9,233,260
"Canterbury School District","""0220011""","Dr. Helen Baldwin Middle School","""0225111""",0,0,"*",11,0,"*",183,206
"Canton School District","""0230011""","Canton Academy","""0230411""",0,0,0,0,0,0,"*","*"
"Canton School District","""0230011""","Canton High School","""0236111""","*",16,24,30,0,"*",411,496
"Canton School District","""0230011""","Canton Intermediate School","""0230311""","*",9,27,34,0,"*",305,379
"Canton School District","""0230011""","Canton Middle School","""0235111""","*",10,11,15,0,"*",244,282
"Canton School District","""0230011""","Cherry Brook Primary School","""0230211""",0,"*",42,28,"*",8,369,456
"Capital Preparatory Harbor School Inc. District","""2970013""","Capital Preparatory Harbor School Inc.","""2970113""",0,"*",197,50,0,"*","*",254
"Capitol Region Education Council","""2410014""","Academy of Aerospace and Engineering","""2415114""",0,80,206,216,"*","*",199,733
"Capitol Region Education Council","""2410014""","Academy of Aerospace and Engineering Elementary","""2410714""","*",59,95,107,0,"*",112,389
"Capitol Region Education Council","""2410014""","Academy of Science and Innovation","""2416514""",0,31,163,256,"*","*",106,574
"Capitol Region Education Council","""2410014""","Ana Grace Academy of the Arts Elementary School","""2410614""",0,6,115,154,0,23,107,405
"Capitol Region Education Council","""2410014""","Discovery Academy","""2418114""","*",36,89,166,"*",33,157,484
"Capitol Region Education Council","""2410014""","Farmington Valley Regional Diagnostic Center","""2419214""",0,"*","*","*",0,0,10,15
"Capitol Region Education Council","""2410014""","Glastonbury/East Hartford Magnet School","""2410114""",0,44,94,144,0,20,150,452
"Capitol Region Education Council","""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","""2416414""",0,"*",113,174,"*",22,157,468
"Capitol Region Education Council","""2410014""","Greater Hartford Academy of the Arts Magnet Middle","""2415314""",0,"*",97,136,"*",6,86,327
"Capitol Region Education Council","""2410014""","Integrated Program Models","""2419414""",0,0,0,0,0,0,"*","*"
"Capitol Region Education Council","""2410014""","International Magnet School for Global Citizenship","""2410414""",0,74,130,143,0,20,103,470
"Capitol Region Education Council","""2410014""","John J. Allison Polaris Center","""2419014""",0,0,18,33,0,"*","*",58
"Capitol Region Education Council","""2410014""","Lincoln Academy Regional Interdistrict Collaborative","""2419614""",0,0,"*","*",0,0,"*",7
"Capitol Region Education Council","""2410014""","Metropolitan Learning Center for Global and International Studies","""2416114""","*",31,352,133,"*",34,133,688
"Capitol Region Education Council","""2410014""","Montessori Magnet School","""2413114""",0,13,43,182,0,14,97,349
"Capitol Region Education Council","""2410014""","Museum Academy","""2410514""","*","*",171,136,0,35,99,469
"Capitol Region Education Council","""2410014""","Public Safety Academy","""2415214""",8,"*",114,230,"*",16,99,474
"Capitol Region Education Council","""2410014""","Reggio Magnet School of the Arts","""2410314""","*","*",149,123,0,18,142,437
"Capitol Region Education Council","""2410014""","River Street Early Learning Center (Site 2)","""2419514""",0,"*",8,16,0,"*",35,65
"Capitol Region Education Council","""2410014""","River Street School","""2419314""",0,"*",24,26,0,"*",81,143
"Capitol Region Education Council","""2410014""","Soundbridge","""2419114""",0,"*",0,"*",0,"*",26,32
"Capitol Region Education Council","""2410014""","Soundbridge @ Academy of Aerospace & Engineering Elementary","""2411114""",0,"*",0,"*",0,0,6,11
"Capitol Region Education Council","""2410014""","Soundbridge @ Academy of Science and Innovation","""2411314""",0,"*","*","*",0,0,"*",6
"Capitol Region Education Council","""2410014""","Soundbridge @ Museum Academy","""2411214""",0,"*","*","*",0,0,"*","*"
"Capitol Region Education Council","""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","""2419714""",0,0,0,0,0,0,7,7
"Capitol Region Education Council","""2410014""","Two Rivers Magnet High School","""2416714""","*",16,126,179,"*",7,75,408
"Capitol Region Education Council","""2410014""","Two Rivers Magnet Middle School","""2415014""",0,50,142,231,0,38,197,658
"Capitol Region Education Council","""2410014""","University of Hartford Magnet School","""2410214""","*",25,190,125,0,"*",90,454
"Chaplin School District","""0240011""","Chaplin Elementary School","""0240211""",0,0,"*",16,0,"*",135,158
"Cheshire School District","""0250011""","Chapman School","""0250111""","*",23,13,"*",0,9,267,323
"Cheshire School District","""0250011""","Cheshire High School","""0256111""","*",144,31,60,0,"*",1203,1445
"Cheshire School District","""0250011""","Cheshire Quinnipiac University Transition Collaborative","""0250311""",0,0,"*","*",0,0,13,16
"Cheshire School District","""0250011""","Darcey School","""0250211""",0,12,"*",9,"*",11,119,157
"Cheshire School District","""0250011""","Dodd Middle School","""0255111""","*",80,25,36,0,"*",631,783
"Cheshire School District","""0250011""","Doolittle School","""0250611""","*",40,12,39,0,"*",362,464
"Cheshire School District","""0250011""","Highland School","""0250411""","*",80,28,37,0,"*",569,722
"Cheshire School District","""0250011""","Humiston Alternative School","""0250911""",0,0,0,"*",0,0,"*",14
"Cheshire School District","""0250011""","Norton School","""0250511""",0,59,9,24,0,12,314,418
"Chester School District","""0260011""","Chester Elementary School","""0260111""",0,"*","*",14,0,9,178,206
"Clinton School District","""0270011""","Abraham Pierson School","""0270111""","*",9,"*",41,0,"*",221,280
"Clinton School District","""0270011""","Jared Eliot School","""0275111""","*",13,"*",49,0,"*",381,451
"Clinton School District","""0270011""","Lewin G. Joel Jr. School","""0270311""","*",12,"*",87,0,10,380,497
"Clinton School District","""0270011""","The Morgan School","""0276111""","*",13,"*",75,"*",16,450,559
"Colchester School District","""0280011""","Bacon Academy","""0286111""","*",13,25,44,0,"*",713,808
"Colchester School District","""0280011""","Bacon Academy Alternative Education","""0280511""",0,0,0,0,0,0,12,12
"Colchester School District","""0280011""","Colchester Elementary School","""0280411""",0,9,"*",39,"*",15,479,549
"Colchester School District","""0280011""","Jack Jackter Intermediate School","""0280211""",0,9,"*",34,"*",22,428,498
"Colchester School District","""0280011""","William J. Johnston Middle School","""0285111""","*",22,"*",25,0,18,523,605
"Colebrook School District","""0290011""","Colebrook Consolidated School","""0290111""",0,0,"*","*",0,"*",70,78
"Columbia School District","""0300011""","Horace W. Porter School","""0300111""",0,"*","*",25,"*",7,386,424
"Common Ground High School District","""2680013""","Common Ground High School","""2686113""",0,"*",79,59,0,"*",51,200
"Connecticut Technical High School System","""9000016""","A. I. Prince Technical High School","""9001516""","*",14,185,463,"*",8,44,720
"Connecticut Technical High School System","""9000016""","Bullard-Havens Technical High School","""9001116""","*","*",243,472,0,24,35,780
"Connecticut Technical High School System","""9000016""","E. C. Goodwin Technical High School","""9001916""","*",12,31,380,0,"*",190,624
"Connecticut Technical High School System","""9000016""","Eli Whitney Technical High School","""9001416""","*","*",197,285,"*",11,47,546
"Connecticut Technical High School System","""9000016""","Ella T. Grasso Southeastern Technical High School","""9002716""","*","*",48,181,"*",21,225,484
"Connecticut Technical High School System","""9000016""","Emmett O'Brien Technical High School","""9002516""",0,"*",64,147,"*",28,326,570
"Connecticut Technical High School System","""9000016""","H. C. Wilcox Technical High School","""9001716""","*","*",37,294,0,19,387,750
"Connecticut Technical High School System","""9000016""","H. H. Ellis Technical High School","""9001316""",6,"*","*",34,"*",20,577,644
"Connecticut Technical High School System","""9000016""","Henry Abbott Technical High School","""9001216""",0,12,24,284,0,27,320,667
"Connecticut Technical High School System","""9000016""","Howell Cheney Technical High School","""9001616""","*",14,67,154,"*",20,364,624
"Connecticut Technical High School System","""9000016""","J. M. Wright Technical High School","""9002116""",0,8,68,165,0,7,71,319
"Connecticut Technical High School System","""9000016""","Norwich Technical High School","""9002016""","*","*",33,104,"*",48,448,643
"Connecticut Technical High School System","""9000016""","Oliver Wolcott Technical High School","""9002216""","*","*",11,55,"*",16,552,639
"Connecticut Technical High School System","""9000016""","Platt Technical High School","""9002616""","*","*",97,283,0,36,358,783
"Connecticut Technical High School System","""9000016""","Vinal Technical High School","""9001816""","*",6,48,92,"*",31,343,522
"Connecticut Technical High School System","""9000016""","W. F. Kaynor Technical High School","""9002316""","*",20,98,250,"*",27,368,767
"Connecticut Technical High School System","""9000016""","Windham Technical High School","""9002416""","*","*",6,171,0,11,284,474
"Cooperative Educational Services","""2430014""","Developmental Learning Center (DLC)","""2439214""",0,"*",21,23,0,"*",39,87
"Cooperative Educational Services","""2430014""","Preschool-Primary Learning Center (PLC)","""2439114""",0,"*",20,12,0,"*",13,51
"Cooperative Educational Services","""2430014""","RISE Transitional Program","""2439314""",0,0,0,"*",0,0,"*",14
"Cooperative Educational Services","""2430014""","School Readiness","""2438014""",0,"*",24,40,0,0,"*",84
"Cooperative Educational Services","""2430014""","Six-Six Magnet School","""2430114""","*",21,122,206,0,"*",99,466
"Cooperative Educational Services","""2430014""","Therapeutic Day Program","""2439414""",0,"*",19,32,0,"*",74,140
"Cornwall School District","""0310011""","Cornwall Consolidated School","""0310111""",0,"*",0,8,0,"*",55,72
"Coventry School District","""0320011""","Capt. Nathan Hale School","""0325111""","*","*","*",20,0,11,336,374
"Coventry School District","""0320011""","Coventry Academy","""0320111""",0,0,0,"*",0,"*",6,10
"Coventry School District","""0320011""","Coventry Grammar School","""0320211""",0,"*","*",23,0,9,292,335
"Coventry School District","""0320011""","Coventry High School","""0326111""","*","*","*",23,0,16,417,465
"Coventry School District","""0320011""","George Hersey Robertson School","""0320411""",0,"*","*",22,0,9,345,386
"Coventry School District","""0320011""","Hale Early Education Center","""0320311""",0,0,"*","*",0,"*",38,46
"Cromwell School District","""0330011""","Cromwell High School","""0336111""","*",40,51,42,0,"*",421,563
"Cromwell School District","""0330011""","Cromwell Middle School","""0335111""",0,"*",40,37,0,"*",361,479
"Cromwell School District","""0330011""","Edna C. Stevens School","""0330211""",0,29,32,70,"*","*",348,509
"Cromwell School District","""0330011""","Woodside Intermediate School","""0330311""","*",27,41,37,"*",10,319,438
"Danbury School District","""0340011""","Alternative Center For Excellence","""0346211""",0,"*",12,39,0,"*",30,83
"Danbury School District","""0340011""","Broadview Middle School","""0345111""",0,75,70,486,0,29,351,1011
"Danbury School District","""0340011""","DPS Early Childhood Center","""0340111""",0,10,"*",76,0,"*",38,134
"Danbury School District","""0340011""","Danbury High School","""0346111""","*",210,268,1314,"*",70,1173,3041
"Danbury School District","""0340011""","Ellsworth Avenue School","""0341411""",0,23,14,292,0,16,104,449
"Danbury School District","""0340011""","Great Plain School","""0341111""",0,15,14,177,0,11,128,345
"Danbury School District","""0340011""","Hayestown Avenue School","""0340211""",0,60,35,233,0,14,125,467
"Danbury School District","""0340011""","King Street Intermediate School","""0341711""",0,32,34,134,0,6,150,356
"Danbury School District","""0340011""","King Street Primary School","""0341311""","*",16,17,197,0,"*",177,419
"Danbury School District","""0340011""","Mill Ridge Primary School","""0340511""",0,22,36,127,0,10,154,349
"Danbury School District","""0340011""","Morris Street School","""0340611""",0,15,25,264,0,12,57,373
"Danbury School District","""0340011""","Park Avenue School","""0340811""",0,27,28,365,0,20,152,592
"Danbury School District","""0340011""","Pembroke School","""0341511""","*",36,17,144,0,"*",134,348
"Danbury School District","""0340011""","Rogers Park Middle School","""0345211""",0,53,74,534,"*","*",271,950
"Danbury School District","""0340011""","Shelter Rock School","""0341211""","*",47,34,239,0,"*",217,545
"Danbury School District","""0340011""","South Street School","""0341011""",0,16,29,269,0,8,81,403
"Danbury School District","""0340011""","Stadley Rough School","""0341611""","*",23,34,218,"*",19,199,495
"Danbury School District","""0340011""","Western CT Academy of International Studies Elementary Magnet School","""0341911""","*",36,32,111,0,"*",208,393
"Danbury School District","""0340011""","Western Connection","""0340711""",0,0,0,0,0,0,"*","*"
"Danbury School District","""0340011""","Westside Middle School Academy","""0340311""","*",49,45,195,"*",18,285,595
"Darien School District","""0350011""","Darien High School","""0356111""",0,62,13,65,0,8,1206,1354
"Darien School District","""0350011""","Hindley Elementary School","""0350211""",0,19,"*","*",0,18,434,491
"Darien School District","""0350011""","Holmes Elementary School","""0350711""",0,19,"*","*",0,19,415,471
"Darien School District","""0350011""","Middlesex Middle School","""0355111""","*",50,"*",55,0,12,1002,1133
"Darien School District","""0350011""","Ox Ridge Elementary School","""0351311""",0,20,0,28,0,23,381,452
"Darien School District","""0350011""","Royle Elementary School","""0350511""","*",19,"*",32,0,12,344,414
"Darien School District","""0350011""","Tokeneke Elementary School","""0350611""",0,18,"*",13,"*",15,435,486
"Deep River School District","""0360011""","Deep River Elementary School","""0360111""",0,"*","*",21,0,15,242,283
"Department of Mental Health and Addiction Services","""3370015""","Connecticut Valley Hospital","""3370215""",0,0,0,"*",0,0,"*","*"
"Department of Mental Health and Addiction Services","""3370015""","Greater Bridgeport Community Mental Health Center","""3370515""",0,0,0,"*",0,0,"*","*"
"Derby School District","""0370011""","Bradley School","""0370611""",0,"*",31,73,"*",17,192,326
"Derby School District","""0370011""","Derby High School","""0376111""",0,9,63,87,"*","*",178,345
"Derby School District","""0370011""","Derby Middle School","""0375011""",0,"*",47,89,"*",15,163,321
"Derby School District","""0370011""","Irving School","""0370411""",0,"*",67,136,"*",20,99,329
"Derby School District","""0370011""","Little Raiders University","""0370111""","*","*",6,10,0,"*",25,45
"Derby School District","""0370011""","RAISE Academy","""0370511""",0,0,"*",6,0,"*",6,15
"East Granby School District","""0400011""","Allgrove School","""0400111""",0,"*",10,18,"*",9,144,191
"East Granby School District","""0400011""","East Granby High School","""0406111""","*",7,23,12,0,"*",197,247
"East Granby School District","""0400011""","East Granby Middle School","""0405111""",0,"*",18,12,0,"*",176,220
"East Granby School District","""0400011""","R. Dudley Seymour School","""0400211""",0,21,25,12,0,6,134,198
"East Haddam School District","""0410011""","East Haddam Elementary School","""0410111""","*","*","*",13,0,8,268,294
"East Haddam School District","""0410011""","Nathan Hale-Ray High School","""0416111""","*","*","*",6,"*","*",318,334
"East Haddam School District","""0410011""","Nathan Hale-Ray Middle School","""0415111""",0,8,"*",8,0,"*",375,398
"East Hampton School District","""0420011""","Center School","""0420311""",0,"*","*",12,"*",6,303,324
"East Hampton School District","""0420011""","East Hampton High School","""0426111""","*",13,"*",23,0,"*",443,488
