"Student Counts by School and Race"
"All Districts, All Schools"
"2016-17"

"",,,,"Race",,,,,,,
"Madison School District","""0760011""","Daniel Hand High School","""0766111""","*",47,"*",42,0,25,1023,1153
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""",0,"*","*",18,0,18,363,414
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""",0,6,"*",14,"*","*",243,269
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""",0,10,0,17,0,13,287,327
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""","*",16,0,"*",0,11,195,235
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""",0,"*","*","*",0,0,39,46
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""","*",20,"*",15,0,13,437,487
"Manchester School District","""3480015""","Hartford Detention Center","""3480315""",0,0,"*","*",0,"*","*",9
"Manchester School District","""3480015""","BRAVE","""3481115""",0,0,"*",0,0,0,0,"*"
"Manchester School District","""0770011""","Bentley Alternative Education Program","""0770211""","*","*",11,13,"*",0,16,43
"Manchester School District","""0770011""","Bowers School","""0770111""",0,17,77,125,0,6,189,414
"Manchester School District","""0770011""","Buckley School","""0770311""","*",38,65,61,"*",10,199,375
"Manchester School District","""0770011""","Elementary Site 2","""0771111""",0,0,"*",0,0,0,"*","*"
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""","*",30,78,115,0,"*",163,407
"Manchester School District","""0770011""","Highland Park School","""0770411""","*",13,59,52,0,"*",142,272
"Manchester School District","""0770011""","Illing Middle School","""0775311""","*",46,183,220,"*",35,325,811
"Manchester School District","""0770011""","Keeney School","""0770611""",0,29,48,69,0,11,204,361
"Manchester School District","""0770011""","Manchester High School","""0776111""","*",125,357,396,"*",68,601,1555
"Manchester School District","""0770011""","Manchester Preschool - Site 2","""0770811""",0,0,0,0,0,0,12,12
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""","*",16,40,45,0,"*",73,179
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""",0,0,21,27,0,"*","*",70
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""",0,0,"*","*",0,0,8,18
"Manchester School District","""0770011""","Martin School","""0771611""",0,15,45,84,0,7,115,266
"Manchester School District","""0770011""","New Horizons","""0770711""",0,"*",6,"*",0,"*","*",18
"Manchester School District","""0770011""","Robertson School","""0771011""","*",92,116,69,"*",6,78,363
"Manchester School District","""0770011""","Verplanck School","""0771211""",0,41,105,163,"*","*",72,390
"Manchester School District","""0770011""","Waddell School","""0771311""",0,38,74,94,"*","*",127,347
"Manchester School District","""0770011""","Washington School","""0771411""","*",9,103,139,"*",12,78,344
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""","*",33,"*",31,0,15,165,254
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""","*",44,"*",12,0,7,133,200
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""",0,50,11,67,0,26,379,533
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""","*",33,8,33,0,"*",147,227
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""","*","*",7,36,0,11,473,535
"Meriden School District","""0800011""","Nathan Hale School","""0800711""","*",24,42,338,"*",16,184,613
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""",7,20,27,176,"*","*",107,345
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""","*",31,35,309,"*",20,132,532
"Meriden School District","""0800011""","Community Classroom Collaborative-Meriden School District","""0800211""",0,0,"*","*",0,0,6,10
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""","*",44,128,585,"*",25,406,1191
"Meriden School District","""0800011""","Hanover School","""0800311""","*",8,31,307,"*",12,224,586
"Meriden School District","""0800011""","Israel Putnam School","""0800411""",10,35,38,304,0,20,160,567
"Meriden School District","""0800011""","John Barry School","""0800511""","*",30,47,316,"*",11,69,476
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""","*",20,71,390,"*",14,222,725
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",0,"*",124,512,"*",27,278,971
"Meriden School District","""0800011""","Roger Sherman School","""0800811""","*",18,38,346,"*",26,151,584
"Meriden School District","""0800011""","STARS-MS","""0801511""",0,0,0,"*",0,0,"*",6
"Meriden School District","""0800011""","STARS-Meriden School District","""0800611""",0,0,"*",21,0,"*",17,42
"Meriden School District","""0800011""","STEP-Meriden School District","""0800911""",0,0,"*",9,0,"*","*",19
"Meriden School District","""0800011""","Steps-Meriden School District","""0801211""",0,0,"*",11,0,0,"*",20
"Meriden School District","""0800011""","Success Academy","""0801411""",0,"*","*",23,0,"*",8,35
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""",8,11,15,185,0,10,188,417
"Meriden School District","""0800011""","Venture Academy-Meriden School District","""0801311""",0,"*",8,23,0,"*",6,40
"Meriden School District","""0800011""","Washington Middle School","""0805411""","*",25,83,332,"*",12,251,709
"Middletown School District","""3480015""","Hartford Detention Center","""3480315""",0,0,"*","*",0,"*","*",9
"Middletown School District","""3480015""","SAGE","""3480415""",0,0,"*","*",0,0,"*","*"
"Middletown School District","""0830011""","Bielefield School","""0830211""",0,7,66,72,0,30,113,288
"Middletown School District","""0830011""","Evening Program - MHS","""0831611""",0,0,6,"*",0,0,"*",10
"Middletown School District","""0830011""","Farm Hill School","""0830511""",0,13,69,88,0,23,140,333
"Middletown School District","""0830011""","ICM - Farm Hill","""0830611""",0,0,"*","*",0,0,0,"*"
"Middletown School District","""0830011""","ICM - Lawrence","""0830711""",0,0,"*","*",0,"*","*",6
"Middletown School District","""0830011""","ICM - Spencer","""0832011""",0,0,"*","*",0,"*","*",7
"Middletown School District","""0830011""","ICM - Wesley","""0830811""",0,0,"*","*",0,0,"*",6
"Middletown School District","""0830011""","ICM- Woodrow Wilson Middle School","""0830411""",0,0,"*",0,0,0,"*","*"
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""",0,8,64,51,0,29,144,296
"Middletown School District","""0830011""","Lawrence School","""0831311""",0,44,49,38,0,30,117,278
"Middletown School District","""0830011""","MHS - Alternative Education Program 1","""0831811""",0,0,"*","*",0,0,"*",7
"Middletown School District","""0830011""","MHS - Alternative Education Program 2","""0831911""",0,0,"*","*",0,0,"*",7
"Middletown School District","""0830011""","MacDonough School","""0830911""","*","*",55,72,0,30,56,219
"Middletown School District","""0830011""","Middletown High School","""0836211""","*",54,258,177,"*",53,689,1238
"Middletown School District","""0830011""","Moody School","""0831211""",0,10,29,26,0,19,166,250
"Middletown School District","""0830011""","STEM - Macdonough","""0832111""",0,0,"*","*",0,"*",15,24
"Middletown School District","""0830011""","Snow School","""0831111""",0,28,67,79,0,32,198,404
"Middletown School District","""0830011""","Spencer School","""0830111""","*",13,43,57,"*",15,131,262
"Middletown School District","""0830011""","Transition to Life Center","""0839111""",0,"*",9,"*",0,"*",10,26
"Middletown School District","""0830011""","Virtual Learning Academy - MHS","""0831711""",0,0,"*","*",0,0,"*",8
"Middletown School District","""0830011""","Wesley School","""0831411""",0,"*",46,37,"*",15,142,251
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""","*","*",118,127,0,34,387,695
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""",0,"*",14,18,0,"*",222,272
"Milford School District","""0840011""","East Shore Middle School","""0845111""",0,29,"*",29,0,"*",355,435
"Milford School District","""0840011""","Fifth Year Vocational Experience","""0840411""",0,0,0,"*",0,0,"*",8
"Milford School District","""0840011""","Harborside Middle School","""0845211""",0,52,"*",27,"*",0,432,530
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""","*",45,24,42,0,"*",232,354
"Milford School District","""0840011""","Jonathan Law High School","""0846211""","*",60,42,62,"*","*",697,865
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""","*",49,45,41,"*","*",759,903
"Milford School District","""0840011""","Live Oaks School","""0841611""","*",26,"*",19,0,9,241,302
"Milford School District","""0840011""","Mathewson School","""0841711""",0,76,16,40,0,7,271,410
"Milford School District","""0840011""","Meadowside School","""0840711""","*",86,"*",31,0,9,166,297
"Milford School District","""0840011""","Orange Avenue School","""0840811""","*",38,"*",41,0,7,317,409
"Milford School District","""0840011""","Orchard Hills School","""0841811""",0,21,14,21,0,6,287,349
"Milford School District","""0840011""","Post Grad Transitional Academy","""0840611""",0,0,"*",0,0,0,"*","*"
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""",0,24,31,24,"*","*",175,260
"Milford School District","""0840011""","The Academy","""0840311""",0,0,"*","*",0,0,29,35
"Milford School District","""0840011""","West Shore Middle School","""0845311""","*",37,33,39,"*","*",337,450
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""",0,29,15,48,0,22,401,515
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""","*",35,"*",62,0,15,656,782
"Monroe School District","""0850011""","Masuk Alternative Program","""0850211""",0,0,0,0,0,"*","*",9
"Monroe School District","""0850011""","Masuk High School","""0856111""","*",42,"*",78,0,36,870,1051
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""","*",12,"*",25,0,"*",330,375
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""",0,23,"*",32,"*",17,365,447
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""","*",9,"*",41,"*",53,220,329
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""","*",43,"*",53,0,72,374,559
"Montville School District","""0860011""","Mohegan School","""0860111""",0,61,7,47,0,36,178,329
"Montville School District","""0860011""","Montville High School","""0866111""","*",68,17,65,"*",51,421,636
"Montville School District","""0860011""","Oakdale School","""0860511""","*",9,"*",22,0,41,201,281
"Montville School District","""0860011""","Palmer Academy","""0869011""",0,0,"*","*",0,"*",19,23
"Montville School District","""0860011""","Pre School Program","""0860311""",0,"*","*","*",0,"*",31,43
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""",0,"*",19,83,0,"*",156,279
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",0,0,"*",9,0,"*",19,31
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""",0,17,57,160,0,31,400,665
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""","*",13,22,57,0,"*",212,315
"Naugatuck School District","""0880011""","Genesis Academy","""0880911""","*","*","*","*",0,0,14,20
"Naugatuck School District","""0880011""","Head Start","""0888111""",0,"*",11,25,0,"*",70,119
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""",0,"*",34,95,"*",21,175,332
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""",0,15,23,86,0,20,179,323
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""","*","*",19,74,0,20,314,447
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""","*",39,103,275,"*",58,741,1218
"Naugatuck School District","""0880011""","Salem School","""0880611""",0,"*",31,73,0,"*",138,268
"Naugatuck School District","""0880011""","Western School","""0880711""","*","*",15,72,"*",8,156,256
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""","*",0,320,159,0,"*",12,499
"New Britain School District","""0890011""","Behavior Support (Holmes)","""0891011""",0,0,"*",6,0,0,"*",10
"New Britain School District","""0890011""","Brook Side School","""0899111""",0,0,7,42,0,"*","*",54
"New Britain School District","""0890011""","CLIMB","""0899411""",0,0,"*",17,0,0,"*",22
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",0,"*",68,320,0,"*",84,493
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""","*","*",57,652,0,16,114,850
"New Britain School District","""0890011""","Gaffney School","""0890511""",0,25,55,340,0,18,155,593
"New Britain School District","""0890011""","Holmes School","""0890611""",0,37,48,197,0,16,196,494
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""","*",6,22,45,0,"*",71,147
"New Britain School District","""0890011""","Jefferson School","""0890711""",0,11,31,263,0,20,130,455
"New Britain School District","""0890011""","KEY Elementary (Gaffney)","""0891611""",0,"*","*",24,0,"*",10,43
"New Britain School District","""0890011""","KEY Middle (Slade)","""0891711""",0,0,"*",8,0,0,"*",14
"New Britain School District","""0890011""","Lincoln School","""0890811""","*","*",77,438,0,17,129,669
"New Britain School District","""0890011""","New Britain High School","""0896111""","*",61,326,1327,0,"*",430,2198
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",0,0,"*",33,0,"*",12,51
"New Britain School District","""0890011""","Northend School","""0890911""",0,"*",42,172,0,"*",26,254
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""",0,34,96,508,0,14,139,791
"New Britain School District","""0890011""","Roosevelt Early Learning Center","""0890111""",0,"*",17,117,0,"*",26,165
"New Britain School District","""0890011""","Satellite Careers Academy","""0899511""",0,0,21,123,0,"*","*",157
"New Britain School District","""0890011""","Slade Middle School","""0895211""","*","*",112,518,0,16,150,807
"New Britain School District","""0890011""","Smalley Academy","""0891211""",0,12,38,530,0,10,95,685
"New Britain School District","""0890011""","Smith School","""0891311""",0,19,59,365,0,13,110,566
"New Britain School District","""0890011""","Sunrise Intermediate (Holmes)","""0890411""",0,0,"*","*",0,0,0,7
"New Britain School District","""0890011""","Sunrise Primary (Chamberlain)","""0890211""",0,"*",0,19,0,0,"*",24
"New Britain School District","""0890011""","Vance School","""0891511""",0,6,64,335,0,18,92,515
"New Canaan School District","""0900011""","East School","""0900411""","*",45,16,28,"*",17,438,547
"New Canaan School District","""0900011""","New Canaan High School","""0906111""","*",58,12,45,"*",23,1125,1266
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""","*",86,"*",50,0,26,1177,1359
"New Canaan School District","""0900011""","South School","""0900211""","*",45,"*",22,"*",21,453,545
"New Canaan School District","""0900011""","West School","""0900311""",0,33,"*",14,0,"*",466,524
"New Fairfield School District","""0910011""","Alternative Learning Center","""0910311""",0,0,0,"*",0,0,"*",13
"New Fairfield School District","""0910011""","Consolidated School","""0910111""","*",6,"*",76,0,14,399,502
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""","*",7,"*",44,0,9,420,488
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""","*",18,6,58,"*",18,742,844
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""","*",14,10,49,0,"*",458,540
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",0,"*",0,9,0,"*",257,278
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",0,0,0,0,0,"*","*",99
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",0,"*",0,"*",0,0,61,66
"New Haven School District","""0930011""","Edgewood School","""0931211""","*","*",216,58,0,16,131,427
"New Haven School District","""0930011""","Nathan Hale School","""0931411""","*",12,56,222,0,"*",251,550
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",0,6,261,165,0,6,33,471
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""",0,6,292,174,0,6,84,562
"New Haven School District","""0930011""","Beecher School","""0930311""","*","*",285,137,0,9,66,503
"New Haven School District","""0930011""","Benjamin Jepson Head Start","""0933411""",0,0,"*","*",0,0,"*",12
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""","*","*",129,246,"*",15,121,515
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""","*","*",190,127,0,8,114,448
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",0,"*",175,249,0,"*",49,493
"New Haven School District","""0930011""","Bishop Woods Self Contained Autism","""0937911""",0,0,"*","*",0,0,0,11
"New Haven School District","""0930011""","Brennan Rogers School","""0932111""",0,"*",342,156,0,"*",36,542
"New Haven School District","""0930011""","Brennan Rogers Self Contained Autism","""0937211""",0,0,10,8,0,"*","*",21
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""",0,"*",246,93,0,"*",30,389
"New Haven School District","""0930011""","Celentano Self Contained ID","""0937411""",0,0,6,"*",0,0,"*",11
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",0,"*",86,388,0,"*",40,518
"New Haven School District","""0930011""","Clinton Self Contained ID","""0937811""",0,"*","*",6,0,0,0,10
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,"*",9,459,0,"*",16,487
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""","*",8,267,310,0,"*",52,645
"New Haven School District","""0930011""","Cooperative High School","""0936411""",0,12,292,215,0,8,117,644
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",0,"*",107,83,0,"*",27,222
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""","*","*",302,76,0,16,110,511
"New Haven School District","""0930011""","Domus Academy","""0935611""",0,0,16,13,0,0,0,29
"New Haven School District","""0930011""","Dr. Reginald Mayo Early Learning Center","""0932711""",0,"*",325,104,0,"*",18,458
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""","*",34,177,209,0,"*",66,490
"New Haven School District","""0930011""","East Rock Self Contained MD","""0937511""",0,0,"*",17,0,0,"*",29
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""","*",40,245,110,0,"*",198,601
"New Haven School District","""0930011""","Fair Haven School","""0931611""","*",19,89,649,"*","*",108,874
"New Haven School District","""0930011""","Fair Haven Self Contained ID","""0938711""",0,0,"*",0,0,0,"*","*"
"New Haven School District","""0930011""","Headstart","""0938011""",0,"*",48,160,"*",0,8,220
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""",0,0,24,"*",0,0,"*",36
"New Haven School District","""0930011""","High School In The Community","""0936611""",0,"*",91,115,"*","*",37,251
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",0,0,114,356,0,"*","*",487
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""","*",23,294,255,0,"*",67,648
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""","*",10,604,262,0,"*",33,913
"New Haven School District","""0930011""","John C. Daniels","""0931311""",0,14,77,352,0,6,76,525
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""","*","*",45,469,"*","*",19,537
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""",0,16,389,72,0,9,50,536
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",0,"*",280,76,0,"*",20,382
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""","*",9,268,156,0,"*",95,537
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",0,"*",157,170,0,"*",67,407
"New Haven School District","""0930011""","Nathan Hale Self Contained ID","""0937711""",0,0,"*",7,0,0,"*",10
"New Haven School District","""0930011""","New Haven Academy","""0937011""",0,"*",193,63,0,"*",22,288
"New Haven School District","""0930011""","New Horizons High School","""0932211""",0,0,48,"*",0,0,"*",93
"New Haven School District","""0930011""","New Light High School","""0932611""",0,0,43,18,0,"*","*",64
"New Haven School District","""0930011""","Off-Campus Classroom Program (OCC)","""0937311""",0,0,27,"*",0,0,"*",45
"New Haven School District","""0930011""","Quinnipiac Real World Math STEM School","""0933511""",0,"*",105,185,0,"*",33,330
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",0,0,53,29,0,"*","*",86
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""","*","*",173,278,"*","*",22,480
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""","*",15,233,317,"*","*",117,689
"New Haven School District","""0930011""","Sound School","""0936711""",0,"*",32,106,"*","*",192,333
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""",0,0,131,186,0,8,19,344
"New Haven School District","""0930011""","Strong Self Contained Autism","""0937611""",0,0,8,9,0,"*","*",21
"New Haven School District","""0930011""","Truman School","""0932911""","*","*",66,451,"*","*",7,533
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""","*",0,118,51,0,"*",33,209
"New Haven School District","""0930011""","West Rock Self Contained Autism","""0938411""",0,0,6,"*",0,0,"*",11
"New Haven School District","""0930011""","Wexler Grant Self Contained","""0938611""",0,0,"*","*",0,0,"*","*"
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",0,"*",314,96,0,"*",20,435
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""","*",28,426,856,"*","*",172,1488
"New Haven School District","""0930011""","Wilbur Cross Self Contained MD","""0938511""",0,0,11,10,0,0,0,21
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""","*",128,58,33,0,"*",209,444
"New London School District","""0950011""","Jennings School","""0950311""","*",0,85,376,"*",32,34,534
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""","*",7,68,271,"*",26,39,416
"New London School District","""0950011""","Harbor","""0950611""","*","*",30,138,0,22,28,224
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""","*",8,89,232,"*",58,129,523
"New London School District","""0950011""","New London High School","""0956111""","*","*",155,334,"*",37,52,585
"New London School District","""0950011""","New London Visual and Performing Arts Magnet School","""0951411""","*","*",25,45,0,8,24,105
"New London School District","""0950011""","Pre-Kindergarten at Winthrop","""0950711""",0,0,0,"*",0,0,"*","*"
"New London School District","""0950011""","Science and Technology Magnet School of Southeastern Connecticut","""0951311""","*",11,112,190,"*",62,179,559
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""","*",6,107,196,"*",77,167,560
"New Milford School District","""0960011""","Hill And Plain School","""0960511""",0,27,10,63,0,20,325,445
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""",0,0,0,"*",0,0,"*",19
"New Milford School District","""0960011""","New Milford High School","""0966111""","*",49,36,151,0,"*",1096,1366
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,12,18,39,0,12,366,447
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""","*",35,"*",142,0,47,663,903
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",0,42,24,130,0,29,800,1025
"Newington School District","""3480015""","SAGE","""3480415""",0,0,"*","*",0,0,"*","*"
"Newington School District","""0940011""","Anna Reynolds School","""0940611""","*",58,18,97,0,"*",290,480
"Newington School District","""0940011""","Elizabeth Green School","""0940211""",0,25,13,92,0,23,143,296
"Newington School District","""0940011""","John Paterson School","""0940811""",0,35,19,64,"*","*",234,371
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",49,46,119,0,"*",440,688
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""",0,60,34,122,0,21,362,599
"Newington School District","""0940011""","Newington High School","""0946111""","*",124,65,214,"*",55,805,1269
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""",0,29,27,67,0,17,207,347
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,"*",0,13,0,"*",273,300
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""",0,6,"*",20,0,"*",242,273
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""","*","*",9,23,0,15,308,365
"Newtown School District","""0970011""","Newtown High School","""0976111""",0,63,27,71,0,14,1509,1684
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",0,29,6,39,0,14,662,750
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,0,0,"*",0,0,"*",60
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""",0,23,13,44,0,15,564,659
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""","*",12,"*",22,0,13,303,356
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,0,0,"*",0,"*",95,102
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""","*",12,"*",24,0,"*",358,401
"North Branford School District","""0990011""","North Branford High School","""0996111""","*",12,"*",32,0,0,519,577
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""",0,8,17,27,0,0,410,462
"North Branford School District","""0990011""","School to Work Program","""0999011""",0,0,0,"*",0,0,"*","*"
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""","*",12,11,18,0,"*",344,391
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",0,"*","*",34,0,"*",233,278
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""","*",18,"*",31,0,9,252,318
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""",0,40,9,25,0,15,280,369
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",0,16,"*",22,0,"*",231,276
"North Haven School District","""1010011""","North Haven High School","""1016111""","*",76,38,60,0,"*",810,1015
"North Haven School District","""1010011""","North Haven Middle School","""1015211""","*",49,26,48,0,"*",609,746
"North Haven School District","""1010011""","North Haven Transition Partnership","""1010111""",0,"*","*",0,0,0,"*",6
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,26,17,28,0,14,320,405
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""",6,11,7,20,"*","*",320,371
"North Stonington School District","""1020011""","Wheeler High School","""1026111""","*",8,"*",14,"*",10,319,359
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""","*",47,329,732,"*",14,356,1481
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""","*",24,49,304,0,"*",65,456
"Norwalk School District","""1030011""","Center for Global Studies","""1030511""",0,40,55,67,0,10,118,290
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",0,14,79,97,"*","*",140,342
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,32,56,112,"*","*",244,448
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""","*",20,87,148,0,"*",174,446
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""","*",66,79,333,0,"*",94,594
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""","*",25,91,335,0,"*",78,537
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""",0,15,56,214,0,12,150,447
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""",0,21,56,167,"*","*",149,406
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""","*",28,100,264,"*",8,255,657
"Norwalk School District","""1030011""","Norwalk Early Childhood Center","""1030111""",0,24,17,53,"*","*",72,171
"Norwalk School District","""1030011""","Norwalk High School","""1036111""","*",76,309,620,0,"*",596,1616
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,0,13,22,0,"*","*",49
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""","*",39,128,374,0,"*",138,692
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",0,20,85,193,"*","*",179,485
"Norwalk School District","""1030011""","Rowayton School","""1031311""","*",11,39,117,"*",18,238,425
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",0,11,70,308,"*","*",71,472
"Norwalk School District","""1030011""","Tracey School","""1031411""","*",27,62,221,0,"*",64,387
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""","*",19,132,336,0,"*",191,688
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",0,22,46,125,0,14,116,323
"Norwich Free Academy District","""9010022""","Alternative Pathways to Success","""9010322""",0,"*","*","*",0,0,"*",7
"Norwich Free Academy District","""9010022""","Night School","""9010222""",0,0,"*","*",0,0,"*",8
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",36,179,382,382,18,66,1260,2323
"Norwich School District","""1040011""","Transition Academy","""1041011""",0,0,"*","*",0,0,11,18
"Norwich School District","""1040011""","Virtual Learning Academy","""1049211""",0,0,"*","*",0,0,"*",9
"Norwich School District","""1040011""","ABA Autism Program","""1040411""",0,"*","*",7,0,0,6,20
"Norwich School District","""1040011""","ABA Program @ Kelly","""1041111""",0,0,"*","*",0,0,"*",6
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",0,22,22,57,"*","*",84,204
