"Student Counts by School and Race"
"All Districts, All Schools"
"2011-12"

"",,,,"Race",,,,,,,
"New Fairfield School District","""0910011""","Consolidated School","""0910111""","*",16,11,59,0,"*",492,588
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""","*",12,"*",29,0,13,534,593
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""",0,17,15,54,0,6,912,1004
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""",0,"*","*",45,0,12,613,684
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",0,"*","*",9,0,6,330,349
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",0,"*",0,"*",0,"*",111,118
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",0,"*",0,8,0,"*",104,115
"New Haven School District","""0930011""","Edgewood School","""0931211""","*","*",234,69,0,0,132,445
"New Haven School District","""0930011""","Nathan Hale School","""0931411""","*",12,68,168,0,"*",302,554
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",0,0,351,154,0,"*","*",514
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""",0,"*",320,124,0,"*",112,561
"New Haven School District","""0930011""","Beecher School","""0930311""",0,7,308,80,0,0,75,470
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""","*","*",180,214,0,"*",162,562
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""",0,"*",209,122,0,"*",145,489
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",0,22,192,225,0,0,58,497
"New Haven School District","""0930011""","Brennan Rogers School","""0932111""",0,"*",248,70,0,0,"*",344
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""","*",9,283,108,0,"*",41,444
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",0,"*",126,412,0,0,"*",562
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,"*",22,437,0,0,"*",473
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""","*",8,302,252,0,"*",36,601
"New Haven School District","""0930011""","Cooperative High School","""0936411""",0,15,326,145,0,0,169,655
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",0,"*",160,35,0,0,"*",209
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""","*",11,316,65,0,"*",118,514
"New Haven School District","""0930011""","Domus Academy","""0935611""",0,0,24,9,0,0,0,33
"New Haven School District","""0930011""","Dwight Early Childhood Program","""0938211""",0,0,39,"*",0,0,"*",48
"New Haven School District","""0930011""","Early Learning Center","""0938111""",0,0,95,"*",0,0,"*",121
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""","*",10,209,168,0,"*",28,421
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""",0,23,156,57,0,0,84,320
"New Haven School District","""0930011""","Fair Haven School","""0931611""","*","*",118,529,0,0,27,690
"New Haven School District","""0930011""","Headstart","""0938011""",0,"*",104,270,0,0,"*",386
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""","*","*",178,68,0,0,15,263
"New Haven School District","""0930011""","High School In The Community","""0936611""",0,"*",121,96,0,"*",53,273
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",0,"*",97,286,0,0,"*",392
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""",0,52,303,210,0,0,138,703
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""","*","*",750,197,0,"*",22,980
"New Haven School District","""0930011""","John C. Daniels","""0931311""",0,8,106,336,0,0,91,541
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""","*","*",76,433,0,0,14,527
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""","*",14,412,65,0,"*",84,579
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",0,"*",287,65,0,0,"*",359
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""",0,"*",230,193,0,"*",126,563
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",0,9,151,117,0,0,62,339
"New Haven School District","""0930011""","New Haven Academy","""0937011""",0,"*",148,61,0,0,"*",262
"New Haven School District","""0930011""","Polly T. McCabe Center","""0939211""",0,0,18,"*",0,0,"*",26
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",0,0,88,"*",0,0,"*",128
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""","*","*",250,261,0,"*",19,535
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""","*",15,208,218,0,"*",129,575
"New Haven School District","""0930011""","Sound School","""0936711""",0,6,27,76,0,0,228,337
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""",0,"*",193,197,0,"*",26,422
"New Haven School District","""0930011""","Truman School","""0932911""","*","*",110,404,0,0,11,527
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""","*","*",139,67,0,0,35,245
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",0,"*",344,38,0,"*",12,398
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""","*",29,453,602,0,"*",151,1239
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""","*",98,72,24,0,"*",234,431
"New London School District","""0950011""","Jennings School","""0950311""","*","*",75,411,0,14,25,529
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""","*",8,169,290,"*",21,80,571
"New London School District","""0950011""","Harbor School","""0950211""","*",9,96,103,"*",17,74,305
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""","*","*",74,126,0,27,51,284
"New London School District","""0950011""","New London Clinical Day Program","""0959111""","*",0,7,9,0,0,"*",22
"New London School District","""0950011""","New London High School","""0956111""",15,19,272,402,0,28,198,934
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""",0,"*",108,120,"*",28,55,319
"New Milford School District","""0960011""","Hill And Plain School","""0960511""","*",27,"*",70,0,10,340,458
"New Milford School District","""0960011""","John Pettibone School","""0960711""",0,14,8,54,0,16,343,435
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""",0,0,0,"*",0,0,"*","*"
"New Milford School District","""0960011""","New Milford High School","""0966111""",0,62,25,102,0,12,1310,1511
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,10,9,36,0,12,457,524
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""","*",41,"*",84,0,21,868,1035
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",0,30,15,70,0,9,573,697
"Newington School District","""0940011""","Anna Reynolds School","""0940611""",0,55,11,75,0,25,304,470
"Newington School District","""0940011""","Elizabeth Green School","""0940211""","*",21,17,48,0,"*",197,299
"Newington School District","""0940011""","John Paterson School","""0940811""",0,39,33,53,0,20,314,459
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",60,45,106,0,"*",437,678
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""","*",42,"*",111,0,27,388,590
"Newington School District","""0940011""","Newington High School","""0946111""","*",118,74,179,0,"*",1033,1449
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""",0,41,25,78,0,18,246,408
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,16,"*",20,0,"*",339,384
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""",0,"*",0,15,0,"*",317,342
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",0,20,"*",25,0,"*",411,476
"Newtown School District","""0970011""","Newtown High School","""0976111""","*",63,"*",81,0,22,1557,1740
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",0,20,13,37,0,8,793,871
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,"*","*","*",0,0,75,82
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""","*",27,16,36,0,"*",790,878
"Newtown School District","""0970011""","STARR","""0979011""",0,0,0,0,0,0,"*","*"
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",0,36,"*",32,0,"*",436,521
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,"*","*","*",0,"*",113,118
"Norfolk School District","""0980011""","Bridges II","""0989211""",0,0,0,0,0,0,6,6
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""",0,"*",13,21,0,"*",417,462
"North Branford School District","""0990011""","North Branford High School","""0996111""",0,16,17,39,0,0,577,649
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""","*",11,"*",18,0,0,532,573
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""","*",11,"*",18,0,0,453,494
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""","*","*","*",31,0,9,262,308
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""","*",19,"*",19,0,9,336,393
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""","*",38,15,28,0,"*",295,387
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",0,24,"*",23,0,"*",307,364
"North Haven School District","""1010011""","North Haven High School","""1016111""","*",76,70,85,"*",25,926,1186
"North Haven School District","""1010011""","North Haven Middle School","""1015211""","*",64,25,40,0,"*",650,797
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,24,11,25,0,16,345,421
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""","*","*",6,13,0,7,349,384
"North Stonington School District","""1020011""","Wheeler High School","""1026111""",0,"*",7,"*",0,"*",201,216
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""","*","*","*","*",0,"*",162,181
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""",10,94,476,584,0,10,556,1730
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""",0,18,88,303,0,8,122,539
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",0,"*",82,52,0,"*",142,310
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,26,62,116,0,0,270,474
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",0,30,78,121,0,13,246,488
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""","*",70,123,301,0,"*",79,584
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""",0,"*",125,274,0,"*",77,497
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""","*",22,80,210,0,"*",189,509
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""",0,"*",61,157,0,"*",226,468
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""",0,"*",106,197,0,"*",284,613
"Norwalk School District","""1030011""","Norwalk High School","""1036111""",0,59,315,467,0,8,682,1531
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,0,31,32,0,0,6,69
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""","*",28,165,250,0,"*",160,609
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",0,"*",98,173,0,"*",153,440
"Norwalk School District","""1030011""","Rowayton School","""1031311""",0,"*",59,88,0,"*",293,454
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",0,15,73,252,0,12,76,428
"Norwalk School District","""1030011""","Tracey School","""1031411""",0,16,104,181,0,12,88,401
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""","*",32,137,235,0,"*",253,664
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",0,"*",53,78,0,"*",151,301
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",54,117,235,312,53,141,1403,2315
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",0,"*","*",9,0,0,0,17
"Norwich School District","""1040011""","Deborah-Tennant Zinewicz  School","""1049111""","*",0,11,10,0,"*",18,44
"Norwich School District","""1040011""","Hickory Street School","""1049011""",0,0,"*",6,0,"*",6,16
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""","*","*",69,117,0,41,136,402
"Norwich School District","""1040011""","Kelly Middle School","""1045111""","*",30,120,162,"*",48,256,624
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""","*","*",94,107,0,25,182,426
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""","*",20,53,93,"*",40,255,463
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""","*",71,93,125,"*",40,154,494
"Norwich School District","""1040011""","Thames River Academy","""1046111""","*","*",7,17,0,6,42,76
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""","*",61,50,85,0,"*",112,344
"Norwich School District","""1040011""","Uncas Network School","""1041911""","*",20,63,118,"*",40,83,331
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""","*","*",64,79,0,30,116,320
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""",0,"*",48,74,"*",43,92,260
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""","*",26,64,51,"*",17,152,314
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""",0,22,"*",29,0,"*",369,432
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""",0,32,"*",29,"*",17,491,584
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""",0,39,"*",17,0,"*",477,543
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""",0,13,0,"*",0,"*",147,170
"Orange School District","""1070011""","Peck Place School","""1070511""",0,42,"*",12,0,"*",329,393
"Orange School District","""1070011""","Race Brook School","""1070311""",0,49,10,24,0,7,298,388
"Orange School District","""1070011""","Turkey Hill School","""1070411""","*",37,13,12,0,"*",255,319
"Oxford School District","""1080011""","Great Oak School","""1085111""",0,11,7,32,0,14,468,532
"Oxford School District","""1080011""","Oxford Center School","""1080111""","*",11,"*",21,0,10,469,518
"Oxford School District","""1080011""","Oxford High School","""1086011""",0,"*",20,23,0,"*",524,584
"Oxford School District","""1080011""","Quaker Farms School","""1080311""","*",12,"*",40,0,9,438,504
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""",0,"*",154,89,0,7,"*",257
"Plainfield School District","""1090011""","Early Childhood Center","""1098011""",0,"*",0,"*",0,0,14,16
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""","*",7,13,"*",0,"*",346,375
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""",11,9,18,12,0,0,545,595
"Plainfield School District","""1090011""","Plainfield High School","""1096111""","*",21,22,24,0,"*",680,758
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""",6,12,21,7,0,0,361,407
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""","*",6,29,11,"*",0,365,416
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""","*",10,22,46,0,"*",184,271
"Plainville School District","""1100011""","Linden Street School","""1100211""",0,7,12,64,0,18,330,431
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""","*","*",12,42,0,16,279,360
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""",0,12,24,69,0,22,420,547
"Plainville School District","""1100011""","Plainville High School","""1106111""","*",14,36,72,"*",18,608,755
"Plainville School District","""1100011""","Prekindergarten Program","""1108011""",0,"*","*","*",0,"*",34,42
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""","*","*",8,17,0,"*",393,427
"Plymouth School District","""1110011""","Harry S. Fisher Elementary School","""1110411""","*",8,8,11,"*","*",317,349
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""","*","*","*",23,0,"*",331,364
"Plymouth School District","""1110011""","Terryville High School","""1116111""","*",6,15,9,0,"*",474,508
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""","*",16,7,10,0,"*",436,471
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""",0,"*",6,15,"*",6,212,245
"Portland School District","""1130011""","Gildersleeve School","""1130411""","*","*","*",14,0,9,185,219
"Portland School District","""1130011""","Portland High School","""1136111""",0,"*","*",12,0,9,328,360
"Portland School District","""1130011""","Portland Middle School","""1135111""",0,"*","*",12,0,11,196,230
"Portland School District","""1130011""","Valley View School","""1130211""",0,6,6,28,0,15,257,312
"Preston School District","""1140011""","Preston Plains School","""1145111""","*","*","*","*","*","*",114,129
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""","*","*",7,9,"*","*",233,267
"Putnam School District","""1160011""","Helping Hands","""1169011""",0,0,0,"*",0,0,"*","*"
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""","*",9,"*",44,"*",22,583,667
"Putnam School District","""1160011""","Putnam High School","""1166111""","*","*","*",19,0,14,256,299
"Putnam School District","""1160011""","Putnam Middle School","""1165111""","*",0,"*",14,0,18,249,288
"Redding School District","""1170011""","John Read Middle School","""1175111""","*",16,"*",25,"*",28,514,592
"Redding School District","""1170011""","Redding Elementary School","""1170111""",0,"*","*",21,0,45,532,615
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""",0,"*",8,21,0,"*",423,463
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""","*","*",6,24,0,"*",301,338
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""","*",6,"*",20,0,6,580,619
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""",0,30,15,"*",0,"*",319,378
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""","*",45,8,28,0,"*",302,390
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""","*",172,45,59,0,"*",1373,1657
"Regional School District 06","""2060012""","Goshen Center School","""2060112""","*","*","*",10,"*","*",189,211
"Regional School District 06","""2060012""","James Morris School","""2060212""",0,"*","*",8,0,0,169,183
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""",0,7,"*",8,"*",6,529,556
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",0,"*",0,"*",0,0,84,89
"Regional School District 07","""2070012""","AIM","""2079112""",0,0,"*","*",0,0,12,15
"Regional School District 07","""2070012""","FLEX","""2079012""",0,0,0,0,0,0,"*","*"
"Regional School District 07","""2070012""","Intensive Learning Program","""2079412""",0,0,"*","*",0,0,7,9
"Regional School District 07","""2070012""","Links","""2079212""",0,"*",0,"*",0,0,10,12
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""",0,7,"*",13,0,"*",690,715
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""","*",8,"*",8,0,0,350,369
"Regional School District 07","""2070012""","STEP","""2079312""",0,0,0,0,0,0,26,26
"Regional School District 08","""2080012""","RHAM High School","""2086112""","*",19,9,17,0,"*",1123,1175
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""",0,8,"*",10,0,"*",583,609
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""","*",24,"*",30,0,14,930,1006
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",0,13,"*",37,"*","*",822,879
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""",0,6,"*",8,0,"*",426,445
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",0,13,"*",14,0,"*",487,519
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""","*",15,"*",35,"*","*",764,822
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""","*","*",6,16,0,"*",266,292
"Regional School District 12","""2120012""","Booth Free School","""2120212""",0,0,0,7,0,0,100,107
"Regional School District 12","""2120012""","Early Childhood Education Center","""2128012""",0,0,0,"*",0,0,"*",17
"Regional School District 12","""2120012""","Shepaug Valley High School","""2126112""",0,"*","*",7,"*",6,283,306
"Regional School District 12","""2120012""","Shepaug Valley Middle School","""2125112""",0,"*",6,9,"*",0,192,213
"Regional School District 12","""2120012""","The Burnham School","""2120112""",0,0,0,"*",0,"*",80,83
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",0,"*","*",10,"*",0,143,160
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""",0,"*","*",17,0,14,542,582
"Regional School District 13","""2130012""","Francis E. Korn School","""2130212""",0,"*",0,10,0,"*",172,192
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""","*",7,"*",17,0,7,324,358
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""",0,"*",0,"*",0,10,213,235
"Regional School District 13","""2130012""","John Lyman School","""2130512""",0,"*","*",11,0,10,266,300
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""",0,"*",0,7,0,"*",308,325
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""","*","*","*",6,0,"*",304,317
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""",0,"*",0,"*",0,0,41,45
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""",0,13,"*","*",0,0,368,396
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""","*",8,"*",19,"*",0,783,817
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""",0,11,"*",7,0,"*",397,421
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""","*",35,9,19,0,"*",330,397
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",0,39,12,30,0,10,502,593
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""","*",27,"*",23,0,0,455,510
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",0,13,"*",22,0,"*",407,451
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""","*",58,13,62,0,"*",1146,1288
"Regional School District 15","""2150012""","Pomperaug School","""2150512""",0,26,"*",12,"*","*",436,481
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""","*",26,"*",14,0,0,461,505
"Regional School District 16","""2160012""","Algonquin School","""2160312""",0,"*",6,14,0,"*",449,475
"Regional School District 16","""2160012""","Community School","""2160212""",0,"*",9,"*",0,0,189,208
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""","*",12,12,35,0,"*",411,473
"Regional School District 16","""2160012""","Long River Middle School","""2165112""",0,"*",7,26,0,"*",540,579
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""",0,"*",19,34,0,"*",679,742
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""","*",9,10,0,0,"*",275,300
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",0,9,"*","*",0,"*",253,270
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""","*",8,8,13,0,"*",624,657
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""",0,22,"*",8,0,"*",726,768
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""",0,"*","*","*",0,14,365,389
"Regional School District 18","""2180012""","Center School","""2180312""","*",7,0,9,"*",8,234,260
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",0,"*",0,"*",0,"*",147,156
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""",0,15,"*",16,0,"*",376,412
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""",0,15,0,"*",0,"*",326,350
"Regional School District 18","""2180012""","Mile Creek School","""2180212""",0,12,"*",16,0,"*",238,270
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""","*",66,25,59,"*",7,1064,1225
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""",0,25,"*","*",0,10,327,372
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""","*",29,"*",23,0,6,366,430
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",0,46,"*",34,0,"*",677,767
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""",0,18,0,"*",0,"*",301,340
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""","*",28,"*",20,0,14,343,408
"Ridgefield School District","""1180011""","Ridgefield 18-21 Transition Program","""1189011""",0,0,0,0,0,0,"*","*"
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""","*",68,17,68,0,"*",1609,1771
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""","*",10,"*",25,0,14,334,385
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",0,15,"*",28,"*","*",487,538
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""",0,"*",0,21,0,"*",310,349
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""","*",65,21,53,0,"*",478,624
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""","*",63,"*",42,0,11,398,526
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""","*",58,46,56,0,"*",598,762
"Rocky Hill School District","""1190011""","West Hill School","""1190511""","*",173,14,27,0,"*",394,618
"Salem School District","""1210011""","Salem Elementary School","""1210111""","*",22,12,16,"*","*",389,443
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",0,6,6,17,0,26,255,310
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""",0,0,"*","*",0,0,125,132
"Seymour School District","""1240011""","Anna L. Lopresti School","""1240311""","*",9,25,48,0,"*",204,290
"Seymour School District","""1240011""","Bungay School","""1240111""","*",29,14,29,0,"*",471,546
"Seymour School District","""1240011""","Paul E. Chatfield School","""1240411""",0,"*",9,25,0,"*",238,279
"Seymour School District","""1240011""","Seymour High School","""1246111""",0,16,25,60,0,0,495,596
"Seymour School District","""1240011""","Seymour Middle School","""1245111""","*","*",20,47,0,0,501,588
"Sharon School District","""1250011""","Sharon Center School","""1250111""","*","*","*","*",0,"*",176,191
"Shelton School District","""1260011""","Mohegan School","""1260911""",0,18,"*",16,0,"*",338,380
"Shelton School District","""1260011""","Booth Hill School","""1261011""",0,19,"*",21,"*","*",311,360
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""","*",41,16,34,0,"*",378,473
"Shelton School District","""1260011""","Intermediate School","""1265111""","*",53,"*",73,0,0,770,931
"Shelton School District","""1260011""","Long Hill School","""1260811""","*",39,25,77,"*","*",293,441
"Shelton School District","""1260011""","Perry Hill Elementary School","""1261111""","*",45,18,75,0,"*",687,829
"Shelton School District","""1260011""","Shelton High School","""1266111""","*",57,53,124,0,"*",1320,1563
"Shelton School District","""1260011""","Sunnyside School","""1260611""","*",29,22,27,0,"*",163,251
"Sherman School District","""1270011""","Sherman School","""1270111""","*","*","*",7,0,12,372,397
"Side By Side Charter School District","""2700013""","Side By Side Charter School","""2700113""",0,24,67,76,0,11,54,232
"Simsbury School District","""1280011""","Central School","""1280111""",0,32,"*",32,0,"*",318,397
"Simsbury School District","""1280011""","Henry James Memorial School","""1285111""",0,35,32,"*",0,"*",695,791
"Simsbury School District","""1280011""","Latimer Lane School","""1280611""",0,33,"*",20,0,"*",383,454
"Simsbury School District","""1280011""","Simsbury High School","""1286111""",0,68,75,76,0,8,1391,1618
"Simsbury School District","""1280011""","Squadron Line School","""1280711""",0,55,"*",26,0,"*",604,712
"Simsbury School District","""1280011""","Tariffville School","""1280311""",0,20,26,"*",0,"*",207,271
"Simsbury School District","""1280011""","Tootin' Hills School","""1280411""",0,22,"*",29,0,"*",361,424
"Somers School District","""1290011""","Mabelle B. Avery Middle School","""1295111""",0,6,7,13,0,9,342,377
"Somers School District","""1290011""","Somers Elementary School","""1290411""",0,"*",10,20,"*",8,639,684
"Somers School District","""1290011""","Somers High School","""1296111""","*",13,13,14,0,"*",503,552
"South Windsor School District","""1320011""","Pleasant Valley School","""1320211""",0,60,21,39,0,16,252,388
"South Windsor School District","""1320011""","Eli Terry School","""1320711""",0,"*","*",34,0,44,313,417
"South Windsor School District","""1320011""","Orchard Hill School","""1320611""","*",65,21,23,9,"*",261,386
"South Windsor School District","""1320011""","Philip R. Smith School","""1320111""",0,47,15,20,0,0,251,333
"South Windsor School District","""1320011""","South Windsor High School","""1326211""","*",124,73,89,"*",22,1144,1458
"South Windsor School District","""1320011""","Timothy Edwards School","""1325111""","*",120,49,83,"*",27,809,1090
"South Windsor School District","""1320011""","Wapping Elementary School","""1320411""",0,33,15,22,"*","*",206,280
