"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, All Students"

"",,"Graduates",,,,
"Connecticut Technical High School System","Vinal Technical High School",96.2,94.3,94.3,98.0,94.3
"Connecticut Technical High School System","W. F. Kaynor Technical High School",98.3,97.9,98.4,97.7,98.9
"Connecticut Technical High School System","Windham Technical High School",97.1,98.5,98.4,97.1,98.5
"Coventry School District","Coventry High School",86.8,90.4,97.7,"*",92.6
"Cromwell School District","Cromwell High School",94.5,93.6,93.1,"*",94.3
"Danbury School District","Alternative Center For Excellence","N/A","*","N/A","N/A",31.7
"Danbury School District","Danbury High School",80.3,"*",82.4,79.5,80.3
"Darien School District","Darien High School",97.1,97.8,98.2,97.3,"*"
"Derby School District","Derby High School",77.5,68.6,81.4,83.2,81.3
"East Granby School District","East Granby High School","*","*",93.8,100.0,100.0
"East Haddam School District","Nathan Hale-Ray High School",93.9,"*",96.0,93.5,"*"
"East Hampton School District","East Hampton High School",95.6,96.9,97.5,96.7,95.9
"East Hartford School District","Connecticut IB Academy",92.1,94.9,97.8,100.0,97.8
"East Hartford School District","East Hartford High School",87.1,85.7,86.4,94.6,94.0
"East Hartford School District","Stevens Alternate High school","N/A",51.3,41.0,"N/A",56.8
"East Haven School District","East Haven High School",75.1,75.5,82.8,78.5,75.5
"East Lyme School District","East Lyme High School",95.6,94.8,97.3,97.7,98.0
"East Windsor School District","East Windsor High School",88.4,83.2,89.7,88.5,88.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)",88.9,92.3,91.2,96.4,86.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College",69.8,69.8,56.3,61.4,78.4
"Ellington School District","Ellington High School",91.0,91.9,95.9,97.6,96.8
"Elm City College Preparatory School District","Elm City College Preparatory School","*","*",62.5,"*","*"
"Enfield School District","Enfield High School",88.0,82.0,82.6,86.3,85.6
"Enfield School District","Enrico Fermi High School",87.8,93.0,90.1,88.5,"N/A"
"Explorations District","Explorations",57.1,65.6,66.7,"*",74.1
"Fairfield School District","Fairfield Ludlowe High School",96.3,95.3,94.3,96.9,98.1
"Fairfield School District","Fairfield Warde High School",92.6,91.4,94.4,97.7,97.1
"Farmington School District","Farmington High School",96.0,96.9,96.4,98.4,96.6
"Glastonbury School District","Glastonbury High School",96.3,97.3,98.8,98.8,99.4
"Granby School District","Granby Memorial High School",98.4,98.4,97.0,97.6,98.9
"Greenwich School District","Greenwich High School",92.5,95.0,97.0,97.3,97.2
"Griswold School District","Griswold High School",87.4,88.0,85.0,90.9,91.5
"Groton School District","Robert E. Fitch High School",83.2,83.4,85.4,89.0,89.4
"Guilford School District","Guilford High School",98.2,93.9,93.3,96.7,96.3
"Hamden School District","Hamden High School",85.8,87.1,91.9,91.5,92.7
"Hartford School District","Bulkeley High School Upper School",63.3,71.6,73.3,72.4,71.4
"Hartford School District","Capital Community College Magnet Academy","N/A","N/A","N/A","*",96.3
"Hartford School District","Capital Preparatory Magnet School",97.0,100.0,96.3,95.1,85.7
"Hartford School District","Classical Magnet School",98.8,94.4,95.2,90.5,96.2
"Hartford School District","Culinary Arts Academy",65.2,56.2,59.8,69.2,52.5
"Hartford School District","Global Communications Academy","N/A","N/A","N/A","N/A",92.9
"Hartford School District","Great Path Academy High School at MCC","N/A",94.1,92.3,"N/A","N/A"
"Hartford School District","Great Path Academy at MCC","N/A","N/A","N/A",90.3,92.1
"Hartford School District","HPHS Academy of Engineering and Green Technology",60.8,63.4,61.6,71.2,54.9
"Hartford School District","HPHS Academy of Nursing and Health Science",68.0,68.3,66.4,73.0,64.3
"Hartford School District","HPHS Law and Government Academy",47.4,71.7,71.9,64.2,65.5
"Hartford School District","Hartford Magnet Trinity College Academy","N/A","N/A","N/A",96.1,91.5
"Hartford School District","High School Inc.","N/A",70.8,63.2,75.0,"N/A"
"Hartford School District","High School, Inc.","N/A","N/A","N/A","N/A",77.4
"Hartford School District","Journalism and Media Academy Magnet School","N/A",66.7,75.3,71.7,"*"
"Hartford School District","Kinsella Magnet School of Performing Arts","N/A","N/A","N/A","N/A",93.9
"Hartford School District","OPPortunity High School",47.8,58.4,33.3,"N/A","N/A"
"Hartford School District","Pathways Academy of Technology and Design",93.0,92.9,90.3,89.7,96.6
"Hartford School District","Sports and Medical Sciences Academy",90.6,93.2,91.3,91.8,97.8
"Hartford School District","University High School of Science and Engineering","N/A","N/A","N/A",96.8,93.7
"Hartford School District","University High of Science and Engineering",89.5,96.8,92.5,"N/A","N/A"
"Jumoke Academy District","Jumoke Academy","N/A","N/A","N/A","N/A","*"
"Killingly School District","Killingly High School",78.2,76.6,83.8,83.2,84.9
"Learn","Connecticut River Academy","N/A",89.7,92.8,92.9,90.8
"Learn","Marine Science Magnet High School of Southeastern Connecticut","N/A","*",91.7,86.7,98.6
"Learn","Three Rivers Middle College Magnet School","N/A","*",90.6,92.9,94.4
"Lebanon School District","Lyman Memorial High School",89.8,93.2,94.2,96.7,"*"
"Ledyard School District","Ledyard High School",92.3,92.4,94.5,95.2,93.7
"Lisbon School District","Community Connection - The Big Picture High School","*","*","N/A","N/A","N/A"
"Litchfield School District","Litchfield High School",98.0,"*",95.5,100.0,"*"
"Madison School District","Daniel Hand High School",98.2,"*",97.5,99.0,98.0
"Manchester School District","Manchester High School",76.9,78.7,87.2,86.4,90.4
"Meriden School District","Francis T. Maloney High School",70.3,73.9,73.5,75.5,74.7
"Meriden School District","Orville H. Platt High School",69.6,69.3,80.5,76.7,72.9
"Middletown School District","Middletown High School",78.7,83.4,89.5,95.2,93.4
"Milford School District","Jonathan Law High School",81.2,80.5,89.3,91.1,96.3
"Milford School District","Joseph A. Foran High School",91.1,90.5,96.3,96.5,99.1
"Monroe School District","Masuk High School","*",97.7,98.0,100.0,99.3
"Montville School District","Montville High School",89.0,88.1,89.1,95.9,94.6
"Naugatuck School District","Naugatuck High School",84.7,78.4,81.9,85.6,85.2
"New Britain School District","New Britain High School",63.3,63.7,65.5,70.0,75.5
"New Canaan School District","New Canaan High School",97.9,97.6,"*","*","*"
"New Fairfield School District","New Fairfield High School",97.8,96.1,98.3,"*","*"
"New Haven School District","Cooperative High School",90.4,89.6,93.9,94.5,95.0
"New Haven School District","Engineering - Science University Magnet School","N/A","N/A","N/A",94.8,92.7
"New Haven School District","High School In The Community",53.9,56.9,47.5,45.8,50.0
"New Haven School District","Hill Regional Career High School",88.5,92.2,87.9,91.0,86.4
"New Haven School District","Hyde School of Health, Science and Sports Medicine",79.2,77.8,89.2,90.0,95.1
"New Haven School District","James Hillhouse High School",54.9,57.7,69.4,70.6,80.4
"New Haven School District","Metropolitan Business Academy",81.8,81.1,90.2,85.9,91.9
"New Haven School District","New Haven Academy",68.2,66.7,84.6,73.8,72.7
"New Haven School District","Sound School",92.9,92.5,92.9,88.9,97.3
"New Haven School District","Wilbur Cross High School",69.0,64.3,65.1,66.2,77.0
"New London School District","New London High School",64.9,64.8,72.6,76.7,"*"
"New London School District","Science and Technology Magnet School of Southeastern Connecticut","N/A","N/A","N/A","N/A","*"
"New Milford School District","New Milford High School",92.1,89.2,91.0,93.0,93.4
"Newington School District","Newington High School",90.3,90.6,93.1,92.7,92.8
"Newtown School District","Newtown High School",95.1,94.4,96.9,96.6,96.2
"North Branford School District","North Branford High School",94.3,95.9,92.5,95.0,92.3
"North Haven School District","North Haven High School",95.4,88.3,91.6,94.7,95.0
"North Stonington School District","Wheeler High School",87.0,"*","*",92.2,85.7
"Norwalk School District","Brien McMahon High School",88.8,88.8,"*",95.0,96.2
"Norwalk School District","Norwalk High School",84.8,89.4,91.7,91.0,90.3
"Norwalk School District","Norwalk Pathways Academy at Briggs",31.3,15.8,"*",40.5,58.3
"Norwich Free Academy District","Norwich Free Academy",86.0,85.5,87.7,88.5,85.2
"Norwich School District","Thames River Academy",17.1,"N/A","N/A","N/A","N/A"
"Old Saybrook School District","Old Saybrook Senior High School",95.8,94.9,94.0,"*",93.1
"Oxford School District","Oxford High School",91.8,"*",97.1,"*",94.3
"Path Academy District","Path Academy","N/A","N/A","N/A","N/A","*"
"Plainfield School District","Plainfield High School",87.3,84.7,84.8,81.9,83.4
"Plainville School District","Plainville High School",93.7,90.1,91.2,89.8,93.4
"Plymouth School District","Terryville High School",84.2,87.8,92.1,89.7,88.6
"Portland School District","Portland High School",91.3,87.0,92.9,91.2,"*"
"Putnam School District","Putnam High School",88.3,80.4,86.2,"*",97.0
"Regional School District 01","Housatonic Valley Regional High School",95.6,90.7,89.2,94.2,96.0
"Regional School District 04","Valley Regional High School",91.9,95.7,97.8,"*",98.7
"Regional School District 05","Amity Regional High School",96.8,96.4,97.3,97.1,95.9
"Regional School District 06","Wamogo Regional High School","*","*",93.5,96.5,"*"
"Regional School District 07","Northwestern Regional High School","*",97.1,"*","*",98.8
"Regional School District 08","RHAM High School",91.2,"*",94.1,92.9,93.7
"Regional School District 08","Region Alternative High School","N/A","*","N/A","N/A","N/A"
"Regional School District 09","Joel Barlow High School","*",95.7,96.8,98.0,97.6
"Regional School District 10","Lewis S. Mills High School",96.5,92.4,94.8,"*",95.4
"Regional School District 11","Parish Hill High School",95.1,"*",92.3,100.0,83.9
"Regional School District 12","Shepaug Valley High School",84.9,"*","N/A","N/A","N/A"
"Regional School District 12","Shepaug Valley School","N/A","N/A","*",97.1,100.0
"Regional School District 13","Coginchaug Regional High School","*","*",96.2,100.0,96.4
"Regional School District 14","Nonnewaug High School",97.9,93.9,97.6,"*",97.8
"Regional School District 15","Pomperaug Regional High School",93.6,94.9,96.9,95.5,97.1
"Regional School District 16","Woodland Regional High School",92.3,90.2,94.9,96.3,97.8
"Regional School District 17","Haddam-Killingworth High School",93.7,96.9,"*",97.0,95.2
"Regional School District 18","Lyme-Old Lyme High School","*",95.6,97.2,95.5,96.1
"Regional School District 19","E. O. Smith High School",87.5,87.6,95.4,95.9,95.3
"Ridgefield School District","Ridgefield High School",98.4,97.3,97.8,98.1,97.9
"Rocky Hill School District","Rocky Hill High School",92.3,89.8,92.3,95.1,97.1
"Seymour School District","Seymour High School",89.3,87.0,88.2,91.0,95.2
"Shelton School District","Shelton High School",92.0,91.0,92.1,96.1,94.3
"Simsbury School District","Simsbury High School",97.0,98.0,96.9,97.6,98.3
"Somers School District","Somers High School",97.1,96.6,"*",95.3,94.2
"South Windsor School District","South Windsor High School",95.2,95.5,97.0,95.6,95.0
"Southington School District","Southington High School",92.5,91.2,94.3,95.9,97.8
"Stafford School District","Stafford High School",87.9,87.4,95.0,94.4,92.7
"Stamford Academy District","Stamford Academy",44.4,27.0,24.6,33.3,28.3
"Stamford School District","Stamford High School",84.2,89.0,91.1,88.7,90.0
"Stamford School District","The Academy of Information Technology",98.2,99.4,98.8,98.8,98.2
"Stamford School District","Westhill High School",83.0,85.9,88.2,88.3,88.9
"Stonington School District","Stonington High School",94.4,95.9,94.8,92.3,93.7
"Stratford School District","Bunnell High School",87.3,94.1,97.9,96.0,96.1
"Stratford School District","Stratford High School",90.3,90.9,93.0,92.4,92.1
"Suffield School District","Suffield High School",92.1,93.6,95.3,96.2,94.3
"The Bridge Academy District","The Bridge Academy",76.2,88.6,88.2,87.5,79.4
"The Gilbert School District","The Gilbert School",91.2,82.1,91.6,90.0,84.2
"Thomaston School District","Thomaston High School",93.3,93.6,"*","*",100.0
"Thompson School District","Tourtellotte Memorial High School",85.9,90.6,91.7,"*","*"
"Tolland School District","Tolland High School",97.4,94.2,92.0,97.5,98.0
"Torrington School District","Torrington High School",79.9,86.6,87.5,87.6,83.6
"Trumbull School District","Trumbull High School",98.1,98.4,97.3,98.7,99.0
"Vernon School District","Rockville High School",82.5,83.0,83.6,87.1,80.4
"Wallingford School District","Lyman Hall High School",93.6,91.6,90.9,93.7,94.8
"Wallingford School District","Mark T. Sheehan High School",94.6,93.6,96.0,95.3,93.6
"Waterbury School District","Crosby High School",60.2,65.2,72.0,69.7,74.1
"Waterbury School District","John F. Kennedy High School",64.9,69.4,67.7,70.6,75.2
"Waterbury School District","Waterbury Arts Magnet School (High)",95.3,86.8,96.7,93.3,93.9
"Waterbury School District","Wilby High School",63.1,72.2,65.8,71.1,78.1
"Waterford School District","Waterford High School",92.1,93.3,94.9,94.8,95.6
"Watertown School District","Watertown High School",91.7,87.1,91.7,90.5,96.9
"West Hartford School District","Conard High School",92.9,94.8,96.2,95.0,95.5
"West Hartford School District","Hall High School",95.2,95.1,97.6,97.2,99.4
"West Hartford School District","REACH","N/A","N/A","N/A","*","N/A"
"West Haven School District","West Haven High School",73.6,70.8,76.3,79.2,82.5
"Westbrook School District","Westbrook High School",91.5,"*","*","*","*"
"Weston School District","Weston High School",100.0,"*",98.9,96.4,"*"
"Westport School District","Staples High School",98.4,"*",98.7,99.3,"*"
"Wethersfield School District","Wethersfield High School",91.3,91.7,92.5,91.8,95.7
"Wilton School District","Wilton High School",98.7,97.8,"*",98.4,98.2
"Windham School District","Windham High School",73.0,76.2,74.0,81.1,87.2
"Windsor Locks School District","Windsor Locks High School",92.4,93.4,97.7,94.8,94.1
"Windsor School District","Windsor High School",85.6,81.9,90.8,92.5,92.9
"Wolcott School District","Wolcott High School",93.6,94.1,95.9,97.7,93.6
"Woodstock Academy District","Woodstock Academy",95.4,96.4,96.7,98.6,98.4

