"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2016-17"

"",,,,"English Learner Status",,
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""",1486,9,1495
"Fairfield School District","""0510011""","Fairfield School/Community Partnership","""0510511""","*","*",18
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""",1470,28,1498
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""",884,10,894
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",382,22,404
"Fairfield School District","""0510011""","Jennings School","""0511711""","*","*",317
"Fairfield School District","""0510011""","McKinley School","""0510611""",373,76,449
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",376,8,384
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",389,8,397
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""","*","*",445
"Fairfield School District","""0510011""","Riverfield School","""0511211""","*","*",425
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""",767,6,773
"Fairfield School District","""0510011""","Sherman School","""0511311""",478,6,484
"Fairfield School District","""0510011""","Stratfield School","""0511411""",407,12,419
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""",662,22,684
"Fairfield School District","""0510011""","Walter Fitzgerald Campus","""0510311""","*","*",28
"Farmington School District","""0520011""","East Farms School","""0520411""",406,43,449
"Farmington School District","""0520011""","Farmington Alternative High School","""0520611""","*",0,"*"
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",112,0,112
"Farmington School District","""0520011""","Farmington High School","""0526111""",1175,9,1184
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""","*","*",674
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",337,32,369
"Farmington School District","""0520011""","Union School","""0520111""",301,9,310
"Farmington School District","""0520011""","West District School","""0520311""",292,17,309
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""",638,13,651
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""",162,0,162
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""",433,23,456
"Glastonbury School District","""0540011""","Eastbury School","""0540311""","*","*",266
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""","*","*",477
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""",1972,19,1991
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""",383,9,392
"Glastonbury School District","""0540011""","Hopewell School","""0540611""",376,8,384
"Glastonbury School District","""0540011""","Links Academy","""0540111""",24,0,24
"Glastonbury School District","""0540011""","Links Transition","""0541411""",16,0,16
"Glastonbury School District","""0540011""","Naubuc School","""0540711""",327,24,351
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""","*","*",556
"Glastonbury School District","""0540011""","PreK-Eastbury","""0540511""",30,0,30
"Glastonbury School District","""0540011""","PreK-Nayaug","""0541011""",20,0,20
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""",1000,10,1010
"Granby School District","""0560011""","Granby Memorial High School","""0566111""","*","*",658
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""","*","*",435
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""","*","*",392
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""","*","*",389
"Great Oaks Charter School District","""2940013""","Great Oaks Charter School","""2940113""",273,51,324
"Greenwich School District","""0570011""","Central Middle School","""0575111""",541,17,558
"Greenwich School District","""0570011""","Community Connections","""0571211""",7,0,7
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",397,49,446
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""",829,17,846
"Greenwich School District","""0570011""","Glenville School","""0570411""",425,19,444
"Greenwich School District","""0570011""","Greenwich Alternative High School","""0571411""","*","*",22
"Greenwich School District","""0570011""","Greenwich High School","""0576111""",2559,66,2625
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""",369,28,397
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",370,13,383
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""",284,46,330
"Greenwich School District","""0570011""","New Lebanon School","""0570611""",201,56,257
"Greenwich School District","""0570011""","North Mianus School","""0570711""",461,35,496
"Greenwich School District","""0570011""","North Street School","""0570811""",409,14,423
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",423,12,435
"Greenwich School District","""0570011""","Parkway School","""0571111""","*","*",260
"Greenwich School District","""0570011""","Riverside School","""0571011""",431,37,468
"Greenwich School District","""0570011""","Western Middle School","""0575311""",519,39,558
"Griswold School District","""0580011""","Griswold Alternative School","""0580111""",13,0,13
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""",706,13,719
"Griswold School District","""0580011""","Griswold High School","""0586211""","*","*",568
"Griswold School District","""0580011""","Griswold Middle School","""0585111""",532,6,538
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""",490,7,497
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",358,19,377
"Groton School District","""0590011""","Charles Barnum School","""0591811""","*","*",375
"Groton School District","""0590011""","Claude Chester School","""0590311""",288,10,298
"Groton School District","""0590011""","Mary Morrisson School","""0591711""",357,6,363
"Groton School District","""0590011""","New Beginnings Alternative Program","""0590211""","*","*",24
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""","*","*",390
"Groton School District","""0590011""","Pleasant Valley School","""0591211""","*","*",301
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""",1021,32,1053
"Groton School District","""0590011""","S. B. Butler School","""0590111""","*","*",286
"Groton School District","""0590011""","Transition Academy","""0591011""",9,0,9
"Groton School District","""0590011""","Virtual Learning Academy","""0590611""","*",0,"*"
"Groton School District","""0590011""","West Side Middle School","""0595211""",437,19,456
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""",571,6,577
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",279,10,289
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",234,6,240
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""","*","*",535
"Guilford School District","""0600011""","Guilford High School","""0606111""","*","*",1123
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""",298,9,307
"Guilford School District","""0600011""","Melissa Jones School","""0600311""","*","*",316
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",137,0,137
"Hamden School District","""0620011""","Bear Path School","""0621211""",420,25,445
"Hamden School District","""0620011""","Church Street School","""0620211""",279,40,319
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",279,20,299
"Hamden School District","""0620011""","Hamden Collaborative Learning Center","""0620511""",41,0,41
"Hamden School District","""0620011""","Hamden High School","""0626111""",1520,37,1557
"Hamden School District","""0620011""","Hamden Middle School","""0625211""",768,44,812
"Hamden School District","""0620011""","Hamden Transition Academy @ SCSU (AACPB)","""0620611""",11,0,11
"Hamden School District","""0620011""","Helen Street School","""0620411""",307,40,347
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",308,28,336
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""",275,46,321
"Hamden School District","""0620011""","Spring Glen School","""0621011""",421,11,432
"Hamden School District","""0620011""","West Woods School","""0621411""",351,21,372
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",105,0,105
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""",436,198,634
"Hartford School District","""0640011""","Autism Program - Burr School","""0648611""","*","*",9
"Hartford School District","""0640011""","Autism Program - Hooker School","""0644311""","*","*",6
"Hartford School District","""0640011""","Autism Program - Naylor School","""0645711""",26,0,26
"Hartford School District","""0640011""","Autism Program - Rawson School","""0644411""",34,11,45
"Hartford School District","""0640011""","Autism Program - Simpson-Waverly School","""0649311""","*","*",11
"Hartford School District","""0640011""","Batchelder School","""0640411""",335,98,433
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""",248,51,299
"Hartford School District","""0640011""","Betances STEM Magnet School","""0643811""",322,53,375
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""",260,6,266
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""",319,41,360
"Hartford School District","""0640011""","Bulkeley High School","""0647111""",434,254,688
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""",290,206,496
"Hartford School District","""0640011""","Burr School","""0642311""",388,228,616
"Hartford School District","""0640011""","Capital Community College Magnet Academy","""0643911""","*","*",57
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",529,27,556
"Hartford School District","""0640011""","Classical Magnet School","""0646411""",538,22,560
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""",130,38,168
"Hartford School District","""0640011""","DDP - Simpson-Waverly School","""0649411""",10,0,10
"Hartford School District","""0640011""","EDP - Bulkeley High School","""0648311""","*","*",13
"Hartford School District","""0640011""","EDP - HPHS Engineering and Green Technology Academy","""0648211""",23,8,31
"Hartford School District","""0640011""","EDP - M.D. Fox School","""0645911""",27,8,35
"Hartford School District","""0640011""","EDP - West Middle School","""0644611""","*","*",15
"Hartford School District","""0640011""","Early Childhood Development Center (ECDC)","""0644111""",16,0,16
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""",567,43,610
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""",390,111,501
"Hartford School District","""0640011""","Global Communications Academy","""0643611""",554,63,617
"Hartford School District","""0640011""","Great Path Academy at MCC","""0647911""",258,14,272
"Hartford School District","""0640011""","HPHS Engineering and Green Technology Academy","""0647211""",229,117,346
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",223,91,314
"Hartford School District","""0640011""","HPHS Nursing and Health Sciences Academy","""0647511""",277,106,383
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""",952,72,1024
"Hartford School District","""0640011""","Hartford PreKindergarten Magnet School","""0641311""",157,0,157
"Hartford School District","""0640011""","High School, Inc.","""0647611""",188,48,236
"Hartford School District","""0640011""","High Step Transition","""0648411""",10,7,17
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",177,13,190
"Hartford School District","""0640011""","Kennelly School","""0641011""",381,176,557
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""",850,63,913
"Hartford School District","""0640011""","LC - Breakthrough II School","""0649511""",8,0,8
"Hartford School District","""0640011""","LC - Burns School","""0649611""","*","*","*"
"Hartford School District","""0640011""","LC - Moylan School","""0649811""",6,0,6
"Hartford School District","""0640011""","M. D. Fox School","""0640811""",419,228,647
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""",259,35,294
"Hartford School District","""0640011""","MDP - Batchelder School","""0644811""","*","*",19
"Hartford School District","""0640011""","MDP - Bulkeley High School","""0645011""","*","*",24
"Hartford School District","""0640011""","MDP - HPHS Law and Government Academy","""0644911""",29,19,48
"Hartford School District","""0640011""","MDP - Moylan School","""0648511""",9,0,9
"Hartford School District","""0640011""","McDonough Middle School","""0641211""",177,84,261
"Hartford School District","""0640011""","Milner School","""0641911""",232,60,292
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",318,18,336
"Hartford School District","""0640011""","Montessori Magnet at Moylan School","""0640511""",277,27,304
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""",453,183,636
"Hartford School District","""0640011""","Parkville Community School","""0641511""",342,192,534
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""",390,31,421
"Hartford School District","""0640011""","Rawson School","""0641711""",339,44,383
"Hartford School District","""0640011""","Renzulli Gifted and Talented Academy","""0644011""","*","*",131
"Hartford School District","""0640011""","SAND School","""0640111""",272,90,362
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""",337,29,366
"Hartford School District","""0640011""","Sanchez School","""0643011""",239,157,396
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""",273,41,314
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""",659,50,709
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""",417,14,431
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""",604,29,633
"Hartford School District","""0640011""","West Middle School","""0642111""",293,156,449
"Hartford School District","""0640011""","Wish Museum School","""0642211""",324,105,429
"Hartland School District","""0650011""","Hartland School","""0650111""",189,0,189
"Hebron School District","""0670011""","Gilead Hill School","""0670211""","*","*",306
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""","*","*",399
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""","*","*",502
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""",294,36,330
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""",248,22,270
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""",753,0,753
"Kent School District","""0680011""","Kent Center School","""0680111""","*","*",235
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""",133,0,133
"Killingly School District","""0690011""","Killingly Alternative Learning Program","""0690611""",17,0,17
"Killingly School District","""0690011""","Killingly Central School","""0690111""",353,16,369
"Killingly School District","""0690011""","Killingly High School","""0696111""",816,7,823
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""",674,9,683
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""",466,27,493
"Learn","""2450014""","Connecticut River Academy","""2456014""",412,42,454
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""",139,8,147
"Learn","""2450014""","Learn ABA Program at Center School","""2451214""",8,0,8
"Learn","""2450014""","Learn Haynes Elementary Intensive Program","""2451114""",16,0,16
"Learn","""2450014""","Learn High School ABA","""2450614""","*",0,"*"
"Learn","""2450014""","Learn Ledyard RICHES Program","""2450714""","*",0,"*"
"Learn","""2450014""","Learn Pathways Program","""2450514""","*",0,"*"
"Learn","""2450014""","Learn SAILS Middle School Program","""2450814""","*",0,"*"
"Learn","""2450014""","Learn SAILS Program at Salem","""2451014""",6,0,6
"Learn","""2450014""","Learn STS 18-21 Year Old Program","""2450414""","*",0,"*"
"Learn","""2450014""","Marine Science Magnet High School of Southeastern Connecticut","""2456114""","*","*",271
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""",439,96,535
"Learn","""2450014""","Riverside Magnet School at Goodwin College","""2450314""",366,28,394
"Learn","""2450014""","The Friendship School","""2450214""",480,25,505
"Learn","""2450014""","Three Rivers Middle College Magnet School","""2456214""",67,0,67
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""","*","*",352
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""",295,0,295
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""","*","*",364
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""","*","*",215
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""","*","*",335
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""",277,7,284
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",402,0,402
"Ledyard School District","""0720011""","Ledyard High School","""0726111""","*","*",797
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""","*","*",332
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""","*","*",393
"Litchfield School District","""0740011""","Center School","""0740211""","*","*",296
"Litchfield School District","""0740011""","Litchfield High School","""0746111""","*","*",292
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",188,0,188
"Litchfield School District","""0740011""","Litchfield Middle School","""0746011""",160,0,160
"Madison School District","""0760011""","Daniel Hand High School","""0766111""","*","*",1153
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""","*","*",414
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""","*","*",269
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""","*","*",327
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""","*","*",235
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""",46,0,46
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""","*","*",487
"Manchester School District","""3480015""","Hartford Detention Center","""3480315""",9,0,9
"Manchester School District","""3480015""","BRAVE","""3481115""","*",0,"*"
"Manchester School District","""0770011""","Bentley Alternative Education Program","""0770211""","*","*",43
"Manchester School District","""0770011""","Bowers School","""0770111""",384,30,414
"Manchester School District","""0770011""","Buckley School","""0770311""",352,23,375
"Manchester School District","""0770011""","Elementary Site 2","""0771111""","*",0,"*"
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""",396,11,407
"Manchester School District","""0770011""","Highland Park School","""0770411""",260,12,272
"Manchester School District","""0770011""","Illing Middle School","""0775311""",780,31,811
"Manchester School District","""0770011""","Keeney School","""0770611""",349,12,361
"Manchester School District","""0770011""","Manchester High School","""0776111""",1496,59,1555
"Manchester School District","""0770011""","Manchester Preschool - Site 2","""0770811""",12,0,12
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""",179,0,179
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""","*","*",70
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""","*","*",18
"Manchester School District","""0770011""","Martin School","""0771611""",256,10,266
"Manchester School District","""0770011""","New Horizons","""0770711""","*","*",18
"Manchester School District","""0770011""","Robertson School","""0771011""",287,76,363
"Manchester School District","""0770011""","Verplanck School","""0771211""",343,47,390
"Manchester School District","""0770011""","Waddell School","""0771311""",312,35,347
"Manchester School District","""0770011""","Washington School","""0771411""",323,21,344
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""",245,9,254
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""",179,21,200
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""",519,14,533
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",215,12,227
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""","*","*",535
"Meriden School District","""0800011""","Nathan Hale School","""0800711""",529,84,613
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""",318,27,345
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""",449,83,532
"Meriden School District","""0800011""","Community Classroom Collaborative-Meriden School District","""0800211""","*","*",10
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""",1016,175,1191
"Meriden School District","""0800011""","Hanover School","""0800311""",430,156,586
"Meriden School District","""0800011""","Israel Putnam School","""0800411""",498,69,567
"Meriden School District","""0800011""","John Barry School","""0800511""",401,75,476
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""",609,116,725
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",880,91,971
"Meriden School District","""0800011""","Roger Sherman School","""0800811""",489,95,584
"Meriden School District","""0800011""","STARS-MS","""0801511""","*","*",6
"Meriden School District","""0800011""","STARS-Meriden School District","""0800611""","*","*",42
"Meriden School District","""0800011""","STEP-Meriden School District","""0800911""","*","*",19
"Meriden School District","""0800011""","Steps-Meriden School District","""0801211""","*","*",20
"Meriden School District","""0800011""","Success Academy","""0801411""","*","*",35
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""",299,118,417
"Meriden School District","""0800011""","Venture Academy-Meriden School District","""0801311""",33,7,40
"Meriden School District","""0800011""","Washington Middle School","""0805411""",649,60,709
"Middletown School District","""3480015""","Hartford Detention Center","""3480315""",9,0,9
"Middletown School District","""3480015""","SAGE","""3480415""","*",0,"*"
"Middletown School District","""0830011""","Bielefield School","""0830211""",273,15,288
"Middletown School District","""0830011""","Evening Program - MHS","""0831611""",10,0,10
"Middletown School District","""0830011""","Farm Hill School","""0830511""",312,21,333
"Middletown School District","""0830011""","ICM - Farm Hill","""0830611""","*",0,"*"
"Middletown School District","""0830011""","ICM - Lawrence","""0830711""",6,0,6
"Middletown School District","""0830011""","ICM - Spencer","""0832011""","*","*",7
"Middletown School District","""0830011""","ICM - Wesley","""0830811""",6,0,6
"Middletown School District","""0830011""","ICM- Woodrow Wilson Middle School","""0830411""","*",0,"*"
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""",290,6,296
"Middletown School District","""0830011""","Lawrence School","""0831311""",264,14,278
"Middletown School District","""0830011""","MHS - Alternative Education Program 1","""0831811""",7,0,7
"Middletown School District","""0830011""","MHS - Alternative Education Program 2","""0831911""",7,0,7
"Middletown School District","""0830011""","MacDonough School","""0830911""",195,24,219
"Middletown School District","""0830011""","Middletown High School","""0836211""",1212,26,1238
"Middletown School District","""0830011""","Moody School","""0831211""",243,7,250
"Middletown School District","""0830011""","STEM - Macdonough","""0832111""",24,0,24
"Middletown School District","""0830011""","Snow School","""0831111""",384,20,404
"Middletown School District","""0830011""","Spencer School","""0830111""",242,20,262
"Middletown School District","""0830011""","Transition to Life Center","""0839111""","*","*",26
"Middletown School District","""0830011""","Virtual Learning Academy - MHS","""0831711""",8,0,8
"Middletown School District","""0830011""","Wesley School","""0831411""","*","*",251
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""",675,20,695
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""",265,7,272
"Milford School District","""0840011""","East Shore Middle School","""0845111""","*","*",435
"Milford School District","""0840011""","Fifth Year Vocational Experience","""0840411""",8,0,8
"Milford School District","""0840011""","Harborside Middle School","""0845211""","*","*",530
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""",347,7,354
"Milford School District","""0840011""","Jonathan Law High School","""0846211""",854,11,865
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""","*","*",903
"Milford School District","""0840011""","Live Oaks School","""0841611""",287,15,302
"Milford School District","""0840011""","Mathewson School","""0841711""",391,19,410
"Milford School District","""0840011""","Meadowside School","""0840711""",260,37,297
"Milford School District","""0840011""","Orange Avenue School","""0840811""",388,21,409
"Milford School District","""0840011""","Orchard Hills School","""0841811""","*","*",349
"Milford School District","""0840011""","Post Grad Transitional Academy","""0840611""","*",0,"*"
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""",245,15,260
"Milford School District","""0840011""","The Academy","""0840311""",35,0,35
"Milford School District","""0840011""","West Shore Middle School","""0845311""",443,7,450
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""",509,6,515
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""","*","*",782
"Monroe School District","""0850011""","Masuk Alternative Program","""0850211""",9,0,9
"Monroe School District","""0850011""","Masuk High School","""0856111""","*","*",1051
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""",375,0,375
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""","*","*",447
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""",320,9,329
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""","*","*",559
"Montville School District","""0860011""","Mohegan School","""0860111""",274,55,329
"Montville School District","""0860011""","Montville High School","""0866111""",625,11,636
"Montville School District","""0860011""","Oakdale School","""0860511""","*","*",281
"Montville School District","""0860011""","Palmer Academy","""0869011""",23,0,23
"Montville School District","""0860011""","Pre School Program","""0860311""",43,0,43
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""",259,20,279
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",31,0,31
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""",644,21,665
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""",302,13,315
"Naugatuck School District","""0880011""","Genesis Academy","""0880911""","*","*",20
"Naugatuck School District","""0880011""","Head Start","""0888111""",119,0,119
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""",311,21,332
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""",288,35,323
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""",425,22,447
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""",1181,37,1218
"Naugatuck School District","""0880011""","Salem School","""0880611""",246,22,268
"Naugatuck School District","""0880011""","Western School","""0880711""",239,17,256
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",499,0,499
"New Britain School District","""0890011""","Behavior Support (Holmes)","""0891011""",10,0,10
"New Britain School District","""0890011""","Brook Side School","""0899111""",47,7,54
"New Britain School District","""0890011""","CLIMB","""0899411""","*","*",22
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",449,44,493
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""",722,128,850
"New Britain School District","""0890011""","Gaffney School","""0890511""",533,60,593
"New Britain School District","""0890011""","Holmes School","""0890611""",394,100,494
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""",147,0,147
"New Britain School District","""0890011""","Jefferson School","""0890711""",373,82,455
"New Britain School District","""0890011""","KEY Elementary (Gaffney)","""0891611""",43,0,43
"New Britain School District","""0890011""","KEY Middle (Slade)","""0891711""","*","*",14
"New Britain School District","""0890011""","Lincoln School","""0890811""",560,109,669
"New Britain School District","""0890011""","New Britain High School","""0896111""",1810,388,2198
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",44,7,51
"New Britain School District","""0890011""","Northend School","""0890911""",236,18,254
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""",627,164,791
"New Britain School District","""0890011""","Roosevelt Early Learning Center","""0890111""",165,0,165
"New Britain School District","""0890011""","Satellite Careers Academy","""0899511""",124,33,157
"New Britain School District","""0890011""","Slade Middle School","""0895211""",704,103,807
"New Britain School District","""0890011""","Smalley Academy","""0891211""",487,198,685
"New Britain School District","""0890011""","Smith School","""0891311""",499,67,566
"New Britain School District","""0890011""","Sunrise Intermediate (Holmes)","""0890411""","*","*",7
"New Britain School District","""0890011""","Sunrise Primary (Chamberlain)","""0890211""",24,0,24
"New Britain School District","""0890011""","Vance School","""0891511""",463,52,515
"New Canaan School District","""0900011""","East School","""0900411""",534,13,547
"New Canaan School District","""0900011""","New Canaan High School","""0906111""",1257,9,1266
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""",1352,7,1359
"New Canaan School District","""0900011""","South School","""0900211""",533,12,545
"New Canaan School District","""0900011""","West School","""0900311""",518,6,524
"New Fairfield School District","""0910011""","Alternative Learning Center","""0910311""",13,0,13
"New Fairfield School District","""0910011""","Consolidated School","""0910111""",483,19,502
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""","*","*",488
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""","*","*",844
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""","*","*",540
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",278,0,278
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",99,0,99
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""","*","*",66
"New Haven School District","""0930011""","Edgewood School","""0931211""",414,13,427
"New Haven School District","""0930011""","Nathan Hale School","""0931411""",505,45,550
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",431,40,471
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""",514,48,562
"New Haven School District","""0930011""","Beecher School","""0930311""",486,17,503
"New Haven School District","""0930011""","Benjamin Jepson Head Start","""0933411""",12,0,12
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""",480,35,515
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""",428,20,448
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",450,43,493
"New Haven School District","""0930011""","Bishop Woods Self Contained Autism","""0937911""",11,0,11
"New Haven School District","""0930011""","Brennan Rogers School","""0932111""",508,34,542
"New Haven School District","""0930011""","Brennan Rogers Self Contained Autism","""0937211""","*","*",21
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""",361,28,389
"New Haven School District","""0930011""","Celentano Self Contained ID","""0937411""","*","*",11
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",332,186,518
"New Haven School District","""0930011""","Clinton Self Contained ID","""0937811""","*","*",10
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",273,214,487
