"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2016-17"

"",,,,"English Learner Status",,
"Stonington School District","""1370011""","Pawcatuck Middle School","""1375111""","*","*",279
"Stonington School District","""1370011""","SAILS","""1370711""","*",0,"*"
"Stonington School District","""1370011""","Stonington BOE Pre-School","""1370111""",20,0,20
"Stonington School District","""1370011""","Stonington HS PreK","""1370211""",20,0,20
"Stonington School District","""1370011""","Stonington High School","""1376111""","*","*",686
"Stonington School District","""1370011""","West Broad Street School","""1370411""","*","*",141
"Stonington School District","""1370011""","West Vine Street School","""1370611""","*","*",178
"Stratford School District","""1380011""","Eli Whitney School","""1381311""",465,15,480
"Stratford School District","""1380011""","ABA Nichols","""1382511""","*",0,"*"
"Stratford School District","""1380011""","ABA Second Hill Lane","""1380611""","*",0,"*"
"Stratford School District","""1380011""","ABA Whitney","""1382411""",6,0,6
"Stratford School District","""1380011""","ALPHA","""1380511""",31,0,31
"Stratford School District","""1380011""","Bunnell High School","""1386211""",1006,13,1019
"Stratford School District","""1380011""","Chapel School","""1380311""",487,28,515
"Stratford School District","""1380011""","DLC Whitney","""1382311""",6,0,6
"Stratford School District","""1380011""","David Wooster Middle School","""1385211""",528,12,540
"Stratford School District","""1380011""","Franklin STEPS K-2","""1382111""","*",0,"*"
"Stratford School District","""1380011""","Franklin School","""1380411""",253,24,277
"Stratford School District","""1380011""","Harry B. Flood Middle School","""1385311""",568,18,586
"Stratford School District","""1380011""","High School STEPS 9-12","""1382011""",7,0,7
"Stratford School District","""1380011""","High School Sails","""1380711""","*","*",11
"Stratford School District","""1380011""","IPP Class Room - Second Hill Lane","""1382711""","*","*",6
"Stratford School District","""1380011""","IPP Classroom - Johnson","""1381111""","*",0,"*"
"Stratford School District","""1380011""","Johnson House STEPS 3-6","""1381211""",9,0,9
"Stratford School District","""1380011""","Lordship School","""1380811""",256,13,269
"Stratford School District","""1380011""","Middle School STEPS 7-8","""1381911""","*",0,"*"
"Stratford School District","""1380011""","Middle School Sails","""1381811""","*","*",6
"Stratford School District","""1380011""","Nichols School","""1380911""",379,33,412
"Stratford School District","""1380011""","Second Hill Lane School","""1381011""",541,84,625
"Stratford School District","""1380011""","Steps K-2 Nichols","""1382611""","*",0,"*"
"Stratford School District","""1380011""","Stratford Academy - Johnson House","""1381511""",384,17,401
"Stratford School District","""1380011""","Stratford Academy - Victoria Soto School","""1382211""",251,25,276
"Stratford School District","""1380011""","Stratford High School","""1386111""",863,57,920
"Stratford School District","""1380011""","Strive-Stratford","""1389011""","*","*",19
"Stratford School District","""1380011""","Wilcoxson School","""1381411""",331,23,354
"Suffield School District","""1390011""","A. Ward Spaulding School","""1390411""",472,8,480
"Suffield School District","""1390011""","McAlister Intermediate School","""1390311""",462,8,470
"Suffield School District","""1390011""","Suffield High School","""1396111""","*","*",798
"Suffield School District","""1390011""","Suffield Middle School","""1395111""","*","*",523
"The Bridge Academy District","""2690013""","The Bridge Academy","""2696113""",274,7,281
"The Gilbert School District","""9020022""","The Gilbert School","""9026122""",548,14,562
"Thomaston School District","""1400011""","Black Rock School","""1400111""",255,7,262
"Thomaston School District","""1400011""","Thomaston Center School","""1400211""","*","*",205
"Thomaston School District","""1400011""","Thomaston High School","""1406211""","*","*",428
"Thompson School District","""1410011""","District Autism Program","""1410211""","*",0,"*"
"Thompson School District","""1410011""","Mary R. Fisher Elementary School","""1410111""","*","*",411
"Thompson School District","""1410011""","Thompson Middle School","""1415111""","*","*",346
"Thompson School District","""1410011""","Tourtellotte Memorial High School","""1416111""",247,0,247
"Tolland School District","""1420011""","Birch Grove Primary School","""1420111""","*","*",499
"Tolland School District","""1420011""","TALC","""1420311""",9,0,9
"Tolland School District","""1420011""","Tolland High School","""1426111""","*","*",815
"Tolland School District","""1420011""","Tolland Intermediate School","""1420211""","*","*",537
"Tolland School District","""1420011""","Tolland Middle School","""1425111""",602,0,602
"Torrington School District","""1430011""","East School","""1430111""",347,18,365
"Torrington School District","""1430011""","ABC / Forbes School","""1431511""","*",0,"*"
"Torrington School District","""1430011""","ABC / Torringford","""1432411""","*",0,"*"
"Torrington School District","""1430011""","East TPS - PreK - Reg Ed","""1432211""",48,0,48
"Torrington School District","""1430011""","Forbes School","""1430211""",312,61,373
"Torrington School District","""1430011""","Pre-K SpEd","""1431611""",19,0,19
"Torrington School District","""1430011""","Southwest School","""1430811""",274,40,314
"Torrington School District","""1430011""","Torringford Community Outreach","""1432311""","*",0,"*"
"Torrington School District","""1430011""","Torringford School","""1430911""",513,70,583
"Torrington School District","""1430011""","Torrington Expulsion Program","""1431411""","*",0,"*"
"Torrington School District","""1430011""","Torrington High School","""1436111""",846,51,897
"Torrington School District","""1430011""","Torrington Middle School","""1435111""",981,48,1029
"Torrington School District","""1430011""","Vogel-Wetmore School","""1431311""",375,87,462
"Trailblazers Academy District","""2780013""","Trailblazers Academy","""2785113""","*","*",129
"Trumbull School District","""1440011""","Booth Hill School","""1440111""",441,23,464
"Trumbull School District","""1440011""","Daniels Farm School","""1440811""",440,11,451
"Trumbull School District","""1440011""","Educating Learners in Transitional Environments (ELITE)","""1440611""",9,0,9
"Trumbull School District","""1440011""","Frenchtown Elementary School","""1441011""",508,21,529
"Trumbull School District","""1440011""","Hillcrest Middle School","""1445211""",763,9,772
"Trumbull School District","""1440011""","Jane Ryan School","""1440411""",391,15,406
"Trumbull School District","""1440011""","Madison Middle School","""1445111""","*","*",835
"Trumbull School District","""1440011""","Middlebrook School","""1440311""",436,36,472
"Trumbull School District","""1440011""","REACH","""1440511""",15,0,15
"Trumbull School District","""1440011""","Tashua School","""1440911""","*","*",408
"Trumbull School District","""1440011""","Trumbull Alternative School","""1440211""",7,0,7
"Trumbull School District","""1440011""","Trumbull Early Childhood Education Center","""1448011""",232,0,232
"Trumbull School District","""1440011""","Trumbull High School","""1446111""",2054,12,2066
"Unified School District #1","""3360015""","Bridgeport Correctional Center","""3360115""","*",0,"*"
"Unified School District #1","""3360015""","Brooklyn Correctional Institution","""3360215""","*",0,"*"
"Unified School District #1","""3360015""","Cheshire Correctional Institution","""3360315""",13,0,13
"Unified School District #1","""3360015""","Corrigan/Radgowski Correctional Institution","""3362415""",15,0,15
"Unified School District #1","""3360015""","Enfield Correctional Institution","""3360415""","*",0,"*"
"Unified School District #1","""3360015""","Garner Correctional Institution","""3361915""","*",0,"*"
"Unified School District #1","""3360015""","Hartford Correctional Center","""3360615""","*",0,"*"
"Unified School District #1","""3360015""","MacDougall/Walker Correctional Institution","""3362215""","*",0,"*"
"Unified School District #1","""3360015""","Manson Youth Institution","""3361115""",275,0,275
"Unified School District #1","""3360015""","New Haven Correctional Center","""3360915""","*",0,"*"
"Unified School District #1","""3360015""","Northern Correctional Institution","""3362615""",6,0,6
"Unified School District #1","""3360015""","Osborn Correctional Institution","""3361215""","*",0,"*"
"Unified School District #1","""3360015""","Robinson Correctional Institution","""3361315""",6,0,6
"Unified School District #1","""3360015""","Willard/Cybulski Correctional Institution","""3361515""","*",0,"*"
"Unified School District #1","""3360015""","York Correctional Institution","""3362515""",21,0,21
"Unified School District #2","""3470015""","Children's Place School","""3470115""",27,0,27
"Unified School District #2","""3470015""","Riverview School","""3470315""",59,0,59
"Unified School District #2","""3470015""","Virtual Academy","""3470215""","*",0,"*"
"Unified School District #2","""3470015""","Walter G. Cady School","""3476715""",41,0,41
"Union School District","""1450011""","Union Elementary School","""1450111""",68,0,68
"Vernon School District","""3480015""","Hartford Detention Center","""3480315""",9,0,9
"Vernon School District","""1460011""","Northeast School","""1460311""","*","*",282
"Vernon School District","""1460011""","Center Road School","""1461411""",446,31,477
"Vernon School District","""1460011""","Lake Street School","""1460111""","*","*",270
"Vernon School District","""1460011""","Maple Street School","""1460211""","*","*",284
"Vernon School District","""1460011""","Next Step Program (AACBP)","""1469011""",13,0,13
"Vernon School District","""1460011""","Rockville High School","""1466111""",828,19,847
"Vernon School District","""1460011""","Skinner Road School","""1461011""",283,27,310
"Vernon School District","""1460011""","Vernon Center Middle School","""1465111""",697,15,712
"Voluntown School District","""1470011""","Voluntown Elementary School","""1470111""",279,0,279
"Wallingford School District","""1480011""","Highland School","""1480211""",317,17,334
"Wallingford School District","""1480011""","A.R.T.S. Academy","""1489011""",11,0,11
"Wallingford School District","""1480011""","Cook Hill School","""1481011""",327,45,372
"Wallingford School District","""1480011""","Dag Hammarskjold Middle School","""1485211""",699,28,727
"Wallingford School District","""1480011""","Education Enhancement Program","""1480511""",15,0,15
"Wallingford School District","""1480011""","Evarts C. Stevens School","""1480911""",288,34,322
"Wallingford School District","""1480011""","Harvest Park","""1489211""",6,0,6
"Wallingford School District","""1480011""","James H. Moran Middle School","""1485311""",662,14,676
"Wallingford School District","""1480011""","Lyman Hall High School","""1486111""",1010,26,1036
"Wallingford School District","""1480011""","Mark T. Sheehan High School","""1486211""",800,20,820
"Wallingford School District","""1480011""","Moses Y. Beach School","""1480111""",298,26,324
"Wallingford School District","""1480011""","Multi-Vocational Life Skills Program","""1489111""",10,0,10
"Wallingford School District","""1480011""","Parker Farms School","""1480311""",228,34,262
"Wallingford School District","""1480011""","Pond Hill School","""1481211""",289,26,315
"Wallingford School District","""1480011""","Rock Hill School","""1480411""",296,26,322
"Wallingford School District","""1480011""","Yalesville School","""1480811""",308,13,321
"Waterbury School District","""3480015""","Bridgeport Detention Center","""3480115""","*","*","*"
"Waterbury School District","""3480015""","BRAVE","""3481115""","*",0,"*"
"Waterbury School District","""3480015""","SAGE","""3480415""","*",0,"*"
"Waterbury School District","""1510011""","West Side Middle School","""1515211""",838,179,1017
"Waterbury School District","""1510011""","Washington School","""1512311""",273,49,322
"Waterbury School District","""1510011""","B. W. Tinker School","""1512111""",531,64,595
"Waterbury School District","""1510011""","B.W. Tinker BDLC","""1510411""","*","*",17
"Waterbury School District","""1510011""","Bucks Hill Autism","""1514611""",9,0,9
"Waterbury School District","""1510011""","Bucks Hill Bilingual","""1514311""",0,152,152
"Waterbury School District","""1510011""","Bucks Hill School","""1510511""",377,76,453
"Waterbury School District","""1510011""","Bunker Hill BDLC","""1510111""","*","*",22
"Waterbury School District","""1510011""","Bunker Hill School","""1510611""",432,58,490
"Waterbury School District","""1510011""","Carrington ESC","""1511911""",10,0,10
"Waterbury School District","""1510011""","Carrington School","""1512711""",462,35,497
"Waterbury School District","""1510011""","Chase Bilingual","""1514111""",0,104,104
"Waterbury School District","""1510011""","Crosby Autism","""1514511""",6,0,6
"Waterbury School District","""1510011""","Crosby High School","""1516211""",956,181,1137
"Waterbury School District","""1510011""","Driggs School","""1510911""",451,56,507
"Waterbury School District","""1510011""","Duggan School","""1511611""",449,47,496
"Waterbury School District","""1510011""","Enlightenment School","""1519111""",148,20,168
"Waterbury School District","""1510011""","F. J. Kingsbury School","""1511411""",481,44,525
"Waterbury School District","""1510011""","Gilmartin School","""1512611""",427,46,473
"Waterbury School District","""1510011""","H. S. Chase School","""1510711""",573,102,675
"Waterbury School District","""1510011""","Hopeville Bilingual","""1514211""",0,95,95
"Waterbury School District","""1510011""","Hopeville School","""1511311""",297,92,389
"Waterbury School District","""1510011""","John F. Kennedy High School","""1516411""",1053,199,1252
"Waterbury School District","""1510011""","Maloney Interdistrict Magnet School","""1513111""",564,26,590
"Waterbury School District","""1510011""","Maloney Prek","""1519811""",26,0,26
"Waterbury School District","""1510011""","Margaret M. Generali Autism","""1513511""","*","*",29
"Waterbury School District","""1510011""","Margaret M. Generali Elementary School","""1511111""",507,74,581
"Waterbury School District","""1510011""","Michael F. Wallace Autism","""1512911""",7,0,7
"Waterbury School District","""1510011""","Michael F. Wallace Middle School","""1515111""",1025,169,1194
"Waterbury School District","""1510011""","North End ESC","""1511811""",7,0,7
"Waterbury School District","""1510011""","North End Middle School","""1515311""",831,154,985
"Waterbury School District","""1510011""","Reed ESC","""1512411""",18,0,18
"Waterbury School District","""1510011""","Reed School","""1513411""",401,63,464
"Waterbury School District","""1510011""","Regan School","""1512811""",244,18,262
"Waterbury School District","""1510011""","Rotella Interdistrict Magnet School","""1513311""",596,17,613
"Waterbury School District","""1510011""","Special Education Preschool","""1518011""",228,0,228
"Waterbury School District","""1510011""","Sprague School","""1512011""",421,55,476
"Waterbury School District","""1510011""","State Street School","""1519011""",50,18,68
"Waterbury School District","""1510011""","Walsh School","""1512211""",302,58,360
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (High)","""1516011""","*","*",478
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (Middle)","""1515011""",335,6,341
"Waterbury School District","""1510011""","Waterbury Career Academy","""1516711""",840,25,865
"Waterbury School District","""1510011""","Wendell L. Cross School","""1510811""",316,34,350
"Waterbury School District","""1510011""","Wilby ESC","""1511711""",11,0,11
"Waterbury School District","""1510011""","Wilby High School","""1516311""",909,167,1076
"Waterbury School District","""1510011""","Woodrow Wilson BDLC","""1511211""","*","*",15
"Waterbury School District","""1510011""","Woodrow Wilson School","""1513211""",398,54,452
"Waterford School District","""1520011""","Autism Class","""1521111""","*",0,"*"
"Waterford School District","""1520011""","Avery Point Transition Program","""1520311""",8,0,8
"Waterford School District","""1520011""","Clark Lane Middle School","""1525111""",627,10,637
"Waterford School District","""1520011""","Great Neck Elementary School","""1520211""","*","*",300
"Waterford School District","""1520011""","Oswegatchie Elementary School","""1520611""",344,12,356
"Waterford School District","""1520011""","Quaker Hill Elementary School","""1520711""",349,15,364
"Waterford School District","""1520011""","Waterford High School","""1526111""",834,12,846
"Waterford School District","""1520011""","Waterford High School Tutor Center","""1521211""","*",0,"*"
"Watertown School District","""3480015""","Hartford Detention Center","""3480315""",9,0,9
"Watertown School District","""1530011""","Fletcher W. Judson School","""1530311""",287,11,298
"Watertown School District","""1530011""","John Trumbull Primary School","""1530211""",603,36,639
"Watertown School District","""1530011""","Polk School","""1530411""",312,13,325
"Watertown School District","""1530011""","Swift Middle School","""1535111""",649,11,660
"Watertown School District","""1530011""","Watertown High School","""1536111""",830,9,839
"Watertown School District","""1530011""","Watertown Transition Academy","""1530811""","*",0,"*"
"West Hartford School District","""1550011""","Smith School","""1551711""",307,67,374
"West Hartford School District","""1550011""","Achieve","""1559111""","*","*",13
"West Hartford School District","""1550011""","REACH","""1557311""","*","*",40
"West Hartford School District","""1550011""","Aiken School","""1551611""",376,34,410
"West Hartford School District","""1550011""","Braeburn Learning Center","""1559311""","*","*",6
"West Hartford School District","""1550011""","Braeburn School","""1550211""",326,24,350
"West Hartford School District","""1550011""","Bristow Middle School","""1555311""",411,6,417
"West Hartford School District","""1550011""","Bugbee School","""1550411""",402,18,420
"West Hartford School District","""1550011""","Charter Oak International Academy","""1550511""",421,30,451
"West Hartford School District","""1550011""","Conard High School","""1556111""",1422,34,1456
"West Hartford School District","""1550011""","Duffy School","""1550611""",454,34,488
"West Hartford School District","""1550011""","Hall High School","""1556211""",1404,43,1447
"West Hartford School District","""1550011""","King Philip Middle School","""1555111""",948,37,985
"West Hartford School District","""1550011""","Morley School","""1550911""",275,8,283
"West Hartford School District","""1550011""","Norfeldt Learning Center","""1559411""",10,0,10
"West Hartford School District","""1550011""","Norfeldt School","""1551011""",331,12,343
"West Hartford School District","""1550011""","Sedgwick Middle School","""1555211""",845,29,874
"West Hartford School District","""1550011""","Strive-West Hartford","""1559211""","*","*",32
"West Hartford School District","""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","""1559011""","*","*",17
"West Hartford School District","""1550011""","Webster Hill School","""1551211""",365,50,415
"West Hartford School District","""1550011""","Whiting Lane Learning Center","""1559511""","*","*",10
"West Hartford School District","""1550011""","Whiting Lane School","""1551311""",353,43,396
"West Hartford School District","""1550011""","Wolcott Learning Center","""1559611""","*","*",14
"West Hartford School District","""1550011""","Wolcott School","""1551511""",414,44,458
"West Haven School District","""1560011""","Washington School","""1561211""",376,96,472
"West Haven School District","""1560011""","Life Skills","""1560111""","*","*",7
"West Haven School District","""1560011""","ASD Lab","""1561111""","*","*",6
"West Haven School District","""1560011""","Alma E. Pagels School","""1560811""",284,48,332
"West Haven School District","""1560011""","Blended","""1560711""",16,0,16
"West Haven School District","""1560011""","Blended (Molloy)","""1560511""",12,0,12
"West Haven School District","""1560011""","Carrigan 5/6 Intermediate School","""1565311""",848,109,957
"West Haven School District","""1560011""","Edith E. Mackrille School","""1560611""",255,37,292
"West Haven School District","""1560011""","Forest School","""1560311""",341,104,445
"West Haven School District","""1560011""","Harry M. Bailey Middle School","""1565111""",746,60,806
"West Haven School District","""1560011""","PACE","""1560211""","*","*",36
"West Haven School District","""1560011""","Savin Rock Community School","""1561411""",367,106,473
"West Haven School District","""1560011""","Seth G. Haley School","""1560411""",332,75,407
"West Haven School District","""1560011""","West Haven High School","""1566111""",1314,114,1428
"Westbrook School District","""1540011""","Daisy Ingraham School","""1540211""",219,43,262
"Westbrook School District","""1540011""","Westbrook High School","""1546111""",267,6,273
"Westbrook School District","""1540011""","Westbrook Middle School","""1545111""",213,14,227
"Weston School District","""1570011""","Hurlbutt Elementary School","""1570111""",426,15,441
"Weston School District","""1570011""","Weston High School","""1576111""","*","*",814
"Weston School District","""1570011""","Weston Intermediate School","""1570211""","*","*",521
"Weston School District","""1570011""","Weston Middle School","""1575111""","*","*",586
"Westport School District","""1580011""","Bedford Middle School","""1585111""","*","*",857
"Westport School District","""1580011""","CES Segregated","""1580111""",7,0,7
"Westport School District","""1580011""","Coleytown Elementary School","""1580311""",363,8,371
"Westport School District","""1580011""","Coleytown Middle School","""1585311""","*","*",513
"Westport School District","""1580011""","Green's Farms School","""1580411""","*","*",418
"Westport School District","""1580011""","Green's Farms Segregated","""1580211""","*",0,"*"
"Westport School District","""1580011""","King's Highway Elementary School","""1580511""",484,6,490
"Westport School District","""1580011""","King's Highway Segregated","""1580611""","*",0,"*"
"Westport School District","""1580011""","Long Lots School","""1580711""",537,8,545
"Westport School District","""1580011""","Saugatuck Elementary School","""1580811""",474,9,483
"Westport School District","""1580011""","Staples High School","""1586111""",1846,7,1853
"Westport School District","""1580011""","Stepping Stones Preschool","""1588011""",54,0,54
"Wethersfield School District","""1590011""","Alfred W. Hanmer School","""1590811""",296,43,339
"Wethersfield School District","""1590011""","Charles Wright School","""1591011""",252,67,319
"Wethersfield School District","""1590011""","Emerson-Williams School","""1590211""",360,50,410
"Wethersfield School District","""1590011""","Highcrest School","""1591111""",390,35,425
"Wethersfield School District","""1590011""","Samuel B. Webb Elementary School","""1591211""",313,32,345
"Wethersfield School District","""1590011""","Silas Deane Middle School","""1595211""",537,23,560
"Wethersfield School District","""1590011""","Wethersfield High School","""1596111""",1126,26,1152
"Wethersfield School District","""1590011""","Wethersfield Transition Academy","""1590111""","*","*",15
"Willington School District","""1600011""","Center School","""1600111""","*","*",242
"Willington School District","""1600011""","Hall Memorial School","""1605111""","*","*",184
"Wilton School District","""1610011""","Middlebrook School","""1615211""","*","*",1014
"Wilton School District","""1610011""","Cider Mill School","""1610711""","*","*",886
"Wilton School District","""1610011""","Miller-Driscoll School","""1610511""","*","*",817
"Wilton School District","""1610011""","Wilton High School","""1616111""","*","*",1331
"Winchester School District","""1620011""","Batcheller Early Education Center","""1620411""",199,19,218
"Winchester School District","""1620011""","Pearson Middle School","""1625111""",293,25,318
"Windham School District","""1630011""","Assisted Work Program","""1631211""","*","*",9
"Windham School District","""1630011""","Charles H. Barrows STEM Academy","""1630411""",493,67,560
"Windham School District","""1630011""","Early Headstart","""1638011""",36,0,36
"Windham School District","""1630011""","Natchaug School","""1630111""",212,102,314
"Windham School District","""1630011""","North Windham ASD Program","""1630811""","*","*",6
"Windham School District","""1630011""","North Windham School","""1630311""",317,158,475
"Windham School District","""1630011""","Sweeney ASD Program","""1631111""",6,0,6
"Windham School District","""1630011""","Sweeney Medically Fragile Program","""1630911""","*","*","*"
"Windham School District","""1630011""","W. B. Sweeney School","""1630611""",161,99,260
"Windham School District","""1630011""","Windham Center School","""1630511""",186,93,279
"Windham School District","""1630011""","Windham Early Childhood Prospect Street","""1638311""",178,0,178
"Windham School District","""1630011""","Windham Early Childhood Tuckie Road","""1631011""",48,0,48
"Windham School District","""1630011""","Windham High School","""1636111""",415,166,581
"Windham School District","""1630011""","Windham Middle School","""1635111""",409,147,556
"Windsor Locks School District","""1650011""","North Street School","""1650111""",409,26,435
"Windsor Locks School District","""1650011""","Pine Meadow Academy","""1650611""",34,0,34
"Windsor Locks School District","""1650011""","RISE Transition Academy","""1650211""",11,0,11
"Windsor Locks School District","""1650011""","South Elementary School","""1650411""",312,28,340
"Windsor Locks School District","""1650011""","Windsor Locks High School","""1656111""",387,12,399
"Windsor Locks School District","""1650011""","Windsor Locks Middle School","""1655111""",338,8,346
"Windsor School District","""1640011""","Clover Street School","""1640111""",255,16,271
"Windsor School District","""1640011""","Community Based Transition Academy","""1640211""",15,0,15
"Windsor School District","""1640011""","Expulsion","""1640411""","*",0,"*"
"Windsor School District","""1640011""","John F. Kennedy School","""1640811""",352,22,374
"Windsor School District","""1640011""","Oliver Ellsworth School","""1640911""",339,27,366
"Windsor School District","""1640011""","Poquonock Elementary School","""1640511""",287,16,303
"Windsor School District","""1640011""","Sage Park Middle School","""1645311""",666,22,688
"Windsor School District","""1640011""","Spark","""1640311""","*","*",17
"Windsor School District","""1640011""","Windsor High School","""1646111""",1109,29,1138
"Wolcott School District","""1660011""","ABC Classroom","""1660311""","*",0,"*"
"Wolcott School District","""1660011""","Alcott School","""1660611""",261,14,275
"Wolcott School District","""1660011""","Frisbie School","""1660211""",282,17,299
"Wolcott School District","""1660011""","Phoenix Program","""1660411""","*",0,"*"
"Wolcott School District","""1660011""","Tyrrell Middle School","""1665111""","*","*",572
"Wolcott School District","""1660011""","Wakelee School","""1660511""",323,16,339
"Wolcott School District","""1660011""","Wolcott High School","""1666111""","*","*",788
"Woodbridge School District","""1670011""","Beecher Road School","""1670311""",764,10,774
"Woodstock Academy District","""9030022""","Woodstock Academy","""9036122""",1065,0,1065
"Woodstock School District","""1690011""","Woodstock Elementary School","""1690211""","*","*",430
"Woodstock School District","""1690011""","Woodstock Middle School","""1695111""",408,0,408

