"Student Counts by School and Race"
"All Districts, All Schools"
"2010-11"

"",,,,"Race",,,,,,,
"South Windsor School District","""1320011""","South Windsor High School","""1326211""","*",117,76,88,"*",18,1235,1539
"South Windsor School District","""1320011""","Timothy Edwards School","""1325111""","*",109,52,80,"*",20,823,1088
"South Windsor School District","""1320011""","Wapping Elementary School","""1320411""",0,30,16,22,"*","*",222,293
"Southington School District","""1310011""","John F. Kennedy Middle School","""1315311""","*",21,"*",29,0,12,765,836
"Southington School District","""1310011""","Derynoski Elementary School","""1311511""",0,"*","*",43,0,18,602,683
"Southington School District","""1310011""","Flanders Elementary School","""1311311""",0,"*","*",26,0,13,238,290
"Southington School District","""1310011""","Hatton Elementary School","""1310211""",0,"*","*",27,0,15,376,427
"Southington School District","""1310011""","Joseph A. Depaolo Middle School","""1315111""",0,21,10,65,0,22,616,734
"Southington School District","""1310011""","Plantsville Elementary School","""1310611""",0,"*",13,"*",0,9,249,280
"Southington School District","""1310011""","South End Elementary School","""1310711""",0,6,6,18,0,15,200,245
"Southington School District","""1310011""","Southington High School","""1316211""","*",66,51,95,0,"*",1812,2051
"Southington School District","""1310011""","Strong Elementary School","""1310811""",0,14,12,"*","*",15,343,396
"Southington School District","""1310011""","Thalberg Elementary School","""1310911""","*",34,"*",20,0,11,381,449
"Southington School District","""1310011""","Urbin T. Kelley School","""1311411""",0,19,"*",18,"*","*",364,407
"Sprague School District","""1330011""","Sayles School","""1330111""","*","*",7,36,0,44,280,371
"Stafford School District","""1340011""","Stafford Elementary School","""1340611""","*",10,"*",28,"*",11,444,502
"Stafford School District","""1340011""","Stafford High School","""1346111""",0,10,6,14,0,14,514,558
"Stafford School District","""1340011""","Stafford Middle School","""1345211""",0,"*","*",17,0,6,386,416
"Stafford School District","""1340011""","Staffordville School","""1340311""",0,"*","*",15,0,"*",167,190
"Stafford School District","""1340011""","West Stafford School","""1340411""",6,"*","*",9,0,12,159,188
"Stamford Academy District","""2820013""","Stamford Academy","""2826013""","*","*",91,40,0,"*","*",137
"Stamford School District","""1350011""","Cloonan School","""1355611""",0,"*",129,182,0,"*",235,598
"Stamford School District","""1350011""","Davenport Ridge School","""1352011""",0,"*",141,142,0,"*",215,554
"Stamford School District","""1350011""","Dolan School","""1355311""",0,"*",125,205,0,"*",205,553
"Stamford School District","""1350011""","Hart School","""1352211""",0,"*",123,194,0,"*",111,504
"Stamford School District","""1350011""","Julia A. Stark School","""1351211""",0,44,117,235,0,12,124,532
"Stamford School District","""1350011""","K. T. Murphy School","""1350511""",0,71,76,266,0,6,121,540
"Stamford School District","""1350011""","Newfield School","""1350611""",0,72,114,186,0,9,263,644
"Stamford School District","""1350011""","Northeast School","""1351811""",0,45,86,253,0,7,338,729
"Stamford School District","""1350011""","Preschool Team","""1358011""",0,"*","*",17,0,0,"*",25
"Stamford School District","""1350011""","Rippowam Middle School","""1355811""",0,"*",165,196,0,"*",250,644
"Stamford School District","""1350011""","Rogers International School","""1350811""",0,32,99,277,0,9,330,747
"Stamford School District","""1350011""","Roxbury School","""1350911""",0,"*",164,198,0,"*",247,656
"Stamford School District","""1350011""","Scofield Middle School","""1355711""","*",63,109,206,0,"*",249,631
"Stamford School District","""1350011""","Springdale School","""1351111""",0,33,72,251,0,6,223,585
"Stamford School District","""1350011""","Stamford High School","""1356111""",0,"*",506,493,0,"*",718,1811
"Stamford School District","""1350011""","Stillmeadow School","""1352111""","*",47,99,259,0,"*",231,648
"Stamford School District","""1350011""","The Academy of Information Technology","""1356411""",0,67,134,147,0,8,324,680
"Stamford School District","""1350011""","Toquam Magnet School","""1351911""",0,"*",124,227,0,"*",192,623
"Stamford School District","""1350011""","Turn of River School","""1355511""",0,"*",92,217,0,"*",223,572
"Stamford School District","""1350011""","Westhill High School","""1356311""",0,132,499,810,0,7,862,2310
"Stamford School District","""1350011""","Westover School","""1351411""",0,104,199,200,0,6,209,718
"Sterling School District","""1360011""","Sterling Community School","""1360311""","*","*","*",14,0,16,449,482
"Stonington School District","""1370011""","Deans Mill School","""1370511""",0,22,"*",15,0,"*",469,515
"Stonington School District","""1370011""","Mystic Middle School","""1375211""",0,11,9,10,0,11,400,441
"Stonington School District","""1370011""","Pawcatuck Middle School","""1375111""",0,11,9,10,0,0,319,349
"Stonington School District","""1370011""","Special Needs Preschool Program","""1378011""",0,0,0,"*",0,0,"*",24
"Stonington School District","""1370011""","Stonington High School","""1376111""","*",20,18,6,0,"*",732,781
"Stonington School District","""1370011""","West Broad Street School","""1370411""",0,"*","*",6,0,0,150,163
"Stonington School District","""1370011""","West Vine Street School","""1370611""",0,"*",6,10,0,"*",193,219
"Stratford School District","""1380011""","Eli Whitney School","""1381311""","*",17,88,130,"*","*",292,532
"Stratford School District","""1380011""","Bunnell High School","""1386211""","*",27,250,273,0,"*",661,1233
"Stratford School District","""1380011""","Chapel School","""1380311""",0,26,122,113,0,12,274,547
"Stratford School District","""1380011""","David Wooster Middle School","""1385211""","*",7,144,163,"*",20,228,564
"Stratford School District","""1380011""","Franklin School","""1380411""",0,8,73,107,0,7,113,308
"Stratford School District","""1380011""","Harry B. Flood Middle School","""1385311""","*",16,119,159,0,"*",288,597
"Stratford School District","""1380011""","Honeyspot School","""1381611""",0,15,48,56,0,8,120,247
"Stratford School District","""1380011""","Lordship School","""1380811""",0,"*",66,45,0,"*",92,213
"Stratford School District","""1380011""","Nichols School","""1380911""","*",19,76,138,0,"*",182,422
"Stratford School District","""1380011""","Second Hill Lane School","""1381011""","*",23,127,207,0,"*",323,698
"Stratford School District","""1380011""","Secondary STEPS Program","""1389111""",0,0,9,"*",0,0,"*",14
"Stratford School District","""1380011""","Stratford Academy - Johnson House","""1381511""",0,13,107,92,0,8,240,460
"Stratford School District","""1380011""","Stratford High School","""1386111""","*",28,290,261,0,"*",461,1044
"Stratford School District","""1380011""","Strive-Stratford","""1389011""",0,"*","*","*",0,0,7,14
"Stratford School District","""1380011""","Wilcoxson School","""1381411""",0,17,61,90,0,13,210,391
"Suffield School District","""1390011""","A. Ward Spaulding School","""1390411""","*","*",16,18,0,0,451,494
"Suffield School District","""1390011""","McAlister Intermediate School","""1390311""","*","*",13,17,0,0,514,554
"Suffield School District","""1390011""","Suffield High School","""1396111""","*","*",28,31,0,0,785,858
"Suffield School District","""1390011""","Suffield Middle School","""1395111""",0,20,21,"*",0,"*",542,600
"The Bridge Academy District","""2690013""","The Bridge Academy","""2696113""","*","*",134,98,"*",30,"*",271
"The Gilbert School District","""9020022""","The Gilbert School","""9026122""",0,"*",11,36,0,"*",267,325
"Thomaston School District","""1400011""","Black Rock School","""1400111""",0,"*","*",6,0,7,321,340
"Thomaston School District","""1400011""","Thomaston Center School","""1400211""",0,"*",7,7,0,"*",237,256
"Thomaston School District","""1400011""","Thomaston High School","""1406211""","*","*","*",16,0,0,498,522
"Thompson School District","""1410011""","Mary R. Fisher Elementary School","""1410111""","*","*","*",21,0,14,438,481
"Thompson School District","""1410011""","Thompson Middle School","""1415111""","*",0,"*",12,0,11,395,420
"Thompson School District","""1410011""","Tourtellotte Memorial High School","""1416111""","*",0,"*",8,0,"*",351,362
"Tolland School District","""1420011""","Birch Grove Primary School","""1420111""","*",21,"*",18,0,0,607,657
"Tolland School District","""1420011""","Tolland High School","""1426111""","*",28,15,"*",0,0,888,939
"Tolland School District","""1420011""","Tolland Intermediate School","""1420211""","*",22,"*",18,0,0,653,707
"Tolland School District","""1420011""","Tolland Middle School","""1425111""","*",28,16,"*",0,0,687,749
"Torrington School District","""1430011""","East School","""1430111""","*",11,12,30,0,"*",386,446
"Torrington School District","""1430011""","Forbes School","""1430211""",0,11,14,117,0,19,237,398
"Torrington School District","""1430011""","Southwest School","""1430811""",0,12,15,63,0,12,221,323
"Torrington School District","""1430011""","Torringford School","""1430911""","*",33,23,62,"*",11,536,669
"Torrington School District","""1430011""","Torrington High School","""1436111""","*",42,74,172,0,"*",789,1088
"Torrington School District","""1430011""","Torrington Middle School","""1435111""","*",25,43,183,"*",30,850,1134
"Torrington School District","""1430011""","Vogel-Wetmore School","""1431311""",0,14,29,153,0,22,233,451
"Trailblazers Academy District","""2780013""","Trailblazers Academy","""2785113""",0,0,89,66,0,0,7,162
"Trumbull School District","""1440011""","Booth Hill School","""1440111""",7,31,21,29,0,0,447,535
"Trumbull School District","""1440011""","Daniels Farm School","""1440811""","*",35,"*",14,0,0,435,498
"Trumbull School District","""1440011""","Frenchtown Elementary School","""1441011""","*",65,"*",58,0,0,489,644
"Trumbull School District","""1440011""","Hillcrest Middle School","""1445211""","*",54,"*",45,0,0,618,747
"Trumbull School District","""1440011""","Jane Ryan School","""1440411""",0,21,8,20,0,0,353,402
"Trumbull School District","""1440011""","Madison Middle School","""1445111""",0,61,29,50,0,0,733,873
"Trumbull School District","""1440011""","Middlebrook School","""1440311""","*","*",34,52,0,0,374,486
"Trumbull School District","""1440011""","Tashua School","""1440911""","*",34,"*",18,0,0,347,409
"Trumbull School District","""1440011""","Trumbull Early Childhood Education Center","""1448011""",0,15,8,27,0,0,181,231
"Trumbull School District","""1440011""","Trumbull High School","""1446111""","*","*",127,151,0,0,1768,2150
"Unified School District #1","""3360015""","Bergin Correctional Institution","""3361715""",0,0,8,"*",0,0,"*",19
"Unified School District #1","""3360015""","Bridgeport Correctional Center","""3360115""",0,0,"*","*",0,0,0,11
"Unified School District #1","""3360015""","Brooklyn Correctional Institution","""3360215""",0,0,0,"*",0,0,0,"*"
"Unified School District #1","""3360015""","Cheshire Correctional Institution","""3360315""",0,0,24,"*",0,0,"*",38
"Unified School District #1","""3360015""","Corrigan/Radgowski Correctional Institution","""3362415""",0,0,19,18,0,0,6,43
"Unified School District #1","""3360015""","Enfield Correctional Institution","""3360415""",0,0,10,"*",0,0,"*",15
"Unified School District #1","""3360015""","Garner Correctional Institution","""3361915""",0,0,8,"*",0,0,"*",18
"Unified School District #1","""3360015""","Gates Correctional Institution","""3360515""",0,0,"*",7,0,0,"*",11
"Unified School District #1","""3360015""","Hartford Correctional Center","""3360615""",0,0,"*",27,0,0,"*",41
"Unified School District #1","""3360015""","MacDougall/Walker Correctional Institution","""3362215""",0,"*",37,11,0,0,"*",53
"Unified School District #1","""3360015""","Manson Youth Institution","""3361115""",0,"*",237,153,0,0,"*",445
"Unified School District #1","""3360015""","New Haven Correctional Center","""3360915""",0,0,"*","*",0,0,0,17
"Unified School District #1","""3360015""","Northern Correctional Institution","""3362615""",0,0,10,"*",0,0,"*",16
"Unified School District #1","""3360015""","Osborn Correctional Institution","""3361215""",0,0,"*",8,0,0,"*",14
"Unified School District #1","""3360015""","Robinson Correctional Institution","""3361315""",0,0,16,"*",0,0,"*",24
"Unified School District #1","""3360015""","Willard/Cybulski Correctional Institution","""3361515""",0,0,8,"*",0,0,"*",13
"Unified School District #1","""3360015""","York Correctional Institution","""3362515""",0,"*",19,8,0,0,"*",36
"Unified School District #2","""3470015""","Children's Place School","""3470115""",0,0,7,9,0,"*","*",23
"Unified School District #2","""3470015""","Riverview School","""3470315""","*",0,16,24,0,"*",22,64
"Unified School District #2","""3470015""","Walter G. Cady School","""3476715""",0,0,62,42,0,"*","*",117
"Union School District","""1450011""","Union Elementary School","""1450111""",0,0,"*",0,0,0,"*",81
"Vernon School District","""1460011""","Northeast School","""1460311""","*",13,29,57,0,"*",196,299
"Vernon School District","""1460011""","Center Road School","""1461411""","*",27,41,47,0,"*",378,504
"Vernon School District","""1460011""","Lake Street School","""1460111""","*",13,30,20,0,"*",220,287
"Vernon School District","""1460011""","Maple Street School","""1460211""",0,6,67,78,0,6,152,309
"Vernon School District","""1460011""","Next Step Program (AACBP)","""1469011""",0,0,"*","*",0,0,10,15
"Vernon School District","""1460011""","Rockville High School","""1466111""","*","*",127,86,0,0,765,1060
"Vernon School District","""1460011""","Skinner Road School","""1461011""","*",23,57,39,0,"*",224,350
"Vernon School District","""1460011""","Vernon Center Middle School","""1465111""","*","*",109,86,0,0,549,772
"Voluntown School District","""1470011""","Voluntown Elementary School","""1470111""","*","*","*",12,0,20,272,312
"Wallingford School District","""1480011""","Highland School","""1480211""","*",26,"*",45,0,"*",275,352
"Wallingford School District","""1480011""","A.R.T.S. Academy","""1489011""",0,0,0,"*",0,0,"*",7
"Wallingford School District","""1480011""","Cook Hill School","""1481011""","*",27,15,73,0,"*",274,391
"Wallingford School District","""1480011""","Dag Hammarskjold Middle School","""1485211""","*",27,20,79,0,"*",583,713
"Wallingford School District","""1480011""","Evarts C. Stevens School","""1480911""",0,20,"*",73,0,"*",278,381
"Wallingford School District","""1480011""","Harvest Park","""1489211""",0,0,0,0,0,0,"*","*"
"Wallingford School District","""1480011""","James H. Moran Middle School","""1485311""",0,44,17,84,0,0,669,814
"Wallingford School District","""1480011""","Lyman Hall High School","""1486111""",0,39,31,147,0,0,923,1140
"Wallingford School District","""1480011""","Mark T. Sheehan High School","""1486211""","*",36,"*",83,0,0,803,949
"Wallingford School District","""1480011""","Moses Y. Beach School","""1480111""","*",15,"*",69,0,0,288,376
"Wallingford School District","""1480011""","Multi-Vocational Life Skills Program","""1489111""",0,0,0,"*",0,0,"*",7
"Wallingford School District","""1480011""","Parker Farms School","""1480311""",0,21,"*",49,0,"*",253,342
"Wallingford School District","""1480011""","Pond Hill School","""1481211""",0,11,11,63,0,0,252,337
"Wallingford School District","""1480011""","Rock Hill School","""1480411""","*",21,"*",56,0,0,267,357
"Wallingford School District","""1480011""","Yalesville School","""1480811""",0,28,"*",30,0,"*",316,383
"Waterbury School District","""1510011""","Brooklyn Elementary School","""1511011""",0,"*",39,111,0,"*",27,189
"Waterbury School District","""1510011""","West Side Middle School","""1515211""","*","*",301,542,"*",35,263,1147
"Waterbury School District","""1510011""","Washington School","""1512311""","*","*",49,221,0,"*",35,318
"Waterbury School District","""1510011""","B. W. Tinker School","""1512111""","*","*",94,202,0,24,181,509
"Waterbury School District","""1510011""","Barnard School","""1510311""","*","*",60,134,0,7,58,264
"Waterbury School District","""1510011""","Bucks Hill School","""1510511""","*","*",154,309,0,22,67,560
"Waterbury School District","""1510011""","Bunker Hill School","""1510611""","*",11,157,214,0,"*",94,486
"Waterbury School District","""1510011""","Carrington School","""1512711""",0,"*",75,257,0,"*",146,488
"Waterbury School District","""1510011""","Crosby High School","""1516211""","*",45,440,589,0,"*",304,1388
"Waterbury School District","""1510011""","Driggs School","""1510911""","*","*",164,287,0,9,67,530
"Waterbury School District","""1510011""","Enlightenment School","""1519111""",0,0,54,81,0,0,15,150
"Waterbury School District","""1510011""","F. J. Kingsbury School","""1511411""","*","*",151,237,0,0,74,473
"Waterbury School District","""1510011""","Gilmartin School","""1512611""","*","*",93,159,0,8,59,330
"Waterbury School District","""1510011""","H. S. Chase School","""1510711""","*",17,171,312,0,"*",208,716
"Waterbury School District","""1510011""","Hopeville School","""1511311""","*","*",70,270,0,"*",69,419
"Waterbury School District","""1510011""","John F. Kennedy High School","""1516411""",9,27,294,594,0,8,436,1368
"Waterbury School District","""1510011""","Maloney Interdistrict Magnet School","""1513111""",6,14,114,154,0,27,292,607
"Waterbury School District","""1510011""","Margaret M. Generali Elementary School","""1511111""","*","*",122,240,0,17,167,557
"Waterbury School District","""1510011""","Michael F. Wallace Middle School","""1515111""","*",29,335,672,"*",61,237,1348
"Waterbury School District","""1510011""","North End Middle School","""1515311""","*",14,391,620,"*",19,157,1206
"Waterbury School District","""1510011""","Regan School","""1512811""",0,"*",101,122,0,"*",54,280
"Waterbury School District","""1510011""","Rotella Interdistrict Magnet School","""1513311""",0,17,90,154,0,42,313,616
"Waterbury School District","""1510011""","Special Education Preschool","""1518011""","*","*",36,110,0,"*",54,208
"Waterbury School District","""1510011""","Sprague School","""1512011""",0,"*",100,238,0,"*",33,376
"Waterbury School District","""1510011""","State Street School","""1519011""",0,0,23,43,0,"*","*",77
"Waterbury School District","""1510011""","Walsh School","""1512211""","*","*",214,304,0,8,36,567
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (High)","""1516011""","*","*",109,110,0,30,223,481
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (Middle)","""1515011""",0,"*",55,96,"*",25,138,319
"Waterbury School District","""1510011""","Wendell L. Cross School","""1510811""",9,9,70,168,0,7,111,374
"Waterbury School District","""1510011""","Wilby High School","""1516311""","*",16,511,626,0,"*",142,1306
"Waterbury School District","""1510011""","Woodrow Wilson School","""1513211""","*","*",131,242,0,0,41,418
"Waterford School District","""1520011""","Clark Lane Middle School","""1525111""","*",42,36,48,0,"*",552,689
"Waterford School District","""1520011""","Great Neck Elementary School","""1520211""","*",17,8,24,0,"*",333,384
"Waterford School District","""1520011""","Oswegatchie Elementary School","""1520611""","*",27,"*",21,0,0,338,404
"Waterford School District","""1520011""","Quaker Hill Elementary School","""1520711""","*",32,11,32,0,"*",281,366
"Waterford School District","""1520011""","Waterford High School","""1526111""","*",52,46,77,0,"*",773,959
"Watertown School District","""1530011""","Fletcher W. Judson School","""1530311""","*","*","*",24,0,6,309,349
"Watertown School District","""1530011""","John Trumbull Primary School","""1530211""",0,16,16,47,0,12,606,697
"Watertown School District","""1530011""","Polk School","""1530411""",0,11,10,30,0,8,309,368
"Watertown School District","""1530011""","Swift Middle School","""1535111""","*",21,"*",40,0,21,663,760
"Watertown School District","""1530011""","Watertown High School","""1536111""","*",22,20,39,0,"*",909,1001
"West Hartford School District","""1550011""","Smith School","""1551711""",0,66,51,131,0,20,95,363
"West Hartford School District","""1550011""","Achieve","""1559111""",0,0,0,"*",0,0,"*","*"
"West Hartford School District","""1550011""","Aiken School","""1551611""",0,77,28,32,"*","*",291,444
"West Hartford School District","""1550011""","Braeburn School","""1550211""",0,25,31,36,0,15,325,432
"West Hartford School District","""1550011""","Bristow Middle School","""1555311""","*",32,33,65,0,"*",275,423
"West Hartford School District","""1550011""","Bugbee School","""1550411""","*",25,16,"*","*",11,360,419
"West Hartford School District","""1550011""","Charter Oak International Academy","""1550511""","*",72,45,124,0,"*",60,314
"West Hartford School District","""1550011""","Conard High School","""1556111""","*",147,150,300,"*",33,918,1552
"West Hartford School District","""1550011""","Duffy School","""1550611""",0,25,30,29,0,26,449,559
"West Hartford School District","""1550011""","Hall High School","""1556211""","*",149,161,225,0,"*",1020,1572
"West Hartford School District","""1550011""","King Philip Middle School","""1555111""",6,89,81,109,0,23,571,879
"West Hartford School District","""1550011""","Morley School","""1550911""",0,25,22,27,0,8,295,377
"West Hartford School District","""1550011""","Norfeldt School","""1551011""","*",60,21,19,0,"*",298,413
"West Hartford School District","""1550011""","Sedgwick Middle School","""1555211""","*",102,104,171,0,"*",526,924
"West Hartford School District","""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","""1559011""",0,0,"*",0,0,0,"*",12
"West Hartford School District","""1550011""","Webster Hill School","""1551211""","*",54,44,82,0,"*",274,470
"West Hartford School District","""1550011""","Whiting Lane School","""1551311""",0,51,62,97,0,18,323,551
"West Hartford School District","""1550011""","Wolcott School","""1551511""","*",79,34,99,0,"*",278,513
"West Haven School District","""1560011""","Washington School","""1561211""",0,8,92,169,0,20,170,459
"West Haven School District","""1560011""","Alma E. Pagels School","""1560811""","*",29,91,82,0,"*",180,400
"West Haven School District","""1560011""","Carrigan 5/6 Intermediate School","""1565311""",0,24,217,267,0,50,391,949
"West Haven School District","""1560011""","Edith E. Mackrille School","""1560611""","*",21,66,100,0,"*",192,399
"West Haven School District","""1560011""","Forest School","""1560311""",0,20,129,190,0,20,105,464
"West Haven School District","""1560011""","Harry M. Bailey Middle School","""1565111""","*","*",209,295,0,33,421,991
"West Haven School District","""1560011""","Savin Rock Community School","""1561411""","*","*",128,224,0,24,128,517
"West Haven School District","""1560011""","Seth G. Haley School","""1560411""",0,20,54,123,0,20,254,471
"West Haven School District","""1560011""","West Haven High School","""1566111""","*",54,368,369,0,"*",721,1545
"Westbrook School District","""1540011""","Daisy Ingraham School","""1540211""","*","*",0,29,0,0,298,336
"Westbrook School District","""1540011""","Westbrook High School","""1546111""",0,7,"*",9,0,"*",283,301
"Westbrook School District","""1540011""","Westbrook Middle School","""1545111""","*",6,"*",18,0,6,277,309
"Weston School District","""1570011""","Hurlbutt Elementary School","""1570111""",0,21,9,13,0,27,472,542
"Weston School District","""1570011""","Weston High School","""1576111""",0,22,"*",23,0,"*",723,780
"Weston School District","""1570011""","Weston Intermediate School","""1570211""","*",29,"*",22,0,9,524,594
"Weston School District","""1570011""","Weston Middle School","""1575111""",0,20,11,16,0,10,550,607
"Westport School District","""1580011""","Bedford Middle School","""1585111""","*",46,16,43,0,"*",725,833
"Westport School District","""1580011""","Coleytown Elementary School","""1580311""",0,22,7,8,0,7,433,477
"Westport School District","""1580011""","Coleytown Middle School","""1585311""","*",14,8,8,0,"*",459,491
"Westport School District","""1580011""","Green's Farms School","""1580411""",0,29,"*",21,0,"*",398,465
"Westport School District","""1580011""","King's Highway Elementary School","""1580511""",0,24,"*",10,0,"*",443,486
"Westport School District","""1580011""","Long Lots School","""1580711""",0,37,10,30,0,10,519,606
"Westport School District","""1580011""","Saugatuck Elementary School","""1580811""",0,15,"*",17,0,"*",487,530
"Westport School District","""1580011""","Staples High School","""1586111""","*",75,35,51,0,"*",1666,1832
"Westport School District","""1580011""","Stepping Stones Preschool","""1588011""",0,"*","*",0,0,"*",48,55
"Wethersfield School District","""1590011""","Alfred W. Hanmer School","""1590811""",0,18,21,51,"*","*",299,395
"Wethersfield School District","""1590011""","Charles Wright School","""1591011""","*",22,16,72,0,"*",206,324
"Wethersfield School District","""1590011""","Emerson-Williams School","""1590211""","*",20,8,64,0,"*",347,449
"Wethersfield School District","""1590011""","Highcrest School","""1591111""",0,16,20,46,0,7,330,419
"Wethersfield School District","""1590011""","Samuel B. Webb Elementary School","""1591211""",0,"*",17,53,0,"*",319,410
"Wethersfield School District","""1590011""","Silas Deane Middle School","""1595211""",0,34,"*",82,0,"*",469,619
"Wethersfield School District","""1590011""","Wethersfield High School","""1596111""","*",42,60,182,0,"*",889,1180
"Willington School District","""1600011""","Center School","""1600111""",0,"*",0,17,0,"*",186,211
"Willington School District","""1600011""","Hall Memorial School","""1605111""",0,"*","*",21,"*","*",270,300
"Wilton School District","""1610011""","Middlebrook School","""1615211""","*",66,"*",27,0,9,920,1033
"Wilton School District","""1610011""","Cider Mill School","""1610711""","*",60,14,25,0,"*",913,1022
"Wilton School District","""1610011""","Miller-Driscoll School","""1610511""",0,63,"*",32,"*",15,864,988
"Wilton School District","""1610011""","Wilton High School","""1616111""",0,64,"*",28,0,"*",1161,1276
"Winchester School District","""1620011""","Batcheller - Bridges 1","""1629211""",0,0,0,0,0,0,"*","*"
"Winchester School District","""1620011""","Batcheller Early Education Center","""1620411""",0,0,7,11,0,0,100,118
"Winchester School District","""1620011""","Mary P. Hinsdale School","""1620211""",0,"*",14,14,0,"*",373,403
"Winchester School District","""1620011""","Pearson Middle School","""1625111""",7,"*",21,39,"*",0,345,422
"Windham School District","""1630011""","Early Headstart","""1638011""",0,0,"*",24,0,0,"*",32
"Windham School District","""1630011""","Natchaug School","""1630111""",0,"*",20,150,0,"*",72,253
"Windham School District","""1630011""","North Windham School","""1630311""","*","*",26,250,0,14,128,423
"Windham School District","""1630011""","Partial Day Program","""1638411""",0,0,"*",8,0,0,"*",10
"Windham School District","""1630011""","W. B. Sweeney School","""1630611""","*","*",20,239,0,13,62,341
"Windham School District","""1630011""","Windham Center School","""1630511""",0,"*","*",189,0,7,109,310
"Windham School District","""1630011""","Windham Early Childhood Prospect Street","""1638311""",0,"*",6,159,0,"*",40,209
"Windham School District","""1630011""","Windham High School","""1636111""","*",11,49,457,0,"*",286,811
"Windham School District","""1630011""","Windham Middle School","""1635111""",7,13,57,631,0,10,268,986
"Windsor Locks School District","""1650011""","North Street School","""1650111""",0,46,41,49,"*","*",296,449
"Windsor Locks School District","""1650011""","South Elementary School","""1650411""",0,46,40,"*",0,"*",261,378
"Windsor Locks School District","""1650011""","Windsor Locks High School","""1656111""","*",47,46,"*",0,0,416,544
"Windsor Locks School District","""1650011""","Windsor Locks Middle School","""1655111""","*",33,40,31,0,"*",304,414
"Windsor School District","""1640011""","Clover Street School","""1640111""",0,21,141,29,0,15,73,279
"Windsor School District","""1640011""","John F. Kennedy School","""1640811""",0,15,172,77,0,17,43,324
"Windsor School District","""1640011""","Oliver Ellsworth School","""1640911""",0,10,148,63,0,11,143,375
"Windsor School District","""1640011""","Poquonock Elementary School","""1640511""",0,24,95,28,"*","*",128,287
"Windsor School District","""1640011""","Roger Wolcott Early Child Center","""1641011""","*",17,95,28,"*",12,90,244
"Windsor School District","""1640011""","Sage Park Middle School","""1645311""","*",37,403,108,0,"*",236,814
"Windsor School District","""1640011""","Windsor High School","""1646111""","*",48,672,175,0,"*",386,1301
"Wolcott School District","""1660011""","Alcott School","""1660611""",0,"*","*",10,0,15,304,341
"Wolcott School District","""1660011""","Frisbie School","""1660211""",0,"*","*",17,0,15,336,387
"Wolcott School District","""1660011""","Tyrrell Middle School","""1665111""","*","*",11,29,0,16,618,683
"Wolcott School District","""1660011""","Wakelee School","""1660511""","*","*",10,16,0,14,383,430
"Wolcott School District","""1660011""","Wolcott High School","""1666111""",0,10,18,40,"*","*",819,900
"Woodbridge School District","""1670011""","Beecher Road Intermediate School","""1670211""",0,61,15,21,"*","*",311,412
"Woodbridge School District","""1670011""","Beecher Road Primary School","""1670111""","*",41,9,12,"*","*",244,311
"Woodstock Academy District","""9030022""","Woodstock Academy","""9036122""","*",16,"*",25,0,"*",1042,1096
"Woodstock School District","""1690011""","Woodstock Elementary School","""1690211""",0,"*",0,16,0,"*",482,518
"Woodstock School District","""1690011""","Woodstock Middle School","""1695111""",0,"*","*",15,0,19,364,407

