"Student Enrollment Trend"
"Student Counts by School and Year"
"All Districts, All Schools"

"",,,,"YEAR",,,,,
"East Hartford School District","""0430011""","Joseph O. Goodwin School","""0430411""",390,348,314,301,298,298
"East Hartford School District","""0430011""","Robert J. O'Brien School","""0431811""",388,547,506,498,494,475
"East Hartford School District","""0430011""","Silver Lane School","""0431211""",308,287,275,304,284,274
"East Hartford School District","""0430011""","Stevens Alternate High school","""0436411""",152,151,173,105,119,110
"East Hartford School District","""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","""0432411""",346,404,308,253,146,204
"East Hartford School District","""0430011""","Willowbrook Early Childhood","""0438011""",287,233,237,231,229,229
"East Hartford School District","""0430011""","Woodland School","""0439011""",188,186,191,199,170,182
"East Haven School District","""0440011""","Carbone School/East Haven Academy","""0441711""",290,285,279,269,265,264
"East Haven School District","""0440011""","D. C. Moore School","""0441411""",273,266,269,215,208,207
"East Haven School District","""0440011""","Deer Run School","""0440111""",348,305,329,329,312,308
"East Haven School District","""0440011""","Dominick H. Ferrara School","""0441311""",246,251,228,202,178,189
"East Haven School District","""0440011""","East Haven High School","""0446111""",943,885,923,907,880,889
"East Haven School District","""0440011""","Grove J. Tuttle School","""0441011""",204,196,187,173,178,172
"East Haven School District","""0440011""","Joseph Melillo Middle School","""0445111""",680,647,594,571,582,589
"East Haven School District","""0440011""","Momauguin School","""0440711""",181,166,180,152,147,186
"East Haven School District","""0440011""","Overbrook Elementary School","""0441811""",226,236,190,193,183,166
"East Haven School District","""0440011""","Pathways","""0449011""",34,36,39,40,0,0
"East Lyme School District","""0450011""","Coastal Connections","""0450611""",0,0,0,0,16,19
"East Lyme School District","""0450011""","East Lyme High School","""0456111""",1208,1162,1129,1063,1053,1045
"East Lyme School District","""0450011""","East Lyme Middle School","""0455111""",850,854,871,875,861,848
"East Lyme School District","""0450011""","Flanders School","""0450111""",365,362,361,354,348,343
"East Lyme School District","""0450011""","Integrated Preschool","""0458011""",44,51,40,41,46,58
"East Lyme School District","""0450011""","Lillie B. Haynes School","""0450411""",365,338,335,339,314,290
"East Lyme School District","""0450011""","Medically Fragile Program (WAVES)","""0450711""",0,0,0,0,0,"*"
"East Lyme School District","""0450011""","Niantic Center School","""0450211""",229,211,198,190,179,168
"East Lyme School District","""0450011""","Post High School Transition Program","""0450511""",0,0,0,0,16,16
"East Windsor School District","""0470011""","Broad Brook Elementary School","""0470111""",558,532,514,506,480,381
"East Windsor School District","""0470011""","East Windsor High School","""0476111""",378,374,362,348,332,324
"East Windsor School District","""0470011""","East Windsor Middle School","""0475411""",393,378,378,345,313,388
"East Windsor School District","""0470011""","East Windsor Transition Program","""0470411""",0,0,0,0,0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","ACT Magnet School (Arts at the Capitol Theater) - Full Time","""2536014""",112,0,0,0,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Arts at the Capitol Theater Magnet School (ACT)","""2536014""",0,126,136,144,141,129
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","EASTCONN Special Education","""2539014""",67,59,83,95,110,117
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Quinebaug Middle College","""2536114""",105,110,111,127,160,179
"Eastford School District","""0390011""","Eastford Elementary School","""0390111""",180,176,168,152,139,134
"Easton School District","""0460011""","Helen Keller Middle School","""0465111""",396,391,390,351,323,309
"Easton School District","""0460011""","Samuel Staples Elementary School","""0460111""",705,666,629,610,612,612
"Education Connection","""2420014""","Education Connection Headstart","""2428014""",183,197,216,189,220,213
"Education Connection","""2420014""","Education Connection Special Education","""2429014""",34,24,33,40,30,14
"Ellington School District","""0480011""","Center School","""0480111""",432,448,432,393,376,361
"Ellington School District","""0480011""","Crystal Lake School","""0480211""",217,217,210,203,198,201
"Ellington School District","""0480011""","Ellington High School","""0486111""",791,800,789,797,773,771
"Ellington School District","""0480011""","Ellington Middle School","""0485111""",410,421,428,409,434,420
"Ellington School District","""0480011""","Windermere Intermediate School","""0480711""",436,419,422,416,435,446
"Ellington School District","""0480011""","Windermere School","""0480611""",439,442,433,439,439,430
"Ellington School District","""0480011""","Windermere School Program for Alternative Learning K-4","""0480311""",0,0,0,0,0,"*"
"Elm City College Preparatory School District","""2890013""","Elm City College Preparatory School","""2890113""",585,600,604,624,635,703
"Elm City Montessori School District","""2910013""","Elm City Montessori School","""2910113""",0,0,0,0,70,113
"Enfield School District","""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","""0490511""",0,0,0,0,6,"*"
"Enfield School District","""0490011""","Edgar H. Parkman School","""0491311""",325,401,359,336,326,323
"Enfield School District","""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","""0491411""",0,0,0,0,0,"*"
"Enfield School District","""0490011""","Eli Whitney School","""0491611""",418,416,396,384,377,411
"Enfield School District","""0490011""","Enfield High School","""0496111""",809,744,727,707,709,715
"Enfield School District","""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","""0490311""",0,0,0,0,6,8
"Enfield School District","""0490011""","Enfield Street School","""0490211""",347,300,302,288,286,276
"Enfield School District","""0490011""","Enfield Transitional Learning Academy","""0499011""",10,10,21,15,10,6
"Enfield School District","""0490011""","Enrico Fermi High School","""0496211""",1102,1058,988,918,887,861
"Enfield School District","""0490011""","Harriet Beecher Stowe School","""0491211""",234,0,0,0,0,0
"Enfield School District","""0490011""","Hazardville Memorial School","""0490411""",366,366,381,354,360,344
"Enfield School District","""0490011""","Head Start Program","""0498011""",104,104,104,104,104,104
"Enfield School District","""0490011""","Henry Barnard - Educational Counseling Program (ECP)","""0490611""",0,0,0,0,"*","*"
"Enfield School District","""0490011""","Henry Barnard School","""0491811""",397,362,385,340,356,364
"Enfield School District","""0490011""","John F. Kennedy Middle School","""0495211""",848,1201,1148,1121,1099,1065
"Enfield School District","""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","""0490811""",0,0,0,0,6,6
"Enfield School District","""0490011""","Nathan Hale School","""0491111""",247,258,222,221,223,222
"Enfield School District","""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","""0490711""",0,0,0,0,6,"*"
"Enfield School District","""0490011""","Prudence Crandall School","""0491511""",379,433,426,418,389,412
"Enfield School District","""0490011""","Stowe - Early Learning Center (SELC)","""0491011""",0,0,0,0,0,36
"Enfield School District","""0490011""","Thomas G. Alcorn School","""0491711""",301,0,0,0,0,0
"Essex School District","""0500011""","Essex Elementary School","""0500111""",593,558,528,508,451,417
"Explorations District","""2720013""","Explorations","""2726113""",80,74,73,83,88,92
"Fairfield School District","""0510011""","Burr Elementary School","""0510211""",420,443,445,453,428,418
"Fairfield School District","""0510011""","Dwight Elementary School","""0510111""",314,291,278,306,319,335
"Fairfield School District","""0510011""","Early Childhood Center","""0518011""",118,130,132,110,111,112
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""",1503,1537,1552,1509,1541,1508
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""",1328,1353,1418,1459,1442,1518
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""",668,769,851,926,915,886
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",333,352,380,398,407,405
"Fairfield School District","""0510011""","Jennings School","""0511711""",347,361,334,327,324,320
"Fairfield School District","""0510011""","McKinley School","""0510611""",490,453,440,458,442,426
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",474,459,445,429,413,382
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",483,485,454,444,441,415
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""",538,542,518,526,503,489
"Fairfield School District","""0510011""","Riverfield School","""0511211""",451,419,409,399,398,408
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""",985,997,940,860,805,802
"Fairfield School District","""0510011""","Sherman School","""0511311""",442,456,449,457,475,479
"Fairfield School District","""0510011""","Stratfield School","""0511411""",504,511,505,497,460,440
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""",784,756,744,698,720,685
"Fairfield School District","""0510011""","Walter Fitzgerald Campus","""0510311""",0,0,0,0,33,26
"Farmington School District","""0520011""","East Farms School","""0520411""",469,464,435,433,445,443
"Farmington School District","""0520011""","Farmington Alternative High School","""0520611""",0,0,0,0,13,12
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",76,69,61,76,78,123
"Farmington School District","""0520011""","Farmington High School","""0526111""",1309,1293,1322,1314,1264,1220
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""",688,652,610,571,570,623
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",346,341,358,338,334,363
"Farmington School District","""0520011""","Union School","""0520111""",300,307,320,316,305,322
"Farmington School District","""0520011""","West District School","""0520311""",338,347,365,341,315,300
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""",603,575,578,620,673,663
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""",222,204,200,181,167,167
"Glastonbury School District","""0540011""","Alternate Program","""0541311""",0,0,0,0,"*",0
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""",518,545,486,479,450,459
"Glastonbury School District","""0540011""","Eastbury School","""0540311""",303,320,319,294,260,256
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""",506,506,525,509,519,479
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""",2201,2204,2239,2140,2038,2037
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""",505,466,471,441,397,400
"Glastonbury School District","""0540011""","Hopewell School","""0540611""",502,481,456,438,411,386
"Glastonbury School District","""0540011""","LINKS Academy","""0540111""",0,0,0,38,0,0
"Glastonbury School District","""0540011""","LINKS Transition","""0541411""",0,0,0,0,17,15
"Glastonbury School District","""0540011""","Links Academy","""0540111""",0,0,0,0,16,19
"Glastonbury School District","""0540011""","Naubuc School","""0540711""",497,451,442,413,387,361
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",663,646,623,609,550,553
"Glastonbury School District","""0540011""","PRIDE-Hebron Avenue","""0541111""",0,0,0,0,"*",0
"Glastonbury School District","""0540011""","PRIDE-Nayaug","""0541211""",0,0,0,0,8,0
"Glastonbury School District","""0540011""","PreK-Eastbury","""0540511""",0,0,0,0,18,30
"Glastonbury School District","""0540011""","PreK-Nayaug","""0541011""",0,0,0,0,20,19
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""",1113,1076,1025,1034,1031,1036
"Granby School District","""0560011""","Frank M. Kearns Primary School","""0560111""",423,392,386,390,378,408
"Granby School District","""0560011""","Granby Memorial High School","""0566111""",785,756,759,724,683,694
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""",355,356,329,332,330,312
"Granby School District","""0560011""","Kelly Lane Intermediate School","""0560411""",330,327,327,316,280,271
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""",347,327,303,288,283,261
"Great Oaks Charter School District","""2940013""","Great Oaks Charter School","""2940113""",0,0,0,0,127,226
"Greenwich School District","""0570011""","Alternative High School Programs","""0571411""",0,0,0,0,46,32
"Greenwich School District","""0570011""","Central Middle School","""0575111""",621,604,599,595,578,567
"Greenwich School District","""0570011""","Community Connections","""0571211""",0,0,0,0,10,"*"
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",418,402,434,444,438,437
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""",793,774,782,779,811,822
"Greenwich School District","""0570011""","Glenville School","""0570411""",347,385,407,405,424,451
"Greenwich School District","""0570011""","Greenwich High School","""0576111""",2673,2656,2677,2636,2501,2534
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""",416,413,409,386,391,364
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",372,366,369,378,370,368
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""",353,343,344,344,369,361
"Greenwich School District","""0570011""","New Lebanon School","""0570611""",243,261,261,264,264,265
"Greenwich School District","""0570011""","North Mianus School","""0570711""",452,461,465,447,487,482
"Greenwich School District","""0570011""","North Street School","""0570811""",451,438,414,394,384,392
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",410,428,425,428,432,449
"Greenwich School District","""0570011""","Parkway School","""0571111""",292,268,272,265,258,261
"Greenwich School District","""0570011""","Riverside School","""0571011""",514,522,482,496,497,483
"Greenwich School District","""0570011""","Western Middle School","""0575311""",493,474,504,504,532,535
"Griswold School District","""0580011""","Griswold Alternative School","""0580111""",0,0,0,0,15,14
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""",726,727,749,786,756,757
"Griswold School District","""0580011""","Griswold High School","""0586211""",709,652,624,602,571,565
"Griswold School District","""0580011""","Griswold Middle School","""0585111""",570,586,585,577,547,545
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""",359,355,462,449,461,495
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0590311""",433,410,384,387,378,364
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",433,410,384,387,378,364
"Groton School District","""0590011""","Charles Barnum School","""0591811""",384,392,401,385,358,383
"Groton School District","""0590011""","Claude Chester School","""0590311""",0,0,0,362,356,331
"Groton School District","""0590011""","Fitch Middle School","""0595111""",411,407,0,0,0,0
"Groton School District","""0590011""","Mary Morrisson School","""0591711""",353,373,363,422,396,376
"Groton School District","""0590011""","New Beginnings Alternative Program","""0590211""",0,0,0,0,0,22
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""",428,425,403,410,399,379
"Groton School District","""0590011""","Pleasant Valley School","""0591211""",302,356,340,294,287,296
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""",1271,1237,1183,1123,1089,1070
"Groton School District","""0590011""","S. B. Butler School","""0590111""",347,321,352,333,309,282
"Groton School District","""0590011""","Virtual Learning Academy","""0590611""",0,0,0,0,0,"*"
"Groton School District","""0590011""","West Side Middle School","""0595211""",248,268,506,480,473,455
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""",587,585,566,580,534,559
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",316,313,332,313,322,302
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",335,327,292,287,262,254
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""",572,551,592,583,559,552
"Guilford School District","""0600011""","Guilford High School","""0606111""",1113,1131,1070,1067,1076,1083
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""",409,389,362,343,329,322
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",346,360,348,337,318,321
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",87,89,100,137,150,150
"Hamden School District","""0620011""","Bear Path School","""0621211""",466,468,463,449,448,456
"Hamden School District","""0620011""","Church Street School","""0620211""",407,406,370,352,327,333
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",309,321,308,309,296,274
"Hamden School District","""0620011""","Hamden Collaborative Learning Center","""0620511""",0,0,0,0,72,73
"Hamden School District","""0620011""","Hamden High School","""0626111""",1934,1853,1802,1811,1696,1598
"Hamden School District","""0620011""","Hamden Middle School","""0625211""",900,907,899,865,803,816
"Hamden School District","""0620011""","Helen Street School","""0620411""",282,267,288,330,331,316
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",341,321,334,299,322,317
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""",342,337,336,328,320,304
"Hamden School District","""0620011""","Spring Glen School","""0621011""",377,394,429,435,434,445
"Hamden School District","""0620011""","West Woods School","""0621411""",535,476,461,450,430,408
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",140,126,116,111,105,101
"Hartford School District","""0640011""","Great Path Academy at MCC","""0647911""",0,0,0,0,256,268
"Hartford School District","""0640011""","Asian Studies Academy","""0640711""",340,449,556,635,0,0
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""",0,0,0,0,662,649
"Hartford School District","""0640011""","Autism Program - Clark School","""0644511""",0,0,0,0,18,0
"Hartford School District","""0640011""","Autism Program - Dr. James H Naylor / CCSU","""0645711""",0,0,0,0,23,8
"Hartford School District","""0640011""","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","""0644311""",0,0,0,0,7,"*"
"Hartford School District","""0640011""","Autism Program - Fred D. Wish Museum School","""0644211""",0,0,0,0,24,0
"Hartford School District","""0640011""","Autism Program - Sarah J. Rawson Elementary School","""0644411""",0,0,0,0,12,45
"Hartford School District","""0640011""","Autism Program - Simpson-Waverly","""0649311""",0,0,0,0,0,14
"Hartford School District","""0640011""","Autism Program-Burr School","""0648611""",0,0,0,0,0,9
"Hartford School District","""0640011""","Batchelder School","""0640411""",590,565,520,527,466,478
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""",0,0,0,0,288,279
"Hartford School District","""0640011""","Breakthrough II Elementary School","""0643511""",142,171,222,252,0,0
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""",0,0,0,0,318,280
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""",351,355,355,361,357,355
"Hartford School District","""0640011""","Bulkeley High School Lower School","""0646111""",670,625,586,493,489,412
"Hartford School District","""0640011""","Bulkeley High School Upper School","""0647111""",489,399,407,378,373,379
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""",664,596,598,541,581,520
"Hartford School District","""0640011""","Burr School","""0642311""",706,807,729,708,684,590
"Hartford School District","""0640011""","Capital Community College Magnet Academy","""0643911""",0,0,0,0,47,56
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",336,521,674,701,672,629
"Hartford School District","""0640011""","Clark School","""0642411""",381,397,379,369,335,246
"Hartford School District","""0640011""","Classical Magnet School","""0646411""",710,714,701,690,702,663
"Hartford School District","""0640011""","Culinary Arts Academy","""0646011""",245,297,244,294,275,285
"Hartford School District","""0640011""","DDP - Simpson-Waverly","""0649411""",0,0,0,0,0,"*"
"Hartford School District","""0640011""","Dr. James H Naylor/CCSU Leadership Academy","""0641411""",699,704,723,660,682,660
"Hartford School District","""0640011""","Dr. Joseph Bellizzi Middle School","""0645311""",293,146,57,0,0,0
"Hartford School District","""0640011""","Dr. Ramon E. Betances Early Reading Lab","""0642811""",311,315,323,278,0,0
"Hartford School District","""0640011""","EDP - Betances Early Reading Lab","""0645811""",0,0,0,0,8,17
"Hartford School District","""0640011""","EDP - Bulkeley High School","""0648311""",0,0,0,0,"*",15
"Hartford School District","""0640011""","EDP - HPHS Academy of Engineering and Green Technology","""0648211""",0,0,0,0,19,29
"Hartford School District","""0640011""","EDP - M.D. Fox","""0645911""",0,0,0,0,28,34
"Hartford School District","""0640011""","EDP - McDonough Expeditionary Learning School","""0648111""",0,0,0,0,"*",9
"Hartford School District","""0640011""","Early Childhood Development Center (ECDC)","""0644111""",0,0,0,0,"*",28
"Hartford School District","""0640011""","Environmental Sciences Magnet School at Mary M Hooker","""0640911""",275,358,570,596,607,613
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""",677,749,702,593,577,532
"Hartford School District","""0640011""","Fred D. Wish Museum School","""0642211""",443,392,392,354,303,304
"Hartford School District","""0640011""","Global Communications Academy","""0643611""",0,417,420,492,621,661
"Hartford School District","""0640011""","Great Path Academy High School at MCC","""0647911""",0,0,274,249,0,0
"Hartford School District","""0640011""","HPHS Academy of Engineering and Green Technology","""0647211""",394,433,438,414,372,304
"Hartford School District","""0640011""","HPHS Academy of Nursing and Health Science","""0647511""",383,378,489,458,393,362
"Hartford School District","""0640011""","HPHS Freshmen Academy","""0647311""",318,221,0,0,0,0
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",378,396,533,481,389,367
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""",611,716,820,918,1001,1022
"Hartford School District","""0640011""","Hartford PreKindergarten Magnet School","""0641311""",0,0,0,120,144,143
"Hartford School District","""0640011""","Hartford Transitional Learning Academy (Elementary)","""0649011""",32,32,40,43,0,0
"Hartford School District","""0640011""","High School Inc.","""0647611""",256,321,373,343,256,0
"Hartford School District","""0640011""","High School, Inc.","""0647611""",0,0,0,0,0,233
"Hartford School District","""0640011""","High Step Transition","""0648411""",0,0,0,0,10,16
"Hartford School District","""0640011""","IB Global Communications Academy","""0643611""",372,0,0,0,0,0
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",229,317,195,201,190,207
"Hartford School District","""0640011""","Kennelly School","""0641011""",781,799,703,658,621,571
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""",0,0,0,0,0,910
"Hartford School District","""0640011""","LC - Breakthrough II","""0649511""",0,0,0,0,0,"*"
"Hartford School District","""0640011""","LC - Burns","""0649611""",0,0,0,0,0,8
"Hartford School District","""0640011""","LC - Moylan","""0649811""",0,0,0,0,0,"*"
"Hartford School District","""0640011""","M. D. Fox Elementary School","""0640811""",846,479,533,569,602,621
"Hartford School District","""0640011""","M. L. King School","""0641611""",468,401,382,316,329,356
"Hartford School District","""0640011""","MDP - Batchelder School","""0644811""",0,0,0,0,12,17
"Hartford School District","""0640011""","MDP - Bulkeley High School","""0645011""",0,0,0,0,21,17
"Hartford School District","""0640011""","MDP - HPHS Law and Government Academy","""0644911""",0,0,0,0,23,27
"Hartford School District","""0640011""","MDP - Moylan School","""0648511""",0,0,0,0,"*",11
"Hartford School District","""0640011""","McDonough Expeditionary Learning School","""0641211""",419,451,385,291,252,239
"Hartford School District","""0640011""","Milner Elementary School","""0641911""",412,422,373,376,330,334
"Hartford School District","""0640011""","Montessori Magnet School at Annie Fisher","""0643711""",198,240,279,291,323,0
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",0,0,0,0,0,340
"Hartford School District","""0640011""","Montessori Magnet at Moylan School","""0640511""",0,0,0,158,212,259
"Hartford School District","""0640011""","New Visions Program","""0642711""",0,0,0,0,51,0
"Hartford School District","""0640011""","Noah Webster Micro Society School","""0642011""",592,582,626,675,678,660
"Hartford School District","""0640011""","OPPortunity High School","""0647811""",123,116,110,99,127,0
"Hartford School District","""0640011""","Parkville Community School","""0641511""",515,531,564,543,532,537
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""",355,327,329,330,375,419
"Hartford School District","""0640011""","R.J. Kinsella Magnet School of Performing Arts","""0641111""",662,690,760,819,884,0
"Hartford School District","""0640011""","Renzulli Academy","""0644011""",57,105,121,128,83,99
"Hartford School District","""0640011""","SAND School","""0640111""",463,471,484,459,402,394
"Hartford School District","""0640011""","STEM Magnet School at Annie Fisher","""0642511""",328,344,356,359,360,367
"Hartford School District","""0640011""","STEM Magnet School at Dwight","""0643811""",0,0,87,173,253,309
"Hartford School District","""0640011""","Sanchez School","""0643011""",492,469,494,492,485,480
"Hartford School District","""0640011""","Sarah J Rawson Middle Grades Academy","""0645611""",188,202,0,0,0,0
"Hartford School District","""0640011""","Sarah J. Rawson Elementary School","""0641711""",463,452,572,498,484,373
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""",361,347,326,297,295,293
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""",672,637,692,705,702,707
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""",0,0,0,0,423,431
"Hartford School District","""0640011""","University High of Science and Engineering","""0646711""",407,389,403,408,0,0
"Hartford School District","""0640011""","Weaver High School","""0646311""",154,0,0,0,0,0
"Hartford School District","""0640011""","West Middle School","""0642111""",688,657,635,498,380,359
"Hartland School District","""0650011""","Hartland School","""0650111""",222,225,214,204,201,187
"Hebron School District","""0670011""","Gilead Hill School","""0670211""",470,400,352,344,294,294
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""",666,648,584,523,491,436
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",300,337,341,361,403,462
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""",331,330,330,330,331,331
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""",182,191,191,246,262,271
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""",432,488,589,704,716,734
"Kent School District","""0680011""","Kent Center School","""0680111""",287,278,271,272,254,237
"Kent School District","""0680011""","LEAPSS","""0680211""",0,0,0,0,"*",0
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""",107,100,87,101,111,130
"Killingly School District","""0690011""","Killingly Alternative Learning Program","""0690611""",0,0,0,0,21,16
"Killingly School District","""0690011""","Killingly Central School","""0690111""",498,493,465,427,382,377
"Killingly School District","""0690011""","Killingly High School","""0696111""",788,822,893,855,792,825
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""",823,812,791,761,715,688
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""",469,449,436,450,483,484
"Killingly School District","""0690011""","Sunrise Community School","""0690411""",0,0,0,47,0,0
"Learn","""2450014""","Connecticut River Academy","""2456014""",146,246,321,392,407,434
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""",82,82,106,118,138,145
"Learn","""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","""2450314""",0,0,0,235,307,370
"Learn","""2450014""","LEARN ABA Program at Center School","""2451214""",0,0,0,0,"*",0
"Learn","""2450014""","LEARN Haynes Elementary Intensive Program","""2451114""",0,0,0,0,10,12
"Learn","""2450014""","LEARN High School ABA at MS","""2450614""",0,0,0,0,"*","*"
"Learn","""2450014""","LEARN Kelly Middle School Intensive Program","""2450914""",0,0,0,0,"*","*"
"Learn","""2450014""","LEARN Ledyard RICHES Program","""2450714""",0,0,0,0,"*","*"
"Learn","""2450014""","LEARN SAILS Middle School Program","""2450814""",0,0,0,0,6,"*"
"Learn","""2450014""","LEARN SAILS Program at Salem","""2451014""",0,0,0,0,6,0
"Learn","""2450014""","LEARN STS 18-21 Year Old Program","""2450414""",0,0,0,0,"*","*"
"Learn","""2450014""","Learn ABA Program at Center School","""2451214""",0,0,0,0,0,"*"
"Learn","""2450014""","Learn Pathways Program","""2450514""",0,0,0,0,"*","*"
"Learn","""2450014""","Learn SAILS Program at Salem","""2451014""",0,0,0,0,0,8
"Learn","""2450014""","Learn Special Education","""2459014""",30,28,28,32,0,0
"Learn","""2450014""","Marine Science Magnet High School of Southeastern Connecticut","""2456114""",0,110,178,253,272,271
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""",545,539,549,533,533,535
"Learn","""2450014""","The Friendship School","""2450214""",492,509,513,513,512,505
"Learn","""2450014""","Three Rivers Middle College Magnet School","""2456214""",0,0,33,61,61,67
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""",484,452,438,392,378,368
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""",398,386,368,358,336,300
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""",521,445,423,396,381,377
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""",207,224,225,225,193,224
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",345,352,355,360,362,337
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""",285,270,284,274,294,294
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",416,413,418,418,415,407
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",928,934,961,933,896,833
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",436,390,348,347,350,323
"Lisbon School District","""0730011""","Community Connection - The Big Picture High School","""0736011""",32,24,21,0,0,0
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""",502,453,422,396,398,388
"Litchfield School District","""0740011""","Center School","""0740211""",341,316,280,268,272,270
"Litchfield School District","""0740011""","Litchfield High School","""0746111""",560,543,498,472,477,296
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",268,263,251,245,229,220
"Litchfield School District","""0740011""","Litchfield Middle School","""0746011""",0,0,0,0,0,175
"Madison School District","""0760011""","Daniel Hand High School","""0766111""",1290,1257,1255,1251,1229,1164
