"Student Enrollment Trend"
"Student Counts by School and Year"
"All Districts, All Schools"

"",,,,"YEAR",,,,,
"Path Academy District","""2930013""","Path Academy","""2930113""",0,0,0,0,132,143
"Plainfield School District","""1090011""","Early Childhood Center","""1090511""",16,16,18,18,19,18
"Plainfield School District","""1090011""","Early Childhood Center","""1098011""",16,16,18,18,19,18
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""",403,375,358,339,322,312
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""",585,595,587,593,567,532
"Plainfield School District","""1090011""","Plainfield High School","""1096111""",792,758,740,700,683,695
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""",408,407,386,372,336,326
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""",422,416,403,429,410,428
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""",267,271,267,276,308,309
"Plainville School District","""1100011""","Linden Street School","""1100211""",412,431,410,399,445,423
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""",365,360,353,354,384,369
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""",575,547,538,531,538,545
"Plainville School District","""1100011""","Plainville High School","""1106111""",796,755,741,723,715,744
"Plainville School District","""1100011""","Prekindergarten Program","""1108011""",48,42,48,36,0,0
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""",441,427,422,380,356,337
"Plymouth School District","""1110011""","Harry S. Fisher Elementary School","""1110411""",362,349,334,346,367,377
"Plymouth School District","""1110011""","Plymouth Alternative High School","""1117111""",0,0,0,16,13,"*"
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""",400,364,360,352,342,313
"Plymouth School District","""1110011""","Terryville High School","""1116111""",527,508,490,470,463,476
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""",513,471,472,424,408,400
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""",233,245,244,225,214,219
"Portland School District","""1130011""","Gildersleeve School","""1130411""",242,219,211,203,193,206
"Portland School District","""1130011""","Portland High School","""1136111""",367,360,374,384,369,384
"Portland School District","""1130011""","Portland Middle School","""1135111""",226,230,230,250,239,220
"Portland School District","""1130011""","Valley View School","""1130211""",336,312,316,316,313,323
"Preston School District","""1140011""","Preston Plains School","""1145111""",135,129,135,155,157,152
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""",295,267,271,268,261,286
"Putnam School District","""1160011""","Helping Hands","""1169011""","*","*","*","*","*","*"
"Putnam School District","""1160011""","PALS - Putnam Alternative Learning System","""1160111""",0,0,0,0,0,9
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""",699,667,665,677,668,617
"Putnam School District","""1160011""","Putnam High School","""1166111""",314,299,294,277,273,276
"Putnam School District","""1160011""","Putnam Middle School","""1165111""",275,288,299,289,295,272
"Redding School District","""1170011""","John Read Middle School","""1175111""",582,592,553,520,513,473
"Redding School District","""1170011""","Redding Elementary School","""1170111""",661,615,579,540,488,480
"Regional School District 01","""2010012""","LEAPSS","""2010412""",0,0,0,0,0,"*"
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""",502,463,421,428,404,430
"Regional School District 01","""2010012""","SELC","""2010312""",0,0,0,0,0,"*"
"Regional School District 01","""2010012""","TOTAL","""2010212""",0,0,0,0,0,"*"
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""",364,338,366,357,332,315
"Regional School District 04","""2040012""","Region 4 Transition Academy","""2040112""",0,0,0,0,0,"*"
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""",609,619,624,621,635,600
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""",414,378,355,389,386,383
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""",412,390,372,385,392,375
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""",1649,1657,1621,1577,1524,1486
"Regional School District 06","""2060012""","Early Childhood Learning Center","""2068112""",0,0,41,51,57,64
"Regional School District 06","""2060012""","Goshen Center School","""2060112""",213,211,191,174,150,149
"Regional School District 06","""2060012""","James Morris School","""2060212""",196,183,158,138,125,116
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""",545,556,561,552,567,576
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",93,89,78,80,66,78
"Regional School District 07","""2070012""","AIM","""2079112""",16,15,15,10,10,9
"Regional School District 07","""2070012""","FLEX","""2079012""",6,"*",6,7,8,"*"
"Regional School District 07","""2070012""","Intensive Learning Program","""2079412""",11,9,"*","*",0,0
"Regional School District 07","""2070012""","LINKS","""2079212""",15,12,13,14,13,17
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""",762,715,714,716,693,719
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""",330,369,360,360,332,315
"Regional School District 07","""2070012""","STEP","""2079312""",28,26,17,12,8,21
"Regional School District 08","""2080012""","RHAM High School","""2086112""",1156,1175,1133,1118,1094,1023
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""",609,609,627,608,555,567
"Regional School District 08","""2080012""","Region Alternative High School","""2086212""",0,0,7,10,0,0
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""",968,1006,1012,1064,1049,1008
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",889,879,850,831,809,786
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""",476,445,464,444,417,399
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",574,519,508,494,468,442
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""",822,822,802,796,778,778
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""",274,292,280,287,269,245
"Regional School District 12","""2120012""","Booth Free School","""2120212""",113,107,94,85,78,77
"Regional School District 12","""2120012""","Early Childhood Education Center","""2128012""",19,17,21,0,0,0
"Regional School District 12","""2120012""","Shepaug Valley High School","""2126112""",326,306,320,0,0,0
"Regional School District 12","""2120012""","Shepaug Valley Middle School","""2125112""",226,213,199,0,0,0
"Regional School District 12","""2120012""","Shepaug Valley School","""2120312""",0,0,0,492,461,439
"Regional School District 12","""2120012""","The Burnham School","""2120112""",84,83,69,64,55,53
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",162,160,138,155,153,159
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""",569,582,577,576,556,556
"Regional School District 13","""2130012""","Francis E. Korn School","""2130212""",200,192,174,146,141,143
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""",350,358,334,334,338,318
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""",269,235,242,224,237,196
"Regional School District 13","""2130012""","John Lyman School","""2130512""",319,300,283,254,239,238
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""",334,325,343,330,293,266
"Regional School District 13","""2130012""","Middlesex Transition Academy","""2130312""",0,0,0,0,19,26
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""",349,317,281,283,264,256
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""",43,45,46,51,51,48
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""",387,396,379,379,359,365
"Regional School District 14","""2140012""","Nonnewaug Chiefs Alternative Program","""2140312""",0,0,0,0,"*","*"
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""",854,817,806,801,751,750
"Regional School District 14","""2140012""","Region 14 Transition Academy","""2140412""",0,0,0,0,0,"*"
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""",447,421,411,371,364,339
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""",424,397,374,373,378,372
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",603,593,562,553,521,517
"Regional School District 15","""2150012""","MIJ Program","""2150112""",0,0,0,0,0,15
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""",508,510,486,471,460,446
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",461,451,421,367,348,329
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""",1381,1288,1259,1254,1204,1185
"Regional School District 15","""2150012""","Pomperaug School","""2150512""",498,481,447,430,391,353
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""",550,505,526,530,545,549
"Regional School District 16","""2160012""","Algonquin School","""2160312""",480,475,463,426,415,0
"Regional School District 16","""2160012""","Community School","""2160212""",211,208,214,216,219,0
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""",471,473,461,422,420,380
"Regional School District 16","""2160012""","Long River Middle School","""2165112""",595,579,557,560,570,568
"Regional School District 16","""2160012""","Prospect Elementary School","""2160512""",0,0,0,0,0,616
"Regional School District 16","""2160012""","WRHS Alternative Education Program","""2160412""",0,0,0,0,13,10
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""",779,742,720,715,680,685
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""",301,300,319,307,299,278
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",252,270,252,251,235,220
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""",680,657,634,619,615,618
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""",798,768,768,800,762,746
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""",446,389,339,292,264,256
"Regional School District 18","""2180012""","Center School","""2180312""",269,260,261,159,126,46
"Regional School District 18","""2180012""","Alternative Program","""2180412""",0,0,0,0,0,"*"
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",134,156,188,207,215,204
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""",447,412,421,428,437,460
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""",331,350,360,365,352,351
"Regional School District 18","""2180012""","Mile Creek School","""2180212""",312,270,216,246,221,266
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""",1185,1225,1223,1196,1152,1153
"Regional School District 19","""2190012""","E.O. Smith High School at the Depot Campus","""2190112""",0,0,0,0,27,28
"Regional School District 19","""2190012""","PM Panthers","""2190212""",0,0,0,0,17,25
"Ridgefield School District","""1180011""","Alternative High School","""1188011""",0,0,0,0,14,13
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""",412,372,362,380,361,331
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""",443,430,405,399,379,384
"Ridgefield School District","""1180011""","District Program BMES","""1180111""",0,0,0,0,0,"*"
"Ridgefield School District","""1180011""","District Program ERMS","""1181011""",0,0,0,0,0,"*"
"Ridgefield School District","""1180011""","District Program RES","""1180711""",0,0,0,0,0,9
"Ridgefield School District","""1180011""","District Program SES","""1180911""",0,0,0,0,0,"*"
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",742,767,777,769,760,757
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""",346,340,361,364,345,331
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""",409,408,393,368,354,342
"Ridgefield School District","""1180011""","Ridgefield 18-21 Transition Program","""1189011""",0,0,0,0,"*",7
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""",1754,1771,1759,1784,1744,1693
"Ridgefield School District","""1180011""","Ridgefield Transition Program","""1189011""","*","*","*","*",0,0
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""",385,385,385,380,368,364
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",582,538,495,489,496,496
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""",344,349,337,333,330,303
"Rocky Hill School District","""1190011""","Pathways","""1190311""",0,0,0,0,6,7
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""",644,624,563,590,625,636
"Rocky Hill School District","""1190011""","Alternative Learning Program","""1190111""",0,0,0,0,10,"*"
"Rocky Hill School District","""1190011""","Dr. Oran A. Moser School","""1190211""",85,0,0,0,0,0
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""",469,526,536,492,483,521
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""",752,762,732,727,697,705
"Rocky Hill School District","""1190011""","West Hill School","""1190511""",630,618,631,610,661,731
"Salem School District","""1210011""","Salem Elementary School","""1210111""",461,443,422,430,392,376
"Salisbury School District","""1220011""","SELC","""1220211""",0,0,0,0,"*",0
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",310,310,309,279,269,274
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""",143,132,127,133,129,119
"Seymour School District","""1240011""","Anna L. Lopresti School","""1240311""",314,290,0,0,0,0
"Seymour School District","""1240011""","Bungay School","""1240111""",578,546,507,504,502,448
"Seymour School District","""1240011""","Chatfield-LoPresti School","""1240211""",0,0,570,585,533,530
"Seymour School District","""1240011""","Paul Chatfield School","""1240411""",291,279,0,0,0,0
"Seymour School District","""1240011""","Seymour High School","""1246111""",642,596,610,625,648,664
"Seymour School District","""1240011""","Seymour Middle School","""1245111""",587,588,599,582,591,562
"Sharon School District","""1250011""","TOTAL","""1250211""",0,0,0,0,14,0
"Sharon School District","""1250011""","Sharon Center School","""1250111""",197,191,188,177,163,160
"Shelton School District","""1260011""","Mohegan School","""1260911""",421,380,326,312,293,287
"Shelton School District","""1260011""","Alternative Learning Center 1","""1260211""",0,0,0,0,0,10
"Shelton School District","""1260011""","Booth Hill School","""1261011""",359,360,323,296,323,331
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""",479,473,460,440,471,433
"Shelton School District","""1260011""","Intermediate School","""1265111""",925,931,875,840,878,868
"Shelton School District","""1260011""","Life Skills","""1260311""",0,0,0,0,0,"*"
"Shelton School District","""1260011""","Long Hill School","""1260811""",441,441,451,435,432,406
"Shelton School District","""1260011""","Perry Hill Elementary School","""1261111""",857,829,862,841,749,739
"Shelton School District","""1260011""","Pre-Kindergarten","""1260111""",0,0,0,0,0,59
"Shelton School District","""1260011""","Shelton High School","""1266111""",1546,1563,1578,1556,1550,1513
"Shelton School District","""1260011""","Sunnyside School","""1260611""",263,251,237,239,229,234
"Shelton School District","""1260011""","Work Experience","""1260711""",0,0,0,0,0,21
"Sherman School District","""1270011""","Sherman School","""1270111""",408,397,383,372,346,333
"Side By Side Charter School District","""2700013""","Side By Side Charter School","""2700113""",233,232,233,235,235,236
"Simsbury School District","""1280011""","Central School","""1280111""",408,397,397,392,404,392
"Simsbury School District","""1280011""","Henry James Memorial School","""1285111""",804,791,748,725,739,710
"Simsbury School District","""1280011""","Latimer Lane School","""1280611""",506,454,444,423,404,371
"Simsbury School District","""1280011""","Simsbury High School","""1286111""",1582,1618,1559,1512,1450,1423
"Simsbury School District","""1280011""","Squadron Line School","""1280711""",767,712,659,625,612,609
"Simsbury School District","""1280011""","Tariffville School","""1280311""",267,271,286,274,294,284
"Simsbury School District","""1280011""","Tootin' Hills School","""1280411""",426,424,435,397,372,370
"Somers School District","""1290011""","Aspire","""1290511""",0,0,0,0,0,7
"Somers School District","""1290011""","Mabelle B. Avery Middle School","""1295111""",387,377,363,370,371,359
"Somers School District","""1290011""","Somers Elementary School","""1290411""",681,684,674,649,628,585
"Somers School District","""1290011""","Somers High School","""1296111""",562,552,540,488,474,478
"South Windsor School District","""1320011""","Pleasant Valley School","""1320211""",432,388,360,347,346,356
"South Windsor School District","""1320011""","Eli Terry School","""1320711""",435,417,423,442,444,452
"South Windsor School District","""1320011""","Orchard Hill School","""1320611""",428,386,366,387,389,391
"South Windsor School District","""1320011""","Philip R. Smith School","""1320111""",342,333,343,352,344,320
"South Windsor School District","""1320011""","Project Worth Young Adult Academy","""1329011""",0,0,"*",7,11,11
"South Windsor School District","""1320011""","South Windsor High School","""1326211""",1539,1458,1409,1363,1364,1318
"South Windsor School District","""1320011""","Timothy Edwards School","""1325111""",1088,1090,1065,1043,979,968
"South Windsor School District","""1320011""","Wapping Elementary School","""1320411""",293,280,306,301,303,312
"Southington School District","""1310011""","John F. Kennedy Middle School","""1315311""",836,840,845,848,826,839
"Southington School District","""1310011""","Achieve","""1311711""",0,0,0,0,"*","*"
"Southington School District","""1310011""","Alta","""1310111""",0,0,0,0,38,33
"Southington School District","""1310011""","Derynoski Elementary School","""1311511""",683,650,666,640,611,600
"Southington School District","""1310011""","EASE","""1310511""",0,0,0,0,10,10
"Southington School District","""1310011""","Flanders Elementary School","""1311311""",290,285,280,293,293,300
"Southington School District","""1310011""","Hatton Elementary School","""1310211""",427,436,458,455,384,357
"Southington School District","""1310011""","Hatton Preschool Program","""1312011""",0,0,0,0,0,72
"Southington School District","""1310011""","Joseph A. Depaolo Middle School","""1315111""",734,772,735,776,727,743
"Southington School District","""1310011""","Language Based Classroom","""1310411""",0,0,0,0,7,11
"Southington School District","""1310011""","Language Based Classroom, Multihandicapped","""1311811""",0,0,0,0,8,11
"Southington School District","""1310011""","Plantsville Elementary School","""1310611""",280,275,283,276,287,288
"Southington School District","""1310011""","Preschool/ABA ~ Hatton School","""1310311""",0,0,0,0,33,0
"Southington School District","""1310011""","Preschool/ABA ~ South End School","""1311911""",0,0,0,0,10,0
"Southington School District","""1310011""","South End Elementary School","""1310711""",245,241,235,237,256,232
"Southington School District","""1310011""","South End Preschool Program","""1312111""",0,0,0,0,0,20
"Southington School District","""1310011""","Southington High School","""1316211""",2051,2028,2037,2036,2012,1967
"Southington School District","""1310011""","Strong Elementary School","""1310811""",396,364,356,327,309,295
"Southington School District","""1310011""","Thalberg Elementary School","""1310911""",449,425,428,423,427,429
"Southington School District","""1310011""","Therapeutic Educational Alternative Model (TEAM)","""1311611""",0,0,0,0,"*",7
"Southington School District","""1310011""","Therapeutic Educational Setting (TEP)","""1311211""",0,0,0,0,6,11
"Southington School District","""1310011""","Urbin T. Kelley School","""1311411""",407,387,374,360,341,319
"Sprague School District","""1330011""","Sayles School","""1330111""",371,374,370,360,363,360
"Stafford School District","""1340011""","Stafford Elementary School","""1340611""",502,497,477,482,471,471
"Stafford School District","""1340011""","Stafford High School","""1346111""",558,513,480,478,414,409
"Stafford School District","""1340011""","Stafford Middle School","""1345211""",416,407,383,342,354,331
"Stafford School District","""1340011""","Stafford Tutoring Program","""1340211""",0,0,0,0,"*","*"
"Stafford School District","""1340011""","Staffordville School","""1340311""",190,202,178,161,162,157
"Stafford School District","""1340011""","West Stafford School","""1340411""",188,200,198,164,176,161
"Stamford Academy District","""2820013""","Stamford Academy","""2826013""",137,138,138,147,141,150
"Stamford Charter School for Excellence District","""2960013""","Stamford Charter School for Excellence","""2960113""",0,0,0,0,0,164
"Stamford School District","""1350011""","Alternate Routes To Success","""1350411""",0,0,0,0,96,79
"Stamford School District","""1350011""","Apples PreK","""1350111""",0,0,0,0,120,140
"Stamford School District","""1350011""","Cloonan School","""1355611""",598,577,597,622,616,541
"Stamford School District","""1350011""","Davenport Ridge School","""1352011""",554,537,542,552,626,638
"Stamford School District","""1350011""","Dolan School","""1355311""",553,528,531,573,532,497
"Stamford School District","""1350011""","Hart School","""1352211""",504,555,587,602,656,628
"Stamford School District","""1350011""","Individuals Achieving Independence","""1350211""",0,0,0,0,23,22
"Stamford School District","""1350011""","Julia A. Stark School","""1351211""",532,567,612,616,603,611
"Stamford School District","""1350011""","K. T. Murphy School","""1350511""",540,527,556,527,552,549
"Stamford School District","""1350011""","Newfield School","""1350611""",644,687,690,707,656,623
"Stamford School District","""1350011""","Northeast School","""1351811""",729,687,686,664,686,636
"Stamford School District","""1350011""","Preschool Team","""1358011""",25,25,48,152,35,57
"Stamford School District","""1350011""","Rippowam Middle School","""1355811""",644,646,654,688,751,799
"Stamford School District","""1350011""","Rogers International School","""1350811""",747,804,823,804,801,801
"Stamford School District","""1350011""","Roxbury School","""1350911""",656,645,647,642,615,618
"Stamford School District","""1350011""","Scofield Middle School","""1355711""",631,629,624,624,672,715
"Stamford School District","""1350011""","Springdale School","""1351111""",585,620,654,711,682,651
"Stamford School District","""1350011""","Stamford High School","""1356111""",1811,1861,1952,1928,1790,1719
"Stamford School District","""1350011""","Stillmeadow School","""1352111""",648,715,767,688,672,698
"Stamford School District","""1350011""","The Academy of Information Technology","""1356411""",680,692,684,695,693,686
"Stamford School District","""1350011""","Toquam Magnet School","""1351911""",623,647,680,681,710,706
"Stamford School District","""1350011""","Turn of River School","""1355511""",572,557,578,546,610,584
"Stamford School District","""1350011""","Westhill High School","""1356311""",2310,2275,2130,2146,2088,2096
"Stamford School District","""1350011""","Westover School","""1351411""",718,709,716,688,714,766
"Sterling School District","""1360011""","Sterling Community School","""1360311""",482,489,498,479,461,447
"Stonington School District","""1370011""","Community Classroom","""1370811""",0,0,0,0,"*","*"
"Stonington School District","""1370011""","Deans Mill School","""1370511""",515,508,485,413,414,387
"Stonington School District","""1370011""","Mystic Middle School","""1375211""",441,421,416,426,396,406
"Stonington School District","""1370011""","Pawcatuck Middle School","""1375111""",349,353,332,312,298,269
"Stonington School District","""1370011""","Special Needs Preschool Program","""1378011""",24,0,0,0,0,0
"Stonington School District","""1370011""","Stonington BOE Pre-School","""1370111""",0,0,0,26,19,19
"Stonington School District","""1370011""","Stonington HS PreK","""1370211""",0,0,0,20,19,19
"Stonington School District","""1370011""","Stonington High School","""1376111""",781,773,771,771,760,713
"Stonington School District","""1370011""","West Broad Street School","""1370411""",163,146,131,126,135,148
"Stonington School District","""1370011""","West Vine Street School","""1370611""",219,203,210,211,203,189
"Stratford School District","""1380011""","Eli Whitney School","""1381311""",532,537,520,517,516,505
"Stratford School District","""1380011""","ABA Nichols","""1382511""",0,0,0,0,0,"*"
"Stratford School District","""1380011""","ABA Second Hill Lane","""1380611""",0,0,0,0,"*","*"
"Stratford School District","""1380011""","ABA Whitney","""1382411""",0,0,0,0,0,"*"
"Stratford School District","""1380011""","ALPHA","""1380511""",0,0,0,0,45,42
"Stratford School District","""1380011""","Bunnell High School","""1386211""",1233,1161,1210,1153,1060,1047
"Stratford School District","""1380011""","Chapel School","""1380311""",547,561,555,560,534,518
"Stratford School District","""1380011""","DLC Whitney","""1382311""",0,0,0,0,0,"*"
"Stratford School District","""1380011""","David Wooster Middle School","""1385211""",564,543,529,523,512,548
"Stratford School District","""1380011""","Franklin STEPS K-2","""1382111""",0,0,0,0,"*","*"
"Stratford School District","""1380011""","Franklin School","""1380411""",308,291,293,313,302,281
"Stratford School District","""1380011""","Harry B. Flood Middle School","""1385311""",597,604,556,576,566,560
"Stratford School District","""1380011""","High School STEPS 9-12","""1382011""",0,0,0,0,"*",6
"Stratford School District","""1380011""","High School Sails","""1380711""",0,0,0,0,7,10
"Stratford School District","""1380011""","Honeyspot School","""1381611""",247,242,218,224,211,0
"Stratford School District","""1380011""","IPP Classroom - Johnson","""1381111""",0,0,0,0,8,6
"Stratford School District","""1380011""","Intensive Need Classroom","""1381711""",0,0,0,0,"*",0
"Stratford School District","""1380011""","Johnson House STEPS 3-6","""1381211""",0,0,0,0,10,8
"Stratford School District","""1380011""","Lordship School","""1380811""",213,219,232,235,270,256
"Stratford School District","""1380011""","Middle School STEPS 7-8","""1381911""",0,0,0,0,"*","*"
"Stratford School District","""1380011""","Middle School Sails","""1381811""",0,0,0,0,"*","*"
"Stratford School District","""1380011""","Nichols School","""1380911""",422,430,437,431,452,419
"Stratford School District","""1380011""","Second Hill Lane School","""1381011""",698,707,678,698,692,618
"Stratford School District","""1380011""","Secondary STEPS Program","""1389111""",14,9,13,11,0,0
"Stratford School District","""1380011""","Steps K-2 Nichols","""1382611""",0,0,0,0,0,"*"
"Stratford School District","""1380011""","Straford Academy - Victoria Soto School","""1382211""",0,0,0,0,0,277
"Stratford School District","""1380011""","Stratford Academy - Johnson House","""1381511""",460,458,470,471,430,411
"Stratford School District","""1380011""","Stratford High School","""1386111""",1044,1083,1075,1041,969,947
"Stratford School District","""1380011""","Strive-Stratford","""1389011""",14,15,17,21,17,14
"Stratford School District","""1380011""","Wilcoxson School","""1381411""",391,382,376,378,370,341
"Suffield School District","""1390011""","A. Ward Spaulding School","""1390411""",494,472,444,481,491,498
"Suffield School District","""1390011""","McAlister Intermediate School","""1390311""",554,552,541,496,501,466
"Suffield School District","""1390011""","Suffield High School","""1396111""",858,867,860,841,822,828
"Suffield School District","""1390011""","Suffield Middle School","""1395111""",600,595,599,594,574,561
"The Bridge Academy District","""2690013""","The Bridge Academy","""2696113""",271,276,276,277,275,279
"The Gilbert School District","""9020022""","The Gilbert School","""9026122""",325,542,505,537,552,553
"Thomaston School District","""1400011""","Black Rock School","""1400111""",340,338,310,284,265,269
"Thomaston School District","""1400011""","Thomaston Center School","""1400211""",256,239,256,240,246,215
"Thomaston School District","""1400011""","Thomaston High School","""1406211""",522,477,438,414,392,410
"Thompson School District","""1410011""","District Autism Program","""1410211""",0,0,0,0,0,"*"
"Thompson School District","""1410011""","Mary R. Fisher Elementary School","""1410111""",481,444,471,442,415,387
"Thompson School District","""1410011""","Thompson Middle School","""1415111""",420,403,380,349,337,333
"Thompson School District","""1410011""","Tourtellotte Memorial High School","""1416111""",362,338,302,277,251,274
"Tolland School District","""1420011""","Birch Grove Primary School","""1420111""",657,614,582,564,560,529
"Tolland School District","""1420011""","TALC","""1420311""",0,0,0,0,13,11
"Tolland School District","""1420011""","Tolland High School","""1426111""",939,916,900,847,828,828
"Tolland School District","""1420011""","Tolland Intermediate School","""1420211""",707,688,666,617,577,545
"Tolland School District","""1420011""","Tolland Middle School","""1425111""",749,733,688,682,679,664
"Torrington School District","""1430011""","East School","""1430111""",446,411,392,377,361,347
"Torrington School District","""1430011""","ABC / Forbes School","""1431511""",0,0,0,0,0,"*"
"Torrington School District","""1430011""","Forbes School","""1430211""",398,386,395,363,373,384
"Torrington School District","""1430011""","Hilltop Outreach","""1432311""",0,0,0,0,0,7
"Torrington School District","""1430011""","Migeon Academy","""1431411""",0,0,0,0,12,7
"Torrington School District","""1430011""","Pre-K SpEd","""1431611""",0,0,0,0,20,17
"Torrington School District","""1430011""","PreK","""1432211""",0,0,0,0,0,42
"Torrington School District","""1430011""","Southwest School","""1430811""",323,324,328,330,329,313
"Torrington School District","""1430011""","Torringford / ABC","""1432411""",0,0,0,0,0,"*"
"Torrington School District","""1430011""","Torringford School","""1430911""",669,641,610,623,615,627
"Torrington School District","""1430011""","Torrington High School","""1436111""",1088,1113,1101,1055,1003,955
"Torrington School District","""1430011""","Torrington Middle School","""1435111""",1134,1127,1056,1041,1012,1014
"Torrington School District","""1430011""","Vogel-Wetmore School","""1431311""",451,459,473,475,478,437
"Torrington School District","""1430011""","Vogel-Wetmore/Outreach PreK","""1431911""",0,0,0,0,7,0
"Trailblazers Academy District","""2780013""","Trailblazers Academy","""2785113""",162,170,168,162,119,125
"Trumbull School District","""1440011""","Booth Hill School","""1440111""",535,521,526,509,482,456
"Trumbull School District","""1440011""","Daniels Farm School","""1440811""",498,472,468,470,472,460
"Trumbull School District","""1440011""","Frenchtown Elementary School","""1441011""",644,653,637,671,564,554
"Trumbull School District","""1440011""","Hillcrest Middle School","""1445211""",747,748,777,766,760,769
"Trumbull School District","""1440011""","Jane Ryan School","""1440411""",402,407,392,403,393,377
"Trumbull School District","""1440011""","Madison Middle School","""1445111""",873,857,848,793,780,792
"Trumbull School District","""1440011""","Middlebrook School","""1440311""",486,467,464,454,499,497
"Trumbull School District","""1440011""","REACH","""1440511""",0,0,0,0,11,0
"Trumbull School District","""1440011""","Tashua School","""1440911""",409,392,386,385,384,401
"Trumbull School District","""1440011""","Trumbull Alternative School","""1440211""",0,0,0,0,8,0
"Trumbull School District","""1440011""","Trumbull Early Childhood Education Center","""1448011""",231,237,225,220,224,209
"Trumbull School District","""1440011""","Trumbull High School","""1446111""",2150,2187,2195,2138,2123,2151
"Unified School District #1","""3360015""","Bergin Correctional Institution","""3361715""",19,0,0,0,0,0
"Unified School District #1","""3360015""","Bridgeport Correctional Center","""3360115""",11,25,17,9,8,6
"Unified School District #1","""3360015""","Brooklyn Correctional Institution","""3360215""","*","*","*","*","*","*"
