"","district_code","district","school_code","school","school_grade16","school_grade15","diff"
"541","0900011","New Canaan School District","0900411","East School",98.4202343003278,93.8868734577804,4.53336084254745
"542","0900011","New Canaan School District","0905111","Saxe Middle School",79.8497842565348,90.1235763239468,-10.273792067412
"543","0900011","New Canaan School District","0906111","New Canaan High School",92.3457441081087,92.1100809609868,0.235663147121926
"544","0910011","New Fairfield School District","0000000","District",84.0780499423519,86.0564015517694,-1.9783516094175
"545","0910011","New Fairfield School District","0910111","Consolidated School",100,95.7142857142857,4.28571428571428
"546","0910011","New Fairfield School District","0910211","Meeting House Hill School",79.7322893066033,83.4797879132295,-3.74749860662621
"547","0910011","New Fairfield School District","0915211","New Fairfield Middle School",79.2378388988837,80.4852926768478,-1.24745377796414
"548","0910011","New Fairfield School District","0916111","New Fairfield High School",84.105911200161,85.5384582607767,-1.43254706061566
"549","0920011","New Hartford School District","0000000","District",73.769490142108,89.2071706067486,-15.4376804646406
"550","0920011","New Hartford School District","0920111","Bakerville Consolidated School",95.1851851851852,100,-4.8148148148148
"551","0920011","New Hartford School District","0920211","New Hartford Elementary School",100,100,0
"552","0920011","New Hartford School District","0920311","Ann Antolini School",73.6458342783288,89.2949775503284,-15.6491432719996
"553","0930011","New Haven School District","0000000","District",64.2549347524071,61.968067090575,2.28686766183208
"554","0930011","New Haven School District","0930211","Barnard Environmental Magnet School",56.7927345365883,60.5357134789538,-3.74297894236546
"555","0930011","New Haven School District","0930311","Beecher School",59.3870115989311,55.7405851164448,3.64642648248628
"556","0930011","New Haven School District","0930611","Clinton Avenue School",61.2492765433426,54.6144525131613,6.6348240301813
"557","0930011","New Haven School District","0930711","Hill Central Music Academy",57.642566113743,57.5666174429252,0.0759486708177874
"558","0930011","New Haven School District","0930811","John S. Martinez School",71.8369338315284,58.3719891110116,13.4649447205168
"559","0930011","New Haven School District","0930911","Davis 21st Century Magnet Elementary School",67.3950049985075,68.4493301138551,-1.05432511534759
"560","0930011","New Haven School District","0931011","Ross/Woodward School",57.2730733175282,61.8917011848286,-4.6186278673004
"561","0930011","New Haven School District","0931211","Edgewood School",67.2225166141391,65.664479521768,1.55803709237111
"562","0930011","New Haven School District","0931311","John C. Daniels",69.009849329198,66.0825634416774,2.92728588752065
"563","0930011","New Haven School District","0931411","Nathan Hale School",67.4611587700378,72.6629545768567,-5.20179580681886
"564","0930011","New Haven School District","0931511","Augusta Lewis Troup School",46.3384684703302,49.7911248393574,-3.45265636902724
"565","0930011","New Haven School District","0931611","Fair Haven School",56.0485049989779,47.7826066502084,8.26589834876949
"566","0930011","New Haven School District","0931711","Engineering - Science University Magnet School",71.0522267262129,74.6700802285735,-3.61785350236059
"567","0930011","New Haven School District","0931811","Benjamin Jepson Magnet School",68.3670956694386,64.2756341402051,4.09146152923346
"568","0930011","New Haven School District","0931911","Mauro-Sheridan Magnet School",71.4642196815772,65.0781690223577,6.38605065921948
"569","0930011","New Haven School District","0932011","Lincoln-Bassett School",72.4496166427651,48.8940129718903,23.5556036708748
"570","0930011","New Haven School District","0932111","Katherine Brennan/Clarence Rogers School",57.8180220155722,58.4342895409289,-0.616267525356669
"571","0930011","New Haven School District","0932811","Strong 21st Century Communications Magnet and SCSU Lab School",62.7206409386148,49.2140136839221,13.5066272546927
"572","0930011","New Haven School District","0932911","Truman School",65.9365434379447,55.4708084484255,10.4657349895192
"573","0930011","New Haven School District","0933011","King/Robinson Magnet School",62.2653169921186,59.7042833518391,2.56103364027948
"574","0930011","New Haven School District","0933111","Conte/West Hills Magnet School",73.0482235967271,64.6676948188824,8.38052877784466
"575","0930011","New Haven School District","0933211","Wexler/Grant Community School",57.1167711867398,54.5622764937855,2.55449469295433
"576","0930011","New Haven School District","0933511","Quinnipiac Real World Math STEM School",77.0444611798088,54.7785124390668,22.265948740742
"577","0930011","New Haven School District","0933811","Worthington Hooker School",82.5528690844913,84.4812224056805,-1.92835332118923
"578","0930011","New Haven School District","0934111","Columbus Family Academy",66.9403951685829,65.9057357149658,1.03465945361708
"579","0930011","New Haven School District","0934211","Clemente Leadership Academy",57.7900448083115,47.7920818573883,9.99796295092323
"580","0930011","New Haven School District","0934311","Bishop Woods School",61.6074684360347,59.0898534039228,2.51761503211193
"581","0930011","New Haven School District","0934611","East Rock Community Magnet School",61.6519174001221,55.0289330381963,6.62298436192582
"582","0930011","New Haven School District","0934811","Celentano BioTech, Health and Medical Magnet School",57.0987788167581,52.6210593825269,4.47771943423116
"583","0930011","New Haven School District","0934911","West Rock Authors Academy",66.419050147365,43.5757186653544,22.8433314820106
"584","0930011","New Haven School District","0935511","Betsy Ross Arts Magnet School",67.1241314202424,64.8610340933554,2.26309732688705
"585","0930011","New Haven School District","0936011","Metropolitan Business Academy",62.5794154490281,62.5154563099877,0.0639591390404135
"586","0930011","New Haven School District","0936111","Wilbur Cross High School",55.3234770896153,52.2495433870482,3.07393370256715
"587","0930011","New Haven School District","0936211","James Hillhouse High School",49.7561209191823,46.3136085737589,3.44251234542341
"588","0930011","New Haven School District","0936311","Hill Regional Career High School",64.0097337117076,59.953711135783,4.05602257592457
"589","0930011","New Haven School District","0936411","Cooperative High School",70.3814311297517,68.5916062057883,1.78982492396342
"590","0930011","New Haven School District","0936611","High School In The Community",47.6699278927863,53.7912385113435,-6.1213106185572
"591","0930011","New Haven School District","0936711","Sound School",69.1532224786975,66.50644249939,2.64677997930747
"592","0930011","New Haven School District","0936811","Hyde School of Health, Science and Sports Medicine",59.5005313519286,56.998819711367,2.50171164056161
"593","0930011","New Haven School District","0937011","New Haven Academy",62.7078121506799,62.1891614782784,0.518650672401478
"594","0940011","Newington School District","0000000","District",77.3686601746533,85.339015695832,-7.97035552117872
"595","0940011","Newington School District","0940211","Elizabeth Green School",74.9174727081543,89.6420837774949,-14.7246110693406
"596","0940011","Newington School District","0940611","Anna Reynolds School",91.4890290311299,95.6359378009511,-4.14690876982118
"597","0940011","Newington School District","0940711","Ruth Chaffee School",68.8822717522436,90.0507549734491,-21.1684832212055
"598","0940011","Newington School District","0940811","John Paterson School",74.8061350317962,89.3438172308317,-14.5376821990355
"599","0940011","Newington School District","0945111","Martin Kellogg Middle School",67.0510599299224,80.4343054010762,-13.3832454711538
"600","0940011","Newington School District","0945311","John Wallace Middle School",69.6873544994799,83.9788053066519,-14.291450807172
"601","0940011","Newington School District","0946111","Newington High School",80.2208312154238,77.407979912183,2.81285130324083
"602","0950011","New London School District","0000000","District",58.0094474580766,62.4412167209051,-4.43176926282849
"603","0950011","New London School District","0950311","Jennings School",55.809922861442,56.4319634786915,-0.622040617249489
"604","0950011","New London School District","0950611","Early Childhood Center at Harbor",5.98290598290598,13.9936190872521,-8.0107131043461
"605","0950011","New London School District","0950811","Winthrop STEM Elementary Magnet School",67.3700843934113,68.2023031555935,-0.832218762182237
"606","0950011","New London School District","0950911","Nathan Hale Arts Magnet School",57.6246193336623,64.5942155545469,-6.96959622088456
"607","0950011","New London School District","0955111","Bennie Dover Jackson Middle School",53.645049225516,59.8501075820847,-6.2050583565687
"608","0950011","New London School District","0956111","New London High School",57.7134899852622,62.387475651569,-4.67398566630678
"609","0960011","New Milford School District","0000000","District",76.5963080723254,81.3734522397888,-4.77714416746339
"610","0960011","New Milford School District","0960511","Hill And Plain School",95.1625188784556,80.1110643089833,15.0514545694723
"611","0960011","New Milford School District","0960811","Northville Elementary School",75.9832416863053,85.0009145203445,-9.01767283403919
"612","0960011","New Milford School District","0960911","Sarah Noble Intermediate School",74.4848738014337,77.3691656188718,-2.88429181743811
"613","0960011","New Milford School District","0965211","Schaghticoke Middle School",67.5546808028998,76.3697835965801,-8.81510279368035
"614","0960011","New Milford School District","0966111","New Milford High School",80.4244708135273,78.9178103312619,1.50666048226543
"615","0970011","Newtown School District","0000000","District",84.4407760160974,84.783467380813,-0.34269136471562
"616","0970011","Newtown School District","0970111","Hawley Elementary School",91.7781126057322,93.2075885538961,-1.42947594816391
"617","0970011","Newtown School District","0970211","Sandy Hook Elementary School",85.3655235530208,86.2298596238466,-0.864336070825843
"618","0970011","Newtown School District","0970311","Middle Gate Elementary School",83.4467439288401,93.0547021829314,-9.60795825409124
"619","0970011","Newtown School District","0970411","Head O'Meadow Elementary School",94.3727377332784,95.0662757847559,-0.693538051477489
"620","0970011","Newtown School District","0970511","Reed Intermediate School",79.9639141768862,86.1843196810906,-6.22040550420441
"621","0970011","Newtown School District","0975111","Newtown Middle School",74.7337296364092,80.6819218778245,-5.94819224141527
"622","0970011","Newtown School District","0976111","Newtown High School",87.8892404159772,79.1903097373851,8.69893067859211
"623","0980011","Norfolk School District","0000000","District",79.0418816733733,84.2167054109776,-5.17482373760427
"624","0980011","Norfolk School District","0980111","Botelle Elementary School",79.0418816733733,85.7196816227218,-6.6777999493485
"625","0990011","North Branford School District","0000000","District",79.519214703303,79.8442121521343,-0.324997448831255
"626","0990011","North Branford School District","0990411","Jerome Harrison School",100,100,0
"627","0990011","North Branford School District","0990611","Totoket Valley Elementary School",75.9380914764125,84.8225149553594,-8.88442347894687
"628","0990011","North Branford School District","0995111","North Branford Intermediate School",73.6216870941475,71.7281869556117,1.89350013853576
"629","0990011","North Branford School District","0996111","North Branford High School",77.9109096931796,76.9090246633909,1.00188502978867
"630","1000011","North Canaan School District","0000000","District",77.3270357316248,78.4657335457509,-1.13869781412605
"631","1000011","North Canaan School District","1000111","North Canaan Elementary School",77.3270357316248,78.4657335457509,-1.13869781412605
"632","1010011","North Haven School District","0000000","District",85.5122896349353,77.3870482560536,8.12524137888168
"633","1010011","North Haven School District","1010211","Montowese Elementary School",83.757075952085,82.9621152966075,0.794960655477496
"634","1010011","North Haven School District","1010311","Ridge Road Elementary School",87.2397067290173,80.697817834935,6.54188889408231
"635","1010011","North Haven School District","1010711","Green Acres Elementary School",84.3409512235752,83.4949513488169,0.845999874758306
"636","1010011","North Haven School District","1010811","Clintonville Elementary School",84.015565663522,77.9411141455052,6.07445151801677
"637","1010011","North Haven School District","1015211","North Haven Middle School",82.8620980530278,74.4673170639309,8.39478098909692
"638","1010011","North Haven School District","1016111","North Haven High School",81.7651662278821,65.0094797124853,16.7556865153968
"639","1020011","North Stonington School District","0000000","District",82.0164327708269,86.8443208966085,-4.82788812578158
"640","1020011","North Stonington School District","1020111","North Stonington Elementary School",87.645447440716,89.7883973159304,-2.14294987521437
"641","1020011","North Stonington School District","1025111","Wheeler Middle School",69.4276166761171,81.9919292490385,-12.5643125729214
"642","1020011","North Stonington School District","1026111","Wheeler High School",89.4582986780583,88.2466933039637,1.21160537409465
"643","1030011","Norwalk School District","0000000","District",72.6860361756121,77.8903174736511,-5.20428129803898
"644","1030011","Norwalk School District","1030211","Brookside Elementary School",72.1135776704921,80.1097920180754,-7.99621434758328
"645","1030011","Norwalk School District","1030311","Columbus Magnet School",73.3904760969275,73.9483374696606,-0.557861372733129
"646","1030011","Norwalk School District","1030411","Cranbury Elementary School",70.5542542308477,84.5781747234257,-14.023920492578
"647","1030011","Norwalk School District","1030711","Jefferson Magnet School",74.1520270450734,77.0041441629572,-2.85211711788382
"648","1030011","Norwalk School District","1030811","Kendall Elementary School",67.1417760690396,72.9356147373581,-5.79383866831849
"649","1030011","Norwalk School District","1031311","Rowayton School",82.0689984976965,82.8819338057161,-0.81293530801959
"650","1030011","Norwalk School District","1031411","Tracey School",68.5401137257038,76.9801266426625,-8.44001291695865
"651","1030011","Norwalk School District","1032011","Fox Run Elementary School",68.6548677981208,80.7948211506299,-12.1399533525091
"652","1030011","Norwalk School District","1032111","Naramake Elementary School",70.2000772658336,76.6420668574756,-6.44198959164203
"653","1030011","Norwalk School District","1032211","Marvin Elementary School",75.0655683702641,80.9230584135219,-5.85749004325783
"654","1030011","Norwalk School District","1032311","Silvermine Elementary School",70.2278539766046,77.4898102066096,-7.26195623000496
"655","1030011","Norwalk School District","1032411","Wolfpit School",72.8662393251085,77.1759566616569,-4.3097173365484
"656","1030011","Norwalk School District","1035211","Nathan Hale Middle School",64.2014117888957,73.2026408566294,-9.00122906773372
"657","1030011","Norwalk School District","1035311","Ponus Ridge Middle School",63.1348894366941,71.9306231813801,-8.795733744686
"658","1030011","Norwalk School District","1035411","West Rocks Middle School",64.1203623777916,70.3715042194575,-6.2511418416659
"659","1030011","Norwalk School District","1035511","Roton Middle School",66.9881702374317,78.5103950605224,-11.5222248230907
"660","1030011","Norwalk School District","1036111","Norwalk High School",72.1232949079207,72.3796910073211,-0.256396099400376
"661","1030011","Norwalk School District","1036211","Brien McMahon High School",73.6788768843752,72.0828343472609,1.5960425371143
"662","1030011","Norwalk School District","1036311","Norwalk Pathways Academy at Briggs",37.4757866745163,33.3494607889325,4.12632588558375
"663","1040011","Norwich School District","0000000","District",62.3196169783797,58.7813014158695,3.53831556251021
"664","1040011","Norwich School District","1040811","Samuel Huntington School",80.9138952636938,68.8920545332982,12.0218407303956
"665","1040011","Norwich School District","1041411","John B. Stanton Network School",68.8729767903488,67.7585230136174,1.11445377673137
"666","1040011","Norwich School District","1041511","Wequonnoc Magnet School",67.9116180874863,62.2802327086832,5.63138537880315
"667","1040011","Norwich School District","1041711","Thomas W. Mahan School",86.4598946075364,67.3262291445936,19.1336654629428
"668","1040011","Norwich School District","1041811","Veterans' Memorial School",59.4735147956596,66.0177761605013,-6.5442613648417
"669","1040011","Norwich School District","1041911","Uncas Network School",56.2505642334071,62.6535266974004,-6.40296246399325
"670","1040011","Norwich School District","1042011","Moriarty Magnet School",67.5512846901748,65.1451657975349,2.40611889263992
"671","1040011","Norwich School District","1045111","Kelly Middle School",62.7831362249338,64.080416858176,-1.29728063324224
"672","1040011","Norwich School District","1045211","Teachers' Memorial Middle School",62.7883698858943,67.432069166075,-4.64369928018068
"673","1060011","Old Saybrook School District","0000000","District",83.5797511229574,87.778159929053,-4.19840880609557
"674","1060011","Old Saybrook School District","1060211","Kathleen E. Goodwin School",88.1763339660137,85.0469831635803,3.12935080243342
"675","1060011","Old Saybrook School District","1065211","Old Saybrook Middle School",79.2111869276153,88.0565887733325,-8.84540184571725
"676","1060011","Old Saybrook School District","1066111","Old Saybrook Senior High School",83.7135180652228,78.5880971762479,5.12542088897489
"677","1070011","Orange School District","0000000","District",76.9682856427704,86.5281656252563,-9.55987998248595
"678","1070011","Orange School District","1070211","Mary L. Tracy School",100,98.5714285714286,1.42857142857142
"679","1070011","Orange School District","1070311","Race Brook School",78.4303382962833,88.6879772440175,-10.2576389477342
"680","1070011","Orange School District","1070411","Turkey Hill School",86.6135607986751,91.6070324877473,-4.99347168907217
"681","1070011","Orange School District","1070511","Peck Place School",82.2349364570097,85.0414076216877,-2.80647116467802
"682","1080011","Oxford School District","0000000","District",78.0016799159877,76.1154299604764,1.88624995551125
"683","1080011","Oxford School District","1080111","Oxford Center School",76.3110279174106,85.8475412857979,-9.53651336838732
"684","1080011","Oxford School District","1080311","Quaker Farms School",100,100,0
"685","1080011","Oxford School District","1085111","Great Oak School",67.0669509886087,73.5438376082975,-6.47688661968876
"686","1080011","Oxford School District","1086011","Oxford High School",82.3341763747526,73.3177373324259,9.01643904232667
"687","1090011","Plainfield School District","0000000","District",75.2787598047591,75.1352624752083,0.14349732955084
"688","1090011","Plainfield School District","1090111","Moosup Elementary School",88.9387573095401,86.9335853010943,2.00517200844583
"689","1090011","Plainfield School District","1090311","Plainfield Memorial School",72.5622290926298,80.6210653383761,-8.05883624574633
"690","1090011","Plainfield School District","1090411","Shepard Hill Elementary School",84.9932919487394,86.4096685001572,-1.41637655141783
"691","1090011","Plainfield School District","1095111","Plainfield Central School",82.3893959284544,73.9506713928363,8.43872453561812
"692","1090011","Plainfield School District","1096111","Plainfield High School",65.6680157454838,68.528165943704,-2.86015019822018
"693","1100011","Plainville School District","0000000","District",77.6026420510456,82.0867947041815,-4.48415265313588
"694","1100011","Plainville School District","1100211","Linden Street School",72.0501712915623,76.770314449779,-4.72014315821674
"695","1100011","Plainville School District","1100411","Frank T. Wheeler School",71.6846423888895,85.5123015803021,-13.8276591914126
"696","1100011","Plainville School District","1100511","Louis Toffolon School",76.3467480850935,85.6854184412447,-9.33867035615116
"697","1100011","Plainville School District","1105211","Middle School of Plainville",72.1614351966413,73.6178896998536,-1.45645450321227
"698","1100011","Plainville School District","1106111","Plainville High School",75.9232137236835,79.9029464509691,-3.97973272728561
"699","1110011","Plymouth School District","0000000","District",75.5825428413681,77.2105167565605,-1.62797391519243
"700","1110011","Plymouth School District","1110211","Plymouth Center School",83.977540640663,75.3848242853684,8.59271635529461
"701","1110011","Plymouth School District","1110411","Harry S. Fisher Elementary School",71.9441754390012,80.9763568964666,-9.03218145746536
"702","1110011","Plymouth School District","1115111","Eli Terry Jr. Middle School",71.6846024874913,72.7698045514897,-1.08520206399838
"703","1110011","Plymouth School District","1116111","Terryville High School",68.4842124764219,71.9538028414906,-3.46959036506871
"704","1120011","Pomfret School District","0000000","District",73.0996785080787,89.8086338280482,-16.7089553199695
"705","1120011","Pomfret School District","1120111","Pomfret Community School",73.0724676237249,89.8541267079327,-16.7816590842078
"706","1130011","Portland School District","0000000","District",80.2894771309912,86.3738276172582,-6.08435048626704
"707","1130011","Portland School District","1130211","Valley View School",85,78.8244216913159,6.17557830868408
"708","1130011","Portland School District","1130411","Gildersleeve School",75.624636914104,87.5973690290935,-11.9727321149895
"709","1130011","Portland School District","1130511","Brownstone Intermediate School",84.0231060351757,82.3817094324844,1.64139660269129
"710","1130011","Portland School District","1135111","Portland Middle School",69.3242086648067,83.1584331978732,-13.8342245330665
"711","1130011","Portland School District","1136111","Portland High School",81.0660850305818,81.2524684150891,-0.186383384507295
"712","1140011","Preston School District","0000000","District",71.4984171430828,80.2785774637159,-8.78016032063314
"713","1140011","Preston School District","1140411","Preston Veterans' Memorial School",80.0289442734337,80.6418620423722,-0.612917768938487
"714","1140011","Preston School District","1145111","Preston Plains School",66.8970676610985,80.1346759197167,-13.2376082586182
"715","1160011","Putnam School District","0000000","District",70.0057165810228,71.6392555174145,-1.6335389363917
"716","1160011","Putnam School District","1160311","Putnam Elementary School",74.2033632804291,78.1256310956208,-3.9222678151917
"717","1160011","Putnam School District","1165111","Putnam Middle School",66.9517474216055,70.4089439197646,-3.45719649815911
"718","1160011","Putnam School District","1166111","Putnam High School",64.4855482168969,61.4983829927635,2.98716522413339
"719","1170011","Redding School District","0000000","District",81.4570144852948,89.2605597396633,-7.80354525436846
"720","1170011","Redding School District","1170111","Redding Elementary School",94.8053695934792,97.5446545660473,-2.73928497256807
"721","1170011","Redding School District","1175111","John Read Middle School",78.3837901644762,87.5381073908329,-9.1543172263567
"722","1180011","Ridgefield School District","0000000","District",83.3107170140009,89.6289362359699,-6.318219221969
"723","1180011","Ridgefield School District","1180211","Veterans Park Elementary School",89.1278832931126,96.3594353462892,-7.23155205317663
"724","1180011","Ridgefield School District","1180311","Ridgebury Elementary School",91.2639301959021,86.278007132523,4.98592306337913
"725","1180011","Ridgefield School District","1180411","Farmingville Elementary School",88.4841271167933,89.7293005984644,-1.24517348167106
"726","1180011","Ridgefield School District","1180511","Scotland Elementary School",90.18444221505,89.3919032252919,0.792538989758071
"727","1180011","Ridgefield School District","1180611","Branchville Elementary School",86.8472351571293,92.051217126468,-5.20398196933868
"728","1180011","Ridgefield School District","1180811","Barlow Mountain Elementary School",89.5115196819174,89.6784084194146,-0.166888737497175
"729","1180011","Ridgefield School District","1185111","East Ridge Middle School",76.1552109743419,84.0487305336255,-7.89351955928362
"730","1180011","Ridgefield School District","1185211","Scotts Ridge Middle School",69.1131724563069,82.6873122808228,-13.5741398245159
"731","1180011","Ridgefield School District","1186111","Ridgefield High School",87.3614952579114,91.0400175944462,-3.67852233653483
"732","1190011","Rocky Hill School District","0000000","District",79.2714767953047,84.1623458422048,-4.89086904690008
"733","1190011","Rocky Hill School District","1190411","Myrtle H. Stevens School",81.1580263083952,85.664897264521,-4.50687095612584
"734","1190011","Rocky Hill School District","1190511","West Hill School",84.3330850882573,84.6600659513327,-0.326980863075391
"735","1190011","Rocky Hill School District","1195111","Albert D. Griswold Middle School",71.7985957283426,83.233952854667,-11.4353571263243
"736","1190011","Rocky Hill School District","1196111","Rocky Hill High School",79.3410697419655,80.9102200827637,-1.56915034079825
"737","1210011","Salem School District","0000000","District",79.0245594407966,85.0360755364849,-6.01151609568835
"738","1210011","Salem School District","1210111","Salem Elementary School",79.5213519945648,86.0868194213424,-6.56546742677756
"739","1220011","Salisbury School District","0000000","District",77.322903628167,87.1879644644935,-9.86506083632651
"740","1220011","Salisbury School District","1220111","Salisbury Central School",77.322903628167,88.546473463583,-11.223569835416
"741","1230011","Scotland School District","0000000","District",80.4408257741358,82.6062061244984,-2.1653803503626
"742","1230011","Scotland School District","1230111","Scotland Elementary School",80.4408257741358,82.6062061244984,-2.1653803503626
"743","1240011","Seymour School District","0000000","District",76.0996420731537,82.2082789176918,-6.10863684453814
"744","1240011","Seymour School District","1240111","Bungay School",73.0046734392284,81.3198732039787,-8.31519976475029
"745","1240011","Seymour School District","1240211","Chatfield-LoPresti School",82.780653920826,84.720566768596,-1.93991284777002
"746","1240011","Seymour School District","1245111","Seymour Middle School",66.8418103158333,77.8202972891443,-10.978486973311
"747","1240011","Seymour School District","1246111","Seymour High School",75.825640488174,76.5716232885888,-0.745982800414765
"748","1250011","Sharon School District","0000000","District",75.5972546878376,75.7760753163594,-0.178820628521805
"749","1250011","Sharon School District","1250111","Sharon Center School",75.5577804927656,75.0449442663182,0.512836226447419
"750","1260011","Shelton School District","0000000","District",77.7422381503845,82.3475964895975,-4.60535833921304
"751","1260011","Shelton School District","1260511","Elizabeth Shelton School",84.4496365243215,87.8632104815683,-3.41357395724675
"752","1260011","Shelton School District","1260611","Sunnyside School",87.0799975271186,80.0420696494674,7.03792787765123
"753","1260011","Shelton School District","1260811","Long Hill School",78.7746726325976,81.1308637473338,-2.35619111473625
"754","1260011","Shelton School District","1260911","Mohegan School",85.9703134671682,84.174889519499,1.79542394766922
"755","1260011","Shelton School District","1261011","Booth Hill School",87.132211542819,88.9606111980929,-1.82839965527393
"756","1260011","Shelton School District","1261111","Perry Hill Elementary School",75.9024561036534,83.027280012626,-7.12482390897256
"757","1260011","Shelton School District","1265111","Intermediate School",72.3497992942555,82.524428252268,-10.1746289580125
"758","1260011","Shelton School District","1266111","Shelton High School",73.0334990454929,73.6198137164439,-0.586314670951026
"759","1270011","Sherman School District","0000000","District",81.9171000233141,84.5243652690002,-2.60726524568607
"760","1270011","Sherman School District","1270111","Sherman School",81.7248792272608,84.4918086470575,-2.76692941979674
"761","1280011","Simsbury School District","0000000","District",84.8066905746232,90.426371139314,-5.61968056469075
"762","1280011","Simsbury School District","1280111","Central School",85.2241903898336,91.7084513790683,-6.48426098923468
"763","1280011","Simsbury School District","1280311","Tariffville School",80.8641513298384,91.2058507606972,-10.3416994308588
"764","1280011","Simsbury School District","1280411","Tootin' Hills School",80.1540305083566,89.0372514881893,-8.88322097983269
"765","1280011","Simsbury School District","1280611","Latimer Lane School",75.2436631549984,86.1813660019393,-10.9377028469409
"766","1280011","Simsbury School District","1280711","Squadron Line School",78.4294581628699,83.5556157976017,-5.12615763473178
"767","1280011","Simsbury School District","1285111","Henry James Memorial School",78.4765422839273,85.4728518634316,-6.99630957950434
"768","1280011","Simsbury School District","1286111","Simsbury High School",88.0355730671384,89.5412747866928,-1.50570171955439
"769","1290011","Somers School District","0000000","District",77.6870625663723,79.8081188349604,-2.12105626858811
"770","1290011","Somers School District","1290411","Somers Elementary School",74.2343368930072,79.0977740578409,-4.86343716483373
"771","1290011","Somers School District","1295111","Mabelle B. Avery Middle School",65.9721688442784,67.2280194229627,-1.25585057868433
"772","1290011","Somers School District","1296111","Somers High School",82.931169409262,75.7000069640691,7.23116244519285
"773","1310011","Southington School District","0000000","District",76.0174104386688,85.587747056286,-9.57033661761719
"774","1310011","Southington School District","1310211","Hatton Elementary School",79.8574755668805,89.1152858311025,-9.25781026422196
"775","1310011","Southington School District","1310611","Plantsville Elementary School",78.894027704031,82.4482243978964,-3.55419669386539
"776","1310011","Southington School District","1310711","South End Elementary School",67.0053657450977,78.1858662197648,-11.1805004746671
"777","1310011","Southington School District","1310811","Strong Elementary School",69.835490984743,87.7778460342162,-17.9423550494732
"778","1310011","Southington School District","1310911","Thalberg Elementary School",72.4473167136534,88.5973001226259,-16.1499834089725
"779","1310011","Southington School District","1311311","Flanders Elementary School",77.2815743826252,89.2014805755418,-11.9199061929166
"780","1310011","Southington School District","1311411","Urbin T. Kelley School",85.6218617785616,88.1935271147528,-2.57166533619116
"781","1310011","Southington School District","1311511","Derynoski Elementary School",72.3474764713659,85.5344361490876,-13.1869596777217
"782","1310011","Southington School District","1315111","Joseph A. Depaolo Middle School",66.7057815976832,80.1901371503308,-13.4843555526476
"783","1310011","Southington School District","1315311","John F. Kennedy Middle School",71.8297066667838,83.4121516195192,-11.5824449527354
"784","1310011","Southington School District","1316211","Southington High School",80.7773889048089,81.2615621945846,-0.484173289775711
"785","1320011","South Windsor School District","0000000","District",84.3996391504351,88.8224586475984,-4.42281949716325
"786","1320011","South Windsor School District","1320111","Philip R. Smith School",84.9639788357204,89.8258213580415,-4.86184252232107
"787","1320011","South Windsor School District","1320211","Pleasant Valley School",83.1756608231648,83.3081606424651,-0.132499819300278
"788","1320011","South Windsor School District","1320411","Wapping Elementary School",80.1993562219862,83.190162549779,-2.9908063277928
"789","1320011","South Windsor School District","1320611","Orchard Hill School",83.0189279222729,89.5135561693928,-6.49462824711992
"790","1320011","South Windsor School District","1320711","Eli Terry School",77.5550951154066,89.9542032369456,-12.399108121539
"791","1320011","South Windsor School District","1325111","Timothy Edwards School",76.8484468752774,87.4604925623346,-10.6120456870572
"792","1320011","South Windsor School District","1326211","South Windsor High School",87.2098689410826,80.3098073655694,6.90006157551322
"793","1330011","Sprague School District","0000000","District",71.434640631985,77.5770532832054,-6.14241265122041
"794","1330011","Sprague School District","1330111","Sayles School",71.8557130171317,78.5103886707666,-6.65467565363485
"795","1340011","Stafford School District","0000000","District",74.5338397969774,76.5736078613185,-2.03976806434108
"796","1340011","Stafford School District","1340311","Staffordville School",81.9293712316968,68.5309734513274,13.3983977803694
"797","1340011","Stafford School District","1340411","West Stafford School",79.6491228070176,88.7830687830688,-9.13394597605121
"798","1340011","Stafford School District","1340611","Stafford Elementary School",72.1151931898217,78.9963939757021,-6.88120078588038
"799","1340011","Stafford School District","1345211","Stafford Middle School",76.6234489117797,83.0546184723336,-6.43116956055391
"800","1340011","Stafford School District","1346111","Stafford High School",75.0121029597851,71.7000690245335,3.31203393525159
"801","1350011","Stamford School District","0000000","District",73.000184948983,76.8894972574846,-3.88931230850156
"802","1350011","Stamford School District","1350511","K. T. Murphy School",78.9256681732787,77.1046630140216,1.82100515925714
"803","1350011","Stamford School District","1350611","Newfield School",70.880281697084,75.8227389601792,-4.94245726309521
"804","1350011","Stamford School District","1350811","Rogers International School",71.2042680245983,73.5173133008062,-2.31304527620786
"805","1350011","Stamford School District","1350911","Roxbury School",67.3657916155053,67.3730908545637,-0.0072992390584119
"806","1350011","Stamford School District","1351111","Springdale School",71.0094339284264,75.362490870437,-4.35305694201062
"807","1350011","Stamford School District","1351211","Julia A. Stark School",70.8205870519855,70.2620054655462,0.558581586439331
"808","1350011","Stamford School District","1351411","Westover School",75.9367662112657,76.0911707401126,-0.154404528846868
"809","1350011","Stamford School District","1351811","Northeast School",68.8207588367226,75.4890774527284,-6.66831861600575
"810","1350011","Stamford School District","1351911","Toquam Magnet School",70.3251284988071,75.1492302877816,-4.82410178897449
"811","1350011","Stamford School District","1352011","Davenport Ridge School",70.296060612509,75.5827505739601,-5.28668996145115
"812","1350011","Stamford School District","1352111","Stillmeadow School",72.5215392463657,77.2380266766777,-4.71648743031196
