"school_code","district_code","district","school","free","non_subsidized","reduced","total"
"0151111","0150011","Bridgeport School District","Hall School","134","108","0","242"
"0151211","0150011","Bridgeport School District","Hallen School","145","188","0","333"
"0156311","0150011","Bridgeport School District","Harding High School","574","399","0","973"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","167","250","0","417"
"0151311","0150011","Bridgeport School District","Hooker School","141","180","0","321"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","143","359","0","502"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","95","395","0","490"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","446","236","0","682"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","535","323","0","858"
"0152011","0150011","Bridgeport School District","Madison School","224","313","0","537"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","144","322","0","466"
"0152811","0150011","Bridgeport School District","Opportunities for Self-Discovery Community Partnership","6","9","0","15"
"0151711","0150011","Bridgeport School District","Park City Magnet School","146","363","0","509"
"0152511","0150011","Bridgeport School District","Read School","441","482","0","923"
"0152611","0150011","Bridgeport School District","Roosevelt School","402","185","0","587"
"0154411","0150011","Bridgeport School District","Skane Center","73","147","0","220"
"0153011","0150011","Bridgeport School District","Waltersville School","354","136","0","490"
"0153611","0150011","Bridgeport School District","Winthrop School","213","465","0","678"
"0170211","0170011","Bristol School District","ACCESS","*","0","0","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","0","21"
"0176111","0170011","Bristol School District","Bristol Central High School","449","625","73","1147"
"0170411","0170011","Bristol School District","Bristol Early Childhood Center-BECC","*","57","*","86"
"0176211","0170011","Bristol School District","Bristol Eastern High School","350","703","85","1138"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","38","8","0","46"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","285","409","57","751"
"0171011","0170011","Bristol School District","Chippens Hill Middle School Functional Program","7","*","*","12"
"0173411","0170011","Bristol School District","Chms Goal","*","*","0","7"
"0179211","0170011","Bristol School District","Community/Vocational Program","*","*","0","12"
"0170311","0170011","Bristol School District","Edgewood School","119","199","10","328"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","185","201","29","415"
"0173611","0170011","Bristol School District","Extended Resource Self-Contained","*","*","0","8"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","*","0","0","*"
"0170511","0170011","Bristol School District","Greene-Hills School","397","439","88","924"
"0173711","0170011","Bristol School District","Hubbell Autism Program","*","*","0","10"
"0172111","0170011","Bristol School District","Hubbell/Extended Resource","*","0","*","13"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","*","0","0","*"
"0172311","0170011","Bristol School District","Ivy Drive Medically Fragile","*","*","0","*"
"0171911","0170011","Bristol School District","Ivy Drive School","135","231","22","388"
"0171711","0170011","Bristol School District","Mountain View School","112","235","15","362"
"0172511","0170011","Bristol School District","Mt. View GOAL","*","*","0","*"
"0172711","0170011","Bristol School District","Northeast MS/Extended Resource","*","*","*","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","*","*","0","9"
"0175211","0170011","Bristol School District","Northeast Middle School","141","281","28","450"
"0172911","0170011","Bristol School District","PreK Autism","*","*","0","8"
"0173011","0170011","Bristol School District","South Side Extended Resource","*","*","0","*"
"0173111","0170011","Bristol School District","South Side GOAL","*","0","*","9"
"0171111","0170011","Bristol School District","South Side School","174","262","32","468"
"0173211","0170011","Bristol School District","Stafford Autism","*","*","0","8"
"0171211","0170011","Bristol School District","Stafford School","217","194","37","448"
"0172011","0170011","Bristol School District","West Bristol School","439","402","44","885"
"0186111","0180011","Brookfield School District","Brookfield High School","61","774","21","856"
"0180311","0180011","Brookfield School District","Center Elementary School","*","328","*","359"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","49","475","11","535"
"0185311","0180011","Brookfield School District","Whisconier Middle School","63","830","22","915"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","139","344","18","501"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","91","238","23","352"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","9","64","0","73"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","45","207","8","260"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","47","146","13","206"
"0230411","0230011","Canton School District","Canton Academy","*","*","0","*"
"0236111","0230011","Canton School District","Canton High School","41","443","12","496"
"0230311","0230011","Canton School District","Canton Intermediate School","37","333","9","379"
"0235111","0230011","Canton School District","Canton Middle School","27","249","6","282"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","418","*","456"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","134","99","21","254"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","275","401","57","733"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","155","227","7","389"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","271","269","34","574"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","196","177","32","405"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","163","297","24","484"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","*","*","0","15"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","153","266","33","452"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","226","206","36","468"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","183","119","25","327"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","0","0","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","202","240","28","470"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","48","*","*","58"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","0","7"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","278","338","72","688"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","154","161","34","349"
"2410514","2410014","Capitol Region Education Council","Museum Academy","213","222","34","469"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","309","141","24","474"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","232","179","26","437"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","6","59","0","65"
"2419314","2410014","Capitol Region Education Council","River Street School","36","107","0","143"
"2419114","2410014","Capitol Region Education Council","Soundbridge","*","27","*","32"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","*","6","*","11"
"2411314","2410014","Capitol Region Education Council","Soundbridge @ Academy of Science and Innovation","*","0","*","6"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","*","*","0","*"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","*","*","0","7"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","227","147","34","408"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","302","300","56","658"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","226","182","46","454"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","64","88","6","158"
"0250111","0250011","Cheshire School District","Chapman School","*","296","*","323"
"0256111","0250011","Cheshire School District","Cheshire High School","88","1316","41","1445"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","0","16","0","16"
"0250211","0250011","Cheshire School District","Darcey School","*","146","*","157"
"0255111","0250011","Cheshire School District","Dodd Middle School","45","717","21","783"
"0250611","0250011","Cheshire School District","Doolittle School","50","405","9","464"
"0250411","0250011","Cheshire School District","Highland School","45","663","14","722"
"0250911","0250011","Cheshire School District","Humiston Alternative School","*","12","*","14"
"0250511","0250011","Cheshire School District","Norton School","*","395","*","418"
"0260111","0260011","Chester School District","Chester Elementary School","29","169","8","206"
"0270111","0270011","Clinton School District","Abraham Pierson School","55","208","17","280"
"0275111","0270011","Clinton School District","Jared Eliot School","69","361","21","451"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","120","351","26","497"
"0276111","0270011","Clinton School District","The Morgan School","96","443","20","559"
"0286111","0280011","Colchester School District","Bacon Academy","106","670","32","808"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","6","*","*","12"
"0280411","0280011","Colchester School District","Colchester Elementary School","80","451","18","549"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","66","411","21","498"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","83","498","24","605"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","*","62","*","78"
"0300111","0300011","Columbia School District","Horace W. Porter School","67","345","12","424"
"2686113","2680013","Common Ground High School District","Common Ground High School","80","102","18","200"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","447","244","29","720"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","396","338","46","780"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","303","273","48","624"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","312","215","19","546"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","239","214","31","484"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","214","324","32","570"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","250","476","24","750"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","136","488","20","644"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","214","406","47","667"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","212","397","15","624"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","136","169","14","319"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","176","445","22","643"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","125","497","17","639"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","250","505","28","783"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","152","358","12","522"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","289","426","52","767"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","171","279","24","474"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","32","43","12","87"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","15","30","6","51"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","*","12","*","14"
"2438014","2430014","Cooperative Educational Services","School Readiness","18","46","20","84"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","90","334","42","466"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","51","66","23","140"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","10","62","0","72"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","66","298","10","374"
"0320111","0320011","Coventry School District","Coventry Academy","6","*","*","10"
"0320211","0320011","Coventry School District","Coventry Grammar School","55","270","10","335"
"0326111","0320011","Coventry School District","Coventry High School","74","379","12","465"
"0320411","0320011","Coventry School District","George Hersey Robertson School","63","312","11","386"
"0320311","0320011","Coventry School District","Hale Early Education Center","*","26","*","46"
"0336111","0330011","Cromwell School District","Cromwell High School","91","447","25","563"
"0335111","0330011","Cromwell School District","Cromwell Middle School","70","384","25","479"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","95","392","22","509"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","81","343","14","438"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","44","25","14","83"
"0345111","0340011","Danbury School District","Broadview Middle School","469","436","106","1011"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","44","73","17","134"
"0346111","0340011","Danbury School District","Danbury High School","1070","1694","277","3041"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","263","97","89","449"
"0341111","0340011","Danbury School District","Great Plain School","158","155","32","345"
"0340211","0340011","Danbury School District","Hayestown Avenue School","223","190","54","467"
"0341711","0340011","Danbury School District","King Street Intermediate School","140","176","40","356"
"0341311","0340011","Danbury School District","King Street Primary School","179","216","24","419"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","119","193","37","349"
"0340611","0340011","Danbury School District","Morris Street School","252","70","51","373"
"0340811","0340011","Danbury School District","Park Avenue School","338","167","87","592"
"0341511","0340011","Danbury School District","Pembroke School","146","161","41","348"
"0345211","0340011","Danbury School District","Rogers Park Middle School","511","320","119","950"
"0341211","0340011","Danbury School District","Shelter Rock School","211","263","71","545"
"0341011","0340011","Danbury School District","South Street School","242","90","71","403"
"0341611","0340011","Danbury School District","Stadley Rough School","237","202","56","495"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","78","286","29","393"
"0340711","0340011","Danbury School District","Western Connection","0","*","0","*"
"0340311","0340011","Danbury School District","Westside Middle School Academy","158","353","84","595"
"0356111","0350011","Darien School District","Darien High School","26","1321","7","1354"
"0350211","0350011","Darien School District","Hindley Elementary School","*","483","*","491"
"0350711","0350011","Darien School District","Holmes Elementary School","0","*","*","471"
"0355111","0350011","Darien School District","Middlesex Middle School","*","1102","*","1133"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","*","450","*","452"
"0350511","0350011","Darien School District","Royle Elementary School","*","392","*","414"
"0350611","0350011","Darien School District","Tokeneke Elementary School","*","479","*","486"
"0360111","0360011","Deep River School District","Deep River Elementary School","45","215","23","283"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","0","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","0","0","*"
"0370611","0370011","Derby School District","Bradley School","109","176","41","326"
"0376111","0370011","Derby School District","Derby High School","166","143","36","345"
"0375011","0370011","Derby School District","Derby Middle School","156","130","35","321"
"0370411","0370011","Derby School District","Irving School","250","51","28","329"
"0370111","0370011","Derby School District","Little Raiders University","18","19","8","45"
"0370511","0370011","Derby School District","RAISE Academy","*","*","0","15"
"0400111","0400011","East Granby School District","Allgrove School","33","158","0","191"
"0406111","0400011","East Granby School District","East Granby High School","32","215","0","247"
"0405111","0400011","East Granby School District","East Granby Middle School","31","189","0","220"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","27","171","0","198"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","36","249","9","294"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","31","285","18","334"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","56","333","9","398"
"0420311","0420011","East Hampton School District","Center School","*","290","*","324"
"0426111","0420011","East Hampton School District","East Hampton High School","55","420","13","488"
"0425111","0420011","East Hampton School District","East Hampton Middle School","48","365","10","423"
"0420111","0420011","East Hampton School District","Memorial School","67","552","14","633"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","0","*"
"3480315","3480015","East Hartford School District","Hartford Detention Center","*","*","0","9"
"0430911","0430011","East Hartford School District","Anna E. Norris School","221","79","19","319"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","40","149","8","197"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","217","115","29","361"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","196","102","31","329"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","217","280","47","544"
"0436211","0430011","East Hartford School District","East Hartford High School","740","759","130","1629"
"0435111","0430011","East Hartford School District","East Hartford Middle School","553","413","73","1039"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","154","179","22","355"
"0430211","0430011","East Hartford School District","Hockanum Pre-K","*","188","*","307"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","214","121","28","363"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","281","130","19","430"
"0431211","0430011","East Hartford School District","Silver Lane School","191","*","*","276"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","50","27","10","87"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","145","129","33","307"
"0439011","0430011","East Hartford School District","Woodland School","95","66","9","170"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","67","248","38","353"
"0440111","0440011","East Haven School District","Deer Run School","90","136","27","253"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","66","106","20","192"
"0446111","0440011","East Haven School District","East Haven High School","335","479","107","921"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","142","93","39","274"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","246","231","80","557"
"0440711","0440011","East Haven School District","Momauguin School","136","116","39","291"
"0441811","0440011","East Haven School District","Overbrook Elementary School","63","56","11","130"
"0450511","0450011","East Lyme School District","Abilities in Motion (AIM) Program","0","13","0","13"
"0450611","0450011","East Lyme School District","Coastal Connections","*","14","*","22"
"0456111","0450011","East Lyme School District","East Lyme High School","99","880","40","1019"
"0455111","0450011","East Lyme School District","East Lyme Middle School","105","686","41","832"
"0450111","0450011","East Lyme School District","Flanders School","44","311","8","363"
"0458011","0450011","East Lyme School District","Integrated Preschool","*","*","0","50"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","44","251","10","305"
"0450711","0450011","East Lyme School District","Medically Fragile Program (WAVES)","0","*","0","*"
"0450211","0450011","East Lyme School District","Niantic Center School","32","128","9","169"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","160","234","36","430"
"0476111","0470011","East Windsor School District","East Windsor High School","97","179","27","303"
"0475411","0470011","East Windsor School District","East Windsor Middle School","115","159","29","303"
"0470411","0470011","East Windsor School District","East Windsor Transition Program","*","*","0","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","82","*","121"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","*","73","*","128"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","58","96","10","164"
"0390111","0390011","Eastford School District","Eastford Elementary School","22","121","0","143"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","302","*","318"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","546","*","563"
"2428014","2420014","EdAdvance","EdAdvance Headstart","202","*","*","213"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","*","*","0","6"
"0480111","0480011","Ellington School District","Center School","*","385","*","430"
"0480211","0480011","Ellington School District","Crystal Lake School","22","215","0","237"
"0486111","0480011","Ellington School District","Ellington High School","60","705","13","778"
"0485111","0480011","Ellington School District","Ellington Middle School","31","397","10","438"
"0480611","0480011","Ellington School District","Windermere School","84","670","7","761"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","466","175","85","726"
"2910113","2910013","Elm City Montessori School District","Elm City Montessori School","18","122","0","140"
"0492211","0490011","Enfield School District","EPS Integrated Pre-Kindergarten","*","55","*","76"
"0491011","0490011","Enfield School District","EPS PK STEAM Academy","21","29","0","50"
"0490511","0490011","Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","*","*","0","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","103","203","19","325"
"0491411","0490011","Enfield School District","Eli Whitney - Intermediate Adaptive Learning (IAL)","0","*","0","*"
"0491611","0490011","Enfield School District","Eli Whitney School","170","205","22","397"
"0496111","0490011","Enfield School District","Enfield High School","408","1037","85","1530"
"0490311","0490011","Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","*","*","*","8"
"0490211","0490011","Enfield School District","Enfield Street School","111","166","11","288"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","*","*","10"
"0490411","0490011","Enfield School District","Hazardville Memorial School","114","143","21","278"
"0498011","0490011","Enfield School District","Head Start Program","*","*","0","104"
"0490611","0490011","Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","*","0","0","*"
"0491811","0490011","Enfield School District","Henry Barnard School","140","211","30","381"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","342","688","96","1126"
"0490811","0490011","Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","*","*","0","6"
"0491111","0490011","Enfield School District","Nathan Hale School","54","164","13","231"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","*","*","0","8"
"0491511","0490011","Enfield School District","Prudence Crandall School","155","207","37","399"
"0500111","0500011","Essex School District","Essex Elementary School","20","327","21","368"
"2726113","2720013","Explorations District","Explorations","31","54","7","92"
"0510211","0510011","Fairfield School District","Burr Elementary School","32","373","8","413"
"0510111","0510011","Fairfield School District","Dwight Elementary School","8","323","6","337"
"0518011","0510011","Fairfield School District","Early Childhood Center","*","112","*","127"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","80","1388","27","1495"
"0510511","0510011","Fairfield School District","Fairfield School/Community Partnership","*","*","0","18"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","163","1270","65","1498"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","54","818","22","894"
"0510411","0510011","Fairfield School District","Holland Hill School","63","324","17","404"
"0511711","0510011","Fairfield School District","Jennings School","20","289","8","317"
"0510611","0510011","Fairfield School District","McKinley School","123","300","26","449"
"0510711","0510011","Fairfield School District","Mill Hill School","*","370","*","384"
"0511611","0510011","Fairfield School District","North Stratfield School","13","377","7","397"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","431","*","445"
"0511211","0510011","Fairfield School District","Riverfield School","*","413","*","425"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","26","741","6","773"
"0511311","0510011","Fairfield School District","Sherman School","*","472","*","484"
