"school_code","district_code","district","school","no","yes","total"
"0341311","0340011","Danbury School District","King Street Primary School","217","77","294"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","319","28","347"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","252","46","298"
"0340611","0340011","Danbury School District","Morris Street School","228","115","343"
"0340811","0340011","Danbury School District","Park Avenue School","232","144","376"
"0341511","0340011","Danbury School District","Pembroke School","278","58","336"
"0345211","0340011","Danbury School District","Rogers Park Middle School","843","188","1031"
"0341211","0340011","Danbury School District","Shelter Rock School","258","80","338"
"0341011","0340011","Danbury School District","South Street School","199","107","306"
"0341611","0340011","Danbury School District","Stadley Rough School","358","97","455"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","306","11","317"
"0356111","0350011","Darien School District","Darien High School","*","*","1180"
"0350211","0350011","Darien School District","Hindley Elementary School","519","0","519"
"0350711","0350011","Darien School District","Holmes Elementary School","468","16","484"
"0355111","0350011","Darien School District","Middlesex Middle School","*","*","1117"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","*","*","512"
"0350511","0350011","Darien School District","Royle Elementary School","441","10","451"
"0350611","0350011","Darien School District","Tokeneke Elementary School","*","*","390"
"0360111","0360011","Deep River School District","Deep River Elementary School","375","14","389"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","7","0","7"
"3370415","3370015","Department of Mental Health and Addiction Services","Connecticut Mental Health Center","*","0","*"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","0","*"
"0370611","0370011","Derby School District","Bradley School","328","36","364"
"0376111","0370011","Derby School District","Derby High School","642","27","669"
"0370411","0370011","Derby School District","Irving School","369","48","417"
"0400111","0400011","East Granby School District","Allgrove School","*","*","294"
"0406111","0400011","East Granby School District","East Granby High School","258","0","258"
"0405111","0400011","East Granby School District","East Granby Middle School","*","*","218"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","*","141"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","*","*","536"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","406","0","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","477","0","477"
"0420311","0420011","East Hampton School District","Center School","*","*","349"
"0426111","0420011","East Hampton School District","East Hampton High School","*","*","580"
"0425111","0420011","East Hampton School District","East Hampton Middle School","*","*","508"
"0420111","0420011","East Hampton School District","Memorial School","*","*","633"
"0430911","0430011","East Hartford School District","Anna E. Norris School","261","37","298"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","166","0","166"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","348","60","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","312","35","347"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","299","15","314"
"0436211","0430011","East Hartford School District","East Hartford High School","1941","81","2022"
"0435111","0430011","East Hartford School District","East Hartford Middle School","947","55","1002"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","313","39","352"
"0430511","0430011","East Hartford School District","Hockanum School","334","20","354"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","302","18","320"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","394","70","464"
"0431211","0430011","East Hartford School District","Silver Lane School","308","15","323"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","*","*","151"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","421","31","452"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","288","0","288"
"0439011","0430011","East Hartford School District","Woodland School","*","*","180"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","*","*","221"
"0441411","0440011","East Haven School District","D. C. Moore School","219","20","239"
"0440111","0440011","East Haven School District","Deer Run School","316","19","335"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","*","*","186"
"0446111","0440011","East Haven School District","East Haven High School","1072","25","1097"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","200","12","212"
"0441911","0440011","East Haven School District","Hays School","160","18","178"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","468","14","482"
"0440711","0440011","East Haven School District","Momauguin School","190","19","209"
"0441811","0440011","East Haven School District","Overbrook Elementary School","146","19","165"
"0449011","0440011","East Haven School District","Pathways","35","0","35"
"0441611","0440011","East Haven School District","Robert W. Carbone School","294","25","319"
"0456111","0450011","East Lyme School District","East Lyme High School","1304","0","1304"
"0455111","0450011","East Lyme School District","East Lyme Middle School","*","*","913"
"0450111","0450011","East Lyme School District","Flanders School","387","12","399"
"0458011","0450011","East Lyme School District","Integrated Preschool","53","0","53"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","334","6","340"
"0450211","0450011","East Lyme School District","Niantic Center School","*","*","241"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","580","40","620"
"0476111","0470011","East Windsor School District","East Windsor High School","446","10","456"
"0475411","0470011","East Windsor School District","East Windsor Middle School","393","7","400"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","20","0","20"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","44","0","44"
"0390111","0390011","Eastford School District","Eastford Elementary School","187","0","187"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","*","377"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","*","801"
"2428014","2420014","EdAdvance","EdAdvance Headstart","156","0","156"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","23","0","23"
"0480111","0480011","Ellington School District","Center School","*","*","408"
"0480211","0480011","Ellington School District","Crystal Lake School","207","0","207"
"0486111","0480011","Ellington School District","Ellington High School","*","*","770"
"0485111","0480011","Ellington School District","Ellington Middle School","*","*","408"
"0480711","0480011","Ellington School District","Windermere Intermediate School","401","0","401"
"0480611","0480011","Ellington School District","Windermere School","387","17","404"
"2810113","2810013","Elm City College Preparatory School","Elm City College Preparatory School","476","0","476"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","*","363"
"0491611","0490011","Enfield School District","Eli Whitney School","*","*","387"
"0496111","0490011","Enfield School District","Enfield High School","919","7","926"
"0490211","0490011","Enfield School District","Enfield Street School","321","12","333"
"0496211","0490011","Enfield School District","Enrico Fermi High School","1149","7","1156"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","*","*","282"
"0490411","0490011","Enfield School District","Hazardville Memorial School","406","7","413"
"0498011","0490011","Enfield School District","Head Start Program","104","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","422","7","429"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","984","8","992"
"0491111","0490011","Enfield School District","Nathan Hale School","*","*","272"
"0491511","0490011","Enfield School District","Prudence Crandall School","410","6","416"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","262","21","283"
"0500111","0500011","Essex School District","Essex Elementary School","*","*","551"
"2726113","2720013","Explorations District","Explorations","86","0","86"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","*","445"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","*","340"
"0518011","0510011","Fairfield School District","Early Childhood Center","121","0","121"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","*","*","1380"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","1206","25","1231"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","*","*","597"
"0510411","0510011","Fairfield School District","Holland Hill School","325","33","358"
"0511711","0510011","Fairfield School District","Jennings School","*","*","353"
"0510611","0510011","Fairfield School District","McKinley School","383","79","462"
"0510711","0510011","Fairfield School District","Mill Hill School","457","8","465"
"0511611","0510011","Fairfield School District","North Stratfield School","487","8","495"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","*","519"
"0511211","0510011","Fairfield School District","Riverfield School","*","*","473"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","854","33","887"
"0511311","0510011","Fairfield School District","Sherman School","439","14","453"
"0511411","0510011","Fairfield School District","Stratfield School","*","*","460"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","731","6","737"
"0520411","0520011","Farmington School District","East Farms School","421","9","430"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","57","0","57"
"0526111","0520011","Farmington School District","Farmington High School","1381","8","1389"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","*","*","652"
"0520211","0520011","Farmington School District","Noah Wallace School","306","24","330"
"0520111","0520011","Farmington School District","Union School","292","6","298"
"0520311","0520011","Farmington School District","West District School","*","*","350"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","679","8","687"
"0530111","0530011","Franklin School District","Franklin Elementary School","233","0","233"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","558","17","575"
"0540311","0540011","Glastonbury School District","Eastbury School","*","*","357"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","*","551"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2058","7","2065"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","516","9","525"
"0540611","0540011","Glastonbury School District","Hopewell School","526","16","542"
"0540711","0540011","Glastonbury School District","Naubuc School","453","28","481"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","667","8","675"
"0545211","0540011","Glastonbury School District","Smith Middle School","1063","7","1070"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","497","0","497"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","749"
"0565111","0560011","Granby School District","Granby Memorial Middle School","*","*","374"
"0560411","0560011","Granby School District","Kelly Lane Primary School","363","0","363"
"0560311","0560011","Granby School District","Wells Road Intermediate School","344","0","344"
"0575111","0570011","Greenwich School District","Central Middle School","686","27","713"
"0570211","0570011","Greenwich School District","Cos Cob School","367","40","407"
"0575211","0570011","Greenwich School District","Eastern Middle School","704","21","725"
"0570411","0570011","Greenwich School District","Glenville School","318","26","344"
"0576111","0570011","Greenwich School District","Greenwich High School","2569","124","2693"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","325","52","377"
"0571311","0570011","Greenwich School District","International School At Dundee","333","39","372"
"0570311","0570011","Greenwich School District","Julian Curtiss School","285","42","327"
"0570611","0570011","Greenwich School District","New Lebanon School","179","50","229"
"0570711","0570011","Greenwich School District","North Mianus School","421","33","454"
"0570811","0570011","Greenwich School District","North Street School","486","29","515"
"0570911","0570011","Greenwich School District","Old Greenwich School","436","18","454"
"0571111","0570011","Greenwich School District","Parkway School","319","13","332"
"0571011","0570011","Greenwich School District","Riverside School","462","37","499"
"0575311","0570011","Greenwich School District","Western Middle School","481","46","527"
"0580311","0580011","Griswold School District","Griswold Elementary School","890","16","906"
"0586211","0580011","Griswold School District","Griswold High School","*","*","792"
"0585111","0580011","Griswold School District","Griswold Middle School","*","*","439"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","*","376"
"0591811","0590011","Groton School District","Charles Barnum School","*","*","367"
"0590311","0590011","Groton School District","Claude Chester School","338","15","353"
"0590411","0590011","Groton School District","Colonel Ledyard School","*","*","139"
"0590511","0590011","Groton School District","Eastern Point School","472","26","498"
"0595111","0590011","Groton School District","Fitch Middle School","443","12","455"
"0591711","0590011","Groton School District","Mary Morrisson School","*","*","282"
"0590911","0590011","Groton School District","Noank School","240","0","240"
"0591211","0590011","Groton School District","Pleasant Valley School","*","*","429"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1389","25","1414"
"0590111","0590011","Groton School District","S. B. Butler School","*","*","317"
"0595211","0590011","Groton School District","West Side Middle School","282","11","293"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","*","*","608"
"0600611","0600011","Guilford School District","A. W. Cox School","*","*","347"
"0600411","0600011","Guilford School District","Calvin Leete School","298","9","307"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","594","6","600"
"0606111","0600011","Guilford School District","Guilford High School","1147","7","1154"
"0600211","0600011","Guilford School District","Guilford Lakes School","440","9","449"
"0600311","0600011","Guilford School District","Melissa Jones School","343","7","350"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","96","0","96"
"0621211","0620011","Hamden School District","Bear Path School","464","0","464"
"0620211","0620011","Hamden School District","Church Street School","*","*","382"
"0620311","0620011","Hamden School District","Dunbar Hill School","*","*","377"
"0626111","0620011","Hamden School District","Hamden High School","2156","36","2192"
"0625211","0620011","Hamden School District","Hamden Middle School","903","10","913"
"0629011","0620011","Hamden School District","Hamden Transition Academy","*","0","*"
"0620411","0620011","Hamden School District","Helen Street School","343","0","343"
"0621111","0620011","Hamden School District","Ridge Hill School","323","25","348"
"0620111","0620011","Hamden School District","Shepherd Glen School","330","0","330"
"0621011","0620011","Hamden School District","Spring Glen School","*","*","319"
"0621411","0620011","Hamden School District","West Woods School","*","*","495"
"0630111","0630011","Hampton School District","Hampton Elementary School","*","*","166"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","317","117","434"
"0640311","0640011","Hartford School District","Barnard-Brown School","190","143","333"
"0640411","0640011","Hartford School District","Batchelder School","531","47","578"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","257","146","403"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","*","*","320"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","1155","329","1484"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","335","198","533"
"0642311","0640011","Hartford School District","Burr School","397","140","537"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","*","*","266"
"0642411","0640011","Hartford School District","Clark School","428","14","442"
"0646411","0640011","Hartford School District","Classical Magnet School","611","9","620"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","302","145","447"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","322","81","403"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","454","144","598"
"0645111","0640011","Hartford School District","Fox Middle School","438","23","461"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","561","41","602"
"0646211","0640011","Hartford School District","Hartford Public High School","1135","434","1569"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","53","11","64"
"0649111","0640011","Hartford School District","Hartford Transitional Learning Academy (Secondary)","43","12","55"
"0641011","0640011","Hartford School District","Kennelly School","701","108","809"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","428","89","517"
"0648011","0640011","Hartford School District","Little Owls Learning Center","12","0","12"
"0640811","0640011","Hartford School District","M. D. Fox School","582","242","824"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","590","10","600"
"0641211","0640011","Hartford School District","McDonough Middle School","314","126","440"
"0641911","0640011","Hartford School District","Milner School","327","33","360"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","474","90","564"
"0641511","0640011","Hartford School District","Parkville Community School","431","165","596"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","331","19","350"
"0645211","0640011","Hartford School District","Quirk Middle School","353","222","575"
"0641711","0640011","Hartford School District","Rawson School","*","*","586"
