"school_code","district_code","district","school","grade","test","2011_12","2012_13","2013_14","2014_15","2015_16"
"0116111","0110011","Bloomfield School District","Bloomfield High School","All Grades","Mile Run","94.4","64.2","68.4","81.6","70.5"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","All Grades","Mile Run","80.3","64.1","73.7","61.3","68.0"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","All Grades","Mile Run","57.9","65.4","60.8","61.2","69.5"
"0116311","0110011","Bloomfield School District","Global Experience Magnet School","All Grades","Mile Run","","25.9","38.7","85.3","84.0"
"0110511","0110011","Bloomfield School District","Metacomet School","All Grades","Mile Run","70.8","34.1","34.1","45.1","63.6"
"0120111","0120011","Bolton School District","Bolton Center School","All Grades","Mile Run","87.7","87.3","86.3","87.8","84.1"
"0126111","0120011","Bolton School District","Bolton High School","All Grades","Mile Run","92.7","87.7","78.8","87.9","94.2"
"0130111","0130011","Bozrah School District","Fields Memorial School","All Grades","Mile Run","82.1","76.1","74.7","83.6","88.5"
"0146111","0140011","Branford School District","Branford High School","All Grades","Mile Run","56.3","70.1","62.7","47.5","57.6"
"0140211","0140011","Branford School District","Branford High School Horizons Program","All Grades","Mile Run","","","","","*"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","All Grades","Mile Run","58.7","62.9","69.3","61.9","68.0"
"0141611","0140011","Branford School District","John B. Sliney School","All Grades","Mile Run","77.0","77.6","71.9","67.6","72.7"
"0141511","0140011","Branford School District","Mary R. Tisko School","All Grades","Mile Run","94.2","87.0","87.0","84.1","71.2"
"0141411","0140011","Branford School District","Mary T. Murphy School","All Grades","Mile Run","60.5","84.0","78.9","84.1","77.4"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","All Grades","Mile Run","42.9","42.5","51.1","54.9","69.7"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS a","All Grades","Mile Run","","","","*",""
"0150111","0150011","Bridgeport School District","Barnum School","All Grades","Mile Run","87.6","89.5","85.6","87.6","42.1"
"0156111","0150011","Bridgeport School District","Bassick High School","All Grades","Mile Run","*","10.5","*","*","21.1"
"0150211","0150011","Bridgeport School District","Beardsley School","All Grades","Mile Run","68.1","43.9","48.1","40.3","51.3"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fai","All Grades","Mile Run","","","","*",""
"0150311","0150011","Bridgeport School District","Black Rock School","All Grades","Mile Run","67.1","74.1","66.3","76.2","52.8"
"0154011","0150011","Bridgeport School District","Blackham School","All Grades","Mile Run","59.0","83.5","52.1","21.8","76.8"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","All Grades","Mile Run","","","","","29.8"
"0150411","0150011","Bridgeport School District","Bryant School","All Grades","Mile Run","66.7","78.0","77.8","62.1","75.3"
"0156211","0150011","Bridgeport School District","Central High School","All Grades","Mile Run","53.5","44.6","","71.6","59.6"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","All Grades","Mile Run","58.6","51.5","49.7","47.4","46.2"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","All Grades","Mile Run","93.1","95.1","74.7","92.1","92.4"
"0150511","0150011","Bridgeport School District","Columbus School","All Grades","Mile Run","58.2","92.8","84.0","85.7","78.1"
"0153911","0150011","Bridgeport School District","Cross School","All Grades","Mile Run","59.9","46.0","71.4","63.3","72.8"
"0154211","0150011","Bridgeport School District","Curiale School","All Grades","Mile Run","86.8","68.6","72.7","79.1","91.7"
"0154111","0150011","Bridgeport School District","Dunbar School","All Grades","Mile Run","54.7","46.2","71.3","68.1","69.4"
"0150711","0150011","Bridgeport School District","Edison School","All Grades","Mile Run","60.3","72.2","98.0","37.7","62.5"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","All Grades","Mile Run","78.5","63.2","70.2","53.1","58.2"
"0151111","0150011","Bridgeport School District","Hall School","All Grades","Mile Run","86.3","56.2","80.3","89.6","81.0"
"0151211","0150011","Bridgeport School District","Hallen School","All Grades","Mile Run","95.8","92.1","58.2","83.1","88.5"
"0156311","0150011","Bridgeport School District","Harding High School","All Grades","Mile Run","*","*","55.0","76.6","35.7"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","All Grades","Mile Run","89.7","70.0","75.0","53.4","73.4"
"0151311","0150011","Bridgeport School District","Hooker School","All Grades","Mile Run","60.1","44.2","45.1","50.8","72.4"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School","All Grades","Mile Run","","","","*",""
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","All Grades","Mile Run","89.2","51.9","76.6","80.9","76.5"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","All Grades","Mile Run","59.7","65.2","62.6","62.0","63.0"
"0151911","0150011","Bridgeport School District","Longfellow School","All Grades","Mile Run","89.4","","","",""
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","All Grades","Mile Run","52.3","51.1","56.1","16.7","43.3"
"0152011","0150011","Bridgeport School District","Madison School","All Grades","Mile Run","40.5","37.3","38.4","40.9","49.3"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","All Grades","Mile Run","89.5","80.5","68.6","63.4","68.1"
"0151711","0150011","Bridgeport School District","Park City Magnet School","All Grades","Mile Run","70.3","73.4","78.1","74.5",""
"0152511","0150011","Bridgeport School District","Read School","All Grades","Mile Run","71.3","78.8","84.9","62.4","75.9"
"0152611","0150011","Bridgeport School District","Roosevelt School","All Grades","Mile Run","75.4","75.4","23.1","33.0","4.8"
"0153011","0150011","Bridgeport School District","Waltersville School","All Grades","Mile Run","66.7","70.3","73.3","64.8","78.2"
"0153611","0150011","Bridgeport School District","Winthrop School","All Grades","Mile Run","68.3","48.4","66.2","62.0","63.1"
"0176111","0170011","Bristol School District","Bristol Central High School","All Grades","Mile Run","75.9","73.7","83.2","72.9","66.3"
"0176211","0170011","Bristol School District","Bristol Eastern High School","All Grades","Mile Run","83.3","83.3","75.9","72.1","72.1"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","All Grades","Mile Run","89.8","88.3","83.1","87.4","87.4"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","All Grades","Mile Run","70.7","","","",""
"0170311","0170011","Bristol School District","Edgewood School","All Grades","Mile Run","67.8","97.4","93.6","75.8","75.0"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","All Grades","Mile Run","65.7","90.2","83.3","90.9","82.8"
"0170511","0170011","Bristol School District","Greene-Hills School","All Grades","Mile Run","87.5","87.2","75.6","86.7","81.5"
"0171911","0170011","Bristol School District","Ivy Drive School","All Grades","Mile Run","71.2","71.2","82.0","82.4","87.9"
"0170611","0170011","Bristol School District","John J. Jennings School","All Grades","Mile Run","75.8","","","",""
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","All Grades","Mile Run","73.5","","","",""
"0171711","0170011","Bristol School District","Mountain View School","All Grades","Mile Run","73.9","85.5","83.0","93.7","95.4"
"0175211","0170011","Bristol School District","Northeast Middle School","All Grades","Mile Run","88.6","86.5","90.3","88.0","90.7"
"0171111","0170011","Bristol School District","South Side School","All Grades","Mile Run","35.6","69.2","94.2","88.5","100.0"
"0171211","0170011","Bristol School District","Stafford School","All Grades","Mile Run","69.7","87.8","70.3","69.0","66.3"
"0172011","0170011","Bristol School District","West Bristol School","All Grades","Mile Run","","95.4","94.8","96.1","93.5"
"0186111","0180011","Brookfield School District","Brookfield High School","All Grades","Mile Run","83.3","86.4","84.7","81.8","66.5"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","All Grades","Mile Run","83.1","86.3","92.6","88.7","89.7"
"0185311","0180011","Brookfield School District","Whisconier Middle School","All Grades","Mile Run","87.1","87.2","71.4","73.5","83.4"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","All Grades","Mile Run","52.1","52.2","43.6","52.5","43.6"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","All Grades","Mile Run","65.0","66.0","60.8","62.9","66.5"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","All Grades","Mile Run","40.0","73.9","64.3","70.4","61.5"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","All Grades","Mile Run","61.2","62.5","68.4","49.0","63.2"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","All Grades","Mile Run","89.6","88.3","81.9","76.0","74.0"
"0236111","0230011","Canton School District","Canton High School","All Grades","Mile Run","66.9","85.1","71.4","70.4","76.5"
"0230311","0230011","Canton School District","Canton Intermediate School","All Grades","Mile Run","82.5","82.9","83.4","78.8","87.5"
"0235111","0230011","Canton School District","Canton Middle School","All Grades","Mile Run","73.0","69.7","80.5","64.5","80.6"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","All Grades","Mile Run","48.4","42.4","49.1","54.2","61.7"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","All Grades","Mile Run","","","","","56.8"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","All Grades","Mile Run","51.1","56.1","81.3","79.7","58.8"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","All Grades","Mile Run","75.0","","","",""
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Tim","All Grades","Mile Run","*","50.0","88.6","36.0","*"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","All Grades","Mile Run","","56.5","41.0","38.1","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","All Grades","Mile Run","","27.3","65.3","49.1","59.7"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","All Grades","Mile Run","53.4","55.9","73.8","48.1","81.7"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International St","All Grades","Mile Run","60.4","52.7","39.2","61.3","67.5"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","All Grades","Mile Run","44.6","97.3","90.4","92.6","80.4"
"2410514","2410014","Capitol Region Education Council","Museum Academy","All Grades","Mile Run","","88.6","78.3","63.0","77.1"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","All Grades","Mile Run","24.6","41.8","51.0","37.2","62.4"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","All Grades","Mile Run","","*","95.0","34.6","64.7"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","All Grades","Mile Run","","","54.2","52.4","59.0"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","All Grades","Mile Run","55.0","57.6","51.9","46.9","47.1"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","All Grades","Mile Run","70.9","77.4","72.2","75.4","87.9"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","All Grades","Mile Run","100.0","100.0","100.0","51.2","64.7"
"0250111","0250011","Cheshire School District","Chapman School","All Grades","Mile Run","89.8","66.0","78.1","81.0","79.2"
"0256111","0250011","Cheshire School District","Cheshire High School","All Grades","Mile Run","77.5","76.7","79.1","78.3","78.8"
"0255111","0250011","Cheshire School District","Dodd Middle School","All Grades","Mile Run","83.8","85.3","82.3","86.7","82.9"
"0250611","0250011","Cheshire School District","Doolittle School","All Grades","Mile Run","71.3","81.3","84.8","92.1","86.2"
"0250411","0250011","Cheshire School District","Highland School","All Grades","Mile Run","85.3","89.2","90.3","88.4","87.2"
"0250911","0250011","Cheshire School District","Humiston Alternative School","All Grades","Mile Run","","","","","0.0"
"0250511","0250011","Cheshire School District","Norton School","All Grades","Mile Run","60.9","78.5","81.2","82.9","58.4"
"0260111","0260011","Chester School District","Chester Elementary School","All Grades","Mile Run","70.8","69.6","75.0","71.2","84.5"
"0270111","0270011","Clinton School District","Abraham Pierson School","All Grades","Mile Run","63.8","69.9","69.4","79.3","65.5"
"0275111","0270011","Clinton School District","Jared Eliot School","All Grades","Mile Run","87.0","88.9","87.2","84.9","84.4"
"0276111","0270011","Clinton School District","The Morgan School","All Grades","Mile Run","54.2","59.9","77.0","62.4","70.3"
"0286111","0280011","Colchester School District","Bacon Academy","All Grades","Mile Run","65.0","66.2","69.3","65.8","58.1"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","All Grades","Mile Run","88.2","94.9","85.1","92.3","91.5"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","All Grades","Mile Run","75.6","84.0","72.9","59.5","84.8"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","All Grades","Mile Run","92.3","52.8","84.0","81.5","80.0"
"0300111","0300011","Columbia School District","Horace W. Porter School","All Grades","Mile Run","81.9","86.7","83.5","88.6","84.8"
"2686113","2680013","Common Ground High School District","Common Ground High School","All Grades","Mile Run","*","*","*","27.5","*"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","All Grades","Mile Run","75.9","70.7","75.1","60.7","77.7"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","All Grades","Mile Run","30.2","38.9","36.4","23.8","33.3"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","All Grades","Mile Run","34.8","46.5","40.6","23.3","44.2"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","All Grades","Mile Run","40.7","30.1","29.3","21.5","22.9"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","All Grades","Mile Run","50.0","47.9","45.2","51.4","47.2"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","All Grades","Mile Run","36.5","31.4","25.8","38.3","51.4"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","All Grades","Mile Run","49.5","53.4","48.5","52.3","47.9"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","All Grades","Mile Run","38.7","41.7","43.6","48.8","66.2"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","All Grades","Mile Run","57.3","43.5","62.9","62.7","68.6"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","All Grades","Mile Run","49.7","54.2","46.6","44.4","58.2"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","All Grades","Mile Run","","","","","47.9"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","All Grades","Mile Run","70.5","60.9","67.1","58.5","50.9"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","All Grades","Mile Run","50.0","56.9","49.4","34.5","38.6"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","All Grades","Mile Run","39.3","35.5","41.8","56.8","44.7"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","All Grades","Mile Run","44.9","43.0","23.2","47.2","42.6"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","All Grades","Mile Run","32.5","29.2","43.5","29.4","30.1"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","All Grades","Mile Run","50.0","36.6","56.6","65.1","54.7"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","All Grades","Mile Run","","","","","0.0"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","All Grades","Mile Run","64.9","63.2","67.3","62.1","65.2"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","All Grades","Mile Run","","","","","13.9"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","All Grades","Mile Run","97.6","94.3","94.4","91.7","92.6"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","All Grades","Mile Run","66.5","74.5","78.0","81.0","81.9"
"0320111","0320011","Coventry School District","Coventry Academy","All Grades","Mile Run","","","","","0.0"
"0326111","0320011","Coventry School District","Coventry High School","All Grades","Mile Run","69.1","63.4","60.5","71.7","58.6"
"0320411","0320011","Coventry School District","George Hersey Robertson School","All Grades","Mile Run","94.4","91.3","92.7","90.7","95.1"
"0336111","0330011","Cromwell School District","Cromwell High School","All Grades","Mile Run","56.5","64.1","86.5","72.0","63.2"
"0335111","0330011","Cromwell School District","Cromwell Middle School","All Grades","Mile Run","82.4","81.5","81.3","78.9","81.8"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","All Grades","Mile Run","52.2","69.6","69.8","64.2","70.6"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","All Grades","Mile Run","","*","","*","*"
"0345111","0340011","Danbury School District","Broadview Middle School","All Grades","Mile Run","50.8","53.9","55.2","57.7","53.5"
"0346111","0340011","Danbury School District","Danbury High School","All Grades","Mile Run","61.3","61.3","67.8","63.7","68.3"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","All Grades","Mile Run","66.2","66.2","55.1","54.0","70.6"
"0341111","0340011","Danbury School District","Great Plain School","All Grades","Mile Run","45.7","67.2","81.3","76.9","70.8"
"0340211","0340011","Danbury School District","Hayestown Avenue School","All Grades","Mile Run","62.5","78.7","69.6","67.7","64.4"
"0341711","0340011","Danbury School District","King Street Intermediate School","All Grades","Mile Run","81.9","90.5","85.5","87.6","87.6"
"0340611","0340011","Danbury School District","Morris Street School","All Grades","Mile Run","76.6","64.0","87.5","82.7","84.6"
"0340811","0340011","Danbury School District","Park Avenue School","All Grades","Mile Run","39.3","28.1","38.2","81.0","84.1"
"0341511","0340011","Danbury School District","Pembroke School","All Grades","Mile Run","63.3","44.9","40.0","83.3","70.2"
"0345211","0340011","Danbury School District","Rogers Park Middle School","All Grades","Mile Run","68.1","64.7","65.8","64.8","64.5"
"0341211","0340011","Danbury School District","Shelter Rock School","All Grades","Mile Run","27.5","72.5","78.9","57.8","44.9"
"0341011","0340011","Danbury School District","South Street School","All Grades","Mile Run","76.9","66.7","57.1","62.0","71.7"
"0341611","0340011","Danbury School District","Stadley Rough School","All Grades","Mile Run","48.0","56.3","48.5","77.8","75.0"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magne","All Grades","Mile Run","96.4","86.3","82.4","87.3","80.7"
"0340311","0340011","Danbury School District","Westside Middle School Academy","All Grades","Mile Run","","","","65.4","69.7"
"0356111","0350011","Darien School District","Darien High School","All Grades","Mile Run","77.2","78.3","84.2","88.7","86.2"
"0350211","0350011","Darien School District","Hindley Elementary School","All Grades","Mile Run","98.5","95.9","91.9","96.6","91.4"
"0350711","0350011","Darien School District","Holmes Elementary School","All Grades","Mile Run","81.8","76.9","100.0","100.0","98.6"
"0355111","0350011","Darien School District","Middlesex Middle School","All Grades","Mile Run","90.7","91.8","94.9","89.7","92.4"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","All Grades","Mile Run","93.9","97.4","88.4","93.0","93.5"
"0350511","0350011","Darien School District","Royle Elementary School","All Grades","Mile Run","91.4","98.5","86.4","90.9","92.6"
"0350611","0350011","Darien School District","Tokeneke Elementary School","All Grades","Mile Run","98.4","98.6","94.7","98.2","97.4"
"0360111","0360011","Deep River School District","Deep River Elementary School","All Grades","Mile Run","89.9","95.7","88.5","89.5","93.4"
"0370611","0370011","Derby School District","Bradley School","All Grades","Mile Run","80.0","13.5","54.4","66.1","64.7"
"0376111","0370011","Derby School District","Derby High School","All Grades","Mile Run","15.4","59.0","45.3","50.0","56.5"
"0375011","0370011","Derby School District","Derby Middle School","All Grades","Mile Run","58.1","64.4","64.9","58.7","76.7"
"0370411","0370011","Derby School District","Irving School","All Grades","Mile Run","54.7","54.2","55.4","75.5","79.3"
"0406111","0400011","East Granby School District","East Granby High School","All Grades","Mile Run","37.9","52.5","58.5","49.2","73.1"
"0405111","0400011","East Granby School District","East Granby Middle School","All Grades","Mile Run","73.3","68.1","81.3","78.6","67.2"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","All Grades","Mile Run","71.7","71.8","51.8","73.7","58.5"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","All Grades","Mile Run","67.3","","","92.0","95.8"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","All Grades","Mile Run","76.7","77.0","81.7","84.7","83.4"
"0420311","0420011","East Hampton School District","Center School","All Grades","Mile Run","61.2","65.7","67.8","59.3","66.7"
"0426111","0420011","East Hampton School District","East Hampton High School","All Grades","Mile Run","73.5","65.2","68.9","74.6","67.6"
"0425111","0420011","East Hampton School District","East Hampton Middle School","All Grades","Mile Run","81.8","82.4","75.8","69.9","81.0"
"0430911","0430011","East Hartford School District","Anna E. Norris School","All Grades","Mile Run","56.4","100.0","96.6","88.9","87.0"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","All Grades","Mile Run","37.8","71.4","60.8","52.0","*"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","All Grades","Mile Run","74.3","83.8","75.0","73.7","72.7"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","All Grades","Mile Run","70.5","82.5","80.0","80.5","75.3"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","All Grades","Mile Run","80.9","79.6","60.6","87.8","61.5"
"0436211","0430011","East Hartford School District","East Hartford High School","All Grades","Mile Run","54.3","41.9","50.8","63.7","75.8"
"0435111","0430011","East Hartford School District","East Hartford Middle School","All Grades","Mile Run","66.4","63.0","51.5","63.1","72.2"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","All Grades","Mile Run","84.6","73.5","87.1","100.0","86.5"
"0430511","0430011","East Hartford School District","Hockanum School","All Grades","Mile Run","73.5","74.5","78.6","86.5","91.7"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","All Grades","Mile Run","81.4","35.9","55.6","97.0","98.5"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","All Grades","Mile Run","77.9","67.3","67.3","66.4","89.9"
"0431211","0430011","East Hartford School District","Silver Lane School","All Grades","Mile Run","78.3","73.9","47.7","78.7","68.4"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","All Grades","Mile Run","*","*","0.0","*","0.0"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World La","All Grades","Mile Run","75.9","84.7","87.4","84.8","97.9"
"0439011","0430011","East Hartford School District","Woodland School","All Grades","Mile Run","","","","26.1","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","All Grades","Mile Run","75.5","63.9","59.5","50.4","93.7"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","All Grades","Mile Run","41.6","59.8","61.8","54.2","76.6"
"0446111","0440011","East Haven School District","East Haven High School","All Grades","Mile Run","51.8","45.3","65.9","70.0","90.9"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","All Grades","Mile Run","85.9","91.9","75.4","100.0","70.7"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","All Grades","Mile Run","89.8","46.8","63.1","48.9","58.7"
"0440711","0440011","East Haven School District","Momauguin School","All Grades","Mile Run","93.9","44.8","100.0","71.1","83.6"
"0450611","0450011","East Lyme School District","Coastal Connections","All Grades","Mile Run","","","","","*"
"0456111","0450011","East Lyme School District","East Lyme High School","All Grades","Mile Run","84.5","91.5","86.9","89.0","85.1"
"0455111","0450011","East Lyme School District","East Lyme Middle School","All Grades","Mile Run","75.5","72.9","79.0","77.4","73.1"
"0450111","0450011","East Lyme School District","Flanders School","All Grades","Mile Run","81.7","93.1","84.2","82.4","77.9"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","All Grades","Mile Run","77.0","78.5","80.0","83.6","77.9"
"0450211","0450011","East Lyme School District","Niantic Center School","All Grades","Mile Run","96.0","93.6","97.8","86.7","95.0"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","All Grades","Mile Run","54.3","81.9","76.1","79.0",""
"0476111","0470011","East Windsor School District","East Windsor High School","All Grades","Mile Run","58.0","50.0","73.9","65.2","63.4"
"0475411","0470011","East Windsor School District","East Windsor Middle School","All Grades","Mile Run","77.0","81.2","80.8","73.3","70.6"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EAS","Arts at the Capitol Theater Magnet School (ACT)","All Grades","Mile Run","*","32.3","35.5","32.0","36.4"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EAS","EASTCONN Special Education","All Grades","Mile Run","","","","","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EAS","Quinebaug Middle College","All Grades","Mile Run","*","*","26.7","*","0.0"
"0390111","0390011","Eastford School District","Eastford Elementary School","All Grades","Mile Run","88.4","92.3","85.0","91.1","92.1"
