"school_code","district_code","district","school","american_indian_or_alaska_native","asian","black_or_african_american","hispanic_latino_of_any_race","native_hawaiian_or_other_pacific_islander","two_or_more_races","white","total"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","*","*","205","570","0","*","72","858"
"0152011","0150011","Bridgeport School District","Madison School","*","17","170","243","*","*","101","537"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","19","8","56","263","*","*","116","466"
"0152811","0150011","Bridgeport School District","Opportunities for Self-Discovery Community Partnership","0","0","8","*","0","0","*","15"
"0151711","0150011","Bridgeport School District","Park City Magnet School","6","40","230","172","*","*","58","509"
"0152511","0150011","Bridgeport School District","Read School","*","13","347","440","*","6","110","923"
"0152611","0150011","Bridgeport School District","Roosevelt School","*","24","202","298","0","*","59","587"
"0154411","0150011","Bridgeport School District","Skane Center","0","18","53","93","0","0","56","220"
"0153011","0150011","Bridgeport School District","Waltersville School","0","*","157","305","0","*","24","490"
"0153611","0150011","Bridgeport School District","Winthrop School","*","35","210","216","0","*","201","678"
"0170211","0170011","Bristol School District","ACCESS","0","0","0","0","0","0","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","0","0","*","*","0","0","10","21"
"0176111","0170011","Bristol School District","Bristol Central High School","*","47","91","264","*","*","736","1147"
"0170411","0170011","Bristol School District","Bristol Early Childhood Center-BECC","0","*","6","18","0","*","54","86"
"0176211","0170011","Bristol School District","Bristol Eastern High School","*","44","86","207","*","0","796","1138"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","0","0","*","12","0","*","28","46"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","*","*","60","195","0","0","477","751"
"0171011","0170011","Bristol School District","Chippens Hill Middle School Functional Program","0","0","*","7","0","0","*","12"
"0173411","0170011","Bristol School District","Chms Goal","0","0","0","*","0","0","*","7"
"0179211","0170011","Bristol School District","Community/Vocational Program","0","0","*","*","0","0","9","12"
"0170311","0170011","Bristol School District","Edgewood School","0","*","17","92","*","0","203","328"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","*","22","40","148","0","*","202","415"
"0173611","0170011","Bristol School District","Extended Resource Self-Contained","0","0","*","*","0","0","*","8"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","0","0","0","0","0","0","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","*","42","74","271","*","0","534","924"
"0173711","0170011","Bristol School District","Hubbell Autism Program","0","0","*","*","0","0","*","10"
"0172111","0170011","Bristol School District","Hubbell/Extended Resource","0","*","0","*","0","0","7","13"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","0","0","*","*","0","0","*","*"
"0172311","0170011","Bristol School District","Ivy Drive Medically Fragile","0","0","0","*","0","0","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","0","11","48","68","*","*","258","388"
"0171711","0170011","Bristol School District","Mountain View School","0","34","24","70","0","0","234","362"
"0172511","0170011","Bristol School District","Mt. View GOAL","0","0","0","*","0","0","*","*"
"0172711","0170011","Bristol School District","Northeast MS/Extended Resource","0","0","0","0","0","0","*","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","0","0","*","*","0","0","*","9"
"0175211","0170011","Bristol School District","Northeast Middle School","0","*","33","72","*","0","330","450"
"0172911","0170011","Bristol School District","PreK Autism","0","*","0","0","0","*","6","8"
"0173011","0170011","Bristol School District","South Side Extended Resource","0","0","*","*","0","0","*","*"
"0173111","0170011","Bristol School District","South Side GOAL","0","0","*","*","*","0","*","9"
"0171111","0170011","Bristol School District","South Side School","*","*","37","113","0","0","293","468"
"0173211","0170011","Bristol School District","Stafford Autism","0","*","0","0","0","0","*","8"
"0171211","0170011","Bristol School District","Stafford School","*","27","49","108","*","0","262","448"
"0172011","0170011","Bristol School District","West Bristol School","*","24","70","294","0","*","494","885"
"0186111","0180011","Brookfield School District","Brookfield High School","*","68","17","67","0","*","700","856"
"0180311","0180011","Brookfield School District","Center Elementary School","*","29","6","23","0","*","294","359"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","*","49","13","58","*","*","406","535"
"0185311","0180011","Brookfield School District","Whisconier Middle School","*","79","24","80","*","0","727","915"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","*","13","*","51","*","20","409","501"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","*","9","*","25","0","10","303","352"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","0","0","0","6","0","0","67","73"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","*","*","*","13","0","9","233","260"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","0","0","*","11","0","*","183","206"
"0230411","0230011","Canton School District","Canton Academy","0","0","0","0","0","0","*","*"
"0236111","0230011","Canton School District","Canton High School","*","16","24","30","0","*","411","496"
"0230311","0230011","Canton School District","Canton Intermediate School","*","9","27","34","0","*","305","379"
"0235111","0230011","Canton School District","Canton Middle School","*","10","11","15","0","*","244","282"
"0230211","0230011","Canton School District","Cherry Brook Primary School","0","*","42","28","*","8","369","456"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","0","*","197","50","0","*","*","254"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","0","80","206","216","*","*","199","733"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","*","59","95","107","0","*","112","389"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","0","31","163","256","*","*","106","574"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","0","6","115","154","0","23","107","405"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","*","36","89","166","*","33","157","484"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","0","*","*","*","0","0","10","15"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","0","44","94","144","0","20","150","452"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","0","*","113","174","*","22","157","468"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","0","*","97","136","*","6","86","327"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","0","0","0","0","0","0","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","0","74","130","143","0","20","103","470"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","0","0","18","33","0","*","*","58"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","0","0","*","*","0","0","*","7"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","*","31","352","133","*","34","133","688"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","0","13","43","182","0","14","97","349"
"2410514","2410014","Capitol Region Education Council","Museum Academy","*","*","171","136","0","35","99","469"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","8","*","114","230","*","16","99","474"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","*","*","149","123","0","18","142","437"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","0","*","8","16","0","*","35","65"
"2419314","2410014","Capitol Region Education Council","River Street School","0","*","24","26","0","*","81","143"
"2419114","2410014","Capitol Region Education Council","Soundbridge","0","*","0","*","0","*","26","32"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","0","*","0","*","0","0","6","11"
"2411314","2410014","Capitol Region Education Council","Soundbridge @ Academy of Science and Innovation","0","*","*","*","0","0","*","6"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","0","*","*","*","0","0","*","*"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","0","0","0","0","0","0","7","7"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","*","16","126","179","*","7","75","408"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","0","50","142","231","0","38","197","658"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","*","25","190","125","0","*","90","454"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","0","0","*","16","0","*","135","158"
"0250111","0250011","Cheshire School District","Chapman School","*","23","13","*","0","9","267","323"
"0256111","0250011","Cheshire School District","Cheshire High School","*","144","31","60","0","*","1203","1445"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","0","0","*","*","0","0","13","16"
"0250211","0250011","Cheshire School District","Darcey School","0","12","*","9","*","11","119","157"
"0255111","0250011","Cheshire School District","Dodd Middle School","*","80","25","36","0","*","631","783"
"0250611","0250011","Cheshire School District","Doolittle School","*","40","12","39","0","*","362","464"
"0250411","0250011","Cheshire School District","Highland School","*","80","28","37","0","*","569","722"
"0250911","0250011","Cheshire School District","Humiston Alternative School","0","0","0","*","0","0","*","14"
"0250511","0250011","Cheshire School District","Norton School","0","59","9","24","0","12","314","418"
"0260111","0260011","Chester School District","Chester Elementary School","0","*","*","14","0","9","178","206"
"0270111","0270011","Clinton School District","Abraham Pierson School","*","9","*","41","0","*","221","280"
"0275111","0270011","Clinton School District","Jared Eliot School","*","13","*","49","0","*","381","451"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","*","12","*","87","0","10","380","497"
"0276111","0270011","Clinton School District","The Morgan School","*","13","*","75","*","16","450","559"
"0286111","0280011","Colchester School District","Bacon Academy","*","13","25","44","0","*","713","808"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","0","0","0","0","0","0","12","12"
"0280411","0280011","Colchester School District","Colchester Elementary School","0","9","*","39","*","15","479","549"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","0","9","*","34","*","22","428","498"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","*","22","*","25","0","18","523","605"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","0","0","*","*","0","*","70","78"
"0300111","0300011","Columbia School District","Horace W. Porter School","0","*","*","25","*","7","386","424"
"2686113","2680013","Common Ground High School District","Common Ground High School","0","*","79","59","0","*","51","200"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","*","14","185","463","*","8","44","720"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","*","*","243","472","0","24","35","780"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","*","12","31","380","0","*","190","624"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","*","*","197","285","*","11","47","546"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","*","*","48","181","*","21","225","484"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","0","*","64","147","*","28","326","570"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","*","*","37","294","0","19","387","750"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","6","*","*","34","*","20","577","644"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","0","12","24","284","0","27","320","667"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","*","14","67","154","*","20","364","624"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","0","8","68","165","0","7","71","319"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","*","*","33","104","*","48","448","643"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","*","*","11","55","*","16","552","639"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","*","*","97","283","0","36","358","783"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","*","6","48","92","*","31","343","522"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","*","20","98","250","*","27","368","767"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","*","*","6","171","0","11","284","474"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","0","*","21","23","0","*","39","87"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","0","*","20","12","0","*","13","51"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","0","0","*","0","0","*","14"
"2438014","2430014","Cooperative Educational Services","School Readiness","0","*","24","40","0","0","*","84"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","*","21","122","206","0","*","99","466"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","0","*","19","32","0","*","74","140"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","0","*","0","8","0","*","55","72"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","*","*","*","20","0","11","336","374"
"0320111","0320011","Coventry School District","Coventry Academy","0","0","0","*","0","*","6","10"
"0320211","0320011","Coventry School District","Coventry Grammar School","0","*","*","23","0","9","292","335"
"0326111","0320011","Coventry School District","Coventry High School","*","*","*","23","0","16","417","465"
"0320411","0320011","Coventry School District","George Hersey Robertson School","0","*","*","22","0","9","345","386"
"0320311","0320011","Coventry School District","Hale Early Education Center","0","0","*","*","0","*","38","46"
"0336111","0330011","Cromwell School District","Cromwell High School","*","40","51","42","0","*","421","563"
"0335111","0330011","Cromwell School District","Cromwell Middle School","0","*","40","37","0","*","361","479"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","0","29","32","70","*","*","348","509"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","*","27","41","37","*","10","319","438"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","0","*","12","39","0","*","30","83"
"0345111","0340011","Danbury School District","Broadview Middle School","0","75","70","486","0","29","351","1011"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","0","10","*","76","0","*","38","134"
"0346111","0340011","Danbury School District","Danbury High School","*","210","268","1314","*","70","1173","3041"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","0","23","14","292","0","16","104","449"
"0341111","0340011","Danbury School District","Great Plain School","0","15","14","177","0","11","128","345"
"0340211","0340011","Danbury School District","Hayestown Avenue School","0","60","35","233","0","14","125","467"
"0341711","0340011","Danbury School District","King Street Intermediate School","0","32","34","134","0","6","150","356"
"0341311","0340011","Danbury School District","King Street Primary School","*","16","17","197","0","*","177","419"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","0","22","36","127","0","10","154","349"
"0340611","0340011","Danbury School District","Morris Street School","0","15","25","264","0","12","57","373"
"0340811","0340011","Danbury School District","Park Avenue School","0","27","28","365","0","20","152","592"
"0341511","0340011","Danbury School District","Pembroke School","*","36","17","144","0","*","134","348"
"0345211","0340011","Danbury School District","Rogers Park Middle School","0","53","74","534","*","*","271","950"
"0341211","0340011","Danbury School District","Shelter Rock School","*","47","34","239","0","*","217","545"
"0341011","0340011","Danbury School District","South Street School","0","16","29","269","0","8","81","403"
"0341611","0340011","Danbury School District","Stadley Rough School","*","23","34","218","*","19","199","495"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","*","36","32","111","0","*","208","393"
"0340711","0340011","Danbury School District","Western Connection","0","0","0","0","0","0","*","*"
"0340311","0340011","Danbury School District","Westside Middle School Academy","*","49","45","195","*","18","285","595"
"0356111","0350011","Darien School District","Darien High School","0","62","13","65","0","8","1206","1354"
"0350211","0350011","Darien School District","Hindley Elementary School","0","19","*","*","0","18","434","491"
"0350711","0350011","Darien School District","Holmes Elementary School","0","19","*","*","0","19","415","471"
"0355111","0350011","Darien School District","Middlesex Middle School","*","50","*","55","0","12","1002","1133"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","0","20","0","28","0","23","381","452"
"0350511","0350011","Darien School District","Royle Elementary School","*","19","*","32","0","12","344","414"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","18","*","13","*","15","435","486"
"0360111","0360011","Deep River School District","Deep River Elementary School","0","*","*","21","0","15","242","283"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","0","0","0","*","0","0","*","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","0","0","0","*","0","0","*","*"
"0370611","0370011","Derby School District","Bradley School","0","*","31","73","*","17","192","326"
"0376111","0370011","Derby School District","Derby High School","0","9","63","87","*","*","178","345"
"0375011","0370011","Derby School District","Derby Middle School","0","*","47","89","*","15","163","321"
"0370411","0370011","Derby School District","Irving School","0","*","67","136","*","20","99","329"
"0370111","0370011","Derby School District","Little Raiders University","*","*","6","10","0","*","25","45"
"0370511","0370011","Derby School District","RAISE Academy","0","0","*","6","0","*","6","15"
"0400111","0400011","East Granby School District","Allgrove School","0","*","10","18","*","9","144","191"
"0406111","0400011","East Granby School District","East Granby High School","*","7","23","12","0","*","197","247"
"0405111","0400011","East Granby School District","East Granby Middle School","0","*","18","12","0","*","176","220"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","0","21","25","12","0","6","134","198"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","*","*","*","13","0","8","268","294"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","*","*","*","6","*","*","318","334"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","0","8","*","8","0","*","375","398"
"0420311","0420011","East Hampton School District","Center School","0","*","*","12","*","6","303","324"
"0426111","0420011","East Hampton School District","East Hampton High School","*","13","*","23","0","*","443","488"
"0425111","0420011","East Hampton School District","East Hampton Middle School","0","7","*","22","*","10","380","423"
"0420111","0420011","East Hampton School District","Memorial School","0","8","6","29","0","31","559","633"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","0","0","0","0","0","*","*","*"
"3480315","3480015","East Hartford School District","Hartford Detention Center","0","0","*","*","0","*","*","9"
"0430911","0430011","East Hartford School District","Anna E. Norris School","0","*","93","187","0","*","25","319"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","*","35","64","38","0","*","56","197"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","*","14","126","181","0","*","35","361"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","0","10","109","174","*","*","34","329"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","0","18","150","216","0","7","153","544"
"0436211","0430011","East Hartford School District","East Hartford High School","*","97","606","680","0","*","234","1629"
"0435111","0430011","East Hartford School District","East Hartford Middle School","8","48","344","484","0","9","146","1039"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","0","*","106","132","0","*","77","355"
"0430211","0430011","East Hartford School District","Hockanum Pre-K","*","21","76","150","0","*","50","307"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","0","*","102","161","0","*","77","363"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","*","10","152","227","*","*","34","430"
"0431211","0430011","East Hartford School District","Silver Lane School","0","0","90","154","0","*","*","276"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","0","*","30","45","0","*","10","87"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","*","10","98","131","0","*","66","307"
"0439011","0430011","East Hartford School District","Woodland School","0","*","63","79","0","*","25","170"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","0","13","9","52","0","8","271","353"
"0440111","0440011","East Haven School District","Deer Run School","0","14","13","44","*","*","172","253"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","0","*","8","48","0","*","123","192"
"0446111","0440011","East Haven School District","East Haven High School","*","37","26","201","*","12","642","921"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","*","7","9","94","0","*","161","274"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","*","25","25","141","0","*","356","557"
"0440711","0440011","East Haven School District","Momauguin School","0","6","14","97","0","6","168","291"
