"school_code","district_code","district","school","2013_14","total"
"0511211","0510011","Fairfield School District","Riverfield School","399","399"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","860","860"
"0511311","0510011","Fairfield School District","Sherman School","457","457"
"0511411","0510011","Fairfield School District","Stratfield School","497","497"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","698","698"
"0520411","0520011","Farmington School District","East Farms School","433","433"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","76","76"
"0526111","0520011","Farmington School District","Farmington High School","1314","1314"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","571","571"
"0520211","0520011","Farmington School District","Noah Wallace School","338","338"
"0520111","0520011","Farmington School District","Union School","316","316"
"0520311","0520011","Farmington School District","West District School","341","341"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","620","620"
"0530111","0530011","Franklin School District","Franklin Elementary School","181","181"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","479","479"
"0540311","0540011","Glastonbury School District","Eastbury School","294","294"
"0540811","0540011","Glastonbury School District","Gideon Welles School","509","509"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2140","2140"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","441","441"
"0540611","0540011","Glastonbury School District","Hopewell School","438","438"
"0540111","0540011","Glastonbury School District","Links Academy","38","38"
"0540711","0540011","Glastonbury School District","Naubuc School","413","413"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","609","609"
"0545211","0540011","Glastonbury School District","Smith Middle School","1034","1034"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","390","390"
"0566111","0560011","Granby School District","Granby Memorial High School","724","724"
"0565111","0560011","Granby School District","Granby Memorial Middle School","332","332"
"0560411","0560011","Granby School District","Kelly Lane Primary School","316","316"
"0560311","0560011","Granby School District","Wells Road Intermediate School","288","288"
"0575111","0570011","Greenwich School District","Central Middle School","595","595"
"0570211","0570011","Greenwich School District","Cos Cob School","444","444"
"0575211","0570011","Greenwich School District","Eastern Middle School","779","779"
"0570411","0570011","Greenwich School District","Glenville School","405","405"
"0576111","0570011","Greenwich School District","Greenwich High School","2636","2636"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","386","386"
"0571311","0570011","Greenwich School District","International School At Dundee","378","378"
"0570311","0570011","Greenwich School District","Julian Curtiss School","344","344"
"0570611","0570011","Greenwich School District","New Lebanon School","264","264"
"0570711","0570011","Greenwich School District","North Mianus School","447","447"
"0570811","0570011","Greenwich School District","North Street School","394","394"
"0570911","0570011","Greenwich School District","Old Greenwich School","428","428"
"0571111","0570011","Greenwich School District","Parkway School","265","265"
"0571011","0570011","Greenwich School District","Riverside School","496","496"
"0575311","0570011","Greenwich School District","Western Middle School","504","504"
"0580311","0580011","Griswold School District","Griswold Elementary School","786","786"
"0586211","0580011","Griswold School District","Griswold High School","602","602"
"0585111","0580011","Griswold School District","Griswold Middle School","577","577"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","449","449"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","411","411"
"0591811","0590011","Groton School District","Charles Barnum School","385","385"
"0590311","0590011","Groton School District","Claude Chester School","362","362"
"0591711","0590011","Groton School District","Mary Morrisson School","422","422"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","410","410"
"0591211","0590011","Groton School District","Pleasant Valley School","294","294"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1123","1123"
"0590111","0590011","Groton School District","S. B. Butler School","333","333"
"0595211","0590011","Groton School District","West Side Middle School","480","480"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","580","580"
"0600611","0600011","Guilford School District","A. W. Cox School","313","313"
"0600411","0600011","Guilford School District","Calvin Leete School","287","287"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","583","583"
"0606111","0600011","Guilford School District","Guilford High School","1067","1067"
"0600211","0600011","Guilford School District","Guilford Lakes School","343","343"
"0600311","0600011","Guilford School District","Melissa Jones School","337","337"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","137","137"
"0621211","0620011","Hamden School District","Bear Path School","449","449"
"0620211","0620011","Hamden School District","Church Street School","352","352"
"0620311","0620011","Hamden School District","Dunbar Hill School","309","309"
"0626111","0620011","Hamden School District","Hamden High School","1811","1811"
"0625211","0620011","Hamden School District","Hamden Middle School","865","865"
"0620411","0620011","Hamden School District","Helen Street School","330","330"
"0621111","0620011","Hamden School District","Ridge Hill School","299","299"
"0620111","0620011","Hamden School District","Shepherd Glen School","328","328"
"0621011","0620011","Hamden School District","Spring Glen School","435","435"
"0621411","0620011","Hamden School District","West Woods School","450","450"
"0630111","0630011","Hampton School District","Hampton Elementary School","111","111"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","635","635"
"0640411","0640011","Hartford School District","Batchelder School","527","527"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","278","278"
"0643811","0640011","Hartford School District","Betances STEM Magnet School","173","173"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","252","252"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","361","361"
"0647111","0640011","Hartford School District","Bulkeley High School","378","378"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","493","493"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","541","541"
"0642311","0640011","Hartford School District","Burr School","708","708"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","701","701"
"0642411","0640011","Hartford School District","Clark School","369","369"
"0646411","0640011","Hartford School District","Classical Magnet School","690","690"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","294","294"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","596","596"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","593","593"
"0643611","0640011","Hartford School District","Global Communications Academy","492","492"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","249","249"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","414","414"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","481","481"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","458","458"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","918","918"
"0641311","0640011","Hartford School District","Hartford PreKindergarten Magnet School","120","120"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","43","43"
"0647611","0640011","Hartford School District","High School, Inc.","343","343"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","201","201"
"0641011","0640011","Hartford School District","Kennelly School","658","658"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","819","819"
"0640811","0640011","Hartford School District","M. D. Fox School","569","569"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","316","316"
"0641211","0640011","Hartford School District","McDonough Middle School","291","291"
"0641911","0640011","Hartford School District","Milner School","376","376"
