"school_code","district_code","district","school","subject","special_education","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"1265111","1260011","Shelton School District","Intermediate School","ELA","Y","117","116","99.1","115","54","47.0","44","38.3","*","*","*","*","17","14.8"
"1265111","1260011","Shelton School District","Intermediate School","Math","N","745","737","98.9","737","69","9.4","209","28.4","242","32.8","217","29.4","459","62.3"
"1265111","1260011","Shelton School District","Intermediate School","Math","Y","117","115","98.3","115","72","62.6","32","27.8","11","9.6","0","0.0","11","9.6"
"1260811","1260011","Shelton School District","Long Hill School","ELA","N","146","143","97.9","143","13","9.1","*","*","*","*","*","*","*","*"
"1260811","1260011","Shelton School District","Long Hill School","ELA","Y","22","22","100.0","22","15","68.2","*","*","*","*","*","*","*","*"
"1260811","1260011","Shelton School District","Long Hill School","Math","N","146","141","96.6","141","12","8.5","*","*","*","*","43","30.5","*","*"
"1260811","1260011","Shelton School District","Long Hill School","Math","Y","22","22","100.0","22","15","68.2","*","*","*","*","0","0.0","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","ELA","N","630","625","99.2","625","*","*","78","12.5","247","39.5","*","*","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","ELA","Y","109","107","98.2","107","48","44.9","29","27.1","*","*","*","*","30","28.0"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Math","N","630","623","98.9","623","*","*","216","34.7","*","*","172","27.6","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Math","Y","109","107","98.2","107","80","74.8","14","13.1","*","*","*","*","13","12.1"
"1260611","1260011","Shelton School District","Sunnyside School","ELA","N","76","76","100.0","76","*","*","*","*","*","*","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","ELA","Y","14","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","Math","N","76","76","100.0","76","*","*","*","*","*","*","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","Math","Y","14","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","ELA","N","188","153","81.4","153","8","5.2","*","*","*","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","ELA","Y","34","21","61.8","21","14","66.7","*","*","*","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","Math","N","188","153","81.4","153","6","3.9","*","*","*","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","Math","Y","34","21","61.8","21","17","81.0","*","*","*","*","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","ELA","N","117","117","100.0","117","*","*","*","*","*","*","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","ELA","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Math","N","117","117","100.0","117","*","*","*","*","*","*","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Math","Y","12","11","*","11","*","*","*","*","*","*","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","ELA","N","208","208","100.0","208","*","*","*","*","62","29.8","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","ELA","Y","20","20","100.0","20","*","*","*","*","9","45.0","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","Math","N","207","207","100.0","207","*","*","40","19.3","60","29.0","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","Math","Y","20","20","100.0","20","*","*","8","40.0","6","30.0","*","*","*","*"
"1285111","1280011","Simsbury School District","Henry James Memorial School","ELA","N","612","611","99.8","611","22","3.6","72","11.8","238","39.0","279","45.7","517","84.6"
"1285111","1280011","Simsbury School District","Henry James Memorial School","ELA","Y","87","87","100.0","87","24","27.6","31","35.6","22","25.3","10","11.5","32","36.8"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Math","N","609","606","99.5","606","*","*","116","19.1","157","25.9","*","*","*","*"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Math","Y","87","86","98.9","86","47","54.7","23","26.7","*","*","*","*","16","18.6"
"1280611","1280011","Simsbury School District","Latimer Lane School","ELA","N","211","210","99.5","210","10","4.8","31","14.8","*","*","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","ELA","Y","22","21","95.5","21","10","47.6","7","33.3","*","*","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","Math","N","208","207","99.5","207","*","*","53","25.6","*","*","70","33.8","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","Math","Y","22","21","95.5","21","12","57.1","*","*","*","*","0","0.0","*","*"
"1280711","1280011","Simsbury School District","Squadron Line School","ELA","N","333","333","100.0","333","*","*","34","10.2","106","31.8","*","*","*","*"
"1280711","1280011","Simsbury School District","Squadron Line School","ELA","Y","39","38","97.4","38","12","31.6","17","44.7","*","*","*","*","9","23.7"
"1280711","1280011","Simsbury School District","Squadron Line School","Math","N","333","333","100.0","333","14","4.2","81","24.3","*","*","*","*","238","71.5"
"1280711","1280011","Simsbury School District","Squadron Line School","Math","Y","38","37","97.4","37","17","45.9","14","37.8","*","*","*","*","6","16.2"
"1280311","1280011","Simsbury School District","Tariffville School","ELA","N","149","149","100.0","149","*","*","*","*","*","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","ELA","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","Math","N","148","148","100.0","148","*","*","*","*","*","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","ELA","N","204","204","100.0","204","*","*","19","9.3","44","21.6","*","*","*","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","ELA","Y","31","31","100.0","31","*","*","10","32.3","10","32.3","*","*","*","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","Math","N","203","203","100.0","203","*","*","37","18.2","78","38.4","*","*","*","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","Math","Y","31","31","100.0","31","*","*","14","45.2","7","22.6","*","*","*","*"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","ELA","N","322","301","93.5","301","*","*","67","22.3","*","*","98","32.6","*","*"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","ELA","Y","40","39","97.5","39","22","56.4","*","*","*","*","0","0.0","*","*"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","Math","N","322","301","93.5","301","*","*","110","36.5","*","*","95","31.6","*","*"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","Math","Y","40","39","97.5","39","31","79.5","*","*","*","*","0","0.0","*","*"
"1290411","1290011","Somers School District","Somers Elementary School","ELA","N","286","285","99.7","285","*","*","39","13.7","94","33.0","*","*","*","*"
"1290411","1290011","Somers School District","Somers Elementary School","ELA","Y","38","38","100.0","38","12","31.6","13","34.2","*","*","*","*","13","34.2"
"1290411","1290011","Somers School District","Somers Elementary School","Math","N","286","283","99.0","283","*","*","80","28.3","111","39.2","*","*","*","*"
"1290411","1290011","Somers School District","Somers Elementary School","Math","Y","38","38","100.0","38","17","44.7","11","28.9","*","*","*","*","10","26.3"
"1320211","1320011","South Windsor School District","Pleasant Valley School","ELA","N","167","166","99.4","166","*","*","*","*","*","*","*","*","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","ELA","Y","17","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Math","N","167","166","99.4","166","*","*","*","*","*","*","*","*","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Math","Y","17","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","ELA","N","154","152","98.7","152","*","*","12","7.9","*","*","76","50.0","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","ELA","Y","24","24","100.0","24","11","45.8","*","*","*","*","0","0.0","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","Math","N","154","152","98.7","152","7","4.6","20","13.2","*","*","*","*","125","82.2"
"1320711","1320011","South Windsor School District","Eli Terry School","Math","Y","24","24","100.0","24","9","37.5","9","37.5","*","*","*","*","6","25.0"
"1320611","1320011","South Windsor School District","Orchard Hill School","ELA","N","172","171","99.4","171","*","*","*","*","53","31.0","98","57.3","151","88.3"
"1320611","1320011","South Windsor School District","Orchard Hill School","ELA","Y","26","26","100.0","26","*","*","*","*","8","30.8","6","23.1","14","53.8"
"1320611","1320011","South Windsor School District","Orchard Hill School","Math","N","172","171","99.4","171","*","*","22","12.9","51","29.8","*","*","*","*"
"1320611","1320011","South Windsor School District","Orchard Hill School","Math","Y","26","26","100.0","26","*","*","6","23.1","8","30.8","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","ELA","N","172","172","100.0","172","*","*","*","*","*","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","ELA","Y","15","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Math","N","172","172","100.0","172","*","*","*","*","*","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Math","Y","15","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1325111","1320011","South Windsor School District","Timothy Edwards School","ELA","N","843","835","99.1","835","*","*","120","14.4","367","44.0","*","*","*","*"
"1325111","1320011","South Windsor School District","Timothy Edwards School","ELA","Y","120","117","97.5","117","42","35.9","46","39.3","*","*","*","*","29","24.8"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Math","N","843","832","98.7","832","43","5.2","178","21.4","215","25.8","396","47.6","611","73.4"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Math","Y","120","116","96.7","116","63","54.3","30","25.9","15","12.9","8","6.9","23","19.8"
"1320411","1320011","South Windsor School District","Wapping Elementary School","ELA","N","128","127","99.2","127","*","*","16","12.6","38","29.9","*","*","*","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","ELA","Y","20","20","100.0","20","*","*","7","35.0","7","35.0","*","*","*","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Math","N","128","127","99.2","127","*","*","38","29.9","*","*","*","*","*","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Math","Y","20","20","100.0","20","*","*","12","60.0","*","*","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","ELA","N","746","740","99.2","740","44","5.9","133","18.0","371","50.1","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","ELA","Y","98","95","96.9","95","57","60.0","22","23.2","14","14.7","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Math","N","746","739","99.1","739","64","8.7","221","29.9","253","34.2","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Math","Y","98","95","96.9","95","65","68.4","21","22.1","6","6.3","*","*","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","ELA","N","282","282","100.0","282","*","*","53","18.8","99","35.1","*","*","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","ELA","Y","40","39","97.5","39","23","59.0","9","23.1","*","*","*","*","7","17.9"
"1311511","1310011","Southington School District","Derynoski Elementary School","Math","N","281","281","100.0","281","16","5.7","75","26.7","*","*","*","*","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","Math","Y","39","38","97.4","38","21","55.3","14","36.8","*","*","*","*","*","*"
"1310511","1310011","Southington School District","EASE","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310511","1310011","Southington School District","EASE","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","ELA","N","137","137","100.0","137","*","*","*","*","*","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","ELA","Y","17","17","*","17","*","*","*","*","*","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Math","N","137","137","100.0","137","*","*","*","*","*","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Math","Y","17","17","*","17","*","*","*","*","*","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","ELA","N","166","166","100.0","166","18","10.8","*","*","*","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","ELA","Y","26","25","96.2","25","14","56.0","*","*","*","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Math","N","166","166","100.0","166","*","*","40","24.1","65","39.2","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Math","Y","26","25","96.2","25","7","28.0","10","40.0","*","*","*","*","8","32.0"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","ELA","N","656","655","99.8","655","*","*","141","21.5","301","46.0","*","*","*","*"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","ELA","Y","84","84","100.0","84","34","40.5","38","45.2","*","*","*","*","12","14.3"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","Math","N","656","655","99.8","655","73","11.1","217","33.1","214","32.7","151","23.1","365","55.7"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","Math","Y","84","84","100.0","84","55","65.5","23","27.4","6","7.1","0","0.0","6","7.1"
"1310411","1310011","Southington School District","Language Based Classroom","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1310411","1310011","Southington School District","Language Based Classroom","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","ELA","N","138","135","97.8","135","*","*","*","*","*","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Math","N","138","134","97.1","134","*","*","*","*","*","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","ELA","N","109","108","99.1","108","*","*","*","*","*","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","Math","N","109","108","99.1","108","*","*","*","*","*","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","ELA","N","140","139","99.3","139","*","*","*","*","*","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","ELA","Y","21","18","85.7","18","*","*","*","*","*","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","Math","N","140","139","99.3","139","*","*","*","*","*","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","Math","Y","21","18","85.7","18","*","*","*","*","*","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","ELA","N","205","204","99.5","204","*","*","*","*","*","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","ELA","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","Math","N","205","204","99.5","204","*","*","*","*","*","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","ELA","Y","8","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","Math","Y","8","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","ELA","N","158","158","100.0","158","*","*","*","*","*","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","ELA","Y","19","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Math","N","158","158","100.0","158","*","*","*","*","*","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Math","Y","19","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","ELA","N","188","188","100.0","188","*","*","46","24.5","84","44.7","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","ELA","Y","32","31","96.9","31","24","77.4","*","*","0","0.0","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","Math","N","188","188","100.0","188","31","16.5","*","*","*","*","22","11.7","*","*"
"1330111","1330011","Sprague School District","Sayles School","Math","Y","32","31","96.9","31","25","80.6","*","*","*","*","0","0.0","*","*"
"1340611","1340011","Stafford School District","Stafford Elementary School","ELA","N","305","301","98.7","301","*","*","*","*","112","37.2","87","28.9","199","66.1"
"1340611","1340011","Stafford School District","Stafford Elementary School","ELA","Y","41","37","90.2","37","26","70.3","*","*","*","*","0","0.0","*","*"
"1340611","1340011","Stafford School District","Stafford Elementary School","Math","N","305","301","98.7","301","25","8.3","99","32.9","*","*","*","*","*","*"
"1340611","1340011","Stafford School District","Stafford Elementary School","Math","Y","41","37","90.2","37","22","59.5","10","27.0","*","*","*","*","*","*"
"1345211","1340011","Stafford School District","Stafford Middle School","ELA","N","288","286","99.3","286","*","*","58","20.3","142","49.7","*","*","*","*"
"1345211","1340011","Stafford School District","Stafford Middle School","ELA","Y","42","41","97.6","41","17","41.5","14","34.1","*","*","*","*","10","24.4"
"1345211","1340011","Stafford School District","Stafford Middle School","Math","N","288","286","99.3","286","*","*","106","37.1","*","*","60","21.0","*","*"
"1345211","1340011","Stafford School District","Stafford Middle School","Math","Y","42","41","97.6","41","25","61.0","*","*","*","*","0","0.0","*","*"
"1355611","1350011","Stamford School District","Cloonan School","ELA","N","429","428","99.8","428","75","17.5","116","27.1","*","*","*","*","*","*"
"1355611","1350011","Stamford School District","Cloonan School","ELA","Y","87","83","95.4","83","65","78.3","14","16.9","*","*","*","*","*","*"
"1355611","1350011","Stamford School District","Cloonan School","Math","N","429","427","99.5","427","135","31.6","120","28.1","*","*","*","*","*","*"
"1355611","1350011","Stamford School District","Cloonan School","Math","Y","87","82","94.3","82","73","89.0","*","*","0","0.0","*","*","*","*"
"1352011","1350011","Stamford School District","Davenport Ridge School","ELA","N","261","258","98.9","258","65","25.2","*","*","*","*","60","23.3","*","*"
"1352011","1350011","Stamford School District","Davenport Ridge School","ELA","Y","24","24","100.0","24","19","79.2","*","*","*","*","0","0.0","*","*"
"1352011","1350011","Stamford School District","Davenport Ridge School","Math","N","261","258","98.9","258","55","21.3","*","*","*","*","*","*","*","*"
"1352011","1350011","Stamford School District","Davenport Ridge School","Math","Y","24","24","100.0","24","21","87.5","*","*","*","*","*","*","*","*"
"1355311","1350011","Stamford School District","Dolan School","ELA","N","433","430","99.3","430","78","18.1","111","25.8","*","*","*","*","*","*"
"1355311","1350011","Stamford School District","Dolan School","ELA","Y","63","61","96.8","61","41","67.2","15","24.6","*","*","*","*","*","*"
"1355311","1350011","Stamford School District","Dolan School","Math","N","433","430","99.3","430","119","27.7","119","27.7","*","*","*","*","192","44.7"
"1355311","1350011","Stamford School District","Dolan School","Math","Y","63","60","95.2","60","45","75.0","9","15.0","*","*","*","*","6","10.0"
"1352211","1350011","Stamford School District","Hart School","ELA","N","274","273","99.6","273","52","19.0","*","*","*","*","95","34.8","*","*"
"1352211","1350011","Stamford School District","Hart School","ELA","Y","20","20","100.0","20","13","65.0","*","*","*","*","0","0.0","*","*"
"1352211","1350011","Stamford School District","Hart School","Math","N","274","273","99.6","273","50","18.3","*","*","*","*","86","31.5","*","*"
"1352211","1350011","Stamford School District","Hart School","Math","Y","20","20","100.0","20","14","70.0","*","*","*","*","0","0.0","*","*"
"1351211","1350011","Stamford School District","Julia A. Stark School","ELA","N","267","264","98.9","264","57","21.6","72","27.3","*","*","*","*","*","*"
"1351211","1350011","Stamford School District","Julia A. Stark School","ELA","Y","44","44","100.0","44","32","72.7","10","22.7","*","*","*","*","*","*"
"1351211","1350011","Stamford School District","Julia A. Stark School","Math","N","267","263","98.5","263","74","28.1","88","33.5","*","*","*","*","*","*"
"1351211","1350011","Stamford School District","Julia A. Stark School","Math","Y","44","44","100.0","44","32","72.7","9","20.5","*","*","*","*","*","*"
"1350511","1350011","Stamford School District","K. T. Murphy School","ELA","N","198","198","100.0","198","31","15.7","*","*","*","*","54","27.3","*","*"
"1350511","1350011","Stamford School District","K. T. Murphy School","ELA","Y","20","20","100.0","20","13","65.0","*","*","*","*","0","0.0","*","*"
"1350511","1350011","Stamford School District","K. T. Murphy School","Math","N","198","198","100.0","198","32","16.2","*","*","*","*","44","22.2","*","*"
"1350511","1350011","Stamford School District","K. T. Murphy School","Math","Y","20","20","100.0","20","14","70.0","*","*","*","*","0","0.0","*","*"
"1350611","1350011","Stamford School District","Newfield School","ELA","N","276","273","98.9","273","71","26.0","*","*","*","*","71","26.0","*","*"
"1350611","1350011","Stamford School District","Newfield School","ELA","Y","35","35","100.0","35","24","68.6","*","*","*","*","0","0.0","*","*"
"1350611","1350011","Stamford School District","Newfield School","Math","N","276","272","98.6","272","83","30.5","75","27.6","*","*","*","*","*","*"
"1350611","1350011","Stamford School District","Newfield School","Math","Y","35","35","100.0","35","23","65.7","*","*","*","*","0","0.0","*","*"
"1351811","1350011","Stamford School District","Northeast School","ELA","N","320","316","98.8","316","90","28.5","*","*","*","*","*","*","*","*"
"1351811","1350011","Stamford School District","Northeast School","ELA","Y","32","31","96.9","31","26","83.9","*","*","*","*","*","*","*","*"
"1351811","1350011","Stamford School District","Northeast School","Math","N","320","313","97.8","313","92","29.4","*","*","*","*","69","22.0","*","*"
"1351811","1350011","Stamford School District","Northeast School","Math","Y","32","31","96.9","31","25","80.6","*","*","*","*","0","0.0","*","*"
"1355811","1350011","Stamford School District","Rippowam Middle School","ELA","N","709","701","98.9","701","187","26.7","190","27.1","228","32.5","96","13.7","324","46.2"
"1355811","1350011","Stamford School District","Rippowam Middle School","ELA","Y","90","85","94.4","85","61","71.8","18","21.2","6","7.1","0","0.0","6","7.1"
"1355811","1350011","Stamford School District","Rippowam Middle School","Math","N","709","702","99.0","702","241","34.3","219","31.2","*","*","*","*","*","*"
"1355811","1350011","Stamford School District","Rippowam Middle School","Math","Y","90","87","96.7","87","73","83.9","*","*","*","*","0","0.0","*","*"
"1350811","1350011","Stamford School District","Rogers International School","ELA","N","476","475","99.8","475","59","12.4","100","21.1","*","*","*","*","316","66.5"
"1350811","1350011","Stamford School District","Rogers International School","ELA","Y","48","48","100.0","48","29","60.4","12","25.0","*","*","*","*","7","14.6"
"1350811","1350011","Stamford School District","Rogers International School","Math","N","476","476","100.0","476","79","16.6","125","26.3","*","*","*","*","*","*"
"1350811","1350011","Stamford School District","Rogers International School","Math","Y","48","48","100.0","48","36","75.0","7","14.6","*","*","*","*","*","*"
"1350911","1350011","Stamford School District","Roxbury School","ELA","N","265","263","99.2","263","56","21.3","*","*","*","*","60","22.8","*","*"
"1350911","1350011","Stamford School District","Roxbury School","ELA","Y","33","31","93.9","31","25","80.6","*","*","*","*","0","0.0","*","*"
"1350911","1350011","Stamford School District","Roxbury School","Math","N","265","263","99.2","263","62","23.6","*","*","*","*","40","15.2","*","*"
"1350911","1350011","Stamford School District","Roxbury School","Math","Y","33","31","93.9","31","24","77.4","*","*","*","*","0","0.0","*","*"
"1355711","1350011","Stamford School District","Scofield Middle School","ELA","N","655","651","99.4","651","*","*","142","21.8","*","*","166","25.5","*","*"
"1355711","1350011","Stamford School District","Scofield Middle School","ELA","Y","50","49","98.0","49","30","61.2","*","*","*","*","0","0.0","*","*"
"1355711","1350011","Stamford School District","Scofield Middle School","Math","N","655","651","99.4","651","88","13.5","206","31.6","183","28.1","174","26.7","357","54.8"
"1355711","1350011","Stamford School District","Scofield Middle School","Math","Y","50","50","100.0","50","38","76.0","12","24.0","0","0.0","0","0.0","0","0.0"
"1351111","1350011","Stamford School District","Springdale School","ELA","N","287","287","100.0","287","75","26.1","*","*","*","*","69","24.0","*","*"
"1351111","1350011","Stamford School District","Springdale School","ELA","Y","40","39","97.5","39","32","82.1","*","*","*","*","0","0.0","*","*"
"1351111","1350011","Stamford School District","Springdale School","Math","N","287","287","100.0","287","71","24.7","*","*","*","*","40","13.9","*","*"
"1351111","1350011","Stamford School District","Springdale School","Math","Y","40","39","97.5","39","33","84.6","*","*","*","*","0","0.0","*","*"
"1352111","1350011","Stamford School District","Stillmeadow School","ELA","N","290","290","100.0","290","62","21.4","*","*","*","*","*","*","*","*"
"1352111","1350011","Stamford School District","Stillmeadow School","ELA","Y","44","44","100.0","44","37","84.1","*","*","*","*","*","*","*","*"
"1352111","1350011","Stamford School District","Stillmeadow School","Math","N","290","290","100.0","290","65","22.4","*","*","*","*","*","*","*","*"
"1352111","1350011","Stamford School District","Stillmeadow School","Math","Y","44","44","100.0","44","34","77.3","*","*","*","*","*","*","*","*"
"1351911","1350011","Stamford School District","Toquam Magnet School","ELA","N","289","287","99.3","287","72","25.1","*","*","*","*","60","20.9","*","*"
"1351911","1350011","Stamford School District","Toquam Magnet School","ELA","Y","28","27","96.4","27","23","85.2","*","*","*","*","0","0.0","*","*"
"1351911","1350011","Stamford School District","Toquam Magnet School","Math","N","289","287","99.3","287","59","20.6","*","*","77","26.8","*","*","*","*"
"1351911","1350011","Stamford School District","Toquam Magnet School","Math","Y","28","27","96.4","27","23","85.2","*","*","0","0.0","*","*","*","*"
"1355511","1350011","Stamford School District","Turn of River School","ELA","N","546","544","99.6","544","180","33.1","125","23.0","156","28.7","83","15.3","239","43.9"
"1355511","1350011","Stamford School District","Turn of River School","ELA","Y","66","65","98.5","65","45","69.2","14","21.5","6","9.2","0","0.0","6","9.2"
"1355511","1350011","Stamford School District","Turn of River School","Math","N","547","543","99.3","543","205","37.8","129","23.8","*","*","*","*","*","*"
"1355511","1350011","Stamford School District","Turn of River School","Math","Y","66","65","98.5","65","48","73.8","14","21.5","*","*","*","*","*","*"
"1351411","1350011","Stamford School District","Westover School","ELA","N","307","304","99.0","304","*","*","*","*","77","25.3","126","41.4","203","66.8"
"1351411","1350011","Stamford School District","Westover School","ELA","Y","21","21","100.0","21","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1351411","1350011","Stamford School District","Westover School","Math","N","307","304","99.0","304","68","22.4","*","*","*","*","116","38.2","*","*"
"1351411","1350011","Stamford School District","Westover School","Math","Y","21","21","100.0","21","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1360311","1360011","Sterling School District","Sterling Community School","ELA","N","253","249","98.4","249","*","*","65","26.1","*","*","58","23.3","*","*"
"1360311","1360011","Sterling School District","Sterling Community School","ELA","Y","30","29","96.7","29","17","58.6","*","*","*","*","0","0.0","*","*"
"1360311","1360011","Sterling School District","Sterling Community School","Math","N","253","249","98.4","249","74","29.7","100","40.2","*","*","*","*","*","*"
"1360311","1360011","Sterling School District","Sterling Community School","Math","Y","30","29","96.7","29","21","72.4","*","*","*","*","0","0.0","*","*"
"1370511","1370011","Stonington School District","Deans Mill School","ELA","N","149","147","98.7","147","*","*","*","*","37","25.2","*","*","*","*"
