"school_code","district_code","district","school","subject","special_education","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0571111","0570011","Greenwich School District","Parkway School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0571011","0570011","Greenwich School District","Riverside School","ELA","N","210","210","100.0","210","*","*","*","*","*","*","*","*","*","*"
"0571011","0570011","Greenwich School District","Riverside School","ELA","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0571011","0570011","Greenwich School District","Riverside School","Math","N","210","210","100.0","210","*","*","*","*","*","*","*","*","*","*"
"0571011","0570011","Greenwich School District","Riverside School","Math","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0575311","0570011","Greenwich School District","Western Middle School","ELA","N","463","462","99.8","462","*","*","101","21.9","181","39.2","*","*","*","*"
"0575311","0570011","Greenwich School District","Western Middle School","ELA","Y","72","72","100.0","72","39","54.2","22","30.6","*","*","*","*","11","15.3"
"0575311","0570011","Greenwich School District","Western Middle School","Math","N","463","462","99.8","462","*","*","126","27.3","111","24.0","*","*","*","*"
"0575311","0570011","Greenwich School District","Western Middle School","Math","Y","72","72","100.0","72","54","75.0","*","*","0","0.0","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","ELA","N","248","246","99.2","246","37","15.0","62","25.2","*","*","*","*","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","ELA","Y","33","32","97.0","32","21","65.6","6","18.8","*","*","*","*","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","Math","N","248","246","99.2","246","*","*","83","33.7","*","*","48","19.5","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","Math","Y","33","32","97.0","32","23","71.9","*","*","*","*","0","0.0","*","*"
"0585111","0580011","Griswold School District","Griswold Middle School","ELA","N","468","463","98.9","463","*","*","112","24.2","212","45.8","*","*","*","*"
"0585111","0580011","Griswold School District","Griswold Middle School","ELA","Y","71","71","100.0","71","47","66.2","14","19.7","*","*","*","*","10","14.1"
"0585111","0580011","Griswold School District","Griswold Middle School","Math","N","468","464","99.1","464","64","13.8","142","30.6","*","*","*","*","*","*"
"0585111","0580011","Griswold School District","Griswold Middle School","Math","Y","71","71","100.0","71","54","76.1","13","18.3","*","*","*","*","*","*"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","ELA","N","433","432","99.8","432","*","*","116","26.9","166","38.4","*","*","*","*"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","ELA","Y","56","55","98.2","55","35","63.6","12","21.8","*","*","*","*","8","14.5"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Math","N","434","433","99.8","433","*","*","136","31.4","*","*","114","26.3","*","*"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Math","Y","56","55","98.2","55","41","74.5","*","*","*","*","0","0.0","*","*"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","ELA","N","138","138","100.0","138","43","31.2","*","*","36","26.1","*","*","*","*"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","ELA","Y","27","27","100.0","27","15","55.6","*","*","6","22.2","*","*","*","*"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Math","N","138","138","100.0","138","36","26.1","*","*","*","*","*","*","*","*"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Math","Y","27","27","100.0","27","19","70.4","*","*","*","*","*","*","*","*"
"0591811","0590011","Groton School District","Charles Barnum School","ELA","N","102","102","100.0","102","*","*","*","*","*","*","*","*","*","*"
"0591811","0590011","Groton School District","Charles Barnum School","ELA","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0591811","0590011","Groton School District","Charles Barnum School","Math","N","102","102","100.0","102","*","*","*","*","*","*","*","*","*","*"
"0591811","0590011","Groton School District","Charles Barnum School","Math","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0590311","0590011","Groton School District","Claude Chester School","ELA","N","147","147","100.0","147","39","26.5","*","*","51","34.7","*","*","*","*"
"0590311","0590011","Groton School District","Claude Chester School","ELA","Y","22","22","100.0","22","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0590311","0590011","Groton School District","Claude Chester School","Math","N","147","147","100.0","147","38","25.9","*","*","42","28.6","*","*","*","*"
"0590311","0590011","Groton School District","Claude Chester School","Math","Y","22","22","100.0","22","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0591711","0590011","Groton School District","Mary Morrisson School","ELA","N","105","105","100.0","105","21","20.0","21","20.0","35","33.3","28","26.7","63","60.0"
"0591711","0590011","Groton School District","Mary Morrisson School","ELA","Y","20","20","100.0","20","11","55.0","9","45.0","0","0.0","0","0.0","0","0.0"
"0591711","0590011","Groton School District","Mary Morrisson School","Math","N","104","104","100.0","104","*","*","36","34.6","*","*","29","27.9","*","*"
"0591711","0590011","Groton School District","Mary Morrisson School","Math","Y","20","20","100.0","20","12","60.0","*","*","*","*","0","0.0","*","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","ELA","N","164","164","100.0","164","*","*","20","12.2","*","*","77","47.0","*","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","ELA","Y","22","22","100.0","22","12","54.5","*","*","*","*","0","0.0","*","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Math","N","164","164","100.0","164","*","*","44","26.8","*","*","52","31.7","*","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Math","Y","22","22","100.0","22","13","59.1","*","*","*","*","0","0.0","*","*"
"0591211","0590011","Groton School District","Pleasant Valley School","ELA","N","125","125","100.0","125","*","*","*","*","*","*","*","*","*","*"
"0591211","0590011","Groton School District","Pleasant Valley School","ELA","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0591211","0590011","Groton School District","Pleasant Valley School","Math","N","123","123","100.0","123","*","*","*","*","*","*","*","*","*","*"
"0591211","0590011","Groton School District","Pleasant Valley School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0590111","0590011","Groton School District","S. B. Butler School","ELA","N","103","102","99.0","102","*","*","*","*","*","*","*","*","*","*"
"0590111","0590011","Groton School District","S. B. Butler School","ELA","Y","11","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0590111","0590011","Groton School District","S. B. Butler School","Math","N","103","102","99.0","102","*","*","*","*","*","*","*","*","*","*"
"0590111","0590011","Groton School District","S. B. Butler School","Math","Y","11","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0595211","0590011","Groton School District","West Side Middle School","ELA","N","360","356","98.9","356","84","23.6","111","31.2","*","*","*","*","*","*"
"0595211","0590011","Groton School District","West Side Middle School","ELA","Y","72","72","100.0","72","50","69.4","17","23.6","*","*","*","*","*","*"
"0595211","0590011","Groton School District","West Side Middle School","Math","N","362","359","99.2","359","117","32.6","131","36.5","*","*","*","*","*","*"
"0595211","0590011","Groton School District","West Side Middle School","Math","Y","73","72","98.6","72","54","75.0","13","18.1","*","*","*","*","*","*"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","ELA","N","494","492","99.6","492","20","4.1","52","10.6","187","38.0","233","47.4","420","85.4"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","ELA","Y","63","63","100.0","63","26","41.3","15","23.8","16","25.4","6","9.5","22","34.9"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Math","N","494","492","99.6","492","*","*","109","22.2","165","33.5","*","*","*","*"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Math","Y","63","63","100.0","63","31","49.2","23","36.5","*","*","*","*","9","14.3"
"0600611","0600011","Guilford School District","A. W. Cox School","ELA","N","122","122","100.0","120","*","*","*","*","*","*","*","*","*","*"
"0600611","0600011","Guilford School District","A. W. Cox School","ELA","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0600611","0600011","Guilford School District","A. W. Cox School","Math","N","122","122","100.0","119","*","*","*","*","*","*","*","*","*","*"
"0600611","0600011","Guilford School District","A. W. Cox School","Math","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","ELA","N","97","97","100.0","97","*","*","*","*","*","*","*","*","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","Math","N","97","97","100.0","97","*","*","*","*","*","*","*","*","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","ELA","N","487","485","99.6","485","6","1.2","47","9.7","205","42.3","227","46.8","432","89.1"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","ELA","Y","61","61","100.0","61","9","14.8","23","37.7","23","37.7","6","9.8","29","47.5"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Math","N","487","485","99.6","485","*","*","103","21.2","131","27.0","*","*","*","*"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Math","Y","61","61","100.0","61","22","36.1","22","36.1","*","*","*","*","17","27.9"
"0600211","0600011","Guilford School District","Guilford Lakes School","ELA","N","109","109","100.0","109","*","*","*","*","*","*","*","*","*","*"
"0600211","0600011","Guilford School District","Guilford Lakes School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0600211","0600011","Guilford School District","Guilford Lakes School","Math","N","109","109","100.0","109","*","*","*","*","*","*","*","*","*","*"
"0600211","0600011","Guilford School District","Guilford Lakes School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","ELA","N","139","139","100.0","139","*","*","*","*","*","*","*","*","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","Math","N","139","139","100.0","139","*","*","*","*","*","*","*","*","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0621211","0620011","Hamden School District","Bear Path School","ELA","N","213","212","99.5","212","*","*","45","21.2","*","*","70","33.0","*","*"
"0621211","0620011","Hamden School District","Bear Path School","ELA","Y","47","45","95.7","45","28","62.2","*","*","*","*","0","0.0","*","*"
"0621211","0620011","Hamden School District","Bear Path School","Math","N","213","211","99.1","211","*","*","68","32.2","*","*","50","23.7","*","*"
"0621211","0620011","Hamden School District","Bear Path School","Math","Y","47","45","95.7","45","31","68.9","*","*","*","*","0","0.0","*","*"
"0620211","0620011","Hamden School District","Church Street School","ELA","N","121","121","100.0","121","39","32.2","39","32.2","*","*","*","*","*","*"
"0620211","0620011","Hamden School District","Church Street School","ELA","Y","39","39","100.0","39","31","79.5","*","*","*","*","0","0.0","*","*"
"0620211","0620011","Hamden School District","Church Street School","Math","N","121","121","100.0","121","47","38.8","*","*","25","20.7","*","*","*","*"
"0620211","0620011","Hamden School District","Church Street School","Math","Y","39","39","100.0","39","35","89.7","*","*","0","0.0","*","*","*","*"
"0620311","0620011","Hamden School District","Dunbar Hill School","ELA","N","128","128","100.0","128","24","18.8","*","*","*","*","*","*","*","*"
"0620311","0620011","Hamden School District","Dunbar Hill School","ELA","Y","25","25","100.0","25","15","60.0","*","*","*","*","*","*","*","*"
"0620311","0620011","Hamden School District","Dunbar Hill School","Math","N","128","128","100.0","128","32","25.0","*","*","*","*","*","*","*","*"
"0620311","0620011","Hamden School District","Dunbar Hill School","Math","Y","25","25","100.0","25","18","72.0","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0625211","0620011","Hamden School District","Hamden Middle School","ELA","N","677","665","98.2","665","*","*","184","27.7","244","36.7","*","*","*","*"
"0625211","0620011","Hamden School District","Hamden Middle School","ELA","Y","125","124","99.2","124","76","61.3","32","25.8","*","*","*","*","16","12.9"
"0625211","0620011","Hamden School District","Hamden Middle School","Math","N","676","660","97.6","660","226","34.2","198","30.0","*","*","*","*","236","35.8"
"0625211","0620011","Hamden School District","Hamden Middle School","Math","Y","125","121","96.8","121","91","75.2","22","18.2","*","*","*","*","8","6.6"
"0620411","0620011","Hamden School District","Helen Street School","ELA","N","153","153","100.0","153","39","25.5","*","*","*","*","*","*","*","*"
"0620411","0620011","Hamden School District","Helen Street School","ELA","Y","30","30","100.0","30","26","86.7","*","*","*","*","*","*","*","*"
"0620411","0620011","Hamden School District","Helen Street School","Math","N","154","154","100.0","154","46","29.9","*","*","32","20.8","*","*","*","*"
"0620411","0620011","Hamden School District","Helen Street School","Math","Y","30","30","100.0","30","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0621111","0620011","Hamden School District","Ridge Hill School","ELA","N","153","153","100.0","153","38","24.8","*","*","*","*","*","*","*","*"
"0621111","0620011","Hamden School District","Ridge Hill School","ELA","Y","27","27","100.0","27","18","66.7","*","*","*","*","*","*","*","*"
"0621111","0620011","Hamden School District","Ridge Hill School","Math","N","153","152","99.3","152","36","23.7","*","*","*","*","*","*","*","*"
"0621111","0620011","Hamden School District","Ridge Hill School","Math","Y","27","27","100.0","27","21","77.8","*","*","*","*","*","*","*","*"
"0620111","0620011","Hamden School District","Shepherd Glen School","ELA","N","161","160","99.4","160","45","28.1","*","*","*","*","*","*","*","*"
"0620111","0620011","Hamden School District","Shepherd Glen School","ELA","Y","28","27","96.4","27","18","66.7","*","*","*","*","*","*","*","*"
"0620111","0620011","Hamden School District","Shepherd Glen School","Math","N","161","160","99.4","160","39","24.4","*","*","*","*","*","*","*","*"
"0620111","0620011","Hamden School District","Shepherd Glen School","Math","Y","28","27","96.4","27","20","74.1","*","*","*","*","*","*","*","*"
"0621011","0620011","Hamden School District","Spring Glen School","ELA","N","212","209","98.6","209","22","10.5","32","15.3","*","*","*","*","*","*"
"0621011","0620011","Hamden School District","Spring Glen School","ELA","Y","30","29","96.7","29","18","62.1","6","20.7","*","*","*","*","*","*"
"0621011","0620011","Hamden School District","Spring Glen School","Math","N","212","206","97.2","206","22","10.7","*","*","*","*","*","*","*","*"
"0621011","0620011","Hamden School District","Spring Glen School","Math","Y","30","29","96.7","29","20","69.0","*","*","*","*","*","*","*","*"
"0621411","0620011","Hamden School District","West Woods School","ELA","N","198","197","99.5","197","*","*","26","13.2","68","34.5","*","*","*","*"
"0621411","0620011","Hamden School District","West Woods School","ELA","Y","36","36","100.0","36","16","44.4","*","*","9","25.0","*","*","*","*"
"0621411","0620011","Hamden School District","West Woods School","Math","N","198","197","99.5","197","*","*","47","23.9","81","41.1","*","*","*","*"
"0621411","0620011","Hamden School District","West Woods School","Math","Y","36","36","100.0","36","18","50.0","9","25.0","*","*","*","*","9","25.0"
"0630111","0630011","Hampton School District","Hampton Elementary School","ELA","N","42","42","100.0","42","*","*","*","*","*","*","*","*","*","*"
"0630111","0630011","Hampton School District","Hampton Elementary School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0630111","0630011","Hampton School District","Hampton Elementary School","Math","N","42","42","100.0","42","*","*","*","*","*","*","*","*","*","*"
"0630111","0630011","Hampton School District","Hampton Elementary School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0640711","0640011","Hartford School District","Asian Studies Academy","ELA","N","311","302","97.1","302","219","72.5","*","*","29","9.6","*","*","*","*"
"0640711","0640011","Hartford School District","Asian Studies Academy","ELA","Y","64","61","95.3","59","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0640711","0640011","Hartford School District","Asian Studies Academy","Math","N","311","287","92.3","287","229","79.8","*","*","*","*","0","0.0","*","*"
"0640711","0640011","Hartford School District","Asian Studies Academy","Math","Y","64","52","81.3","52","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0644411","0640011","Hartford School District","Autism Program - Sarah J. Rawson Elementary School","ELA","Y","8","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0644411","0640011","Hartford School District","Autism Program - Sarah J. Rawson Elementary School","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0640411","0640011","Hartford School District","Batchelder School","ELA","N","245","245","100.0","245","125","51.0","71","29.0","*","*","*","*","*","*"
"0640411","0640011","Hartford School District","Batchelder School","ELA","Y","51","51","100.0","51","39","76.5","*","*","*","*","0","0.0","*","*"
"0640411","0640011","Hartford School District","Batchelder School","Math","N","243","239","98.4","239","145","60.7","*","*","*","*","*","*","*","*"
"0640411","0640011","Hartford School District","Batchelder School","Math","Y","51","46","90.2","46","41","89.1","*","*","*","*","0","0.0","*","*"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","ELA","N","96","96","100.0","96","26","27.1","*","*","*","*","*","*","*","*"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","ELA","Y","28","27","96.4","27","21","77.8","*","*","*","*","*","*","*","*"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","Math","N","96","95","99.0","95","41","43.2","*","*","*","*","*","*","*","*"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","Math","Y","28","27","96.4","27","23","85.2","*","*","*","*","*","*","*","*"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","ELA","N","167","166","99.4","166","*","*","*","*","52","31.3","33","19.9","85","51.2"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","ELA","Y","29","29","100.0","29","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","Math","N","167","166","99.4","166","39","23.5","*","*","45","27.1","*","*","*","*"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","Math","Y","29","29","100.0","29","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","ELA","N","256","255","99.6","255","184","72.2","*","*","20","7.8","*","*","*","*"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","ELA","Y","67","66","98.5","66","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","Math","N","255","252","98.8","251","206","82.1","39","15.5","*","*","*","*","6","2.4"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","Math","Y","67","67","100.0","67","67","100.0","0","0.0","0","0.0","0","0.0","0","0.0"
"0642311","0640011","Hartford School District","Burr School","ELA","N","324","324","100.0","324","191","59.0","*","*","*","*","8","2.5","*","*"
"0642311","0640011","Hartford School District","Burr School","ELA","Y","61","61","100.0","61","54","88.5","*","*","*","*","0","0.0","*","*"
"0642311","0640011","Hartford School District","Burr School","Math","N","326","326","100.0","326","228","69.9","*","*","19","5.8","*","*","*","*"
"0642311","0640011","Hartford School District","Burr School","Math","Y","61","61","100.0","61","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","N","236","233","98.7","233","82","35.2","*","*","70","30.0","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","Y","40","40","100.0","40","36","90.0","*","*","0","0.0","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","N","236","232","98.3","232","103","44.4","*","*","37","15.9","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","Y","40","40","100.0","40","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0642411","0640011","Hartford School District","Clark School","ELA","N","119","119","100.0","119","78","65.5","*","*","*","*","*","*","*","*"
"0642411","0640011","Hartford School District","Clark School","ELA","Y","30","29","96.7","29","23","79.3","*","*","*","*","0","0.0","*","*"
"0642411","0640011","Hartford School District","Clark School","Math","N","119","119","100.0","119","82","68.9","*","*","*","*","*","*","*","*"
"0642411","0640011","Hartford School District","Clark School","Math","Y","30","30","100.0","30","25","83.3","*","*","*","*","*","*","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","N","259","259","100.0","259","90","34.7","87","33.6","*","*","*","*","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","Y","29","29","100.0","29","21","72.4","6","20.7","*","*","*","*","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","N","259","257","99.2","257","132","51.4","*","*","*","*","11","4.3","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","Y","29","29","100.0","28","25","89.3","*","*","*","*","0","0.0","*","*"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","ELA","N","350","350","100.0","350","132","37.7","*","*","*","*","*","*","*","*"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","ELA","Y","47","46","97.9","46","39","84.8","*","*","*","*","*","*","*","*"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","Math","N","348","337","96.8","336","182","54.2","101","30.1","*","*","*","*","*","*"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","Math","Y","47","45","95.7","45","36","80.0","*","*","*","*","0","0.0","*","*"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","ELA","N","45","45","100.0","45","*","*","*","*","*","*","*","*","*","*"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","Math","N","45","45","100.0","45","*","*","*","*","*","*","*","*","*","*"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0645811","0640011","Hartford School District","EDP - Betances Early Reading Lab","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0645811","0640011","Hartford School District","EDP - Betances Early Reading Lab","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","ELA","Y","31","31","100.0","31","25","80.6","6","19.4","0","0.0","0","0.0","0","0.0"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","Math","Y","31","31","100.0","31","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","ELA","Y","10","10","*","9","*","*","*","*","*","*","*","*","*","*"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","Math","Y","10","10","*","9","*","*","*","*","*","*","*","*","*","*"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","ELA","N","304","302","99.3","302","65","21.5","76","25.2","*","*","*","*","*","*"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","ELA","Y","53","53","100.0","53","38","71.7","10","18.9","*","*","*","*","*","*"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","Math","N","304","302","99.3","302","61","20.2","106","35.1","*","*","*","*","*","*"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","Math","Y","53","53","100.0","53","41","77.4","10","18.9","*","*","*","*","*","*"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","ELA","N","205","205","100.0","205","95","46.3","59","28.8","*","*","*","*","*","*"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","ELA","Y","60","60","100.0","60","53","88.3","*","*","*","*","0","0.0","*","*"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","Math","N","205","205","100.0","205","92","44.9","76","37.1","*","*","*","*","*","*"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","Math","Y","59","59","100.0","59","51","86.4","*","*","*","*","0","0.0","*","*"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","ELA","N","142","142","100.0","142","88","62.0","*","*","*","*","6","4.2","*","*"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","ELA","Y","31","31","100.0","31","25","80.6","*","*","*","*","0","0.0","*","*"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","Math","N","143","139","97.2","139","102","73.4","27","19.4","*","*","*","*","10","7.2"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","Math","Y","31","31","100.0","31","31","100.0","0","0.0","0","0.0","0","0.0","0","0.0"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","N","269","266","98.9","266","114","42.9","*","*","*","*","16","6.0","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","Y","48","48","100.0","48","42","87.5","*","*","*","*","0","0.0","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","Math","N","269","265","98.5","265","145","54.7","*","*","*","*","6","2.3","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","Math","Y","48","48","100.0","48","46","95.8","*","*","*","*","0","0.0","*","*"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","ELA","N","547","546","99.8","546","152","27.8","134","24.5","*","*","*","*","*","*"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","ELA","Y","69","69","100.0","69","57","82.6","8","11.6","*","*","*","*","*","*"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Math","N","547","545","99.6","545","234","42.9","*","*","*","*","*","*","*","*"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Math","Y","69","69","100.0","69","65","94.2","*","*","*","*","*","*","*","*"
"0641011","0640011","Hartford School District","Kennelly School","ELA","N","337","335","99.4","335","167","49.9","91","27.2","*","*","*","*","*","*"
"0641011","0640011","Hartford School District","Kennelly School","ELA","Y","51","50","98.0","50","39","78.0","*","*","*","*","0","0.0","*","*"
"0641011","0640011","Hartford School District","Kennelly School","Math","N","337","335","99.4","335","160","47.8","130","38.8","*","*","*","*","*","*"
"0641011","0640011","Hartford School District","Kennelly School","Math","Y","51","50","98.0","50","39","78.0","*","*","*","*","0","0.0","*","*"
"0649611","0640011","Hartford School District","LC - Burns","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0649611","0640011","Hartford School District","LC - Burns","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0649811","0640011","Hartford School District","LC - Moylan","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
