"school_code","district_code","district","school","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total"
"0250111","0250011","Cheshire School District","Chapman School","0","0","54","47","45","53","40","61","0","0","0","0","0","0","300"
"0250611","0250011","Cheshire School District","Doolittle School","0","0","92","92","106","70","72","85","0","0","0","0","0","0","517"
"0250511","0250011","Cheshire School District","Norton School","0","0","82","71","74","88","81","91","0","0","0","0","0","0","487"
"0255111","0250011","Cheshire School District","Dodd Middle School","0","0","0","0","0","0","0","0","381","405","0","0","0","0","786"
"0256111","0250011","Cheshire School District","Cheshire High School","0","0","0","0","0","0","0","0","0","0","375","367","408","366","1516"
"0259011","0250011","Cheshire School District","Humiston School","0","0","0","0","0","0","0","0","0","0","*","7","*","9","22"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","41","185","142","149","166","0","0","0","0","0","0","0","0","0","683"
"0270111","0270011","Clinton School District","Abraham Pierson School","0","0","0","0","0","152","152","0","0","0","0","0","0","0","304"
"0275111","0270011","Clinton School District","Jared Eliot School","0","0","0","0","0","0","0","148","166","178","0","0","0","0","492"
"0276111","0270011","Clinton School District","The Morgan School","0","0","0","0","0","0","0","0","0","0","148","138","127","144","557"
"0280411","0280011","Colchester School District","Colchester Elementary School","61","202","228","207","0","0","0","0","0","0","0","0","0","0","698"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","0","0","0","0","214","233","241","0","0","0","0","0","0","0","688"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","0","0","0","0","0","0","0","220","241","244","0","0","0","0","705"
"0286111","0280011","Colchester School District","Bacon Academy","0","0","0","0","0","0","0","0","0","0","245","250","239","253","987"
"0300111","0300011","Columbia School District","Horace W. Porter School","28","61","42","54","60","58","67","63","57","49","0","0","0","0","539"
"2438014","2430014","Cooperative Educational Services","School Readiness","53","0","0","0","0","0","0","0","0","0","0","0","0","0","53"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","80","45","49","39","47","46","35","37","39","35","0","0","0","0","452"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","0","*","*","6","8","8","7","6","8","*","0","0","0","0","53"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","0","0","*","*","8","12","12","16","11","13","20","17","7","8","135"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","0","0","0","0","0","0","0","0","9","12","8","10","12","31","82"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","13","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"0320211","0320011","Coventry School District","Coventry Grammar School","0","125","130","136","0","0","0","0","0","0","0","0","0","0","391"
"0320411","0320011","Coventry School District","George Hersey Robertson School","0","0","0","0","147","118","146","0","0","0","0","0","0","0","411"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","0","0","0","0","0","0","0","162","147","153","0","0","0","0","462"
"0326111","0320011","Coventry School District","Coventry High School","0","0","0","0","0","0","0","0","0","0","123","136","137","162","558"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","32","159","149","149","0","0","0","0","0","0","0","0","0","0","489"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","0","0","0","0","140","166","159","0","0","0","0","0","0","0","465"
"0335111","0330011","Cromwell School District","Cromwell Middle School","0","0","0","0","0","0","0","165","168","142","0","0","0","0","475"
"0336111","0330011","Cromwell School District","Cromwell High School","0","0","0","0","0","0","0","0","0","0","136","143","145","164","588"
"0341311","0340011","Danbury School District","King Street Primary School","*","106","102","111","*","0","0","0","0","0","0","0","0","0","415"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","134","0","0","0","0","0","0","0","0","0","0","0","0","0","134"
"0341511","0340011","Danbury School District","Pembroke School","*","62","55","55","63","*","55","0","0","0","0","0","0","0","343"
"0341611","0340011","Danbury School District","Stadley Rough School","*","70","*","80","87","79","70","0","0","0","0","0","0","0","452"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","0","59","65","63","77","60","72","0","0","0","0","0","0","0","396"
"0341111","0340011","Danbury School District","Great Plain School","0","50","61","57","42","42","47","0","0","0","0","0","0","0","299"
"0340211","0340011","Danbury School District","Hayestown Avenue School","0","71","62","68","66","58","63","0","0","0","0","0","0","0","388"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","0","109","95","104","94","0","0","0","0","0","0","0","0","0","402"
"0340611","0340011","Danbury School District","Morris Street School","0","55","58","84","44","61","40","0","0","0","0","0","0","0","342"
"0340811","0340011","Danbury School District","Park Avenue School","0","79","80","74","69","71","52","0","0","0","0","0","0","0","425"
"0341211","0340011","Danbury School District","Shelter Rock School","0","54","74","77","69","68","67","0","0","0","0","0","0","0","409"
"0341011","0340011","Danbury School District","South Street School","0","61","53","79","69","55","71","0","0","0","0","0","0","0","388"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","0","65","65","63","61","65","67","0","0","0","0","0","0","0","386"
"0341711","0340011","Danbury School District","King Street Intermediate School","0","0","0","0","0","190","184","0","0","0","0","0","0","0","374"
"0345111","0340011","Danbury School District","Broadview Middle School","0","0","0","0","0","0","0","363","369","382","0","0","0","0","1114"
"0345211","0340011","Danbury School District","Rogers Park Middle School","0","0","0","0","0","0","0","395","341","358","0","0","0","0","1094"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","0","0","0","0","0","0","0","0","0","0","11","27","21","21","80"
"0346111","0340011","Danbury School District","Danbury High School","0","0","0","0","0","0","0","0","0","0","708","808","678","704","2898"
"0350211","0350011","Darien School District","Hindley Elementary School","51","93","100","94","69","97","90","0","0","0","0","0","0","0","594"
"0350611","0350011","Darien School District","Tokeneke Elementary School","35","72","72","66","61","74","64","0","0","0","0","0","0","0","444"
"0350711","0350011","Darien School District","Holmes Elementary School","0","72","80","65","74","73","75","0","0","0","0","0","0","0","439"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","0","77","93","70","79","70","83","0","0","0","0","0","0","0","472"
"0350511","0350011","Darien School District","Royle Elementary School","0","65","76","60","86","60","72","0","0","0","0","0","0","0","419"
"0355111","0350011","Darien School District","Middlesex Middle School","0","0","0","0","0","0","0","*","398","383","*","0","0","0","1159"
"0356111","0350011","Darien School District","Darien High School","0","0","0","0","0","0","0","0","0","0","355","330","311","319","1315"
"0370611","0370011","Derby School District","Bradley School","*","68","67","68","*","47","73","0","0","0","0","0","0","0","367"
"0370411","0370011","Derby School District","Irving School","32","63","68","60","55","61","57","0","0","0","0","0","0","0","396"
"0375011","0370011","Derby School District","Derby Middle School","0","0","0","0","0","0","0","102","101","116","0","0","0","0","319"
"0376111","0370011","Derby School District","Derby High School","0","0","0","0","0","0","0","0","0","0","112","83","92","98","385"
"0400111","0400011","East Granby School District","Allgrove School","12","54","60","71","58","0","0","0","0","0","0","0","0","0","255"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","0","0","0","0","0","80","70","0","0","0","0","0","0","0","150"
"0405111","0400011","East Granby School District","East Granby Middle School","0","0","0","0","0","0","0","64","82","65","0","0","0","0","211"
"0406111","0400011","East Granby School District","East Granby High School","0","0","0","0","0","0","0","0","0","0","67","67","63","78","275"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","24","81","95","109","103","0","0","0","0","0","0","0","0","0","412"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","0","0","0","0","0","95","104","105","102","134","0","0","0","0","540"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","0","0","0","0","0","0","0","0","0","0","96","100","103","88","387"
"0420111","0420011","East Hampton School District","Memorial School","36","136","151","140","152","0","0","0","0","0","0","0","0","0","615"
"0420311","0420011","East Hampton School District","Center School","0","0","0","0","0","155","133","0","0","0","0","0","0","0","288"
"0425111","0420011","East Hampton School District","East Hampton Middle School","0","0","0","0","0","0","0","165","182","161","0","0","0","0","508"
"0426111","0420011","East Hampton School District","East Hampton High School","0","0","0","0","0","0","0","0","0","0","121","145","156","130","552"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","0","0","0","0","0","0","0","0","0","0","0","*","0","*","7"
"0430511","0430011","East Hartford School District","Hockanum School","18","54","45","47","56","40","31","26","0","0","0","0","0","0","317"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","287","0","0","0","0","0","0","0","0","0","0","0","0","0","287"
"0430911","0430011","East Hartford School District","Anna E. Norris School","0","41","46","55","45","37","41","26","0","0","0","0","0","0","291"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","0","66","72","68","59","54","64","25","0","0","0","0","0","0","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","0","55","58","65","53","55","41","42","0","0","0","0","0","0","369"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","0","51","60","63","58","43","43","20","0","0","0","0","0","0","338"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","0","77","69","59","72","46","42","17","0","0","0","0","0","0","382"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","0","60","50","59","66","66","61","28","0","0","0","0","0","0","390"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","0","60","56","82","58","54","44","34","0","0","0","0","0","0","388"
"0431211","0430011","East Hartford School District","Silver Lane School","0","65","66","52","33","35","33","24","0","0","0","0","0","0","308"
"0439011","0430011","East Hartford School District","Woodland School","0","*","*","7","9","12","11","14","9","13","27","29","28","23","188"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","0","0","0","0","0","112","121","113","0","0","0","0","0","0","346"
"0435111","0430011","East Hartford School District","East Hartford Middle School","0","0","0","0","0","0","0","99","448","474","0","0","0","0","1021"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","0","0","0","0","0","0","0","0","0","0","53","51","43","33","180"
"0436211","0430011","East Hartford School District","East Hartford High School","0","0","0","0","0","0","0","0","0","0","525","412","432","365","1734"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","0","0","0","0","0","0","0","0","0","0","27","39","52","34","152"
"0441411","0440011","East Haven School District","D. C. Moore School","72","65","74","62","0","0","0","0","0","0","0","0","0","0","273"
"0440111","0440011","East Haven School District","Deer Run School","56","97","86","109","0","0","0","0","0","0","0","0","0","0","348"
"0441811","0440011","East Haven School District","Overbrook Elementary School","*","*","85","79","0","0","0","0","0","0","0","0","0","0","226"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","0","0","0","0","48","48","48","50","50","46","0","0","0","0","290"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","0","0","0","0","88","69","89","0","0","0","0","0","0","0","246"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","0","0","0","0","66","71","67","0","0","0","0","0","0","0","204"
"0440711","0440011","East Haven School District","Momauguin School","0","0","0","0","67","54","60","0","0","0","0","0","0","0","181"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","0","0","0","0","0","0","0","222","233","225","0","0","0","0","680"
"0449011","0440011","East Haven School District","Pathways","0","0","0","0","0","0","0","0","*","*","8","*","7","10","34"
"0446111","0440011","East Haven School District","East Haven High School","0","0","0","0","0","0","0","0","0","0","254","218","196","275","943"
"0458011","0450011","East Lyme School District","Integrated Preschool","44","0","0","0","0","0","0","0","0","0","0","0","0","0","44"
"0450111","0450011","East Lyme School District","Flanders School","0","63","68","83","74","77","0","0","0","0","0","0","0","0","365"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","0","65","67","64","90","79","0","0","0","0","0","0","0","0","365"
