"school_code","district_code","district","school","american_indian_or_alaska_native","asian","black_or_african_american","hispanic_latino_of_any_race","native_hawaiian_or_other_pacific_islander","two_or_more_races","white","total"
"0080111","0080011","Bethany School District","Bethany Community School","*","43","11","10","0","*","369","436"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","0","18","6","81","0","7","299","411"
"0096111","0090011","Bethel School District","Bethel High School","0","65","19","116","0","24","709","933"
"0095111","0090011","Bethel School District","Bethel Middle School","0","43","12","100","0","17","500","672"
"0090111","0090011","Bethel School District","Frank A. Berry School","0","28","*","57","*","18","439","556"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","0","39","9","61","*","*","299","417"
"0116111","0110011","Bloomfield School District","Bloomfield High School","*","*","490","38","0","6","18","555"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","0","7","188","17","0","*","*","216"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","0","*","175","33","0","*","*","213"
"0116311","0110011","Bloomfield School District","Global Experience Magnet School","0","*","117","31","0","*","63","220"
"0110611","0110011","Bloomfield School District","Laurel School","*","*","267","23","0","8","17","318"
"0116411","0110011","Bloomfield School District","Learning Academy at Bloomfield","0","0","10","*","0","0","*","13"
"0110511","0110011","Bloomfield School District","Metacomet School","0","*","186","28","*","6","6","231"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","*","*","109","50","0","20","125","321"
"0120111","0120011","Bolton School District","Bolton Center School","0","17","36","24","0","6","445","528"
"0126111","0120011","Bolton School District","Bolton High School","0","6","13","12","0","10","293","334"
"0130111","0130011","Bozrah School District","Fields Memorial School","*","*","14","16","0","*","207","243"
"0146111","0140011","Branford School District","Branford High School","*","83","37","84","0","*","822","1050"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","*","65","34","72","0","*","746","942"
"0148011","0140011","Branford School District","Indian Neck School","0","*","*","0","0","0","34","36"
"0141611","0140011","Branford School District","John B. Sliney School","*","16","*","57","0","9","284","374"
"0141511","0140011","Branford School District","Mary R. Tisko School","0","20","*","19","0","*","352","400"
"0141411","0140011","Branford School District","Mary T. Murphy School","0","61","18","39","0","12","290","420"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","0","*","35","47","0","*","20","115"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","*","7","469","341","0","*","10","835"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","*","10","85","68","*","*","67","235"
"0150111","0150011","Bridgeport School District","Barnum School","0","*","171","427","0","*","21","626"
"0156111","0150011","Bridgeport School District","Bassick High School","0","42","500","503","*","*","66","1120"
"0150211","0150011","Bridgeport School District","Beardsley School","*","7","143","209","*","*","11","376"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","0","*","73","101","0","*","51","229"
"0150311","0150011","Bridgeport School District","Black Rock School","0","*","91","192","0","*","117","406"
"0154011","0150011","Bridgeport School District","Blackham School","6","53","339","540","*","*","183","1127"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","0","0","29","*","0","0","*","57"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","0","*","42","55","0","0","*","116"
"0150411","0150011","Bridgeport School District","Bryant School","*","30","147","201","0","*","29","413"
"0156211","0150011","Bridgeport School District","Central High School","*","63","818","724","*","12","209","1838"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","*","53","242","820","*","*","52","1173"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","*","10","213","101","0","*","11","340"
"0150511","0150011","Bridgeport School District","Columbus School","*","*","312","524","0","*","45","886"
"0153911","0150011","Bridgeport School District","Cross School","*","*","232","168","0","0","9","413"
"0154211","0150011","Bridgeport School District","Curiale School","*","33","323","326","*","7","43","737"
"0154111","0150011","Bridgeport School District","Dunbar School","0","0","181","112","0","*","*","303"
"0150711","0150011","Bridgeport School District","Edison School","0","*","119","98","0","*","24","251"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","*","33","252","486","0","*","58","843"
"0151111","0150011","Bridgeport School District","Hall School","*","*","138","107","0","0","28","275"
"0151211","0150011","Bridgeport School District","Hallen School","0","*","201","107","*","*","20","332"
"0156311","0150011","Bridgeport School District","Harding High School","*","6","459","571","*","0","65","1105"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","*","*","215","143","0","7","50","422"
"0151311","0150011","Bridgeport School District","Hooker School","*","*","135","189","0","*","53","387"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","0","*","102","63","*","*","63","236"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","*","25","157","163","*","0","159","511"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","*","11","348","276","0","*","17","655"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","0","*","233","631","*","0","34","904"
"0152011","0150011","Bridgeport School District","Madison School","0","14","152","279","*","*","87","539"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","*","9","78","294","*","*","62","449"
"0151711","0150011","Bridgeport School District","Park City Magnet School","*","49","216","172","*","*","51","491"
"0151811","0150011","Bridgeport School District","Pride Academy","0","0","34","*","0","0","*","57"
"0152511","0150011","Bridgeport School District","Read School","*","14","330","403","0","*","85","839"
"0152611","0150011","Bridgeport School District","Roosevelt School","*","14","241","284","0","*","22","564"
"0154411","0150011","Bridgeport School District","Skane Center","*","12","75","143","0","*","71","304"
"0153011","0150011","Bridgeport School District","Waltersville School","*","6","132","364","0","*","10","514"
"0153611","0150011","Bridgeport School District","Winthrop School","*","41","231","218","0","*","188","685"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","0","*","*","*","0","*","6","14"
"0176111","0170011","Bristol School District","Bristol Central High School","*","34","95","235","*","37","838","1242"
"0176211","0170011","Bristol School District","Bristol Eastern High School","*","37","108","187","0","*","950","1299"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","0","20","66","140","0","13","479","718"
"0179211","0170011","Bristol School District","Community/Vocational Program","0","0","*","*","0","0","10","13"
"0170311","0170011","Bristol School District","Edgewood School","0","*","15","95","0","*","233","355"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","*","*","29","114","0","28","241","424"
"0170511","0170011","Bristol School District","Greene-Hills School","0","43","55","238","0","31","523","890"
"0171911","0170011","Bristol School District","Ivy Drive School","0","11","18","70","0","8","290","397"
"0171711","0170011","Bristol School District","Mountain View School","*","25","*","72","0","19","305","437"
"0175211","0170011","Bristol School District","Northeast Middle School","*","15","*","73","0","15","335","453"
"0171111","0170011","Bristol School District","South Side School","*","7","39","117","0","*","332","503"
"0171211","0170011","Bristol School District","Stafford School","0","29","32","107","0","13","323","504"
"0172011","0170011","Bristol School District","West Bristol School","*","*","55","280","0","47","532","945"
"0186111","0180011","Brookfield School District","Brookfield High School","*","44","18","38","0","*","798","901"
"0180311","0180011","Brookfield School District","Center Elementary School","*","22","7","24","0","*","318","380"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","*","52","13","44","*","0","512","624"
"0185311","0180011","Brookfield School District","Whisconier Middle School","*","59","*","60","0","0","727","859"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","*","16","8","46","*","16","456","545"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","0","*","*","15","0","14","337","374"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","0","0","0","*","0","*","67","77"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","0","0","*","*","0","11","203","225"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","0","0","*","12","0","*","210","233"
"0236111","0230011","Canton School District","Canton High School","0","11","15","20","0","9","444","499"
"0230311","0230011","Canton School District","Canton Intermediate School","*","12","20","23","0","*","373","434"
"0235111","0230011","Canton School District","Canton Middle School","0","7","8","16","0","7","227","265"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","15","33","36","0","*","403","490"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","0","70","132","159","0","20","181","562"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","*","33","58","57","0","*","66","222"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","*","28","124","113","0","*","82","361"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","0","8","66","66","0","12","65","217"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","0","23","54","81","*","*","106","282"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","0","0","*","*","0","*","16","22"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","0","40","100","105","*","*","145","410"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","*","*","83","148","0","17","186","438"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","0","*","89","128","*","16","92","327"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","0","0","0","0","0","0","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","*","63","100","127","0","*","111","415"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","0","0","15","26","0","0","12","53"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","0","0","*","*","0","0","6","8"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","*","29","352","121","*","22","193","722"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","*","13","72","149","0","*","95","342"
"2410514","2410014","Capitol Region Education Council","Museum Academy","*","17","155","114","0","*","105","405"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","6","8","114","160","0","11","105","404"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","0","6","138","102","0","9","137","392"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","0","*","*","14","0","0","44","64"
"2419314","2410014","Capitol Region Education Council","River Street School","0","*","24","27","0","*","88","145"
"2419114","2410014","Capitol Region Education Council","Soundbridge","0","9","*","*","0","0","63","83"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","0","0","0","0","0","0","8","8"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","*","10","54","84","0","*","37","189"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","*","53","132","179","0","*","268","660"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","0","22","172","112","0","12","123","441"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","0","*","*","12","0","9","159","183"
"0250111","0250011","Cheshire School District","Chapman School","*","24","12","9","0","*","248","298"
"0256111","0250011","Cheshire School District","Cheshire High School","*","139","*","44","0","0","1321","1538"
"0250211","0250011","Cheshire School District","Darcey School","*","30","10","19","0","*","230","293"
"0255111","0250011","Cheshire School District","Dodd Middle School","*","65","17","27","0","*","632","747"
"0250611","0250011","Cheshire School District","Doolittle School","*","48","16","32","0","*","428","529"
"0250411","0250011","Cheshire School District","Highland School","*","83","32","27","0","*","595","740"
"0259011","0250011","Cheshire School District","Humiston School","0","0","*","*","0","0","18","20"
"0250511","0250011","Cheshire School District","Norton School","*","43","*","20","0","9","348","429"
"0260111","0260011","Chester School District","Chester Elementary School","0","*","*","*","0","8","209","228"
"0270111","0270011","Clinton School District","Abraham Pierson School","*","6","*","27","0","*","257","296"
"0275111","0270011","Clinton School District","Jared Eliot School","*","11","*","48","*","8","392","462"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","*","19","*","81","0","10","520","638"
"0276111","0270011","Clinton School District","The Morgan School","*","13","6","46","*","17","473","558"
"0286111","0280011","Colchester School District","Bacon Academy","9","15","31","49","0","8","788","900"
"0280411","0280011","Colchester School District","Colchester Elementary School","0","11","*","41","*","23","468","551"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","*","16","12","22","0","*","551","614"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","*","15","17","27","0","*","596","668"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","0","0","0","*","0","*","87","99"
"0300111","0300011","Columbia School District","Horace W. Porter School","0","*","6","24","0","*","429","467"
"2686113","2680013","Common Ground High School District","Common Ground High School","0","*","58","75","0","*","39","180"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","*","*","250","461","0","12","70","801"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","*","*","291","446","0","8","54","805"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","*","*","48","370","0","18","203","646"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","*","*","183","311","0","10","35","542"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","*","*","47","199","*","28","250","535"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","*","6","48","128","*","11","371","567"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","*","*","44","257","0","17","468","801"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","*","*","6","37","0","30","504","585"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","*","*","29","246","0","13","335","637"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","*","*","97","159","0","18","373","667"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","*","*","31","79","*","51","508","680"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","*","*","6","50","0","8","579","647"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","*","*","114","288","0","28","398","836"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","*","*","63","97","*","28","463","656"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","*","9","96","212","*","28","392","743"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","*","*","7","171","*","15","350","550"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","0","*","21","*","0","0","58","94"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","0","*","16","13","0","*","18","51"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","0","*","*","0","0","8","12"
"2438014","2430014","Cooperative Educational Services","School Readiness","0","0","14","29","0","*","*","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","0","21","161","163","*","*","115","471"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","0","*","26","29","0","*","72","140"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","0","*","*","9","0","6","87","105"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","*","*","*","20","0","19","347","393"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","0","0","0","*","0","0","*","20"
"0320211","0320011","Coventry School District","Coventry Grammar School","0","*","*","18","0","8","341","377"
"0326111","0320011","Coventry School District","Coventry High School","0","*","*","19","0","19","471","518"
"0320411","0320011","Coventry School District","George Hersey Robertson School","*","*","*","21","0","12","336","377"
"0336111","0330011","Cromwell School District","Cromwell High School","*","26","42","47","0","*","429","549"
"0335111","0330011","Cromwell School District","Cromwell Middle School","*","27","43","36","0","*","342","454"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","*","29","47","38","*","*","346","468"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","0","38","37","*","0","*","369","477"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","0","0","*","35","0","*","28","83"
"0345111","0340011","Danbury School District","Broadview Middle School","0","70","84","443","0","28","467","1092"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","*","*","8","58","0","8","62","139"
"0346111","0340011","Danbury School District","Danbury High School","0","229","300","1035","*","*","1267","2878"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","0","24","25","262","0","18","106","435"
"0341111","0340011","Danbury School District","Great Plain School","0","14","9","154","0","15","164","356"
"0340211","0340011","Danbury School District","Hayestown Avenue School","0","63","38","221","*","*","126","469"
"0341711","0340011","Danbury School District","King Street Intermediate School","0","28","31","124","0","11","176","370"
"0341311","0340011","Danbury School District","King Street Primary School","*","23","15","175","0","*","189","417"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","0","35","34","133","*","*","196","412"
"0340611","0340011","Danbury School District","Morris Street School","0","21","26","310","0","14","97","468"
"0340811","0340011","Danbury School District","Park Avenue School","0","20","21","253","0","12","127","433"
"0341511","0340011","Danbury School District","Pembroke School","*","28","26","142","0","*","164","376"
"0345211","0340011","Danbury School District","Rogers Park Middle School","*","81","81","567","*","23","444","1200"
"0341211","0340011","Danbury School District","Shelter Rock School","0","41","26","184","0","6","159","416"
"0341011","0340011","Danbury School District","South Street School","0","12","36","236","0","14","77","375"
"0341611","0340011","Danbury School District","Stadley Rough School","0","33","24","156","*","*","209","432"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","*","38","25","105","0","*","249","423"
"0356111","0350011","Darien School District","Darien High School","*","37","9","60","0","*","1244","1354"
"0350211","0350011","Darien School District","Hindley Elementary School","0","32","*","21","0","*","507","565"
"0350711","0350011","Darien School District","Holmes Elementary School","0","20","*","13","0","*","413","454"
"0355111","0350011","Darien School District","Middlesex Middle School","0","44","*","36","0","*","1041","1128"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","*","19","*","20","0","*","412","458"
"0350511","0350011","Darien School District","Royle Elementary School","*","18","*","19","0","*","406","452"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","*","*","15","0","13","451","492"
"0360111","0360011","Deep River School District","Deep River Elementary School","0","*","*","28","0","*","292","330"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","0","0","*","*","0","0","*","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","0","0","*","0","0","0","0","*"
"0370611","0370011","Derby School District","Bradley School","0","*","33","57","*","16","258","376"
"0376111","0370011","Derby School District","Derby High School","0","*","66","93","*","7","208","381"
"0375011","0370011","Derby School District","Derby Middle School","0","*","60","87","*","13","190","364"
"0370411","0370011","Derby School District","Irving School","0","*","76","135","*","12","148","378"
"0400111","0400011","East Granby School District","Allgrove School","*","18","16","13","0","*","139","194"
"0406111","0400011","East Granby School District","East Granby High School","0","*","16","13","0","*","215","259"
"0405111","0400011","East Granby School District","East Granby Middle School","*","9","21","12","0","*","160","208"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","*","13","16","0","7","165","207"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","0","*","*","11","0","*","304","326"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","*","*","*","10","0","*","350","372"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","0","0","0","*","0","*","485","488"
"0420311","0420011","East Hampton School District","Center School","0","*","*","16","0","8","265","295"
"0426111","0420011","East Hampton School District","East Hampton High School","0","12","7","22","*","*","473","520"
"0425111","0420011","East Hampton School District","East Hampton Middle School","0","10","*","15","0","*","391","423"
"0420111","0420011","East Hampton School District","Memorial School","0","*","*","21","0","18","581","626"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","0","0","0","0","0","0","7","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","*","18","79","173","0","*","22","296"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","*","*","72","34","0","0","65","197"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","0","17","126","168","0","0","53","364"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","*","17","163","189","*","*","30","402"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","*","20","159","194","0","*","154","533"
"0436211","0430011","East Hartford School District","East Hartford High School","*","85","594","720","0","*","276","1682"
"0435111","0430011","East Hartford School District","East Hartford Middle School","*","64","421","435","0","*","178","1101"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","*","45","99","114","0","*","81","343"
"0430511","0430011","East Hartford School District","Hockanum School","0","*","95","150","0","*","62","322"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","*","11","98","99","0","*","91","301"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","*","31","177","234","*","*","53","498"
"0431211","0430011","East Hartford School District","Silver Lane School","*","0","123","147","0","*","28","304"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","0","0","40","47","0","0","18","105"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","*","9","99","106","0","*","36","253"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","0","*","63","125","0","*","32","231"
"0439011","0430011","East Hartford School District","Woodland School","*","0","56","95","0","0","*","199"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","*","14","*","31","0","*","215","269"
"0441411","0440011","East Haven School District","D. C. Moore School","*","10","*","51","0","0","147","215"
"0440111","0440011","East Haven School District","Deer Run School","0","23","8","73","0","11","214","329"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","*","12","6","33","0","*","147","202"
"0446111","0440011","East Haven School District","East Haven High School","*","27","22","157","0","*","695","907"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","0","11","*","36","0","*","114","173"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","0","27","20","144","*","*","371","571"
"0440711","0440011","East Haven School District","Momauguin School","0","10","8","40","0","0","94","152"
"0441811","0440011","East Haven School District","Overbrook Elementary School","*","*","8","70","0","8","100","193"
"0449011","0440011","East Haven School District","Pathways","0","0","*","6","0","*","29","40"
"0456111","0450011","East Lyme School District","East Lyme High School","*","98","23","34","0","*","891","1063"
"0455111","0450011","East Lyme School District","East Lyme Middle School","*","89","24","37","*","11","712","875"
"0450111","0450011","East Lyme School District","Flanders School","0","40","*","19","0","*","282","354"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","*","0","*","0","*","31","41"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","*","32","*","24","*","8","267","339"
"0450211","0450011","East Lyme School District","Niantic Center School","0","8","*","9","0","*","163","190"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","*","43","43","78","0","*","319","506"
"0476111","0470011","East Windsor School District","East Windsor High School","0","8","46","41","0","15","238","348"
"0475411","0470011","East Windsor School District","East Windsor Middle School","*","*","37","38","0","21","238","345"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","*","7","22","0","*","108","144"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","0","*","6","17","0","*","66","95"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","0","*","21","0","*","98","127"
"0390111","0390011","Eastford School District","Eastford Elementary School","*","*","*","*","0","*","142","152"
"0465111","0460011","Easton School District","Helen Keller Middle School","0","12","*","17","0","*","315","351"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","36","*","36","*","19","512","610"
"2428014","2420014","EdAdvance","EdAdvance Headstart","*","6","*","38","0","0","140","189"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","0","0","6","12","0","0","22","40"
"0480111","0480011","Ellington School District","Center School","0","8","10","17","0","6","352","393"
"0480211","0480011","Ellington School District","Crystal Lake School","0","*","*","7","0","9","180","203"
"0486111","0480011","Ellington School District","Ellington High School","*","31","30","34","0","*","677","797"
"0485111","0480011","Ellington School District","Ellington Middle School","0","18","21","22","0","13","335","409"
"0480711","0480011","Ellington School District","Windermere Intermediate School","0","31","14","13","0","14","344","416"
"0480611","0480011","Ellington School District","Windermere School","*","59","29","22","0","*","314","439"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","*","*","470","137","0","*","6","624"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","7","25","34","*","13","252","336"
"0491611","0490011","Enfield School District","Eli Whitney School","*","*","23","60","0","19","265","384"
"0496111","0490011","Enfield School District","Enfield High School","*","*","51","71","0","18","558","707"
"0490211","0490011","Enfield School District","Enfield Street School","0","14","6","41","0","15","212","288"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","*","0","0","0","*","12","15"
"0496211","0490011","Enfield School District","Enrico Fermi High School","*","*","51","56","0","35","754","918"
"0490411","0490011","Enfield School District","Hazardville Memorial School","*","14","16","56","0","*","256","354"
"0498011","0490011","Enfield School District","Head Start Program","0","*","11","33","0","*","49","104"
"0491811","0490011","Enfield School District","Henry Barnard School","0","11","29","43","0","20","237","340"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","*","31","61","116","*","50","854","1121"
"0491111","0490011","Enfield School District","Nathan Hale School","0","*","*","10","0","10","195","221"
"0491511","0490011","Enfield School District","Prudence Crandall School","*","13","14","49","*","32","305","418"
"0500111","0500011","Essex School District","Essex Elementary School","0","15","*","22","*","17","447","508"
"2726113","2720013","Explorations District","Explorations","*","*","*","*","0","*","76","83"
"0510211","0510011","Fairfield School District","Burr Elementary School","0","23","8","20","0","20","382","453"
