"school_code","district_code","district","school","american_indian_or_alaska_native","asian","black_or_african_american","hispanic_latino_of_any_race","native_hawaiian_or_other_pacific_islander","two_or_more_races","white","total"
"0058011","0050011","Barkhamsted School District","Shared Services Integrated Preschool","0","0","0","*","0","0","*","19"
"0076111","0070011","Berlin School District","Berlin High School","0","36","*","72","0","*","843","976"
"0075111","0070011","Berlin School District","Catherine M. McGee Middle School","*","23","*","38","0","22","630","730"
"0070411","0070011","Berlin School District","Emma Hart Willard School","0","25","*","36","0","*","415","492"
"0070511","0070011","Berlin School District","Mary E. Griswold School","*","11","*","42","0","19","502","577"
"0070111","0070011","Berlin School District","Richard D. Hubbard School","0","*","7","17","0","*","208","241"
"0080111","0080011","Bethany School District","Bethany Community School","*","36","*","10","0","0","435","491"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","0","21","*","68","0","*","290","389"
"0096111","0090011","Bethel School District","Bethel High School","*","56","24","118","*","9","740","949"
"0095111","0090011","Bethel School District","Bethel Middle School","0","47","13","92","0","20","521","693"
"0090111","0090011","Bethel School District","Frank A. Berry School","*","35","15","46","*","*","390","493"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","0","30","10","61","0","15","331","447"
"0116111","0110011","Bloomfield School District","Bloomfield High School","*","*","534","45","0","*","19","603"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","0","*","215","33","0","9","*","263"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","0","*","247","21","0","*","10","286"
"0110311","0110011","Bloomfield School District","J. P. Vincent School","*","*","254","34","*","14","14","322"
"0110511","0110011","Bloomfield School District","Metacomet School","*","7","209","20","0","8","*","251"
"0116211","0110011","Bloomfield School District","The Big Picture High School","0","*","77","14","0","*","12","105"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","*","*","106","24","0","22","150","321"
"0120111","0120011","Bolton School District","Bolton Center School","0","14","27","25","0","6","477","549"
"0126111","0120011","Bolton School District","Bolton High School","0","*","*","10","0","11","310","343"
"0130111","0130011","Bozrah School District","Fields Memorial School","*","*","14","17","0","*","197","234"
"0146111","0140011","Branford School District","Branford High School","*","69","35","64","0","*","881","1064"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","*","64","27","83","0","*","823","1020"
"0148011","0140011","Branford School District","Indian Neck School","0","0","*","*","0","*","39","46"
"0141611","0140011","Branford School District","John B. Sliney School","*","21","*","49","0","7","281","365"
"0141511","0140011","Branford School District","Mary R. Tisko School","0","20","*","21","0","*","335","384"
"0141411","0140011","Branford School District","Mary T. Murphy School","*","61","21","50","0","*","295","439"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","*","*","296","236","0","*","*","543"
"0150111","0150011","Bridgeport School District","Barnum School","0","*","198","443","0","*","12","659"
"0156111","0150011","Bridgeport School District","Bassick High School","*","45","456","519","*","*","49","1073"
"0150211","0150011","Bridgeport School District","Beardsley School","*","*","151","214","0","0","15","388"
"0150311","0150011","Bridgeport School District","Black Rock School","0","*","62","136","0","*","101","305"
"0154011","0150011","Bridgeport School District","Blackham School","*","52","351","475","*","*","182","1066"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","0","0","*","27","0","0","*","51"
"0150411","0150011","Bridgeport School District","Bryant School","*","29","157","190","*","*","31","413"
"0156211","0150011","Bridgeport School District","Central High School","121","82","867","893","*","*","211","2181"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","0","*","245","819","0","*","41","1146"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","*","16","177","81","0","0","*","290"
"0150511","0150011","Bridgeport School District","Columbus School","0","*","139","349","0","0","*","523"
"0153911","0150011","Bridgeport School District","Cross School","*","6","243","165","*","*","12","431"
"0154211","0150011","Bridgeport School District","Curiale School","*","51","281","250","0","*","28","615"
"0154111","0150011","Bridgeport School District","Dunbar School","0","0","224","109","0","*","*","344"
"0150711","0150011","Bridgeport School District","Edison School","0","7","133","87","0","0","24","251"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","6","34","299","460","*","*","52","857"
"0151111","0150011","Bridgeport School District","Hall School","*","*","172","122","0","*","9","310"
"0151211","0150011","Bridgeport School District","Hallen School","0","*","192","117","0","0","*","335"
"0156311","0150011","Bridgeport School District","Harding High School","*","15","587","661","0","*","40","1309"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","*","9","213","155","0","*","45","429"
"0151311","0150011","Bridgeport School District","Hooker School","*","9","171","182","0","*","50","416"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","*","*","92","103","0","0","98","312"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","*","13","364","279","*","*","10","670"
"0151911","0150011","Bridgeport School District","Longfellow School","0","*","202","233","0","*","15","454"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","0","*","238","632","0","*","21","897"
"0152011","0150011","Bridgeport School District","Madison School","*","10","168","252","0","*","72","510"
"0159511","0150011","Bridgeport School District","Make The Grade","0","0","26","13","0","0","0","39"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","*","16","106","305","0","*","53","484"
"0159211","0150011","Bridgeport School District","Park City Academy","0","*","*","*","0","0","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","*","*","254","166","0","0","60","523"
"0152511","0150011","Bridgeport School District","Read School","*","10","379","383","0","*","75","850"
"0152611","0150011","Bridgeport School District","Roosevelt School","*","*","222","285","0","0","19","534"
"0154411","0150011","Bridgeport School District","Skane Center","0","*","62","92","0","*","64","229"
"0153011","0150011","Bridgeport School District","Waltersville School","0","6","99","373","0","*","*","483"
"0153611","0150011","Bridgeport School District","Winthrop School","*","40","265","235","0","*","183","729"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","0","0","*","9","0","0","*","17"
"0176111","0170011","Bristol School District","Bristol Central High School","*","*","90","254","0","39","909","1317"
"0176211","0170011","Bristol School District","Bristol Eastern High School","*","40","91","178","0","*","980","1308"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","*","23","67","150","0","*","567","817"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","0","9","29","154","0","17","139","348"
"0179211","0170011","Bristol School District","Community/Vocational Program","0","0","0","*","0","0","*","15"
"0170311","0170011","Bristol School District","Edgewood School","0","12","19","106","0","18","237","392"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","0","28","23","135","0","48","326","560"
"0170511","0170011","Bristol School District","Greene-Hills School","0","21","18","74","0","13","211","337"
"0171911","0170011","Bristol School District","Ivy Drive School","*","10","23","61","0","*","324","423"
"0170611","0170011","Bristol School District","John J. Jennings School","0","11","9","36","0","0","331","387"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","0","19","29","101","0","13","350","512"
"0171711","0170011","Bristol School District","Mountain View School","0","19","14","59","0","20","258","370"
"0175211","0170011","Bristol School District","Northeast Middle School","*","*","32","71","0","8","441","560"
"0171111","0170011","Bristol School District","South Side School","0","12","49","112","0","7","413","593"
"0171211","0170011","Bristol School District","Stafford School","0","*","41","104","0","*","328","493"
"0186111","0180011","Brookfield School District","Brookfield High School","*","38","*","41","0","0","866","966"
"0180311","0180011","Brookfield School District","Center Elementary School","*","33","8","33","*","0","333","409"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","*","44","*","45","0","0","494","591"
"0185311","0180011","Brookfield School District","Whisconier Middle School","*","51","*","48","0","0","760","871"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","*","*","11","25","0","8","480","534"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","0","*","*","15","0","15","354","396"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","0","0","0","*","0","*","79","86"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","0","*","*","12","0","12","266","298"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","0","*","*","13","0","*","198","217"
"0236111","0230011","Canton School District","Canton High School","0","7","7","16","0","10","482","522"
"0230311","0230011","Canton School District","Canton Intermediate School","0","11","12","26","0","11","348","408"
"0235111","0230011","Canton School District","Canton Middle School","0","*","11","10","0","*","228","258"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","8","25","32","0","*","483","550"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","0","47","89","118","0","13","123","390"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","*","12","116","90","0","*","54","278"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","0","20","35","44","0","12","39","150"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","0","0","*","*","0","*","17","24"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","*","31","66","54","0","*","85","259"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","*","7","109","64","0","*","61","246"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","*","*","99","123","0","6","165","400"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","0","0","0","0","0","0","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","0","44","76","100","0","10","81","311"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","0","0","14","25","0","0","8","47"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","0","0","*","0","0","0","*","8"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","*","26","387","107","0","*","183","719"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","*","12","87","144","0","*","98","350"
"2410514","2410014","Capitol Region Education Council","Museum Academy","*","6","114","76","0","*","72","271"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","*","*","113","134","0","7","126","389"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","0","*","111","75","0","*","87","284"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","0","*","10","*","0","0","41","58"
"2419314","2410014","Capitol Region Education Council","River Street School","0","*","24","25","0","*","93","147"
"2419114","2410014","Capitol Region Education Council","Soundbridge","0","11","*","9","0","*","68","97"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","*","50","138","211","0","*","256","684"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","*","27","164","116","0","*","120","441"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","0","*","*","13","0","13","152","182"
"0250111","0250011","Cheshire School District","Chapman School","0","21","*","16","0","*","246","294"
"0256111","0250011","Cheshire School District","Cheshire High School","0","124","27","42","0","0","1356","1549"
"0250211","0250011","Cheshire School District","Darcey School","*","27","*","10","0","*","290","336"
"0255111","0250011","Cheshire School District","Dodd Middle School","*","71","*","24","0","0","661","774"
"0250611","0250011","Cheshire School District","Doolittle School","0","52","14","28","0","0","443","537"
"0250411","0250011","Cheshire School District","Highland School","*","93","20","38","0","*","642","795"
"0259011","0250011","Cheshire School District","Humiston School","*","*","*","*","0","0","21","25"
"0250511","0250011","Cheshire School District","Norton School","*","39","9","19","0","*","406","480"
"0260111","0260011","Chester School District","Chester Elementary School","0","6","*","*","0","7","241","260"
"0270111","0270011","Clinton School District","Abraham Pierson School","0","7","*","28","0","*","276","314"
"0275111","0270011","Clinton School District","Jared Eliot School","*","8","*","39","*","15","398","466"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","*","18","*","60","0","7","565","658"
"0276111","0270011","Clinton School District","The Morgan School","*","17","*","39","*","14","486","565"
"0286111","0280011","Colchester School District","Bacon Academy","9","15","38","49","0","11","861","983"
"0280411","0280011","Colchester School District","Colchester Elementary School","*","20","*","32","0","21","594","680"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","6","13","17","24","0","8","586","654"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","7","14","22","32","0","7","618","700"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","0","0","0","*","0","*","90","99"
"0300111","0300011","Columbia School District","Horace W. Porter School","0","*","*","25","0","7","483","524"
"2686113","2680013","Common Ground High School District","Common Ground High School","0","*","46","72","0","*","36","165"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","*","*","262","443","0","*","41","755"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","*","7","349","445","0","*","68","874"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","*","*","70","320","0","12","209","618"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","0","*","179","307","0","*","29","521"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","9","*","63","174","*","16","298","569"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","*","6","45","100","0","*","392","546"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","6","*","44","232","0","*","479","772"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","*","*","*","24","0","15","488","540"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","*","10","35","191","*","*","392","638"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","*","17","108","142","0","*","388","673"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","*","7","25","79","*","39","500","656"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","*","8","14","45","0","*","590","669"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","7","8","119","245","0","12","494","885"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","*","*","61","79","0","7","454","607"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","7","*","127","214","*","13","392","761"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","7","*","17","156","*","*","385","572"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","0","*","19","*","0","0","60","90"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","0","*","18","*","0","0","20","51"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","0","*","*","0","0","7","11"
"2438014","2430014","Cooperative Educational Services","School Readiness","0","0","*","*","0","0","0","51"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","0","19","170","158","0","6","110","463"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","*","0","31","30","0","*","78","147"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","0","*","0","*","0","7","91","106"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","0","*","*","21","0","20","401","452"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","0","0","0","*","0","*","20","23"
"0320211","0320011","Coventry School District","Coventry Grammar School","*","7","*","16","0","8","345","380"
"0326111","0320011","Coventry School District","Coventry High School","0","*","*","17","0","16","484","524"
"0320411","0320011","Coventry School District","George Hersey Robertson School","*","6","*","17","0","18","355","401"
"0336111","0330011","Cromwell School District","Cromwell High School","*","19","46","36","0","*","439","546"
"0335111","0330011","Cromwell School District","Cromwell Middle School","0","*","42","33","0","*","398","500"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","0","38","45","*","0","*","363","480"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","0","*","41","45","0","*","343","456"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","0","*","*","25","0","0","49","91"
"0345111","0340011","Danbury School District","Broadview Middle School","0","80","117","361","0","13","551","1122"
"0346111","0340011","Danbury School District","Danbury High School","*","249","324","954","0","*","1344","2889"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","0","27","39","205","0","8","99","378"
"0341111","0340011","Danbury School District","Great Plain School","0","14","9","120","0","10","161","314"
"0340211","0340011","Danbury School District","Hayestown Avenue School","0","48","31","180","*","*","118","396"
"0341711","0340011","Danbury School District","King Street Intermediate School","0","29","30","128","0","7","178","372"
"0341311","0340011","Danbury School District","King Street Primary School","*","23","*","149","0","10","223","415"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","0","16","*","33","*","8","86","148"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","0","44","52","135","0","8","187","426"
"0340611","0340011","Danbury School District","Morris Street School","0","17","31","259","0","10","89","406"
"0340811","0340011","Danbury School District","Park Avenue School","0","32","27","229","0","7","131","426"
"0341511","0340011","Danbury School District","Pembroke School","0","26","29","126","0","8","177","366"
"0345211","0340011","Danbury School District","Rogers Park Middle School","*","69","103","452","0","*","465","1110"
"0341211","0340011","Danbury School District","Shelter Rock School","0","41","34","188","0","12","144","419"
"0341011","0340011","Danbury School District","South Street School","0","14","24","199","0","12","94","343"
"0341611","0340011","Danbury School District","Stadley Rough School","0","38","*","167","0","*","236","467"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","*","36","*","74","0","0","248","389"
"0356111","0350011","Darien School District","Darien High School","*","36","*","53","0","*","1217","1315"
"0350211","0350011","Darien School District","Hindley Elementary School","0","35","*","18","0","*","510","570"
"0350711","0350011","Darien School District","Holmes Elementary School","0","16","0","10","0","0","393","419"
"0355111","0350011","Darien School District","Middlesex Middle School","0","38","*","*","0","0","1076","1154"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","*","11","*","12","0","*","436","465"
"0350511","0350011","Darien School District","Royle Elementary School","*","20","*","18","0","*","365","409"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","12","*","13","0","*","449","483"
"0360111","0360011","Deep River School District","Deep River Elementary School","0","*","*","24","0","*","326","357"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","0","*","*","*","0","0","*","*"
"0370611","0370011","Derby School District","Bradley School","0","11","28","59","*","*","241","351"
"0376111","0370011","Derby School District","Derby High School","0","*","54","79","*","*","219","359"
"0375011","0370011","Derby School District","Derby Middle School","0","7","51","76","*","*","192","334"
"0370411","0370011","Derby School District","Irving School","0","11","78","145","*","*","161","402"
"0400111","0400011","East Granby School District","Allgrove School","*","*","16","14","0","7","193","238"
"0406111","0400011","East Granby School District","East Granby High School","0","*","10","11","0","*","229","263"
"0405111","0400011","East Granby School District","East Granby Middle School","0","*","12","13","0","*","183","216"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","7","8","*","0","*","105","129"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","0","*","*","*","0","*","361","371"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","0","*","*","9","0","0","389","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","0","*","*","10","0","*","477","497"
"0420311","0420011","East Hampton School District","Center School","0","10","*","12","0","*","277","303"
"0426111","0420011","East Hampton School District","East Hampton High School","*","10","8","12","0","*","515","550"
"0425111","0420011","East Hampton School District","East Hampton Middle School","0","10","*","23","*","*","428","469"
"0420111","0420011","East Hampton School District","Memorial School","0","*","*","28","0","16","565","621"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","0","0","0","0","0","0","*","*"
"0430911","0430011","East Hartford School District","Anna E. Norris School","0","15","83","154","0","0","22","274"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","*","17","53","37","0","*","78","188"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","*","19","142","194","*","*","40","401"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","*","*","146","180","0","0","34","381"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","*","*","79","111","0","0","110","313"
"0436211","0430011","East Hartford School District","East Hartford High School","*","103","594","684","0","*","339","1732"
"0435111","0430011","East Hartford School District","East Hartford Middle School","*","49","381","441","0","*","174","1051"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","*","66","110","107","0","*","74","361"
"0430511","0430011","East Hartford School District","Hockanum School","0","21","86","145","0","0","45","297"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","*","14","102","115","0","*","115","348"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","*","*","211","226","0","0","75","547"
"0431211","0430011","East Hartford School District","Silver Lane School","*","*","91","151","0","*","37","287"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","0","*","58","60","0","0","*","151"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","0","12","192","137","0","0","63","404"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","0","*","78","123","0","*","26","233"
"0439011","0430011","East Hartford School District","Woodland School","*","*","57","86","0","0","39","186"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","*","12","*","27","0","7","236","285"
"0441411","0440011","East Haven School District","D. C. Moore School","0","19","*","61","0","*","171","266"
"0440111","0440011","East Haven School District","Deer Run School","*","20","9","54","0","*","217","305"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","0","*","15","42","0","*","178","251"
"0446111","0440011","East Haven School District","East Haven High School","0","40","25","153","0","10","657","885"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","0","15","*","53","0","*","117","196"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","0","25","19","112","*","*","488","647"
"0440711","0440011","East Haven School District","Momauguin School","0","*","7","45","0","*","105","166"
"0441811","0440011","East Haven School District","Overbrook Elementary School","0","15","8","47","0","9","157","236"
"0449011","0440011","East Haven School District","Pathways","0","0","*","*","0","0","28","36"
"0456111","0450011","East Lyme School District","East Lyme High School","6","98","20","36","0","8","994","1162"
"0455111","0450011","East Lyme School District","East Lyme Middle School","*","91","24","30","*","*","703","854"
"0450111","0450011","East Lyme School District","Flanders School","0","55","*","17","0","*","283","362"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","*","*","*","0","0","44","51"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","0","32","*","23","0","*","268","338"
"0450211","0450011","East Lyme School District","Niantic Center School","0","8","*","11","0","*","185","211"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","*","45","60","71","0","*","324","532"
"0476111","0470011","East Windsor School District","East Windsor High School","0","15","51","31","*","*","266","374"
"0475411","0470011","East Windsor School District","East Windsor Middle School","*","*","32","53","0","23","255","378"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","0","6","15","0","*","101","126"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","0","0","*","8","0","*","44","59"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","*","*","12","0","*","87","110"
"0390111","0390011","Eastford School District","Eastford Elementary School","*","*","*","*","0","*","165","176"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","13","*","19","*","*","350","391"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","39","*","33","0","15","572","666"
"2428014","2420014","EdAdvance","EdAdvance Headstart","7","*","*","45","*","*","134","197"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","0","*","7","*","0","0","10","24"
"0480111","0480011","Ellington School District","Center School","0","7","10","20","0","11","400","448"
"0480211","0480011","Ellington School District","Crystal Lake School","0","*","*","8","0","7","193","217"
"0486111","0480011","Ellington School District","Ellington High School","0","23","22","34","0","27","694","800"
"0485111","0480011","Ellington School District","Ellington Middle School","*","18","15","18","0","*","357","421"
"0480711","0480011","Ellington School District","Windermere Intermediate School","0","25","15","21","0","13","345","419"
"0480611","0480011","Ellington School District","Windermere School","*","65","21","22","0","*","315","442"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","*","*","469","115","0","7","*","600"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","*","27","33","*","19","317","401"
"0491611","0490011","Enfield School District","Eli Whitney School","0","*","26","54","*","22","303","416"
"0496111","0490011","Enfield School District","Enfield High School","*","*","61","51","0","13","610","744"
"0490211","0490011","Enfield School District","Enfield Street School","*","*","13","33","*","15","232","300"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","0","*","0","0","*","8","10"
"0496211","0490011","Enfield School District","Enrico Fermi High School","*","*","56","53","0","28","905","1058"
"0490411","0490011","Enfield School District","Hazardville Memorial School","*","*","21","56","0","18","254","366"
"0498011","0490011","Enfield School District","Head Start Program","0","*","12","31","0","*","48","104"
"0491811","0490011","Enfield School District","Henry Barnard School","*","9","17","44","*","24","263","362"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","*","26","81","108","*","52","924","1201"
"0491111","0490011","Enfield School District","Nathan Hale School","*","*","9","14","0","14","214","258"
"0491511","0490011","Enfield School District","Prudence Crandall School","*","*","25","52","0","26","307","433"
"0500111","0500011","Essex School District","Essex Elementary School","0","17","*","15","0","*","508","558"
"2726113","2720013","Explorations District","Explorations","0","*","*","6","0","0","66","74"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","22","*","17","0","23","372","443"
"0510111","0510011","Fairfield School District","Dwight Elementary School","0","19","*","15","0","*","247","291"
"0518011","0510011","Fairfield School District","Early Childhood Center","0","16","*","15","0","*","92","130"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","*","59","26","101","*","29","1314","1537"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","*","77","51","166","*","47","1006","1353"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","0","36","15","48","0","18","652","769"
"0510411","0510011","Fairfield School District","Holland Hill School","0","29","8","60","0","7","248","352"
"0511711","0510011","Fairfield School District","Jennings School","0","21","14","40","0","9","277","361"
"0510611","0510011","Fairfield School District","McKinley School","*","49","28","98","0","*","247","453"
"0510711","0510011","Fairfield School District","Mill Hill School","0","21","*","34","0","*","386","459"
"0511611","0510011","Fairfield School District","North Stratfield School","0","25","*","44","0","*","397","485"
"0511811","0510011","Fairfield School District","Osborn Hill School","0","27","*","9","0","*","496","542"
