"school_code","district_code","district","school","2010_11","total"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","646","646"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","709","709"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","869","869"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","599","599"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","745","745"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","574","574"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","82","82"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","53","53"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","12","12"
"2438014","2430014","Cooperative Educational Services","School Readiness","53","53"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","452","452"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","135","135"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","115","115"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","462","462"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","13","13"
"0320211","0320011","Coventry School District","Coventry Grammar School","391","391"
"0326111","0320011","Coventry School District","Coventry High School","558","558"
"0320411","0320011","Coventry School District","George Hersey Robertson School","411","411"
"0336111","0330011","Cromwell School District","Cromwell High School","588","588"
"0335111","0330011","Cromwell School District","Cromwell Middle School","475","475"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","489","489"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","465","465"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","80","80"
"0345111","0340011","Danbury School District","Broadview Middle School","1114","1114"
"0346111","0340011","Danbury School District","Danbury High School","2898","2898"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","396","396"
"0341111","0340011","Danbury School District","Great Plain School","299","299"
"0340211","0340011","Danbury School District","Hayestown Avenue School","388","388"
"0341711","0340011","Danbury School District","King Street Intermediate School","374","374"
"0341311","0340011","Danbury School District","King Street Primary School","415","415"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","134","134"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","402","402"
"0340611","0340011","Danbury School District","Morris Street School","342","342"
"0340811","0340011","Danbury School District","Park Avenue School","425","425"
"0341511","0340011","Danbury School District","Pembroke School","343","343"
"0345211","0340011","Danbury School District","Rogers Park Middle School","1094","1094"
"0341211","0340011","Danbury School District","Shelter Rock School","409","409"
"0341011","0340011","Danbury School District","South Street School","388","388"
"0341611","0340011","Danbury School District","Stadley Rough School","452","452"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","386","386"
"0356111","0350011","Darien School District","Darien High School","1315","1315"
"0350211","0350011","Darien School District","Hindley Elementary School","594","594"
"0350711","0350011","Darien School District","Holmes Elementary School","439","439"
"0355111","0350011","Darien School District","Middlesex Middle School","1159","1159"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","472","472"
"0350511","0350011","Darien School District","Royle Elementary School","419","419"
"0350611","0350011","Darien School District","Tokeneke Elementary School","444","444"
"0360111","0360011","Deep River School District","Deep River Elementary School","351","351"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","*"
"0370611","0370011","Derby School District","Bradley School","367","367"
"0376111","0370011","Derby School District","Derby High School","385","385"
"0375011","0370011","Derby School District","Derby Middle School","319","319"
"0370411","0370011","Derby School District","Irving School","396","396"
"0400111","0400011","East Granby School District","Allgrove School","255","255"
"0406111","0400011","East Granby School District","East Granby High School","275","275"
"0405111","0400011","East Granby School District","East Granby Middle School","211","211"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","150","150"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","412","412"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","387","387"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","540","540"
"0420311","0420011","East Hampton School District","Center School","288","288"
"0426111","0420011","East Hampton School District","East Hampton High School","552","552"
"0425111","0420011","East Hampton School District","East Hampton Middle School","508","508"
"0420111","0420011","East Hampton School District","Memorial School","615","615"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","7","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","291","291"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","180","180"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","408","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","369","369"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","338","338"
"0436211","0430011","East Hartford School District","East Hartford High School","1734","1734"
"0435111","0430011","East Hartford School District","East Hartford Middle School","1021","1021"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","382","382"
"0430511","0430011","East Hartford School District","Hockanum School","317","317"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","390","390"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","388","388"
"0431211","0430011","East Hartford School District","Silver Lane School","308","308"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","152","152"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","346","346"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","287","287"
"0439011","0430011","East Hartford School District","Woodland School","188","188"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","290","290"
"0441411","0440011","East Haven School District","D. C. Moore School","273","273"
"0440111","0440011","East Haven School District","Deer Run School","348","348"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","246","246"
"0446111","0440011","East Haven School District","East Haven High School","943","943"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","204","204"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","680","680"
"0440711","0440011","East Haven School District","Momauguin School","181","181"
"0441811","0440011","East Haven School District","Overbrook Elementary School","226","226"
"0449011","0440011","East Haven School District","Pathways","34","34"
"0456111","0450011","East Lyme School District","East Lyme High School","1208","1208"
"0455111","0450011","East Lyme School District","East Lyme Middle School","850","850"
"0450111","0450011","East Lyme School District","Flanders School","365","365"
"0458011","0450011","East Lyme School District","Integrated Preschool","44","44"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","365","365"
"0450211","0450011","East Lyme School District","Niantic Center School","229","229"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","558","558"
"0476111","0470011","East Windsor School District","East Windsor High School","378","378"
"0475411","0470011","East Windsor School District","East Windsor Middle School","393","393"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","112","112"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","67","67"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","105","105"
"0390111","0390011","Eastford School District","Eastford Elementary School","180","180"
"0465111","0460011","Easton School District","Helen Keller Middle School","396","396"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","705","705"
"2428014","2420014","EdAdvance","EdAdvance Headstart","183","183"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","34","34"
"0480111","0480011","Ellington School District","Center School","432","432"
"0480211","0480011","Ellington School District","Crystal Lake School","217","217"
"0486111","0480011","Ellington School District","Ellington High School","791","791"
"0485111","0480011","Ellington School District","Ellington Middle School","410","410"
"0480711","0480011","Ellington School District","Windermere Intermediate School","436","436"
"0480611","0480011","Ellington School District","Windermere School","439","439"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","585","585"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","325","325"
"0491611","0490011","Enfield School District","Eli Whitney School","418","418"
"0496111","0490011","Enfield School District","Enfield High School","809","809"
"0490211","0490011","Enfield School District","Enfield Street School","347","347"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","10","10"
"0496211","0490011","Enfield School District","Enrico Fermi High School","1102","1102"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","234","234"
"0490411","0490011","Enfield School District","Hazardville Memorial School","366","366"
"0498011","0490011","Enfield School District","Head Start Program","104","104"
"0491811","0490011","Enfield School District","Henry Barnard School","397","397"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","848","848"
"0491111","0490011","Enfield School District","Nathan Hale School","247","247"
"0491511","0490011","Enfield School District","Prudence Crandall School","379","379"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","301","301"
"0500111","0500011","Essex School District","Essex Elementary School","593","593"
"2726113","2720013","Explorations District","Explorations","80","80"
"0510211","0510011","Fairfield School District","Burr Elementary School","420","420"
"0510111","0510011","Fairfield School District","Dwight Elementary School","314","314"
"0518011","0510011","Fairfield School District","Early Childhood Center","118","118"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","1503","1503"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","1328","1328"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","668","668"
"0510411","0510011","Fairfield School District","Holland Hill School","333","333"
"0511711","0510011","Fairfield School District","Jennings School","347","347"
"0510611","0510011","Fairfield School District","McKinley School","490","490"
"0510711","0510011","Fairfield School District","Mill Hill School","474","474"
"0511611","0510011","Fairfield School District","North Stratfield School","483","483"
"0511811","0510011","Fairfield School District","Osborn Hill School","538","538"
"0511211","0510011","Fairfield School District","Riverfield School","451","451"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","985","985"
"0511311","0510011","Fairfield School District","Sherman School","442","442"
"0511411","0510011","Fairfield School District","Stratfield School","504","504"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","784","784"
"0520411","0520011","Farmington School District","East Farms School","469","469"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","76","76"
"0526111","0520011","Farmington School District","Farmington High School","1309","1309"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","688","688"
"0520211","0520011","Farmington School District","Noah Wallace School","346","346"
"0520111","0520011","Farmington School District","Union School","300","300"
"0520311","0520011","Farmington School District","West District School","338","338"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","603","603"
"0530111","0530011","Franklin School District","Franklin Elementary School","222","222"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","518","518"
"0540311","0540011","Glastonbury School District","Eastbury School","303","303"
"0540811","0540011","Glastonbury School District","Gideon Welles School","506","506"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2201","2201"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","505","505"
"0540611","0540011","Glastonbury School District","Hopewell School","502","502"
"0540711","0540011","Glastonbury School District","Naubuc School","497","497"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","663","663"
"0545211","0540011","Glastonbury School District","Smith Middle School","1113","1113"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","423","423"
"0566111","0560011","Granby School District","Granby Memorial High School","785","785"
"0565111","0560011","Granby School District","Granby Memorial Middle School","355","355"
"0560411","0560011","Granby School District","Kelly Lane Primary School","330","330"
"0560311","0560011","Granby School District","Wells Road Intermediate School","347","347"
"0575111","0570011","Greenwich School District","Central Middle School","621","621"
"0570211","0570011","Greenwich School District","Cos Cob School","418","418"
"0575211","0570011","Greenwich School District","Eastern Middle School","793","793"
"0570411","0570011","Greenwich School District","Glenville School","347","347"
"0576111","0570011","Greenwich School District","Greenwich High School","2673","2673"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","416","416"
"0571311","0570011","Greenwich School District","International School At Dundee","372","372"
"0570311","0570011","Greenwich School District","Julian Curtiss School","353","353"
"0570611","0570011","Greenwich School District","New Lebanon School","243","243"
"0570711","0570011","Greenwich School District","North Mianus School","452","452"
"0570811","0570011","Greenwich School District","North Street School","451","451"
"0570911","0570011","Greenwich School District","Old Greenwich School","410","410"
"0571111","0570011","Greenwich School District","Parkway School","292","292"
"0571011","0570011","Greenwich School District","Riverside School","514","514"
"0575311","0570011","Greenwich School District","Western Middle School","493","493"
"0580311","0580011","Griswold School District","Griswold Elementary School","726","726"
"0586211","0580011","Griswold School District","Griswold High School","709","709"
"0585111","0580011","Griswold School District","Griswold Middle School","570","570"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","359","359"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","478","478"
"0591811","0590011","Groton School District","Charles Barnum School","384","384"
"0590311","0590011","Groton School District","Claude Chester School","388","388"
"0595111","0590011","Groton School District","Fitch Middle School","411","411"
"0591711","0590011","Groton School District","Mary Morrisson School","353","353"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","428","428"
"0591211","0590011","Groton School District","Pleasant Valley School","302","302"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1271","1271"
"0590111","0590011","Groton School District","S. B. Butler School","347","347"
"0595211","0590011","Groton School District","West Side Middle School","248","248"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","587","587"
"0600611","0600011","Guilford School District","A. W. Cox School","316","316"
"0600411","0600011","Guilford School District","Calvin Leete School","335","335"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","572","572"
"0606111","0600011","Guilford School District","Guilford High School","1113","1113"
"0600211","0600011","Guilford School District","Guilford Lakes School","409","409"
"0600311","0600011","Guilford School District","Melissa Jones School","346","346"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","87","87"
"0621211","0620011","Hamden School District","Bear Path School","466","466"
"0620211","0620011","Hamden School District","Church Street School","407","407"
"0620311","0620011","Hamden School District","Dunbar Hill School","309","309"
"0626111","0620011","Hamden School District","Hamden High School","1934","1934"
"0625211","0620011","Hamden School District","Hamden Middle School","900","900"
"0620411","0620011","Hamden School District","Helen Street School","282","282"
"0621111","0620011","Hamden School District","Ridge Hill School","341","341"
"0620111","0620011","Hamden School District","Shepherd Glen School","342","342"
"0621011","0620011","Hamden School District","Spring Glen School","377","377"
"0621411","0620011","Hamden School District","West Woods School","535","535"
"0630111","0630011","Hampton School District","Hampton Elementary School","140","140"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","340","340"
"0640411","0640011","Hartford School District","Batchelder School","590","590"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","311","311"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","142","142"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","351","351"
"0647111","0640011","Hartford School District","Bulkeley High School","489","489"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","670","670"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","664","664"
"0642311","0640011","Hartford School District","Burr School","706","706"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","336","336"
"0642411","0640011","Hartford School District","Clark School","381","381"
"0646411","0640011","Hartford School District","Classical Magnet School","710","710"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","245","245"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","293","293"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","275","275"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","677","677"
"0643611","0640011","Hartford School District","Global Communications Academy","372","372"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","394","394"
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","318","318"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","378","378"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","383","383"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","611","611"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","32","32"
"0647611","0640011","Hartford School District","High School, Inc.","256","256"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","229","229"
"0641011","0640011","Hartford School District","Kennelly School","781","781"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","662","662"
"0640811","0640011","Hartford School District","M. D. Fox School","846","846"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","468","468"
"0641211","0640011","Hartford School District","McDonough Middle School","419","419"
"0641911","0640011","Hartford School District","Milner School","412","412"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","198","198"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","699","699"
"0647811","0640011","Hartford School District","OPPortunity High School","123","123"
"0641511","0640011","Hartford School District","Parkville Community School","515","515"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","355","355"
"0641711","0640011","Hartford School District","Rawson School","463","463"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","57","57"
"0640111","0640011","Hartford School District","SAND School","463","463"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","328","328"
"0643011","0640011","Hartford School District","Sanchez School","492","492"
