"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"2170212","2170012","Regional School District 17","Burr District Elementary School","Math","N","96","96","100.0","96","*","*","*","*","29","30.2","41","42.7","70","72.9"
"2170112","2170012","Regional School District 17","Haddam Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2170112","2170012","Regional School District 17","Haddam Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2170112","2170012","Regional School District 17","Haddam Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2170112","2170012","Regional School District 17","Haddam Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","ELA","N","106","105","99.1","105","6","5.7","20","19.0","36","34.3","43","41.0","79","75.2"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","Math","N","106","104","98.1","104","7","6.7","23","22.1","32","30.8","42","40.4","74","71.2"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","ELA","N","348","344","98.9","344","19","5.5","63","18.3","154","44.8","108","31.4","262","76.2"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","Math","N","348","344","98.9","344","19","5.5","71","20.6","106","30.8","148","43.0","254","73.8"
"2180212","2180012","Regional School District 18","Mile Creek School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2180212","2180012","Regional School District 18","Mile Creek School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2180212","2180012","Regional School District 18","Mile Creek School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2180212","2180012","Regional School District 18","Mile Creek School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","ELA","N","758","745","98.3","745","*","*","*","*","*","*","*","*","*","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","Math","N","758","740","97.6","740","*","*","*","*","*","*","*","*","*","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","ELA","N","602","598","99.3","598","*","*","138","23.1","*","*","148","24.7","*","*"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","ELA","Y","23","23","100.0","23","12","52.2","*","*","*","*","0","0.0","*","*"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","Math","N","602","598","99.3","598","115","19.2","200","33.4","*","*","*","*","*","*"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","Math","Y","23","23","100.0","23","11","47.8","9","39.1","*","*","*","*","*","*"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","ELA","N","222","222","100.0","222","*","*","*","*","*","*","*","*","*","*"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","ELA","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","Math","N","222","221","99.5","221","*","*","*","*","*","*","*","*","*","*"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","Math","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1190511","1190011","Rocky Hill School District","West Hill School","ELA","N","259","258","99.6","258","*","*","*","*","*","*","*","*","*","*"
"1190511","1190011","Rocky Hill School District","West Hill School","ELA","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1190511","1190011","Rocky Hill School District","West Hill School","Math","N","259","258","99.6","258","*","*","*","*","*","*","*","*","*","*"
"1190511","1190011","Rocky Hill School District","West Hill School","Math","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1210111","1210011","Salem School District","Salem Elementary School","ELA","N","246","246","100.0","246","16","6.5","28","11.4","83","33.7","119","48.4","202","82.1"
"1210111","1210011","Salem School District","Salem Elementary School","Math","N","246","246","100.0","246","20","8.1","53","21.5","68","27.6","105","42.7","173","70.3"
"1220111","1220011","Salisbury School District","Salisbury Central School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1220111","1220011","Salisbury School District","Salisbury Central School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1220111","1220011","Salisbury School District","Salisbury Central School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1220111","1220011","Salisbury School District","Salisbury Central School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1230111","1230011","Scotland School District","Scotland Elementary School","ELA","N","57","55","96.5","55","7","12.7","12","21.8","18","32.7","18","32.7","36","65.5"
"1230111","1230011","Scotland School District","Scotland Elementary School","Math","N","57","55","96.5","55","10","18.2","23","41.8","11","20.0","11","20.0","22","40.0"
"1240111","1240011","Seymour School District","Bungay School","ELA","N","238","235","98.7","235","*","*","*","*","*","*","*","*","*","*"
"1240111","1240011","Seymour School District","Bungay School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1240111","1240011","Seymour School District","Bungay School","Math","N","238","235","98.7","235","*","*","*","*","*","*","*","*","*","*"
"1240111","1240011","Seymour School District","Bungay School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","ELA","N","245","245","100.0","245","*","*","*","*","*","*","*","*","*","*"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","Math","N","245","245","100.0","245","*","*","*","*","*","*","*","*","*","*"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1245111","1240011","Seymour School District","Seymour Middle School","ELA","N","555","551","99.3","551","*","*","*","*","*","*","*","*","*","*"
"1245111","1240011","Seymour School District","Seymour Middle School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1245111","1240011","Seymour School District","Seymour Middle School","Math","N","555","550","99.1","550","*","*","*","*","*","*","*","*","*","*"
"1245111","1240011","Seymour School District","Seymour Middle School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1250111","1250011","Sharon School District","Sharon Center School","ELA","N","104","102","98.1","102","26","25.5","25","24.5","29","28.4","22","21.6","51","50.0"
"1250111","1250011","Sharon School District","Sharon Center School","Math","N","104","102","98.1","102","34","33.3","28","27.5","28","27.5","12","11.8","40","39.2"
"1260911","1260011","Shelton School District","Mohegan School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1260911","1260011","Shelton School District","Mohegan School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1260911","1260011","Shelton School District","Mohegan School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1260911","1260011","Shelton School District","Mohegan School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1260211","1260011","Shelton School District","Behavior Modification","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1260211","1260011","Shelton School District","Behavior Modification","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1261011","1260011","Shelton School District","Booth Hill School","ELA","N","130","130","100.0","130","*","*","*","*","*","*","*","*","*","*"
"1261011","1260011","Shelton School District","Booth Hill School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1261011","1260011","Shelton School District","Booth Hill School","Math","N","130","130","100.0","130","*","*","*","*","*","*","*","*","*","*"
"1261011","1260011","Shelton School District","Booth Hill School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","ELA","N","179","179","100.0","179","*","*","*","*","*","*","*","*","*","*"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","Math","N","179","179","100.0","179","*","*","*","*","*","*","*","*","*","*"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1265111","1260011","Shelton School District","Intermediate School","ELA","N","849","841","99.1","840","*","*","*","*","*","*","*","*","*","*"
"1265111","1260011","Shelton School District","Intermediate School","ELA","Y","13","12","*","12","*","*","*","*","*","*","*","*","*","*"
"1265111","1260011","Shelton School District","Intermediate School","Math","N","849","840","98.9","840","*","*","*","*","*","*","*","*","*","*"
"1265111","1260011","Shelton School District","Intermediate School","Math","Y","13","12","*","12","*","*","*","*","*","*","*","*","*","*"
"1260811","1260011","Shelton School District","Long Hill School","ELA","N","151","149","98.7","149","*","*","*","*","*","*","*","*","*","*"
"1260811","1260011","Shelton School District","Long Hill School","ELA","Y","17","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1260811","1260011","Shelton School District","Long Hill School","Math","N","151","148","98.0","148","*","*","*","*","*","*","*","*","*","*"
"1260811","1260011","Shelton School District","Long Hill School","Math","Y","17","15","*","15","*","*","*","*","*","*","*","*","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","ELA","N","714","708","99.2","708","61","8.6","*","*","*","*","*","*","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","ELA","Y","25","24","96.0","24","15","62.5","*","*","*","*","*","*","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Math","N","714","707","99.0","707","129","18.2","*","*","*","*","*","*","*","*"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Math","Y","25","23","92.0","23","14","60.9","*","*","*","*","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","ELA","N","84","83","98.8","83","*","*","*","*","*","*","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","Math","N","84","83","98.8","83","*","*","*","*","*","*","*","*","*","*"
"1260611","1260011","Shelton School District","Sunnyside School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1270111","1270011","Sherman School District","Sherman School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","ELA","N","222","222","100.0","222","*","*","*","*","*","*","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","Math","N","221","221","100.0","221","*","*","*","*","*","*","*","*","*","*"
"1280111","1280011","Simsbury School District","Central School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1285111","1280011","Simsbury School District","Henry James Memorial School","ELA","N","690","689","99.9","689","*","*","*","*","*","*","*","*","*","*"
"1285111","1280011","Simsbury School District","Henry James Memorial School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Math","N","687","683","99.4","683","*","*","*","*","*","*","*","*","*","*"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280711","1280011","Simsbury School District","Squadron Line School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280711","1280011","Simsbury School District","Squadron Line School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280711","1280011","Simsbury School District","Squadron Line School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280711","1280011","Simsbury School District","Squadron Line School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280311","1280011","Simsbury School District","Tariffville School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","ELA","N","235","235","100.0","235","10","4.3","29","12.3","54","23.0","142","60.4","196","83.4"
"1280411","1280011","Simsbury School District","Tootin' Hills School","Math","N","234","234","100.0","234","11","4.7","51","21.8","85","36.3","87","37.2","172","73.5"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","ELA","N","362","340","93.9","340","42","12.4","79","23.2","121","35.6","98","28.8","219","64.4"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","Math","N","362","340","93.9","340","61","17.9","117","34.4","67","19.7","95","27.9","162","47.6"
"1290411","1290011","Somers School District","Somers Elementary School","ELA","N","324","323","99.7","323","41","12.7","52","16.1","104","32.2","126","39.0","230","71.2"
"1290411","1290011","Somers School District","Somers Elementary School","Math","N","324","321","99.1","321","39","12.1","91","28.3","117","36.4","74","23.1","191","59.5"
"1320211","1320011","South Windsor School District","Pleasant Valley School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","ELA","N","171","169","98.8","169","*","*","*","*","*","*","*","*","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","Math","N","171","169","98.8","169","*","*","*","*","*","*","*","*","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1320611","1320011","South Windsor School District","Orchard Hill School","ELA","N","191","190","99.5","190","*","*","*","*","*","*","*","*","*","*"
"1320611","1320011","South Windsor School District","Orchard Hill School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1320611","1320011","South Windsor School District","Orchard Hill School","Math","N","191","190","99.5","190","*","*","*","*","*","*","*","*","*","*"
"1320611","1320011","South Windsor School District","Orchard Hill School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","ELA","N","174","172","98.9","172","*","*","*","*","*","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","ELA","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Math","N","174","172","98.9","172","*","*","*","*","*","*","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Math","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1325111","1320011","South Windsor School District","Timothy Edwards School","ELA","N","956","945","98.8","945","*","*","*","*","*","*","*","*","*","*"
"1325111","1320011","South Windsor School District","Timothy Edwards School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Math","N","956","941","98.4","941","*","*","*","*","*","*","*","*","*","*"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","ELA","N","140","139","99.3","139","*","*","*","*","*","*","*","*","*","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Math","N","140","139","99.3","139","*","*","*","*","*","*","*","*","*","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310511","1310011","Southington School District","EASE","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310511","1310011","Southington School District","EASE","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","ELA","N","740","739","99.9","739","80","10.8","179","24.2","309","41.8","171","23.1","480","65.0"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","Math","N","740","739","99.9","739","128","17.3","240","32.5","220","29.8","151","20.4","371","50.2"
"1310411","1310011","Southington School District","Language Based Classroom","ELA","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1310411","1310011","Southington School District","Language Based Classroom","Math","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310811","1310011","Southington School District","Strong Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","ELA","N","8","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","Math","N","8","7","*","7","*","*","*","*","*","*","*","*","*","*"
