"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0940711","0940011","Newington School District","Ruth Chaffee School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0940711","0940011","Newington School District","Ruth Chaffee School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0940711","0940011","Newington School District","Ruth Chaffee School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0940711","0940011","Newington School District","Ruth Chaffee School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970111","0970011","Newtown School District","Hawley Elementary School","ELA","N","136","135","99.3","135","*","*","*","*","46","34.1","62","45.9","108","80.0"
"0970111","0970011","Newtown School District","Hawley Elementary School","Math","N","136","135","99.3","135","*","*","*","*","42","31.1","61","45.2","103","76.3"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","ELA","N","161","161","100.0","161","24","14.9","23","14.3","50","31.1","64","39.8","114","70.8"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","Math","N","161","161","100.0","161","15","9.3","41","25.5","58","36.0","47","29.2","105","65.2"
"0975111","0970011","Newtown School District","Newtown Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0975111","0970011","Newtown School District","Newtown Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0975111","0970011","Newtown School District","Newtown Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0975111","0970011","Newtown School District","Newtown Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970511","0970011","Newtown School District","Reed Intermediate School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970511","0970011","Newtown School District","Reed Intermediate School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970511","0970011","Newtown School District","Reed Intermediate School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970511","0970011","Newtown School District","Reed Intermediate School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0980111","0980011","Norfolk School District","Botelle Elementary School","ELA","N","57","57","100.0","57","12","21.1","13","22.8","13","22.8","19","33.3","32","56.1"
"0980111","0980011","Norfolk School District","Botelle Elementary School","Math","N","57","57","100.0","57","10","17.5","16","28.1","19","33.3","12","21.1","31","54.4"
"0995111","0990011","North Branford School District","North Branford Intermediate School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0995111","0990011","North Branford School District","North Branford Intermediate School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0995111","0990011","North Branford School District","North Branford Intermediate School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0995111","0990011","North Branford School District","North Branford Intermediate School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","ELA","N","387","376","97.2","376","*","*","*","*","*","*","*","*","*","*"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","Math","N","387","376","97.2","376","*","*","*","*","*","*","*","*","*","*"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010811","1010011","North Haven School District","Clintonville Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010811","1010011","North Haven School District","Clintonville Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010811","1010011","North Haven School District","Clintonville Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010811","1010011","North Haven School District","Clintonville Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010711","1010011","North Haven School District","Green Acres Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010711","1010011","North Haven School District","Green Acres Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010711","1010011","North Haven School District","Green Acres Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010711","1010011","North Haven School District","Green Acres Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010211","1010011","North Haven School District","Montowese Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010211","1010011","North Haven School District","Montowese Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010211","1010011","North Haven School District","Montowese Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1010211","1010011","North Haven School District","Montowese Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1015211","1010011","North Haven School District","North Haven Middle School","ELA","N","767","739","96.3","739","*","*","*","*","*","*","*","*","*","*"
"1015211","1010011","North Haven School District","North Haven Middle School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1015211","1010011","North Haven School District","North Haven Middle School","Math","N","767","735","95.8","735","*","*","*","*","*","*","*","*","*","*"
"1015211","1010011","North Haven School District","North Haven Middle School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","ELA","N","191","188","98.4","188","*","*","*","*","*","*","*","*","*","*"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","Math","N","191","188","98.4","188","*","*","*","*","*","*","*","*","*","*"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","ELA","N","165","164","99.4","164","*","*","*","*","47","28.7","99","60.4","146","89.0"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","Math","N","165","164","99.4","164","*","*","*","*","41","25.0","111","67.7","152","92.7"
"1025111","1020011","North Stonington School District","Wheeler Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1025111","1020011","North Stonington School District","Wheeler Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1025111","1020011","North Stonington School District","Wheeler Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1025111","1020011","North Stonington School District","Wheeler Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1030211","1030011","Norwalk School District","Brookside Elementary School","ELA","N","158","158","100.0","158","29","18.4","42","26.6","45","28.5","42","26.6","87","55.1"
"1030211","1030011","Norwalk School District","Brookside Elementary School","ELA","Y","53","53","100.0","50","32","64.0","12","24.0","6","12.0","0","0.0","6","12.0"
"1030211","1030011","Norwalk School District","Brookside Elementary School","Math","N","158","158","100.0","158","33","20.9","53","33.5","*","*","*","*","*","*"
"1030211","1030011","Norwalk School District","Brookside Elementary School","Math","Y","53","53","100.0","53","27","50.9","*","*","*","*","0","0.0","*","*"
"1030311","1030011","Norwalk School District","Columbus Magnet School","ELA","N","139","135","97.1","134","*","*","*","*","*","*","*","*","*","*"
"1030311","1030011","Norwalk School District","Columbus Magnet School","ELA","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"1030311","1030011","Norwalk School District","Columbus Magnet School","Math","N","139","135","97.1","134","*","*","*","*","*","*","*","*","*","*"
"1030311","1030011","Norwalk School District","Columbus Magnet School","Math","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","ELA","N","197","195","99.0","195","*","*","*","*","*","*","*","*","*","*"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","ELA","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","Math","N","197","195","99.0","195","*","*","*","*","*","*","*","*","*","*"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","ELA","N","175","175","100.0","175","*","*","*","*","*","*","*","*","*","*"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","ELA","Y","19","19","*","18","*","*","*","*","*","*","*","*","*","*"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","Math","N","175","175","100.0","175","*","*","*","*","*","*","*","*","*","*"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","Math","Y","19","19","*","18","*","*","*","*","*","*","*","*","*","*"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","ELA","N","224","223","99.6","223","*","*","56","25.1","72","32.3","*","*","*","*"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","ELA","Y","73","73","100.0","73","39","53.4","21","28.8","*","*","*","*","13","17.8"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","Math","N","224","223","99.6","223","*","*","82","36.8","60","26.9","*","*","*","*"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","Math","Y","73","73","100.0","73","39","53.4","21","28.8","*","*","*","*","13","17.8"
"1030811","1030011","Norwalk School District","Kendall Elementary School","ELA","N","199","198","99.5","198","*","*","53","26.8","54","27.3","*","*","*","*"
"1030811","1030011","Norwalk School District","Kendall Elementary School","ELA","Y","78","77","98.7","77","53","68.8","16","20.8","*","*","*","*","8","10.4"
"1030811","1030011","Norwalk School District","Kendall Elementary School","Math","N","199","198","99.5","198","61","30.8","54","27.3","*","*","*","*","83","41.9"
"1030811","1030011","Norwalk School District","Kendall Elementary School","Math","Y","78","77","98.7","77","36","46.8","30","39.0","*","*","*","*","11","14.3"
"1032211","1030011","Norwalk School District","Marvin Elementary School","ELA","N","197","196","99.5","196","39","19.9","52","26.5","*","*","*","*","*","*"
"1032211","1030011","Norwalk School District","Marvin Elementary School","ELA","Y","34","34","100.0","34","16","47.1","15","44.1","*","*","*","*","*","*"
"1032211","1030011","Norwalk School District","Marvin Elementary School","Math","N","197","196","99.5","196","46","23.5","62","31.6","*","*","*","*","*","*"
"1032211","1030011","Norwalk School District","Marvin Elementary School","Math","Y","34","34","100.0","34","20","58.8","9","26.5","*","*","*","*","*","*"
"1032111","1030011","Norwalk School District","Naramake Elementary School","ELA","N","190","189","99.5","189","*","*","*","*","*","*","*","*","*","*"
"1032111","1030011","Norwalk School District","Naramake Elementary School","ELA","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1032111","1030011","Norwalk School District","Naramake Elementary School","Math","N","190","189","99.5","189","*","*","*","*","*","*","*","*","*","*"
"1032111","1030011","Norwalk School District","Naramake Elementary School","Math","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","ELA","N","605","592","97.9","592","121","20.4","172","29.1","*","*","*","*","*","*"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","ELA","Y","65","65","100.0","65","52","80.0","*","*","*","*","0","0.0","*","*"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","Math","N","605","590","97.5","590","199","33.7","199","33.7","124","21.0","68","11.5","192","32.5"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","Math","Y","65","65","100.0","65","50","76.9","15","23.1","0","0.0","0","0.0","0","0.0"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","ELA","N","580","579","99.8","579","146","25.2","173","29.9","*","*","*","*","*","*"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","ELA","Y","80","80","100.0","77","62","80.5","*","*","*","*","0","0.0","*","*"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","Math","N","579","578","99.8","578","301","52.1","146","25.3","81","14.0","50","8.7","131","22.7"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","Math","Y","80","79","98.8","78","72","92.3","6","7.7","0","0.0","0","0.0","0","0.0"
"1035511","1030011","Norwalk School District","Roton Middle School","ELA","N","418","418","100.0","418","*","*","112","26.8","*","*","94","22.5","*","*"
"1035511","1030011","Norwalk School District","Roton Middle School","ELA","Y","59","59","100.0","59","45","76.3","*","*","*","*","0","0.0","*","*"
"1035511","1030011","Norwalk School District","Roton Middle School","Math","N","418","418","100.0","418","136","32.5","138","33.0","75","17.9","69","16.5","144","34.4"
"1035511","1030011","Norwalk School District","Roton Middle School","Math","Y","59","59","100.0","59","49","83.1","10","16.9","0","0.0","0","0.0","0","0.0"
"1031311","1030011","Norwalk School District","Rowayton School","ELA","N","183","181","98.9","181","*","*","*","*","*","*","*","*","*","*"
"1031311","1030011","Norwalk School District","Rowayton School","ELA","Y","19","19","*","18","*","*","*","*","*","*","*","*","*","*"
"1031311","1030011","Norwalk School District","Rowayton School","Math","N","183","180","98.4","180","*","*","*","*","*","*","*","*","*","*"
"1031311","1030011","Norwalk School District","Rowayton School","Math","Y","19","19","*","18","*","*","*","*","*","*","*","*","*","*"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","ELA","N","181","181","100.0","181","32","17.7","49","27.1","*","*","*","*","*","*"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","ELA","Y","69","69","100.0","69","45","65.2","20","29.0","*","*","*","*","*","*"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","Math","N","181","181","100.0","181","26","14.4","73","40.3","52","28.7","30","16.6","82","45.3"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","Math","Y","69","69","100.0","69","36","52.2","20","29.0","13","18.8","0","0.0","13","18.8"
"1031411","1030011","Norwalk School District","Tracey School","ELA","N","156","155","99.4","155","34","21.9","34","21.9","*","*","*","*","*","*"
"1031411","1030011","Norwalk School District","Tracey School","ELA","Y","39","39","100.0","39","28","71.8","*","*","*","*","0","0.0","*","*"
"1031411","1030011","Norwalk School District","Tracey School","Math","N","156","154","98.7","154","36","23.4","49","31.8","45","29.2","24","15.6","69","44.8"
"1031411","1030011","Norwalk School District","Tracey School","Math","Y","39","39","100.0","39","27","69.2","12","30.8","0","0.0","0","0.0","0","0.0"
"1035411","1030011","Norwalk School District","West Rocks Middle School","ELA","N","585","582","99.5","582","143","24.6","167","28.7","*","*","*","*","*","*"
"1035411","1030011","Norwalk School District","West Rocks Middle School","ELA","Y","85","84","98.8","83","62","74.7","*","*","*","*","0","0.0","*","*"
"1035411","1030011","Norwalk School District","West Rocks Middle School","Math","N","585","581","99.3","581","224","38.6","193","33.2","93","16.0","71","12.2","164","28.2"
"1035411","1030011","Norwalk School District","West Rocks Middle School","Math","Y","84","82","97.6","81","71","87.7","10","12.3","0","0.0","0","0.0","0","0.0"
"1032411","1030011","Norwalk School District","Wolfpit School","ELA","N","131","131","100.0","131","*","*","27","20.6","*","*","52","39.7","*","*"
"1032411","1030011","Norwalk School District","Wolfpit School","ELA","Y","25","25","100.0","24","11","45.8","*","*","*","*","0","0.0","*","*"
"1032411","1030011","Norwalk School District","Wolfpit School","Math","N","131","131","100.0","131","*","*","34","26.0","*","*","33","25.2","*","*"
"1032411","1030011","Norwalk School District","Wolfpit School","Math","Y","25","25","100.0","25","16","64.0","*","*","*","*","0","0.0","*","*"
"1040911","1040011","Norwich School District","IRS Program at Moriarty","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1040911","1040011","Norwich School District","IRS Program at Moriarty","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1040711","1040011","Norwich School District","IRS Program at Uncas","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1040711","1040011","Norwich School District","IRS Program at Uncas","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","ELA","N","116","115","99.1","115","36","31.3","29","25.2","*","*","*","*","*","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","ELA","Y","46","46","100.0","46","30","65.2","*","*","*","*","0","0.0","*","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","Math","N","116","115","99.1","115","37","32.2","43","37.4","*","*","*","*","*","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","Math","Y","46","46","100.0","46","24","52.2","*","*","*","*","0","0.0","*","*"
"1045111","1040011","Norwich School District","Kelly Middle School","ELA","N","661","655","99.1","655","229","35.0","199","30.4","*","*","*","*","*","*"
"1045111","1040011","Norwich School District","Kelly Middle School","ELA","Y","76","76","100.0","75","58","77.3","*","*","*","*","0","0.0","*","*"
"1045111","1040011","Norwich School District","Kelly Middle School","Math","N","660","654","99.1","654","318","48.6","218","33.3","*","*","*","*","*","*"
"1045111","1040011","Norwich School District","Kelly Middle School","Math","Y","76","76","100.0","74","60","81.1","*","*","*","*","0","0.0","*","*"
"1042011","1040011","Norwich School District","Moriarty Magnet School","ELA","N","184","182","98.9","182","77","42.3","38","20.9","*","*","*","*","*","*"
"1042011","1040011","Norwich School District","Moriarty Magnet School","ELA","Y","28","28","100.0","28","20","71.4","*","*","*","*","0","0.0","*","*"
"1042011","1040011","Norwich School District","Moriarty Magnet School","Math","N","184","182","98.9","182","67","36.8","*","*","*","*","10","5.5","*","*"
"1042011","1040011","Norwich School District","Moriarty Magnet School","Math","Y","27","27","100.0","27","20","74.1","*","*","*","*","0","0.0","*","*"
"1040811","1040011","Norwich School District","Samuel Huntington School","ELA","N","158","156","98.7","156","*","*","*","*","*","*","*","*","*","*"
"1040811","1040011","Norwich School District","Samuel Huntington School","ELA","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1040811","1040011","Norwich School District","Samuel Huntington School","Math","N","158","156","98.7","156","*","*","*","*","*","*","*","*","*","*"
"1040811","1040011","Norwich School District","Samuel Huntington School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","ELA","N","287","287","100.0","287","108","37.6","72","25.1","*","*","*","*","*","*"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","ELA","Y","53","53","100.0","53","41","77.4","*","*","*","*","0","0.0","*","*"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","Math","N","287","287","100.0","287","124","43.2","*","*","*","*","13","4.5","*","*"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","Math","Y","53","53","100.0","53","47","88.7","*","*","*","*","0","0.0","*","*"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","ELA","N","108","108","100.0","108","28","25.9","25","23.1","*","*","*","*","*","*"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","ELA","Y","27","27","100.0","27","15","55.6","8","29.6","*","*","*","*","*","*"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","Math","N","108","108","100.0","108","31","28.7","44","40.7","*","*","*","*","*","*"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","Math","Y","27","27","100.0","27","13","48.1","9","33.3","*","*","*","*","*","*"
"1041911","1040011","Norwich School District","Uncas Network School","ELA","N","97","97","100.0","97","*","*","*","*","*","*","*","*","*","*"
"1041911","1040011","Norwich School District","Uncas Network School","ELA","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1041911","1040011","Norwich School District","Uncas Network School","Math","N","97","97","100.0","97","*","*","*","*","*","*","*","*","*","*"
"1041911","1040011","Norwich School District","Uncas Network School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"1041811","1040011","Norwich School District","Veterans' Memorial School","ELA","N","144","144","100.0","144","66","45.8","32","22.2","*","*","*","*","*","*"
"1041811","1040011","Norwich School District","Veterans' Memorial School","ELA","Y","22","22","100.0","22","12","54.5","*","*","*","*","0","0.0","*","*"
"1041811","1040011","Norwich School District","Veterans' Memorial School","Math","N","143","143","100.0","143","62","43.4","50","35.0","*","*","*","*","*","*"
"1041811","1040011","Norwich School District","Veterans' Memorial School","Math","Y","22","22","100.0","22","14","63.6","*","*","*","*","0","0.0","*","*"
"1049211","1040011","Norwich School District","Virtual Learning Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1049211","1040011","Norwich School District","Virtual Learning Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","ELA","N","103","103","100.0","103","*","*","*","*","*","*","*","*","*","*"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","ELA","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","Math","N","103","103","100.0","103","*","*","*","*","*","*","*","*","*","*"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","Math","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","ELA","N","83","82","98.8","82","*","*","*","*","*","*","*","*","*","*"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","Math","N","83","81","97.6","81","*","*","*","*","*","*","*","*","*","*"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","ELA","N","518","512","98.8","512","*","*","*","*","*","*","*","*","*","*"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","Math","N","518","511","98.6","511","*","*","*","*","*","*","*","*","*","*"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"1070511","1070011","Orange School District","Peck Place School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1070511","1070011","Orange School District","Peck Place School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1070511","1070011","Orange School District","Peck Place School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1070511","1070011","Orange School District","Peck Place School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1070311","1070011","Orange School District","Race Brook School","ELA","N","253","250","98.8","250","*","*","*","*","*","*","*","*","*","*"
"1070311","1070011","Orange School District","Race Brook School","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"1070311","1070011","Orange School District","Race Brook School","Math","N","253","249","98.4","249","*","*","*","*","*","*","*","*","*","*"
"1070311","1070011","Orange School District","Race Brook School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"1070411","1070011","Orange School District","Turkey Hill School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1070411","1070011","Orange School District","Turkey Hill School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1070411","1070011","Orange School District","Turkey Hill School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1070411","1070011","Orange School District","Turkey Hill School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1085111","1080011","Oxford School District","Great Oak School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1085111","1080011","Oxford School District","Great Oak School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1085111","1080011","Oxford School District","Great Oak School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1085111","1080011","Oxford School District","Great Oak School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1080111","1080011","Oxford School District","Oxford Center School","ELA","N","459","455","99.1","455","*","*","*","*","*","*","*","*","*","*"
"1080111","1080011","Oxford School District","Oxford Center School","ELA","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"1080111","1080011","Oxford School District","Oxford Center School","Math","N","459","454","98.9","454","*","*","*","*","*","*","*","*","*","*"
"1080111","1080011","Oxford School District","Oxford Center School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1090111","1090011","Plainfield School District","Moosup Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1090111","1090011","Plainfield School District","Moosup Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1090111","1090011","Plainfield School District","Moosup Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1090111","1090011","Plainfield School District","Moosup Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1095111","1090011","Plainfield School District","Plainfield Central School","ELA","N","512","508","99.2","508","*","*","*","*","*","*","*","*","*","*"
