"school_code","district_code","district_name","school_name","2013_14","2014_15","2015_16"
546111,540011,"Glastonbury School District","Glastonbury High School",100.0,97.9,100.0
540411,540011,"Glastonbury School District","Hebron Avenue School",100.0,100.0,90.6
540611,540011,"Glastonbury School District","Hopewell School",100.0,98.4,100.0
540111,540011,"Glastonbury School District","Links Academy",100.0,100.0,100.0
540711,540011,"Glastonbury School District","Naubuc School",99.4,100.0,95.4
540911,540011,"Glastonbury School District","Nayaug Elementary School",98.9,100.0,100.0
541111,540011,"Glastonbury School District","Pride-Hebron Avenue","",100.0,100.0
541211,540011,"Glastonbury School District","Pride-Nayaug","",100.0,100.0
545211,540011,"Glastonbury School District","Smith Middle School",96.8,100.0,100.0
560111,560011,"Granby School District","Frank M. Kearns Primary School",100.0,100.0,100.0
566111,560011,"Granby School District","Granby Memorial High School",100.0,100.0,97.9
565111,560011,"Granby School District","Granby Memorial Middle School",100.0,100.0,100.0
560411,560011,"Granby School District","Kelly Lane Primary School",100.0,100.0,100.0
560311,560011,"Granby School District","Wells Road Intermediate School",100.0,100.0,100.0
2940113,2940013,"Great Oaks Charter School District","Great Oaks Charter School","",100.0,85.3
575111,570011,"Greenwich School District","Central Middle School",96.3,97.1,95.7
570211,570011,"Greenwich School District","Cos Cob School",100.0,100.0,97.0
575211,570011,"Greenwich School District","Eastern Middle School",100.0,98.2,98.3
570411,570011,"Greenwich School District","Glenville School",97.2,100.0,100.0
571411,570011,"Greenwich School District","Greenwich Alternative High School","","",100.0
576111,570011,"Greenwich School District","Greenwich High School",99.0,97.3,98.7
570511,570011,"Greenwich School District","Hamilton Avenue School",98.9,94.1,100.0
571311,570011,"Greenwich School District","International School At Dundee",100.0,94.9,100.0
570311,570011,"Greenwich School District","Julian Curtiss School",100.0,97.6,100.0
570611,570011,"Greenwich School District","New Lebanon School",100.0,100.0,100.0
570711,570011,"Greenwich School District","North Mianus School",100.0,100.0,100.0
570811,570011,"Greenwich School District","North Street School",100.0,100.0,100.0
570911,570011,"Greenwich School District","Old Greenwich School",98.4,100.0,100.0
571111,570011,"Greenwich School District","Parkway School",100.0,97.2,100.0
571011,570011,"Greenwich School District","Riverside School",98.5,100.0,100.0
575311,570011,"Greenwich School District","Western Middle School",96.4,100.0,100.0
589911,580011,"Griswold School District","Other",100.0,"",""
580111,580011,"Griswold School District","Griswold Alternative School","",100.0,100.0
580311,580011,"Griswold School District","Griswold Elementary School",100.0,98.7,100.0
586211,580011,"Griswold School District","Griswold High School",100.0,99.0,100.0
585111,580011,"Griswold School District","Griswold Middle School",97.3,100.0,97.2
595311,590011,"Groton School District","Carl C. Cutler Middle School",100.0,100.0,97.5
592011,590011,"Groton School District","Catherine Kolnaski Magnet School",100.0,100.0,100.0
591811,590011,"Groton School District","Charles Barnum School",100.0,100.0,100.0
590311,590011,"Groton School District","Claude Chester School",100.0,100.0,100.0
591711,590011,"Groton School District","Mary Morrisson School",100.0,100.0,100.0
591911,590011,"Groton School District","Northeast Academy Elementary School",100.0,100.0,100.0
591211,590011,"Groton School District","Pleasant Valley School",100.0,100.0,100.0
596111,590011,"Groton School District","Robert E. Fitch High School",100.0,98.7,98.7
590111,590011,"Groton School District","S. B. Butler School",98.4,100.0,100.0
595211,590011,"Groton School District","West Side Middle School",100.0,100.0,100.0
600711,600011,"Guilford School District","A. Baldwin Middle School",100.0,100.0,100.0
600611,600011,"Guilford School District","A. W. Cox School",100.0,100.0,100.0
600411,600011,"Guilford School District","Calvin Leete School",100.0,100.0,100.0
605111,600011,"Guilford School District","E. C. Adams Middle School",100.0,100.0,100.0
606111,600011,"Guilford School District","Guilford High School",98.5,100.0,100.0
600211,600011,"Guilford School District","Guilford Lakes School",100.0,100.0,100.0
600311,600011,"Guilford School District","Melissa Jones School",100.0,100.0,100.0
628011,620011,"Hamden School District","Alice Peck Learning Center",100.0,100.0,100.0
621211,620011,"Hamden School District","Bear Path School",100.0,100.0,100.0
620211,620011,"Hamden School District","Church Street School",96.0,100.0,100.0
620311,620011,"Hamden School District","Dunbar Hill School",95.8,100.0,100.0
620511,620011,"Hamden School District","Hamden Collaborative Learning Center","",100.0,100.0
626111,620011,"Hamden School District","Hamden High School",100.0,100.0,100.0
625211,620011,"Hamden School District","Hamden Middle School",100.0,100.0,98.4
620411,620011,"Hamden School District","Helen Street School",100.0,100.0,100.0
621111,620011,"Hamden School District","Ridge Hill School",100.0,100.0,100.0
620111,620011,"Hamden School District","Shepherd Glen School",100.0,100.0,100.0
621011,620011,"Hamden School District","Spring Glen School",100.0,100.0,100.0
621411,620011,"Hamden School District","West Woods School",100.0,100.0,100.0
630111,630011,"Hampton School District","Hampton Elementary School",100.0,100.0,100.0
649911,640011,"Hartford School District","Other",100.0,"",100.0
640711,640011,"Hartford School District","Asian Studies Academy at Bellizzi School",100.0,100.0,100.0
640411,640011,"Hartford School District","Batchelder School",98.9,100.0,100.0
642811,640011,"Hartford School District","Betances Early Reading Lab Magnet School",100.0,100.0,100.0
643811,640011,"Hartford School District","Betances STEM Magnet School",100.0,100.0,100.0
643511,640011,"Hartford School District","Breakthrough II Magnet School",100.0,100.0,100.0
643311,640011,"Hartford School District","Breakthrough Magnet School",98.4,100.0,100.0
647111,640011,"Hartford School District","Bulkeley High School",96.4,100.0,100.0
646111,640011,"Hartford School District","Bulkeley High School Lower School",100.0,100.0,100.0
640611,640011,"Hartford School District","Burns Latino Studies Academy",100.0,100.0,100.0
642311,640011,"Hartford School District","Burr School",99.1,100.0,100.0
643911,640011,"Hartford School District","Capital Community College Magnet Academy","",100.0,100.0
646911,640011,"Hartford School District","Capital Preparatory Magnet School",100.0,99.3,100.0
642411,640011,"Hartford School District","Clark School",100.0,100.0,100.0
646411,640011,"Hartford School District","Classical Magnet School",100.0,100.0,100.0
646011,640011,"Hartford School District","Culinary Arts Academy at Weaver High School",100.0,100.0,100.0
640911,640011,"Hartford School District","Environmental Sciences Magnet at Hooker School",100.0,100.0,100.0
643211,640011,"Hartford School District","Expeditionary Learning Academy at Moylan School",100.0,100.0,100.0
643611,640011,"Hartford School District","Global Communications Academy",100.0,100.0,100.0
647911,640011,"Hartford School District","Great Path Academy at MCC",100.0,100.0,100.0
647211,640011,"Hartford School District","HPHS Engineering and Green Technology Academy",100.0,100.0,100.0
647411,640011,"Hartford School District","HPHS Law and Government Academy",100.0,96.9,100.0
647511,640011,"Hartford School District","HPHS Nursing and Health Sciences Academy",100.0,100.0,100.0
645411,640011,"Hartford School District","Hartford Magnet Trinity College Academy",100.0,100.0,100.0
647611,640011,"Hartford School District","High School, Inc.",100.0,100.0,100.0
647711,640011,"Hartford School District","Journalism and Media Academy Magnet School",100.0,94.7,100.0
641011,640011,"Hartford School District","Kennelly School",100.0,100.0,100.0
641111,640011,"Hartford School District","Kinsella Magnet School of Performing Arts",97.3,100.0,97.2
640811,640011,"Hartford School District","M. D. Fox School",100.0,100.0,100.0
641611,640011,"Hartford School District","M. L. King, Jr. School",100.0,94.8,100.0
641211,640011,"Hartford School District","McDonough Middle School",100.0,94.1,100.0
641911,640011,"Hartford School District","Milner School",100.0,100.0,100.0
643711,640011,"Hartford School District","Montessori Magnet at Fisher School",83.8,71.4,80.0
640511,640011,"Hartford School District","Montessori Magnet at Moylan School",72.0,79.3,78.8
641411,640011,"Hartford School District","Naylor/CCSU Leadership Academy",100.0,100.0,100.0
642711,640011,"Hartford School District","New Visions Program","",100.0,100.0
647811,640011,"Hartford School District","OPPortunity High School",90.0,100.0,""
641511,640011,"Hartford School District","Parkville Community School",100.0,100.0,100.0
646611,640011,"Hartford School District","Pathways Academy of Technology and Design",100.0,100.0,100.0
641711,640011,"Hartford School District","Rawson School",100.0,100.0,100.0
644011,640011,"Hartford School District","Renzulli Gifted and Talented Academy",100.0,85.5,100.0
640111,640011,"Hartford School District","SAND School",100.0,100.0,100.0
642511,640011,"Hartford School District","STEM Magnet at Fisher School",100.0,100.0,100.0
643011,640011,"Hartford School District","Sanchez School",100.0,100.0,100.0
642611,640011,"Hartford School District","Simpson-Waverly School",100.0,96.2,100.0
646511,640011,"Hartford School District","Sports and Medical Sciences Academy",100.0,100.0,100.0
646711,640011,"Hartford School District","University High School of Science and Engineering",100.0,100.0,100.0
642011,640011,"Hartford School District","Webster Micro Society Magnet School",100.0,100.0,100.0
642111,640011,"Hartford School District","West Middle School",100.0,100.0,100.0
642211,640011,"Hartford School District","Wish Museum School",100.0,100.0,100.0
650111,650011,"Hartland School District","Hartland School",100.0,100.0,100.0
670211,670011,"Hebron School District","Gilead Hill School",100.0,100.0,100.0
670111,670011,"Hebron School District","Hebron Elementary School",100.0,100.0,100.0
2860113,2860013,"Highville Charter School District","Highville Charter School",98.2,89.4,82.1
2640113,2640013,"Integrated Day Charter School District","Integrated Day Charter School",100.0,100.0,100.0
2655113,2650013,"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication",95.2,95.2,100.0
2610113,2610013,"Jumoke Academy District","Jumoke Academy",97.8,92.9,89.1
680111,680011,"Kent School District","Kent Center School",100.0,100.0,100.0
680211,680011,"Kent School District","LEAPSS","","",100.0
699911,690011,"Killingly School District","Other",0.0,"",""
698011,690011,"Killingly School District","Goodyear Early Childhood Center","","",100.0
690611,690011,"Killingly School District","Killingly Alternative Learning Program","",100.0,100.0
690111,690011,"Killingly School District","Killingly Central School",100.0,100.0,100.0
696111,690011,"Killingly School District","Killingly High School",97.9,100.0,95.6
695211,690011,"Killingly School District","Killingly Intermediate School",100.0,94.5,100.0
690311,690011,"Killingly School District","Killingly Memorial School",100.0,100.0,92.0
2456014,2450014,"Learn","Connecticut River Academy",100.0,100.0,100.0
2455014,2450014,"Learn","Dual Language & Arts Magnet Middle School",100.0,100.0,100.0
2451214,2450014,"Learn","Learn ABA Program at Center School","",100.0,100.0
2451114,2450014,"Learn","Learn Haynes Elementary Intensive Program","",100.0,100.0
2450614,2450014,"Learn","Learn High School ABA","",100.0,""
2450914,2450014,"Learn","Learn Kelly Middle School Intensive Program","",100.0,100.0
2450714,2450014,"Learn","Learn Ledyard RICHES Program","",100.0,100.0
2450814,2450014,"Learn","Learn SAILS Middle School Program","",100.0,100.0
2451014,2450014,"Learn","Learn SAILS Program at Salem","",100.0,100.0
2450414,2450014,"Learn","Learn STS 18-21 Year Old Program","",100.0,100.0
2459014,2450014,"Learn","Learn Special Education",100.0,100.0,""
2456114,2450014,"Learn","Marine Science Magnet High School of Southeastern Connecticut",100.0,100.0,100.0
2450114,2450014,"Learn","Regional Multicultural Magnet School",100.0,100.0,100.0
2450314,2450014,"Learn","Riverside Magnet School at Goodwin College",100.0,100.0,96.9
2450214,2450014,"Learn","The Friendship School",100.0,100.0,100.0
2456214,2450014,"Learn","Three Rivers Middle College Magnet School",100.0,100.0,100.0
710111,710011,"Lebanon School District","Lebanon Elementary School",100.0,100.0,100.0
715111,710011,"Lebanon School District","Lebanon Middle School",100.0,100.0,100.0
716211,710011,"Lebanon School District","Lyman Memorial High School",100.0,96.4,100.0
720211,720011,"Ledyard School District","Gales Ferry School",97.4,100.0,100.0
720411,720011,"Ledyard School District","Gallup Hill School",97.8,100.0,100.0
720311,720011,"Ledyard School District","Juliet W. Long School",100.0,100.0,100.0
720111,720011,"Ledyard School District","Ledyard Center School",100.0,100.0,100.0
726111,720011,"Ledyard School District","Ledyard High School",100.0,100.0,100.0
725111,720011,"Ledyard School District","Ledyard Middle School",100.0,100.0,100.0
730111,730011,"Lisbon School District","Lisbon Central School",100.0,100.0,100.0
740211,740011,"Litchfield School District","Center School",100.0,100.0,100.0
746111,740011,"Litchfield School District","Litchfield High School",100.0,100.0,99.2
740311,740011,"Litchfield School District","Litchfield Intermediate School",100.0,100.0,100.0
746011,740011,"Litchfield School District","Litchfield Middle School","","",97.1
766111,760011,"Madison School District","Daniel Hand High School",100.0,100.0,100.0
760611,760011,"Madison School District","Dr. Robert H. Brown Middle School",100.0,100.0,100.0
760211,760011,"Madison School District","Island Avenue Elementary School",100.0,100.0,100.0
760111,760011,"Madison School District","J. Milton Jeffrey Elementary School",100.0,100.0,100.0
760311,760011,"Madison School District","Kathleen H. Ryerson Elementary School",100.0,100.0,100.0
769011,760011,"Madison School District","Town Campus Learning Center",100.0,100.0,100.0
765211,760011,"Madison School District","Walter C. Polson Upper Middle School",100.0,100.0,100.0
770211,770011,"Manchester School District","Bentley Alternative Education Program","",100.0,100.0
770111,770011,"Manchester School District","Bowers School",100.0,100.0,100.0
770311,770011,"Manchester School District","Buckley School",100.0,100.0,100.0
771711,770011,"Manchester School District","Elisabeth M. Bennet Academy",100.0,100.0,98.8
770411,770011,"Manchester School District","Highland Park School",97.0,100.0,95.5
775311,770011,"Manchester School District","Illing Middle School",100.0,100.0,100.0
770611,770011,"Manchester School District","Keeney School",100.0,100.0,100.0
776111,770011,"Manchester School District","Manchester High School",98.2,100.0,100.0
778011,770011,"Manchester School District","Manchester Preschool Center","","",100.0
779011,770011,"Manchester School District","Manchester Regional Academy",100.0,100.0,100.0
779111,770011,"Manchester School District","Manchester Transition Center",100.0,"",""
771611,770011,"Manchester School District","Martin School",95.0,100.0,100.0
771011,770011,"Manchester School District","Robertson School",100.0,98.3,100.0
771211,770011,"Manchester School District","Verplanck School",100.0,100.0,100.0
771311,770011,"Manchester School District","Waddell School",100.0,100.0,100.0
771411,770011,"Manchester School District","Washington School",100.0,100.0,100.0
780411,780011,"Mansfield School District","Annie E. Vinton School",100.0,100.0,100.0
780211,780011,"Mansfield School District","Dorothy C. Goodwin School",100.0,100.0,100.0
785111,780011,"Mansfield School District","Mansfield Middle School School",99.5,100.0,100.0
780511,780011,"Mansfield School District","Southeast Elementary School",100.0,100.0,100.0
790111,790011,"Marlborough School District","Elmer Thienes-Mary Hall Elementary School",100.0,94.6,100.0
809911,800011,"Meriden School District","Other","","",100.0
800711,800011,"Meriden School District","Nathan Hale School",100.0,100.0,100.0
800111,800011,"Meriden School District","Benjamin Franklin School",100.0,100.0,100.0
801111,800011,"Meriden School District","Casimir Pulaski School",100.0,100.0,100.0
806111,800011,"Meriden School District","Francis T. Maloney High School",100.0,100.0,98.6
800311,800011,"Meriden School District","Hanover School",100.0,98.8,93.3
800411,800011,"Meriden School District","Israel Putnam School",100.0,100.0,100.0
800511,800011,"Meriden School District","John Barry School",100.0,100.0,100.0
805211,800011,"Meriden School District","Lincoln Middle School",100.0,100.0,100.0
806211,800011,"Meriden School District","Orville H. Platt High School",98.5,100.0,100.0
800811,800011,"Meriden School District","Roger Sherman School",100.0,100.0,100.0
801011,800011,"Meriden School District","Thomas Hooker School",100.0,98.2,98.3
805411,800011,"Meriden School District","Washington Middle School",100.0,98.0,100.0
830211,830011,"Middletown School District","Bielefield School",100.0,100.0,100.0
830511,830011,"Middletown School District","Farm Hill School",100.0,100.0,100.0
831011,830011,"Middletown School District","ICM - Macdonough","",100.0,""
830411,830011,"Middletown School District","ICM- Woodrow Wilson Middle School","",100.0,""
831511,830011,"Middletown School District","Keigwin Middle School",100.0,100.0,100.0
831311,830011,"Middletown School District","Lawrence School",100.0,100.0,100.0
830911,830011,"Middletown School District","MacDonough School",100.0,100.0,100.0
836211,830011,"Middletown School District","Middletown High School",100.0,100.0,100.0
831211,830011,"Middletown School District","Moody School",100.0,100.0,100.0
830311,830011,"Middletown School District","OASIS","","",100.0
831111,830011,"Middletown School District","Snow School",100.0,97.1,100.0
830111,830011,"Middletown School District","Spencer School",100.0,100.0,100.0
839111,830011,"Middletown School District","Transition to Life Center",100.0,"",100.0
831411,830011,"Middletown School District","Wesley School",100.0,100.0,100.0
835411,830011,"Middletown School District","Woodrow Wilson Middle School",100.0,100.0,100.0
840111,840011,"Milford School District","Calf Pen Meadow School",100.0,100.0,100.0
845111,840011,"Milford School District","East Shore Middle School",100.0,100.0,100.0
845211,840011,"Milford School District","Harborside Middle School",100.0,97.7,96.8
841911,840011,"Milford School District","J. F. Kennedy School",100.0,100.0,100.0
846211,840011,"Milford School District","Jonathan Law High School",100.0,100.0,100.0
846311,840011,"Milford School District","Joseph A. Foran High School",100.0,100.0,98.1
841611,840011,"Milford School District","Live Oaks School",100.0,100.0,100.0
841711,840011,"Milford School District","Mathewson School",100.0,100.0,100.0
840711,840011,"Milford School District","Meadowside School",100.0,100.0,100.0
840811,840011,"Milford School District","Orange Avenue School",100.0,100.0,100.0
841811,840011,"Milford School District","Orchard Hills School",100.0,100.0,100.0
841011,840011,"Milford School District","Pumpkin Delight School",100.0,100.0,100.0
840311,840011,"Milford School District","The Academy","",89.9,100.0
845311,840011,"Milford School District","West Shore Middle School",100.0,97.4,100.0
850511,850011,"Monroe School District","Fawn Hollow Elementary School",100.0,100.0,100.0
859011,850011,"Monroe School District","Jockey Hollow STEM Program","","",100.0
855211,850011,"Monroe School District","Jockey Hollow School",100.0,100.0,100.0
850211,850011,"Monroe School District","Masuk Alternative Program","","",100.0
856111,850011,"Monroe School District","Masuk High School",100.0,100.0,100.0
850111,850011,"Monroe School District","Monroe Elementary School",100.0,100.0,100.0
850311,850011,"Monroe School District","Stepney Elementary School",100.0,100.0,100.0
860711,860011,"Montville School District","Dr. Charles E. Murphy School",100.0,100.0,100.0
865111,860011,"Montville School District","Leonard J. Tyl Middle School",100.0,99.6,100.0
860111,860011,"Montville School District","Mohegan School",100.0,100.0,100.0
866111,860011,"Montville School District","Montville High School",100.0,100.0,100.0
860511,860011,"Montville School District","Oakdale School",97.7,100.0,100.0
869011,860011,"Montville School District","Palmer Academy",100.0,100.0,80.0
889911,880011,"Naugatuck School District","Other",100.0,"",""
880811,880011,"Naugatuck School District","Andrew Avenue School",100.0,96.0,100.0
888211,880011,"Naugatuck School District","Central Avenue Preschool","","",100.0
885111,880011,"Naugatuck School District","City Hill Middle School",100.0,100.0,100.0
880211,880011,"Naugatuck School District","Cross Street Intermediate School",100.0,100.0,100.0
880411,880011,"Naugatuck School District","Hillside Intermediate School",100.0,100.0,100.0
880511,880011,"Naugatuck School District","Hop Brook Elementary School",100.0,100.0,100.0
880311,880011,"Naugatuck School District","Maple Hill School",100.0,100.0,100.0
886111,880011,"Naugatuck School District","Naugatuck High School",98.4,100.0,100.0
880611,880011,"Naugatuck School District","Salem School",100.0,100.0,100.0
880711,880011,"Naugatuck School District","Western School",100.0,100.0,100.0
2800113,2800013,"New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy",90.1,92.9,91.5
2800113,2800013,"New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy",90.1,92.9,91.5
899911,890011,"New Britain School District","Other",100.0,"",""
899111,890011,"New Britain School District","Alternative Center School",100.0,100.0,100.0
899411,890011,"New Britain School District","CLIMB",100.0,"",""
890311,890011,"New Britain School District","Chamberlain  Elementary School",100.0,100.0,100.0
891111,890011,"New Britain School District","Frank J. DiLoreto School",99.1,100.0,100.0
890511,890011,"New Britain School District","Gaffney School",100.0,94.9,100.0
890611,890011,"New Britain School District","Holmes School",100.0,100.0,100.0
895411,890011,"New Britain School District","House of Arts Letters and Science (HALS)  Academy",100.0,100.0,100.0
890711,890011,"New Britain School District","Jefferson School",100.0,91.0,100.0
890811,890011,"New Britain School District","Lincoln School",100.0,100.0,100.0
896111,890011,"New Britain School District","New Britain High School",99.2,100.0,100.0
899011,890011,"New Britain School District","New Britain Transition Center",100.0,100.0,100.0
890911,890011,"New Britain School District","Northend School",94.7,97.0,100.0
895311,890011,"New Britain School District","Pulaski Middle School",99.4,97.9,100.0
895111,890011,"New Britain School District","Roosevelt Middle School",100.0,"",""
899511,890011,"New Britain School District","Satellite Careers Academy","","",100.0
895211,890011,"New Britain School District","Slade Middle School",97.5,99.5,100.0
891211,890011,"New Britain School District","Smalley Academy",100.0,98.9,93.2
891311,890011,"New Britain School District","Smith School",100.0,100.0,100.0
891511,890011,"New Britain School District","Vance School",100.0,100.0,100.0
900411,900011,"New Canaan School District","East School",98.8,94.2,98.9
906111,900011,"New Canaan School District","New Canaan High School",98.8,100.0,100.0
905111,900011,"New Canaan School District","Saxe Middle School",98.9,100.0,100.0
900211,900011,"New Canaan School District","South School",100.0,100.0,100.0
900311,900011,"New Canaan School District","West School",100.0,100.0,100.0
910111,910011,"New Fairfield School District","Consolidated School",100.0,100.0,100.0
910211,910011,"New Fairfield School District","Meeting House Hill School",100.0,100.0,100.0
916111,910011,"New Fairfield School District","New Fairfield High School",100.0,100.0,100.0
915211,910011,"New Fairfield School District","New Fairfield Middle School",100.0,100.0,100.0
920311,920011,"New Hartford School District","Ann Antolini School",100.0,100.0,100.0
920111,920011,"New Hartford School District","Bakerville Consolidated School",100.0,100.0,100.0
920211,920011,"New Hartford School District","New Hartford Elementary School",100.0,100.0,100.0
939911,930011,"New Haven School District","Other",100.0,"",0.0
931211,930011,"New Haven School District","Edgewood School",100.0,93.2,100.0
931411,930011,"New Haven School District","Nathan Hale School",100.0,100.0,100.0
931511,930011,"New Haven School District","Augusta Lewis Troup School",99.0,100.0,100.0
930211,930011,"New Haven School District","Barnard Environmental Magnet School",99.0,100.0,100.0
930311,930011,"New Haven School District","Beecher School",100.0,100.0,100.0
931811,930011,"New Haven School District","Benjamin Jepson Magnet School",100.0,100.0,100.0
935511,930011,"New Haven School District","Betsy Ross Arts Magnet School",100.0,99.3,100.0
934311,930011,"New Haven School District","Bishop Woods School",98.9,87.2,92.3
932111,930011,"New Haven School District","Brennan Rogers School",100.0,98.9,100.0
934811,930011,"New Haven School District","Celentano BioTech, Health and Medical Magnet School",83.5,100.0,98.7
934211,930011,"New Haven School District","Clemente Leadership Academy",94.3,94.5,100.0
930611,930011,"New Haven School District","Clinton Avenue School",100.0,98.7,98.8
934111,930011,"New Haven School District","Columbus Family Academy",100.0,91.6,98.3
933111,930011,"New Haven School District","Conte/West Hills Magnet School",98.9,100.0,91.5
936411,930011,"New Haven School District","Cooperative High School",97.7,100.0,100.0
936811,930011,"New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School",100.0,97.6,100.0
930911,930011,"New Haven School District","Davis 21st Century Magnet Elementary School",100.0,100.0,97.4
935611,930011,"New Haven School District","Domus Academy",100.0,100.0,100.0
934611,930011,"New Haven School District","East Rock Community Magnet School",95.8,99.2,100.0
931711,930011,"New Haven School District","Engineering - Science University Magnet School",100.0,100.0,100.0
931611,930011,"New Haven School District","Fair Haven School",100.0,100.0,100.0
935211,930011,"New Haven School District","Fair Haven School","","",100.0
938011,930011,"New Haven School District","Headstart",100.0,"",""
938311,930011,"New Haven School District","Helene Grant HeadStart",100.0,100.0,100.0
936611,930011,"New Haven School District","High School In The Community",96.4,100.0,100.0
930711,930011,"New Haven School District","Hill Central Music Academy",99.1,97.9,98.9
936311,930011,"New Haven School District","Hill Regional Career High School",97.5,97.8,100.0
936211,930011,"New Haven School District","James Hillhouse High School",96.7,98.4,100.0
931311,930011,"New Haven School District","John C. Daniels",100.0,98.7,97.7
930811,930011,"New Haven School District","John S. Martinez School",100.0,100.0,94.0
933011,930011,"New Haven School District","King/Robinson Magnet School",100.0,100.0,100.0
932011,930011,"New Haven School District","Lincoln-Bassett School",100.0,100.0,100.0
931911,930011,"New Haven School District","Mauro-Sheridan Magnet School",100.0,100.0,100.0
936011,930011,"New Haven School District","Metropolitan Business Academy",96.1,100.0,96.1
937011,930011,"New Haven School District","New Haven Academy",95.0,100.0,100.0
932211,930011,"New Haven School District","New Horizons High School","",100.0,100.0
932611,930011,"New Haven School District","New Light High School","","",100.0
939211,930011,"New Haven School District","Polly T. McCabe Center",100.0,100.0,100.0
936511,930011,"New Haven School District","Polly T. McCabe Center","","",100.0
933511,930011,"New Haven School District","Quinnipiac Real World Math STEM School",96.5,96.9,96.4
939111,930011,"New Haven School District","Riverside Education Academy",93.3,100.0,92.9
936911,930011,"New Haven School District","Riverside Education Academy","","",100.0
931011,930011,"New Haven School District","Ross/Woodward School",98.9,100.0,100.0
936711,930011,"New Haven School District","Sound School",93.8,100.0,100.0
932811,930011,"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School",97.0,97.3,87.7
932911,930011,"New Haven School District","Truman School",89.1,100.0,100.0
934911,930011,"New Haven School District","West Rock Authors Academy",100.0,100.0,95.5
933211,930011,"New Haven School District","Wexler/Grant Community School",100.0,92.3,91.7
936111,930011,"New Haven School District","Wilbur Cross High School",98.0,99.0,99.0
933811,930011,"New Haven School District","Worthington Hooker School",100.0,86.4,100.0
950311,950011,"New London School District","Jennings School",100.0,95.0,97.2
955111,950011,"New London School District","Bennie Dover Jackson Middle School",94.7,95.4,95.8
950611,950011,"New London School District","Harbor","",100.0,100.0
950911,950011,"New London School District","Nathan Hale Arts Magnet School",100.0,100.0,98.7
956111,950011,"New London School District","New London High School",91.9,93.5,95.7
950811,950011,"New London School District","Winthrop STEM Elementary Magnet School",100.0,97.2,98.8
960511,960011,"New Milford School District","Hill And Plain School",100.0,100.0,100.0
960711,960011,"New Milford School District","John Pettibone School",100.0,97.8,""
969011,960011,"New Milford School District","Litchfield Hills Transition Center",100.0,100.0,100.0
966111,960011,"New Milford School District","New Milford High School",98.8,100.0,100.0
960811,960011,"New Milford School District","Northville Elementary School",100.0,100.0,100.0
960911,960011,"New Milford School District","Sarah Noble Intermediate School",100.0,100.0,100.0
965211,960011,"New Milford School District","Schaghticoke Middle School",100.0,97.9,98.6
940611,940011,"Newington School District","Anna Reynolds School",100.0,100.0,100.0
940211,940011,"Newington School District","Elizabeth Green School",100.0,100.0,100.0
940811,940011,"Newington School District","John Paterson School",100.0,100.0,100.0
945311,940011,"Newington School District","John Wallace Middle School",98.7,97.4,100.0
945111,940011,"Newington School District","Martin Kellogg Middle School",100.0,97.4,100.0
946111,940011,"Newington School District","Newington High School",100.0,100.0,100.0
940711,940011,"Newington School District","Ruth Chaffee School",95.6,100.0,100.0
970111,970011,"Newtown School District","Hawley Elementary School",100.0,100.0,98.9
970411,970011,"Newtown School District","Head O'Meadow Elementary School",100.0,100.0,99.1
970311,970011,"Newtown School District","Middle Gate Elementary School",100.0,100.0,99.1
976111,970011,"Newtown School District","Newtown High School",98.6,100.0,100.0
975111,970011,"Newtown School District","Newtown Middle School",98.2,100.0,100.0
970511,970011,"Newtown School District","Reed Intermediate School",100.0,100.0,100.0
979011,970011,"Newtown School District","STARR",100.0,100.0,100.0
970211,970011,"Newtown School District","Sandy Hook Elementary School",92.1,100.0,99.2
980111,980011,"Norfolk School District","Botelle Elementary School",100.0,100.0,100.0
989211,980011,"Norfolk School District","Bridges II",100.0,"",""
990411,990011,"North Branford School District","Jerome Harrison School",100.0,100.0,100.0
996111,990011,"North Branford School District","North Branford High School",100.0,100.0,100.0
995111,990011,"North Branford School District","North Branford Intermediate School",100.0,100.0,100.0
999011,990011,"North Branford School District","School to Work Program",100.0,100.0,100.0
990611,990011,"North Branford School District","Totoket Valley Elementary School",100.0,100.0,100.0
1000111,1000011,"North Canaan School District","North Canaan Elementary School",100.0,100.0,100.0
1010811,1010011,"North Haven School District","Clintonville Elementary School",100.0,98.2,100.0
1010711,1010011,"North Haven School District","Green Acres Elementary School",100.0,100.0,100.0
1010211,1010011,"North Haven School District","Montowese Elementary School",100.0,100.0,91.2
1016111,1010011,"North Haven School District","North Haven High School",100.0,100.0,100.0
1015211,1010011,"North Haven School District","North Haven Middle School",100.0,100.0,100.0
1010111,1010011,"North Haven School District","North Haven Transition Partnership","",100.0,100.0
1010311,1010011,"North Haven School District","Ridge Road Elementary School",100.0,100.0,100.0
1020111,1020011,"North Stonington School District","North Stonington Elementary School",96.2,100.0,100.0
1026111,1020011,"North Stonington School District","Wheeler High School",100.0,94.6,100.0
1025111,1020011,"North Stonington School District","Wheeler Middle School",100.0,93.5,100.0
1036211,1030011,"Norwalk School District","Brien McMahon High School",99.0,98.0,99.8
1030211,1030011,"Norwalk School District","Brookside Elementary School",100.0,100.0,100.0
