"school_code","district_code","district","school","subject","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0830211","0830011","Middletown School District","Bielefield School","ELA","143","143","100.0","143","39","27.3","39","27.3","36","25.2","29","20.3","65","45.5"
"0830211","0830011","Middletown School District","Bielefield School","Math","143","143","100.0","143","53","37.1","42","29.4","34","23.8","14","9.8","48","33.6"
"0831611","0830011","Middletown School District","Evening Program - MHS","ELA","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0831611","0830011","Middletown School District","Evening Program - MHS","Math","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0830511","0830011","Middletown School District","Farm Hill School","ELA","175","174","99.4","173","59","34.1","35","20.2","42","24.3","37","21.4","79","45.7"
"0830511","0830011","Middletown School District","Farm Hill School","Math","175","174","99.4","174","66","37.9","56","32.2","33","19.0","19","10.9","52","29.9"
"0830711","0830011","Middletown School District","ICM - Lawrence","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831011","0830011","Middletown School District","ICM - Macdonough","ELA","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0831011","0830011","Middletown School District","ICM - Macdonough","Math","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","ELA","355","354","99.7","354","67","18.9","105","29.7","108","30.5","74","20.9","182","51.4"
"0831511","0830011","Middletown School District","Keigwin Middle School","Math","356","356","100.0","356","128","36.0","101","28.4","55","15.4","72","20.2","127","35.7"
"0831311","0830011","Middletown School District","Lawrence School","ELA","132","132","100.0","132","28","21.2","23","17.4","45","34.1","36","27.3","81","61.4"
"0831311","0830011","Middletown School District","Lawrence School","Math","131","131","100.0","131","30","22.9","43","32.8","33","25.2","25","19.1","58","44.3"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","ELA","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","Math","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830911","0830011","Middletown School District","MacDonough School","ELA","93","90","96.8","90","43","47.8","18","20.0","18","20.0","11","12.2","29","32.2"
"0830911","0830011","Middletown School District","MacDonough School","Math","94","94","100.0","94","45","47.9","29","30.9","14","14.9","6","6.4","20","21.3"
"0836211","0830011","Middletown School District","Middletown High School","ELA","279","276","98.9","276","38","13.8","90","32.6","103","37.3","45","16.3","148","53.6"
"0836211","0830011","Middletown School District","Middletown High School","Math","278","276","99.3","276","178","64.5","59","21.4","32","11.6","7","2.5","39","14.1"
"0831211","0830011","Middletown School District","Moody School","ELA","137","136","99.3","136","14","10.3","27","19.9","40","29.4","55","40.4","95","69.9"
"0831211","0830011","Middletown School District","Moody School","Math","137","137","100.0","137","19","13.9","33","24.1","43","31.4","42","30.7","85","62.0"
"0830311","0830011","Middletown School District","OASIS","ELA","7","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0830311","0830011","Middletown School District","OASIS","Math","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831111","0830011","Middletown School District","Snow School","ELA","134","133","99.3","133","27","20.3","34","25.6","31","23.3","41","30.8","72","54.1"
"0831111","0830011","Middletown School District","Snow School","Math","132","132","100.0","132","37","28.0","35","26.5","39","29.5","21","15.9","60","45.5"
"0830111","0830011","Middletown School District","Spencer School","ELA","151","148","98.0","148","35","23.6","33","22.3","44","29.7","36","24.3","80","54.1"
"0830111","0830011","Middletown School District","Spencer School","Math","151","148","98.0","148","34","23.0","50","33.8","45","30.4","19","12.8","64","43.2"
"0839111","0830011","Middletown School District","Transition to Life Center","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0839111","0830011","Middletown School District","Transition to Life Center","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831411","0830011","Middletown School District","Wesley School","ELA","146","145","99.3","145","20","13.8","28","19.3","48","33.1","49","33.8","97","66.9"
"0831411","0830011","Middletown School District","Wesley School","Math","146","145","99.3","145","22","15.2","55","37.9","42","29.0","26","17.9","68","46.9"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","ELA","646","638","98.8","637","127","19.9","185","29.0","251","39.4","74","11.6","325","51.0"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","Math","647","643","99.4","643","239","37.2","219","34.1","119","18.5","66","10.3","185","28.8"
"0840111","0840011","Milford School District","Calf Pen Meadow School","ELA","260","259","99.6","259","50","19.3","53","20.5","85","32.8","71","27.4","156","60.2"
"0840111","0840011","Milford School District","Calf Pen Meadow School","Math","260","259","99.6","259","53","20.5","102","39.4","76","29.3","28","10.8","104","40.2"
"0845111","0840011","Milford School District","East Shore Middle School","ELA","483","480","99.4","480","69","14.4","109","22.7","205","42.7","97","20.2","302","62.9"
"0845111","0840011","Milford School District","East Shore Middle School","Math","483","481","99.6","480","103","21.5","184","38.3","113","23.5","80","16.7","193","40.2"
"0845211","0840011","Milford School District","Harborside Middle School","ELA","559","538","96.2","536","36","6.7","98","18.3","230","42.9","172","32.1","402","75.0"
"0845211","0840011","Milford School District","Harborside Middle School","Math","559","538","96.2","537","116","21.6","138","25.7","152","28.3","131","24.4","283","52.7"
"0846211","0840011","Milford School District","Jonathan Law High School","ELA","220","211","95.9","211","10","4.7","57","27.0","91","43.1","53","25.1","144","68.2"
"0846211","0840011","Milford School District","Jonathan Law High School","Math","218","210","96.3","210","87","41.4","59","28.1","40","19.0","24","11.4","64","30.5"
"0846311","0840011","Milford School District","Joseph A. Foran High School","ELA","223","192","86.1","192","9","4.7","28","14.6","91","47.4","64","33.3","155","80.7"
"0846311","0840011","Milford School District","Joseph A. Foran High School","Math","223","191","85.7","191","50","26.2","59","30.9","58","30.4","24","12.6","82","42.9"
"0840711","0840011","Milford School District","Meadowside School","ELA","387","377","97.4","377","60","15.9","86","22.8","120","31.8","111","29.4","231","61.3"
"0840711","0840011","Milford School District","Meadowside School","Math","387","377","97.4","377","56","14.9","110","29.2","123","32.6","88","23.3","211","56.0"
"0841811","0840011","Milford School District","Orchard Hills School","ELA","320","316","98.8","315","45","14.3","64","20.3","95","30.2","111","35.2","206","65.4"
"0841811","0840011","Milford School District","Orchard Hills School","Math","320","316","98.8","315","52","16.5","98","31.1","93","29.5","72","22.9","165","52.4"
"0841011","0840011","Milford School District","Pumpkin Delight School","ELA","370","369","99.7","368","88","23.9","102","27.7","122","33.2","56","15.2","178","48.4"
"0841011","0840011","Milford School District","Pumpkin Delight School","Math","370","369","99.7","369","73","19.8","144","39.0","104","28.2","48","13.0","152","41.2"
"0840311","0840011","Milford School District","The Academy","ELA","20","16","80.0","15","*","*","*","*","*","*","*","*","*","*"
"0840311","0840011","Milford School District","The Academy","Math","25","19","76.0","19","*","*","*","*","*","*","*","*","*","*"
"0845311","0840011","Milford School District","West Shore Middle School","ELA","463","458","98.9","458","72","15.7","147","32.1","165","36.0","74","16.2","239","52.2"
"0845311","0840011","Milford School District","West Shore Middle School","Math","463","459","99.1","459","133","29.0","151","32.9","98","21.4","77","16.8","175","38.1"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","ELA","286","284","99.3","284","16","5.6","25","8.8","74","26.1","169","59.5","243","85.6"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","Math","286","284","99.3","284","25","8.8","66","23.2","94","33.1","99","34.9","193","68.0"
"0855211","0850011","Monroe School District","Jockey Hollow School","ELA","753","745","98.9","745","45","6.0","101","13.6","348","46.7","251","33.7","599","80.4"
"0855211","0850011","Monroe School District","Jockey Hollow School","Math","753","744","98.8","744","133","17.9","222","29.8","224","30.1","165","22.2","389","52.3"
"0850211","0850011","Monroe School District","Masuk Alternative Program","ELA","7","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","Math","7","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0856111","0850011","Monroe School District","Masuk High School","ELA","277","275","99.3","274","11","4.0","23","8.4","90","32.8","150","54.7","240","87.6"
"0856111","0850011","Monroe School District","Masuk High School","Math","278","273","98.2","273","44","16.1","63","23.1","95","34.8","71","26.0","166","60.8"
"0850111","0850011","Monroe School District","Monroe Elementary School","ELA","169","166","98.2","165","*","*","*","*","42","25.5","107","64.8","149","90.3"
"0850111","0850011","Monroe School District","Monroe Elementary School","Math","169","165","97.6","165","18","10.9","30","18.2","61","37.0","56","33.9","117","70.9"
"0850411","0850011","Monroe School District","REAL","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850411","0850011","Monroe School District","REAL","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","ELA","241","238","98.8","238","*","*","*","*","75","31.5","139","58.4","214","89.9"
"0850311","0850011","Monroe School District","Stepney Elementary School","Math","241","238","98.8","238","25","10.5","59","24.8","85","35.7","69","29.0","154","64.7"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","ELA","169","169","100.0","169","36","21.3","33","19.5","46","27.2","54","32.0","100","59.2"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","Math","169","169","100.0","169","45","26.6","58","34.3","45","26.6","21","12.4","66","39.1"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","ELA","548","541","98.7","541","91","16.8","155","28.7","213","39.4","82","15.2","295","54.5"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","Math","548","543","99.1","543","146","26.9","208","38.3","119","21.9","70","12.9","189","34.8"
"0860111","0860011","Montville School District","Mohegan School","ELA","175","173","98.9","173","43","24.9","47","27.2","53","30.6","30","17.3","83","48.0"
"0860111","0860011","Montville School District","Mohegan School","Math","175","174","99.4","174","51","29.3","70","40.2","45","25.9","8","4.6","53","30.5"
"0866111","0860011","Montville School District","Montville High School","ELA","167","162","97.0","162","24","14.8","41","25.3","62","38.3","35","21.6","97","59.9"
"0866111","0860011","Montville School District","Montville High School","Math","167","159","95.2","159","75","47.2","40","25.2","26","16.4","18","11.3","44","27.7"
"0860511","0860011","Montville School District","Oakdale School","ELA","168","168","100.0","168","17","10.1","21","12.5","54","32.1","76","45.2","130","77.4"
"0860511","0860011","Montville School District","Oakdale School","Math","168","168","100.0","168","21","12.5","59","35.1","49","29.2","39","23.2","88","52.4"
"0869011","0860011","Montville School District","Palmer Academy","ELA","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0869011","0860011","Montville School District","Palmer Academy","Math","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","ELA","99","95","96.0","95","22","23.2","23","24.2","21","22.1","29","30.5","50","52.6"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","Math","99","97","98.0","97","20","20.6","31","32.0","31","32.0","15","15.5","46","47.4"
"0885111","0880011","Naugatuck School District","City Hill Middle School","ELA","668","662","99.1","661","167","25.3","187","28.3","236","35.7","71","10.7","307","46.4"
"0885111","0880011","Naugatuck School District","City Hill Middle School","Math","669","662","99.0","660","284","43.0","218","33.0","121","18.3","37","5.6","158","23.9"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","ELA","337","332","98.5","332","78","23.5","66","19.9","125","37.7","63","19.0","188","56.6"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","Math","337","333","98.8","333","119","35.7","115","34.5","58","17.4","41","12.3","99","29.7"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","ELA","316","315","99.7","315","94","29.8","91","28.9","97","30.8","33","10.5","130","41.3"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","Math","316","313","99.1","313","140","44.7","106","33.9","52","16.6","15","4.8","67","21.4"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","ELA","133","130","97.7","130","39","30.0","30","23.1","45","34.6","16","12.3","61","46.9"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","Math","134","133","99.3","133","*","*","57","42.9","38","28.6","*","*","*","*"
"0880311","0880011","Naugatuck School District","Maple Hill School","ELA","194","193","99.5","193","43","22.3","54","28.0","46","23.8","50","25.9","96","49.7"
"0880311","0880011","Naugatuck School District","Maple Hill School","Math","195","195","100.0","195","48","24.6","73","37.4","55","28.2","19","9.7","74","37.9"
"0886111","0880011","Naugatuck School District","Naugatuck High School","ELA","305","284","93.1","283","59","20.8","76","26.9","93","32.9","55","19.4","148","52.3"
"0886111","0880011","Naugatuck School District","Naugatuck High School","Math","305","283","92.8","283","137","48.4","73","25.8","48","17.0","25","8.8","73","25.8"
"0880611","0880011","Naugatuck School District","Salem School","ELA","100","99","99.0","99","34","34.3","25","25.3","23","23.2","17","17.2","40","40.4"
"0880611","0880011","Naugatuck School District","Salem School","Math","100","100","100.0","100","33","33.0","38","38.0","*","*","*","*","29","29.0"
"0880711","0880011","Naugatuck School District","Western School","ELA","110","110","100.0","110","32","29.1","24","21.8","29","26.4","25","22.7","54","49.1"
"0880711","0880011","Naugatuck School District","Western School","Math","110","110","100.0","110","23","20.9","34","30.9","39","35.5","14","12.7","53","48.2"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","ELA","242","242","100.0","242","74","30.6","68","28.1","81","33.5","19","7.9","100","41.3"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","Math","242","242","100.0","242","111","45.9","89","36.8","*","*","*","*","42","17.4"
"0899111","0890011","New Britain School District","Alternative Center School","ELA","27","18","66.7","18","*","*","*","*","*","*","*","*","*","*"
"0899111","0890011","New Britain School District","Alternative Center School","Math","28","20","71.4","19","*","*","*","*","*","*","*","*","*","*"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","ELA","224","221","98.7","221","118","53.4","58","26.2","26","11.8","19","8.6","45","20.4"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","Math","225","225","100.0","225","136","60.4","58","25.8","*","*","*","*","31","13.8"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","ELA","444","442","99.5","442","224","50.7","126","28.5","78","17.6","14","3.2","92","20.8"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","Math","444","442","99.5","442","263","59.5","128","29.0","42","9.5","9","2.0","51","11.5"
"0890511","0890011","New Britain School District","Gaffney School","ELA","181","178","98.3","178","85","47.8","39","21.9","40","22.5","14","7.9","54","30.3"
"0890511","0890011","New Britain School District","Gaffney School","Math","181","179","98.9","179","87","48.6","46","25.7","27","15.1","19","10.6","46","25.7"
"0890611","0890011","New Britain School District","Holmes School","ELA","248","243","98.0","241","84","34.9","62","25.7","61","25.3","34","14.1","95","39.4"
"0890611","0890011","New Britain School District","Holmes School","Math","249","247","99.2","244","86","35.2","86","35.2","51","20.9","21","8.6","72","29.5"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","ELA","159","159","100.0","158","0","0.0","9","5.7","85","53.8","64","40.5","149","94.3"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","Math","159","159","100.0","159","*","*","*","*","66","41.5","52","32.7","118","74.2"
"0890711","0890011","New Britain School District","Jefferson School","ELA","205","202","98.5","201","84","41.8","63","31.3","31","15.4","23","11.4","54","26.9"
"0890711","0890011","New Britain School District","Jefferson School","Math","205","203","99.0","203","107","52.7","60","29.6","29","14.3","7","3.4","36","17.7"
"0890811","0890011","New Britain School District","Lincoln School","ELA","275","265","96.4","263","120","45.6","56","21.3","58","22.1","29","11.0","87","33.1"
"0890811","0890011","New Britain School District","Lincoln School","Math","276","269","97.5","269","147","54.6","62","23.0","39","14.5","21","7.8","60","22.3"
"0896111","0890011","New Britain School District","New Britain High School","ELA","481","461","95.8","460","181","39.3","130","28.3","111","24.1","38","8.3","149","32.4"
"0896111","0890011","New Britain School District","New Britain High School","Math","484","464","95.9","464","311","67.0","89","19.2","45","9.7","19","4.1","64","13.8"
"0899011","0890011","New Britain School District","New Britain Transition Center","ELA","30","30","100.0","30","*","*","0","0.0","*","*","0","0.0","*","*"
"0899011","0890011","New Britain School District","New Britain Transition Center","Math","30","29","96.7","29","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0890911","0890011","New Britain School District","Northend School","ELA","141","138","97.9","136","92","67.6","23","16.9","15","11.0","6","4.4","21","15.4"
"0890911","0890011","New Britain School District","Northend School","Math","140","136","97.1","135","109","80.7","18","13.3","8","5.9","0","0.0","8","5.9"
"0895311","0890011","New Britain School District","Pulaski Middle School","ELA","766","743","97.0","742","470","63.3","185","24.9","79","10.6","8","1.1","87","11.7"
"0895311","0890011","New Britain School District","Pulaski Middle School","Math","768","765","99.6","765","559","73.1","156","20.4","*","*","*","*","50","6.5"
"0895211","0890011","New Britain School District","Slade Middle School","ELA","769","759","98.7","755","443","58.7","218","28.9","88","11.7","6","0.8","94","12.5"
"0895211","0890011","New Britain School District","Slade Middle School","Math","770","763","99.1","763","548","71.8","172","22.5","37","4.8","6","0.8","43","5.6"
"0891211","0890011","New Britain School District","Smalley Academy","ELA","310","288","92.9","287","229","79.8","35","12.2","*","*","*","*","23","8.0"
"0891211","0890011","New Britain School District","Smalley Academy","Math","311","306","98.4","306","229","74.8","63","20.6","*","*","*","*","14","4.6"
"0891311","0890011","New Britain School District","Smith School","ELA","280","276","98.6","275","138","50.2","77","28.0","33","12.0","27","9.8","60","21.8"
"0891311","0890011","New Britain School District","Smith School","Math","280","279","99.6","279","136","48.7","89","31.9","44","15.8","10","3.6","54","19.4"
"0891511","0890011","New Britain School District","Vance School","ELA","243","240","98.8","240","126","52.5","54","22.5","40","16.7","20","8.3","60","25.0"
"0891511","0890011","New Britain School District","Vance School","Math","244","243","99.6","243","143","58.8","67","27.6","25","10.3","8","3.3","33","13.6"
"0900411","0900011","New Canaan School District","East School","ELA","246","244","99.2","244","13","5.3","23","9.4","66","27.0","142","58.2","208","85.2"
"0900411","0900011","New Canaan School District","East School","Math","246","244","99.2","244","11","4.5","29","11.9","92","37.7","112","45.9","204","83.6"
"0906111","0900011","New Canaan School District","New Canaan High School","ELA","272","265","97.4","265","*","*","35","13.2","99","37.4","*","*","*","*"
"0906111","0900011","New Canaan School District","New Canaan High School","Math","272","265","97.4","265","*","*","54","20.4","75","28.3","*","*","*","*"
"0905111","0900011","New Canaan School District","Saxe Middle School","ELA","1290","1259","97.6","1257","55","4.4","198","15.8","509","40.5","495","39.4","1004","79.9"
"0905111","0900011","New Canaan School District","Saxe Middle School","Math","1290","1257","97.4","1257","106","8.4","256","20.4","330","26.3","565","44.9","895","71.2"
"0900211","0900011","New Canaan School District","South School","ELA","245","234","95.5","234","8","3.4","27","11.5","53","22.6","146","62.4","199","85.0"
"0900211","0900011","New Canaan School District","South School","Math","245","235","95.9","235","10","4.3","40","17.0","78","33.2","107","45.5","185","78.7"
"0900311","0900011","New Canaan School District","West School","ELA","*","*","*","*","*","*","*","*","*","*","138","71.1","*","*"
"0900311","0900011","New Canaan School District","West School","Math","*","*","*","*","*","*","*","*","*","*","108","55.4","*","*"
"0910411","0910011","New Fairfield School District","Day Alternative Learning Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0910411","0910011","New Fairfield School District","Day Alternative Learning Program","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","ELA","522","498","95.4","496","66","13.3","79","15.9","182","36.7","169","34.1","351","70.8"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","Math","522","493","94.4","492","62","12.6","153","31.1","164","33.3","113","23.0","277","56.3"
"0916111","0910011","New Fairfield School District","New Fairfield High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0916111","0910011","New Fairfield School District","New Fairfield High School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","ELA","624","595","95.4","594","65","10.9","137","23.1","257","43.3","135","22.7","392","66.0"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","Math","624","589","94.4","588","142","24.1","198","33.7","143","24.3","105","17.9","248","42.2"
"0920311","0920011","New Hartford School District","Ann Antolini School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0920311","0920011","New Hartford School District","Ann Antolini School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0920411","0920011","New Hartford School District","Bridges II at Ann Antolini School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0920411","0920011","New Hartford School District","Bridges II at Ann Antolini School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0931211","0930011","New Haven School District","Edgewood School","ELA","292","291","99.7","290","105","36.2","70","24.1","69","23.8","46","15.9","115","39.7"
"0931211","0930011","New Haven School District","Edgewood School","Math","292","291","99.7","291","157","54.0","77","26.5","29","10.0","28","9.6","57","19.6"
"0931411","0930011","New Haven School District","Nathan Hale School","ELA","326","316","96.9","316","72","22.8","89","28.2","115","36.4","40","12.7","155","49.1"
"0931411","0930011","New Haven School District","Nathan Hale School","Math","326","316","96.9","316","129","40.8","108","34.2","56","17.7","23","7.3","79","25.0"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","ELA","295","289","98.0","289","163","56.4","89","30.8","31","10.7","6","2.1","37","12.8"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","Math","295","286","96.9","286","210","73.4","67","23.4","*","*","*","*","9","3.1"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","ELA","320","319","99.7","319","162","50.8","97","30.4","49","15.4","11","3.4","60","18.8"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","Math","320","319","99.7","319","212","66.5","79","24.8","*","*","*","*","28","8.8"
"0930311","0930011","New Haven School District","Beecher School","ELA","263","254","96.6","254","108","42.5","78","30.7","53","20.9","15","5.9","68","26.8"
"0930311","0930011","New Haven School District","Beecher School","Math","263","249","94.7","248","135","54.4","86","34.7","20","8.1","7","2.8","27","10.9"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","ELA","280","279","99.6","279","103","36.9","86","30.8","65","23.3","25","9.0","90","32.3"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","Math","280","279","99.6","279","153","54.8","84","30.1","35","12.5","7","2.5","42","15.1"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","ELA","453","453","100.0","453","121","26.7","132","29.1","143","31.6","57","12.6","200","44.2"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","Math","453","452","99.8","451","241","53.4","135","29.9","59","13.1","16","3.5","75","16.6"
"0934311","0930011","New Haven School District","Bishop Woods School","ELA","298","294","98.7","294","129","43.9","87","29.6","60","20.4","18","6.1","78","26.5"
"0934311","0930011","New Haven School District","Bishop Woods School","Math","298","296","99.3","296","177","59.8","82","27.7","27","9.1","10","3.4","37","12.5"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","ELA","194","191","98.5","191","97","50.8","56","29.3","29","15.2","9","4.7","38","19.9"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","Math","191","190","99.5","189","133","70.4","37","19.6","*","*","*","*","19","10.1"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","ELA","356","317","89.0","316","178","56.3","84","26.6","*","*","*","*","54","17.1"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","Math","351","347","98.9","347","233","67.1","91","26.2","*","*","*","*","23","6.6"
"0930611","0930011","New Haven School District","Clinton Avenue School","ELA","366","364","99.5","363","201","55.4","92","25.3","59","16.3","11","3.0","70","19.3"
"0930611","0930011","New Haven School District","Clinton Avenue School","Math","366","364","99.5","364","241","66.2","100","27.5","*","*","*","*","23","6.3"
"0934111","0930011","New Haven School District","Columbus Family Academy","ELA","264","258","97.7","256","90","35.2","100","39.1","52","20.3","14","5.5","66","25.8"
"0934111","0930011","New Haven School District","Columbus Family Academy","Math","265","262","98.9","262","151","57.6","96","36.6","*","*","*","*","15","5.7"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","ELA","381","376","98.7","376","133","35.4","128","34.0","81","21.5","34","9.0","115","30.6"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","Math","381","376","98.7","376","219","58.2","113","30.1","35","9.3","9","2.4","44","11.7"
"0936411","0930011","New Haven School District","Cooperative High School","ELA","138","131","94.9","130","30","23.1","35","26.9","52","40.0","13","10.0","65","50.0"
"0936411","0930011","New Haven School District","Cooperative High School","Math","138","128","92.8","128","82","64.1","38","29.7","*","*","*","*","8","6.3"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","ELA","251","248","98.8","248","81","32.7","72","29.0","62","25.0","33","13.3","95","38.3"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","Math","250","247","98.8","247","116","47.0","84","34.0","33","13.4","14","5.7","47","19.0"
"0935611","0930011","New Haven School District","Domus Academy","ELA","33","33","100.0","33","27","81.8","6","18.2","0","0.0","0","0.0","0","0.0"
"0935611","0930011","New Haven School District","Domus Academy","Math","34","34","100.0","34","31","91.2","*","*","*","*","0","0.0","*","*"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","ELA","279","278","99.6","278","104","37.4","81","29.1","72","25.9","21","7.6","93","33.5"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","Math","279","279","100.0","279","157","56.3","79","28.3","37","13.3","6","2.2","43","15.4"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","320","310","96.9","310","44","14.2","80","25.8","134","43.2","52","16.8","186","60.0"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","320","309","96.6","308","82","26.6","85","27.6","80","26.0","61","19.8","141","45.8"
"0931611","0930011","New Haven School District","Fair Haven School","ELA","547","474","86.7","465","303","65.2","110","23.7","46","9.9","6","1.3","52","11.2"
"0931611","0930011","New Haven School District","Fair Haven School","Math","547","536","98.0","536","451","84.1","66","12.3","*","*","*","*","19","3.5"
"0936611","0930011","New Haven School District","High School In The Community","ELA","46","42","91.3","41","13","31.7","15","36.6","*","*","*","*","13","31.7"
"0936611","0930011","New Haven School District","High School In The Community","Math","46","42","91.3","42","33","78.6","6","14.3","*","*","*","*","*","*"
"0930711","0930011","New Haven School District","Hill Central Music Academy","ELA","292","287","98.3","286","135","47.2","87","30.4","52","18.2","12","4.2","64","22.4"
"0930711","0930011","New Haven School District","Hill Central Music Academy","Math","292","289","99.0","288","166","57.6","97","33.7","*","*","*","*","25","8.7"
"0936311","0930011","New Haven School District","Hill Regional Career High School","ELA","135","130","96.3","130","88","67.7","31","23.8","*","*","*","*","11","8.5"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Math","135","129","95.6","129","83","64.3","31","24.0","*","*","*","*","15","11.6"
