"school_code","district_code","district","school","grade","test","2011_12","2012_13","2013_14","2014_15","2015_16"
"0095111","0090011","Bethel School District","Bethel Middle School","All Grades","Sit and Reach","84.5","88.4","89.7","89.0","81.6"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","All Grades","Sit and Reach","97.1","89.8","82.1","67.3","89.6"
"0116111","0110011","Bloomfield School District","Bloomfield High School","All Grades","Sit and Reach","75.3","94.2","94.7","83.3","96.2"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","All Grades","Sit and Reach","71.3","78.6","79.8","73.1","77.0"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","All Grades","Sit and Reach","72.2","76.5","73.5","75.7","68.4"
"0116311","0110011","Bloomfield School District","Global Experience Magnet School","All Grades","Sit and Reach","","84.5","79.0","89.5","96.3"
"0110511","0110011","Bloomfield School District","Metacomet School","All Grades","Sit and Reach","56.2","58.5","58.5","56.6","70.9"
"0120111","0120011","Bolton School District","Bolton Center School","All Grades","Sit and Reach","86.6","81.9","82.1","83.4","81.1"
"0126111","0120011","Bolton School District","Bolton High School","All Grades","Sit and Reach","92.7","87.7","91.3","84.5","76.8"
"0130111","0130011","Bozrah School District","Fields Memorial School","All Grades","Sit and Reach","86.6","89.6","91.6","91.0","86.9"
"0146111","0140011","Branford School District","Branford High School","All Grades","Sit and Reach","84.0","91.2","83.0","89.3","98.8"
"0140211","0140011","Branford School District","Branford High School Horizons Program","All Grades","Sit and Reach","","","","","*"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","All Grades","Sit and Reach","65.4","70.5","75.6","78.8","76.0"
"0141611","0140011","Branford School District","John B. Sliney School","All Grades","Sit and Reach","37.8","82.9","78.1","73.5","86.4"
"0141511","0140011","Branford School District","Mary R. Tisko School","All Grades","Sit and Reach","87.2","85.7","85.7","87.5","80.3"
"0141411","0140011","Branford School District","Mary T. Murphy School","All Grades","Sit and Reach","79.1","77.3","77.6","81.2","73.8"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","All Grades","Sit and Reach","63.6","39.0","53.8","54.5","60.8"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS a","All Grades","Sit and Reach","","","","*",""
"0150111","0150011","Bridgeport School District","Barnum School","All Grades","Sit and Reach","76.8","94.1","71.2","76.8","62.8"
"0156111","0150011","Bridgeport School District","Bassick High School","All Grades","Sit and Reach","*","52.6","27.6","64.5","39.0"
"0150211","0150011","Bridgeport School District","Beardsley School","All Grades","Sit and Reach","33.0","53.7","56.8","79.2","52.5"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fai","All Grades","Sit and Reach","","","","*",""
"0150311","0150011","Bridgeport School District","Black Rock School","All Grades","Sit and Reach","80.0","100.0","100.0","81.9","88.0"
"0154011","0150011","Bridgeport School District","Blackham School","All Grades","Sit and Reach","79.9","87.2","82.0","91.2","80.1"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","All Grades","Sit and Reach","","","","","86.9"
"0150411","0150011","Bridgeport School District","Bryant School","All Grades","Sit and Reach","81.1","85.4","90.0","74.7","84.9"
"0156211","0150011","Bridgeport School District","Central High School","All Grades","Sit and Reach","86.0","86.2","","64.7","84.8"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","All Grades","Sit and Reach","91.6","93.1","93.3","70.6","66.1"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","All Grades","Sit and Reach","85.1","68.3","66.3","70.3","66.4"
"0150511","0150011","Bridgeport School District","Columbus School","All Grades","Sit and Reach","89.2","91.5","77.0","89.0","75.4"
"0153911","0150011","Bridgeport School District","Cross School","All Grades","Sit and Reach","78.1","54.0","66.4","78.9","75.0"
"0154211","0150011","Bridgeport School District","Curiale School","All Grades","Sit and Reach","83.6","77.5","86.7","83.3","82.1"
"0154111","0150011","Bridgeport School District","Dunbar School","All Grades","Sit and Reach","73.6","45.2","88.8","77.7","79.6"
"0150711","0150011","Bridgeport School District","Edison School","All Grades","Sit and Reach","76.5","75.0","66.7","67.9","32.8"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","All Grades","Sit and Reach","83.3","85.2","84.7","57.6","63.4"
"0151111","0150011","Bridgeport School District","Hall School","All Grades","Sit and Reach","63.8","84.9","76.1","72.9","71.4"
"0151211","0150011","Bridgeport School District","Hallen School","All Grades","Sit and Reach","93.0","89.5","82.1","84.6","78.2"
"0156311","0150011","Bridgeport School District","Harding High School","All Grades","Sit and Reach","*","*","75.0","48.4","73.8"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","All Grades","Sit and Reach","69.2","70.0","56.6","60.3","54.7"
"0151311","0150011","Bridgeport School District","Hooker School","All Grades","Sit and Reach","83.0","94.6","84.2","83.6","86.2"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School","All Grades","Sit and Reach","","","","*",""
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","All Grades","Sit and Reach","89.2","97.5","68.6","71.6","78.0"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","All Grades","Sit and Reach","97.3","92.7","93.6","95.7","93.4"
"0151911","0150011","Bridgeport School District","Longfellow School","All Grades","Sit and Reach","84.6","","","",""
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","All Grades","Sit and Reach","83.2","76.3","72.8","48.7","41.8"
"0152011","0150011","Bridgeport School District","Madison School","All Grades","Sit and Reach","81.7","81.4","70.4","65.0","75.7"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","All Grades","Sit and Reach","67.3","77.9","71.4","66.9","66.7"
"0151711","0150011","Bridgeport School District","Park City Magnet School","All Grades","Sit and Reach","80.4","85.7","92.3","78.8",""
"0152511","0150011","Bridgeport School District","Read School","All Grades","Sit and Reach","83.7","85.0","83.7","84.0","87.2"
"0152611","0150011","Bridgeport School District","Roosevelt School","All Grades","Sit and Reach","50.8","50.8","74.1","44.6","85.5"
"0153011","0150011","Bridgeport School District","Waltersville School","All Grades","Sit and Reach","88.0","76.1","83.2","80.3","83.8"
"0153611","0150011","Bridgeport School District","Winthrop School","All Grades","Sit and Reach","74.9","62.3","57.1","74.5","70.3"
"0176111","0170011","Bristol School District","Bristol Central High School","All Grades","Sit and Reach","85.4","85.7","87.1","86.3","85.5"
"0176211","0170011","Bristol School District","Bristol Eastern High School","All Grades","Sit and Reach","92.4","93.4","94.3","87.8","87.8"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","All Grades","Sit and Reach","88.1","91.8","90.6","87.4","87.4"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","All Grades","Sit and Reach","91.4","","","",""
"0170311","0170011","Bristol School District","Edgewood School","All Grades","Sit and Reach","88.1","78.9","89.4","74.2","83.9"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","All Grades","Sit and Reach","92.9","88.5","94.4","97.0","84.4"
"0170511","0170011","Bristol School District","Greene-Hills School","All Grades","Sit and Reach","95.0","92.2","92.2","96.3","89.1"
"0171911","0170011","Bristol School District","Ivy Drive School","All Grades","Sit and Reach","61.0","61.0","62.3","64.9","78.8"
"0170611","0170011","Bristol School District","John J. Jennings School","All Grades","Sit and Reach","79.0","","","",""
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","All Grades","Sit and Reach","96.5","","","",""
"0171711","0170011","Bristol School District","Mountain View School","All Grades","Sit and Reach","80.4","89.1","92.5","92.1","87.7"
"0175211","0170011","Bristol School District","Northeast Middle School","All Grades","Sit and Reach","88.6","93.9","92.6","89.0","84.5"
"0171111","0170011","Bristol School District","South Side School","All Grades","Sit and Reach","65.6","94.9","93.0","93.6","87.5"
"0171211","0170011","Bristol School District","Stafford School","All Grades","Sit and Reach","90.9","86.6","91.9","88.7","67.5"
"0172011","0170011","Bristol School District","West Bristol School","All Grades","Sit and Reach","","95.8","91.3","94.7","91.1"
"0186111","0180011","Brookfield School District","Brookfield High School","All Grades","Sit and Reach","87.9","85.4","82.1","85.6","73.5"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","All Grades","Sit and Reach","76.7","82.5","81.9","84.7","87.9"
"0185311","0180011","Brookfield School District","Whisconier Middle School","All Grades","Sit and Reach","87.3","85.7","82.8","80.0","68.0"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","All Grades","Sit and Reach","73.4","83.3","70.5","74.7","76.9"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","All Grades","Sit and Reach","73.3","71.1","77.3","72.9","54.0"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","All Grades","Sit and Reach","90.0","69.6","67.9","92.6","88.5"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","All Grades","Sit and Reach","91.0","82.8","89.5","85.7","97.4"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","All Grades","Sit and Reach","83.3","91.0","93.3","96.8","95.8"
"0236111","0230011","Canton School District","Canton High School","All Grades","Sit and Reach","95.0","87.6","78.6","67.8","76.5"
"0230311","0230011","Canton School District","Canton Intermediate School","All Grades","Sit and Reach","91.8","93.9","94.7","93.7","92.9"
"0235111","0230011","Canton School District","Canton Middle School","All Grades","Sit and Reach","94.0","82.8","79.7","78.5","82.8"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","All Grades","Sit and Reach","85.7","85.2","80.9","74.8","74.2"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","All Grades","Sit and Reach","","","","","81.1"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","All Grades","Sit and Reach","91.1","100.0","81.3","96.9","98.5"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","All Grades","Sit and Reach","73.3","","","",""
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Tim","All Grades","Sit and Reach","*","91.7","90.9","75.6","*"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","All Grades","Sit and Reach","","85.9","61.4","76.2","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","All Grades","Sit and Reach","","59.1","61.2","94.3","77.4"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","All Grades","Sit and Reach","48.9","69.6","79.4","71.8","63.4"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International St","All Grades","Sit and Reach","66.0","78.3","81.5","84.7","83.0"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","All Grades","Sit and Reach","83.9","91.9","94.2","92.6","78.4"
"2410514","2410014","Capitol Region Education Council","Museum Academy","All Grades","Sit and Reach","","90.9","84.8","93.5","91.7"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","All Grades","Sit and Reach","76.0","83.1","79.0","64.9","75.3"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","All Grades","Sit and Reach","","*","87.5","86.5","78.4"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","All Grades","Sit and Reach","","","74.7","71.8","70.0"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","All Grades","Sit and Reach","71.6","63.9","59.4","67.2","70.6"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","All Grades","Sit and Reach","87.3","98.1","100.0","100.0","100.0"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","All Grades","Sit and Reach","95.7","100.0","97.7","97.6","97.1"
"0250111","0250011","Cheshire School District","Chapman School","All Grades","Sit and Reach","88.6","66.0","63.5","69.5","64.2"
"0256111","0250011","Cheshire School District","Cheshire High School","All Grades","Sit and Reach","88.7","92.0","88.5","86.1","89.7"
"0255111","0250011","Cheshire School District","Dodd Middle School","All Grades","Sit and Reach","75.0","78.3","74.0","78.5","70.8"
"0250611","0250011","Cheshire School District","Doolittle School","All Grades","Sit and Reach","58.4","71.7","64.6","63.4","60.3"
"0250411","0250011","Cheshire School District","Highland School","All Grades","Sit and Reach","87.5","90.7","93.1","85.7","81.2"
"0250911","0250011","Cheshire School District","Humiston Alternative School","All Grades","Sit and Reach","","","","","*"
"0250511","0250011","Cheshire School District","Norton School","All Grades","Sit and Reach","50.0","42.9","49.1","59.2","38.0"
"0260111","0260011","Chester School District","Chester Elementary School","All Grades","Sit and Reach","77.8","73.4","83.3","80.3","69.0"
"0270111","0270011","Clinton School District","Abraham Pierson School","All Grades","Sit and Reach","70.6","89.0","79.9","84.5","73.4"
"0275111","0270011","Clinton School District","Jared Eliot School","All Grades","Sit and Reach","86.0","79.4","79.5","75.3","76.2"
"0276111","0270011","Clinton School District","The Morgan School","All Grades","Sit and Reach","96.7","96.4","86.5","94.5","88.1"
"0286111","0280011","Colchester School District","Bacon Academy","All Grades","Sit and Reach","87.5","84.4","86.4","84.9","88.4"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","All Grades","Sit and Reach","87.3","82.1","81.9","85.2","92.7"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","All Grades","Sit and Reach","76.9","78.2","77.4","68.3","88.4"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","All Grades","Sit and Reach","76.9","63.9","88.0","70.4","84.0"
"0300111","0300011","Columbia School District","Horace W. Porter School","All Grades","Sit and Reach","94.9","97.0","97.5","98.1","99.2"
"2686113","2680013","Common Ground High School District","Common Ground High School","All Grades","Sit and Reach","63.3","61.9","50.0","72.5","49.0"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","All Grades","Sit and Reach","95.8","95.7","96.2","92.7","88.6"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","All Grades","Sit and Reach","70.8","79.6","80.5","83.1","81.6"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","All Grades","Sit and Reach","79.3","84.5","75.2","79.9","85.3"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","All Grades","Sit and Reach","65.9","85.7","68.3","81.6","64.9"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","All Grades","Sit and Reach","93.2","89.7","91.0","92.0","96.3"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","All Grades","Sit and Reach","95.2","93.4","91.4","88.0","88.4"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","All Grades","Sit and Reach","80.1","80.3","76.5","75.1","84.6"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","All Grades","Sit and Reach","81.5","86.8","85.0","76.5","81.5"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","All Grades","Sit and Reach","84.1","82.6","85.6","88.1","82.8"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","All Grades","Sit and Reach","83.4","84.3","74.5","78.8","75.2"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","All Grades","Sit and Reach","","","","","89.7"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","All Grades","Sit and Reach","84.9","88.8","92.8","92.1","95.7"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","All Grades","Sit and Reach","38.8","53.8","50.6","37.6","87.3"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","All Grades","Sit and Reach","86.0","86.7","91.8","92.7","93.0"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","All Grades","Sit and Reach","68.4","68.9","69.6","75.5","72.2"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","All Grades","Sit and Reach","76.3","92.4","78.3","79.4","75.1"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","All Grades","Sit and Reach","82.9","81.0","88.2","88.1","76.6"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","All Grades","Sit and Reach","","","","","*"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","All Grades","Sit and Reach","68.4","80.3","70.1","92.2","87.9"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","All Grades","Sit and Reach","","","","","66.7"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","All Grades","Sit and Reach","88.1","91.4","91.7","97.2","85.2"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","All Grades","Sit and Reach","77.6","74.9","82.7","71.8","78.2"
"0320111","0320011","Coventry School District","Coventry Academy","All Grades","Sit and Reach","","","","","*"
"0326111","0320011","Coventry School District","Coventry High School","All Grades","Sit and Reach","85.6","77.2","68.5","85.0","81.8"
"0320411","0320011","Coventry School District","George Hersey Robertson School","All Grades","Sit and Reach","80.6","77.5","79.7","86.4","86.1"
"0336111","0330011","Cromwell School District","Cromwell High School","All Grades","Sit and Reach","81.5","83.5","78.4","84.0","69.9"
"0335111","0330011","Cromwell School District","Cromwell Middle School","All Grades","Sit and Reach","97.4","93.0","86.0","80.2","93.3"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","All Grades","Sit and Reach","76.1","77.7","72.7","78.0","80.4"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","All Grades","Sit and Reach","","*","*","0.0","*"
"0345111","0340011","Danbury School District","Broadview Middle School","All Grades","Sit and Reach","58.1","58.4","62.8","60.5","56.4"
"0346111","0340011","Danbury School District","Danbury High School","All Grades","Sit and Reach","63.9","88.5","92.0","91.2","93.4"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","All Grades","Sit and Reach","89.2","80.0","84.1","81.0","94.1"
"0341111","0340011","Danbury School District","Great Plain School","All Grades","Sit and Reach","88.6","73.8","72.9","87.2","87.5"
"0340211","0340011","Danbury School District","Hayestown Avenue School","All Grades","Sit and Reach","66.7","70.7","58.0","66.1","59.3"
"0341711","0340011","Danbury School District","King Street Intermediate School","All Grades","Sit and Reach","93.6","96.8","80.6","88.6","88.6"
"0340611","0340011","Danbury School District","Morris Street School","All Grades","Sit and Reach","83.0","81.3","84.4","94.2","96.2"
"0340811","0340011","Danbury School District","Park Avenue School","All Grades","Sit and Reach","85.2","81.3","86.8","82.1","87.5"
"0341511","0340011","Danbury School District","Pembroke School","All Grades","Sit and Reach","89.8","77.6","90.0","85.2","93.6"
"0345211","0340011","Danbury School District","Rogers Park Middle School","All Grades","Sit and Reach","79.3","64.0","55.9","68.4","64.6"
"0341211","0340011","Danbury School District","Shelter Rock School","All Grades","Sit and Reach","82.6","98.6","83.1","91.6","88.5"
"0341011","0340011","Danbury School District","South Street School","All Grades","Sit and Reach","70.8","81.0","68.3","74.0","83.3"
"0341611","0340011","Danbury School District","Stadley Rough School","All Grades","Sit and Reach","60.0","98.6","94.1","87.7","91.2"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magne","All Grades","Sit and Reach","89.3","92.2","92.6","95.2","87.7"
"0340311","0340011","Danbury School District","Westside Middle School Academy","All Grades","Sit and Reach","","","","70.9","83.1"
"0356111","0350011","Darien School District","Darien High School","All Grades","Sit and Reach","82.8","81.5","82.4","77.0","83.0"
"0350211","0350011","Darien School District","Hindley Elementary School","All Grades","Sit and Reach","95.6","90.7","92.8","83.0","91.4"
"0350711","0350011","Darien School District","Holmes Elementary School","All Grades","Sit and Reach","98.5","94.2","81.8","92.5","87.0"
"0355111","0350011","Darien School District","Middlesex Middle School","All Grades","Sit and Reach","90.1","83.5","90.2","85.7","87.3"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","All Grades","Sit and Reach","80.5","84.6","98.8","66.2","72.7"
"0350511","0350011","Darien School District","Royle Elementary School","All Grades","Sit and Reach","82.7","86.2","84.8","90.9","94.1"
"0350611","0350011","Darien School District","Tokeneke Elementary School","All Grades","Sit and Reach","82.5","86.1","92.1","93.0","94.7"
"0360111","0360011","Deep River School District","Deep River Elementary School","All Grades","Sit and Reach","88.9","84.0","83.7","96.5","91.5"
"0370611","0370011","Derby School District","Bradley School","All Grades","Sit and Reach","91.1","38.5","86.0","76.8","70.6"
"0376111","0370011","Derby School District","Derby High School","All Grades","Sit and Reach","40.4","84.6","81.3","76.5","74.2"
"0375011","0370011","Derby School District","Derby Middle School","All Grades","Sit and Reach","69.5","63.4","73.4","62.4","69.0"
"0370411","0370011","Derby School District","Irving School","All Grades","Sit and Reach","94.3","93.2","81.5","85.7","86.2"
"0406111","0400011","East Granby School District","East Granby High School","All Grades","Sit and Reach","68.2","66.1","78.5","74.6","78.8"
"0405111","0400011","East Granby School District","East Granby Middle School","All Grades","Sit and Reach","91.1","78.7","70.3","65.5","81.0"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","All Grades","Sit and Reach","84.9","80.8","71.4","78.9","83.0"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","All Grades","Sit and Reach","81.6","","","88.0","100.0"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","All Grades","Sit and Reach","77.7","72.3","79.2","82.4","83.4"
"0420311","0420011","East Hampton School District","Center School","All Grades","Sit and Reach","100.0","99.3","95.9","97.8","96.2"
"0426111","0420011","East Hampton School District","East Hampton High School","All Grades","Sit and Reach","69.9","83.0","62.2","77.9","74.5"
"0425111","0420011","East Hampton School District","East Hampton Middle School","All Grades","Sit and Reach","88.0","84.6","78.5","72.7","93.8"
"0430911","0430011","East Hartford School District","Anna E. Norris School","All Grades","Sit and Reach","36.4","93.5","86.2","97.2","87.0"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","All Grades","Sit and Reach","75.6","78.6","84.3","98.0","82.4"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","All Grades","Sit and Reach","83.8","83.8","86.4","86.0","96.4"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","All Grades","Sit and Reach","63.9","72.2","78.8","96.6","95.1"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","All Grades","Sit and Reach","91.5","93.2","78.0","82.7","87.8"
"0436211","0430011","East Hartford School District","East Hartford High School","All Grades","Sit and Reach","81.3","78.4","51.5","61.8","80.8"
"0435111","0430011","East Hartford School District","East Hartford Middle School","All Grades","Sit and Reach","85.0","86.1","83.7","80.3","56.9"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","All Grades","Sit and Reach","92.3","98.0","75.8","98.2","100.0"
"0430511","0430011","East Hartford School District","Hockanum School","All Grades","Sit and Reach","97.1","74.5","66.7","86.5","94.4"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","All Grades","Sit and Reach","78.0","38.5","44.4","72.7","73.8"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","All Grades","Sit and Reach","82.5","87.1","87.1","81.4","94.5"
"0431211","0430011","East Hartford School District","Silver Lane School","All Grades","Sit and Reach","100.0","65.2","30.8","59.6","39.5"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","All Grades","Sit and Reach","70.3","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World La","All Grades","Sit and Reach","94.4","94.9","96.3","91.1","92.8"
"0439011","0430011","East Hartford School District","Woodland School","All Grades","Sit and Reach","","","","39.1","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","All Grades","Sit and Reach","88.8","89.5","90.8","84.3","84.1"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","All Grades","Sit and Reach","97.4","92.7","90.9","91.5","87.5"
"0446111","0440011","East Haven School District","East Haven High School","All Grades","Sit and Reach","96.3","94.5","87.2","91.9","95.2"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","All Grades","Sit and Reach","79.7","95.2","100.0","90.7","98.3"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","All Grades","Sit and Reach","88.0","81.6","82.2","90.2","89.0"
"0440711","0440011","East Haven School District","Momauguin School","All Grades","Sit and Reach","84.8","91.4","81.8","97.8","94.5"
"0450611","0450011","East Lyme School District","Coastal Connections","All Grades","Sit and Reach","","","","","*"
"0456111","0450011","East Lyme School District","East Lyme High School","All Grades","Sit and Reach","94.1","98.0","96.8","95.3","95.0"
"0455111","0450011","East Lyme School District","East Lyme Middle School","All Grades","Sit and Reach","82.5","83.4","84.1","75.7","82.4"
"0450111","0450011","East Lyme School District","Flanders School","All Grades","Sit and Reach","81.7","75.9","85.5","86.5","82.6"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","All Grades","Sit and Reach","95.4","96.9","95.7","94.5","82.6"
