"school_code","district_code","district","school","female","male","total"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","225","275","500"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","231","342","573"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","168","389","557"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","328","440","768"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","115","416","531"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","218","423","641"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","150","535","685"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","251","425","676"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","238","421","659"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","298","554","852"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","190","450","640"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","347","411","758"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","196","374","570"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","26","65","91"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","14","40","54"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","*","*","14"
"2438014","2430014","Cooperative Educational Services","School Readiness","32","22","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","236","237","473"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","26","126","152"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","46","57","103"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","204","204","408"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","*","*","16"
"0320211","0320011","Coventry School District","Coventry Grammar School","205","175","380"
"0326111","0320011","Coventry School District","Coventry High School","262","249","511"
"0320411","0320011","Coventry School District","George Hersey Robertson School","208","200","408"
"0336111","0330011","Cromwell School District","Cromwell High School","270","265","535"
"0335111","0330011","Cromwell School District","Cromwell Middle School","245","264","509"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","227","259","486"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","205","236","441"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","33","45","78"
"0345111","0340011","Danbury School District","Broadview Middle School","506","588","1094"
"0346111","0340011","Danbury School District","Danbury High School","1407","1480","2887"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","183","222","405"
"0341111","0340011","Danbury School District","Great Plain School","169","158","327"
"0340211","0340011","Danbury School District","Hayestown Avenue School","206","205","411"
"0341711","0340011","Danbury School District","King Street Intermediate School","185","178","363"
"0341311","0340011","Danbury School District","King Street Primary School","199","205","404"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","57","108","165"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","199","202","401"
"0340611","0340011","Danbury School District","Morris Street School","194","226","420"
"0340811","0340011","Danbury School District","Park Avenue School","212","219","431"
"0341511","0340011","Danbury School District","Pembroke School","177","185","362"
"0345211","0340011","Danbury School District","Rogers Park Middle School","597","603","1200"
"0341211","0340011","Danbury School District","Shelter Rock School","192","224","416"
"0341011","0340011","Danbury School District","South Street School","181","187","368"
"0341611","0340011","Danbury School District","Stadley Rough School","240","209","449"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","220","211","431"
"0356111","0350011","Darien School District","Darien High School","671","658","1329"
"0350211","0350011","Darien School District","Hindley Elementary School","273","306","579"
"0350711","0350011","Darien School District","Holmes Elementary School","220","213","433"
"0355111","0350011","Darien School District","Middlesex Middle School","538","597","1135"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","217","257","474"
"0350511","0350011","Darien School District","Royle Elementary School","198","215","413"
"0350611","0350011","Darien School District","Tokeneke Elementary School","238","258","496"
"0360111","0360011","Deep River School District","Deep River Elementary School","176","171","347"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","*","*"
"0370611","0370011","Derby School District","Bradley School","180","165","345"
"0376111","0370011","Derby School District","Derby High School","175","186","361"
"0375011","0370011","Derby School District","Derby Middle School","185","181","366"
"0370411","0370011","Derby School District","Irving School","200","220","420"
"0400111","0400011","East Granby School District","Allgrove School","100","141","241"
"0406111","0400011","East Granby School District","East Granby High School","121","150","271"
"0405111","0400011","East Granby School District","East Granby Middle School","104","109","213"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","76","61","137"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","172","165","337"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","197","202","399"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","250","258","508"
"0420311","0420011","East Hampton School District","Center School","132","153","285"
"0426111","0420011","East Hampton School District","East Hampton High School","282","241","523"
"0425111","0420011","East Hampton School District","East Hampton Middle School","224","225","449"
"0420111","0420011","East Hampton School District","Memorial School","300","331","631"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","6"
"0430911","0430011","East Hartford School District","Anna E. Norris School","138","142","280"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","121","67","188"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","186","185","371"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","169","218","387"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","241","263","504"
"0436211","0430011","East Hartford School District","East Hartford High School","815","827","1642"
"0435111","0430011","East Hartford School District","East Hartford Middle School","503","541","1044"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","151","172","323"
"0430511","0430011","East Hartford School District","Hockanum School","149","144","293"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","160","154","314"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","222","284","506"
"0431211","0430011","East Hartford School District","Silver Lane School","142","133","275"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","52","121","173"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","174","134","308"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","105","132","237"
"0439011","0430011","East Hartford School District","Woodland School","29","162","191"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","152","127","279"
"0441411","0440011","East Haven School District","D. C. Moore School","130","139","269"
"0440111","0440011","East Haven School District","Deer Run School","160","169","329"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","107","121","228"
"0446111","0440011","East Haven School District","East Haven High School","459","464","923"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","90","97","187"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","272","322","594"
"0440711","0440011","East Haven School District","Momauguin School","79","101","180"
"0441811","0440011","East Haven School District","Overbrook Elementary School","93","97","190"
"0449011","0440011","East Haven School District","Pathways","7","32","39"
"0456111","0450011","East Lyme School District","East Lyme High School","579","550","1129"
"0455111","0450011","East Lyme School District","East Lyme Middle School","449","422","871"
"0450111","0450011","East Lyme School District","Flanders School","163","198","361"
"0458011","0450011","East Lyme School District","Integrated Preschool","16","24","40"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","164","171","335"
"0450211","0450011","East Lyme School District","Niantic Center School","94","104","198"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","265","249","514"
"0476111","0470011","East Windsor School District","East Windsor High School","170","192","362"
"0475411","0470011","East Windsor School District","East Windsor Middle School","192","186","378"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","95","41","136"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","17","66","83"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","57","54","111"
"0390111","0390011","Eastford School District","Eastford Elementary School","82","86","168"
"0465111","0460011","Easton School District","Helen Keller Middle School","166","224","390"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","300","329","629"
"2428014","2420014","EdAdvance","EdAdvance Headstart","112","104","216"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","9","24","33"
"0480111","0480011","Ellington School District","Center School","217","215","432"
"0480211","0480011","Ellington School District","Crystal Lake School","91","119","210"
"0486111","0480011","Ellington School District","Ellington High School","419","370","789"
"0485111","0480011","Ellington School District","Ellington Middle School","200","228","428"
"0480711","0480011","Ellington School District","Windermere Intermediate School","195","227","422"
"0480611","0480011","Ellington School District","Windermere School","219","214","433"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","322","282","604"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","179","180","359"
"0491611","0490011","Enfield School District","Eli Whitney School","184","212","396"
"0496111","0490011","Enfield School District","Enfield High School","348","379","727"
"0490211","0490011","Enfield School District","Enfield Street School","159","143","302"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","11","10","21"
"0496211","0490011","Enfield School District","Enrico Fermi High School","489","499","988"
"0490411","0490011","Enfield School District","Hazardville Memorial School","177","204","381"
"0498011","0490011","Enfield School District","Head Start Program","51","53","104"
"0491811","0490011","Enfield School District","Henry Barnard School","182","203","385"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","549","599","1148"
"0491111","0490011","Enfield School District","Nathan Hale School","120","102","222"
"0491511","0490011","Enfield School District","Prudence Crandall School","207","219","426"
"0500111","0500011","Essex School District","Essex Elementary School","246","282","528"
"2726113","2720013","Explorations District","Explorations","34","39","73"
"0510211","0510011","Fairfield School District","Burr Elementary School","217","228","445"
"0510111","0510011","Fairfield School District","Dwight Elementary School","136","142","278"
"0518011","0510011","Fairfield School District","Early Childhood Center","46","86","132"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","815","737","1552"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","691","727","1418"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","397","454","851"
"0510411","0510011","Fairfield School District","Holland Hill School","201","179","380"
"0511711","0510011","Fairfield School District","Jennings School","145","189","334"
"0510611","0510011","Fairfield School District","McKinley School","220","220","440"
"0510711","0510011","Fairfield School District","Mill Hill School","219","226","445"
"0511611","0510011","Fairfield School District","North Stratfield School","211","243","454"
"0511811","0510011","Fairfield School District","Osborn Hill School","247","271","518"
"0511211","0510011","Fairfield School District","Riverfield School","200","209","409"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","455","485","940"
"0511311","0510011","Fairfield School District","Sherman School","233","216","449"
"0511411","0510011","Fairfield School District","Stratfield School","230","275","505"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","364","380","744"
"0520411","0520011","Farmington School District","East Farms School","211","224","435"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","28","33","61"
"0526111","0520011","Farmington School District","Farmington High School","629","693","1322"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","280","330","610"
"0520211","0520011","Farmington School District","Noah Wallace School","174","184","358"
"0520111","0520011","Farmington School District","Union School","158","162","320"
"0520311","0520011","Farmington School District","West District School","178","187","365"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","273","305","578"
"0530111","0530011","Franklin School District","Franklin Elementary School","99","101","200"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","254","232","486"
"0540311","0540011","Glastonbury School District","Eastbury School","149","170","319"
"0540811","0540011","Glastonbury School District","Gideon Welles School","246","279","525"
"0546111","0540011","Glastonbury School District","Glastonbury High School","1153","1086","2239"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","228","243","471"
"0540611","0540011","Glastonbury School District","Hopewell School","217","239","456"
"0540711","0540011","Glastonbury School District","Naubuc School","238","204","442"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","335","288","623"
"0545211","0540011","Glastonbury School District","Smith Middle School","512","513","1025"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","186","200","386"
"0566111","0560011","Granby School District","Granby Memorial High School","370","389","759"
"0565111","0560011","Granby School District","Granby Memorial Middle School","162","167","329"
"0560411","0560011","Granby School District","Kelly Lane Primary School","161","166","327"
"0560311","0560011","Granby School District","Wells Road Intermediate School","147","156","303"
"0575111","0570011","Greenwich School District","Central Middle School","289","310","599"
"0570211","0570011","Greenwich School District","Cos Cob School","217","217","434"
"0575211","0570011","Greenwich School District","Eastern Middle School","392","390","782"
"0570411","0570011","Greenwich School District","Glenville School","208","199","407"
"0576111","0570011","Greenwich School District","Greenwich High School","1306","1371","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","206","203","409"
"0571311","0570011","Greenwich School District","International School At Dundee","202","167","369"
"0570311","0570011","Greenwich School District","Julian Curtiss School","173","171","344"
"0570611","0570011","Greenwich School District","New Lebanon School","114","147","261"
"0570711","0570011","Greenwich School District","North Mianus School","222","243","465"
"0570811","0570011","Greenwich School District","North Street School","195","219","414"
"0570911","0570011","Greenwich School District","Old Greenwich School","205","220","425"
"0571111","0570011","Greenwich School District","Parkway School","115","157","272"
"0571011","0570011","Greenwich School District","Riverside School","212","270","482"
"0575311","0570011","Greenwich School District","Western Middle School","242","262","504"
"0580311","0580011","Griswold School District","Griswold Elementary School","361","388","749"
"0586211","0580011","Griswold School District","Griswold High School","314","310","624"
"0585111","0580011","Griswold School District","Griswold Middle School","288","297","585"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","223","239","462"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","187","231","418"
"0591811","0590011","Groton School District","Charles Barnum School","217","184","401"
"0590311","0590011","Groton School District","Claude Chester School","179","171","350"
"0591711","0590011","Groton School District","Mary Morrisson School","176","187","363"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","196","207","403"
"0591211","0590011","Groton School District","Pleasant Valley School","160","180","340"
"0596111","0590011","Groton School District","Robert E. Fitch High School","600","583","1183"
"0590111","0590011","Groton School District","S. B. Butler School","172","180","352"
"0595211","0590011","Groton School District","West Side Middle School","244","262","506"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","288","278","566"
"0600611","0600011","Guilford School District","A. W. Cox School","155","177","332"
"0600411","0600011","Guilford School District","Calvin Leete School","138","154","292"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","300","292","592"
"0606111","0600011","Guilford School District","Guilford High School","521","549","1070"
"0600211","0600011","Guilford School District","Guilford Lakes School","177","185","362"
"0600311","0600011","Guilford School District","Melissa Jones School","164","184","348"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","38","62","100"
"0621211","0620011","Hamden School District","Bear Path School","230","233","463"
"0620211","0620011","Hamden School District","Church Street School","187","183","370"
"0620311","0620011","Hamden School District","Dunbar Hill School","148","160","308"
"0626111","0620011","Hamden School District","Hamden High School","871","931","1802"
"0625211","0620011","Hamden School District","Hamden Middle School","420","479","899"
"0620411","0620011","Hamden School District","Helen Street School","116","172","288"
"0621111","0620011","Hamden School District","Ridge Hill School","151","183","334"
"0620111","0620011","Hamden School District","Shepherd Glen School","164","172","336"
"0621011","0620011","Hamden School District","Spring Glen School","207","222","429"
"0621411","0620011","Hamden School District","West Woods School","233","228","461"
"0630111","0630011","Hampton School District","Hampton Elementary School","42","74","116"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","258","298","556"
"0640411","0640011","Hartford School District","Batchelder School","240","280","520"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","147","176","323"
"0643811","0640011","Hartford School District","Betances STEM Magnet School","29","58","87"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","112","110","222"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","189","166","355"
"0647111","0640011","Hartford School District","Bulkeley High School","183","224","407"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","252","334","586"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","287","311","598"
"0642311","0640011","Hartford School District","Burr School","335","394","729"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","353","321","674"
"0642411","0640011","Hartford School District","Clark School","190","189","379"
"0646411","0640011","Hartford School District","Classical Magnet School","410","291","701"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","120","124","244"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","23","34","57"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","242","328","570"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","331","371","702"
"0643611","0640011","Hartford School District","Global Communications Academy","222","198","420"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","171","103","274"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","132","306","438"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","268","265","533"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","330","159","489"
