"school_code","district_code","district","school","special_education_status","2011_12","2012_13","2013_14","2014_15","2015_16"
"0937011","0930011","New Haven School District","New Haven Academy","Non-Special Education","17.5","23.5","45.3","13.8","*"
"0937011","0930011","New Haven School District","New Haven Academy","Special Education","32.1","34.6","60.7","29.6","*"
"0932211","0930011","New Haven School District","New Horizons High School","Non-Special Education","","","","93.4","86.2"
"0932211","0930011","New Haven School District","New Horizons High School","Special Education","","","","96.6","95.7"
"0932611","0930011","New Haven School District","New Light High School","Non-Special Education","","","","*","*"
"0932611","0930011","New Haven School District","New Light High School","Special Education","","","","*","*"
"0937311","0930011","New Haven School District","Off-Campus Classroom Program (OCC)","Non-Special Education","","","","","*"
"0937311","0930011","New Haven School District","Off-Campus Classroom Program (OCC)","Special Education","","","","","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","Non-Special Education","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","Special Education","*","*","*","*","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","Non-Special Education","","*","28.1","21.6","9.7"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","Special Education","","*","45.8","38.5","22.6"
"0939111","0930011","New Haven School District","Riverside Education Academy","Non-Special Education","65.3","60.2","79.7","60.0","83.7"
"0939111","0930011","New Haven School District","Riverside Education Academy","Special Education","70.0","51.6","76.3","55.9","63.3"
"0931011","0930011","New Haven School District","Ross/Woodward School","Non-Special Education","*","*","12.9","16.2","11.1"
"0931011","0930011","New Haven School District","Ross/Woodward School","Special Education","*","*","14.3","27.3","29.6"
"0936711","0930011","New Haven School District","Sound School","Non-Special Education","10.5","15.9","15.5","20.0","13.3"
"0936711","0930011","New Haven School District","Sound School","Special Education","17.8","22.9","20.0","15.4","10.2"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","Non-Special Education","28.6","*","30.3","28.6","18.9"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","Special Education","41.9","*","34.0","27.8","20.8"
"0932911","0930011","New Haven School District","Truman School","Non-Special Education","21.3","15.3","19.4","21.1","16.7"
"0932911","0930011","New Haven School District","Truman School","Special Education","34.5","14.8","32.8","16.7","18.0"
"0934911","0930011","New Haven School District","West Rock Authors Academy","Non-Special Education","*","*","27.8","29.8","18.2"
"0934911","0930011","New Haven School District","West Rock Authors Academy","Special Education","*","*","40.0","44.0","40.0"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","Non-Special Education","15.3","*","27.8","30.4","21.0"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","Special Education","25.6","*","40.0","43.9","15.5"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Non-Special Education","54.2","51.5","45.6","49.6","39.1"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Special Education","62.0","58.2","59.4","55.7","55.1"
"0933811","0930011","New Haven School District","Worthington Hooker School","Non-Special Education","6.0","*","8.5","*","*"
"0933811","0930011","New Haven School District","Worthington Hooker School","Special Education","0.0","*","16.7","*","*"
"0950311","0950011","New London School District","Jennings School","Non-Special Education","23.7","16.6","19.6","18.9","17.6"
"0950311","0950011","New London School District","Jennings School","Special Education","18.2","20.6","25.7","23.6","16.2"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","Non-Special Education","18.9","11.2","10.3","14.5","12.4"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","Special Education","42.4","23.6","23.4","23.1","16.8"
"0950611","0950011","New London School District","Early Childhood Center at Harbor","Non-Special Education","","","","*","*"
"0950611","0950011","New London School District","Early Childhood Center at Harbor","Special Education","","","","*","*"
"0950211","0950011","New London School District","Harbor School","Non-Special Education","15.6","","","",""
"0950211","0950011","New London School District","Harbor School","Special Education","23.1","","","",""
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","Non-Special Education","19.2","19.7","2.9","14.5","14.5"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","Special Education","26.1","21.4","13.2","23.8","22.2"
"0959111","0950011","New London School District","New London Clinical Day Program","Special Education","76.2","54.5","","",""
"0956111","0950011","New London School District","New London High School","Non-Special Education","25.6","17.7","20.6","15.1","15.0"
"0956111","0950011","New London School District","New London High School","Special Education","34.0","30.3","39.4","27.2","27.4"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","Non-Special Education","39.3","19.0","35.9","19.6","13.6"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","Special Education","54.8","33.0","54.7","26.1","21.3"
"0960511","0960011","New Milford School District","Hill And Plain School","Non-Special Education","6.2","5.8","5.4","6.3","*"
"0960511","0960011","New Milford School District","Hill And Plain School","Special Education","11.5","11.9","14.0","15.4","*"
"0960711","0960011","New Milford School District","John Pettibone School","Non-Special Education","*","*","*","*",""
"0960711","0960011","New Milford School District","John Pettibone School","Special Education","*","*","*","*",""
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","Special Education","*","*","*","*","*"
"0966111","0960011","New Milford School District","New Milford High School","Non-Special Education","14.4","12.3","12.8","8.0","6.9"
"0966111","0960011","New Milford School District","New Milford High School","Special Education","39.5","39.9","38.6","27.6","18.2"
"0960811","0960011","New Milford School District","Northville Elementary School","Non-Special Education","7.8","3.6","5.2","3.1","4.8"
"0960811","0960011","New Milford School District","Northville Elementary School","Special Education","17.0","13.6","13.6","14.0","17.4"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","Non-Special Education","4.9","6.0","4.5","2.6","2.5"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","Special Education","8.3","10.3","7.1","7.5","8.1"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","Non-Special Education","7.4","8.8","6.6","4.9","2.8"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","Special Education","19.0","16.0","13.8","12.0","13.2"
"0940611","0940011","Newington School District","Anna Reynolds School","Non-Special Education","*","*","*","*","*"
"0940611","0940011","Newington School District","Anna Reynolds School","Special Education","*","0.0","*","*","*"
"0940211","0940011","Newington School District","Elizabeth Green School","Non-Special Education","*","*","*","*","2.4"
"0940211","0940011","Newington School District","Elizabeth Green School","Special Education","*","*","*","*","0.0"
"0940811","0940011","Newington School District","John Paterson School","Non-Special Education","1.9","*","*","*","*"
"0940811","0940011","Newington School District","John Paterson School","Special Education","9.7","*","*","*","*"
"0945311","0940011","Newington School District","John Wallace Middle School","Non-Special Education","4.3","*","*","*","*"
"0945311","0940011","Newington School District","John Wallace Middle School","Special Education","7.2","*","*","*","*"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","Non-Special Education","3.7","*","3.5","*","*"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","Special Education","13.2","*","10.5","*","*"
"0946111","0940011","Newington School District","Newington High School","Non-Special Education","4.4","5.4","12.9","12.1","8.9"
"0946111","0940011","Newington School District","Newington High School","Special Education","15.1","15.6","22.8","19.2","16.5"
"0940711","0940011","Newington School District","Ruth Chaffee School","Non-Special Education","*","*","*","*","*"
"0940711","0940011","Newington School District","Ruth Chaffee School","Special Education","*","*","*","*","*"
"0970111","0970011","Newtown School District","Hawley Elementary School","Non-Special Education","*","*","*","*","*"
"0970111","0970011","Newtown School District","Hawley Elementary School","Special Education","*","*","*","0.0","*"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","Non-Special Education","*","*","*","*","*"
