"school_code","district_code","district","school","subject","special_education","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","ELA","N","147","*","*","*","*","*","*","*","*","*","*","509"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","Math","N","147","*","*","*","*","*","*","*","*","*","*","476"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","ELA","N","172","*","*","*","*","*","*","*","*","*","*","479"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","ELA","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","Math","N","172","*","*","*","*","*","*","*","*","*","*","452"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","Math","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","ELA","N","119","26","21.8","37","31.1","*","*","*","*","*","*","474"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","ELA","Y","20","11","55.0","*","*","*","*","0","0.0","*","*","414"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","Math","N","119","42","35.3","*","*","*","*","0","0.0","*","*","445"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","Math","Y","20","*","*","*","*","0","0.0","0","0.0","0","0.0","391"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","ELA","N","104","*","*","*","*","*","*","*","*","*","*","486"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","ELA","Y","14","*","*","*","*","*","*","*","*","*","*","*"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","Math","N","103","*","*","*","*","*","*","*","*","*","*","479"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","Math","Y","14","*","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"0320111","0320011","Coventry School District","Coventry Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0320111","0320011","Coventry School District","Coventry Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0320111","0320011","Coventry School District","Coventry Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0320111","0320011","Coventry School District","Coventry Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0326111","0320011","Coventry School District","Coventry High School","ELA","N","117","*","*","*","*","*","*","*","*","*","*","549"
"0326111","0320011","Coventry School District","Coventry High School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"0326111","0320011","Coventry School District","Coventry High School","Math","N","117","*","*","*","*","*","*","*","*","*","*","528"
"0326111","0320011","Coventry School District","Coventry High School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"0336111","0330011","Cromwell School District","Cromwell High School","ELA","N","127","*","*","*","*","*","*","*","*","*","*","547"
"0336111","0330011","Cromwell School District","Cromwell High School","ELA","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"0336111","0330011","Cromwell School District","Cromwell High School","Math","N","127","*","*","*","*","*","*","*","*","*","*","529"
"0336111","0330011","Cromwell School District","Cromwell High School","Math","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","ELA","N","14","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","Math","N","14","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0346111","0340011","Danbury School District","Danbury High School","ELA","N","564","117","20.7","123","21.8","*","*","*","*","*","*","500"
"0346111","0340011","Danbury School District","Danbury High School","ELA","Y","55","42","76.4","*","*","*","*","0","0.0","*","*","387"
"0346111","0340011","Danbury School District","Danbury High School","Math","N","564","165","29.3","241","42.7","125","22.2","33","5.9","158","28.0","474"
"0346111","0340011","Danbury School District","Danbury High School","Math","Y","55","43","78.2","12","21.8","0","0.0","0","0.0","0","0.0","374"
"0356111","0350011","Darien School District","Darien High School","ELA","N","274","*","*","*","*","104","38.0","*","*","*","*","632"
"0356111","0350011","Darien School District","Darien High School","ELA","Y","36","*","*","*","*","26","72.2","*","*","*","*","524"
"0356111","0350011","Darien School District","Darien High School","Math","N","274","*","*","23","8.4","109","39.8","*","*","*","*","643"
"0356111","0350011","Darien School District","Darien High School","Math","Y","36","*","*","20","55.6","8","22.2","*","*","*","*","502"
"0376111","0370011","Derby School District","Derby High School","ELA","N","79","*","*","*","*","*","*","*","*","*","*","454"
"0376111","0370011","Derby School District","Derby High School","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0376111","0370011","Derby School District","Derby High School","Math","N","79","*","*","*","*","*","*","0","0.0","*","*","438"
"0376111","0370011","Derby School District","Derby High School","Math","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0406111","0400011","East Granby School District","East Granby High School","ELA","N","55","*","*","*","*","*","*","*","*","*","*","571"
"0406111","0400011","East Granby School District","East Granby High School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"0406111","0400011","East Granby School District","East Granby High School","Math","N","55","*","*","*","*","*","*","*","*","*","*","531"
"0406111","0400011","East Granby School District","East Granby High School","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","ELA","N","71","*","*","*","*","*","*","*","*","*","*","543"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","Math","N","71","*","*","*","*","*","*","*","*","*","*","490"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","Math","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0426111","0420011","East Hampton School District","East Hampton High School","ELA","N","118","*","*","*","*","*","*","*","*","*","*","561"
"0426111","0420011","East Hampton School District","East Hampton High School","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"0426111","0420011","East Hampton School District","East Hampton High School","Math","N","118","*","*","*","*","*","*","*","*","*","*","520"
"0426111","0420011","East Hampton School District","East Hampton High School","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"0420111","0420011","East Hampton School District","Memorial School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0420111","0420011","East Hampton School District","Memorial School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","ELA","N","50","*","*","*","*","32","64.0","10","20.0","42","84.0","551"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","Math","N","50","*","*","28","56.0","13","26.0","*","*","*","*","522"
"0436211","0430011","East Hartford School District","East Hartford High School","ELA","N","334","89","26.6","*","*","*","*","16","4.8","*","*","472"
"0436211","0430011","East Hartford School District","East Hartford High School","ELA","Y","32","27","84.4","*","*","*","*","0","0.0","*","*","373"
"0436211","0430011","East Hartford School District","East Hartford High School","Math","N","334","102","30.5","*","*","*","*","8","2.4","*","*","462"
"0436211","0430011","East Hartford School District","East Hartford High School","Math","Y","32","27","84.4","*","*","*","*","0","0.0","*","*","366"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","ELA","N","19","*","*","*","*","*","*","*","*","*","*","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","Math","N","19","*","*","*","*","*","*","*","*","*","*","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0446111","0440011","East Haven School District","East Haven High School","ELA","N","179","33","18.4","43","24.0","*","*","*","*","*","*","496"
"0446111","0440011","East Haven School District","East Haven High School","ELA","Y","35","23","65.7","*","*","*","*","0","0.0","*","*","405"
"0446111","0440011","East Haven School District","East Haven High School","Math","N","179","52","29.1","*","*","*","*","7","3.9","*","*","466"
"0446111","0440011","East Haven School District","East Haven High School","Math","Y","35","29","82.9","*","*","*","*","0","0.0","*","*","370"
"0450611","0450011","East Lyme School District","Coastal Connections","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0456111","0450011","East Lyme School District","East Lyme High School","ELA","N","227","*","*","*","*","132","58.1","*","*","*","*","584"
"0456111","0450011","East Lyme School District","East Lyme High School","ELA","Y","23","*","*","*","*","9","39.1","*","*","*","*","502"
"0456111","0450011","East Lyme School District","East Lyme High School","Math","N","227","*","*","63","27.8","98","43.2","*","*","*","*","567"
"0456111","0450011","East Lyme School District","East Lyme High School","Math","Y","23","11","47.8","*","*","0","0.0","*","*","*","*","430"
"0476111","0470011","East Windsor School District","East Windsor High School","ELA","N","55","*","*","*","*","*","*","*","*","*","*","516"
"0476111","0470011","East Windsor School District","East Windsor High School","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"0476111","0470011","East Windsor School District","East Windsor High School","Math","N","55","*","*","*","*","*","*","*","*","*","*","489"
"0476111","0470011","East Windsor School District","East Windsor High School","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Math","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELA","N","29","*","*","*","*","*","*","*","*","*","*","483"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Math","N","29","*","*","*","*","*","*","0","0.0","*","*","414"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Math","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","Education Connection Special Education","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","Education Connection Special Education","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0486111","0480011","Ellington School District","Ellington High School","ELA","N","186","*","*","*","*","*","*","*","*","*","*","551"
"0486111","0480011","Ellington School District","Ellington High School","ELA","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"0486111","0480011","Ellington School District","Ellington High School","Math","N","186","*","*","*","*","*","*","*","*","*","*","539"
"0486111","0480011","Ellington School District","Ellington High School","Math","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0496111","0490011","Enfield School District","Enfield High School","ELA","N","134","*","*","*","*","*","*","*","*","*","*","509"
"0496111","0490011","Enfield School District","Enfield High School","ELA","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"0496111","0490011","Enfield School District","Enfield High School","Math","N","134","*","*","*","*","*","*","*","*","*","*","508"
"0496111","0490011","Enfield School District","Enfield High School","Math","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"0496211","0490011","Enfield School District","Enrico Fermi High School","ELA","N","171","*","*","40","23.4","*","*","14","8.2","*","*","516"
"0496211","0490011","Enfield School District","Enrico Fermi High School","ELA","Y","25","*","*","11","44.0","*","*","0","0.0","*","*","420"
"0496211","0490011","Enfield School District","Enrico Fermi High School","Math","N","171","28","16.4","85","49.7","*","*","*","*","*","*","495"
"0496211","0490011","Enfield School District","Enrico Fermi High School","Math","Y","25","17","68.0","*","*","*","*","0","0.0","*","*","392"
"2726113","2720013","Explorations District","Explorations","ELA","N","14","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","Math","N","14","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","Math","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","ELA","N","320","*","*","17","5.3","186","58.1","*","*","*","*","592"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","ELA","Y","30","*","*","11","36.7","10","33.3","*","*","*","*","487"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","Math","N","320","*","*","76","23.8","167","52.2","*","*","*","*","580"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","Math","Y","30","*","*","14","46.7","*","*","0","0.0","*","*","459"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","ELA","N","319","*","*","22","6.9","179","56.1","*","*","*","*","574"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","ELA","Y","31","16","51.6","*","*","6","19.4","*","*","*","*","456"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","Math","N","319","17","5.3","101","31.7","*","*","*","*","*","*","559"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","Math","Y","31","16","51.6","11","35.5","*","*","*","*","*","*","434"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0526111","0520011","Farmington School District","Farmington High School","ELA","N","267","*","*","19","7.1","133","49.8","*","*","*","*","591"
"0526111","0520011","Farmington School District","Farmington High School","ELA","Y","31","10","32.3","*","*","11","35.5","*","*","*","*","461"
"0526111","0520011","Farmington School District","Farmington High School","Math","N","267","*","*","75","28.1","*","*","84","31.5","*","*","584"
"0526111","0520011","Farmington School District","Farmington High School","Math","Y","31","*","*","16","51.6","*","*","0","0.0","*","*","444"
"0546111","0540011","Glastonbury School District","Glastonbury High School","ELA","N","443","*","*","37","8.4","258","58.2","*","*","*","*","580"
"0546111","0540011","Glastonbury School District","Glastonbury High School","ELA","Y","34","*","*","11","32.4","13","38.2","*","*","*","*","464"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Math","N","443","14","3.2","101","22.8","197","44.5","131","29.6","328","74.0","593"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Math","Y","34","15","44.1","13","38.2","6","17.6","0","0.0","6","17.6","439"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0566111","0560011","Granby School District","Granby Memorial High School","ELA","N","135","*","*","*","*","*","*","*","*","*","*","578"
"0566111","0560011","Granby School District","Granby Memorial High School","ELA","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"0566111","0560011","Granby School District","Granby Memorial High School","Math","N","135","*","*","*","*","*","*","*","*","*","*","567"
"0566111","0560011","Granby School District","Granby Memorial High School","Math","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0576111","0570011","Greenwich School District","Greenwich High School","ELA","N","541","*","*","47","8.7","258","47.7","*","*","*","*","591"
"0576111","0570011","Greenwich School District","Greenwich High School","ELA","Y","68","24","35.3","21","30.9","*","*","*","*","23","33.8","457"
"0576111","0570011","Greenwich School District","Greenwich High School","Math","N","541","*","*","131","24.2","181","33.5","*","*","*","*","596"
"0576111","0570011","Greenwich School District","Greenwich High School","Math","Y","68","28","41.2","30","44.1","*","*","*","*","10","14.7","437"
"0580111","0580011","Griswold School District","Griswold Alternative School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0586211","0580011","Griswold School District","Griswold High School","ELA","N","114","*","*","*","*","*","*","*","*","*","*","529"
"0586211","0580011","Griswold School District","Griswold High School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"0586211","0580011","Griswold School District","Griswold High School","Math","N","114","*","*","*","*","*","*","*","*","*","*","497"
"0586211","0580011","Griswold School District","Griswold High School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0596111","0590011","Groton School District","Robert E. Fitch High School","ELA","N","215","*","*","*","*","*","*","*","*","*","*","534"
"0596111","0590011","Groton School District","Robert E. Fitch High School","ELA","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Math","N","215","*","*","*","*","*","*","*","*","*","*","512"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Math","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"0606111","0600011","Guilford School District","Guilford High School","ELA","N","230","*","*","*","*","128","55.7","*","*","*","*","595"
"0606111","0600011","Guilford School District","Guilford High School","ELA","Y","24","*","*","*","*","11","45.8","*","*","*","*","511"
"0606111","0600011","Guilford School District","Guilford High School","Math","N","229","9","3.9","64","27.9","*","*","*","*","*","*","572"
"0606111","0600011","Guilford School District","Guilford High School","Math","Y","24","10","41.7","9","37.5","*","*","*","*","*","*","450"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0626111","0620011","Hamden School District","Hamden High School","ELA","N","334","*","*","60","18.0","*","*","65","19.5","*","*","533"
"0626111","0620011","Hamden School District","Hamden High School","ELA","Y","29","15","51.7","*","*","*","*","0","0.0","*","*","403"
"0626111","0620011","Hamden School District","Hamden High School","Math","N","334","56","16.8","*","*","94","28.1","*","*","*","*","503"
"0626111","0620011","Hamden School District","Hamden High School","Math","Y","29","*","*","*","*","0","0.0","0","0.0","0","0.0","368"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","ELA","N","139","*","*","*","*","*","*","*","*","*","*","412"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","ELA","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Math","N","139","*","*","*","*","*","*","0","0.0","*","*","394"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Math","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","N","31","*","*","*","*","*","*","0","0.0","*","*","450"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","N","31","*","*","*","*","*","*","0","0.0","*","*","433"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","N","68","*","*","*","*","*","*","*","*","*","*","527"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","N","68","*","*","*","*","*","*","*","*","*","*","474"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"0646011","0640011","Hartford School District","Culinary Arts Academy","ELA","N","42","*","*","*","*","*","*","0","0.0","*","*","409"
"0646011","0640011","Hartford School District","Culinary Arts Academy","ELA","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Math","N","42","*","*","*","*","0","0.0","0","0.0","0","0.0","387"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","Math","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","ELA","N","51","*","*","*","*","*","*","*","*","*","*","399"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","ELA","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Math","N","51","*","*","*","*","*","*","*","*","*","*","396"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","ELA","N","67","*","*","*","*","*","*","0","0.0","*","*","404"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","ELA","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Math","N","67","*","*","*","*","0","0.0","0","0.0","0","0.0","387"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","ELA","N","66","*","*","*","*","*","*","0","0.0","*","*","412"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","ELA","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Math","N","66","*","*","*","*","*","*","0","0.0","*","*","405"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Math","Y","11","*","*","*","*","*","*","*","*","*","*","*"
