"school_code","district_code","district","school","subject","special_education","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"1406211","1400011","Thomaston School District","Thomaston High School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1406211","1400011","Thomaston School District","Thomaston High School","Math","N","53","*","*","*","*","*","*","*","*","*","*","489"
"1406211","1400011","Thomaston School District","Thomaston High School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Math","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","ELA","N","183","*","*","*","*","*","*","*","*","*","*","582"
"1426111","1420011","Tolland School District","Tolland High School","ELA","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","Math","N","183","*","*","*","*","*","*","*","*","*","*","583"
"1426111","1420011","Tolland School District","Tolland High School","Math","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","ELA","N","174","*","*","*","*","*","*","*","*","*","*","501"
"1436111","1430011","Torrington School District","Torrington High School","ELA","Y","17","*","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","Math","N","174","*","*","*","*","*","*","*","*","*","*","479"
"1436111","1430011","Torrington School District","Torrington High School","Math","Y","17","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","N","450","*","*","44","9.8","275","61.1","*","*","*","*","566"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","Y","36","11","30.6","*","*","11","30.6","*","*","*","*","475"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","N","450","20","4.4","148","32.9","*","*","*","*","282","62.7","568"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","Y","36","13","36.1","16","44.4","*","*","*","*","7","19.4","464"
"3470115","3470015","Unified School District #2","Children's Place School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","1460011","Vernon School District","Hartford Detention Center","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","1460011","Vernon School District","Hartford Detention Center","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","ELA","N","173","*","*","*","*","*","*","*","*","*","*","529"
"1466111","1460011","Vernon School District","Rockville High School","ELA","Y","14","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","Math","N","173","*","*","*","*","*","*","*","*","*","*","505"
"1466111","1460011","Vernon School District","Rockville High School","Math","Y","14","*","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","N","228","21","9.2","*","*","*","*","*","*","*","*","522"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","Y","23","17","73.9","*","*","*","*","*","*","*","*","403"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","N","228","37","16.2","120","52.6","63","27.6","8","3.5","71","31.1","494"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","Y","23","15","65.2","8","34.8","0","0.0","0","0.0","0","0.0","384"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","N","193","*","*","*","*","*","*","*","*","*","*","546"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","N","193","*","*","*","*","*","*","*","*","*","*","511"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","N","192","83","43.2","51","26.6","49","25.5","9","4.7","58","30.2","445"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","Y","46","36","78.3","10","21.7","0","0.0","0","0.0","0","0.0","374"
"1516211","1510011","Waterbury School District","Crosby High School","Math","N","191","112","58.6","58","30.4","*","*","*","*","21","11.0","414"
"1516211","1510011","Waterbury School District","Crosby High School","Math","Y","46","37","80.4","9","19.6","0","0.0","0","0.0","0","0.0","367"
"1519111","1510011","Waterbury School District","Enlightenment School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1513911","1510011","Waterbury School District","Excel III","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1513911","1510011","Waterbury School District","Excel III","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","N","210","83","39.5","*","*","*","*","10","4.8","*","*","453"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","Y","36","31","86.1","*","*","*","*","0","0.0","*","*","375"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","N","208","102","49.0","*","*","15","7.2","*","*","*","*","423"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","Y","36","*","*","*","*","0","0.0","0","0.0","0","0.0","361"
"1519011","1510011","Waterbury School District","State Street School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELA","N","101","*","*","*","*","*","*","*","*","*","*","506"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELA","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Math","N","101","*","*","*","*","*","*","*","*","*","*","472"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Math","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","ELA","N","192","*","*","*","*","*","*","*","*","*","*","479"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","ELA","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Math","N","192","*","*","*","*","*","*","0","0.0","*","*","443"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Math","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"1516311","1510011","Waterbury School District","Wilby High School","ELA","N","191","71","37.2","*","*","*","*","7","3.7","*","*","447"
"1516311","1510011","Waterbury School District","Wilby High School","ELA","Y","43","36","83.7","*","*","*","*","0","0.0","*","*","367"
"1516311","1510011","Waterbury School District","Wilby High School","Math","N","191","111","58.1","*","*","*","*","*","*","*","*","411"
"1516311","1510011","Waterbury School District","Wilby High School","Math","Y","42","39","92.9","*","*","*","*","0","0.0","*","*","351"
"1526111","1520011","Waterford School District","Waterford High School","ELA","N","180","*","*","*","*","114","63.3","30","16.7","144","80.0","543"
"1526111","1520011","Waterford School District","Waterford High School","ELA","Y","23","*","*","*","*","10","43.5","0","0.0","10","43.5","453"
"1526111","1520011","Waterford School District","Waterford High School","Math","N","180","20","11.1","75","41.7","60","33.3","25","13.9","85","47.2","526"
"1526111","1520011","Waterford School District","Waterford High School","Math","Y","23","12","52.2","11","47.8","0","0.0","0","0.0","0","0.0","410"
"1536111","1530011","Watertown School District","Watertown High School","ELA","N","182","*","*","*","*","*","*","*","*","*","*","526"
"1536111","1530011","Watertown School District","Watertown High School","ELA","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"1536111","1530011","Watertown School District","Watertown High School","Math","N","182","*","*","*","*","*","*","*","*","*","*","494"
"1536111","1530011","Watertown School District","Watertown High School","Math","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","ELA","N","20","13","65.0","*","*","*","*","0","0.0","*","*","395"
"1557311","1550011","West Hartford School District","REACH","Math","N","19","*","*","*","*","*","*","*","*","*","*","*"
"1556111","1550011","West Hartford School District","Conard High School","ELA","N","331","26","7.9","39","11.8","*","*","*","*","266","80.4","562"
"1556111","1550011","West Hartford School District","Conard High School","ELA","Y","26","12","46.2","8","30.8","*","*","*","*","6","23.1","438"
"1556111","1550011","West Hartford School District","Conard High School","Math","N","331","28","8.5","*","*","131","39.6","*","*","*","*","553"
"1556111","1550011","West Hartford School District","Conard High School","Math","Y","26","20","76.9","*","*","0","0.0","*","*","*","*","400"
"1556211","1550011","West Hartford School District","Hall High School","ELA","N","331","*","*","30","9.1","157","47.4","*","*","*","*","591"
"1556211","1550011","West Hartford School District","Hall High School","ELA","Y","34","15","44.1","11","32.4","*","*","*","*","8","23.5","436"
"1556211","1550011","West Hartford School District","Hall High School","Math","N","331","23","6.9","87","26.3","*","*","*","*","*","*","577"
"1556211","1550011","West Hartford School District","Hall High School","Math","Y","34","17","50.0","14","41.2","*","*","*","*","*","*","417"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1566111","1560011","West Haven School District","West Haven High School","ELA","N","278","*","*","*","*","*","*","*","*","*","*","478"
"1566111","1560011","West Haven School District","West Haven High School","ELA","Y","17","*","*","*","*","*","*","*","*","*","*","*"
"1566111","1560011","West Haven School District","West Haven High School","Math","N","278","*","*","*","*","*","*","*","*","*","*","460"
"1566111","1560011","West Haven School District","West Haven High School","Math","Y","17","*","*","*","*","*","*","*","*","*","*","*"
"1546111","1540011","Westbrook School District","Westbrook High School","ELA","N","68","*","*","*","*","*","*","*","*","*","*","525"
"1546111","1540011","Westbrook School District","Westbrook High School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"1546111","1540011","Westbrook School District","Westbrook High School","Math","N","68","*","*","*","*","*","*","*","*","*","*","497"
"1546111","1540011","Westbrook School District","Westbrook High School","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"1576111","1570011","Weston School District","Weston High School","ELA","N","186","*","*","*","*","*","*","*","*","*","*","590"
"1576111","1570011","Weston School District","Weston High School","ELA","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"1576111","1570011","Weston School District","Weston High School","Math","N","186","*","*","*","*","*","*","*","*","*","*","591"
"1576111","1570011","Weston School District","Weston High School","Math","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"1586111","1580011","Westport School District","Staples High School","ELA","N","390","13","3.3","*","*","177","45.4","*","*","*","*","609"
"1586111","1580011","Westport School District","Staples High School","ELA","Y","41","10","24.4","*","*","22","53.7","*","*","*","*","492"
"1586111","1580011","Westport School District","Staples High School","Math","N","390","11","2.8","60","15.4","*","*","*","*","319","81.8","616"
"1586111","1580011","Westport School District","Staples High School","Math","Y","41","21","51.2","13","31.7","*","*","*","*","7","17.1","443"
"1596111","1590011","Wethersfield School District","Wethersfield High School","ELA","N","228","18","7.9","*","*","*","*","32","14.0","*","*","531"
"1596111","1590011","Wethersfield School District","Wethersfield High School","ELA","Y","22","15","68.2","*","*","*","*","0","0.0","*","*","423"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Math","N","228","27","11.8","84","36.8","*","*","*","*","*","*","530"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Math","Y","22","13","59.1","*","*","*","*","0","0.0","*","*","400"
"1616111","1610011","Wilton School District","Wilton High School","ELA","N","292","*","*","6","2.1","144","49.3","*","*","*","*","613"
"1616111","1610011","Wilton School District","Wilton High School","ELA","Y","35","*","*","7","20.0","19","54.3","*","*","*","*","537"
"1616111","1610011","Wilton School District","Wilton High School","Math","N","291","*","*","50","17.2","124","42.6","*","*","*","*","607"
"1616111","1610011","Wilton School District","Wilton High School","Math","Y","35","*","*","16","45.7","11","31.4","*","*","*","*","513"
"1636111","1630011","Windham School District","Windham High School","ELA","N","82","*","*","*","*","*","*","*","*","*","*","443"
"1636111","1630011","Windham School District","Windham High School","ELA","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"1636111","1630011","Windham School District","Windham High School","Math","N","82","*","*","*","*","*","*","0","0.0","*","*","417"
"1636111","1630011","Windham School District","Windham High School","Math","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","ELA","N","78","*","*","*","*","*","*","*","*","*","*","499"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","Math","N","78","*","*","*","*","*","*","*","*","*","*","484"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1646111","1640011","Windsor School District","Windsor High School","ELA","N","219","23","10.5","59","26.9","*","*","*","*","137","62.6","517"
"1646111","1640011","Windsor School District","Windsor High School","ELA","Y","38","21","55.3","10","26.3","*","*","*","*","7","18.4","421"
"1646111","1640011","Windsor School District","Windsor High School","Math","N","219","38","17.4","111","50.7","*","*","*","*","*","*","497"
"1646111","1640011","Windsor School District","Windsor High School","Math","Y","38","25","65.8","9","23.7","*","*","*","*","*","*","406"
"1660411","1660011","Wolcott School District","Phoenix Program","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1660411","1660011","Wolcott School District","Phoenix Program","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","ELA","N","173","*","*","*","*","*","*","*","*","*","*","546"
"1666111","1660011","Wolcott School District","Wolcott High School","ELA","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","Math","N","173","*","*","*","*","*","*","*","*","*","*","530"
"1666111","1660011","Wolcott School District","Wolcott High School","Math","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","ELA","N","249","*","*","*","*","*","*","*","*","*","*","544"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","Math","N","249","*","*","*","*","*","*","*","*","*","*","544"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"

