"school_code","district_code","district","school","american_indian","asian","black_not_of_hispanic_origin","hispanic_latino","not_reported","white_not_of_hispanic_origin","total"
"0179211","0170011","Bristol School District","Community/Vocational Program","0","*","0","*","0","9","13"
"0170311","0170011","Bristol School District","Edgewood School","0","7","30","97","0","221","355"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","0","23","45","80","0","363","511"
"0170511","0170011","Bristol School District","Greene-Hills School","0","20","23","67","0","252","362"
"0171911","0170011","Bristol School District","Ivy Drive School","*","*","29","43","0","280","359"
"0170611","0170011","Bristol School District","John J. Jennings School","*","*","12","35","0","289","341"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","0","14","45","83","0","402","544"
"0171711","0170011","Bristol School District","Mountain View School","*","19","*","40","0","291","367"
"0175211","0170011","Bristol School District","Northeast Middle School","*","*","52","59","0","463","585"
"0171111","0170011","Bristol School District","South Side School","0","12","50","85","0","419","566"
"0171211","0170011","Bristol School District","Stafford School","0","17","24","82","0","357","480"
"0186111","0180011","Brookfield School District","Brookfield High School","0","32","15","20","0","949","1016"
"0180311","0180011","Brookfield School District","Center Elementary School","*","26","*","29","0","361","419"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","*","32","*","32","0","474","546"
"0185311","0180011","Brookfield School District","Whisconier Middle School","*","39","*","30","0","841","917"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","*","*","15","20","0","528","576"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","*","10","*","9","0","360","386"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","*","0","0","*","0","91","95"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","*","*","9","12","0","298","329"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","*","*","*","6","0","206","222"
"0236111","0230011","Canton School District","Canton High School","*","*","15","11","0","479","514"
"0230311","0230011","Canton School District","Canton Intermediate School","0","15","16","17","0","340","388"
"0235111","0230011","Canton School District","Canton Middle School","0","6","*","*","0","280","291"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","20","*","26","0","506","569"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","*","*","45","66","0","42","168"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","0","*","*","0","0","23","25"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","*","*","72","36","0","122","261"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","*","*","106","54","0","69","234"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","*","*","88","82","0","99","274"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","0","0","*","*","0","7","9"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","*","*","56","48","0","50","182"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","0","0","16","28","0","9","53"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","0","0","0","*","0","*","*"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","*","*","404","97","0","183","713"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","0","9","112","136","0","79","336"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","*","0","72","*","0","76","216"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","*","*","67","31","0","64","171"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","0","*","9","*","0","34","52"
"2419314","2410014","Capitol Region Education Council","River Street School","0","*","26","*","0","103","152"
"2419114","2410014","Capitol Region Education Council","Soundbridge","0","7","9","11","0","62","89"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","*","*","138","190","0","232","592"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","*","*","189","90","0","111","418"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","*","*","*","13","0","154","173"
"2870113","2870013","Charter School for Young Children on Asylum Hill District","Charter School for Young Children on Asylum Hill  Inc.","*","*","83","50","0","48","185"
"0250111","0250011","Cheshire School District","Chapman School","0","22","7","16","0","280","325"
"0256111","0250011","Cheshire School District","Cheshire High School","*","107","*","41","0","1368","1549"
"0250211","0250011","Cheshire School District","Darcey School","0","43","7","25","0","320","395"
"0255111","0250011","Cheshire School District","Dodd Middle School","0","69","11","18","0","717","815"
"0250611","0250011","Cheshire School District","Doolittle School","*","47","*","22","0","431","516"
"0250411","0250011","Cheshire School District","Highland School","*","87","*","29","0","708","840"
"0259011","0250011","Cheshire School District","Humiston School","0","0","*","0","0","*","17"
"0250511","0250011","Cheshire School District","Norton School","*","44","*","16","0","421","492"
"0260111","0260011","Chester School District","Chester Elementary School","0","*","*","8","0","281","299"
"0270111","0270011","Clinton School District","Abraham Pierson School","*","9","*","21","0","264","300"
"0275111","0270011","Clinton School District","Jared Eliot School","*","11","*","21","0","454","495"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","*","16","*","55","0","591","671"
"0276111","0270011","Clinton School District","The Morgan School","0","23","7","36","0","492","558"
"0286111","0280011","Colchester School District","Bacon Academy","6","11","40","34","0","912","1003"
"0280411","0280011","Colchester School District","Colchester Elementary School","*","24","*","28","0","657","734"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","9","17","16","23","0","641","706"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","6","13","29","42","0","671","761"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","*","*","*","0","0","109","119"
"0300111","0300011","Columbia School District","Horace W. Porter School","*","*","*","18","0","527","554"
"2686113","2680013","Common Ground High School District","Common Ground High School","0","*","68","59","0","*","160"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","*","*","248","395","0","32","683"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","*","*","332","474","0","73","886"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","*","*","78","277","0","183","544"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","*","*","191","289","0","28","511"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","9","9","78","160","0","335","591"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","*","*","30","74","0","405","514"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","*","*","47","237","0","488","781"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","9","*","*","17","0","530","566"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","*","*","64","168","0","431","671"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","*","*","89","85","0","433","623"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","11","8","31","48","0","459","557"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","*","*","11","32","0","706","761"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","*","*","115","215","0","534","880"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","*","*","54","61","0","485","607"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","7","6","128","208","0","388","737"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","*","*","19","138","0","391","557"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","0","*","17","*","0","51","76"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","0","*","*","16","0","29","58"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","0","0","*","0","*","10"
"2438014","2430014","Cooperative Educational Services","School Readiness","0","*","17","20","0","*","53"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","*","*","168","126","0","124","439"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","*","0","31","*","0","81","142"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","0","6","*","*","0","112","122"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","*","*","6","17","0","453","481"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","0","0","0","*","0","*","11"
"0320211","0320011","Coventry School District","Coventry Grammar School","*","*","9","7","0","395","414"
"0326111","0320011","Coventry School District","Coventry High School","*","*","14","7","0","537","563"
"0320411","0320011","Coventry School District","George Hersey Robertson School","0","7","7","15","0","411","440"
"0336111","0330011","Cromwell School District","Cromwell High School","*","*","48","32","0","508","605"
"0335111","0330011","Cromwell School District","Cromwell Middle School","0","21","48","28","0","368","465"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","*","31","39","*","0","376","477"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","*","*","39","37","0","392","501"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","0","*","*","20","0","47","88"
"0345111","0340011","Danbury School District","Broadview Middle School","*","*","104","298","0","609","1108"
"0346111","0340011","Danbury School District","Danbury High School","*","*","308","875","0","1426","2854"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","0","28","38","196","0","133","395"
"0341111","0340011","Danbury School District","Great Plain School","0","19","19","99","0","170","307"
"0340211","0340011","Danbury School District","Hayestown Avenue School","0","69","44","157","0","169","439"
"0341711","0340011","Danbury School District","King Street Intermediate School","0","27","20","85","0","175","307"
"0341311","0340011","Danbury School District","King Street Primary School","*","15","*","91","0","182","300"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","0","19","47","113","0","173","352"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","0","*","39","85","*","142","296"
"0340611","0340011","Danbury School District","Morris Street School","0","13","29","216","0","111","369"
"0340811","0340011","Danbury School District","Park Avenue School","0","35","43","189","0","141","408"
"0341511","0340011","Danbury School District","Pembroke School","*","30","*","104","0","163","325"
"0345211","0340011","Danbury School District","Rogers Park Middle School","0","77","127","385","0","447","1036"
"0341211","0340011","Danbury School District","Shelter Rock School","*","40","*","152","0","167","396"
"0341011","0340011","Danbury School District","South Street School","*","*","26","174","0","120","344"
"0341611","0340011","Danbury School District","Stadley Rough School","0","48","26","156","0","237","467"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","*","*","30","52","0","274","383"
"0356111","0350011","Darien School District","Darien High School","7","35","14","33","0","1175","1264"
"0350211","0350011","Darien School District","Hindley Elementary School","0","11","*","*","0","527","546"
"0350711","0350011","Darien School District","Holmes Elementary School","*","13","*","10","0","456","484"
"0355111","0350011","Darien School District","Middlesex Middle School","*","29","*","19","0","1100","1156"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","0","8","*","*","0","462","478"
"0350511","0350011","Darien School District","Royle Elementary School","*","19","*","12","0","408","443"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","*","7","*","0","394","409"
"0360111","0360011","Deep River School District","Deep River Elementary School","*","*","7","25","0","311","349"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","0","0","0","0","0","*","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","0","0","0","0","0","*","*"
"0370611","0370011","Derby School District","Bradley School","0","22","37","44","0","283","386"
"0376111","0370011","Derby School District","Derby High School","*","*","113","125","0","370","624"
"0370411","0370011","Derby School District","Irving School","0","7","85","151","0","196","439"
"0400111","0400011","East Granby School District","Allgrove School","*","*","18","13","0","237","281"
"0406111","0400011","East Granby School District","East Granby High School","*","11","12","*","0","227","256"
"0405111","0400011","East Granby School District","East Granby Middle School","0","10","10","8","0","202","230"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","0","*","8","*","0","120","137"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","*","7","*","11","0","401","421"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","0","*","*","8","0","391","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","*","*","11","19","0","524","559"
"0420311","0420011","East Hampton School District","Center School","0","*","*","15","0","275","301"
"0426111","0420011","East Hampton School District","East Hampton High School","*","12","10","*","0","538","570"
"0425111","0420011","East Hampton School District","East Hampton Middle School","0","6","12","14","0","467","499"
"0420111","0420011","East Hampton School District","Memorial School","*","20","*","25","0","597","648"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","0","0","*","0","0","*","8"
"0430911","0430011","East Hartford School District","Anna E. Norris School","*","*","138","139","0","21","319"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","*","*","46","41","0","65","167"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","*","*","153","182","0","46","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","*","*","140","149","0","35","345"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","0","16","83","108","0","124","331"
"0436211","0430011","East Hartford School District","East Hartford High School","*","*","681","669","0","439","1903"
"0435111","0430011","East Hartford School District","East Hartford Middle School","*","*","323","357","0","168","905"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","*","*","115","102","0","89","376"
"0430511","0430011","East Hartford School District","Hockanum School","0","15","126","151","0","48","340"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","0","18","121","99","0","117","355"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","*","*","165","172","0","42","411"
"0431211","0430011","East Hartford School District","Silver Lane School","*","*","135","162","0","32","334"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","0","*","40","48","0","*","117"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","*","*","166","187","0","85","462"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","*","*","103","133","0","31","285"
"0439011","0430011","East Hartford School District","Woodland School","*","*","61","89","0","31","184"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","*","14","*","9","0","212","237"
"0441411","0440011","East Haven School District","D. C. Moore School","0","9","11","57","0","149","226"
"0440111","0440011","East Haven School District","Deer Run School","*","*","15","64","0","250","344"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","0","*","*","26","0","159","197"
"0446111","0440011","East Haven School District","East Haven High School","*","37","*","98","0","799","968"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","*","*","12","51","0","160","233"
"0441911","0440011","East Haven School District","Hays School","0","*","*","21","0","117","154"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","*","16","*","67","0","378","474"
"0440711","0440011","East Haven School District","Momauguin School","*","10","*","52","0","146","212"
"0441811","0440011","East Haven School District","Overbrook Elementary School","0","*","*","37","0","131","182"
"0449011","0440011","East Haven School District","Pathways","0","0","*","*","0","26","32"
"0441611","0440011","East Haven School District","Robert W. Carbone School","*","15","*","36","0","199","261"
"0456111","0450011","East Lyme School District","East Lyme High School","7","79","20","37","0","1078","1221"
"0455111","0450011","East Lyme School District","East Lyme Middle School","*","89","*","25","0","707","843"
"0450111","0450011","East Lyme School District","Flanders School","0","55","*","*","0","307","379"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","*","0","0","0","*","47"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","*","37","17","*","0","295","367"
"0450211","0450011","East Lyme School District","Niantic Center School","0","16","9","13","0","199","237"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","*","*","99","72","0","378","601"
"0476111","0470011","East Windsor School District","East Windsor High School","*","*","58","25","0","281","376"
"0475411","0470011","East Windsor School District","East Windsor Middle School","*","*","58","30","0","292","402"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","0","*","8","0","78","88"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","*","0","*","*","0","41","50"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","0","0","*","*","0","56","70"
"0390111","0390011","Eastford School District","Eastford Elementary School","*","*","*","*","0","159","170"
"0465111","0460011","Easton School District","Helen Keller Middle School","0","*","*","20","0","347","384"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","0","39","6","18","0","667","730"
"2428014","2420014","EdAdvance","EdAdvance Headstart","*","*","8","50","0","109","173"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","0","0","*","*","0","21","27"
"0480111","0480011","Ellington School District","Center School","*","14","15","*","0","360","403"
"0480211","0480011","Ellington School District","Crystal Lake School","0","*","*","*","0","211","221"
"0486111","0480011","Ellington School District","Ellington High School","*","*","24","19","0","713","777"
"0485111","0480011","Ellington School District","Ellington Middle School","*","13","*","12","0","369","405"
"0480711","0480011","Ellington School District","Windermere Intermediate School","*","20","17","*","0","360","414"
"0480611","0480011","Ellington School District","Windermere School","*","48","26","*","0","352","447"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","*","0","428","112","0","*","547"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","0","7","7","7","0","322","343"
"0491611","0490011","Enfield School District","Eli Whitney School","*","*","28","23","0","361","424"
"0496111","0490011","Enfield School District","Enfield High School","*","*","68","40","0","698","823"
"0490211","0490011","Enfield School District","Enfield Street School","*","*","48","38","0","263","356"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","*","0","*","0","*","*"
"0496211","0490011","Enfield School District","Enrico Fermi High School","*","*","62","50","0","1010","1158"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","0","*","*","14","0","231","258"
"0490411","0490011","Enfield School District","Hazardville Memorial School","*","*","21","11","0","330","371"
"0498011","0490011","Enfield School District","Head Start Program","0","*","*","18","0","66","104"
"0491811","0490011","Enfield School District","Henry Barnard School","*","*","71","40","0","300","428"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","0","13","81","41","0","737","872"
"0491111","0490011","Enfield School District","Nathan Hale School","0","*","23","*","0","227","259"
"0491511","0490011","Enfield School District","Prudence Crandall School","*","*","19","24","0","342","403"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","0","*","*","67","0","161","293"
"0500111","0500011","Essex School District","Essex Elementary School","0","20","17","16","0","540","593"
"2726113","2720013","Explorations District","Explorations","0","*","*","*","0","75","80"
"0510211","0510011","Fairfield School District","Burr Elementary School","0","18","7","8","0","386","419"
"0510111","0510011","Fairfield School District","Dwight Elementary School","0","15","*","*","0","286","316"
"0518011","0510011","Fairfield School District","Early Childhood Center","0","*","*","10","0","114","135"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","*","66","*","60","0","1291","1452"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","*","66","*","130","0","1043","1298"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","0","30","13","31","0","598","672"
"0510411","0510011","Fairfield School District","Holland Hill School","0","34","16","30","0","255","335"
"0511711","0510011","Fairfield School District","Jennings School","0","19","13","16","0","304","352"
"0510611","0510011","Fairfield School District","McKinley School","0","58","38","99","0","256","451"
"0510711","0510011","Fairfield School District","Mill Hill School","0","25","8","28","0","417","478"
"0511611","0510011","Fairfield School District","North Stratfield School","*","33","*","24","0","412","478"
"0511811","0510011","Fairfield School District","Osborn Hill School","0","29","*","*","0","501","551"
"0511211","0510011","Fairfield School District","Riverfield School","0","*","*","18","0","428","466"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","0","50","32","81","0","803","966"
"0511311","0510011","Fairfield School District","Sherman School","*","30","*","16","0","424","474"
"0511411","0510011","Fairfield School District","Stratfield School","*","32","*","31","0","422","492"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","*","33","*","41","0","676","773"
"0520411","0520011","Farmington School District","East Farms School","0","69","22","24","0","323","438"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","0","*","0","*","0","50","67"
"0526111","0520011","Farmington School District","Farmington High School","*","114","75","*","0","1091","1324"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","*","67","*","37","0","551","686"
