"school_code","district_code","district","school","female","male","total"
"0116111","0110011","Bloomfield School District","Bloomfield High School","288","305","593"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","146","159","305"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","125","140","265"
"0110311","0110011","Bloomfield School District","J. P. Vincent School","161","190","351"
"0110611","0110011","Bloomfield School District","Laurel School","130","151","281"
"0116211","0110011","Bloomfield School District","The Big Picture High School","56","33","89"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","143","169","312"
"0120111","0120011","Bolton School District","Bolton Center School","282","286","568"
"0126111","0120011","Bolton School District","Bolton High School","184","146","330"
"0130111","0130011","Bozrah School District","Fields Memorial School","122","111","233"
"0146111","0140011","Branford School District","Branford High School","567","531","1098"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","505","535","1040"
"0148011","0140011","Branford School District","Indian Neck School","20","33","53"
"0141611","0140011","Branford School District","John B. Sliney School","188","180","368"
"0141511","0140011","Branford School District","Mary R. Tisko School","218","208","426"
"0141411","0140011","Branford School District","Mary T. Murphy School","203","228","431"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","198","211","409"
"0150111","0150011","Bridgeport School District","Barnum School","304","328","632"
"0156111","0150011","Bridgeport School District","Bassick High School","528","643","1171"
"0150211","0150011","Bridgeport School District","Beardsley School","175","195","370"
"0150311","0150011","Bridgeport School District","Black Rock School","145","138","283"
"0154011","0150011","Bridgeport School District","Blackham School","539","575","1114"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","7","43","50"
"0150411","0150011","Bridgeport School District","Bryant School","206","233","439"
"0156211","0150011","Bridgeport School District","Central High School","1173","1130","2303"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","521","542","1063"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","169","165","334"
"0150511","0150011","Bridgeport School District","Columbus School","331","332","663"
"0153911","0150011","Bridgeport School District","Cross School","202","206","408"
"0154211","0150011","Bridgeport School District","Curiale School","273","323","596"
"0154111","0150011","Bridgeport School District","Dunbar School","163","152","315"
"0150711","0150011","Bridgeport School District","Edison School","130","125","255"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","438","430","868"
"0151111","0150011","Bridgeport School District","Hall School","136","170","306"
"0151211","0150011","Bridgeport School District","Hallen School","141","175","316"
"0156311","0150011","Bridgeport School District","Harding High School","681","713","1394"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","239","192","431"
"0151311","0150011","Bridgeport School District","Hooker School","202","261","463"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","59","71","130"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","330","324","654"
"0151911","0150011","Bridgeport School District","Longfellow School","205","221","426"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","425","429","854"
"0152011","0150011","Bridgeport School District","Madison School","235","308","543"
"0159511","0150011","Bridgeport School District","Make The Grade","9","18","27"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","249","208","457"
"0158011","0150011","Bridgeport School District","Parent-Children Program","*","0","*"
"0159211","0150011","Bridgeport School District","Park City Academy","*","*","10"
"0151711","0150011","Bridgeport School District","Park City Magnet School","255","256","511"
"0152511","0150011","Bridgeport School District","Read School","390","432","822"
"0152611","0150011","Bridgeport School District","Roosevelt School","223","239","462"
"0154411","0150011","Bridgeport School District","Skane Center","102","144","246"
"0153011","0150011","Bridgeport School District","Waltersville School","264","273","537"
"0153611","0150011","Bridgeport School District","Winthrop School","353","366","719"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","27"
"0176111","0170011","Bristol School District","Bristol Central High School","628","682","1310"
"0176211","0170011","Bristol School District","Bristol Eastern High School","667","685","1352"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","431","450","881"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","154","189","343"
"0179211","0170011","Bristol School District","Community/Vocational Program","7","9","16"
"0170311","0170011","Bristol School District","Edgewood School","196","200","396"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","241","279","520"
"0170511","0170011","Bristol School District","Greene-Hills School","175","179","354"
"0171911","0170011","Bristol School District","Ivy Drive School","199","221","420"
"0170611","0170011","Bristol School District","John J. Jennings School","177","189","366"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","275","240","515"
"0171711","0170011","Bristol School District","Mountain View School","177","203","380"
"0175211","0170011","Bristol School District","Northeast Middle School","260","303","563"
"0171111","0170011","Bristol School District","South Side School","282","328","610"
"0171211","0170011","Bristol School District","Stafford School","265","279","544"
"0186111","0180011","Brookfield School District","Brookfield High School","498","498","996"
"0180311","0180011","Brookfield School District","Center Elementary School","183","217","400"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","281","302","583"
"0185311","0180011","Brookfield School District","Whisconier Middle School","456","434","890"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","281","281","562"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","175","210","385"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","45","41","86"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","148","170","318"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","92","114","206"
"0236111","0230011","Canton School District","Canton High School","255","260","515"
"0230311","0230011","Canton School District","Canton Intermediate School","209","196","405"
"0235111","0230011","Canton School District","Canton Middle School","123","143","266"
"0230211","0230011","Canton School District","Cherry Brook Primary School","294","297","591"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","90","124","214"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","128","51","179"
"2418014","2410014","Capitol Region Education Council","CREC Early Learning Center at Asylum Hill","8","12","20"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","7","14","21"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","121","141","262"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","166","118","284"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","254","118","372"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","126","118","244"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","11","35","46"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","9"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","365","346","711"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","172","165","337"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","99","194","293"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","122","133","255"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","13","39","52"
"2419314","2410014","Capitol Region Education Council","River Street School","24","127","151"
"2419114","2410014","Capitol Region Education Council","Soundbridge","58","45","103"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","308","350","658"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","206","224","430"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","94","93","187"
"2870113","2870013","Charter School for Young Children on Asylum Hill District","Charter School for Young Children on Asylum Hill  Inc.","118","107","225"
"0250111","0250011","Cheshire School District","Chapman School","155","145","300"
"0256111","0250011","Cheshire School District","Cheshire High School","729","787","1516"
"0250211","0250011","Cheshire School District","Darcey School","174","169","343"
"0255111","0250011","Cheshire School District","Dodd Middle School","384","402","786"
"0250611","0250011","Cheshire School District","Doolittle School","250","267","517"
"0250411","0250011","Cheshire School District","Highland School","399","428","827"
"0259011","0250011","Cheshire School District","Humiston School","6","16","22"
"0250511","0250011","Cheshire School District","Norton School","261","226","487"
"0260111","0260011","Chester School District","Chester Elementary School","147","128","275"
"0270111","0270011","Clinton School District","Abraham Pierson School","150","154","304"
"0275111","0270011","Clinton School District","Jared Eliot School","248","244","492"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","326","357","683"
"0276111","0270011","Clinton School District","The Morgan School","278","279","557"
"0286111","0280011","Colchester School District","Bacon Academy","533","454","987"
"0280411","0280011","Colchester School District","Colchester Elementary School","312","386","698"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","332","356","688"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","355","350","705"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","58","54","112"
"0300111","0300011","Columbia School District","Horace W. Porter School","268","271","539"
"2686113","2680013","Common Ground High School District","Common Ground High School","80","83","163"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","401","325","726"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","443","429","872"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","222","374","596"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","253","286","539"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","247","336","583"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","150","385","535"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","291","503","794"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","141","417","558"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","198","442","640"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","148","510","658"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","237","409","646"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","238","471","709"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","289","580","869"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","178","421","599"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","300","445","745"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","204","370","574"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","25","57","82"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","13","40","53"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","*","*","12"
"2438014","2430014","Cooperative Educational Services","School Readiness","29","24","53"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","222","230","452"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","14","121","135"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","56","59","115"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","233","229","462"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","6","7","13"
"0320211","0320011","Coventry School District","Coventry Grammar School","202","189","391"
"0326111","0320011","Coventry School District","Coventry High School","280","278","558"
"0320411","0320011","Coventry School District","George Hersey Robertson School","194","217","411"
"0336111","0330011","Cromwell School District","Cromwell High School","309","279","588"
"0335111","0330011","Cromwell School District","Cromwell Middle School","221","254","475"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","220","269","489"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","222","243","465"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","39","41","80"
"0345111","0340011","Danbury School District","Broadview Middle School","547","567","1114"
"0346111","0340011","Danbury School District","Danbury High School","1413","1485","2898"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","187","209","396"
"0341111","0340011","Danbury School District","Great Plain School","144","155","299"
"0340211","0340011","Danbury School District","Hayestown Avenue School","199","189","388"
"0341711","0340011","Danbury School District","King Street Intermediate School","186","188","374"
"0341311","0340011","Danbury School District","King Street Primary School","201","214","415"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","54","80","134"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","199","203","402"
"0340611","0340011","Danbury School District","Morris Street School","177","165","342"
"0340811","0340011","Danbury School District","Park Avenue School","215","210","425"
"0341511","0340011","Danbury School District","Pembroke School","164","179","343"
"0345211","0340011","Danbury School District","Rogers Park Middle School","522","572","1094"
"0341211","0340011","Danbury School District","Shelter Rock School","198","211","409"
"0341011","0340011","Danbury School District","South Street School","195","193","388"
"0341611","0340011","Danbury School District","Stadley Rough School","222","230","452"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","183","203","386"
"0356111","0350011","Darien School District","Darien High School","663","652","1315"
"0350211","0350011","Darien School District","Hindley Elementary School","287","307","594"
"0350711","0350011","Darien School District","Holmes Elementary School","207","232","439"
"0355111","0350011","Darien School District","Middlesex Middle School","557","602","1159"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","221","251","472"
"0350511","0350011","Darien School District","Royle Elementary School","188","231","419"
"0350611","0350011","Darien School District","Tokeneke Elementary School","201","243","444"
"0360111","0360011","Deep River School District","Deep River Elementary School","180","171","351"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","*","*"
"0370611","0370011","Derby School District","Bradley School","186","181","367"
"0376111","0370011","Derby School District","Derby High School","176","209","385"
"0375011","0370011","Derby School District","Derby Middle School","146","173","319"
"0370411","0370011","Derby School District","Irving School","198","198","396"
"0400111","0400011","East Granby School District","Allgrove School","120","135","255"
"0406111","0400011","East Granby School District","East Granby High School","130","145","275"
"0405111","0400011","East Granby School District","East Granby Middle School","100","111","211"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","78","72","150"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","191","221","412"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","209","178","387"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","269","271","540"
"0420311","0420011","East Hampton School District","Center School","134","154","288"
"0426111","0420011","East Hampton School District","East Hampton High School","276","276","552"
"0425111","0420011","East Hampton School District","East Hampton Middle School","270","238","508"
"0420111","0420011","East Hampton School District","Memorial School","290","325","615"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","136","155","291"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","117","63","180"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","188","220","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","162","207","369"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","152","186","338"
"0436211","0430011","East Hartford School District","East Hartford High School","859","875","1734"
"0435111","0430011","East Hartford School District","East Hartford Middle School","506","515","1021"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","175","207","382"
"0430511","0430011","East Hartford School District","Hockanum School","156","161","317"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","184","206","390"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","193","195","388"
"0431211","0430011","East Hartford School District","Silver Lane School","160","148","308"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","57","95","152"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","203","143","346"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","147","140","287"
"0439011","0430011","East Hartford School District","Woodland School","25","163","188"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","166","124","290"
"0441411","0440011","East Haven School District","D. C. Moore School","132","141","273"
"0440111","0440011","East Haven School District","Deer Run School","168","180","348"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","111","135","246"
"0446111","0440011","East Haven School District","East Haven High School","467","476","943"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","92","112","204"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","331","349","680"
"0440711","0440011","East Haven School District","Momauguin School","81","100","181"
"0441811","0440011","East Haven School District","Overbrook Elementary School","114","112","226"
"0449011","0440011","East Haven School District","Pathways","6","28","34"
"0456111","0450011","East Lyme School District","East Lyme High School","621","587","1208"
"0455111","0450011","East Lyme School District","East Lyme Middle School","423","427","850"
"0450111","0450011","East Lyme School District","Flanders School","180","185","365"
"0458011","0450011","East Lyme School District","Integrated Preschool","15","29","44"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","172","193","365"
"0450211","0450011","East Lyme School District","Niantic Center School","118","111","229"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","270","288","558"
"0476111","0470011","East Windsor School District","East Windsor High School","184","194","378"
"0475411","0470011","East Windsor School District","East Windsor Middle School","186","207","393"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","79","33","112"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","8","59","67"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","50","55","105"
"0390111","0390011","Eastford School District","Eastford Elementary School","84","96","180"
"0465111","0460011","Easton School District","Helen Keller Middle School","185","211","396"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","318","387","705"
"2428014","2420014","EdAdvance","EdAdvance Headstart","94","89","183"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","16","18","34"
"0480111","0480011","Ellington School District","Center School","211","221","432"
"0480211","0480011","Ellington School District","Crystal Lake School","100","117","217"
"0486111","0480011","Ellington School District","Ellington High School","409","382","791"
"0485111","0480011","Ellington School District","Ellington Middle School","221","189","410"
"0480711","0480011","Ellington School District","Windermere Intermediate School","205","231","436"
"0480611","0480011","Ellington School District","Windermere School","209","230","439"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","310","275","585"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","162","163","325"
"0491611","0490011","Enfield School District","Eli Whitney School","191","227","418"
"0496111","0490011","Enfield School District","Enfield High School","370","439","809"
"0490211","0490011","Enfield School District","Enfield Street School","175","172","347"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","*","10"
"0496211","0490011","Enfield School District","Enrico Fermi High School","539","563","1102"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","117","117","234"
"0490411","0490011","Enfield School District","Hazardville Memorial School","158","208","366"
"0498011","0490011","Enfield School District","Head Start Program","49","55","104"
"0491811","0490011","Enfield School District","Henry Barnard School","171","226","397"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","421","427","848"
"0491111","0490011","Enfield School District","Nathan Hale School","116","131","247"
"0491511","0490011","Enfield School District","Prudence Crandall School","202","177","379"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","148","153","301"
"0500111","0500011","Essex School District","Essex Elementary School","301","292","593"
"2726113","2720013","Explorations District","Explorations","47","33","80"
"0510211","0510011","Fairfield School District","Burr Elementary School","198","222","420"
"0510111","0510011","Fairfield School District","Dwight Elementary School","169","145","314"
"0518011","0510011","Fairfield School District","Early Childhood Center","47","71","118"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","801","702","1503"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","676","652","1328"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","318","350","668"
"0510411","0510011","Fairfield School District","Holland Hill School","167","166","333"
"0511711","0510011","Fairfield School District","Jennings School","160","187","347"
"0510611","0510011","Fairfield School District","McKinley School","236","254","490"
"0510711","0510011","Fairfield School District","Mill Hill School","223","251","474"
"0511611","0510011","Fairfield School District","North Stratfield School","233","250","483"
"0511811","0510011","Fairfield School District","Osborn Hill School","250","288","538"
"0511211","0510011","Fairfield School District","Riverfield School","218","233","451"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","485","500","985"
"0511311","0510011","Fairfield School District","Sherman School","218","224","442"
"0511411","0510011","Fairfield School District","Stratfield School","252","252","504"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","395","389","784"
"0520411","0520011","Farmington School District","East Farms School","217","252","469"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","36","40","76"
"0526111","0520011","Farmington School District","Farmington High School","634","675","1309"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","334","354","688"
"0520211","0520011","Farmington School District","Noah Wallace School","161","185","346"
"0520111","0520011","Farmington School District","Union School","149","151","300"
"0520311","0520011","Farmington School District","West District School","163","175","338"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","273","330","603"
"0530111","0530011","Franklin School District","Franklin Elementary School","104","118","222"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","260","258","518"
"0540311","0540011","Glastonbury School District","Eastbury School","131","172","303"
"0540811","0540011","Glastonbury School District","Gideon Welles School","259","247","506"
"0546111","0540011","Glastonbury School District","Glastonbury High School","1121","1080","2201"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","255","250","505"
"0540611","0540011","Glastonbury School District","Hopewell School","249","253","502"
"0540711","0540011","Glastonbury School District","Naubuc School","252","245","497"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","345","318","663"
"0545211","0540011","Glastonbury School District","Smith Middle School","556","557","1113"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","202","221","423"
"0566111","0560011","Granby School District","Granby Memorial High School","393","392","785"
"0565111","0560011","Granby School District","Granby Memorial Middle School","168","187","355"
"0560411","0560011","Granby School District","Kelly Lane Primary School","148","182","330"
"0560311","0560011","Granby School District","Wells Road Intermediate School","179","168","347"
"0575111","0570011","Greenwich School District","Central Middle School","295","326","621"
"0570211","0570011","Greenwich School District","Cos Cob School","200","218","418"
"0575211","0570011","Greenwich School District","Eastern Middle School","401","392","793"
"0570411","0570011","Greenwich School District","Glenville School","165","182","347"
"0576111","0570011","Greenwich School District","Greenwich High School","1268","1405","2673"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","213","203","416"
"0571311","0570011","Greenwich School District","International School At Dundee","192","180","372"
"0570311","0570011","Greenwich School District","Julian Curtiss School","175","178","353"
"0570611","0570011","Greenwich School District","New Lebanon School","111","132","243"
"0570711","0570011","Greenwich School District","North Mianus School","232","220","452"
"0570811","0570011","Greenwich School District","North Street School","220","231","451"
"0570911","0570011","Greenwich School District","Old Greenwich School","210","200","410"
"0571111","0570011","Greenwich School District","Parkway School","130","162","292"
"0571011","0570011","Greenwich School District","Riverside School","230","284","514"
"0575311","0570011","Greenwich School District","Western Middle School","230","263","493"
"0580311","0580011","Griswold School District","Griswold Elementary School","350","376","726"
"0586211","0580011","Griswold School District","Griswold High School","353","356","709"
"0585111","0580011","Griswold School District","Griswold Middle School","270","300","570"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","184","175","359"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","225","253","478"
"0591811","0590011","Groton School District","Charles Barnum School","200","184","384"
"0590311","0590011","Groton School District","Claude Chester School","189","199","388"
"0595111","0590011","Groton School District","Fitch Middle School","186","225","411"
"0591711","0590011","Groton School District","Mary Morrisson School","178","175","353"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","198","230","428"
"0591211","0590011","Groton School District","Pleasant Valley School","133","169","302"
"0596111","0590011","Groton School District","Robert E. Fitch High School","647","624","1271"
"0590111","0590011","Groton School District","S. B. Butler School","160","187","347"
"0595211","0590011","Groton School District","West Side Middle School","116","132","248"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","297","290","587"
"0600611","0600011","Guilford School District","A. W. Cox School","161","155","316"
"0600411","0600011","Guilford School District","Calvin Leete School","167","168","335"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","262","310","572"
"0606111","0600011","Guilford School District","Guilford High School","568","545","1113"
"0600211","0600011","Guilford School District","Guilford Lakes School","189","220","409"
"0600311","0600011","Guilford School District","Melissa Jones School","165","181","346"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","31","56","87"
"0621211","0620011","Hamden School District","Bear Path School","230","236","466"
"0620211","0620011","Hamden School District","Church Street School","191","216","407"
"0620311","0620011","Hamden School District","Dunbar Hill School","156","153","309"
"0626111","0620011","Hamden School District","Hamden High School","946","988","1934"
"0625211","0620011","Hamden School District","Hamden Middle School","448","452","900"
"0620411","0620011","Hamden School District","Helen Street School","107","175","282"
"0621111","0620011","Hamden School District","Ridge Hill School","153","188","341"
"0620111","0620011","Hamden School District","Shepherd Glen School","169","173","342"
"0621011","0620011","Hamden School District","Spring Glen School","189","188","377"
"0621411","0620011","Hamden School District","West Woods School","266","269","535"
"0630111","0630011","Hampton School District","Hampton Elementary School","50","90","140"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","161","179","340"
"0640411","0640011","Hartford School District","Batchelder School","273","317","590"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","164","147","311"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","70","72","142"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","178","173","351"
"0647111","0640011","Hartford School District","Bulkeley High School","233","256","489"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","276","394","670"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","332","332","664"
"0642311","0640011","Hartford School District","Burr School","341","365","706"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","184","152","336"
"0642411","0640011","Hartford School District","Clark School","181","200","381"
"0646411","0640011","Hartford School District","Classical Magnet School","413","297","710"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","120","125","245"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","140","153","293"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","130","145","275"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","337","340","677"
"0643611","0640011","Hartford School District","Global Communications Academy","187","185","372"
