"school_code","district_code","district","school","american_indian","asian","black_not_of_hispanic_origin","hispanic_latino","not_reported","white_not_of_hispanic_origin","total"
"0575111","0570011","Greenwich School District","Central Middle School","*","69","*","81","0","537","713"
"0570211","0570011","Greenwich School District","Cos Cob School","0","66","*","*","0","287","407"
"0575211","0570011","Greenwich School District","Eastern Middle School","0","63","7","51","0","604","725"
"0570411","0570011","Greenwich School District","Glenville School","0","*","*","37","0","269","344"
"0576111","0570011","Greenwich School District","Greenwich High School","*","196","*","397","0","2015","2693"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","0","28","47","129","0","173","377"
"0571311","0570011","Greenwich School District","International School At Dundee","0","43","11","64","0","254","372"
"0570311","0570011","Greenwich School District","Julian Curtiss School","0","35","21","79","0","192","327"
"0570611","0570011","Greenwich School District","New Lebanon School","*","11","*","105","0","103","229"
"0570711","0570011","Greenwich School District","North Mianus School","*","68","*","36","0","347","454"
"0570811","0570011","Greenwich School District","North Street School","*","40","*","33","0","432","515"
"0570911","0570011","Greenwich School District","Old Greenwich School","0","*","*","17","0","421","454"
"0571111","0570011","Greenwich School District","Parkway School","*","27","0","*","0","277","332"
"0571011","0570011","Greenwich School District","Riverside School","0","36","0","41","0","422","499"
"0575311","0570011","Greenwich School District","Western Middle School","0","36","20","142","0","329","527"
"0580311","0580011","Griswold School District","Griswold Elementary School","9","16","21","37","0","823","906"
"0586211","0580011","Griswold School District","Griswold High School","18","16","13","13","0","732","792"
"0585111","0580011","Griswold School District","Griswold Middle School","*","*","13","10","0","403","439"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","22","23","*","0","319","376"
"0591811","0590011","Groton School District","Charles Barnum School","6","14","68","32","0","247","367"
"0590311","0590011","Groton School District","Claude Chester School","18","53","63","48","0","171","353"
"0590411","0590011","Groton School District","Colonel Ledyard School","0","12","*","*","0","115","139"
"0590511","0590011","Groton School District","Eastern Point School","9","38","130","113","0","208","498"
"0595111","0590011","Groton School District","Fitch Middle School","12","41","67","50","0","285","455"
"0591711","0590011","Groton School District","Mary Morrisson School","*","*","28","29","0","214","282"
"0590911","0590011","Groton School District","Noank School","*","23","12","*","0","192","240"
"0591211","0590011","Groton School District","Pleasant Valley School","9","26","48","49","0","297","429"
"0596111","0590011","Groton School District","Robert E. Fitch High School","14","121","204","111","0","964","1414"
"0590111","0590011","Groton School District","S. B. Butler School","*","*","16","11","0","276","317"
"0595211","0590011","Groton School District","West Side Middle School","8","18","60","61","0","146","293"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","*","28","*","20","0","553","608"
"0600611","0600011","Guilford School District","A. W. Cox School","0","15","8","16","0","308","347"
"0600411","0600011","Guilford School District","Calvin Leete School","*","17","*","24","0","262","307"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","*","17","*","34","0","540","600"
"0606111","0600011","Guilford School District","Guilford High School","0","32","15","31","0","1076","1154"
"0600211","0600011","Guilford School District","Guilford Lakes School","0","21","6","17","0","405","449"
"0600311","0600011","Guilford School District","Melissa Jones School","0","*","*","24","0","312","350"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","9","24","17","0","46","96"
"0621211","0620011","Hamden School District","Bear Path School","*","35","98","*","0","295","464"
"0620211","0620011","Hamden School District","Church Street School","0","12","190","87","0","93","382"
"0620311","0620011","Hamden School District","Dunbar Hill School","*","*","166","47","0","142","377"
"0626111","0620011","Hamden School District","Hamden High School","*","*","737","251","0","1114","2192"
"0625211","0620011","Hamden School District","Hamden Middle School","*","*","331","128","0","408","913"
"0629011","0620011","Hamden School District","Hamden Transition Academy","0","0","*","0","0","0","*"
"0620411","0620011","Hamden School District","Helen Street School","0","12","162","74","0","95","343"
"0621111","0620011","Hamden School District","Ridge Hill School","*","*","133","83","0","98","348"
"0620111","0620011","Hamden School District","Shepherd Glen School","0","69","105","52","0","104","330"
"0621011","0620011","Hamden School District","Spring Glen School","0","14","73","15","0","217","319"
"0621411","0620011","Hamden School District","West Woods School","0","61","61","42","0","331","495"
"0630111","0630011","Hampton School District","Hampton Elementary School","*","*","0","9","0","154","166"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","0","12","91","286","0","45","434"
"0640311","0640011","Hartford School District","Barnard-Brown School","0","*","50","277","0","*","333"
"0640411","0640011","Hartford School District","Batchelder School","*","*","139","405","0","21","578"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","0","*","75","319","0","*","403"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","*","*","102","114","0","91","320"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","*","*","314","1050","0","103","1484"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","0","*","82","445","0","*","533"
"0642311","0640011","Hartford School District","Burr School","*","*","106","391","0","30","537"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","0","10","145","75","0","36","266"
"0642411","0640011","Hartford School District","Clark School","0","*","298","135","0","*","442"
"0646411","0640011","Hartford School District","Classical Magnet School","*","*","342","149","0","118","620"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","0","*","64","360","0","*","447"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","0","9","100","274","0","20","403"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","0","0","91","497","0","10","598"
"0645111","0640011","Hartford School District","Fox Middle School","0","*","359","100","0","*","461"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","*","*","200","213","0","175","602"
"0646211","0640011","Hartford School District","Hartford Public High School","*","*","449","1059","0","30","1569"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","0","0","29","35","0","0","64"
"0649111","0640011","Hartford School District","Hartford Transitional Learning Academy (Secondary)","0","0","19","36","0","0","55"
"0641011","0640011","Hartford School District","Kennelly School","6","10","205","547","0","41","809"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","*","0","138","337","*","40","517"
"0648011","0640011","Hartford School District","Little Owls Learning Center","0","*","*","*","0","*","12"
"0640811","0640011","Hartford School District","M. D. Fox School","*","*","121","648","0","46","824"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","*","*","527","61","0","9","600"
"0641211","0640011","Hartford School District","McDonough Middle School","0","0","39","392","0","9","440"
"0641911","0640011","Hartford School District","Milner School","0","*","217","134","0","*","360"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","*","*","104","331","0","120","564"
"0641511","0640011","Hartford School District","Parkville Community School","0","24","105","418","0","49","596"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","*","*","169","119","0","54","350"
"0645211","0640011","Hartford School District","Quirk Middle School","*","*","112","449","0","7","575"
"0641711","0640011","Hartford School District","Rawson School","*","0","557","22","0","*","586"
"0640111","0640011","Hartford School District","SAND School","*","0","170","194","0","*","366"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","*","*","457","75","0","23","560"
"0643011","0640011","Hartford School District","Sanchez School","0","*","76","501","0","*","580"
"0642611","0640011","Hartford School District","Simpson-Waverly School","0","*","311","43","0","*","366"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","*","*","150","145","0","92","395"
"0641811","0640011","Hartford School District","Twain School","0","*","243","37","0","*","282"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","*","*","162","97","0","69","342"
"0646311","0640011","Hartford School District","Weaver High School","0","*","1120","134","0","*","1259"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","*","*","312","217","0","77","620"
"0642111","0640011","Hartford School District","West Middle School","0","20","400","328","0","20","768"
"0642211","0640011","Hartford School District","Wish Museum School","0","*","236","196","0","*","437"
"0650111","0650011","Hartland School District","Hartland School","*","8","*","*","0","218","235"
"0670211","0670011","Hebron School District","Gilead Hill School","0","9","*","*","0","490","507"
"0670111","0670011","Hebron School District","Hebron Elementary School","0","*","*","10","0","676","697"
"2860113","2860013","Highville Charter School District","Highville Charter School","0","*","251","19","0","*","277"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","*","*","53","26","0","229","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","*","*","34","76","0","64","181"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","0","0","361","8","0","0","369"
"0680111","0680011","Kent School District","Kent Center School","0","12","6","18","0","221","257"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","0","*","*","*","0","67","71"
"0690111","0690011","Killingly School District","Killingly Central School","6","10","17","14","0","408","455"
"0696111","0690011","Killingly School District","Killingly High School","*","*","26","29","0","759","836"
"0695211","0690011","Killingly School District","Killingly Intermediate School","8","20","26","25","0","740","819"
"0690311","0690011","Killingly School District","Killingly Memorial School","7","15","18","29","0","462","531"
"2459014","2450014","Learn","Learn Special Education","0","0","*","*","0","28","35"
"2450114","2450014","Learn","Regional Multicultural Magnet School","11","18","94","143","0","262","528"
"2450214","2450014","Learn","The Friendship School","12","30","79","137","0","256","514"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","7","7","10","10","0","478","512"
"0715111","0710011","Lebanon School District","Lebanon Middle School","*","*","6","12","0","399","423"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","*","*","6","9","0","569","587"
"0720211","0720011","Ledyard School District","Gales Ferry School","*","13","13","*","0","190","230"
"0720411","0720011","Ledyard School District","Gallup Hill School","15","27","25","33","0","264","364"
"0720311","0720011","Ledyard School District","Juliet W. Long School","*","*","32","21","0","315","385"
"0720111","0720011","Ledyard School District","Ledyard Center School","37","21","13","16","0","336","423"
"0726111","0720011","Ledyard School District","Ledyard High School","38","52","54","70","0","845","1059"
"0725111","0720011","Ledyard School District","Ledyard Middle School","18","24","18","14","0","346","420"
"0730111","0730011","Lisbon School District","Lisbon Central School","6","23","13","12","0","521","575"
"0740211","0740011","Litchfield School District","Center School","*","8","*","19","0","306","337"
"0746111","0740011","Litchfield School District","Litchfield High School","*","9","*","9","0","597","624"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","*","10","0","*","0","233","250"
"0766111","0760011","Madison School District","Daniel Hand High School","*","51","16","*","0","1157","1237"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","*","23","*","*","0","568","600"
"0760211","0760011","Madison School District","Island Avenue Elementary School","*","6","*","7","0","290","307"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","*","20","*","11","0","595","632"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","*","20","*","6","0","320","348"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","*","17","*","7","0","613","645"
"0770911","0770011","Manchester School District","Nathan Hale School","*","*","123","110","0","93","343"
"0770111","0770011","Manchester School District","Bowers School","*","*","99","87","0","277","490"
"0770311","0770011","Manchester School District","Buckley School","0","25","46","58","0","242","371"
"0770411","0770011","Manchester School District","Highland Park School","0","15","40","35","0","206","296"
"0775311","0770011","Manchester School District","Illing Middle School","6","44","196","204","0","465","915"
"0770611","0770011","Manchester School District","Keeney School","*","*","57","51","0","285","417"
"0776111","0770011","Manchester School District","Manchester High School","*","*","426","358","0","1196","2077"
"0778011","0770011","Manchester School District","Manchester Preschool Center","*","*","14","22","0","8","46"
"0779011","0770011","Manchester School District","Manchester Regional Academy","0","*","32","*","0","39","90"
"0771611","0770011","Manchester School District","Martin School","0","14","28","29","0","156","227"
"0771011","0770011","Manchester School District","Robertson School","*","*","124","94","0","121","413"
"0771211","0770011","Manchester School District","Verplanck School","*","*","107","117","0","107","390"
"0771311","0770011","Manchester School District","Waddell School","*","*","68","73","0","178","360"
"0771411","0770011","Manchester School District","Washington School","*","*","148","93","0","132","395"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","*","24","*","17","0","216","262"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","0","31","*","*","0","153","202"
"0785111","0780011","Mansfield School District","Mansfield Middle School","*","60","*","35","0","480","594"
"0780511","0780011","Mansfield School District","Southeast Elementary School","*","26","15","*","0","191","244"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","0","25","11","21","0","603","660"
"0800711","0800011","Meriden School District","Nathan Hale School","*","*","99","253","0","253","622"
"0800111","0800011","Meriden School District","Benjamin Franklin School","0","16","55","181","0","182","434"
"0801111","0800011","Meriden School District","Casimir Pulaski School","0","17","114","353","0","249","733"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","*","*","188","459","0","640","1321"
"0800311","0800011","Meriden School District","Hanover School","*","*","29","209","0","338","589"
"0800411","0800011","Meriden School District","Israel Putnam School","*","*","89","281","0","232","623"
"0800511","0800011","Meriden School District","John Barry School","0","*","*","319","0","121","538"
"0805211","0800011","Meriden School District","Lincoln Middle School","*","*","91","315","0","363","777"
"0806211","0800011","Meriden School District","Orville H. Platt High School","*","*","167","468","0","557","1213"
"0800811","0800011","Meriden School District","Roger Sherman School","*","*","78","303","0","191","590"
"0801011","0800011","Meriden School District","Thomas Hooker School","0","23","10","236","0","238","507"
"0805411","0800011","Meriden School District","Washington Middle School","*","*","144","376","0","331","868"
"0830211","0830011","Middletown School District","Bielefield School","*","*","108","48","0","179","351"
"0839011","0830011","Middletown School District","DEAL Program","0","0","*","*","0","12","24"
"0830511","0830011","Middletown School District","Farm Hill School","*","*","67","45","0","178","309"
"0831511","0830011","Middletown School District","Keigwin Middle School","*","*","88","41","0","213","357"
"0831311","0830011","Middletown School District","Lawrence School","*","47","66","*","0","142","286"
"0830911","0830011","Middletown School District","MacDonough School","*","*","99","43","0","72","220"
"0836211","0830011","Middletown School District","Middletown High School","6","61","360","133","0","777","1337"
"0831211","0830011","Middletown School District","Moody School","*","*","73","58","0","240","391"
"0831111","0830011","Middletown School District","Snow School","0","25","83","51","0","191","350"
"0830111","0830011","Middletown School District","Spencer School","*","*","71","53","0","233","384"
"0831411","0830011","Middletown School District","Wesley School","0","13","84","39","0","200","336"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","*","*","174","85","0","400","700"
"0840111","0840011","Milford School District","Calf Pen Meadow School","*","19","*","9","0","310","345"
"0845111","0840011","Milford School District","East Shore Middle School","*","32","*","26","0","535","619"
"0845211","0840011","Milford School District","Harborside Middle School","0","28","16","14","0","490","548"
"0841911","0840011","Milford School District","J. F. Kennedy School","*","26","*","26","0","325","391"
"0846211","0840011","Milford School District","Jonathan Law High School","*","*","60","75","0","846","1033"
"0846311","0840011","Milford School District","Joseph A. Foran High School","*","42","*","47","0","897","1012"
"0841611","0840011","Milford School District","Live Oaks School","*","28","*","11","0","300","349"
"0841711","0840011","Milford School District","Mathewson School","0","50","21","8","0","414","493"
"0840711","0840011","Milford School District","Meadowside School","0","74","18","29","0","237","358"
"0840811","0840011","Milford School District","Orange Avenue School","*","35","*","22","0","421","497"
"0841811","0840011","Milford School District","Orchard Hills School","0","31","24","28","0","356","439"
"0841011","0840011","Milford School District","Pumpkin Delight School","0","20","20","31","0","211","282"
"0841411","0840011","Milford School District","Simon Lake School","*","45","*","34","0","269","379"
"0846411","0840011","Milford School District","The Academy","0","0","*","*","0","74","87"
"0845311","0840011","Milford School District","West Shore Middle School","*","*","38","53","0","427","550"
"0850611","0850011","Monroe School District","Chalk Hill School","*","18","*","29","0","623","679"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","*","24","*","21","0","532","598"
"0855211","0850011","Monroe School District","Jockey Hollow School","*","21","*","27","0","608","668"
"0856111","0850011","Monroe School District","Masuk High School","*","43","*","67","0","1251","1402"
"0850111","0850011","Monroe School District","Monroe Elementary School","*","*","7","*","0","343","361"
"0850311","0850011","Monroe School District","Stepney Elementary School","*","20","*","25","0","457","513"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","9","14","13","30","0","353","419"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","27","43","40","33","0","570","713"
"0860111","0860011","Montville School District","Mohegan School","32","71","*","31","*","244","406"
"0866111","0860011","Montville School District","Montville High School","9","58","40","49","0","672","828"
"0860511","0860011","Montville School District","Oakdale School","17","20","26","33","0","374","470"
"0869011","0860011","Montville School District","Palmer Academy","*","*","0","*","0","26","30"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","*","17","*","46","0","159","228"
"0880111","0880011","Naugatuck School District","Central Avenue School","0","12","27","48","0","206","293"
"0885111","0880011","Naugatuck School District","City Hill Middle School","0","17","39","47","0","404","507"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","*","8","39","32","*","318","400"
"0888111","0880011","Naugatuck School District","Head Start","0","6","14","28","0","58","106"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","*","*","32","56","0","273","384"
"0885211","0880011","Naugatuck School District","Hillside Middle School","0","9","23","25","0","244","301"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","8","17","22","45","0","247","339"
"0880311","0880011","Naugatuck School District","Maple Hill School","*","*","48","35","0","328","435"
"0886111","0880011","Naugatuck School District","Naugatuck High School","0","33","94","139","0","1144","1410"
"0880611","0880011","Naugatuck School District","Salem School","*","7","33","45","*","165","253"
"0880711","0880011","Naugatuck School District","Western School","0","6","21","26","0","209","262"
"2800113","2800013","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy","0","0","300","53","0","9","362"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","0","13","133","350","0","84","580"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","*","*","99","438","0","109","657"
"0890511","0890011","New Britain School District","Gaffney School","0","21","67","205","0","141","434"
"0890611","0890011","New Britain School District","Holmes School","*","*","46","246","0","117","422"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","0","7","21","44","0","83","155"
"0890711","0890011","New Britain School District","Jefferson School","*","*","64","206","0","100","410"
"0890811","0890011","New Britain School District","Lincoln School","*","*","122","403","0","112","656"
"0896111","0890011","New Britain School District","New Britain High School","*","*","549","1637","0","882","3130"
"0890911","0890011","New Britain School District","Northend School","0","*","72","176","0","*","287"
"0895311","0890011","New Britain School District","Pulaski Middle School","*","*","133","508","0","156","820"
"0895111","0890011","New Britain School District","Roosevelt Middle School","0","10","123","336","0","73","542"
"0895211","0890011","New Britain School District","Slade Middle School","0","9","137","434","0","117","697"
"0891211","0890011","New Britain School District","Smalley Academy","0","7","139","432","0","94","672"
"0891311","0890011","New Britain School District","Smith School","*","*","132","369","0","144","661"
"0891511","0890011","New Britain School District","Vance School","0","12","81","242","0","159","494"
"0900411","0900011","New Canaan School District","East School","*","25","*","11","0","496","542"
"0906111","0900011","New Canaan School District","New Canaan High School","0","31","10","27","0","1155","1223"
"0905111","0900011","New Canaan School District","Saxe Middle School","*","39","*","21","0","1232","1305"
"0900211","0900011","New Canaan School District","South School","*","13","*","9","0","494","520"
"0900311","0900011","New Canaan School District","West School","*","7","*","9","0","506","526"
"0910111","0910011","New Fairfield School District","Consolidated School","*","12","*","29","0","618","664"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","0","*","*","17","0","674","699"
"0916111","0910011","New Fairfield School District","New Fairfield High School","*","24","*","27","0","882","938"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","0","*","*","30","0","700","743"
"0920311","0920011","New Hartford School District","Ann Antolini School","0","*","0","*","0","342","347"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","0","0","0","*","0","*","160"
"0929011","0920011","New Hartford School District","Bridges I","0","0","0","0","0","*","*"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","0","0","*","0","0","*","106"
"0931211","0930011","New Haven School District","Edgewood School","*","*","266","51","0","117","448"
"0931411","0930011","New Haven School District","Nathan Hale School","*","*","73","167","0","309","562"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","*","*","271","67","0","7","349"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","*","*","318","80","0","53","453"
"0930311","0930011","New Haven School District","Beecher School","0","*","366","28","0","*","409"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","0","*","202","140","*","109","459"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","0","*","226","*","0","130","488"
"0934311","0930011","New Haven School District","Bishop Woods Architecture and Design Magnet School","0","12","143","101","0","42","298"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","*","*","391","116","0","57","584"
"0930511","0930011","New Haven School District","Clarence Rogers School","*","0","102","24","0","*","135"
"0930611","0930011","New Haven School District","Clinton Avenue School","0","*","134","351","0","*","512"
"0934111","0930011","New Haven School District","Columbus Family Academy","0","0","18","267","0","0","285"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","*","*","345","239","0","56","642"
"0936411","0930011","New Haven School District","Cooperative High School","0","*","197","*","0","114","417"
"0936811","0930011","New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School","*","0","157","32","0","*","204"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","*","*","247","31","0","67","361"
"0938211","0930011","New Haven School District","Dwight Early Childhood Program","0","0","35","*","0","*","40"
"0938111","0930011","New Haven School District","Early Learning Center","0","*","98","20","0","*","125"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","*","*","340","205","0","51","613"
"0931611","0930011","New Haven School District","Fair Haven School","0","0","101","431","0","14","546"
"0938011","0930011","New Haven School District","Headstart","*","*","127","281","0","*","414"
"0938311","0930011","New Haven School District","Helene Grant HeadStart","*","*","259","118","0","14","397"
"0936611","0930011","New Haven School District","High School In The Community","*","*","162","79","0","86","329"
"0930711","0930011","New Haven School District","Hill Central Music Academy","0","0","*","327","0","*","433"
"0936311","0930011","New Haven School District","Hill Regional Career High School","0","22","390","205","0","124","741"
"0936211","0930011","New Haven School District","James Hillhouse High School","0","*","935","136","0","*","1087"
"0931311","0930011","New Haven School District","John C. Daniels","0","0","102","373","0","14","489"
"0930811","0930011","New Haven School District","John S. Martinez Sea and Sky STEM School","*","0","125","486","0","*","633"
"0930411","0930011","New Haven School District","Katherine Brennan School","0","0","163","*","0","*","206"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","0","10","308","30","0","41","389"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","0","0","349","*","0","*","364"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","0","0","120","40","0","13","173"
"0937011","0930011","New Haven School District","New Haven Academy","0","0","107","46","0","30","183"
"0936511","0930011","New Haven School District","Polly T. McCabe Center","0","0","20","*","0","*","34"
"0936911","0930011","New Haven School District","Riverside Education Academy","0","0","123","*","0","*","180"
"0934211","0930011","New Haven School District","Roberto Clemente Leadership Academy for Global Awareness","0","0","253","185","0","11","449"
"0931011","0930011","New Haven School District","Ross/Woodward School","*","*","283","266","0","65","634"
"0935311","0930011","New Haven School District","Sheridan Communications and Technology Magnet School","*","*","138","43","0","62","249"
"0936711","0930011","New Haven School District","Sound School","0","*","*","63","0","231","329"
"0931111","0930011","New Haven School District","Timothy Dwight School","0","*","145","149","0","*","298"
"0932911","0930011","New Haven School District","Truman School","0","*","169","436","0","*","620"
"0935111","0930011","New Haven School District","Urban Youth Center Middle School","0","0","27","*","0","*","34"
"0932511","0930011","New Haven School District","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","*","*","169","181","0","56","410"
"0934911","0930011","New Haven School District","West Rock Authors Academy","0","*","116","59","0","*","207"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","0","*","423","18","0","*","448"
"0936111","0930011","New Haven School District","Wilbur Cross High School","*","*","793","808","0","161","1795"
"0933811","0930011","New Haven School District","Worthington Hooker School","0","90","100","20","0","179","389"
"0950311","0950011","New London School District","Jennings School","*","*","88","212","0","45","352"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","12","*","215","301","*","87","628"
"0955211","0950011","New London School District","Dual Language Arts Academy/Academia Bilingue de las Artes","0","0","*","18","0","*","31"
"0950211","0950011","New London School District","Harbor School","*","*","168","117","0","89","393"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","12","10","143","120","0","84","369"
"0959111","0950011","New London School District","New London Clinical Day Program","*","0","7","11","0","*","25"
"0956111","0950011","New London School District","New London High School","14","16","288","333","0","147","798"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","*","*","67","198","0","39","316"
"0960511","0960011","New Milford School District","Hill And Plain School","0","40","13","35","0","395","483"
"0960711","0960011","New Milford School District","John Pettibone School","*","21","*","32","0","420","490"
"0966111","0960011","New Milford School District","New Milford High School","*","39","*","87","0","1434","1591"
"0960811","0960011","New Milford School District","Northville Elementary School","0","9","11","30","0","497","547"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","*","45","*","88","0","964","1119"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","0","28","13","54","0","687","782"
"0940611","0940011","Newington School District","Anna Reynolds School","*","45","*","45","0","333","440"
"0940211","0940011","Newington School District","Elizabeth Green School","*","*","27","26","0","241","313"
"0940811","0940011","Newington School District","John Paterson School","*","47","*","42","0","338","455"
"0945311","0940011","Newington School District","John Wallace Middle School","*","70","*","67","0","580","758"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","*","42","*","60","0","528","666"
"0946111","0940011","Newington School District","Newington High School","*","107","*","125","0","1205","1528"
"0940711","0940011","Newington School District","Ruth Chaffee School","*","*","35","59","0","263","388"
"0970111","0970011","Newtown School District","Hawley Elementary School","0","16","*","*","0","390","418"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","*","11","*","17","0","411","443"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","0","14","10","16","0","491","531"
"0976111","0970011","Newtown School District","Newtown High School","*","37","*","58","0","1606","1719"
"0975111","0970011","Newtown School District","Newtown Middle School","0","31","12","27","0","860","930"
"0978011","0970011","Newtown School District","Newtown Preschool","0","*","0","*","0","57","62"
"0970511","0970011","Newtown School District","Reed Intermediate School","*","25","*","36","0","814","886"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","0","23","14","23","0","579","639"
"0980111","0980011","Norfolk School District","Botelle Elementary School","0","*","*","*","0","155","164"
"0989011","0980011","Norfolk School District","IEP Program","0","*","0","*","0","*","*"
"0990411","0990011","North Branford School District","Jerome Harrison School","*","*","*","7","0","337","355"
"0996111","0990011","North Branford School District","North Branford High School","*","*","12","15","0","695","730"
"0995111","0990011","North Branford School District","North Branford Intermediate School","*","*","16","23","0","518","570"
"0990511","0990011","North Branford School District","Stanley T. Williams School","*","*","*","*","0","253","268"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","0","8","7","11","0","482","508"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","0","0","*","*","0","339","359"
"1010811","1010011","North Haven School District","Clintonville Elementary School","0","27","15","15","0","316","373"
"1010711","1010011","North Haven School District","Green Acres Elementary School","0","39","29","14","0","355","437"
"1010211","1010011","North Haven School District","Montowese Elementary School","*","20","11","*","0","419","461"
"1016111","1010011","North Haven School District","North Haven High School","*","73","85","*","0","1018","1240"
"1015211","1010011","North Haven School District","North Haven Middle School","0","63","35","43","0","776","917"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","0","42","21","17","0","355","435"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","9","6","10","10","0","338","373"
"1026111","1020011","North Stonington School District","Wheeler High School","7","8","*","*","0","220","245"
"1025111","1020011","North Stonington School District","Wheeler Middle School","*","*","*","*","0","173","187"
"1036211","1030011","Norwalk School District","Brien McMahon High School","6","65","500","465","0","626","1662"
"1030211","1030011","Norwalk School District","Brookside Elementary School","0","8","90","191","0","113","402"
"1030311","1030011","Norwalk School District","Columbus Magnet School","*","*","87","57","0","174","356"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","0","19","70","86","0","289","464"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","0","27","95","82","0","244","448"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","*","*","129","223","0","94","494"
