"school_code","district_code","district","school","american_indian","asian","black_not_of_hispanic_origin","hispanic_latino","not_reported","white_not_of_hispanic_origin","total"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","*","30","*","76","0","705","836"
"1486111","1480011","Wallingford School District","Lyman Hall High School","*","*","30","112","0","1002","1176"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","*","45","*","49","0","871","987"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","0","*","*","85","0","253","350"
"1480311","1480011","Wallingford School District","Parker Farms School","0","24","11","87","0","227","349"
"1481211","1480011","Wallingford School District","Pond Hill School","0","6","8","46","0","252","312"
"1480411","1480011","Wallingford School District","Rock Hill School","*","25","*","19","0","291","351"
"1480811","1480011","Wallingford School District","Yalesville School","0","38","*","30","*","450","531"
"1511011","1510011","Waterbury School District","Brooklyn Elementary School","0","*","59","94","0","*","205"
"1515211","1510011","Waterbury School District","West Side Middle School","*","*","325","587","0","344","1276"
"1512311","1510011","Waterbury School District","Washington School","*","*","55","214","0","34","313"
"1512111","1510011","Waterbury School District","B. W. Tinker School","*","*","115","187","0","230","555"
"1510311","1510011","Waterbury School District","Barnard School","*","*","74","119","0","69","267"
"1510511","1510011","Waterbury School District","Bucks Hill School","*","*","166","298","0","86","557"
"1510611","1510011","Waterbury School District","Bunker Hill School","*","16","171","204","*","129","522"
"1512711","1510011","Waterbury School District","Carrington School","*","*","81","297","0","146","532"
"1516211","1510011","Waterbury School District","Crosby High School","*","*","390","563","0","340","1336"
"1510911","1510011","Waterbury School District","Driggs School","0","*","194","302","0","*","575"
"1519111","1510011","Waterbury School District","Enlightenment School","*","*","65","88","0","24","179"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","0","*","147","240","0","*","465"
"1512611","1510011","Waterbury School District","Gilmartin School","*","*","60","101","0","73","244"
"1510711","1510011","Waterbury School District","H. S. Chase School","*","*","192","370","0","221","802"
"1511311","1510011","Waterbury School District","Hopeville School","*","*","69","289","0","70","436"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","*","*","293","535","0","448","1306"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","*","*","137","133","0","307","599"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","*","*","159","247","0","180","596"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","*","*","403","565","0","322","1329"
"1515311","1510011","Waterbury School District","North End Middle School","*","*","426","598","0","180","1226"
"1512811","1510011","Waterbury School District","Regan School","0","7","114","115","0","63","299"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","*","*","133","122","0","340","614"
"1518011","1510011","Waterbury School District","Special Education Preschool","*","*","50","114","0","54","224"
"1512011","1510011","Waterbury School District","Sprague School","*","*","129","290","0","53","479"
"1519011","1510011","Waterbury School District","State Street School","0","0","31","38","0","14","83"
"1512211","1510011","Waterbury School District","Walsh School","*","*","212","311","0","30","558"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","0","*","118","*","0","273","481"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","*","*","77","87","0","149","319"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","*","*","93","120","0","119","352"
"1516311","1510011","Waterbury School District","Wilby High School","*","*","450","549","0","175","1192"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","0","*","147","204","0","*","397"
"1525111","1520011","Waterford School District","Clark Lane Middle School","*","40","*","44","0","568","694"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","*","19","12","*","0","220","268"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","7","29","19","27","0","333","415"
"1520511","1520011","Waterford School District","Southwest Elementary School","*","26","*","34","0","435","514"
"1526111","1520011","Waterford School District","Waterford High School","*","50","*","52","0","834","988"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","*","*","*","12","0","342","366"
"1530211","1530011","Watertown School District","John Trumbull Primary School","8","20","17","36","0","672","753"
"1530411","1530011","Watertown School District","Polk School","*","15","*","24","0","328","373"
"1535111","1530011","Watertown School District","Swift Middle School","*","18","*","30","0","799","864"
"1536111","1530011","Watertown School District","Watertown High School","7","16","14","30","0","913","980"
"1551711","1550011","West Hartford School District","Smith School","0","76","*","134","*","105","379"
"1559111","1550011","West Hartford School District","Achieve","0","0","*","0","0","*","*"
"1551611","1550011","West Hartford School District","Aiken School","*","95","34","*","0","295","453"
"1550211","1550011","West Hartford School District","Braeburn School","*","37","*","43","0","342","454"
"1555311","1550011","West Hartford School District","Bristow Middle School","*","*","37","57","0","298","420"
"1550411","1550011","West Hartford School District","Bugbee School","*","29","*","17","0","301","364"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","*","70","*","155","0","69","361"
"1556111","1550011","West Hartford School District","Conard High School","*","*","155","288","0","882","1466"
"1550611","1550011","West Hartford School District","Duffy School","0","32","30","33","0","494","589"
"1556211","1550011","West Hartford School District","Hall High School","*","*","178","192","0","1078","1571"
"1555111","1550011","West Hartford School District","King Philip Middle School","*","113","97","*","0","590","901"
"1550911","1550011","West Hartford School District","Morley School","*","*","27","21","0","294","364"
"1551011","1550011","West Hartford School District","Norfeldt School","0","53","27","28","0","325","433"
"1555211","1550011","West Hartford School District","Sedgwick Middle School","*","103","*","159","0","511","866"
"1559011","1550011","West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","0","0","*","*","0","10","13"
"1551211","1550011","West Hartford School District","Webster Hill School","*","64","*","80","0","251","438"
"1551311","1550011","West Hartford School District","Whiting Lane School","*","*","58","70","0","307","495"
"1551511","1550011","West Hartford School District","Wolcott School","*","77","44","75","*","313","511"
"1561211","1560011","West Haven School District","Washington School","0","7","86","110","0","200","403"
"1560811","1560011","West Haven School District","Alma E. Pagels School","*","*","72","48","0","208","355"
"1561311","1560011","West Haven School District","Anna V. Molloy School","0","26","75","87","0","70","258"
"1565311","1560011","West Haven School District","Carrigan 5/6 Intermediate School","*","*","211","209","0","257","693"
"1561011","1560011","West Haven School District","Clarence E. Thompson School","*","*","96","132","0","109","353"
"1560611","1560011","West Haven School District","Edith E. Mackrille School","*","*","69","66","0","226","383"
"1560311","1560011","West Haven School District","Forest School","*","*","152","154","0","113","438"
"1565111","1560011","West Haven School District","Harry M. Bailey Middle School","8","40","128","146","0","417","739"
"1561411","1560011","West Haven School District","Savin Rock Community School","*","*","126","156","0","168","464"
"1560411","1560011","West Haven School District","Seth G. Haley School","0","26","102","73","0","303","504"
"1566111","1560011","West Haven School District","West Haven High School","12","60","422","331","0","815","1640"
"1540211","1540011","Westbrook School District","Daisy Ingraham School","*","7","*","18","0","341","373"
"1546111","1540011","Westbrook School District","Westbrook High School","0","*","*","11","0","273","292"
"1545111","1540011","Westbrook School District","Westbrook Middle School","*","*","*","8","0","285","303"
"1570111","1570011","Weston School District","Hurlbutt Elementary School","*","27","*","16","0","526","579"
"1576111","1570011","Weston School District","Weston High School","*","22","*","22","0","749","807"
"1570211","1570011","Weston School District","Weston Intermediate School","0","21","16","10","0","561","608"
"1575111","1570011","Weston School District","Weston Middle School","0","20","9","6","0","539","574"
"1585111","1580011","Westport School District","Bedford Middle School","*","39","*","25","0","773","851"
"1580311","1580011","Westport School District","Coleytown Elementary School","0","19","6","7","0","445","477"
"1585311","1580011","Westport School District","Coleytown Middle School","0","18","8","7","0","481","514"
"1580411","1580011","Westport School District","Green's Farms School","*","30","*","20","0","417","475"
"1580511","1580011","Westport School District","King's Highway Elementary School","*","12","*","10","0","470","502"
"1580711","1580011","Westport School District","Long Lots School","0","41","14","35","0","520","610"
"1580811","1580011","Westport School District","Saugatuck Elementary School","*","12","*","17","0","484","519"
"1586111","1580011","Westport School District","Staples High School","*","62","*","37","0","1628","1760"
"1588011","1580011","Westport School District","Stepping Stones Preschool","0","7","0","0","0","49","56"
"1590811","1590011","Wethersfield School District","Alfred W. Hanmer School","0","26","19","40","0","284","369"
"1591011","1590011","Wethersfield School District","Charles Wright School","6","12","17","64","0","219","318"
"1590211","1590011","Wethersfield School District","Emerson-Williams School","*","*","18","58","0","373","469"
"1591111","1590011","Wethersfield School District","Highcrest School","*","21","*","43","0","364","444"
"1591211","1590011","Wethersfield School District","Samuel B. Webb Elementary School","0","19","27","45","0","335","426"
"1595211","1590011","Wethersfield School District","Silas Deane Middle School","*","*","31","74","0","434","562"
"1596111","1590011","Wethersfield School District","Wethersfield High School","*","*","78","151","0","954","1224"
"1600111","1600011","Willington School District","Center School","0","8","*","*","0","227","245"
"1605111","1600011","Willington School District","Hall Memorial School","0","*","*","16","0","295","320"
"1615211","1610011","Wilton School District","Middlebrook School","0","59","11","17","0","923","1010"
"1610711","1610011","Wilton School District","Cider Mill School","0","57","*","*","0","965","1050"
"1610611","1610011","Wilton School District","Ina E. Driscoll School","0","31","8","8","0","465","512"
"1610511","1610011","Wilton School District","Miller-Driscoll School","*","37","*","12","0","456","509"
"1616111","1610011","Wilton School District","Wilton High School","0","52","17","27","0","1201","1297"
"1620411","1620011","Winchester School District","Batcheller Early Education Center","8","6","6","19","0","268","307"
"1620211","1620011","Winchester School District","Mary P. Hinsdale School","*","*","18","31","0","295","352"
"1625111","1620011","Winchester School District","Pearson Middle School","*","*","16","34","0","279","336"
"1638011","1630011","Windham School District","Early Headstart","0","0","*","23","0","*","30"
"1639011","1630011","Windham School District","Eastern Regional Academy/Windham","0","0","*","31","0","*","43"
"1630111","1630011","Windham School District","Natchaug School","*","*","27","185","0","77","299"
"1630311","1630011","Windham School District","North Windham School","*","*","35","242","0","162","448"
"1630611","1630011","Windham School District","W. B. Sweeney School","*","*","30","228","0","81","347"
"1630511","1630011","Windham School District","Windham Center School","*","*","*","176","0","104","287"
"1638311","1630011","Windham School District","Windham Early Childhood Prospect Street","*","*","8","138","0","41","192"
"1636111","1630011","Windham School District","Windham High School","*","*","53","493","0","348","907"
"1635111","1630011","Windham School District","Windham Middle School","*","*","52","578","0","277","925"
"1650111","1650011","Windsor Locks School District","North Street School","*","48","45","*","0","316","441"
"1650411","1650011","Windsor Locks School District","South Elementary School","*","*","46","37","0","301","418"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","0","36","49","27","0","461","573"
"1655111","1650011","Windsor Locks School District","Windsor Locks Middle School","*","28","33","*","0","326","413"
"1640111","1640011","Windsor School District","Clover Street School","0","22","179","40","0","82","323"
"1640811","1640011","Windsor School District","John F. Kennedy School","*","*","219","65","0","64","369"
"1640911","1640011","Windsor School District","Oliver Ellsworth School","0","20","206","47","0","147","420"
"1640511","1640011","Windsor School District","Poquonock Elementary School","*","26","114","*","0","136","303"
"1641011","1640011","Windsor School District","Roger Wolcott Early Child Center","*","*","91","34","0","98","243"
"1645311","1640011","Windsor School District","Sage Park Middle School","*","*","492","108","0","275","911"
"1646111","1640011","Windsor School District","Windsor High School","8","58","753","136","0","445","1400"
"1660611","1660011","Wolcott School District","Alcott School","*","*","10","17","0","345","381"
"1660211","1660011","Wolcott School District","Frisbie School","*","14","*","17","0","351","385"
"1665111","1660011","Wolcott School District","Tyrrell Middle School","0","9","13","19","0","685","726"
"1660511","1660011","Wolcott School District","Wakelee School","0","10","12","17","0","428","467"
"1666111","1660011","Wolcott School District","Wolcott High School","0","12","17","33","0","834","896"
"1670211","1670011","Woodbridge School District","Beecher Road Intermediate School","*","45","*","17","0","371","447"
"1670111","1670011","Woodbridge School District","Beecher Road Primary School","*","33","*","14","0","250","308"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","9","12","7","26","0","1130","1184"
"1690211","1690011","Woodstock School District","Woodstock Elementary School","*","12","*","17","0","458","495"
"1695111","1690011","Woodstock School District","Woodstock Middle School","7","*","*","16","0","399","431"

