"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0726111","0720011","Ledyard School District","Ledyard High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0726111","0720011","Ledyard School District","Ledyard High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0726111","0720011","Ledyard School District","Ledyard High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0726111","0720011","Ledyard School District","Ledyard High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0725111","0720011","Ledyard School District","Ledyard Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0725111","0720011","Ledyard School District","Ledyard Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0725111","0720011","Ledyard School District","Ledyard Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0725111","0720011","Ledyard School District","Ledyard Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0730111","0730011","Lisbon School District","Lisbon Central School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0730111","0730011","Lisbon School District","Lisbon Central School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0730111","0730011","Lisbon School District","Lisbon Central School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0730111","0730011","Lisbon School District","Lisbon Central School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0740211","0740011","Litchfield School District","Center School","ELA","N","70","70","100.0","70","*","*","12","17.1","19","27.1","36","51.4","55","78.6"
"0740211","0740011","Litchfield School District","Center School","Math","N","70","70","100.0","70","*","*","12","17.1","30","42.9","24","34.3","54","77.1"
"0746111","0740011","Litchfield School District","Litchfield High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0746111","0740011","Litchfield School District","Litchfield High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0746111","0740011","Litchfield School District","Litchfield High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0746111","0740011","Litchfield School District","Litchfield High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","ELA","N","231","229","99.1","229","20","8.7","42","18.3","80","34.9","87","38.0","167","72.9"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","Math","N","231","230","99.6","230","28","12.2","55","23.9","80","34.8","67","29.1","147","63.9"
"0766111","0760011","Madison School District","Daniel Hand High School","ELA","N","303","42","13.9","42","20","47.6","*","*","11","26.2","*","*","*","*"
"0766111","0760011","Madison School District","Daniel Hand High School","Math","N","303","41","13.5","41","35","85.4","*","*","*","*","*","*","*","*"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760211","0760011","Madison School District","Island Avenue Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760211","0760011","Madison School District","Island Avenue Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760211","0760011","Madison School District","Island Avenue Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760211","0760011","Madison School District","Island Avenue Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","ELA","N","103","101","98.1","101","6","5.9","14","13.9","30","29.7","51","50.5","81","80.2"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","Math","N","103","101","98.1","101","*","*","*","*","34","33.7","43","42.6","77","76.2"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","ELA","N","23","17","73.9","17","*","*","*","*","*","*","*","*","*","*"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","Math","N","23","18","78.3","18","*","*","*","*","*","*","*","*","*","*"
"0770111","0770011","Manchester School District","Bowers School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770111","0770011","Manchester School District","Bowers School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770111","0770011","Manchester School District","Bowers School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770111","0770011","Manchester School District","Bowers School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770311","0770011","Manchester School District","Buckley School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770311","0770011","Manchester School District","Buckley School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770311","0770011","Manchester School District","Buckley School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770311","0770011","Manchester School District","Buckley School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","ELA","N","387","387","100.0","386","104","26.9","124","32.1","*","*","*","*","*","*"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","ELA","Y","25","25","100.0","25","15","60.0","*","*","*","*","0","0.0","*","*"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","Math","N","387","387","100.0","387","146","37.7","125","32.3","*","*","*","*","*","*"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","Math","Y","25","25","100.0","25","17","68.0","*","*","*","*","0","0.0","*","*"
"0770411","0770011","Manchester School District","Highland Park School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770411","0770011","Manchester School District","Highland Park School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770411","0770011","Manchester School District","Highland Park School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770411","0770011","Manchester School District","Highland Park School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0775311","0770011","Manchester School District","Illing Middle School","ELA","N","739","728","98.5","728","226","31.0","210","28.8","*","*","*","*","*","*"
"0775311","0770011","Manchester School District","Illing Middle School","ELA","Y","41","40","97.6","39","29","74.4","*","*","*","*","0","0.0","*","*"
"0775311","0770011","Manchester School District","Illing Middle School","Math","N","739","728","98.5","728","321","44.1","226","31.0","*","*","*","*","*","*"
"0775311","0770011","Manchester School District","Illing Middle School","Math","Y","41","41","100.0","41","29","70.7","*","*","*","*","0","0.0","*","*"
"0770611","0770011","Manchester School District","Keeney School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770611","0770011","Manchester School District","Keeney School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770611","0770011","Manchester School District","Keeney School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0770611","0770011","Manchester School District","Keeney School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0776111","0770011","Manchester School District","Manchester High School","ELA","N","326","158","48.5","154","*","*","*","*","*","*","*","*","*","*"
"0776111","0770011","Manchester School District","Manchester High School","ELA","Y","21","16","76.2","16","*","*","*","*","*","*","*","*","*","*"
"0776111","0770011","Manchester School District","Manchester High School","Math","N","326","154","47.2","152","*","*","*","*","*","*","*","*","*","*"
"0776111","0770011","Manchester School District","Manchester High School","Math","Y","21","17","81.0","17","*","*","*","*","*","*","*","*","*","*"
"0779011","0770011","Manchester School District","Manchester Regional Academy","ELA","N","24","8","33.3","8","*","*","*","*","*","*","*","*","*","*"
"0779011","0770011","Manchester School District","Manchester Regional Academy","Math","N","24","7","29.2","7","*","*","*","*","*","*","*","*","*","*"
"0771611","0770011","Manchester School District","Martin School","ELA","N","123","123","100.0","123","*","*","*","*","*","*","*","*","*","*"
"0771611","0770011","Manchester School District","Martin School","ELA","Y","9","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0771611","0770011","Manchester School District","Martin School","Math","N","123","123","100.0","123","*","*","*","*","*","*","*","*","*","*"
"0771611","0770011","Manchester School District","Martin School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0770711","0770011","Manchester School District","New Horizons","ELA","N","9","0","*","0","*","*","*","*","*","*","*","*","*","*"
"0770711","0770011","Manchester School District","New Horizons","Math","N","10","0","*","0","*","*","*","*","*","*","*","*","*","*"
"0771011","0770011","Manchester School District","Robertson School","ELA","N","140","136","97.1","136","*","*","*","*","*","*","*","*","*","*"
"0771011","0770011","Manchester School District","Robertson School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0771011","0770011","Manchester School District","Robertson School","Math","N","140","136","97.1","134","*","*","*","*","*","*","*","*","*","*"
"0771011","0770011","Manchester School District","Robertson School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0771211","0770011","Manchester School District","Verplanck School","ELA","N","169","167","98.8","167","76","45.5","*","*","*","*","13","7.8","*","*"
"0771211","0770011","Manchester School District","Verplanck School","ELA","Y","21","21","100.0","21","15","71.4","*","*","*","*","0","0.0","*","*"
"0771211","0770011","Manchester School District","Verplanck School","Math","N","168","166","98.8","166","87","52.4","*","*","*","*","8","4.8","*","*"
"0771211","0770011","Manchester School District","Verplanck School","Math","Y","21","21","100.0","21","16","76.2","*","*","*","*","0","0.0","*","*"
"0771311","0770011","Manchester School District","Waddell School","ELA","N","145","140","96.6","139","*","*","*","*","*","*","*","*","*","*"
"0771311","0770011","Manchester School District","Waddell School","ELA","Y","10","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0771311","0770011","Manchester School District","Waddell School","Math","N","145","140","96.6","140","*","*","*","*","*","*","*","*","*","*"
"0771311","0770011","Manchester School District","Waddell School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0771411","0770011","Manchester School District","Washington School","ELA","N","156","155","99.4","155","*","*","*","*","*","*","*","*","*","*"
"0771411","0770011","Manchester School District","Washington School","ELA","Y","15","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0771411","0770011","Manchester School District","Washington School","Math","N","154","153","99.4","153","*","*","*","*","*","*","*","*","*","*"
"0771411","0770011","Manchester School District","Washington School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0785111","0780011","Mansfield School District","Mansfield Middle School School","ELA","N","502","458","91.2","457","*","*","*","*","*","*","*","*","*","*"
"0785111","0780011","Mansfield School District","Mansfield Middle School School","ELA","Y","9","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0785111","0780011","Mansfield School District","Mansfield Middle School School","Math","N","502","462","92.0","460","*","*","*","*","*","*","*","*","*","*"
"0785111","0780011","Mansfield School District","Mansfield Middle School School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0780511","0780011","Mansfield School District","Southeast Elementary School","ELA","N","95","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780511","0780011","Mansfield School District","Southeast Elementary School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0780511","0780011","Mansfield School District","Southeast Elementary School","Math","N","95","93","97.9","93","*","*","*","*","*","*","*","*","*","*"
"0780511","0780011","Mansfield School District","Southeast Elementary School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0800111","0800011","Meriden School District","Benjamin Franklin School","ELA","N","185","184","99.5","184","*","*","*","*","*","*","*","*","*","*"
"0800111","0800011","Meriden School District","Benjamin Franklin School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0800111","0800011","Meriden School District","Benjamin Franklin School","Math","N","183","181","98.9","181","*","*","*","*","*","*","*","*","*","*"
"0800111","0800011","Meriden School District","Benjamin Franklin School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0801111","0800011","Meriden School District","Casimir Pulaski School","ELA","N","294","292","99.3","292","83","28.4","68","23.3","*","*","*","*","*","*"
"0801111","0800011","Meriden School District","Casimir Pulaski School","ELA","Y","30","30","100.0","30","19","63.3","*","*","*","*","0","0.0","*","*"
"0801111","0800011","Meriden School District","Casimir Pulaski School","Math","N","294","292","99.3","292","115","39.4","94","32.2","*","*","*","*","*","*"
"0801111","0800011","Meriden School District","Casimir Pulaski School","Math","Y","31","30","96.8","30","18","60.0","*","*","*","*","0","0.0","*","*"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","ELA","N","190","174","91.6","174","27","15.5","57","32.8","65","37.4","25","14.4","90","51.7"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","ELA","Y","27","23","85.2","22","15","68.2","7","31.8","0","0.0","0","0.0","0","0.0"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","Math","N","190","176","92.6","175","93","53.1","51","29.1","24","13.7","7","4.0","31","17.7"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","Math","Y","27","25","92.6","24","24","100.0","0","0.0","0","0.0","0","0.0","0","0.0"
"0800311","0800011","Meriden School District","Hanover School","ELA","N","159","158","99.4","158","38","24.1","37","23.4","*","*","*","*","*","*"
"0800311","0800011","Meriden School District","Hanover School","ELA","Y","85","51","60.0","51","39","76.5","9","17.6","*","*","*","*","*","*"
"0800311","0800011","Meriden School District","Hanover School","Math","N","159","157","98.7","157","49","31.2","58","36.9","*","*","*","*","*","*"
"0800311","0800011","Meriden School District","Hanover School","Math","Y","85","78","91.8","78","66","84.6","*","*","*","*","0","0.0","*","*"
"0800411","0800011","Meriden School District","Israel Putnam School","ELA","N","243","242","99.6","241","80","33.2","*","*","*","*","*","*","*","*"
"0800411","0800011","Meriden School District","Israel Putnam School","ELA","Y","27","27","100.0","27","18","66.7","*","*","*","*","*","*","*","*"
"0800411","0800011","Meriden School District","Israel Putnam School","Math","N","244","236","96.7","236","101","42.8","*","*","*","*","9","3.8","*","*"
"0800411","0800011","Meriden School District","Israel Putnam School","Math","Y","27","21","77.8","21","15","71.4","*","*","*","*","0","0.0","*","*"
"0800511","0800011","Meriden School District","John Barry School","ELA","N","214","213","99.5","213","105","49.3","*","*","*","*","9","4.2","*","*"
"0800511","0800011","Meriden School District","John Barry School","ELA","Y","41","40","97.6","40","34","85.0","*","*","*","*","0","0.0","*","*"
"0800511","0800011","Meriden School District","John Barry School","Math","N","214","211","98.6","211","108","51.2","*","*","27","12.8","*","*","*","*"
"0800511","0800011","Meriden School District","John Barry School","Math","Y","40","39","97.5","39","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0805211","0800011","Meriden School District","Lincoln Middle School","ELA","N","621","615","99.0","615","151","24.6","195","31.7","*","*","*","*","*","*"
"0805211","0800011","Meriden School District","Lincoln Middle School","ELA","Y","122","102","83.6","101","82","81.2","*","*","*","*","0","0.0","*","*"
"0805211","0800011","Meriden School District","Lincoln Middle School","Math","N","619","615","99.4","614","300","48.9","220","35.8","*","*","*","*","*","*"
"0805211","0800011","Meriden School District","Lincoln Middle School","Math","Y","122","120","98.4","120","113","94.2","*","*","*","*","0","0.0","*","*"
"0800711","0800011","Meriden School District","Nathan Hale School","ELA","N","260","257","98.8","256","85","33.2","66","25.8","*","*","48","18.8","*","*"
"0800711","0800011","Meriden School District","Nathan Hale School","ELA","Y","41","41","100.0","41","31","75.6","6","14.6","*","*","0","0.0","*","*"
"0800711","0800011","Meriden School District","Nathan Hale School","Math","N","259","255","98.5","255","125","49.0","78","30.6","*","*","16","6.3","*","*"
"0800711","0800011","Meriden School District","Nathan Hale School","Math","Y","41","41","100.0","41","32","78.0","8","19.5","*","*","0","0.0","*","*"
"0806211","0800011","Meriden School District","Orville H. Platt High School","ELA","N","202","195","96.5","195","*","*","*","*","*","*","*","*","*","*"
"0806211","0800011","Meriden School District","Orville H. Platt High School","ELA","Y","14","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0806211","0800011","Meriden School District","Orville H. Platt High School","Math","N","202","194","96.0","194","*","*","*","*","*","*","*","*","*","*"
"0806211","0800011","Meriden School District","Orville H. Platt High School","Math","Y","14","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0800811","0800011","Meriden School District","Roger Sherman School","ELA","N","172","170","98.8","170","62","36.5","34","20.0","*","*","*","*","*","*"
"0800811","0800011","Meriden School District","Roger Sherman School","ELA","Y","33","33","100.0","33","21","63.6","*","*","*","*","0","0.0","*","*"
"0800811","0800011","Meriden School District","Roger Sherman School","Math","N","172","169","98.3","169","69","40.8","52","30.8","*","*","*","*","*","*"
"0800811","0800011","Meriden School District","Roger Sherman School","Math","Y","33","33","100.0","33","23","69.7","*","*","*","*","0","0.0","*","*"
"0800911","0800011","Meriden School District","STEP-Meriden School District","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0800911","0800011","Meriden School District","STEP-Meriden School District","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0800911","0800011","Meriden School District","STEP-Meriden School District","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0800911","0800011","Meriden School District","STEP-Meriden School District","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0801211","0800011","Meriden School District","STEPS-Meriden School District","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0801211","0800011","Meriden School District","STEPS-Meriden School District","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0801211","0800011","Meriden School District","STEPS-Meriden School District","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0801211","0800011","Meriden School District","STEPS-Meriden School District","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0801011","0800011","Meriden School District","Thomas Hooker School","ELA","N","152","151","99.3","151","*","*","*","*","*","*","*","*","*","*"
"0801011","0800011","Meriden School District","Thomas Hooker School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0801011","0800011","Meriden School District","Thomas Hooker School","Math","N","152","151","99.3","151","*","*","*","*","*","*","*","*","*","*"
"0801011","0800011","Meriden School District","Thomas Hooker School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0805411","0800011","Meriden School District","Washington Middle School","ELA","N","579","558","96.4","557","165","29.6","182","32.7","*","*","*","*","*","*"
"0805411","0800011","Meriden School District","Washington Middle School","ELA","Y","86","82","95.3","81","60","74.1","18","22.2","*","*","*","*","*","*"
"0805411","0800011","Meriden School District","Washington Middle School","Math","N","578","565","97.8","563","324","57.5","164","29.1","*","*","*","*","*","*"
"0805411","0800011","Meriden School District","Washington Middle School","Math","Y","86","83","96.5","83","73","88.0","*","*","*","*","0","0.0","*","*"
"0830211","0830011","Middletown School District","Bielefield School","ELA","N","137","137","100.0","137","*","*","*","*","*","*","*","*","*","*"
"0830211","0830011","Middletown School District","Bielefield School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0830211","0830011","Middletown School District","Bielefield School","Math","N","137","137","100.0","137","*","*","*","*","*","*","*","*","*","*"
"0830211","0830011","Middletown School District","Bielefield School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0831611","0830011","Middletown School District","Evening Program - MHS","ELA","N","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0831611","0830011","Middletown School District","Evening Program - MHS","Math","N","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0830511","0830011","Middletown School District","Farm Hill School","ELA","N","166","165","99.4","165","*","*","*","*","*","*","*","*","*","*"
"0830511","0830011","Middletown School District","Farm Hill School","ELA","Y","9","9","*","8","*","*","*","*","*","*","*","*","*","*"
"0830511","0830011","Middletown School District","Farm Hill School","Math","N","166","165","99.4","165","*","*","*","*","*","*","*","*","*","*"
"0830511","0830011","Middletown School District","Farm Hill School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831011","0830011","Middletown School District","ICM - Macdonough","ELA","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0831011","0830011","Middletown School District","ICM - Macdonough","Math","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","ELA","N","345","345","100.0","345","*","*","*","*","*","*","*","*","*","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","ELA","Y","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","Math","N","346","346","100.0","346","*","*","*","*","*","*","*","*","*","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0831311","0830011","Middletown School District","Lawrence School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831311","0830011","Middletown School District","Lawrence School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831311","0830011","Middletown School District","Lawrence School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831311","0830011","Middletown School District","Lawrence School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","ELA","N","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","Math","N","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830911","0830011","Middletown School District","MacDonough School","ELA","N","87","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830911","0830011","Middletown School District","MacDonough School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830911","0830011","Middletown School District","MacDonough School","Math","N","88","88","100.0","88","*","*","*","*","*","*","*","*","*","*"
"0830911","0830011","Middletown School District","MacDonough School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0836211","0830011","Middletown School District","Middletown High School","ELA","N","271","269","99.3","269","*","*","*","*","*","*","*","*","*","*"
"0836211","0830011","Middletown School District","Middletown High School","ELA","Y","8","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0836211","0830011","Middletown School District","Middletown High School","Math","N","271","269","99.3","269","*","*","*","*","*","*","*","*","*","*"
"0836211","0830011","Middletown School District","Middletown High School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0831211","0830011","Middletown School District","Moody School","ELA","N","137","136","99.3","136","14","10.3","27","19.9","40","29.4","55","40.4","95","69.9"
"0831211","0830011","Middletown School District","Moody School","Math","N","137","137","100.0","137","19","13.9","33","24.1","43","31.4","42","30.7","85","62.0"
"0830311","0830011","Middletown School District","OASIS","ELA","N","7","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0830311","0830011","Middletown School District","OASIS","Math","N","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0831111","0830011","Middletown School District","Snow School","ELA","N","128","127","99.2","127","*","*","*","*","*","*","*","*","*","*"
"0831111","0830011","Middletown School District","Snow School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0831111","0830011","Middletown School District","Snow School","Math","N","126","126","100.0","126","*","*","*","*","*","*","*","*","*","*"
"0831111","0830011","Middletown School District","Snow School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0830111","0830011","Middletown School District","Spencer School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830111","0830011","Middletown School District","Spencer School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830111","0830011","Middletown School District","Spencer School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0830111","0830011","Middletown School District","Spencer School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
