"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","N","300","258","86.0","251","116","46.2","*","*","*","*","*","*","*","*"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","Y","48","39","81.3","36","32","88.9","*","*","*","*","0","0.0","*","*"
"1516211","1510011","Waterbury School District","Crosby High School","Math","N","300","254","84.7","253","206","81.4","*","*","*","*","0","0.0","*","*"
"1516211","1510011","Waterbury School District","Crosby High School","Math","Y","47","39","83.0","39","*","*","0","0.0","*","*","0","0.0","*","*"
"1510911","1510011","Waterbury School District","Driggs School","ELA","N","199","199","100.0","199","*","*","*","*","*","*","*","*","*","*"
"1510911","1510011","Waterbury School District","Driggs School","ELA","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1510911","1510011","Waterbury School District","Driggs School","Math","N","200","200","100.0","200","*","*","*","*","*","*","*","*","*","*"
"1510911","1510011","Waterbury School District","Driggs School","Math","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1511611","1510011","Waterbury School District","Duggan School","ELA","N","250","250","100.0","249","110","44.2","66","26.5","*","*","*","*","*","*"
"1511611","1510011","Waterbury School District","Duggan School","ELA","Y","32","30","93.8","30","22","73.3","*","*","*","*","0","0.0","*","*"
"1511611","1510011","Waterbury School District","Duggan School","Math","N","250","249","99.6","249","138","55.4","*","*","*","*","9","3.6","*","*"
"1511611","1510011","Waterbury School District","Duggan School","Math","Y","32","32","100.0","32","26","81.3","*","*","*","*","0","0.0","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","ELA","N","78","63","80.8","60","*","*","*","*","0","0.0","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","ELA","Y","14","11","*","9","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Math","N","78","62","79.5","62","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1519111","1510011","Waterbury School District","Enlightenment School","Math","Y","14","11","*","11","*","*","*","*","*","*","*","*","*","*"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","ELA","N","238","238","100.0","238","90","37.8","73","30.7","*","*","*","*","*","*"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","ELA","Y","25","24","96.0","24","15","62.5","*","*","*","*","0","0.0","*","*"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Math","N","237","237","100.0","237","104","43.9","86","36.3","35","14.8","12","5.1","47","19.8"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Math","Y","25","25","100.0","25","19","76.0","6","24.0","0","0.0","0","0.0","0","0.0"
"1512611","1510011","Waterbury School District","Gilmartin School","ELA","N","285","284","99.6","284","148","52.1","*","*","53","18.7","*","*","*","*"
"1512611","1510011","Waterbury School District","Gilmartin School","ELA","Y","30","30","100.0","30","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1512611","1510011","Waterbury School District","Gilmartin School","Math","N","285","284","99.6","284","172","60.6","*","*","25","8.8","*","*","*","*"
"1512611","1510011","Waterbury School District","Gilmartin School","Math","Y","30","30","100.0","30","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1510711","1510011","Waterbury School District","H. S. Chase School","ELA","N","313","313","100.0","313","139","44.4","92","29.4","*","*","*","*","*","*"
"1510711","1510011","Waterbury School District","H. S. Chase School","ELA","Y","90","89","98.9","89","68","76.4","*","*","*","*","0","0.0","*","*"
"1510711","1510011","Waterbury School District","H. S. Chase School","Math","N","313","313","100.0","313","160","51.1","107","34.2","*","*","*","*","*","*"
"1510711","1510011","Waterbury School District","H. S. Chase School","Math","Y","91","91","100.0","91","72","79.1","*","*","*","*","0","0.0","*","*"
"1511311","1510011","Waterbury School District","Hopeville School","ELA","N","139","139","100.0","139","75","54.0","37","26.6","*","*","*","*","27","19.4"
"1511311","1510011","Waterbury School District","Hopeville School","ELA","Y","84","63","75.0","62","56","90.3","6","9.7","0","0.0","0","0.0","0","0.0"
"1511311","1510011","Waterbury School District","Hopeville School","Math","N","139","139","100.0","139","77","55.4","44","31.7","*","*","*","*","18","12.9"
"1511311","1510011","Waterbury School District","Hopeville School","Math","Y","85","85","100.0","85","76","89.4","9","10.6","0","0.0","0","0.0","0","0.0"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","N","278","266","95.7","266","94","35.3","*","*","*","*","23","8.6","*","*"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","Y","39","39","100.0","39","32","82.1","*","*","*","*","0","0.0","*","*"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","N","277","265","95.7","265","192","72.5","*","*","26","9.8","*","*","*","*"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","Y","39","39","100.0","38","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","ELA","N","246","246","100.0","246","*","*","*","*","*","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Math","N","246","246","100.0","246","*","*","*","*","*","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","ELA","N","241","239","99.2","239","75","31.4","77","32.2","*","*","*","*","*","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","ELA","Y","30","30","100.0","30","19","63.3","8","26.7","*","*","*","*","*","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Math","N","241","239","99.2","239","113","47.3","*","*","*","*","6","2.5","*","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Math","Y","30","30","100.0","30","24","80.0","*","*","*","*","0","0.0","*","*"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","ELA","N","999","987","98.8","986","460","46.7","293","29.7","*","*","*","*","*","*"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","ELA","Y","146","143","97.9","143","129","90.2","11","7.7","*","*","*","*","*","*"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","Math","N","1000","990","99.0","989","628","63.5","239","24.2","*","*","*","*","*","*"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","Math","Y","146","144","98.6","144","132","91.7","*","*","0","0.0","*","*","*","*"
"1515311","1510011","Waterbury School District","North End Middle School","ELA","N","857","853","99.5","853","430","50.4","250","29.3","*","*","*","*","*","*"
"1515311","1510011","Waterbury School District","North End Middle School","ELA","Y","134","125","93.3","125","107","85.6","15","12.0","*","*","*","*","*","*"
"1515311","1510011","Waterbury School District","North End Middle School","Math","N","856","850","99.3","849","627","73.9","*","*","*","*","14","1.6","*","*"
"1515311","1510011","Waterbury School District","North End Middle School","Math","Y","134","133","99.3","133","127","95.5","*","*","*","*","0","0.0","*","*"
"1513411","1510011","Waterbury School District","Reed School","ELA","N","210","210","100.0","210","81","38.6","59","28.1","*","*","*","*","*","*"
"1513411","1510011","Waterbury School District","Reed School","ELA","Y","30","30","100.0","30","17","56.7","*","*","*","*","0","0.0","*","*"
"1513411","1510011","Waterbury School District","Reed School","Math","N","210","210","100.0","210","103","49.0","*","*","*","*","9","4.3","*","*"
"1513411","1510011","Waterbury School District","Reed School","Math","Y","31","31","100.0","31","24","77.4","*","*","*","*","0","0.0","*","*"
"1512811","1510011","Waterbury School District","Regan School","ELA","N","140","140","100.0","140","*","*","*","*","*","*","*","*","*","*"
"1512811","1510011","Waterbury School District","Regan School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1512811","1510011","Waterbury School District","Regan School","Math","N","140","140","100.0","140","*","*","*","*","*","*","*","*","*","*"
"1512811","1510011","Waterbury School District","Regan School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1512011","1510011","Waterbury School District","Sprague School","ELA","N","166","165","99.4","165","105","63.6","36","21.8","16","9.7","8","4.8","24","14.5"
"1512011","1510011","Waterbury School District","Sprague School","ELA","Y","22","22","100.0","22","14","63.6","8","36.4","0","0.0","0","0.0","0","0.0"
"1512011","1510011","Waterbury School District","Sprague School","Math","N","167","166","99.4","166","113","68.1","*","*","11","6.6","*","*","*","*"
"1512011","1510011","Waterbury School District","Sprague School","Math","Y","22","22","100.0","22","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1519011","1510011","Waterbury School District","State Street School","ELA","N","35","33","94.3","33","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1519011","1510011","Waterbury School District","State Street School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Math","N","35","33","94.3","33","*","*","0","0.0","0","0.0","0","0.0","0","0.0"
"1519011","1510011","Waterbury School District","State Street School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1512211","1510011","Waterbury School District","Walsh School","ELA","N","189","189","100.0","189","147","77.8","*","*","*","*","*","*","*","*"
"1512211","1510011","Waterbury School District","Walsh School","ELA","Y","33","33","100.0","33","29","87.9","*","*","*","*","0","0.0","*","*"
"1512211","1510011","Waterbury School District","Walsh School","Math","N","189","189","100.0","189","163","86.2","*","*","6","3.2","*","*","*","*"
"1512211","1510011","Waterbury School District","Walsh School","Math","Y","33","33","100.0","33","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","ELA","N","136","136","100.0","136","*","*","*","*","*","*","*","*","*","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","ELA","Y","15","14","*","14","*","*","*","*","*","*","*","*","*","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Math","N","136","136","100.0","136","*","*","*","*","*","*","*","*","*","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
