"school_code","district_code","district","school","free","non_subsidized","reduced","total"
"0070511","0070011","Berlin School District","Mary E. Griswold School","55","500","12","567"
"0070111","0070011","Berlin School District","Richard D. Hubbard School","20","205","7","232"
"0080111","0080011","Bethany School District","Bethany Community School","21","445","7","473"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","54","315","23","392"
"0096111","0090011","Bethel School District","Bethel High School","122","784","53","959"
"0095111","0090011","Bethel School District","Bethel Middle School","100","548","36","684"
"0090111","0090011","Bethel School District","Frank A. Berry School","44","445","8","497"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","68","355","20","443"
"0116111","0110011","Bloomfield School District","Bloomfield High School","233","244","64","541"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","107","94","19","220"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","128","105","28","261"
"0116311","0110011","Bloomfield School District","Global Experience Magnet School","52","119","11","182"
"0110611","0110011","Bloomfield School District","Laurel School","157","146","32","335"
"0116411","0110011","Bloomfield School District","Learning Academy at Bloomfield","0","10","0","10"
"0110511","0110011","Bloomfield School District","Metacomet School","107","109","21","237"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","48","266","8","322"
"0120111","0120011","Bolton School District","Bolton Center School","47","471","15","533"
"0126111","0120011","Bolton School District","Bolton High School","40","311","8","359"
"0130111","0130011","Bozrah School District","Fields Memorial School","36","189","16","241"
"0146111","0140011","Branford School District","Branford High School","161","844","44","1049"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","193","739","57","989"
"0148011","0140011","Branford School District","Indian Neck School","0","47","0","47"
"0141611","0140011","Branford School District","John B. Sliney School","78","272","21","371"
"0141511","0140011","Branford School District","Mary R. Tisko School","41","323","9","373"
"0141411","0140011","Branford School District","Mary T. Murphy School","94","301","34","429"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","476","125","101","702"
"0150111","0150011","Bridgeport School District","Barnum School","625","0","0","625"
"0156111","0150011","Bridgeport School District","Bassick High School","1143","0","34","1177"
"0150211","0150011","Bridgeport School District","Beardsley School","377","0","0","377"
"0150311","0150011","Bridgeport School District","Black Rock School","348","0","0","348"
"0154011","0150011","Bridgeport School District","Blackham School","1121","0","9","1130"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","*","0","*","52"
"0150411","0150011","Bridgeport School District","Bryant School","412","0","0","412"
"0156211","0150011","Bridgeport School District","Central High School","2054","0","83","2137"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","*","0","*","1115"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","*","0","*","310"
"0150511","0150011","Bridgeport School District","Columbus School","*","0","*","877"
"0153911","0150011","Bridgeport School District","Cross School","*","0","*","420"
"0154211","0150011","Bridgeport School District","Curiale School","*","0","*","773"
"0154111","0150011","Bridgeport School District","Dunbar School","*","0","*","313"
"0150711","0150011","Bridgeport School District","Edison School","244","0","0","244"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","*","0","*","818"
"0151111","0150011","Bridgeport School District","Hall School","308","0","0","308"
"0151211","0150011","Bridgeport School District","Hallen School","336","0","0","336"
"0156311","0150011","Bridgeport School District","Harding High School","1272","0","25","1297"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","*","0","*","433"
"0151311","0150011","Bridgeport School District","Hooker School","381","0","0","381"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","457","0","0","457"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","*","0","*","629"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","*","0","*","871"
"0152011","0150011","Bridgeport School District","Madison School","506","0","0","506"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","*","0","*","456"
"0159211","0150011","Bridgeport School District","Park City Academy","6","0","0","6"
"0151711","0150011","Bridgeport School District","Park City Magnet School","*","0","*","526"
"0152511","0150011","Bridgeport School District","Read School","857","0","0","857"
"0152611","0150011","Bridgeport School District","Roosevelt School","*","*","0","524"
"0154411","0150011","Bridgeport School District","Skane Center","*","*","0","231"
"0153011","0150011","Bridgeport School District","Waltersville School","*","0","*","514"
"0153611","0150011","Bridgeport School District","Winthrop School","*","0","*","686"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","14","*","*","19"
"0176111","0170011","Bristol School District","Bristol Central High School","432","739","91","1262"
"0176211","0170011","Bristol School District","Bristol Eastern High School","341","844","120","1305"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","267","429","62","758"
"0179211","0170011","Bristol School District","Community/Vocational Program","*","*","0","10"
"0170311","0170011","Bristol School District","Edgewood School","131","222","12","365"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","171","226","39","436"
"0170511","0170011","Bristol School District","Greene-Hills School","362","446","85","893"
"0171911","0170011","Bristol School District","Ivy Drive School","127","280","16","423"
"0171711","0170011","Bristol School District","Mountain View School","109","285","37","431"
"0175211","0170011","Bristol School District","Northeast Middle School","141","313","46","500"
"0171111","0170011","Bristol School District","South Side School","172","273","44","489"
"0171211","0170011","Bristol School District","Stafford School","184","275","44","503"
"0172011","0170011","Bristol School District","West Bristol School","415","421","65","901"
"0186111","0180011","Brookfield School District","Brookfield High School","57","844","17","918"
"0180311","0180011","Brookfield School District","Center Elementary School","30","377","9","416"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","41","550","14","605"
"0185311","0180011","Brookfield School District","Whisconier Middle School","74","758","19","851"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","128","401","14","543"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","98","270","26","394"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","11","64","0","75"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","33","210","16","259"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","43","167","21","231"
"0236111","0230011","Canton School District","Canton High School","33","462","16","511"
"0230311","0230011","Canton School District","Canton Intermediate School","31","392","7","430"
"0235111","0230011","Canton School District","Canton Middle School","14","245","11","270"
"0230211","0230011","Canton School District","Cherry Brook Primary School","48","473","16","537"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","175","280","36","491"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","133","171","31","335"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","55","93","16","164"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","58","146","17","221"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","*","16","*","21"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","103","270","14","387"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","177","221","25","423"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","89","67","28","184"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","*","0","6"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","135","200","22","357"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","47","*","*","58"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","0","11"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","213","406","97","716"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","115","192","33","340"
"2410514","2410014","Capitol Region Education Council","Museum Academy","110","171","30","311"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","211","126","40","377"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","113","222","21","356"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","*","*","0","64"
"2419314","2410014","Capitol Region Education Council","River Street School","11","140","0","151"
"2419114","2410014","Capitol Region Education Council","Soundbridge","*","74","*","86"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","44","31","21","96"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","246","358","59","663"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","179","202","59","440"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","51","125","9","185"
"0250111","0250011","Cheshire School District","Chapman School","10","262","11","283"
"0256111","0250011","Cheshire School District","Cheshire High School","72","1417","25","1514"
"0250211","0250011","Cheshire School District","Darcey School","0","306","0","306"
"0255111","0250011","Cheshire School District","Dodd Middle School","48","694","15","757"
"0250611","0250011","Cheshire School District","Doolittle School","36","495","8","539"
"0250411","0250011","Cheshire School District","Highland School","46","716","14","776"
"0259011","0250011","Cheshire School District","Humiston School","*","16","*","25"
"0250511","0250011","Cheshire School District","Norton School","27","415","13","455"
"0260111","0260011","Chester School District","Chester Elementary School","*","222","*","251"
"0270111","0270011","Clinton School District","Abraham Pierson School","49","245","17","311"
"0275111","0270011","Clinton School District","Jared Eliot School","60","366","20","446"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","100","514","31","645"
"0276111","0270011","Clinton School District","The Morgan School","77","472","30","579"
"0286111","0280011","Colchester School District","Bacon Academy","90","825","22","937"
"0280411","0280011","Colchester School District","Colchester Elementary School","79","520","13","612"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","78","535","17","630"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","86","594","21","701"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","*","86","*","104"
"0300111","0300011","Columbia School District","Horace W. Porter School","45","439","19","503"
"2686113","2680013","Common Ground High School District","Common Ground High School","81","71","17","169"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","489","241","48","778"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","384","391","53","828"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","343","257","35","635"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","323","151","26","500"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","184","359","30","573"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","160","365","32","557"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","226","511","31","768"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","130","382","19","531"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","188","406","47","641"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","229","415","41","685"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","195","451","30","676"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","99","543","17","659"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","192","616","44","852"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","143","470","27","640"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","274","430","54","758"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","181","372","17","570"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","24","60","7","91"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","*","29","*","54"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","14","0","14"
"2438014","2430014","Cooperative Educational Services","School Readiness","10","34","10","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","83","340","50","473"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","49","86","17","152"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","21","82","0","103"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","56","339","13","408"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","*","11","*","16"
"0320211","0320011","Coventry School District","Coventry Grammar School","51","320","9","380"
"0326111","0320011","Coventry School District","Coventry High School","68","429","14","511"
"0320411","0320011","Coventry School District","George Hersey Robertson School","65","331","12","408"
"0336111","0330011","Cromwell School District","Cromwell High School","59","455","21","535"
"0335111","0330011","Cromwell School District","Cromwell Middle School","87","386","36","509"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","63","405","18","486"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","63","358","20","441"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","51","17","10","78"
"0345111","0340011","Danbury School District","Broadview Middle School","414","553","127","1094"
"0346111","0340011","Danbury School District","Danbury High School","1003","1612","272","2887"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","215","114","76","405"
"0341111","0340011","Danbury School District","Great Plain School","134","165","28","327"
"0340211","0340011","Danbury School District","Hayestown Avenue School","203","140","68","411"
"0341711","0340011","Danbury School District","King Street Intermediate School","105","217","41","363"
"0341311","0340011","Danbury School District","King Street Primary School","145","221","38","404"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","*","135","*","165"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","140","235","26","401"
"0340611","0340011","Danbury School District","Morris Street School","264","88","68","420"
"0340811","0340011","Danbury School District","Park Avenue School","261","115","55","431"
"0341511","0340011","Danbury School District","Pembroke School","138","192","32","362"
"0345211","0340011","Danbury School District","Rogers Park Middle School","559","492","149","1200"
"0341211","0340011","Danbury School District","Shelter Rock School","171","199","46","416"
"0341011","0340011","Danbury School District","South Street School","230","85","53","368"
"0341611","0340011","Danbury School District","Stadley Rough School","180","227","42","449"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","63","340","28","431"
"0356111","0350011","Darien School District","Darien High School","0","*","*","1329"
"0350211","0350011","Darien School District","Hindley Elementary School","0","579","0","579"
"0350711","0350011","Darien School District","Holmes Elementary School","*","426","*","433"
"0355111","0350011","Darien School District","Middlesex Middle School","13","1114","8","1135"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","0","474","0","474"
"0350511","0350011","Darien School District","Royle Elementary School","0","413","0","413"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","496","0","496"
"0360111","0360011","Deep River School District","Deep River Elementary School","40","299","8","347"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","0","0","*"
"0370611","0370011","Derby School District","Bradley School","118","213","14","345"
"0376111","0370011","Derby School District","Derby High School","155","178","28","361"
"0375011","0370011","Derby School District","Derby Middle School","158","176","32","366"
"0370411","0370011","Derby School District","Irving School","251","132","37","420"
"0400111","0400011","East Granby School District","Allgrove School","6","235","0","241"
"0406111","0400011","East Granby School District","East Granby High School","9","262","0","271"
"0405111","0400011","East Granby School District","East Granby Middle School","11","202","0","213"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","18","119","0","137"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","28","302","7","337"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","20","362","17","399"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","44","444","20","508"
"0420311","0420011","East Hampton School District","Center School","27","250","8","285"
"0426111","0420011","East Hampton School District","East Hampton High School","48","461","14","523"
"0425111","0420011","East Hampton School District","East Hampton Middle School","57","365","27","449"
"0420111","0420011","East Hampton School District","Memorial School","58","565","8","631"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","*","6"
"0430911","0430011","East Hartford School District","Anna E. Norris School","191","72","17","280"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","32","141","15","188"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","267","85","19","371"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","238","127","22","387"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","183","278","43","504"
"0436211","0430011","East Hartford School District","East Hartford High School","789","708","145","1642"
"0435111","0430011","East Hartford School District","East Hartford Middle School","598","336","110","1044"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","111","187","25","323"
"0430511","0430011","East Hartford School District","Hockanum School","168","99","26","293"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","144","130","40","314"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","291","179","36","506"
"0431211","0430011","East Hartford School District","Silver Lane School","189","70","16","275"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","101","64","8","173"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","172","101","35","308"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","154","*","*","237"
"0439011","0430011","East Hartford School District","Woodland School","89","92","10","191"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","52","197","30","279"
"0441411","0440011","East Haven School District","D. C. Moore School","88","165","16","269"
"0440111","0440011","East Haven School District","Deer Run School","55","245","29","329"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","76","130","22","228"
"0446111","0440011","East Haven School District","East Haven High School","261","519","143","923"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","84","83","20","187"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","229","268","97","594"
"0440711","0440011","East Haven School District","Momauguin School","102","72","6","180"
"0441811","0440011","East Haven School District","Overbrook Elementary School","63","108","19","190"
"0449011","0440011","East Haven School District","Pathways","*","20","*","39"
"0456111","0450011","East Lyme School District","East Lyme High School","74","1028","27","1129"
"0455111","0450011","East Lyme School District","East Lyme Middle School","78","763","30","871"
"0450111","0450011","East Lyme School District","Flanders School","30","318","13","361"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","40","0","40"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","53","268","14","335"
"0450211","0450011","East Lyme School District","Niantic Center School","20","171","7","198"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","151","329","34","514"
"0476111","0470011","East Windsor School District","East Windsor High School","108","236","18","362"
"0475411","0470011","East Windsor School District","East Windsor Middle School","127","227","24","378"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","127","*","136"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","42","31","10","83"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","80","*","111"
"0390111","0390011","Eastford School District","Eastford Elementary School","29","139","0","168"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","383","*","390"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","616","*","629"
"2428014","2420014","EdAdvance","EdAdvance Headstart","216","0","0","216"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","22","*","*","33"
"0480111","0480011","Ellington School District","Center School","*","388","*","432"
"0480211","0480011","Ellington School District","Crystal Lake School","*","192","*","210"
"0486111","0480011","Ellington School District","Ellington High School","60","711","18","789"
"0485111","0480011","Ellington School District","Ellington Middle School","39","380","9","428"
"0480711","0480011","Ellington School District","Windermere Intermediate School","35","379","8","422"
"0480611","0480011","Ellington School District","Windermere School","32","395","6","433"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","371","157","76","604"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","103","237","19","359"
"0491611","0490011","Enfield School District","Eli Whitney School","125","242","29","396"
"0496111","0490011","Enfield School District","Enfield High School","197","465","65","727"
"0490211","0490011","Enfield School District","Enfield Street School","125","164","13","302"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","*","0","21"
"0496211","0490011","Enfield School District","Enrico Fermi High School","164","743","81","988"
"0490411","0490011","Enfield School District","Hazardville Memorial School","137","230","14","381"
"0498011","0490011","Enfield School District","Head Start Program","104","0","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","135","232","18","385"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","290","753","105","1148"
"0491111","0490011","Enfield School District","Nathan Hale School","25","189","8","222"
"0491511","0490011","Enfield School District","Prudence Crandall School","133","259","34","426"
"0500111","0500011","Essex School District","Essex Elementary School","44","467","17","528"
"2726113","2720013","Explorations District","Explorations","22","51","0","73"
"0510211","0510011","Fairfield School District","Burr Elementary School","27","405","13","445"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","269","*","278"
"0518011","0510011","Fairfield School District","Early Childhood Center","*","119","*","132"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","88","1417","47","1552"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","155","1217","46","1418"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","48","771","32","851"
"0510411","0510011","Fairfield School District","Holland Hill School","50","318","12","380"
"0511711","0510011","Fairfield School District","Jennings School","18","309","7","334"
"0510611","0510011","Fairfield School District","McKinley School","114","293","33","440"
"0510711","0510011","Fairfield School District","Mill Hill School","*","422","*","445"
"0511611","0510011","Fairfield School District","North Stratfield School","13","434","7","454"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","503","*","518"
"0511211","0510011","Fairfield School District","Riverfield School","18","384","7","409"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","60","853","27","940"
"0511311","0510011","Fairfield School District","Sherman School","*","432","*","449"
"0511411","0510011","Fairfield School District","Stratfield School","*","485","*","505"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","67","644","33","744"
"0520411","0520011","Farmington School District","East Farms School","25","410","0","435"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","*","*","0","61"
"0526111","0520011","Farmington School District","Farmington High School","120","1176","26","1322"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","52","546","12","610"
"0520211","0520011","Farmington School District","Noah Wallace School","24","328","6","358"
"0520111","0520011","Farmington School District","Union School","44","267","9","320"
"0520311","0520011","Farmington School District","West District School","28","331","6","365"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","42","526","10","578"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","169","*","200"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","*","456","*","486"
"0540311","0540011","Glastonbury School District","Eastbury School","*","315","*","319"
"0540811","0540011","Glastonbury School District","Gideon Welles School","41","469","15","525"
"0546111","0540011","Glastonbury School District","Glastonbury High School","140","2056","43","2239"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","460","*","471"
"0540611","0540011","Glastonbury School District","Hopewell School","16","434","6","456"
"0540711","0540011","Glastonbury School District","Naubuc School","94","312","36","442"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","31","577","15","623"
"0545211","0540011","Glastonbury School District","Smith Middle School","60","946","19","1025"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","361","*","386"
"0566111","0560011","Granby School District","Granby Memorial High School","30","713","16","759"
"0565111","0560011","Granby School District","Granby Memorial Middle School","23","288","18","329"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","301","*","327"
"0560311","0560011","Granby School District","Wells Road Intermediate School","24","265","14","303"
"0575111","0570011","Greenwich School District","Central Middle School","56","527","16","599"
"0570211","0570011","Greenwich School District","Cos Cob School","32","393","9","434"
"0575211","0570011","Greenwich School District","Eastern Middle School","20","749","13","782"
"0570411","0570011","Greenwich School District","Glenville School","19","377","11","407"
"0576111","0570011","Greenwich School District","Greenwich High School","291","2304","82","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","167","193","49","409"
"0571311","0570011","Greenwich School District","International School At Dundee","17","341","11","369"
"0570311","0570011","Greenwich School District","Julian Curtiss School","83","246","15","344"
"0570611","0570011","Greenwich School District","New Lebanon School","115","105","41","261"
"0570711","0570011","Greenwich School District","North Mianus School","*","445","*","465"
"0570811","0570011","Greenwich School District","North Street School","*","402","*","414"
"0570911","0570011","Greenwich School District","Old Greenwich School","*","413","*","425"
"0571111","0570011","Greenwich School District","Parkway School","*","267","*","272"
"0571011","0570011","Greenwich School District","Riverside School","*","*","0","482"
"0575311","0570011","Greenwich School District","Western Middle School","144","309","51","504"
"0580311","0580011","Griswold School District","Griswold Elementary School","202","507","40","749"
"0586211","0580011","Griswold School District","Griswold High School","132","455","37","624"
"0585111","0580011","Griswold School District","Griswold Middle School","151","385","49","585"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","107","321","34","462"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","289","116","13","418"
"0591811","0590011","Groton School District","Charles Barnum School","91","231","79","401"
"0590311","0590011","Groton School District","Claude Chester School","181","136","33","350"
"0591711","0590011","Groton School District","Mary Morrisson School","82","200","81","363"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","71","311","21","403"
"0591211","0590011","Groton School District","Pleasant Valley School","107","198","35","340"
"0596111","0590011","Groton School District","Robert E. Fitch High School","330","738","115","1183"
"0590111","0590011","Groton School District","S. B. Butler School","50","284","18","352"
"0595211","0590011","Groton School District","West Side Middle School","209","213","84","506"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","28","521","17","566"
"0600611","0600011","Guilford School District","A. W. Cox School","17","308","7","332"
"0600411","0600011","Guilford School District","Calvin Leete School","*","275","*","292"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","28","551","13","592"
"0606111","0600011","Guilford School District","Guilford High School","57","977","36","1070"
"0600211","0600011","Guilford School District","Guilford Lakes School","15","340","7","362"
"0600311","0600011","Guilford School District","Melissa Jones School","18","321","9","348"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","16","78","6","100"
"0621211","0620011","Hamden School District","Bear Path School","56","387","20","463"
"0620211","0620011","Hamden School District","Church Street School","243","73","54","370"
"0620311","0620011","Hamden School District","Dunbar Hill School","105","166","37","308"
"0626111","0620011","Hamden School District","Hamden High School","497","1136","169","1802"
"0625211","0620011","Hamden School District","Hamden Middle School","292","524","83","899"
"0620411","0620011","Hamden School District","Helen Street School","151","94","43","288"
"0621111","0620011","Hamden School District","Ridge Hill School","172","127","35","334"
"0620111","0620011","Hamden School District","Shepherd Glen School","171","138","27","336"
"0621011","0620011","Hamden School District","Spring Glen School","75","341","13","429"
"0621411","0620011","Hamden School District","West Woods School","39","410","12","461"
"0630111","0630011","Hampton School District","Hampton Elementary School","20","90","6","116"
