"school_code","district_code","district","school","2012_13","total"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","626","626"
"0642111","0640011","Hartford School District","West Middle School","635","635"
"0642211","0640011","Hartford School District","Wish Museum School","392","392"
"0650111","0650011","Hartland School District","Hartland School","214","214"
"0670211","0670011","Hebron School District","Gilead Hill School","352","352"
"0670111","0670011","Hebron School District","Hebron Elementary School","584","584"
"2860113","2860013","Highville Charter School District","Highville Charter School","341","341"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","330","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","191","191"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","589","589"
"0680111","0680011","Kent School District","Kent Center School","271","271"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","87","87"
"0690111","0690011","Killingly School District","Killingly Central School","465","465"
"0696111","0690011","Killingly School District","Killingly High School","893","893"
"0695211","0690011","Killingly School District","Killingly Intermediate School","791","791"
"0690311","0690011","Killingly School District","Killingly Memorial School","436","436"
"2456014","2450014","Learn","Connecticut River Academy","321","321"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","106","106"
"2459014","2450014","Learn","Learn Special Education","28","28"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","178","178"
"2450114","2450014","Learn","Regional Multicultural Magnet School","549","549"
"2450214","2450014","Learn","The Friendship School","513","513"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","33","33"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","438","438"
"0715111","0710011","Lebanon School District","Lebanon Middle School","368","368"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","423","423"
"0720211","0720011","Ledyard School District","Gales Ferry School","225","225"
"0720411","0720011","Ledyard School District","Gallup Hill School","355","355"
"0720311","0720011","Ledyard School District","Juliet W. Long School","284","284"
"0720111","0720011","Ledyard School District","Ledyard Center School","418","418"
"0726111","0720011","Ledyard School District","Ledyard High School","961","961"
"0725111","0720011","Ledyard School District","Ledyard Middle School","348","348"
"0736011","0730011","Lisbon School District","Community Connection - The Big Picture High School","21","21"
"0730111","0730011","Lisbon School District","Lisbon Central School","422","422"
"0740211","0740011","Litchfield School District","Center School","280","280"
"0746111","0740011","Litchfield School District","Litchfield High School","498","498"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","251","251"
"0766111","0760011","Madison School District","Daniel Hand High School","1255","1255"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","533","533"
"0760211","0760011","Madison School District","Island Avenue Elementary School","266","266"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","462","462"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","224","224"
"0769011","0760011","Madison School District","Town Campus Learning Center","48","48"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","591","591"
"0770111","0770011","Manchester School District","Bowers School","407","407"
"0770311","0770011","Manchester School District","Buckley School","332","332"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","406","406"
"0770411","0770011","Manchester School District","Highland Park School","264","264"
"0775311","0770011","Manchester School District","Illing Middle School","796","796"
"0770611","0770011","Manchester School District","Keeney School","346","346"
"0776111","0770011","Manchester School District","Manchester High School","1693","1693"
"0778011","0770011","Manchester School District","Manchester Preschool Center","192","192"
"0779011","0770011","Manchester School District","Manchester Regional Academy","80","80"
"0779111","0770011","Manchester School District","Manchester Transition Center","14","14"
"0771611","0770011","Manchester School District","Martin School","290","290"
"0771011","0770011","Manchester School District","Robertson School","355","355"
"0771211","0770011","Manchester School District","Verplanck School","330","330"
"0771311","0770011","Manchester School District","Waddell School","352","352"
"0771411","0770011","Manchester School District","Washington School","379","379"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","274","274"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","221","221"
"0785111","0780011","Mansfield School District","Mansfield Middle School","570","570"
"0780511","0780011","Mansfield School District","Southeast Elementary School","252","252"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","639","639"
"0800711","0800011","Meriden School District","Nathan Hale School","610","610"
"0800111","0800011","Meriden School District","Benjamin Franklin School","500","500"
"0801111","0800011","Meriden School District","Casimir Pulaski School","594","594"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","1217","1217"
"0800311","0800011","Meriden School District","Hanover School","569","569"
"0800411","0800011","Meriden School District","Israel Putnam School","564","564"
"0800511","0800011","Meriden School District","John Barry School","479","479"
"0805211","0800011","Meriden School District","Lincoln Middle School","755","755"
"0806211","0800011","Meriden School District","Orville H. Platt High School","1174","1174"
"0800811","0800011","Meriden School District","Roger Sherman School","500","500"
"0801011","0800011","Meriden School District","Thomas Hooker School","428","428"
"0805411","0800011","Meriden School District","Washington Middle School","783","783"
"0830211","0830011","Middletown School District","Bielefield School","305","305"
"0830511","0830011","Middletown School District","Farm Hill School","327","327"
"0831511","0830011","Middletown School District","Keigwin Middle School","333","333"
"0831311","0830011","Middletown School District","Lawrence School","327","327"
"0830911","0830011","Middletown School District","MacDonough School","262","262"
"0836211","0830011","Middletown School District","Middletown High School","1307","1307"
"0831211","0830011","Middletown School District","Moody School","290","290"
"0831111","0830011","Middletown School District","Snow School","362","362"
"0830111","0830011","Middletown School District","Spencer School","346","346"
"0839111","0830011","Middletown School District","Transition to Life Center","14","14"
"0831411","0830011","Middletown School District","Wesley School","329","329"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","678","678"
"0840111","0840011","Milford School District","Calf Pen Meadow School","269","269"
"0845111","0840011","Milford School District","East Shore Middle School","492","492"
"0845211","0840011","Milford School District","Harborside Middle School","614","614"
"0841911","0840011","Milford School District","J. F. Kennedy School","400","400"
"0846211","0840011","Milford School District","Jonathan Law High School","1001","1001"
"0846311","0840011","Milford School District","Joseph A. Foran High School","1000","1000"
"0841611","0840011","Milford School District","Live Oaks School","307","307"
"0841711","0840011","Milford School District","Mathewson School","406","406"
"0840711","0840011","Milford School District","Meadowside School","447","447"
"0840811","0840011","Milford School District","Orange Avenue School","395","395"
"0841811","0840011","Milford School District","Orchard Hills School","356","356"
"0841011","0840011","Milford School District","Pumpkin Delight School","392","392"
"0845311","0840011","Milford School District","West Shore Middle School","564","564"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","523","523"
"0855211","0850011","Monroe School District","Jockey Hollow School","853","853"
"0856111","0850011","Monroe School District","Masuk High School","1227","1227"
"0850111","0850011","Monroe School District","Monroe Elementary School","370","370"
"0850311","0850011","Monroe School District","Stepney Elementary School","503","503"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","364","364"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","597","597"
"0860111","0860011","Montville School District","Mohegan School","368","368"
"0866111","0860011","Montville School District","Montville High School","721","721"
"0860511","0860011","Montville School District","Oakdale School","373","373"
"0869011","0860011","Montville School District","Palmer Academy","23","23"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","247","247"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","20","20"
"0885111","0880011","Naugatuck School District","City Hill Middle School","703","703"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","252","252"
"0888111","0880011","Naugatuck School District","Head Start","119","119"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","414","414"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","353","353"
"0880311","0880011","Naugatuck School District","Maple Hill School","521","521"
"0886111","0880011","Naugatuck School District","Naugatuck High School","1299","1299"
"0880611","0880011","Naugatuck School District","Salem School","271","271"
"0880711","0880011","Naugatuck School District","Western School","280","280"
"2800113","2800013","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy","399","399"
"0899111","0890011","New Britain School District","Brook Side School","48","48"
"0899411","0890011","New Britain School District","CLIMB","13","13"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","564","564"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","901","901"
"0890511","0890011","New Britain School District","Gaffney School","579","579"
"0890611","0890011","New Britain School District","Holmes School","408","408"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","169","169"
"0890711","0890011","New Britain School District","Jefferson School","482","482"
"0890811","0890011","New Britain School District","Lincoln School","754","754"
"0896111","0890011","New Britain School District","New Britain High School","2530","2530"
"0899011","0890011","New Britain School District","New Britain Transition Center","47","47"
"0890911","0890011","New Britain School District","Northend School","155","155"
"0895311","0890011","New Britain School District","Pulaski Middle School","517","517"
"0895111","0890011","New Britain School District","Roosevelt Middle School","427","427"
"0895211","0890011","New Britain School District","Slade Middle School","726","726"
"0891211","0890011","New Britain School District","Smalley Academy","556","556"
"0891311","0890011","New Britain School District","Smith School","732","732"
"0891511","0890011","New Britain School District","Vance School","623","623"
"0900411","0900011","New Canaan School District","East School","565","565"
"0906111","0900011","New Canaan School District","New Canaan High School","1275","1275"
"0905111","0900011","New Canaan School District","Saxe Middle School","1288","1288"
"0900211","0900011","New Canaan School District","South School","554","554"
"0900311","0900011","New Canaan School District","West School","531","531"
"0910111","0910011","New Fairfield School District","Consolidated School","535","535"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","599","599"
"0916111","0910011","New Fairfield School District","New Fairfield High School","1010","1010"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","654","654"
"0920311","0920011","New Hartford School District","Ann Antolini School","343","343"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","110","110"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","112","112"
"0931211","0930011","New Haven School District","Edgewood School","449","449"
"0931411","0930011","New Haven School District","Nathan Hale School","557","557"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","513","513"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","554","554"
"0930311","0930011","New Haven School District","Beecher School","486","486"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","561","561"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","488","488"
"0934311","0930011","New Haven School District","Bishop Woods Architecture and Design Magnet School","516","516"
"0932111","0930011","New Haven School District","Brennan Rogers School","405","405"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","453","453"
"0930611","0930011","New Haven School District","Clinton Avenue School","567","567"
"0934111","0930011","New Haven School District","Columbus Family Academy","467","467"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","625","625"
"0936411","0930011","New Haven School District","Cooperative High School","638","638"
"0936811","0930011","New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School","197","197"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","511","511"
"0935611","0930011","New Haven School District","Domus Academy","41","41"
"0938211","0930011","New Haven School District","Dwight Early Childhood Program","46","46"
"0938111","0930011","New Haven School District","Early Learning Center","117","117"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","434","434"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","387","387"
"0931611","0930011","New Haven School District","Fair Haven School","705","705"
"0938011","0930011","New Haven School District","Headstart","334","334"
"0938311","0930011","New Haven School District","Helene Grant HeadStart","281","281"
"0936611","0930011","New Haven School District","High School In The Community","241","241"
"0930711","0930011","New Haven School District","Hill Central Music Academy","463","463"
"0936311","0930011","New Haven School District","Hill Regional Career High School","698","698"
"0936211","0930011","New Haven School District","James Hillhouse High School","976","976"
"0931311","0930011","New Haven School District","John C. Daniels","508","508"
"0930811","0930011","New Haven School District","John S. Martinez Sea and Sky STEM School","537","537"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","580","580"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","384","384"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","546","546"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","384","384"
"0937011","0930011","New Haven School District","New Haven Academy","287","287"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","25","25"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","265","265"
"0939111","0930011","New Haven School District","Riverside Education Academy","113","113"
"0934211","0930011","New Haven School District","Roberto Clemente Leadership Academy for Global Awareness","525","525"
"0931011","0930011","New Haven School District","Ross/Woodward School","596","596"
"0936711","0930011","New Haven School District","Sound School","334","334"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","477","477"
"0932911","0930011","New Haven School District","Truman School","496","496"
"0934911","0930011","New Haven School District","West Rock Authors Academy","226","226"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","410","410"
"0936111","0930011","New Haven School District","Wilbur Cross High School","1358","1358"
"0933811","0930011","New Haven School District","Worthington Hooker School","413","413"
"0950311","0950011","New London School District","Jennings School","530","530"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","593","593"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","466","466"
"0959111","0950011","New London School District","New London Clinical Day Program","18","18"
"0956111","0950011","New London School District","New London High School","933","933"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","528","528"
"0960511","0960011","New Milford School District","Hill And Plain School","464","464"
"0960711","0960011","New Milford School District","John Pettibone School","419","419"
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","11","11"
"0966111","0960011","New Milford School District","New Milford High School","1480","1480"
"0960811","0960011","New Milford School District","Northville Elementary School","481","481"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","1031","1031"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","714","714"
"0940611","0940011","Newington School District","Anna Reynolds School","471","471"
"0940211","0940011","Newington School District","Elizabeth Green School","304","304"
"0940811","0940011","Newington School District","John Paterson School","449","449"
"0945311","0940011","Newington School District","John Wallace Middle School","705","705"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","577","577"
"0946111","0940011","Newington School District","Newington High School","1422","1422"
"0940711","0940011","Newington School District","Ruth Chaffee School","394","394"
"0970111","0970011","Newtown School District","Hawley Elementary School","361","361"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","339","339"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","451","451"
"0976111","0970011","Newtown School District","Newtown High School","1760","1760"
"0975111","0970011","Newtown School District","Newtown Middle School","892","892"
"0978011","0970011","Newtown School District","Newtown Preschool","56","56"
"0970511","0970011","Newtown School District","Reed Intermediate School","819","819"
"0979011","0970011","Newtown School District","STARR","*","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","454","454"
"0980111","0980011","Norfolk School District","Botelle Elementary School","116","116"
"0989211","0980011","Norfolk School District","Bridges II","*","*"
"0990411","0990011","North Branford School District","Jerome Harrison School","441","441"
"0996111","0990011","North Branford School District","North Branford High School","636","636"
"0995111","0990011","North Branford School District","North Branford Intermediate School","536","536"
"0999011","0990011","North Branford School District","School to Work Program","*","*"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","468","468"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","315","315"
"1010811","1010011","North Haven School District","Clintonville Elementary School","377","377"
"1010711","1010011","North Haven School District","Green Acres Elementary School","394","394"
"1010211","1010011","North Haven School District","Montowese Elementary School","365","365"
"1016111","1010011","North Haven School District","North Haven High School","1187","1187"
"1015211","1010011","North Haven School District","North Haven Middle School","773","773"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","404","404"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","385","385"
"1026111","1020011","North Stonington School District","Wheeler High School","203","203"
"1025111","1020011","North Stonington School District","Wheeler Middle School","176","176"
"1036211","1030011","Norwalk School District","Brien McMahon High School","1658","1658"
"1030211","1030011","Norwalk School District","Brookside Elementary School","520","520"
"1030311","1030011","Norwalk School District","Columbus Magnet School","328","328"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","503","503"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","456","456"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","579","579"
"1030811","1030011","Norwalk School District","Kendall Elementary School","548","548"
"1032211","1030011","Norwalk School District","Marvin Elementary School","484","484"
"1032111","1030011","Norwalk School District","Naramake Elementary School","462","462"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","610","610"
"1036111","1030011","Norwalk School District","Norwalk High School","1539","1539"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","52","52"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","611","611"
"1035511","1030011","Norwalk School District","Roton Middle School","445","445"
"1031311","1030011","Norwalk School District","Rowayton School","461","461"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","470","470"
"1031411","1030011","Norwalk School District","Tracey School","394","394"
"1035411","1030011","Norwalk School District","West Rocks Middle School","650","650"
"1032411","1030011","Norwalk School District","Wolfpit School","302","302"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","2264","2264"
"1040111","1040011","Norwich School District","Bishop School Early Learning Center","16","16"
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","36","36"
"1049011","1040011","Norwich School District","Hickory Street School","16","16"
"1041411","1040011","Norwich School District","John B. Stanton Network School","412","412"
"1045111","1040011","Norwich School District","Kelly Middle School","699","699"
"1042011","1040011","Norwich School District","Moriarty Magnet School","446","446"
"1040811","1040011","Norwich School District","Samuel Huntington School","463","463"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","451","451"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","339","339"
"1041911","1040011","Norwich School District","Uncas Network School","277","277"
"1041811","1040011","Norwich School District","Veterans' Memorial School","344","344"
"1049211","1040011","Norwich School District","Virtual Learning Academy","14","14"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","278","278"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","324","324"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","415","415"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","553","553"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","527","527"
"1070211","1070011","Orange School District","Mary L. Tracy School","175","175"
"1070511","1070011","Orange School District","Peck Place School","380","380"
"1070311","1070011","Orange School District","Race Brook School","376","376"
"1070411","1070011","Orange School District","Turkey Hill School","316","316"
"1085111","1080011","Oxford School District","Great Oak School","529","529"
"1080111","1080011","Oxford School District","Oxford Center School","507","507"
"1086011","1080011","Oxford School District","Oxford High School","589","589"
"1080311","1080011","Oxford School District","Quaker Farms School","470","470"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","251","251"
"1098011","1090011","Plainfield School District","Early Childhood Center","18","18"
"1090111","1090011","Plainfield School District","Moosup Elementary School","358","358"
"1095111","1090011","Plainfield School District","Plainfield Central School","587","587"
"1096111","1090011","Plainfield School District","Plainfield High School","740","740"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","386","386"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","403","403"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","267","267"
"1100211","1100011","Plainville School District","Linden Street School","410","410"
"1100511","1100011","Plainville School District","Louis Toffolon School","353","353"
"1105211","1100011","Plainville School District","Middle School of Plainville","538","538"
"1106111","1100011","Plainville School District","Plainville High School","741","741"
"1108011","1100011","Plainville School District","Prekindergarten Program","48","48"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","422","422"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","334","334"
"1110211","1110011","Plymouth School District","Plymouth Center School","360","360"
"1116111","1110011","Plymouth School District","Terryville High School","490","490"
"1120111","1120011","Pomfret School District","Pomfret Community School","472","472"
"1130511","1130011","Portland School District","Brownstone Intermediate School","244","244"
"1130411","1130011","Portland School District","Gildersleeve School","211","211"
"1136111","1130011","Portland School District","Portland High School","374","374"
"1135111","1130011","Portland School District","Portland Middle School","230","230"
"1130211","1130011","Portland School District","Valley View School","316","316"
"1145111","1140011","Preston School District","Preston Plains School","135","135"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","271","271"
"1169011","1160011","Putnam School District","Helping Hands","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","665","665"
"1166111","1160011","Putnam School District","Putnam High School","294","294"
"1165111","1160011","Putnam School District","Putnam Middle School","299","299"
"1175111","1170011","Redding School District","John Read Middle School","553","553"
"1170111","1170011","Redding School District","Redding Elementary School","579","579"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","421","421"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","366","366"
"2046112","2040012","Regional School District 04","Valley Regional High School","624","624"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","355","355"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","372","372"
"2056112","2050012","Regional School District 05","Amity Regional High School","1621","1621"
"2068112","2060012","Regional School District 06","Early Childhood Learning Center","41","41"
"2060112","2060012","Regional School District 06","Goshen Center School","191","191"
"2060212","2060012","Regional School District 06","James Morris School","158","158"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","561","561"
"2060312","2060012","Regional School District 06","Warren Elementary School","78","78"
"2079112","2070012","Regional School District 07","AIM","15","15"
"2079012","2070012","Regional School District 07","FLEX","6","6"
"2079412","2070012","Regional School District 07","Intensive Learning Program","*","*"
"2079212","2070012","Regional School District 07","Links","13","13"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","714","714"
"2075112","2070012","Regional School District 07","Northwestern Regional Middle School","360","360"
"2079312","2070012","Regional School District 07","STEP","17","17"
"2086112","2080012","Regional School District 08","RHAM High School","1133","1133"
"2085112","2080012","Regional School District 08","RHAM Middle School","627","627"
"2086212","2080012","Regional School District 08","Region Alternative High School","7","7"
"2096112","2090012","Regional School District 09","Joel Barlow High School","1012","1012"
"2105112","2100012","Regional School District 10","Har-Bur Middle School","850","850"
"2100312","2100012","Regional School District 10","Harwinton Consolidated School","464","464"
"2100212","2100012","Regional School District 10","Lake Garda Elementary School","508","508"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","802","802"
"2116112","2110012","Regional School District 11","Parish Hill High School","280","280"
"2120212","2120012","Regional School District 12","Booth Free School","94","94"
"2128012","2120012","Regional School District 12","Early Childhood Education Center","21","21"
"2126112","2120012","Regional School District 12","Shepaug Valley High School","320","320"
"2125112","2120012","Regional School District 12","Shepaug Valley Middle School","199","199"
"2120112","2120012","Regional School District 12","The Burnham School","69","69"
"2120412","2120012","Regional School District 12","Washington Primary School","138","138"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","577","577"
"2130212","2130012","Regional School District 13","Francis E. Korn School","174","174"
"2135112","2130012","Regional School District 13","Frank Ward Strong School","334","334"
"2130112","2130012","Regional School District 13","Frederick Brewster School","242","242"
"2130512","2130012","Regional School District 13","John Lyman School","283","283"
"2130412","2130012","Regional School District 13","Middlefield Memorial School","343","343"
"2140112","2140012","Regional School District 14","Bethlehem Elementary School","281","281"
"2148012","2140012","Regional School District 14","Integrated Star Preschool Program","46","46"
"2140212","2140012","Regional School District 14","Mitchell Elementary School","379","379"
"2146112","2140012","Regional School District 14","Nonnewaug High School","806","806"
"2145112","2140012","Regional School District 14","Woodbury Middle School","411","411"
"2150412","2150012","Regional School District 15","Gainfield Elementary School","374","374"
"2150712","2150012","Regional School District 15","Long Meadow Elementary School","562","562"
"2155212","2150012","Regional School District 15","Memorial Middle School","486","486"
"2150612","2150012","Regional School District 15","Middlebury Elementary School","421","421"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","1259","1259"
"2150512","2150012","Regional School District 15","Pomperaug School","447","447"
"2155112","2150012","Regional School District 15","Rochambeau Middle School","526","526"
"2160312","2160012","Regional School District 16","Algonquin School","463","463"
"2160212","2160012","Regional School District 16","Community School","214","214"
"2160112","2160012","Regional School District 16","Laurel Ledge School","461","461"
"2165112","2160012","Regional School District 16","Long River Middle School","557","557"
"2166012","2160012","Regional School District 16","Woodland Regional High School","720","720"
"2170212","2170012","Regional School District 17","Burr District Elementary School","319","319"
"2170112","2170012","Regional School District 17","Haddam Elementary School","252","252"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","634","634"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","768","768"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","339","339"
"2180312","2180012","Regional School District 18","Center School","261","261"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","188","188"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","421","421"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","360","360"
"2180212","2180012","Regional School District 18","Mile Creek School","216","216"
"2196112","2190012","Regional School District 19","E. O. Smith High School","1223","1223"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","362","362"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","405","405"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","777","777"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","361","361"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","393","393"
"1189011","1180011","Ridgefield School District","Ridgefield 18-21 Transition Program","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","1759","1759"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","385","385"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","495","495"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","337","337"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","563","563"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","536","536"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","732","732"
"1190511","1190011","Rocky Hill School District","West Hill School","631","631"
"1210111","1210011","Salem School District","Salem Elementary School","422","422"
"1220111","1220011","Salisbury School District","Salisbury Central School","309","309"
"1230111","1230011","Scotland School District","Scotland Elementary School","127","127"
"1240111","1240011","Seymour School District","Bungay School","507","507"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","570","570"
"1246111","1240011","Seymour School District","Seymour High School","610","610"
"1245111","1240011","Seymour School District","Seymour Middle School","599","599"
"1250111","1250011","Sharon School District","Sharon Center School","188","188"
"1260911","1260011","Shelton School District","Mohegan School","326","326"
"1261011","1260011","Shelton School District","Booth Hill School","323","323"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","460","460"
"1265111","1260011","Shelton School District","Intermediate School","875","875"
"1260811","1260011","Shelton School District","Long Hill School","451","451"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","862","862"
"1266111","1260011","Shelton School District","Shelton High School","1578","1578"
"1260611","1260011","Shelton School District","Sunnyside School","237","237"
"1270111","1270011","Sherman School District","Sherman School","383","383"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","233","233"
"1280111","1280011","Simsbury School District","Central School","397","397"
"1285111","1280011","Simsbury School District","Henry James Memorial School","748","748"
"1280611","1280011","Simsbury School District","Latimer Lane School","444","444"
"1286111","1280011","Simsbury School District","Simsbury High School","1559","1559"
"1280711","1280011","Simsbury School District","Squadron Line School","659","659"
"1280311","1280011","Simsbury School District","Tariffville School","286","286"
"1280411","1280011","Simsbury School District","Tootin' Hills School","435","435"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","363","363"
"1290411","1290011","Somers School District","Somers Elementary School","674","674"
"1296111","1290011","Somers School District","Somers High School","540","540"
"1320211","1320011","South Windsor School District","Pleasant Valley School","360","360"
"1320711","1320011","South Windsor School District","Eli Terry School","423","423"
"1320611","1320011","South Windsor School District","Orchard Hill School","366","366"
"1320111","1320011","South Windsor School District","Philip R. Smith School","343","343"
"1329011","1320011","South Windsor School District","Project Worth Young Adult Academy","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","1409","1409"
"1325111","1320011","South Windsor School District","Timothy Edwards School","1065","1065"
"1320411","1320011","South Windsor School District","Wapping Elementary School","306","306"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","845","845"
"1311511","1310011","Southington School District","Derynoski Elementary School","666","666"
