"school_code","district_code","district","school","subject","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Math","150","102","68.0","42","28.0","6","4.0","0","0.0","6","4.0","390"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","ELA","24","*","*","6","25.0","11","45.8","*","*","*","*","482"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Math","24","*","*","16","66.7","*","*","0","0.0","*","*","465"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","38","15","39.5","11","28.9","12","31.6","0","0.0","12","31.6","440"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","38","21","55.3","*","*","*","*","0","0.0","*","*","419"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","77","14","18.2","14","18.2","37","48.1","12","15.6","49","63.6","518"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","77","26","33.8","27","35.1","*","*","*","*","24","31.2","463"
"0646011","0640011","Hartford School District","Culinary Arts Academy","ELA","50","30","60.0","*","*","*","*","0","0.0","*","*","402"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Math","50","35","70.0","15","30.0","0","0.0","0","0.0","0","0.0","380"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","30","12","40.0","*","*","9","30.0","*","*","*","*","439"
"0643611","0640011","Hartford School District","Global Communications Academy","Math","30","*","*","16","53.3","*","*","0","0.0","*","*","424"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","ELA","61","*","*","20","32.8","21","34.4","*","*","*","*","478"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","Math","61","23","37.7","28","45.9","*","*","*","*","10","16.4","456"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","ELA","59","41","69.5","11","18.6","*","*","*","*","7","11.9","395"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Math","59","44","74.6","10","16.9","*","*","*","*","*","*","390"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","ELA","75","49","65.3","16","21.3","10","13.3","0","0.0","10","13.3","402"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Math","75","54","72.0","21","28.0","0","0.0","0","0.0","0","0.0","381"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","ELA","77","50","64.9","16","20.8","11","14.3","0","0.0","11","14.3","409"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Math","77","48","62.3","*","*","*","*","0","0.0","*","*","402"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","ELA","85","32","37.6","*","*","32","37.6","*","*","*","*","463"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Math","85","30","35.3","42","49.4","*","*","*","*","13","15.3","444"
"0647611","0640011","Hartford School District","High School Inc.","ELA","56","38","67.9","10","17.9","8","14.3","0","0.0","8","14.3","404"
"0647611","0640011","Hartford School District","High School Inc.","Math","56","39","69.6","*","*","*","*","0","0.0","*","*","388"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","ELA","58","31","53.4","15","25.9","12","20.7","0","0.0","12","20.7","422"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","Math","58","37","63.8","21","36.2","0","0.0","0","0.0","0","0.0","394"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","ELA","78","31","39.7","16","20.5","23","29.5","8","10.3","31","39.7","466"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","Math","77","36","46.8","23","29.9","*","*","*","*","18","23.4","444"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","ELA","44","12","27.3","*","*","23","52.3","*","*","*","*","472"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Math","44","*","*","23","52.3","*","*","0","0.0","*","*","435"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","ELA","105","30","28.6","19","18.1","50","47.6","6","5.7","56","53.3","482"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Math","105","32","30.5","39","37.1","27","25.7","7","6.7","34","32.4","478"
"0646711","0640011","Hartford School District","University High of Science and Engineering","ELA","91","16","17.6","12","13.2","39","42.9","24","26.4","63","69.2","541"
"0646711","0640011","Hartford School District","University High of Science and Engineering","Math","91","14","15.4","32","35.2","28","30.8","17","18.7","45","49.5","530"
"2860113","2860013","Highville Charter School District","Highville Charter School","ELA","9","*","*","*","*","*","*","*","*","*","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Math","9","*","*","*","*","*","*","*","*","*","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0696111","0690011","Killingly School District","Killingly High School","ELA","171","24","14.0","27","15.8","110","64.3","10","5.8","120","70.2","508"
"0696111","0690011","Killingly School District","Killingly High School","Math","171","44","25.7","94","55.0","*","*","*","*","33","19.3","465"
"2456014","2450014","Learn","Connecticut River Academy","ELA","89","35","39.3","19","21.3","28","31.5","7","7.9","35","39.3","461"
"2456014","2450014","Learn","Connecticut River Academy","Math","88","36","40.9","41","46.6","*","*","*","*","*","*","428"
"2450514","2450014","Learn","LEARN Pathways Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"2450514","2450014","Learn","LEARN Pathways Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","ELA","65","*","*","*","*","34","52.3","27","41.5","61","93.8","587"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","Math","65","*","*","28","43.1","27","41.5","*","*","*","*","541"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","ELA","*","*","*","8","25.8","*","*","*","*","*","*","*"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","Math","*","*","*","*","*","15","48.4","*","*","*","*","*"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","ELA","83","6","7.2","6","7.2","60","72.3","11","13.3","71","85.5","547"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","Math","83","6","7.2","33","39.8","31","37.3","13","15.7","44","53.0","541"
"0726111","0720011","Ledyard School District","Ledyard High School","ELA","197","24","12.2","37","18.8","100","50.8","36","18.3","136","69.0","527"
"0726111","0720011","Ledyard School District","Ledyard High School","Math","197","30","15.2","85","43.1","57","28.9","25","12.7","82","41.6","516"
"0746111","0740011","Litchfield School District","Litchfield High School","ELA","74","7","9.5","10","13.5","41","55.4","16","21.6","57","77.0","544"
"0746111","0740011","Litchfield School District","Litchfield High School","Math","74","9","12.2","23","31.1","33","44.6","9","12.2","42","56.8","530"
"0766111","0760011","Madison School District","Daniel Hand High School","ELA","296","7","2.4","13","4.4","165","55.7","111","37.5","276","93.2","597"
"0766111","0760011","Madison School District","Daniel Hand High School","Math","296","16","5.4","74","25.0","133","44.9","73","24.7","206","69.6","578"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0776111","0770011","Manchester School District","Manchester High School","ELA","334","87","26.0","72","21.6","150","44.9","25","7.5","175","52.4","482"
"0776111","0770011","Manchester School District","Manchester High School","Math","334","110","32.9","153","45.8","59","17.7","12","3.6","71","21.3","458"
"0779011","0770011","Manchester School District","Manchester Regional Academy","ELA","9","*","*","*","*","*","*","*","*","*","*","*"
"0779011","0770011","Manchester School District","Manchester Regional Academy","Math","9","*","*","*","*","*","*","*","*","*","*","*"
"0770711","0770011","Manchester School District","New Horizons","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0770711","0770011","Manchester School District","New Horizons","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","ELA","243","75","30.9","60","24.7","92","37.9","16","6.6","108","44.4","470"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","Math","243","122","50.2","86","35.4","*","*","*","*","35","14.4","429"
"0806211","0800011","Meriden School District","Orville H. Platt High School","ELA","215","82","38.1","49","22.8","70","32.6","14","6.5","84","39.1","459"
"0806211","0800011","Meriden School District","Orville H. Platt High School","Math","214","109","50.9","75","35.0","*","*","*","*","30","14.0","422"
"0801411","0800011","Meriden School District","Success Academy","ELA","14","*","*","*","*","*","*","*","*","*","*","*"
"0801411","0800011","Meriden School District","Success Academy","Math","14","*","*","*","*","*","*","*","*","*","*","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0836211","0830011","Middletown School District","Middletown High School","ELA","279","66","23.7","60","21.5","126","45.2","27","9.7","153","54.8","493"
"0836211","0830011","Middletown School District","Middletown High School","Math","277","83","30.0","122","44.0","65","23.5","7","2.5","72","26.0","467"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0846211","0840011","Milford School District","Jonathan Law High School","ELA","236","21","8.9","39","16.5","140","59.3","36","15.3","176","74.6","532"
"0846211","0840011","Milford School District","Jonathan Law High School","Math","236","42","17.8","*","*","73","30.9","*","*","*","*","498"
"0846311","0840011","Milford School District","Joseph A. Foran High School","ELA","214","16","7.5","33","15.4","140","65.4","25","11.7","165","77.1","535"
"0846311","0840011","Milford School District","Joseph A. Foran High School","Math","*","*","*","112","52.3","*","*","*","*","*","*","*"
"0840311","0840011","Milford School District","The Academy","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0840311","0840011","Milford School District","The Academy","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0850211","0850011","Monroe School District","Masuk Alternative Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0856111","0850011","Monroe School District","Masuk High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0856111","0850011","Monroe School District","Masuk High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0866111","0860011","Montville School District","Montville High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0866111","0860011","Montville School District","Montville High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0869011","0860011","Montville School District","Palmer Academy","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0869011","0860011","Montville School District","Palmer Academy","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0886111","0880011","Naugatuck School District","Naugatuck High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0886111","0880011","Naugatuck School District","Naugatuck High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0899111","0890011","New Britain School District","Alternative Center School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0899111","0890011","New Britain School District","Alternative Center School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0896111","0890011","New Britain School District","New Britain High School","ELA","461","241","52.3","101","21.9","105","22.8","14","3.0","119","25.8","428"
"0896111","0890011","New Britain School District","New Britain High School","Math","461","248","53.8","160","34.7","39","8.5","14","3.0","53","11.5","421"
"0899011","0890011","New Britain School District","New Britain Transition Center","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0899011","0890011","New Britain School District","New Britain Transition Center","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0906111","0900011","New Canaan School District","New Canaan High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0906111","0900011","New Canaan School District","New Canaan High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0916111","0910011","New Fairfield School District","New Fairfield High School","ELA","227","15","6.6","21","9.3","130","57.3","61","26.9","191","84.1","564"
"0916111","0910011","New Fairfield School District","New Fairfield High School","Math","227","28","12.3","92","40.5","84","37.0","23","10.1","107","47.1","523"
"0936411","0930011","New Haven School District","Cooperative High School","ELA","155","37","23.9","33","21.3","77","49.7","8","5.2","85","54.8","483"
"0936411","0930011","New Haven School District","Cooperative High School","Math","155","66","42.6","74","47.7","*","*","*","*","15","9.7","436"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","70","11","15.7","12","17.1","39","55.7","8","11.4","47","67.1","518"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","70","9","12.9","37","52.9","16","22.9","8","11.4","24","34.3","509"
"0936611","0930011","New Haven School District","High School In The Community","ELA","44","22","50.0","*","*","16","36.4","*","*","*","*","442"
"0936611","0930011","New Haven School District","High School In The Community","Math","44","25","56.8","15","34.1","*","*","*","*","*","*","402"
"0936311","0930011","New Haven School District","Hill Regional Career High School","ELA","143","48","33.6","*","*","53","37.1","*","*","*","*","458"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Math","143","52","36.4","67","46.9","*","*","*","*","24","16.8","442"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","ELA","33","*","*","11","33.3","11","33.3","*","*","*","*","455"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Math","33","16","48.5","*","*","*","*","0","0.0","*","*","439"
"0936211","0930011","New Haven School District","James Hillhouse High School","ELA","178","102","57.3","44","24.7","*","*","*","*","32","18.0","416"
"0936211","0930011","New Haven School District","James Hillhouse High School","Math","178","109","61.2","60","33.7","*","*","*","*","9","5.1","398"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","ELA","86","30","34.9","*","*","30","34.9","*","*","*","*","451"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Math","86","33","38.4","42","48.8","11","12.8","0","0.0","11","12.8","434"
"0937011","0930011","New Haven School District","New Haven Academy","ELA","56","14","25.0","*","*","25","44.6","*","*","*","*","472"
"0937011","0930011","New Haven School District","New Haven Academy","Math","56","18","32.1","29","51.8","9","16.1","0","0.0","9","16.1","451"
"0932211","0930011","New Haven School District","New Horizons High School","ELA","6","*","*","*","*","*","*","*","*","*","*","*"
"0932211","0930011","New Haven School District","New Horizons High School","Math","6","*","*","*","*","*","*","*","*","*","*","*"
"0932611","0930011","New Haven School District","New Light High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0932611","0930011","New Haven School District","New Light High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","ELA","10","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","Math","10","*","*","*","*","*","*","*","*","*","*","*"
"0936711","0930011","New Haven School District","Sound School","ELA","72","12","16.7","16","22.2","36","50.0","8","11.1","44","61.1","507"
"0936711","0930011","New Haven School District","Sound School","Math","72","21","29.2","29","40.3","*","*","*","*","22","30.6","473"
"0936111","0930011","New Haven School District","Wilbur Cross High School","ELA","282","137","48.6","57","20.2","71","25.2","17","6.0","88","31.2","443"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Math","282","143","50.7","109","38.7","21","7.4","9","3.2","30","10.6","423"
"0956111","0950011","New London School District","New London High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0956111","0950011","New London School District","New London High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0966111","0960011","New Milford School District","New Milford High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"0966111","0960011","New Milford School District","New Milford High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"0946111","0940011","Newington School District","Newington High School","ELA","298","24","8.1","54","18.1","163","54.7","57","19.1","220","73.8","536"
"0946111","0940011","Newington School District","Newington High School","Math","298","34","11.4","125","41.9","111","37.2","28","9.4","139","46.6","523"
"0976111","0970011","Newtown School District","Newtown High School","ELA","403","14","3.5","32","7.9","236","58.6","121","30.0","357","88.6","577"
"0976111","0970011","Newtown School District","Newtown High School","Math","403","25","6.2","114","28.3","188","46.7","76","18.9","264","65.5","562"
"0996111","0990011","North Branford School District","North Branford High School","ELA","154","25","16.2","30","19.5","79","51.3","20","13.0","99","64.3","510"
"0996111","0990011","North Branford School District","North Branford High School","Math","153","36","23.5","64","41.8","47","30.7","6","3.9","53","34.6","493"
"1016111","1010011","North Haven School District","North Haven High School","ELA","242","16","6.6","35","14.5","144","59.5","47","19.4","191","78.9","542"
"1016111","1010011","North Haven School District","North Haven High School","Math","242","40","16.5","95","39.3","87","36.0","20","8.3","107","44.2","508"
"1026111","1020011","North Stonington School District","Wheeler High School","ELA","55","7","12.7","6","10.9","32","58.2","10","18.2","42","76.4","548"
"1026111","1020011","North Stonington School District","Wheeler High School","Math","55","8","14.5","16","29.1","23","41.8","8","14.5","31","56.4","538"
"1036211","1030011","Norwalk School District","Brien McMahon High School","ELA","407","93","22.9","78","19.2","193","47.4","43","10.6","236","58.0","497"
"1036211","1030011","Norwalk School District","Brien McMahon High School","Math","407","109","26.8","170","41.8","91","22.4","37","9.1","128","31.4","485"
"1036111","1030011","Norwalk School District","Norwalk High School","ELA","320","47","14.7","74","23.1","167","52.2","32","10.0","199","62.2","507"
"1036111","1030011","Norwalk School District","Norwalk High School","Math","320","62","19.4","167","52.2","80","25.0","11","3.4","91","28.4","486"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","ELA","21","14","66.7","*","*","*","*","0","0.0","*","*","423"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Math","21","15","71.4","6","28.6","0","0.0","0","0.0","0","0.0","380"
"9010222","9010022","Norwich Free Academy District","Night School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"9010222","9010022","Norwich Free Academy District","Night School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","ELA","96","9","9.4","10","10.4","56","58.3","21","21.9","77","80.2","550"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Math","96","11","11.5","37","38.5","36","37.5","12","12.5","48","50.0","533"
"1080411","1080011","Oxford School District","Alternative Education","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","ELA","161","7","4.3","20","12.4","99","61.5","35","21.7","134","83.2","555"
"1086011","1080011","Oxford School District","Oxford High School","Math","161","14","8.7","80","49.7","48","29.8","19","11.8","67","41.6","520"
"2930113","2930013","Path Academy District","Path Academy","ELA","6","*","*","*","*","*","*","*","*","*","*","*"
"2930113","2930013","Path Academy District","Path Academy","Math","6","*","*","*","*","*","*","*","*","*","*","*"
"1096111","1090011","Plainfield School District","Plainfield High School","ELA","146","22","15.1","33","22.6","77","52.7","14","9.6","91","62.3","508"
"1096111","1090011","Plainfield School District","Plainfield High School","Math","146","*","*","75","51.4","33","22.6","*","*","*","*","478"
"1106111","1100011","Plainville School District","Plainville High School","ELA","181","26","14.4","43","23.8","92","50.8","20","11.0","112","61.9","508"
"1106111","1100011","Plainville School District","Plainville High School","Math","181","42","23.2","73","40.3","54","29.8","12","6.6","66","36.5","495"
"1116111","1110011","Plymouth School District","Terryville High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1116111","1110011","Plymouth School District","Terryville High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","ELA","92","*","*","*","*","55","59.8","23","25.0","78","84.8","563"
"1136111","1130011","Portland School District","Portland High School","Math","92","10","10.9","36","39.1","32","34.8","14","15.2","46","50.0","544"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","ELA","107","13","12.1","14","13.1","57","53.3","23","21.5","80","74.8","537"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Math","107","*","*","46","43.0","39","36.4","*","*","*","*","503"
"2046112","2040012","Regional School District 04","Valley Regional High School","ELA","144","10","6.9","20","13.9","66","45.8","48","33.3","114","79.2","568"
"2046112","2040012","Regional School District 04","Valley Regional High School","Math","144","23","16.0","52","36.1","48","33.3","21","14.6","69","47.9","525"
"2056112","2050012","Regional School District 05","Amity Regional High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","ELA","113","9","8.0","19","16.8","70","61.9","15","13.3","85","75.2","536"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Math","113","*","*","45","39.8","45","39.8","*","*","*","*","508"
"2079112","2070012","Regional School District 07","AIM","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"2079112","2070012","Regional School District 07","AIM","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","ELA","182","14","7.7","15","8.2","108","59.3","45","24.7","153","84.1","561"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","Math","182","17","9.3","59","32.4","83","45.6","23","12.6","106","58.2","541"
"2079312","2070012","Regional School District 07","STEP","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"2086112","2080012","Regional School District 08","RHAM High School","ELA","241","16","6.6","17","7.1","141","58.5","67","27.8","208","86.3","566"
"2086112","2080012","Regional School District 08","RHAM High School","Math","240","18","7.5","68","28.3","101","42.1","53","22.1","154","64.2","564"
"2096112","2090012","Regional School District 09","Joel Barlow High School","ELA","261","*","*","*","*","150","57.5","87","33.3","237","90.8","588"
"2096112","2090012","Regional School District 09","Joel Barlow High School","Math","261","12","4.6","58","22.2","135","51.7","56","21.5","191","73.2","575"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","ELA","186","12","6.5","9","4.8","120","64.5","45","24.2","165","88.7","565"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","Math","186","9","4.8","64","34.4","88","47.3","25","13.4","113","60.8","550"
"2116112","2110012","Regional School District 11","Parish Hill High School","ELA","42","*","*","9","21.4","27","64.3","*","*","*","*","518"
"2116112","2110012","Regional School District 11","Parish Hill High School","Math","42","*","*","24","57.1","10","23.8","*","*","*","*","493"
"2120312","2120012","Regional School District 12","Shepaug Valley School","ELA","49","*","*","*","*","26","53.1","13","26.5","39","79.6","553"
"2120312","2120012","Regional School District 12","Shepaug Valley School","Math","49","*","*","16","32.7","20","40.8","*","*","*","*","542"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","ELA","140","13","9.3","8","5.7","82","58.6","37","26.4","119","85.0","558"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","Math","140","15","10.7","53","37.9","57","40.7","15","10.7","72","51.4","528"
"2146112","2140012","Regional School District 14","Nonnewaug High School","ELA","171","17","9.9","23","13.5","102","59.6","29","17.0","131","76.6","538"
"2146112","2140012","Regional School District 14","Nonnewaug High School","Math","171","14","8.2","72","42.1","64","37.4","21","12.3","85","49.7","531"
"2150112","2150012","Regional School District 15","MIJ Program","ELA","6","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","Math","6","*","*","*","*","*","*","*","*","*","*","*"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","ELA","301","*","*","*","*","*","*","*","*","*","*","566"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","Math","301","*","*","*","*","*","*","*","*","*","*","553"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","ELA","7","*","*","*","*","*","*","*","*","*","*","*"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","Math","7","*","*","*","*","*","*","*","*","*","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","ELA","157","*","*","*","*","*","*","*","*","*","*","544"
"2166012","2160012","Regional School District 16","Woodland Regional High School","Math","157","*","*","*","*","*","*","*","*","*","*","504"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","ELA","146","9","6.2","11","7.5","88","60.3","38","26.0","126","86.3","563"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Math","146","14","9.6","53","36.3","64","43.8","15","10.3","79","54.1","531"
"2180412","2180012","Regional School District 18","Alternative Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"2180412","2180012","Regional School District 18","Alternative Program","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"2196112","2190012","Regional School District 19","E. O. Smith High School","ELA","258","15","5.8","31","12.0","145","56.2","67","26.0","212","82.2","562"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Math","258","23","8.9","92","35.7","97","37.6","46","17.8","143","55.4","549"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","ELA","8","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Math","8","*","*","*","*","*","*","*","*","*","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","ELA","*","*","*","*","*","*","*","*","*","*","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","Math","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","ELA","8","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","Math","8","*","*","*","*","*","*","*","*","*","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","ELA","410","*","*","*","*","*","*","*","*","*","*","611"
