"school_code","district_code","district","school","subject","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","Math","482","482","100.0","482","309","64.1","122","25.3","40","8.3","11","2.3","51","10.6"
"0890511","0890011","New Britain School District","Gaffney School","ELA","191","191","100.0","191","101","52.9","44","23.0","26","13.6","20","10.5","46","24.1"
"0890511","0890011","New Britain School District","Gaffney School","Math","191","189","99.0","189","107","56.6","50","26.5","22","11.6","10","5.3","32","16.9"
"3480315","0890011","New Britain School District","Hartford Detention Center","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","0890011","New Britain School District","Hartford Detention Center","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0890611","0890011","New Britain School District","Holmes School","ELA","213","213","100.0","213","87","40.8","40","18.8","45","21.1","41","19.2","86","40.4"
"0890611","0890011","New Britain School District","Holmes School","Math","212","212","100.0","212","74","34.9","76","35.8","43","20.3","19","9.0","62","29.2"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","ELA","150","149","99.3","149","*","*","*","*","72","48.3","63","42.3","135","90.6"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","Math","150","149","99.3","149","*","*","*","*","61","40.9","42","28.2","103","69.1"
"0890711","0890011","New Britain School District","Jefferson School","ELA","212","211","99.5","211","96","45.5","55","26.1","36","17.1","24","11.4","60","28.4"
"0890711","0890011","New Britain School District","Jefferson School","Math","212","211","99.5","211","103","48.8","73","34.6","27","12.8","8","3.8","35","16.6"
"0891711","0890011","New Britain School District","KEY Middle","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0891711","0890011","New Britain School District","KEY Middle","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0890811","0890011","New Britain School District","Lincoln School","ELA","270","267","98.9","267","132","49.4","67","25.1","52","19.5","16","6.0","68","25.5"
"0890811","0890011","New Britain School District","Lincoln School","Math","270","267","98.9","267","160","59.9","68","25.5","*","*","*","*","39","14.6"
"0899011","0890011","New Britain School District","New Britain Transition Center","ELA","27","26","96.3","25","23","92.0","*","*","*","*","0","0.0","*","*"
"0899011","0890011","New Britain School District","New Britain Transition Center","Math","28","27","96.4","27","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0890911","0890011","New Britain School District","Northend School","ELA","137","137","100.0","137","79","57.7","30","21.9","21","15.3","7","5.1","28","20.4"
"0890911","0890011","New Britain School District","Northend School","Math","134","134","100.0","134","98","73.1","27","20.1","9","6.7","0","0.0","9","6.7"
"0895311","0890011","New Britain School District","Pulaski Middle School","ELA","754","751","99.6","751","446","59.4","180","24.0","114","15.2","11","1.5","125","16.6"
"0895311","0890011","New Britain School District","Pulaski Middle School","Math","750","743","99.1","742","537","72.4","161","21.7","36","4.9","8","1.1","44","5.9"
"0895211","0890011","New Britain School District","Slade Middle School","ELA","725","720","99.3","720","445","61.8","176","24.4","93","12.9","6","0.8","99","13.8"
"0895211","0890011","New Britain School District","Slade Middle School","Math","725","719","99.2","719","515","71.6","161","22.4","36","5.0","7","1.0","43","6.0"
"0891211","0890011","New Britain School District","Smalley Academy","ELA","300","299","99.7","299","226","75.6","51","17.1","*","*","*","*","22","7.4"
"0891211","0890011","New Britain School District","Smalley Academy","Math","301","300","99.7","300","248","82.7","*","*","*","*","0","0.0","*","*"
"0891311","0890011","New Britain School District","Smith School","ELA","282","282","100.0","282","159","56.4","61","21.6","42","14.9","20","7.1","62","22.0"
"0891311","0890011","New Britain School District","Smith School","Math","283","283","100.0","283","145","51.2","92","32.5","39","13.8","7","2.5","46","16.3"
"0891811","0890011","New Britain School District","Steps","ELA","33","33","100.0","33","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0891811","0890011","New Britain School District","Steps","Math","32","32","100.0","31","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0890411","0890011","New Britain School District","Sunrise Intermediate","ELA","11","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0890411","0890011","New Britain School District","Sunrise Intermediate","Math","11","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0890211","0890011","New Britain School District","Sunrise Primary","ELA","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0890211","0890011","New Britain School District","Sunrise Primary","Math","7","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0891511","0890011","New Britain School District","Vance School","ELA","275","274","99.6","274","127","46.4","81","29.6","45","16.4","21","7.7","66","24.1"
"0891511","0890011","New Britain School District","Vance School","Math","266","265","99.6","265","154","58.1","76","28.7","29","10.9","6","2.3","35","13.2"
"0900411","0900011","New Canaan School District","East School","ELA","245","243","99.2","243","13","5.3","11","4.5","52","21.4","167","68.7","219","90.1"
"0900411","0900011","New Canaan School District","East School","Math","245","243","99.2","243","*","*","*","*","70","28.8","154","63.4","224","92.2"
"0905111","0900011","New Canaan School District","Saxe Middle School","ELA","1331","1325","99.5","1325","63","4.8","190","14.3","521","39.3","551","41.6","1072","80.9"
"0905111","0900011","New Canaan School District","Saxe Middle School","Math","1332","1325","99.5","1325","70","5.3","286","21.6","355","26.8","614","46.3","969","73.1"
"0900211","0900011","New Canaan School District","South School","ELA","241","237","98.3","237","6","2.5","29","12.2","49","20.7","153","64.6","202","85.2"
"0900211","0900011","New Canaan School District","South School","Math","241","237","98.3","237","7","3.0","19","8.0","71","30.0","140","59.1","211","89.0"
"0900311","0900011","New Canaan School District","West School","ELA","209","209","100.0","209","10","4.8","13","6.2","36","17.2","150","71.8","186","89.0"
"0900311","0900011","New Canaan School District","West School","Math","210","210","100.0","210","*","*","*","*","64","30.5","126","60.0","190","90.5"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","ELA","488","465","95.3","465","51","11.0","74","15.9","137","29.5","203","43.7","340","73.1"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","Math","488","459","94.1","458","37","8.1","117","25.5","162","35.4","142","31.0","304","66.4"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","ELA","580","520","89.7","520","44","8.5","106","20.4","210","40.4","160","30.8","370","71.2"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","Math","580","513","88.4","513","80","15.6","140","27.3","144","28.1","149","29.0","293","57.1"
"0920311","0920011","New Hartford School District","Ann Antolini School","ELA","295","283","95.9","283","25","8.8","61","21.6","84","29.7","113","39.9","197","69.6"
"0920311","0920011","New Hartford School District","Ann Antolini School","Math","295","283","95.9","283","46","16.3","88","31.1","98","34.6","51","18.0","149","52.7"
"0931211","0930011","New Haven School District","Edgewood School","ELA","283","283","100.0","283","99","35.0","74","26.1","54","19.1","56","19.8","110","38.9"
"0931211","0930011","New Haven School District","Edgewood School","Math","283","281","99.3","281","141","50.2","81","28.8","23","8.2","36","12.8","59","21.0"
"0931411","0930011","New Haven School District","Nathan Hale School","ELA","307","297","96.7","297","63","21.2","92","31.0","97","32.7","45","15.2","142","47.8"
"0931411","0930011","New Haven School District","Nathan Hale School","Math","308","297","96.4","297","88","29.6","113","38.0","65","21.9","31","10.4","96","32.3"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","ELA","300","295","98.3","295","180","61.0","66","22.4","43","14.6","6","2.0","49","16.6"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","Math","301","296","98.3","296","217","73.3","64","21.6","15","5.1","0","0.0","15","5.1"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","ELA","298","296","99.3","296","164","55.4","65","22.0","55","18.6","12","4.1","67","22.6"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","Math","298","296","99.3","296","172","58.1","84","28.4","33","11.1","7","2.4","40","13.5"
"0930311","0930011","New Haven School District","Beecher School","ELA","283","276","97.5","276","112","40.6","79","28.6","57","20.7","28","10.1","85","30.8"
"0930311","0930011","New Haven School District","Beecher School","Math","283","275","97.2","275","149","54.2","91","33.1","26","9.5","9","3.3","35","12.7"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","ELA","292","291","99.7","291","87","29.9","82","28.2","89","30.6","33","11.3","122","41.9"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","Math","292","291","99.7","291","147","50.5","90","30.9","40","13.7","14","4.8","54","18.6"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","ELA","444","442","99.5","442","118","26.7","140","31.7","133","30.1","51","11.5","184","41.6"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","Math","444","439","98.9","439","189","43.1","158","36.0","60","13.7","32","7.3","92","21.0"
"0934311","0930011","New Haven School District","Bishop Woods School","ELA","303","303","100.0","303","138","45.5","87","28.7","56","18.5","22","7.3","78","25.7"
"0934311","0930011","New Haven School District","Bishop Woods School","Math","303","302","99.7","302","159","52.6","95","31.5","*","*","*","*","48","15.9"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","ELA","210","210","100.0","210","112","53.3","58","27.6","28","13.3","12","5.7","40","19.0"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","Math","211","210","99.5","210","147","70.0","48","22.9","9","4.3","6","2.9","15","7.1"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","ELA","350","348","99.4","348","186","53.4","93","26.7","57","16.4","12","3.4","69","19.8"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","Math","350","347","99.1","347","207","59.7","104","30.0","29","8.4","7","2.0","36","10.4"
"0930611","0930011","New Haven School District","Clinton Avenue School","ELA","336","336","100.0","336","164","48.8","98","29.2","57","17.0","17","5.1","74","22.0"
"0930611","0930011","New Haven School District","Clinton Avenue School","Math","336","336","100.0","336","178","53.0","108","32.1","*","*","*","*","50","14.9"
"0934111","0930011","New Haven School District","Columbus Family Academy","ELA","273","268","98.2","268","94","35.1","92","34.3","68","25.4","14","5.2","82","30.6"
"0934111","0930011","New Haven School District","Columbus Family Academy","Math","273","268","98.2","268","122","45.5","114","42.5","*","*","*","*","32","11.9"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","ELA","398","395","99.2","395","106","26.8","110","27.8","137","34.7","42","10.6","179","45.3"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","Math","398","395","99.2","395","180","45.6","123","31.1","69","17.5","23","5.8","92","23.3"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","ELA","292","292","100.0","292","81","27.7","73","25.0","90","30.8","48","16.4","138","47.3"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","Math","292","292","100.0","292","122","41.8","90","30.8","54","18.5","26","8.9","80","27.4"
"0935611","0930011","New Haven School District","Domus Academy","ELA","42","36","85.7","35","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0935611","0930011","New Haven School District","Domus Academy","Math","42","36","85.7","36","36","100.0","0","0.0","0","0.0","0","0.0","0","0.0"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","ELA","273","270","98.9","270","91","33.7","83","30.7","67","24.8","29","10.7","96","35.6"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","Math","273","271","99.3","271","119","43.9","92","33.9","44","16.2","16","5.9","60","22.1"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","272","272","100.0","272","47","17.3","69","25.4","101","37.1","55","20.2","156","57.4"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","272","272","100.0","272","61","22.4","92","33.8","52","19.1","67","24.6","119","43.8"
"0931611","0930011","New Haven School District","Fair Haven School","ELA","545","542","99.4","538","359","66.7","121","22.5","51","9.5","7","1.3","58","10.8"
"0931611","0930011","New Haven School District","Fair Haven School","Math","546","538","98.5","530","420","79.2","90","17.0","*","*","*","*","20","3.8"
"0930711","0930011","New Haven School District","Hill Central Music Academy","ELA","311","309","99.4","309","159","51.5","84","27.2","60","19.4","6","1.9","66","21.4"
"0930711","0930011","New Haven School District","Hill Central Music Academy","Math","311","310","99.7","310","178","57.4","97","31.3","28","9.0","7","2.3","35","11.3"
"0931311","0930011","New Haven School District","John C. Daniels","ELA","271","269","99.3","269","86","32.0","82","30.5","76","28.3","25","9.3","101","37.5"
"0931311","0930011","New Haven School District","John C. Daniels","Math","271","269","99.3","269","112","41.6","98","36.4","44","16.4","15","5.6","59","21.9"
"0930811","0930011","New Haven School District","John S. Martinez School","ELA","337","337","100.0","337","135","40.1","118","35.0","69","20.5","15","4.5","84","24.9"
"0930811","0930011","New Haven School District","John S. Martinez School","Math","337","337","100.0","337","161","47.8","130","38.6","38","11.3","8","2.4","46","13.6"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","ELA","243","240","98.8","240","118","49.2","54","22.5","51","21.3","17","7.1","68","28.3"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","Math","243","240","98.8","240","136","56.7","74","30.8","*","*","*","*","30","12.5"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","ELA","304","300","98.7","300","122","40.7","80","26.7","75","25.0","23","7.7","98","32.7"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","Math","304","299","98.4","299","156","52.2","93","31.1","38","12.7","12","4.0","50","16.7"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","ELA","160","158","98.8","158","76","48.1","51","32.3","23","14.6","8","5.1","31","19.6"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","Math","161","159","98.8","159","73","45.9","60","37.7","*","*","*","*","26","16.4"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","ELA","285","284","99.6","284","66","23.2","70","24.6","92","32.4","56","19.7","148","52.1"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","Math","285","281","98.6","281","93","33.1","101","35.9","54","19.2","33","11.7","87","31.0"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","ELA","126","126","100.0","126","68","54.0","25","19.8","22","17.5","11","8.7","33","26.2"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","Math","126","126","100.0","126","56","44.4","44","34.9","20","15.9","6","4.8","26","20.6"
"0939111","0930011","New Haven School District","Riverside Education Academy","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0931011","0930011","New Haven School District","Ross/Woodward School","ELA","399","399","100.0","399","165","41.4","99","24.8","103","25.8","32","8.0","135","33.8"
"0931011","0930011","New Haven School District","Ross/Woodward School","Math","398","398","100.0","398","223","56.0","128","32.2","36","9.0","11","2.8","47","11.8"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","165","165","100.0","165","75","45.5","46","27.9","27","16.4","17","10.3","44","26.7"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","Math","166","166","100.0","166","79","47.6","60","36.1","*","*","*","*","27","16.3"
"0932911","0930011","New Haven School District","Truman School","ELA","318","317","99.7","317","175","55.2","83","26.2","47","14.8","12","3.8","59","18.6"
"0932911","0930011","New Haven School District","Truman School","Math","319","318","99.7","318","183","57.5","95","29.9","33","10.4","7","2.2","40","12.6"
"0934911","0930011","New Haven School District","West Rock Authors Academy","ELA","68","68","100.0","68","26","38.2","17","25.0","16","23.5","9","13.2","25","36.8"
"0934911","0930011","New Haven School District","West Rock Authors Academy","Math","68","68","100.0","68","18","26.5","16","23.5","28","41.2","6","8.8","34","50.0"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","ELA","254","252","99.2","246","123","50.0","69","28.0","41","16.7","13","5.3","54","22.0"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","Math","254","252","99.2","246","151","61.4","73","29.7","*","*","*","*","22","8.9"
"0933811","0930011","New Haven School District","Worthington Hooker School","ELA","283","272","96.1","272","32","11.8","39","14.3","81","29.8","120","44.1","201","73.9"
"0933811","0930011","New Haven School District","Worthington Hooker School","Math","283","270","95.4","270","36","13.3","53","19.6","68","25.2","113","41.9","181","67.0"
"0950311","0950011","New London School District","Jennings School","ELA","278","276","99.3","274","149","54.4","56","20.4","48","17.5","21","7.7","69","25.2"
"0950311","0950011","New London School District","Jennings School","Math","279","275","98.6","272","171","62.9","65","23.9","28","10.3","8","2.9","36","13.2"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","ELA","601","596","99.2","596","279","46.8","174","29.2","119","20.0","24","4.0","143","24.0"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","Math","600","594","99.0","593","318","53.6","200","33.7","55","9.3","20","3.4","75","12.6"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","ELA","278","278","100.0","278","115","41.4","60","21.6","65","23.4","38","13.7","103","37.1"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","Math","278","277","99.6","277","135","48.7","79","28.5","50","18.1","13","4.7","63","22.7"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","ELA","271","270","99.6","270","103","38.1","72","26.7","51","18.9","44","16.3","95","35.2"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","Math","272","271","99.6","271","115","42.4","77","28.4","50","18.5","29","10.7","79","29.2"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","ELA","961","930","96.8","930","205","22.0","228","24.5","281","30.2","216","23.2","497","53.4"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","Math","961","927","96.5","927","159","17.2","272","29.3","309","33.3","187","20.2","496","53.5"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","ELA","1013","936","92.4","936","205","21.9","230","24.6","337","36.0","164","17.5","501","53.5"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","Math","1013","906","89.4","906","263","29.0","282","31.1","205","22.6","156","17.2","361","39.8"
"0940611","0940011","Newington School District","Anna Reynolds School","ELA","191","189","99.0","189","24","12.7","40","21.2","48","25.4","77","40.7","125","66.1"
"0940611","0940011","Newington School District","Anna Reynolds School","Math","191","189","99.0","189","19","10.1","44","23.3","70","37.0","56","29.6","126","66.7"
"0940211","0940011","Newington School District","Elizabeth Green School","ELA","116","116","100.0","116","26","22.4","22","19.0","29","25.0","39","33.6","68","58.6"
"0940211","0940011","Newington School District","Elizabeth Green School","Math","116","116","100.0","116","19","16.4","36","31.0","37","31.9","24","20.7","61","52.6"
"0940811","0940011","Newington School District","John Paterson School","ELA","160","160","100.0","160","21","13.1","28","17.5","54","33.8","57","35.6","111","69.4"
"0940811","0940011","Newington School District","John Paterson School","Math","160","160","100.0","160","18","11.3","40","25.0","62","38.8","40","25.0","102","63.8"
"0945311","0940011","Newington School District","John Wallace Middle School","ELA","662","660","99.7","660","120","18.2","154","23.3","254","38.5","132","20.0","386","58.5"
"0945311","0940011","Newington School District","John Wallace Middle School","Math","661","659","99.7","659","166","25.2","195","29.6","162","24.6","136","20.6","298","45.2"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","ELA","615","614","99.8","614","134","21.8","173","28.2","206","33.6","101","16.4","307","50.0"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","Math","615","613","99.7","613","125","20.4","201","32.8","170","27.7","117","19.1","287","46.8"
"0940711","0940011","Newington School District","Ruth Chaffee School","ELA","152","152","100.0","152","23","15.1","33","21.7","50","32.9","46","30.3","96","63.2"
"0940711","0940011","Newington School District","Ruth Chaffee School","Math","152","151","99.3","151","19","12.6","46","30.5","54","35.8","32","21.2","86","57.0"
"0970111","0970011","Newtown School District","Hawley Elementary School","ELA","136","135","99.3","135","*","*","*","*","46","34.1","62","45.9","108","80.0"
"0970111","0970011","Newtown School District","Hawley Elementary School","Math","136","135","99.3","135","*","*","*","*","42","31.1","61","45.2","103","76.3"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","ELA","152","150","98.7","150","6","4.0","12","8.0","33","22.0","99","66.0","132","88.0"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","Math","152","150","98.7","150","*","*","*","*","46","30.7","74","49.3","120","80.0"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","ELA","161","161","100.0","161","24","14.9","23","14.3","50","31.1","64","39.8","114","70.8"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","Math","161","161","100.0","161","15","9.3","41","25.5","58","36.0","47","29.2","105","65.2"
"0975111","0970011","Newtown School District","Newtown Middle School","ELA","803","800","99.6","800","48","6.0","151","18.9","359","44.9","242","30.3","601","75.1"
"0975111","0970011","Newtown School District","Newtown Middle School","Math","803","798","99.4","798","60","7.5","159","19.9","224","28.1","355","44.5","579","72.6"
"0970511","0970011","Newtown School District","Reed Intermediate School","ELA","691","681","98.6","681","62","9.1","120","17.6","268","39.4","231","33.9","499","73.3"
"0970511","0970011","Newtown School District","Reed Intermediate School","Math","691","681","98.6","681","65","9.5","151","22.2","209","30.7","256","37.6","465","68.3"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","ELA","136","136","100.0","136","18","13.2","21","15.4","38","27.9","59","43.4","97","71.3"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","Math","136","136","100.0","136","19","14.0","31","22.8","51","37.5","35","25.7","86","63.2"
"0980111","0980011","Norfolk School District","Botelle Elementary School","ELA","57","57","100.0","57","12","21.1","13","22.8","13","22.8","19","33.3","32","56.1"
"0980111","0980011","Norfolk School District","Botelle Elementary School","Math","57","57","100.0","57","10","17.5","16","28.1","19","33.3","12","21.1","31","54.4"
"0995111","0990011","North Branford School District","North Branford Intermediate School","ELA","476","453","95.2","453","79","17.4","114","25.2","167","36.9","93","20.5","260","57.4"
"0995111","0990011","North Branford School District","North Branford Intermediate School","Math","476","453","95.2","453","107","23.6","154","34.0","112","24.7","80","17.7","192","42.4"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","ELA","396","385","97.2","385","52","13.5","87","22.6","116","30.1","130","33.8","246","63.9"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","Math","396","385","97.2","385","56","14.5","126","32.7","124","32.2","79","20.5","203","52.7"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","ELA","157","155","98.7","155","29","18.7","35","22.6","51","32.9","40","25.8","91","58.7"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","Math","157","155","98.7","155","31","20.0","48","31.0","53","34.2","23","14.8","76","49.0"
"1010811","1010011","North Haven School District","Clintonville Elementary School","ELA","170","170","100.0","170","19","11.2","36","21.2","53","31.2","62","36.5","115","67.6"
"1010811","1010011","North Haven School District","Clintonville Elementary School","Math","170","170","100.0","170","19","11.2","55","32.4","52","30.6","44","25.9","96","56.5"
"1010711","1010011","North Haven School District","Green Acres Elementary School","ELA","161","155","96.3","155","11","7.1","19","12.3","42","27.1","83","53.5","125","80.6"
"1010711","1010011","North Haven School District","Green Acres Elementary School","Math","161","155","96.3","155","18","11.6","36","23.2","46","29.7","55","35.5","101","65.2"
"1010211","1010011","North Haven School District","Montowese Elementary School","ELA","168","168","100.0","168","20","11.9","24","14.3","54","32.1","70","41.7","124","73.8"
"1010211","1010011","North Haven School District","Montowese Elementary School","Math","168","168","100.0","168","18","10.7","51","30.4","58","34.5","41","24.4","99","58.9"
"1015211","1010011","North Haven School District","North Haven Middle School","ELA","777","749","96.4","749","81","10.8","158","21.1","309","41.3","201","26.8","510","68.1"
"1015211","1010011","North Haven School District","North Haven Middle School","Math","777","745","95.9","745","108","14.5","211","28.3","208","27.9","218","29.3","426","57.2"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","ELA","201","198","98.5","198","21","10.6","24","12.1","43","21.7","110","55.6","153","77.3"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","Math","201","198","98.5","198","15","7.6","40","20.2","57","28.8","86","43.4","143","72.2"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","ELA","165","164","99.4","164","*","*","*","*","47","28.7","99","60.4","146","89.0"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","Math","165","164","99.4","164","*","*","*","*","41","25.0","111","67.7","152","92.7"
"1025111","1020011","North Stonington School District","Wheeler Middle School","ELA","175","174","99.4","174","*","*","36","20.7","83","47.7","*","*","*","*"
"1025111","1020011","North Stonington School District","Wheeler Middle School","Math","175","173","98.9","173","*","*","64","37.0","53","30.6","*","*","*","*"
"1030211","1030011","Norwalk School District","Brookside Elementary School","ELA","211","211","100.0","208","61","29.3","54","26.0","51","24.5","42","20.2","93","44.7"
"1030211","1030011","Norwalk School District","Brookside Elementary School","Math","211","211","100.0","211","60","28.4","74","35.1","49","23.2","28","13.3","77","36.5"
"1030311","1030011","Norwalk School District","Columbus Magnet School","ELA","151","147","97.4","146","32","21.9","23","15.8","46","31.5","45","30.8","91","62.3"
"1030311","1030011","Norwalk School District","Columbus Magnet School","Math","151","147","97.4","146","36","24.7","47","32.2","33","22.6","30","20.5","63","43.2"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","ELA","213","211","99.1","211","33","15.6","40","19.0","56","26.5","82","38.9","138","65.4"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","Math","213","211","99.1","211","44","20.9","57","27.0","66","31.3","44","20.9","110","52.1"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","ELA","194","194","100.0","193","55","28.5","34","17.6","63","32.6","41","21.2","104","53.9"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","Math","194","194","100.0","193","47","24.4","66","34.2","50","25.9","30","15.5","80","41.5"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","ELA","297","296","99.7","296","79","26.7","77","26.0","83","28.0","57","19.3","140","47.3"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","Math","297","296","99.7","296","83","28.0","103","34.8","72","24.3","38","12.8","110","37.2"
"1030811","1030011","Norwalk School District","Kendall Elementary School","ELA","277","275","99.3","275","104","37.8","69","25.1","61","22.2","41","14.9","102","37.1"
"1030811","1030011","Norwalk School District","Kendall Elementary School","Math","277","275","99.3","275","97","35.3","84","30.5","62","22.5","32","11.6","94","34.2"
"1032211","1030011","Norwalk School District","Marvin Elementary School","ELA","231","230","99.6","230","55","23.9","67","29.1","58","25.2","50","21.7","108","47.0"
"1032211","1030011","Norwalk School District","Marvin Elementary School","Math","231","230","99.6","230","66","28.7","71","30.9","57","24.8","36","15.7","93","40.4"
"1032111","1030011","Norwalk School District","Naramake Elementary School","ELA","208","207","99.5","207","41","19.8","65","31.4","48","23.2","53","25.6","101","48.8"
"1032111","1030011","Norwalk School District","Naramake Elementary School","Math","208","207","99.5","207","46","22.2","70","33.8","66","31.9","25","12.1","91","44.0"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","ELA","670","657","98.1","657","173","26.3","180","27.4","209","31.8","95","14.5","304","46.3"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","Math","670","655","97.8","655","249","38.0","214","32.7","124","18.9","68","10.4","192","29.3"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","ELA","660","659","99.8","656","208","31.7","186","28.4","201","30.6","61","9.3","262","39.9"
