,district,school,category,type,2010-11,2011-12,2012-13,2013-14,2014-15,school_code,check_sch_col,check_dist_col
3691,Greenwich School District,Old Greenwich School,Instructional Specialists Who Support Teachers,Certified,2,1.6,2.1,2.3,3.3,0570911,Old Greenwich School,Greenwich School District
3692,Greenwich School District,Old Greenwich School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,0.0,0570911,Old Greenwich School,Greenwich School District
3693,Greenwich School District,Parkway School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,1.6,1.6,1.6,0571111,Parkway School,Greenwich School District
3694,Greenwich School District,Parkway School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,1.0,1.0,1.0,0571111,Parkway School,Greenwich School District
3695,Greenwich School District,Parkway School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,7.7,7.7,7.2,0571111,Parkway School,Greenwich School District
3696,Greenwich School District,Parkway School,General Education - Teachers and Instructors,Certified,22.4,20.4,21.0,18.1,18.2,0571111,Parkway School,Greenwich School District
3697,Greenwich School District,Parkway School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,0571111,Parkway School,Greenwich School District
3698,Greenwich School District,Parkway School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7.5,7.5,7.5,6.2,6.3,0571111,Parkway School,Greenwich School District
3699,Greenwich School District,Parkway School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0571111,Parkway School,Greenwich School District
3700,Greenwich School District,Parkway School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,2,3.0,4.0,5.0,5.0,0571111,Parkway School,Greenwich School District
3701,Greenwich School District,Parkway School,Special Education - Teachers and Instructors,Certified,2,2.5,3.5,4.5,4.5,0571111,Parkway School,Greenwich School District
3702,Greenwich School District,Parkway School,Instructional Specialists Who Support Teachers,Certified,1.3,1.0,1.5,1.5,1.5,0571111,Parkway School,Greenwich School District
3703,Greenwich School District,Parkway School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0571111,Parkway School,Greenwich School District
3704,Greenwich School District,Riverside School,Administrators  Coordinators and Department Chairs - School Level,Certified,3,2.0,2.0,2.0,2.0,0571011,Riverside School,Greenwich School District
3705,Greenwich School District,Riverside School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,1.0,0.8,1.0,0571011,Riverside School,Greenwich School District
3706,Greenwich School District,Riverside School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,1.0,1.0,1.0,1.0,0571011,Riverside School,Greenwich School District
3707,Greenwich School District,Riverside School,General Education - Teachers and Instructors,Certified,36.4,38.8,35.6,34.5,38.7,0571011,Riverside School,Greenwich School District
3708,Greenwich School District,Riverside School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,0571011,Riverside School,Greenwich School District
3709,Greenwich School District,Riverside School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,10.2,10.0,10.0,10.0,10.0,0571011,Riverside School,Greenwich School District
3710,Greenwich School District,Riverside School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0571011,Riverside School,Greenwich School District
3711,Greenwich School District,Riverside School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,3,3.0,2.0,3.0,3.0,0571011,Riverside School,Greenwich School District
3712,Greenwich School District,Riverside School,Special Education - Teachers and Instructors,Certified,1.6,1.5,1.5,1.5,2.0,0571011,Riverside School,Greenwich School District
3713,Greenwich School District,Riverside School,Instructional Specialists Who Support Teachers,Certified,1,0.6,1.3,1.3,1.3,0571011,Riverside School,Greenwich School District
3714,Greenwich School District,Riverside School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0571011,Riverside School,Greenwich School District
3715,Greenwich School District,Western Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,3,3.0,3.0,3.0,3.0,0575311,Western Middle School,Greenwich School District
3716,Greenwich School District,Western Middle School,Counselors  Social Workers  and School Psychologists,Certified,5,5.0,5.0,5.0,5.0,0575311,Western Middle School,Greenwich School District
3717,Greenwich School District,Western Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,0.0,0575311,Western Middle School,Greenwich School District
3718,Greenwich School District,Western Middle School,General Education - Teachers and Instructors,Certified,35.7,35.2,37.5,40.7,42.3,0575311,Western Middle School,Greenwich School District
3719,Greenwich School District,Western Middle School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,0575311,Western Middle School,Greenwich School District
3720,Greenwich School District,Western Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,13.5,13.5,13.5,13.4,13.5,0575311,Western Middle School,Greenwich School District
3721,Greenwich School District,Western Middle School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0575311,Western Middle School,Greenwich School District
3722,Greenwich School District,Western Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,11,11.0,12.0,10.0,12.0,0575311,Western Middle School,Greenwich School District
3723,Greenwich School District,Western Middle School,Special Education - Teachers and Instructors,Certified,5,6.0,6.0,6.0,5.5,0575311,Western Middle School,Greenwich School District
3724,Greenwich School District,Western Middle School,Instructional Specialists Who Support Teachers,Certified,2.4,2.4,2.4,1.4,1.4,0575311,Western Middle School,Greenwich School District
3725,Greenwich School District,Western Middle School,Library/Media - Specialists (Certified),Certified,2,2.0,2.0,2.0,2.0,0575311,Western Middle School,Greenwich School District
3726,Griswold School District,Griswold Elementary School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,4.7,5.7,4.7,2.0,0580311,Griswold Elementary School,Griswold School District
3727,Griswold School District,Griswold Elementary School,Counselors  Social Workers  and School Psychologists,Certified,3.2,3.0,3.0,3.0,3.0,0580311,Griswold Elementary School,Griswold School District
3728,Griswold School District,Griswold Elementary School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,2.0,1.0,1.0,0.0,0580311,Griswold Elementary School,Griswold School District
3729,Griswold School District,Griswold Elementary School,General Education - Teachers and Instructors,Certified,47.3,36.9,33.9,35.9,41.9,0580311,Griswold Elementary School,Griswold School District
3730,Griswold School District,Griswold Elementary School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0580311,Griswold Elementary School,Griswold School District
3731,Griswold School District,Griswold Elementary School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,15.5,15.9,17.6,18.5,19.1,0580311,Griswold Elementary School,Griswold School District
3732,Griswold School District,Griswold Elementary School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0580311,Griswold Elementary School,Griswold School District
3733,Griswold School District,Griswold Elementary School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,24,24.0,24.0,28.0,30.0,0580311,Griswold Elementary School,Griswold School District
3734,Griswold School District,Griswold Elementary School,Special Education - Teachers and Instructors,Certified,8.2,11.1,11.1,11.1,12.1,0580311,Griswold Elementary School,Griswold School District
3735,Griswold School District,Griswold Elementary School,Instructional Specialists Who Support Teachers,Certified,4.2,4.2,4.2,4.0,5.7,0580311,Griswold Elementary School,Griswold School District
3736,Griswold School District,Griswold Elementary School,Library/Media - Specialists (Certified),Certified,0.5,1.0,1.0,1.0,1.0,0580311,Griswold Elementary School,Griswold School District
3737,Griswold School District,Griswold High School,Administrators  Coordinators and Department Chairs - School Level,Certified,3.1,2.5,2.5,2.5,2.2,0586211,Griswold High School,Griswold School District
3738,Griswold School District,Griswold High School,Counselors  Social Workers  and School Psychologists,Certified,5.7,5.7,4.7,4.7,5.0,0586211,Griswold High School,Griswold School District
3739,Griswold School District,Griswold High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,0.0,0586211,Griswold High School,Griswold School District
3740,Griswold School District,Griswold High School,General Education - Teachers and Instructors,Certified,49.6,49.2,45.7,47.8,44.6,0586211,Griswold High School,Griswold School District
3741,Griswold School District,Griswold High School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,0.5,0586211,Griswold High School,Griswold School District
3742,Griswold School District,Griswold High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,28.3,26.4,24.7,23.8,23.4,0586211,Griswold High School,Griswold School District
3743,Griswold School District,Griswold High School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0586211,Griswold High School,Griswold School District
3744,Griswold School District,Griswold High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,7.5,7.5,9.5,10.0,11.0,0586211,Griswold High School,Griswold School District
3745,Griswold School District,Griswold High School,Special Education - Teachers and Instructors,Certified,6,6.1,6.1,6.1,6.1,0586211,Griswold High School,Griswold School District
3746,Griswold School District,Griswold High School,Instructional Specialists Who Support Teachers,Certified,0.1,0.1,0.1,0.3,1.3,0586211,Griswold High School,Griswold School District
3747,Griswold School District,Griswold High School,Library/Media - Specialists (Certified),Certified,0.4,1.0,1.0,1.0,1.0,0586211,Griswold High School,Griswold School District
3748,Griswold School District,Griswold Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,1.6,1.6,2.0,3.0,2.0,0585111,Griswold Middle School,Griswold School District
3749,Griswold School District,Griswold Middle School,Counselors  Social Workers  and School Psychologists,Certified,3.2,3.4,3.7,3.0,3.0,0585111,Griswold Middle School,Griswold School District
3750,Griswold School District,Griswold Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,1.0,0585111,Griswold Middle School,Griswold School District
3751,Griswold School District,Griswold Middle School,General Education - Teachers and Instructors,Certified,31.8,35.1,34.1,34.3,33.3,0585111,Griswold Middle School,Griswold School District
3752,Griswold School District,Griswold Middle School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0585111,Griswold Middle School,Griswold School District
3753,Griswold School District,Griswold Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,13.9,14.3,14.3,14.1,14.2,0585111,Griswold Middle School,Griswold School District
3754,Griswold School District,Griswold Middle School,School Nurses,Non-Certified,1.5,1.0,1.0,1.0,1.0,0585111,Griswold Middle School,Griswold School District
3755,Griswold School District,Griswold Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,10,13.0,12.0,13.0,13.0,0585111,Griswold Middle School,Griswold School District
3756,Griswold School District,Griswold Middle School,Special Education - Teachers and Instructors,Certified,5,7.1,6.1,6.1,6.1,0585111,Griswold Middle School,Griswold School District
3757,Griswold School District,Griswold Middle School,Instructional Specialists Who Support Teachers,Certified,1,1.5,1.5,1.5,1.5,0585111,Griswold Middle School,Griswold School District
3758,Griswold School District,Griswold Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0585111,Griswold Middle School,Griswold School District
3759,Griswold School District,Griswold Alternative School,Counselors  Social Workers  and School Psychologists,Certified,0,0.0,0.0,0.0,1.0,0580111,Griswold Alternative School,Griswold School District
3760,Griswold School District,Griswold Alternative School,Special Education - Teachers and Instructors,Certified,0,0.0,0.0,0.0,3.0,0580111,Griswold Alternative School,Griswold School District
3761,Groton School District,Carl C. Cutler Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,2.8,2.0,0595311,Carl C. Cutler Middle School,Groton School District
3762,Groton School District,Carl C. Cutler Middle School,Counselors  Social Workers  and School Psychologists,Certified,3,3.0,4.0,4.0,4.0,0595311,Carl C. Cutler Middle School,Groton School District
3763,Groton School District,Carl C. Cutler Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,0.0,1.0,0.3,0.3,0595311,Carl C. Cutler Middle School,Groton School District
3764,Groton School District,Carl C. Cutler Middle School,General Education - Teachers and Instructors,Certified,33.5,31.7,42.0,39.0,38.5,0595311,Carl C. Cutler Middle School,Groton School District
3765,Groton School District,Carl C. Cutler Middle School,Library/Media - Support Staff,Non-Certified,0.8,0.8,0.6,0.5,0.5,0595311,Carl C. Cutler Middle School,Groton School District
3766,Groton School District,Carl C. Cutler Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,9.8,10.2,12.2,10.9,10.3,0595311,Carl C. Cutler Middle School,Groton School District
3767,Groton School District,Carl C. Cutler Middle School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0595311,Carl C. Cutler Middle School,Groton School District
3768,Groton School District,Carl C. Cutler Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,10.5,12.0,12.5,9.0,8.0,0595311,Carl C. Cutler Middle School,Groton School District
3769,Groton School District,Carl C. Cutler Middle School,Special Education - Teachers and Instructors,Certified,4.1,4.1,5.1,5.0,5.0,0595311,Carl C. Cutler Middle School,Groton School District
3770,Groton School District,Carl C. Cutler Middle School,Instructional Specialists Who Support Teachers,Certified,0.5,0.5,1.0,0.7,0.9,0595311,Carl C. Cutler Middle School,Groton School District
3771,Groton School District,Carl C. Cutler Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0595311,Carl C. Cutler Middle School,Groton School District
3772,Groton School District,Catherine Kolnaski Magnet School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,2.0,2.0,0592011,Catherine Kolnaski Magnet School,Groton School District
3773,Groton School District,Catherine Kolnaski Magnet School,Counselors  Social Workers  and School Psychologists,Certified,1,2.0,2.0,1.5,1.5,0592011,Catherine Kolnaski Magnet School,Groton School District
3774,Groton School District,Catherine Kolnaski Magnet School,General Education - Paraprofessional Instructional Assistants,Non-Certified,6.1,6.0,5.8,6.4,6.6,0592011,Catherine Kolnaski Magnet School,Groton School District
3775,Groton School District,Catherine Kolnaski Magnet School,General Education - Teachers and Instructors,Certified,34.5,30.9,32.7,31.1,31.1,0592011,Catherine Kolnaski Magnet School,Groton School District
3776,Groton School District,Catherine Kolnaski Magnet School,Library/Media - Support Staff,Non-Certified,1,1.0,0.6,0.0,0.0,0592011,Catherine Kolnaski Magnet School,Groton School District
3777,Groton School District,Catherine Kolnaski Magnet School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,10.5,13.1,13.7,15.2,13.4,0592011,Catherine Kolnaski Magnet School,Groton School District
3778,Groton School District,Catherine Kolnaski Magnet School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0592011,Catherine Kolnaski Magnet School,Groton School District
3779,Groton School District,Catherine Kolnaski Magnet School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,17.2,14.0,13.0,8.0,10.0,0592011,Catherine Kolnaski Magnet School,Groton School District
3780,Groton School District,Catherine Kolnaski Magnet School,Special Education - Teachers and Instructors,Certified,4.2,4.1,4.1,4.3,4.3,0592011,Catherine Kolnaski Magnet School,Groton School District
3781,Groton School District,Catherine Kolnaski Magnet School,Instructional Specialists Who Support Teachers,Certified,2,1.0,1.0,1.8,2.0,0592011,Catherine Kolnaski Magnet School,Groton School District
3782,Groton School District,Catherine Kolnaski Magnet School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0592011,Catherine Kolnaski Magnet School,Groton School District
3783,Groton School District,Charles Barnum School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,2.0,2.0,0591811,Charles Barnum School,Groton School District
3784,Groton School District,Charles Barnum School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,0.0,1.0,1.0,0591811,Charles Barnum School,Groton School District
3785,Groton School District,Charles Barnum School,General Education - Paraprofessional Instructional Assistants,Non-Certified,9.1,4.2,2.1,3.9,3.9,0591811,Charles Barnum School,Groton School District
3786,Groton School District,Charles Barnum School,General Education - Teachers and Instructors,Certified,23,22.4,23.2,23.7,22.7,0591811,Charles Barnum School,Groton School District
3787,Groton School District,Charles Barnum School,Library/Media - Support Staff,Non-Certified,0.6,0.6,0.6,0.0,0.0,0591811,Charles Barnum School,Groton School District
3788,Groton School District,Charles Barnum School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,5.5,5.9,6.0,7.9,7.4,0591811,Charles Barnum School,Groton School District
3789,Groton School District,Charles Barnum School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0591811,Charles Barnum School,Groton School District
3790,Groton School District,Charles Barnum School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,11.2,15.0,19.0,11.0,11.0,0591811,Charles Barnum School,Groton School District
3791,Groton School District,Charles Barnum School,Special Education - Teachers and Instructors,Certified,4.7,4.8,6.3,5.5,5.5,0591811,Charles Barnum School,Groton School District
3792,Groton School District,Charles Barnum School,Instructional Specialists Who Support Teachers,Certified,1,1.5,1.5,1.5,1.1,0591811,Charles Barnum School,Groton School District
3793,Groton School District,Charles Barnum School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0591811,Charles Barnum School,Groton School District
3794,Groton School District,Claude Chester School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,2.0,2.0,0590311,Claude Chester School,Groton School District
3795,Groton School District,Claude Chester School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,0.0,1.5,1.5,0590311,Claude Chester School,Groton School District
3796,Groton School District,Claude Chester School,General Education - Paraprofessional Instructional Assistants,Non-Certified,10.6,4.5,4.6,3.9,3.9,0590311,Claude Chester School,Groton School District
3797,Groton School District,Claude Chester School,General Education - Teachers and Instructors,Certified,26.5,23.5,26.5,25.5,24.3,0590311,Claude Chester School,Groton School District
3798,Groton School District,Claude Chester School,Library/Media - Support Staff,Non-Certified,0.6,0.8,0.8,0.0,0.0,0590311,Claude Chester School,Groton School District
3799,Groton School District,Claude Chester School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,8.5,8.9,9.0,7.9,7.7,0590311,Claude Chester School,Groton School District
3800,Groton School District,Claude Chester School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0590311,Claude Chester School,Groton School District
3801,Groton School District,Claude Chester School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,9,12.5,10.5,14.0,10.0,0590311,Claude Chester School,Groton School District
3802,Groton School District,Claude Chester School,Special Education - Teachers and Instructors,Certified,3,3.6,3.1,3.0,4.0,0590311,Claude Chester School,Groton School District
3803,Groton School District,Claude Chester School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,1.0,1.0,0590311,Claude Chester School,Groton School District
3804,Groton School District,Claude Chester School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0590311,Claude Chester School,Groton School District
3805,Groton School District,Fitch Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3806,Groton School District,Fitch Middle School,Counselors  Social Workers  and School Psychologists,Certified,3.5,3.5,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3807,Groton School District,Fitch Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1.5,0.6,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3808,Groton School District,Fitch Middle School,General Education - Teachers and Instructors,Certified,39.7,33.3,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3809,Groton School District,Fitch Middle School,Library/Media - Support Staff,Non-Certified,0.8,0.8,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3810,Groton School District,Fitch Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,11.8,11.9,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3811,Groton School District,Fitch Middle School,School Nurses,Non-Certified,1,1.0,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3812,Groton School District,Fitch Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,8.7,8.0,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3813,Groton School District,Fitch Middle School,Special Education - Teachers and Instructors,Certified,6.5,5.0,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3814,Groton School District,Fitch Middle School,Instructional Specialists Who Support Teachers,Certified,0.6,0.6,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3815,Groton School District,Fitch Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,0.0,0.0,0.0,0595111,Fitch Middle School,Groton School District
3816,Groton School District,Mary Morrisson School,Administrators  Coordinators and Department Chairs - School Level,Certified,1.5,1.5,1.5,2.0,2.0,0591711,Mary Morrisson School,Groton School District
3817,Groton School District,Mary Morrisson School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,1.0,1.0,1.0,0591711,Mary Morrisson School,Groton School District
3818,Groton School District,Mary Morrisson School,General Education - Paraprofessional Instructional Assistants,Non-Certified,4.4,3.2,3.2,4.3,4.8,0591711,Mary Morrisson School,Groton School District
3819,Groton School District,Mary Morrisson School,General Education - Teachers and Instructors,Certified,19,20.2,23.1,26.1,26.3,0591711,Mary Morrisson School,Groton School District
3820,Groton School District,Mary Morrisson School,Library/Media - Support Staff,Non-Certified,0.6,0.6,0.6,0.0,0.0,0591711,Mary Morrisson School,Groton School District
3821,Groton School District,Mary Morrisson School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7.8,7.2,6.2,8.3,10.2,0591711,Mary Morrisson School,Groton School District
3822,Groton School District,Mary Morrisson School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0591711,Mary Morrisson School,Groton School District
3823,Groton School District,Mary Morrisson School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,12.9,13.0,21.0,16.0,14.9,0591711,Mary Morrisson School,Groton School District
3824,Groton School District,Mary Morrisson School,Special Education - Teachers and Instructors,Certified,5.3,5.8,6.0,5.5,5.0,0591711,Mary Morrisson School,Groton School District
3825,Groton School District,Mary Morrisson School,Instructional Specialists Who Support Teachers,Certified,2.2,2.2,1.5,1.4,1.6,0591711,Mary Morrisson School,Groton School District
3826,Groton School District,Mary Morrisson School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0591711,Mary Morrisson School,Groton School District
3827,Groton School District,Northeast Academy Elementary School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,2.0,2.0,0591911,Northeast Academy Elementary School,Groton School District
3828,Groton School District,Northeast Academy Elementary School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,1.0,1.0,1.0,0591911,Northeast Academy Elementary School,Groton School District
3829,Groton School District,Northeast Academy Elementary School,General Education - Paraprofessional Instructional Assistants,Non-Certified,5.5,3.2,3.2,4.1,3.6,0591911,Northeast Academy Elementary School,Groton School District
3830,Groton School District,Northeast Academy Elementary School,General Education - Teachers and Instructors,Certified,22,23.9,28.2,26.9,25.6,0591911,Northeast Academy Elementary School,Groton School District
3831,Groton School District,Northeast Academy Elementary School,Library/Media - Support Staff,Non-Certified,0.6,0.6,0.6,0.0,0.0,0591911,Northeast Academy Elementary School,Groton School District
3832,Groton School District,Northeast Academy Elementary School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,8.3,8.7,8.5,7.9,9.4,0591911,Northeast Academy Elementary School,Groton School District
3833,Groton School District,Northeast Academy Elementary School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0591911,Northeast Academy Elementary School,Groton School District
3834,Groton School District,Northeast Academy Elementary School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,18.6,20.5,17.0,7.0,7.5,0591911,Northeast Academy Elementary School,Groton School District
3835,Groton School District,Northeast Academy Elementary School,Special Education - Teachers and Instructors,Certified,5,4.6,3.6,2.5,1.0,0591911,Northeast Academy Elementary School,Groton School District
3836,Groton School District,Northeast Academy Elementary School,Instructional Specialists Who Support Teachers,Certified,1.5,1.5,1.0,1.0,0.9,0591911,Northeast Academy Elementary School,Groton School District
3837,Groton School District,Northeast Academy Elementary School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0591911,Northeast Academy Elementary School,Groton School District
3838,Groton School District,Pleasant Valley School,Administrators  Coordinators and Department Chairs - School Level,Certified,1.5,1.5,1.5,1.4,1.0,0591211,Pleasant Valley School,Groton School District
3839,Groton School District,Pleasant Valley School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,1.0,1.0,1.0,0591211,Pleasant Valley School,Groton School District
3840,Groton School District,Pleasant Valley School,General Education - Paraprofessional Instructional Assistants,Non-Certified,5.8,4.7,3.7,3.1,3.1,0591211,Pleasant Valley School,Groton School District
3841,Groton School District,Pleasant Valley School,General Education - Teachers and Instructors,Certified,21.5,23.3,24.0,21.1,21.1,0591211,Pleasant Valley School,Groton School District
3842,Groton School District,Pleasant Valley School,Library/Media - Support Staff,Non-Certified,0.8,0.8,0.4,0.0,0.0,0591211,Pleasant Valley School,Groton School District
3843,Groton School District,Pleasant Valley School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7.2,8.1,6.9,7.7,9.1,0591211,Pleasant Valley School,Groton School District
3844,Groton School District,Pleasant Valley School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0591211,Pleasant Valley School,Groton School District
3845,Groton School District,Pleasant Valley School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,13.3,10.5,9.0,4.0,4.0,0591211,Pleasant Valley School,Groton School District
3846,Groton School District,Pleasant Valley School,Special Education - Teachers and Instructors,Certified,3,2.5,2.0,2.0,2.0,0591211,Pleasant Valley School,Groton School District
3847,Groton School District,Pleasant Valley School,Instructional Specialists Who Support Teachers,Certified,0.8,0.8,0.8,0.8,0.7,0591211,Pleasant Valley School,Groton School District
3848,Groton School District,Pleasant Valley School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0591211,Pleasant Valley School,Groton School District
3849,Groton School District,Robert E. Fitch High School,Administrators  Coordinators and Department Chairs - School Level,Certified,5.2,5.2,4.2,5.7,4.2,0596111,Robert E. Fitch High School,Groton School District
3850,Groton School District,Robert E. Fitch High School,Counselors  Social Workers  and School Psychologists,Certified,10,10.0,10.0,9.4,9.4,0596111,Robert E. Fitch High School,Groton School District
3851,Groton School District,Robert E. Fitch High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,5.5,2.0,5.0,3.0,3.0,0596111,Robert E. Fitch High School,Groton School District
3852,Groton School District,Robert E. Fitch High School,General Education - Teachers and Instructors,Certified,91.3,91.3,89.0,85.0,81.5,0596111,Robert E. Fitch High School,Groton School District
3853,Groton School District,Robert E. Fitch High School,Library/Media - Support Staff,Non-Certified,0,0.0,0.6,1.0,1.0,0596111,Robert E. Fitch High School,Groton School District
3854,Groton School District,Robert E. Fitch High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,35.8,35.1,35.0,29.1,29.0,0596111,Robert E. Fitch High School,Groton School District
3855,Groton School District,Robert E. Fitch High School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0596111,Robert E. Fitch High School,Groton School District
3856,Groton School District,Robert E. Fitch High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,14.8,16.5,19.5,15.0,7.0,0596111,Robert E. Fitch High School,Groton School District
3857,Groton School District,Robert E. Fitch High School,Special Education - Teachers and Instructors,Certified,9.2,10.0,10.8,11.0,11.0,0596111,Robert E. Fitch High School,Groton School District
3858,Groton School District,Robert E. Fitch High School,Instructional Specialists Who Support Teachers,Certified,1,1.0,2.0,1.0,1.0,0596111,Robert E. Fitch High School,Groton School District
3859,Groton School District,Robert E. Fitch High School,Library/Media - Specialists (Certified),Certified,2,2.0,1.0,1.0,1.0,0596111,Robert E. Fitch High School,Groton School District
3860,Groton School District,S. B. Butler School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,1.6,2.0,0590111,S. B. Butler School,Groton School District
3861,Groton School District,S. B. Butler School,Counselors  Social Workers  and School Psychologists,Certified,1,1.0,1.0,1.0,1.0,0590111,S. B. Butler School,Groton School District
3862,Groton School District,S. B. Butler School,General Education - Paraprofessional Instructional Assistants,Non-Certified,4.4,3.2,2.7,2.2,2.2,0590111,S. B. Butler School,Groton School District
