,district,school,category,type,2010-11,2011-12,2012-13,2013-14,2014-15,school_code,check_sch_col,check_dist_col
166,Avon School District,Pine Grove School,Special Education - Teachers and Instructors,Certified,6.3,7.4,7.8,6.4,4.0,0040411,Pine Grove School,Avon School District
167,Avon School District,Pine Grove School,Instructional Specialists Who Support Teachers,Certified,3.9,2.7,3.6,4.1,2.3,0040411,Pine Grove School,Avon School District
168,Avon School District,Pine Grove School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0040411,Pine Grove School,Avon School District
169,Avon School District,Roaring Brook School,Administrators  Coordinators and Department Chairs - School Level,Certified,2.2,2.2,2.2,2.1,2.0,0040311,Roaring Brook School,Avon School District
170,Avon School District,Roaring Brook School,Counselors  Social Workers  and School Psychologists,Certified,2,1.6,1.6,1.3,1.0,0040311,Roaring Brook School,Avon School District
171,Avon School District,Roaring Brook School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,3.7,3.7,3.3,5.3,0040311,Roaring Brook School,Avon School District
172,Avon School District,Roaring Brook School,General Education - Teachers and Instructors,Certified,33.1,31.7,30.4,32.0,33.8,0040311,Roaring Brook School,Avon School District
173,Avon School District,Roaring Brook School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0040311,Roaring Brook School,Avon School District
174,Avon School District,Roaring Brook School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,12,11.5,11.5,10.7,9.4,0040311,Roaring Brook School,Avon School District
175,Avon School District,Roaring Brook School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0040311,Roaring Brook School,Avon School District
176,Avon School District,Roaring Brook School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,21.4,19.2,19.2,16.4,14.0,0040311,Roaring Brook School,Avon School District
177,Avon School District,Roaring Brook School,Special Education - Teachers and Instructors,Certified,4.6,3.6,3.6,3.6,3.6,0040311,Roaring Brook School,Avon School District
178,Avon School District,Roaring Brook School,Instructional Specialists Who Support Teachers,Certified,3.6,3.7,3.5,2.6,2.1,0040311,Roaring Brook School,Avon School District
179,Avon School District,Roaring Brook School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0040311,Roaring Brook School,Avon School District
180,Avon School District,Thompson Brook School,Administrators  Coordinators and Department Chairs - School Level,Certified,2.1,2.2,2.2,2.3,2.0,0040511,Thompson Brook School,Avon School District
181,Avon School District,Thompson Brook School,Counselors  Social Workers  and School Psychologists,Certified,1.5,2.5,2.5,2.0,2.0,0040511,Thompson Brook School,Avon School District
182,Avon School District,Thompson Brook School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,1.0,1.0,1.0,2.0,0040511,Thompson Brook School,Avon School District
183,Avon School District,Thompson Brook School,General Education - Teachers and Instructors,Certified,32.3,34.8,36.3,35.8,30.5,0040511,Thompson Brook School,Avon School District
184,Avon School District,Thompson Brook School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0040511,Thompson Brook School,Avon School District
185,Avon School District,Thompson Brook School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,13,11.8,12.8,11.9,11.0,0040511,Thompson Brook School,Avon School District
186,Avon School District,Thompson Brook School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0040511,Thompson Brook School,Avon School District
187,Avon School District,Thompson Brook School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,15,15.0,15.0,14.6,13.0,0040511,Thompson Brook School,Avon School District
188,Avon School District,Thompson Brook School,Special Education - Teachers and Instructors,Certified,6,5.0,5.0,5.4,6.0,0040511,Thompson Brook School,Avon School District
189,Avon School District,Thompson Brook School,Instructional Specialists Who Support Teachers,Certified,2.1,1.7,1.6,1.7,1.6,0040511,Thompson Brook School,Avon School District
190,Avon School District,Thompson Brook School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0040511,Thompson Brook School,Avon School District
191,Avon School District,Avon Public Schools Pre-K,Special Education - Teachers and Instructors,Certified,0,0.0,0.0,0.0,4.0,0040111,Avon Public Schools Pre-K,Avon School District
192,Barkhamsted School District,Barkhamsted Elementary School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,0050111,Barkhamsted Elementary School,Barkhamsted School District
193,Barkhamsted School District,Barkhamsted Elementary School,Counselors  Social Workers  and School Psychologists,Certified,1.1,1.2,1.1,1.4,0.0,0050111,Barkhamsted Elementary School,Barkhamsted School District
194,Barkhamsted School District,Barkhamsted Elementary School,General Education - Paraprofessional Instructional Assistants,Non-Certified,3.6,3.8,2.8,2.8,2.8,0050111,Barkhamsted Elementary School,Barkhamsted School District
195,Barkhamsted School District,Barkhamsted Elementary School,General Education - Teachers and Instructors,Certified,21.2,20.7,20.5,20.5,21.7,0050111,Barkhamsted Elementary School,Barkhamsted School District
196,Barkhamsted School District,Barkhamsted Elementary School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0050111,Barkhamsted Elementary School,Barkhamsted School District
197,Barkhamsted School District,Barkhamsted Elementary School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,13.6,13.3,13.3,13.6,13.8,0050111,Barkhamsted Elementary School,Barkhamsted School District
198,Barkhamsted School District,Barkhamsted Elementary School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0050111,Barkhamsted Elementary School,Barkhamsted School District
199,Barkhamsted School District,Barkhamsted Elementary School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,11.2,8.7,8.6,7.6,9.1,0050111,Barkhamsted Elementary School,Barkhamsted School District
200,Barkhamsted School District,Barkhamsted Elementary School,Special Education - Teachers and Instructors,Certified,2,2.0,2.0,2.0,1.0,0050111,Barkhamsted Elementary School,Barkhamsted School District
201,Barkhamsted School District,Barkhamsted Elementary School,Instructional Specialists Who Support Teachers,Certified,0.9,0.9,0.9,1.2,0.5,0050111,Barkhamsted Elementary School,Barkhamsted School District
202,Barkhamsted School District,Barkhamsted Elementary School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0050111,Barkhamsted Elementary School,Barkhamsted School District
203,Barkhamsted School District,Shared Services Integrated Preschool,Special Education - Teachers and Instructors,Certified,1,1.0,1.0,1.0,0.0,0058011,Shared Services Integrated Preschool,Barkhamsted School District
204,Barkhamsted School District,Shared Services Integrated Preschool,Instructional Specialists Who Support Teachers,Certified,0,0.0,0.0,0.3,0.0,0058011,Shared Services Integrated Preschool,Barkhamsted School District
205,Berlin School District,Berlin High School,Administrators  Coordinators and Department Chairs - School Level,Certified,5.2,3.4,4.0,5.6,6.4,0076111,Berlin High School,Berlin School District
206,Berlin School District,Berlin High School,Counselors  Social Workers  and School Psychologists,Certified,8.3,8.3,8.0,8.0,8.2,0076111,Berlin High School,Berlin School District
207,Berlin School District,Berlin High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,2,4.0,3.8,2.9,2.9,0076111,Berlin High School,Berlin School District
208,Berlin School District,Berlin High School,General Education - Teachers and Instructors,Certified,65.5,68.2,71.7,70.9,71.7,0076111,Berlin High School,Berlin School District
209,Berlin School District,Berlin High School,Library/Media - Support Staff,Non-Certified,1,0.0,1.0,1.0,1.0,0076111,Berlin High School,Berlin School District
210,Berlin School District,Berlin High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,26.8,33.6,31.9,25.8,25.4,0076111,Berlin High School,Berlin School District
211,Berlin School District,Berlin High School,School Nurses,Non-Certified,2,2.0,2.0,2.0,2.0,0076111,Berlin High School,Berlin School District
212,Berlin School District,Berlin High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,12.1,11.5,11.7,11.0,10.1,0076111,Berlin High School,Berlin School District
213,Berlin School District,Berlin High School,Special Education - Teachers and Instructors,Certified,12.5,13.3,11.8,10.8,10.8,0076111,Berlin High School,Berlin School District
214,Berlin School District,Berlin High School,Instructional Specialists Who Support Teachers,Certified,2.5,2.0,1.7,2.0,2.0,0076111,Berlin High School,Berlin School District
215,Berlin School District,Berlin High School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0076111,Berlin High School,Berlin School District
216,Berlin School District,Catherine M. McGee Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,3,2.0,3.0,3.0,2.0,0075111,Catherine M. McGee Middle School,Berlin School District
217,Berlin School District,Catherine M. McGee Middle School,Counselors  Social Workers  and School Psychologists,Certified,4,5.0,5.0,5.0,5.0,0075111,Catherine M. McGee Middle School,Berlin School District
218,Berlin School District,Catherine M. McGee Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,1.9,1.8,1.9,0.9,0075111,Catherine M. McGee Middle School,Berlin School District
219,Berlin School District,Catherine M. McGee Middle School,General Education - Teachers and Instructors,Certified,54,54.0,55.0,52.2,53.0,0075111,Catherine M. McGee Middle School,Berlin School District
220,Berlin School District,Catherine M. McGee Middle School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,0075111,Catherine M. McGee Middle School,Berlin School District
221,Berlin School District,Catherine M. McGee Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,14.6,20.6,19.0,14.6,15.8,0075111,Catherine M. McGee Middle School,Berlin School District
222,Berlin School District,Catherine M. McGee Middle School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0075111,Catherine M. McGee Middle School,Berlin School District
223,Berlin School District,Catherine M. McGee Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,10,10.0,8.8,6.9,10.6,0075111,Catherine M. McGee Middle School,Berlin School District
224,Berlin School District,Catherine M. McGee Middle School,Special Education - Teachers and Instructors,Certified,9,9.0,9.0,9.0,9.0,0075111,Catherine M. McGee Middle School,Berlin School District
225,Berlin School District,Catherine M. McGee Middle School,Instructional Specialists Who Support Teachers,Certified,1.6,2.1,1.2,1.2,1.0,0075111,Catherine M. McGee Middle School,Berlin School District
226,Berlin School District,Catherine M. McGee Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0075111,Catherine M. McGee Middle School,Berlin School District
227,Berlin School District,Emma Hart Willard School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,2.0,2.0,2.0,3.0,0070411,Emma Hart Willard School,Berlin School District
228,Berlin School District,Emma Hart Willard School,Counselors  Social Workers  and School Psychologists,Certified,1.8,1.4,1.4,1.4,1.4,0070411,Emma Hart Willard School,Berlin School District
229,Berlin School District,Emma Hart Willard School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,2.6,4.2,4.2,6.3,0070411,Emma Hart Willard School,Berlin School District
230,Berlin School District,Emma Hart Willard School,General Education - Teachers and Instructors,Certified,29.9,28.8,27.7,30.3,30.9,0070411,Emma Hart Willard School,Berlin School District
231,Berlin School District,Emma Hart Willard School,Library/Media - Support Staff,Non-Certified,0.9,0.9,0.9,0.9,0.9,0070411,Emma Hart Willard School,Berlin School District
232,Berlin School District,Emma Hart Willard School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,12.3,16.6,13.6,11.3,10.6,0070411,Emma Hart Willard School,Berlin School District
233,Berlin School District,Emma Hart Willard School,School Nurses,Non-Certified,0.4,1.0,1.0,1.0,1.0,0070411,Emma Hart Willard School,Berlin School District
