"District","reportingsdistrictcode","School","School Code","Count","%"
"Hartford School District",".","Breakthrough Magnet School","=""0643311""","*","*"
"Hartford School District",".","Bulkeley High School Lower School","=""0646111""",214,31.3
"Hartford School District",".","Bulkeley High School Upper School","=""0647111""",268,48.6
"Hartford School District",".","Burns Latino Studies Academy","=""0640611""",51,9.0
"Hartford School District",".","Burr School","=""0642311""",123,20.3
"Hartford School District",".","Capital Preparatory Magnet School","=""0646911""",56,19.9
"Hartford School District",".","Clark School","=""0642411""",117,27.0
"Hartford School District",".","Classical Magnet School","=""0646411""",147,20.9
"Hartford School District",".","Comm Based PreK","=""0648741""","N/A","N/A"
"Hartford School District",".","Culinary Arts Academy","=""0646011""",124,42.2
"Hartford School District",".","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",44,6.2
"Hartford School District",".","Dr. Joseph Bellizzi Middle School","=""0645311""",227,48.6
"Hartford School District",".","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",66,18.2
"Hartford School District",".","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",35,10.3
"Hartford School District",".","Expeditionary Learning Academy at Moylan School","=""0643211""",112,17.6
"Hartford School District",".","Fred D. Wish Museum School","=""0642211""",121,27.6
"Hartford School District",".","HPHS Academy of Engineering and Green Technology","=""0647211""",98,25.4
"Hartford School District",".","HPHS Academy of Nursing and Health Science","=""0647511""",100,25.3
"Hartford School District",".","HPHS Freshmen Academy","=""0647311""",75,18.1
"Hartford School District",".","HPHS Law and Government Academy","=""0647411""",161,43.4
"Hartford School District",".","Hartford Magnet Trinity College Academy","=""0645411""",93,15.6
"Hartford School District",".","Hartford Transitional Learning Academy (Elementary)","=""0649011""",16,43.2
"Hartford School District",".","Hartford Transitional Learning Academy (Secondary)","=""0649111""",69,74.2
"Hartford School District",".","High School Inc.","=""0647611""",116,55.8
"Hartford School District",".","IB Global Communications Academy","=""0643611""",99,27.2
"Hartford School District",".","Journalism and Media Academy Magnet School","=""0647711""",108,57.8
"Hartford School District",".","Kennelly School","=""0641011""",149,18.9
"Hartford School District",".","M. D. Fox Elementary School","=""0640811""",134,16.9
"Hartford School District",".","M. L. King School","=""0641611""",156,30.5
"Hartford School District",".","McDonough Expeditionary Learning School","=""0641211""",37,10.1
"Hartford School District",".","Milner Elementary School","=""0641911""",132,32.2
"Hartford School District",".","Montessori Magnet School at Annie Fisher","=""0643711""","N/A","N/A"
"Hartford School District",".","Noah Webster Micro Society School","=""0642011""",66,10.8
"Hartford School District",".","OPPortunity High School","=""0647811""",16,20.8
"Hartford School District",".","Parkville Community School","=""0641511""",55,10.7
"Hartford School District",".","Pathways Academy of Technology and Design","=""0646611""",71,20.5
"Hartford School District",".","Quirk Middle School","=""0645211""",77,34.1
"Hartford School District",".","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",86,14.0
"Hartford School District",".","SAND School","=""0640111""",60,14.3
"Hartford School District",".","STEM Magnet School at Annie Fisher","=""0642511""",46,18.7
"Hartford School District",".","Sanchez School","=""0643011""",92,18.2
"Hartford School District",".","Sarah J. Rawson Elementary School","=""0641711""",206,27.0
"Hartford School District",".","Simpson-Waverly School","=""0642611""",94,21.0
"Hartford School District",".","Sports and Medical Sciences Academy","=""0646511""",124,21.1
"Hartford School District",".","University High of Science and Engineering","=""0646711""",45,12.7
"Hartford School District",".","Weaver High School","=""0646311""",77,24.5
"Hartford School District",".","West Middle School","=""0642111""",174,24.3
"Meriden School District",".","Benjamin Franklin School","=""0800111""",14,3.0
"Meriden School District",".","Casimir Pulaski School","=""0801111""",52,7.6
"Meriden School District",".","Francis T. Maloney High School","=""0806111""",386,31.2
"Meriden School District",".","Hanover School","=""0800311""",13,2.3
"Meriden School District",".","Israel Putnam School","=""0800411""",169,29.9
"Meriden School District",".","John Barry School","=""0800511""",48,9.5
"Meriden School District",".","Lincoln Middle School","=""0805211""",220,28.8
"Meriden School District",".","Nathan Hale School","=""0800711""","N/A","N/A"
"Meriden School District",".","Orville H. Platt High School","=""0806211""",451,40.9
"Meriden School District",".","Roger Sherman School","=""0800811""",25,4.8
"Meriden School District",".","Thomas Hooker School","=""0801011""",11,2.1
"Meriden School District",".","Washington Middle School","=""0805411""",273,30.5
"New Haven School District",".","Augusta Lewis Troup School","=""0931511""",57,10.5
"New Haven School District",".","Barnard Environmental Magnet School","=""0930211""",45,9.0
"New Haven School District",".","Beecher School","=""0930311""",58,12.5
"New Haven School District",".","Benjamin Jepson Magnet School","=""0931811""",61,12.3
"New Haven School District",".","Betsy Ross Arts Magnet School","=""0935511""",69,14.5
"New Haven School District",".","Bishop Woods School","=""0934311""",39,8.3
"New Haven School District",".","Celentano BioTech, Health and Medical Magnet School","=""0934811""",74,15.1
"New Haven School District",".","Christopher Columbus Academy","=""0934111""",7,1.6
"New Haven School District",".","Clarence Rogers School","=""0930511""",8,5.5
"New Haven School District",".","Clemente Leadership Academy","=""0934211""",37,9.0
"New Haven School District",".","Clinton Avenue School","=""0930611""",41,8.8
"New Haven School District",".","Conte/West Hills Magnet School","=""0933111""",71,11.2
"New Haven School District",".","Cooperative High School","=""0936411""",61,11.6
"New Haven School District",".","Davis 21st Century Magnet Elementary School","=""0930911""","N/A","N/A"
"New Haven School District",".","Dwight Early Childhood Program","=""0938211""","N/A","N/A"
"New Haven School District",".","Early Learning Center","=""0938111""","N/A","N/A"
"New Haven School District",".","East Rock Community Magnet School","=""0934611""",58,11.2
"New Haven School District",".","Edgewood School","=""0931211""",37,8.2
"New Haven School District",".","Engineering - Science University Magnet School","=""0931711""",9,6.1
"New Haven School District",".","Fair Haven School","=""0931611""",81,13.1
"New Haven School District",".","Headstart","=""0938011""","N/A","N/A"
"New Haven School District",".","Helene Grant HeadStart","=""0938311""","N/A","N/A"
"New Haven School District",".","High School In The Community","=""0936611""",51,16.6
"New Haven School District",".","Hill Central Music Academy","=""0930711""",40,10.8
"New Haven School District",".","Hill Regional Career High School","=""0936311""",74,10.9
"New Haven School District",".","Hyde School of Health, Science and Sports Medicine","=""0936811""",55,29.3
"New Haven School District",".","James Hillhouse High School","=""0936211""",345,36.0
"New Haven School District",".","John C. Daniels","=""0931311""",41,7.9
"New Haven School District",".","John S. Martinez School","=""0930811""",28,4.8
"New Haven School District",".","Katherine Brennan School","=""0930411""",60,32.1
"New Haven School District",".","King/Robinson Magnet School","=""0933011""",79,16.4
"New Haven School District",".","Lincoln-Bassett School","=""0932011""",54,16.1
"New Haven School District",".","Mauro-Sheridan Magnet School","=""0931911""",69,11.7
"New Haven School District",".","Metropolitan Business Academy","=""0936011""",34,19.9
"New Haven School District",".","Nathan Hale School","=""0931411""",22,3.9
"New Haven School District",".","New Haven Academy","=""0937011""",44,18.3
"New Haven School District",".","Polly T. McCabe Center","=""0939211""","*","*"
"New Haven School District",".","Riverside Education Academy","=""0939111""",52,27.1
"New Haven School District",".","Ross/Woodward School","=""0931011""",97,18.5
"New Haven School District",".","Sound School","=""0936711""",26,8.0
"New Haven School District",".","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","N/A","N/A"
"New Haven School District",".","Truman School","=""0932911""",36,6.5
"New Haven School District",".","Urban Youth Center Middle School","=""0939011""",24,55.8
"New Haven School District",".","West Rock Authors Academy","=""0934911""",28,12.3
"New Haven School District",".","Wexler/Grant Community School","=""0933211""",74,16.0
"New Haven School District",".","Wilbur Cross High School","=""0936111""",609,37.5
"New Haven School District",".","Worthington Hooker School","=""0933811""",17,3.9
"Newington School District",".","Anna Reynolds School","=""0940611""","*","*"
"Newington School District",".","Elizabeth Green School","=""0940211""",6,1.9
"Newington School District",".","John Paterson School","=""0940811""","*","*"
"Newington School District",".","John Wallace Middle School","=""0945311""",54,7.4
"Newington School District",".","Martin Kellogg Middle School","=""0945111""",50,7.8
"Newington School District",".","Newington High School","=""0946111""",159,10.9
"Newington School District",".","Ruth Chaffee School","=""0940711""","N/A","N/A"
"Plainville School District",".","Frank T. Wheeler School","=""1100411""",9,3.2
"Plainville School District",".","Linden Street School","=""1100211""","*","*"
"Plainville School District",".","Louis Toffolon School","=""1100511""","*","*"
"Plainville School District",".","Middle School of Plainville","=""1105211""",48,8.4
"Plainville School District",".","Plainville High School","=""1106111""",59,7.0
"Plainville School District",".","Prekindergarten Program","=""1108011""","N/A","N/A"
"Plymouth School District",".","Eli Terry Jr. Middle School","=""1115111""",47,10.1
"Plymouth School District",".","Harry S. Fisher Elementary School","=""1110411""","N/A","N/A"
"Plymouth School District",".","Plymouth Center School","=""1110211""","*","*"
"Plymouth School District",".","Terryville High School","=""1116111""",98,18.7
"Pomfret School District",".","Pomfret Community School","=""1120111""",6,1.1
"Portland School District",".","Brownstone Intermediate School","=""1130511""","*","*"
"Portland School District",".","Gildersleeve School","=""1130411""","*","*"
"Portland School District",".","Portland High School","=""1136111""",38,10.6
"Portland School District",".","Portland Middle School","=""1135111""",13,5.4
"Portland School District",".","Valley View School","=""1130211""","N/A","N/A"
"Bridgeport School District",".","Barnum School","=""0150111""",101,15.9
"Bridgeport School District",".","Bassick High School","=""0156111""",337,28.9
"Bridgeport School District",".","Beardsley School","=""0150211""",40,10.5
"Bridgeport School District",".","Black Rock School","=""0150311""","N/A","N/A"
"Bridgeport School District",".","Blackham School","=""0154011""",219,19.6
"Bridgeport School District",".","Bridgeport Learning Center","=""0159011""",9,14.8
"Bridgeport School District",".","Bryant School","=""0150411""",14,3.4
"Bridgeport School District",".","Central High School","=""0156211""",623,27.9
"Bridgeport School District",".","Cesar Batalla School","=""0151411""",66,6.2
"Bridgeport School District",".","Classical Studies Academy","=""0152111""",13,4.0
"Bridgeport School District",".","Columbus School","=""0150511""",58,8.7
"Bridgeport School District",".","Comm Based PreK","=""0158741""","N/A","*"
"Bridgeport School District",".","Cross School","=""0153911""",100,25.2
"Bridgeport School District",".","Curiale School","=""0154211""",139,22.0
"Bridgeport School District",".","Dunbar School","=""0154111""",130,37.9
"Bridgeport School District",".","Edison School","=""0150711""","N/A","N/A"
"Bridgeport School District",".","Geraldine Johnson School","=""0153211""",97,11.5
"Bridgeport School District",".","Hall School","=""0151111""",16,5.4
"Bridgeport School District",".","Hallen School","=""0151211""",12,3.6
"Bridgeport School District",".","Harding High School","=""0156311""",495,33.1
"Bridgeport School District",".","Head Start","=""0158641""","N/A","*"
"Bridgeport School District",".","High Horizons Magnet School","=""0154511""",26,6.1
"Bridgeport School District",".","Hooker School","=""0151311""",13,2.8
"Bridgeport School District",".","Jettie S. Tisdale School","=""0152211""",79,12.3
"Bridgeport School District",".","Longfellow School","=""0151911""",47,11.0
"Bridgeport School District",".","Luis Munoz Marin School","=""0151011""",223,24.2
"Bridgeport School District",".","Madison School","=""0152011""",32,5.6
"Bridgeport School District",".","Make The Grade","=""0159511""",46,85.2
"Bridgeport School District",".","Multicultural Magnet School","=""0154611""",12,2.6
"Bridgeport School District",".","New Start Program","=""0159411""","N/A","N/A"
"Bridgeport School District",".","Parent-Children Program","=""0158011""","N/A","*"
"Bridgeport School District",".","Park City Academy","=""0159211""",54,76.1
"Bridgeport School District",".","Park City Magnet School","=""0151711""","N/A","N/A"
"Bridgeport School District",".","Read School","=""0152511""",217,25.6
"Bridgeport School District",".","Roosevelt School","=""0152611""",258,45.7
"Bridgeport School District",".","Skane Center","=""0154411""","N/A","N/A"
"Bridgeport School District",".","The University School","=""0159111""","N/A","N/A"
"Bridgeport School District",".","Tolland High School","=""1426111""","*","*"
"Bridgeport School District",".","Waltersville School","=""0153011""",58,10.6
"Bridgeport School District",".","Winthrop School","=""0153611""",71,9.8
"East Hampton School District",".","Center School","=""0420311""","*","*"
"East Hampton School District",".","East Hampton High School","=""0426111""",50,8.7
"East Hampton School District",".","East Hampton Middle School","=""0425111""",20,4.0
"East Hampton School District",".","Memorial School","=""0420111""","N/A","N/A"
"East Hampton School District",".","The Learning Center at East Hampton","=""0429011""","N/A","*"
"East Hartford School District",".","Anna E. Norris School","=""0430911""",23,7.3
"East Hartford School District",".","Connecticut IB Academy","=""0436311""",18,11.0
"East Hartford School District",".","Dr. Franklin H. Mayberry School","=""0430611""",13,3.1
"East Hartford School District",".","Dr. John A. Langford School","=""0432211""",45,12.7
"East Hartford School District",".","Dr. Thomas S. O'Connell School","=""0431011""",10,3.0
"East Hartford School District",".","East Hartford High School","=""0436211""",778,40.1
"East Hartford School District",".","East Hartford Middle School","=""0435111""",353,37.6
"East Hartford School District",".","Governor William Pitkin School","=""0432011""",28,7.4
"East Hartford School District",".","Hockanum School","=""0430511""",17,4.8
"East Hartford School District",".","Joseph O. Goodwin School","=""0430411""",14,3.9
"East Hartford School District",".","Robert J. O'Brien School","=""0431811""",44,10.5
"East Hartford School District",".","Silver Lane School","=""0431211""",17,5.3
"East Hartford School District",".","Stevens Alternate High school","=""0436411""",75,39.3
"East Hartford School District",".","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",117,24.2
"East Hartford School District",".","Willowbrook Early Childhood","=""0438011""","*","*"
"East Hartford School District",".","Woodland School","=""0439011""","*","*"
"Guilford School District",".","A. Baldwin Middle School","=""0600711""",8,1.4
"Guilford School District",".","A. W. Cox School","=""0600611""","N/A","N/A"
"Guilford School District",".","Calvin Leete School","=""0600411""","N/A","N/A"
"Guilford School District",".","E. C. Adams Middle School","=""0605111""",15,2.4
"Guilford School District",".","Guilford High School","=""0606111""",77,6.9
"Guilford School District",".","Guilford Lakes School","=""0600211""","N/A","N/A"
"Guilford School District",".","Melissa Jones School","=""0600311""","N/A","N/A"
"Manchester School District",".","Bowers School","=""0770111""",17,4.1
"Manchester School District",".","Buckley School","=""0770311""",6,1.6
"Manchester School District",".","Elisabeth M. Bennet Academy","=""0771711""",120,25.9
"Manchester School District",".","Highland Park School","=""0770411""","*","*"
"Manchester School District",".","Illing Middle School","=""0775311""",192,20.4
"Manchester School District",".","Keeney School","=""0770611""","*","*"
"Manchester School District",".","Manchester High School","=""0776111""",251,13.0
"Manchester School District",".","Manchester Preschool Center","=""0778011""","N/A","N/A"
"Manchester School District",".","Manchester Regional Academy","=""0779011""",51,45.9
"Manchester School District",".","Martin School","=""0771611""",10,4.1
"Manchester School District",".","Nathan Hale School","=""0770911""",26,10.1
"Manchester School District",".","Robertson School","=""0771011""",17,5.4
"Manchester School District",".","Verplanck School","=""0771211""",41,13.1
"Manchester School District",".","Waddell School","=""0771311""",22,7.0
"Manchester School District",".","Washington School","=""0771411""",7,2.1
"Marlborough School District",".","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*","*"
"Mansfield School District",".","Annie E. Vinton School","=""0780411""","*","*"
"Mansfield School District",".","Dorothy C. Goodwin School","=""0780211""","*","*"
"Mansfield School District",".","Mansfield Middle School School","=""0785111""",18,3.1
"Mansfield School District",".","Southeast Elementary School","=""0780511""","*","*"
"Derby School District",".","Bradley School","=""0370611""",7,1.7
"Derby School District",".","Derby High School","=""0376111""",165,39.4
"Derby School District",".","Derby Middle School","=""0375011""",35,15.2
"Derby School District",".","Head Start","=""0378641""","N/A","*"
"Derby School District",".","Irving School","=""0370411""",30,7.0
"Eastford School District",".","Eastford Elementary School","=""0390111""","*","*"
"East Granby School District",".","Allgrove School","=""0400111""","N/A","N/A"
"East Granby School District",".","East Granby High School","=""0406111""",19,7.5
"East Granby School District",".","East Granby Middle School","=""0405111""",21,9.2
"East Granby School District",".","R. Dudley Seymour School","=""0400211""","*","*"
"East Haddam School District",".","East Haddam Elementary School","=""0410111""","*","*"
"East Haddam School District",".","Nathan Hale-Ray High School","=""0416111""",20,5.0
"East Haddam School District",".","Nathan Hale-Ray Middle School","=""0415111""",21,3.7
"Greenwich School District",".","Central Middle School","=""0575111""",14,2.2
"Greenwich School District",".","Cos Cob School","=""0570211""","*","*"
"Greenwich School District",".","Eastern Middle School","=""0575211""",6,0.8
"Greenwich School District",".","Glenville School","=""0570411""","*","*"
"Greenwich School District",".","Greenwich High School","=""0576111""",172,6.4
"Greenwich School District",".","Hamilton Avenue School","=""0570511""","*","*"
"Greenwich School District",".","International School At Dundee","=""0571311""","N/A","N/A"
"Greenwich School District",".","Julian Curtiss School","=""0570311""","*","*"
"Greenwich School District",".","New Lebanon School","=""0570611""","N/A","N/A"
"Greenwich School District",".","North Mianus School","=""0570711""","*","*"
"Greenwich School District",".","North Street School","=""0570811""","N/A","N/A"
"Greenwich School District",".","Old Greenwich School","=""0570911""","*","*"
"Greenwich School District",".","Parkway School","=""0571111""","N/A","N/A"
"Greenwich School District",".","Riverside School","=""0571011""","N/A","N/A"
"Greenwich School District",".","Western Middle School","=""0575311""",21,4.2
"Griswold School District",".","Griswold Elementary School","=""0580311""","*","*"
"Griswold School District",".","Griswold High School","=""0586211""",176,23.8
"Griswold School District",".","Griswold Middle School","=""0585111""",69,16.4
"Groton School District",".","Carl C. Cutler Middle School","=""0595311""",26,7.5
"Groton School District",".","Catherine Kolnaski Magnet School","=""0590311""",26,6.8
"Groton School District",".","Catherine Kolnaski Magnet School","=""0592011""",32,6.8
"Groton School District",".","Charles Barnum School","=""0591811""","*","*"
"Groton School District",".","Fitch Middle School","=""0595111""",34,8.8
"Groton School District",".","Mary Morrisson School","=""0591711""",9,2.8
"Groton School District",".","Northeast Academy Elementary School","=""0591911""","*","*"
"Groton School District",".","Pleasant Valley School","=""0591211""","N/A","N/A"
"Groton School District",".","Robert E. Fitch High School","=""0596111""",192,15.0
"Groton School District",".","S. B. Butler School","=""0590111""",9,2.5
"Groton School District",".","West Side Middle School","=""0595211""",46,16.5
"Madison School District",".","Comm Based PreK","=""0768741""","N/A","*"
"Madison School District",".","Daniel Hand High School","=""0766111""",72,5.7
"Madison School District",".","Dr. Robert H. Brown Middle School","=""0760611""",13,2.2
"Madison School District",".","Island Avenue Elementary School","=""0760211""","*","*"
"Madison School District",".","J. Milton Jeffrey Elementary School","=""0760111""","N/A","N/A"
"Madison School District",".","Kathleen H. Ryerson Elementary School","=""0760311""","N/A","N/A"
"Madison School District",".","Town Campus Learning Center","=""0769011""","N/A","N/A"
"Madison School District",".","Walter C. Polson Upper Middle School","=""0765211""",29,4.8
"New Hartford School District",".","Ann Antolini School","=""0920311""","*","*"
"New Hartford School District",".","Bakerville Consolidated School","=""0920111""","N/A","N/A"
"New Hartford School District",".","Bridges I","=""0929011""","N/A","*"
"New Hartford School District",".","New Hartford Elementary School","=""0920211""","N/A","N/A"
"Branford School District",".","Branford High School","=""0146111""",141,12.8
"Branford School District",".","Francis Walsh Intermediate School","=""0145111""",102,9.2
"Branford School District",".","Indian Neck School","=""0148011""","N/A","N/A"
"Branford School District",".","John B. Sliney School","=""0141611""","*","*"
"Branford School District",".","Mary R. Tisko School","=""0141511""","N/A","N/A"
"Branford School District",".","Mary T. Murphy School","=""0141411""","*","*"
"Danbury School District",".","Alternative Center For Excellence","=""0346211""",53,46.9
"Danbury School District",".","Broadview Middle School","=""0345111""",41,3.7
"Danbury School District",".","Danbury High School","=""0346111""",629,22.0
"Danbury School District",".","Ellsworth Avenue School","=""0341411""",6,1.5
"Danbury School District",".","Great Plain School","=""0341111""","*","*"
"Danbury School District",".","Hayestown Avenue School","=""0340211""",8,1.7
"Danbury School District",".","Head Start","=""0348641""","N/A","N/A"
"Danbury School District",".","King Street Intermediate School","=""0341711""",6,2.0
"Danbury School District",".","King Street Primary School","=""0341311""","N/A","N/A"
"Danbury School District",".","Mill Ridge Educational Center","=""0341811""",8,2.1
"Danbury School District",".","Mill Ridge Primary School","=""0340511""","*","*"
"Danbury School District",".","Morris Street School","=""0340611""",7,1.9
"Danbury School District",".","Park Avenue School","=""0340811""",14,3.3
"Danbury School District",".","Pembroke School","=""0341511""","*","*"
"Danbury School District",".","Rogers Park Middle School","=""0345211""",251,23.5
"Danbury School District",".","Shelter Rock School","=""0341211""",16,4.0
"Danbury School District",".","South Street School","=""0341011""","*","*"
"Danbury School District",".","Stadley Rough School","=""0341611""",20,4.1
"Danbury School District",".","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","*","*"
"Darien School District",".","Darien High School","=""0356111""",36,2.8
"Darien School District",".","Hindley Elementary School","=""0350211""","N/A","N/A"
"Darien School District",".","Holmes Elementary School","=""0350711""","*","*"
"Darien School District",".","Middlesex Middle School","=""0355111""",14,1.2
"Darien School District",".","Ox Ridge Elementary School","=""0351311""","N/A","N/A"
"Darien School District",".","Royle Elementary School","=""0350511""","N/A","N/A"
"Darien School District",".","Tokeneke Elementary School","=""0350611""","N/A","N/A"
"Deep River School District",".","Deep River Elementary School","=""0360111""","*","*"
"Granby School District",".","Comm Based PreK","=""0568741""","N/A","*"
"Granby School District",".","Frank M. Kearns Primary School","=""0560111""","*","*"
"Granby School District",".","Granby Memorial High School","=""0566111""",43,5.7
"Granby School District",".","Granby Memorial Middle School","=""0565111""",8,2.3
"Granby School District",".","Kelly Lane Intermediate School","=""0560411""","N/A","N/A"
"Granby School District",".","Wells Road Intermediate School","=""0560311""","N/A","N/A"
"Ledyard School District",".","Comm Based PreK","=""0728741""","N/A","*"
"Ledyard School District",".","Gales Ferry School","=""0720211""","N/A","N/A"
"Ledyard School District",".","Gallup Hill School","=""0720411""","*","*"
"Ledyard School District",".","Juliet W. Long School","=""0720311""","*","*"
"Ledyard School District",".","Ledyard Center School","=""0720111""","N/A","N/A"
"Ledyard School District",".","Ledyard High School","=""0726111""",73,8.0
"Ledyard School District",".","Ledyard Middle School","=""0725111""",31,7.0
"Lisbon School District",".","Community Connection - The Big Picture High School","=""0736011""","*","*"
"Lisbon School District",".","Lisbon Central School","=""0730111""",12,2.2
"Litchfield School District",".","Center School","=""0740211""","N/A","N/A"
"Litchfield School District",".","Litchfield High School","=""0746111""",50,8.8
"Litchfield School District",".","Litchfield Intermediate School","=""0740311""",8,2.8
"New Britain School District",".","Academic Extension Center","=""0899211""",11,28.2
"New Britain School District",".","Alternative Center School","=""0899111""",27,71.1
"New Britain School District",".","Behavior Support Program","=""0899311""",8,29.6
"New Britain School District",".","Chamberlain  Elementary School","=""0890311""",23,4.5
"New Britain School District",".","Frank J. DiLoreto School","=""0891111""",48,6.0
"New Britain School District",".","Gaffney School","=""0890511""",30,5.4
"New Britain School District",".","Holmes School","=""0890611""",68,14.3
"New Britain School District",".","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*","*"
"New Britain School District",".","Jefferson School","=""0890711""",17,3.9
"New Britain School District",".","Lincoln School","=""0890811""",25,4.0
"New Britain School District",".","New Britain High School","=""0896111""",919,34.6
"New Britain School District",".","New Britain Transition Center","=""0899011""",7,13.0
"New Britain School District",".","Northend School","=""0890911""",27,8.9
"New Britain School District",".","Pulaski Middle School","=""0895311""",148,23.7
"New Britain School District",".","Roosevelt Middle School","=""0895111""",138,30.1
"New Britain School District",".","Slade Middle School","=""0895211""",147,20.2
"New Britain School District",".","Smalley Academy","=""0891211""",125,18.7
"New Britain School District",".","Smith School","=""0891311""",18,2.8
"New Britain School District",".","Vance School","=""0891511""",44,8.3
"New Canaan School District",".","East School","=""0900411""","N/A","N/A"
"New Canaan School District",".","New Canaan High School","=""0906111""",28,2.2
"New Canaan School District",".","Saxe Middle School","=""0905111""",8,0.7
"New Canaan School District",".","South School","=""0900211""","N/A","N/A"
"New Canaan School District",".","West School","=""0900311""","N/A","N/A"
"New Fairfield School District",".","Consolidated School","=""0910111""","*","*"
"New Fairfield School District",".","Meeting House Hill School","=""0910211""",8,1.3
"New Fairfield School District",".","New Fairfield High School","=""0916111""",86,8.6
"New Fairfield School District",".","New Fairfield Middle School","=""0915211""",30,4.1
"Bethany School District",".","Bethany Community School","=""0080111""","*","*"
"Bethel School District",".","Anna H. Rockwell School","=""0090411""","N/A","N/A"
"Bethel School District",".","Bethel High School","=""0096111""",134,13.6
"Bethel School District",".","Bethel Middle School","=""0095111""",79,11.3
"Bethel School District",".","Frank A. Berry School","=""0090111""","*","*"
"Bethel School District",".","Ralph M. T. Johnson School","=""0090511""","*","*"
"Bloomfield School District",".","Bloomfield High School","=""0116111""",137,21.7
"Bloomfield School District",".","Carmen Arace Intermediate School","=""0110711""",46,15.9
"Bloomfield School District",".","Carmen Arace Middle School","=""0115211""",66,21.0
"Bloomfield School District",".","J. P. Vincent School","=""0110311""",24,9.3
"Bloomfield School District",".","Laurel School","=""0110611""",25,9.4
"Bloomfield School District",".","Metacomet School","=""0110511""",16,8.2
"Bloomfield School District",".","The Big Picture High School","=""0116211""",11,14.1
