"school_code","district_code","district","school","subject","gender","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"0346111","0340011","Danbury School District","Danbury High School","ELA","Female","303","76","25.1","64","21.1","134","44.2","29","9.6","163","53.8","490"
"0346111","0340011","Danbury School District","Danbury High School","ELA","Male","316","83","26.3","67","21.2","124","39.2","42","13.3","166","52.5","490"
"0346111","0340011","Danbury School District","Danbury High School","Math","Female","303","108","35.6","126","41.6","58","19.1","11","3.6","69","22.8","455"
"0346111","0340011","Danbury School District","Danbury High School","Math","Male","316","100","31.6","127","40.2","67","21.2","22","7.0","89","28.2","476"
"0356111","0350011","Darien School District","Darien High School","ELA","Female","149","*","*","*","*","61","40.9","83","55.7","144","96.6","629"
"0356111","0350011","Darien School District","Darien High School","ELA","Male","161","*","*","*","*","69","42.9","81","50.3","150","93.2","610"
"0356111","0350011","Darien School District","Darien High School","Math","Female","149","*","*","*","*","65","43.6","65","43.6","130","87.2","625"
"0356111","0350011","Darien School District","Darien High School","Math","Male","161","*","*","*","*","52","32.3","78","48.4","130","80.7","628"
"0376111","0370011","Derby School District","Derby High School","ELA","Female","40","13","32.5","15","37.5","12","30.0","0","0.0","12","30.0","450"
"0376111","0370011","Derby School District","Derby High School","ELA","Male","46","17","37.0","14","30.4","*","*","*","*","15","32.6","442"
"0376111","0370011","Derby School District","Derby High School","Math","Female","40","22","55.0","*","*","*","*","0","0.0","*","*","420"
"0376111","0370011","Derby School District","Derby High School","Math","Male","46","21","45.7","*","*","*","*","0","0.0","*","*","440"
"0406111","0400011","East Granby School District","East Granby High School","ELA","Female","30","*","*","*","*","12","40.0","10","33.3","22","73.3","561"
"0406111","0400011","East Granby School District","East Granby High School","ELA","Male","31","*","*","*","*","16","51.6","8","25.8","24","77.4","550"
"0406111","0400011","East Granby School District","East Granby High School","Math","Female","30","*","*","10","33.3","10","33.3","*","*","*","*","521"
"0406111","0400011","East Granby School District","East Granby High School","Math","Male","31","*","*","13","41.9","12","38.7","*","*","*","*","515"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","ELA","Female","51","*","*","*","*","33","64.7","6","11.8","39","76.5","526"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","ELA","Male","27","*","*","*","*","14","51.9","7","25.9","21","77.8","543"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","Math","Female","51","*","*","25","49.0","8","15.7","*","*","*","*","462"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","Math","Male","27","*","*","12","44.4","9","33.3","*","*","*","*","516"
"0426111","0420011","East Hampton School District","East Hampton High School","ELA","Female","75","*","*","*","*","43","57.3","17","22.7","60","80.0","555"
"0426111","0420011","East Hampton School District","East Hampton High School","ELA","Male","53","*","*","*","*","31","58.5","9","17.0","40","75.5","542"
"0426111","0420011","East Hampton School District","East Hampton High School","Math","Female","75","*","*","28","37.3","31","41.3","*","*","*","*","512"
"0426111","0420011","East Hampton School District","East Hampton High School","Math","Male","53","*","*","20","37.7","18","34.0","*","*","*","*","504"
"0420111","0420011","East Hampton School District","Memorial School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0420111","0420011","East Hampton School District","Memorial School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","ELA","Female","33","*","*","*","*","*","*","*","*","*","*","566"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","ELA","Male","17","*","*","*","*","*","*","*","*","*","*","*"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","Math","Female","33","*","*","*","*","*","*","*","*","*","*","521"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","Math","Male","17","*","*","*","*","*","*","*","*","*","*","*"
"0436211","0430011","East Hartford School District","East Hartford High School","ELA","Female","191","56","29.3","52","27.2","73","38.2","10","5.2","83","43.5","470"
"0436211","0430011","East Hartford School District","East Hartford High School","ELA","Male","175","60","34.3","46","26.3","63","36.0","6","3.4","69","39.4","456"
"0436211","0430011","East Hartford School District","East Hartford High School","Math","Female","191","58","30.4","93","48.7","*","*","*","*","40","20.9","460"
"0436211","0430011","East Hartford School District","East Hartford High School","Math","Male","175","71","40.6","72","41.1","*","*","*","*","32","18.3","447"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","ELA","Female","9","*","*","*","*","*","*","*","*","*","*","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","ELA","Male","16","*","*","*","*","*","*","*","*","*","*","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","Math","Female","9","*","*","*","*","*","*","*","*","*","*","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","Math","Male","16","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","ELA","Male","6","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0446111","0440011","East Haven School District","East Haven High School","ELA","Female","91","19","20.9","21","23.1","45","49.5","6","6.6","51","56.0","486"
"0446111","0440011","East Haven School District","East Haven High School","ELA","Male","123","37","30.1","30","24.4","44","35.8","12","9.8","56","45.5","478"
"0446111","0440011","East Haven School District","East Haven High School","Math","Female","91","30","33.0","48","52.7","*","*","*","*","13","14.3","449"
"0446111","0440011","East Haven School District","East Haven High School","Math","Male","123","51","41.5","46","37.4","*","*","*","*","26","21.1","452"
"0450611","0450011","East Lyme School District","Coastal Connections","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0456111","0450011","East Lyme School District","East Lyme High School","ELA","Female","123","*","*","*","*","76","61.8","31","25.2","107","87.0","575"
"0456111","0450011","East Lyme School District","East Lyme High School","ELA","Male","127","*","*","*","*","65","51.2","45","35.4","110","86.6","579"
"0456111","0450011","East Lyme School District","East Lyme High School","Math","Female","123","13","10.6","40","32.5","50","40.7","20","16.3","70","56.9","549"
"0456111","0450011","East Lyme School District","East Lyme High School","Math","Male","127","12","9.4","33","26.0","48","37.8","34","26.8","82","64.6","560"
"0476111","0470011","East Windsor School District","East Windsor High School","ELA","Female","33","*","*","6","18.2","17","51.5","*","*","*","*","507"
"0476111","0470011","East Windsor School District","East Windsor High School","ELA","Male","32","*","*","8","25.0","18","56.3","*","*","*","*","494"
"0476111","0470011","East Windsor School District","East Windsor High School","Math","Female","33","8","24.2","16","48.5","9","27.3","0","0.0","9","27.3","474"
"0476111","0470011","East Windsor School District","East Windsor High School","Math","Male","32","*","*","15","46.9","9","28.1","*","*","*","*","480"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELA","Female","24","*","*","*","*","*","*","*","*","*","*","535"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELA","Male","6","*","*","*","*","*","*","*","*","*","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Math","Female","24","*","*","*","*","*","*","0","0.0","*","*","473"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Math","Male","6","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELA","Female","19","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELA","Male","17","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Math","Female","19","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Math","Male","17","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","Education Connection Special Education","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","Education Connection Special Education","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0486111","0480011","Ellington School District","Ellington High School","ELA","Female","96","7","7.3","7","7.3","65","67.7","17","17.7","82","85.4","557"
"0486111","0480011","Ellington School District","Ellington High School","ELA","Male","106","12","11.3","21","19.8","56","52.8","17","16.0","73","68.9","525"
"0486111","0480011","Ellington School District","Ellington High School","Math","Female","96","9","9.4","32","33.3","44","45.8","11","11.5","55","57.3","536"
"0486111","0480011","Ellington School District","Ellington High School","Math","Male","106","13","12.3","48","45.3","32","30.2","13","12.3","45","42.5","522"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","Female","14","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","Male","19","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","Female","14","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","Male","19","*","*","*","*","*","*","*","*","*","*","*"
"0496111","0490011","Enfield School District","Enfield High School","ELA","Female","79","*","*","18","22.8","42","53.2","*","*","*","*","504"
"0496111","0490011","Enfield School District","Enfield High School","ELA","Male","70","19","27.1","*","*","30","42.9","*","*","*","*","486"
"0496111","0490011","Enfield School District","Enfield High School","Math","Female","79","*","*","36","45.6","27","34.2","*","*","*","*","496"
"0496111","0490011","Enfield School District","Enfield High School","Math","Male","70","*","*","28","40.0","21","30.0","*","*","*","*","497"
"0496211","0490011","Enfield School District","Enrico Fermi High School","ELA","Female","90","*","*","26","28.9","54","60.0","*","*","*","*","504"
"0496211","0490011","Enfield School District","Enrico Fermi High School","ELA","Male","106","*","*","25","23.6","53","50.0","*","*","*","*","504"
"0496211","0490011","Enfield School District","Enrico Fermi High School","Math","Female","90","*","*","43","47.8","25","27.8","*","*","*","*","472"
"0496211","0490011","Enfield School District","Enrico Fermi High School","Math","Male","106","*","*","49","46.2","24","22.6","*","*","*","*","489"
"2726113","2720013","Explorations District","Explorations","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","ELA","Female","171","*","*","*","*","93","54.4","59","34.5","152","88.9","590"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","ELA","Male","179","*","*","*","*","103","57.5","55","30.7","158","88.3","577"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","Math","Female","171","*","*","44","25.7","92","53.8","*","*","*","*","565"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","Math","Male","179","*","*","46","25.7","81","45.3","*","*","*","*","574"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","ELA","Female","179","16","8.9","11","6.1","93","52.0","59","33.0","152","84.9","575"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","ELA","Male","171","19","11.1","17","9.9","92","53.8","43","25.1","135","78.9","552"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","Math","Female","179","15","8.4","55","30.7","83","46.4","26","14.5","109","60.9","552"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","Math","Male","171","18","10.5","57","33.3","68","39.8","28","16.4","96","56.1","544"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0526111","0520011","Farmington School District","Farmington High School","ELA","Female","125","*","*","*","*","60","48.0","51","40.8","111","88.8","586"
"0526111","0520011","Farmington School District","Farmington High School","ELA","Male","173","*","*","*","*","84","48.6","57","32.9","141","81.5","572"
"0526111","0520011","Farmington School District","Farmington High School","Math","Female","125","10","8.0","38","30.4","44","35.2","33","26.4","77","61.6","565"
"0526111","0520011","Farmington School District","Farmington High School","Math","Male","173","13","7.5","53","30.6","56","32.4","51","29.5","107","61.8","572"
"0546111","0540011","Glastonbury School District","Glastonbury High School","ELA","Female","262","9","3.4","23","8.8","149","56.9","81","30.9","230","87.8","577"
"0546111","0540011","Glastonbury School District","Glastonbury High School","ELA","Male","215","11","5.1","25","11.6","122","56.7","57","26.5","179","83.3","565"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Math","Female","262","15","5.7","67","25.6","106","40.5","74","28.2","180","68.7","579"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Math","Male","215","14","6.5","47","21.9","97","45.1","57","26.5","154","71.6","586"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0566111","0560011","Granby School District","Granby Memorial High School","ELA","Female","70","*","*","*","*","35","50.0","22","31.4","57","81.4","569"
"0566111","0560011","Granby School District","Granby Memorial High School","ELA","Male","81","*","*","*","*","48","59.3","21","25.9","69","85.2","562"
"0566111","0560011","Granby School District","Granby Memorial High School","Math","Female","70","*","*","21","30.0","32","45.7","*","*","*","*","550"
"0566111","0560011","Granby School District","Granby Memorial High School","Math","Male","81","*","*","28","34.6","38","46.9","*","*","*","*","560"
"0571411","0570011","Greenwich School District","Alternative High School Programs","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0576111","0570011","Greenwich School District","Greenwich High School","ELA","Female","297","21","7.1","31","10.4","138","46.5","107","36.0","245","82.5","578"
"0576111","0570011","Greenwich School District","Greenwich High School","ELA","Male","312","23","7.4","37","11.9","139","44.6","113","36.2","252","80.8","575"
"0576111","0570011","Greenwich School District","Greenwich High School","Math","Female","297","25","8.4","97","32.7","89","30.0","86","29.0","175","58.9","564"
"0576111","0570011","Greenwich School District","Greenwich High School","Math","Male","312","27","8.7","64","20.5","99","31.7","122","39.1","221","70.8","591"
"0580111","0580011","Griswold School District","Griswold Alternative School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0586211","0580011","Griswold School District","Griswold High School","ELA","Female","71","9","12.7","13","18.3","39","54.9","10","14.1","49","69.0","530"
"0586211","0580011","Griswold School District","Griswold High School","ELA","Male","52","10","19.2","10","19.2","24","46.2","8","15.4","32","61.5","501"
"0586211","0580011","Griswold School District","Griswold High School","Math","Female","71","*","*","34","47.9","24","33.8","*","*","*","*","485"
"0586211","0580011","Griswold School District","Griswold High School","Math","Male","52","*","*","28","53.8","13","25.0","*","*","*","*","492"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0596111","0590011","Groton School District","Robert E. Fitch High School","ELA","Female","126","13","10.3","27","21.4","62","49.2","24","19.0","86","68.3","534"
"0596111","0590011","Groton School District","Robert E. Fitch High School","ELA","Male","108","18","16.7","22","20.4","50","46.3","18","16.7","68","63.0","514"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Math","Female","126","24","19.0","60","47.6","32","25.4","10","7.9","42","33.3","499"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Math","Male","108","22","20.4","43","39.8","31","28.7","12","11.1","43","39.8","506"
"0606111","0600011","Guilford School District","Guilford High School","ELA","Female","132","*","*","*","*","69","52.3","52","39.4","121","91.7","596"
"0606111","0600011","Guilford School District","Guilford High School","ELA","Male","122","*","*","*","*","70","57.4","34","27.9","104","85.2","577"
"0606111","0600011","Guilford School District","Guilford High School","Math","Female","131","10","7.6","36","27.5","66","50.4","19","14.5","85","64.9","563"
"0606111","0600011","Guilford School District","Guilford High School","Math","Male","122","9","7.4","37","30.3","49","40.2","27","22.1","76","62.3","558"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0626111","0620011","Hamden School District","Hamden High School","ELA","Female","180","23","12.8","32","17.8","94","52.2","31","17.2","125","69.4","525"
"0626111","0620011","Hamden School District","Hamden High School","ELA","Male","183","27","14.8","39","21.3","83","45.4","34","18.6","117","63.9","520"
"0626111","0620011","Hamden School District","Hamden High School","Math","Female","180","37","20.6","88","48.9","45","25.0","10","5.6","55","30.6","484"
"0626111","0620011","Hamden School District","Hamden High School","Math","Male","183","43","23.5","72","39.3","49","26.8","19","10.4","68","37.2","501"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","ELA","Female","72","41","56.9","19","26.4","*","*","*","*","12","16.7","416"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","ELA","Male","78","55","70.5","12","15.4","*","*","*","*","11","14.1","400"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Math","Female","72","50","69.4","*","*","*","*","0","0.0","*","*","388"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Math","Male","78","52","66.7","*","*","*","*","0","0.0","*","*","392"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","Female","22","*","*","*","*","*","*","0","0.0","*","*","433"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","Male","16","*","*","*","*","*","*","*","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","Female","22","*","*","*","*","*","*","0","0.0","*","*","425"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","Male","16","*","*","*","*","*","*","*","*","*","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","Female","54","8","14.8","*","*","28","51.9","*","*","*","*","527"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","Male","23","6","26.1","*","*","9","39.1","*","*","*","*","497"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","Female","54","18","33.3","18","33.3","*","*","*","*","18","33.3","466"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","Male","23","8","34.8","9","39.1","*","*","*","*","6","26.1","455"
"0646011","0640011","Hartford School District","Culinary Arts Academy","ELA","Female","26","16","61.5","*","*","*","*","0","0.0","*","*","402"
"0646011","0640011","Hartford School District","Culinary Arts Academy","ELA","Male","24","14","58.3","*","*","*","*","0","0.0","*","*","402"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Math","Female","26","19","73.1","7","26.9","0","0.0","0","0.0","0","0.0","374"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Math","Male","24","16","66.7","8","33.3","0","0.0","0","0.0","0","0.0","387"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","Female","16","*","*","*","*","*","*","*","*","*","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","Male","14","*","*","*","*","*","*","*","*","*","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","Math","Female","16","*","*","*","*","*","*","*","*","*","*","*"
