"school_code","district_code","district","school","subject","gender","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Math","Male","63","8","12.7","15","23.8","30","47.6","10","15.9","40","63.5","546"
"2196112","2190012","Regional School District 19","E. O. Smith High School","ELA","Female","134","*","*","*","*","79","59.0","34","25.4","113","84.3","565"
"2196112","2190012","Regional School District 19","E. O. Smith High School","ELA","Male","124","*","*","*","*","66","53.2","33","26.6","99","79.8","558"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Math","Female","134","6","4.5","55","41.0","58","43.3","15","11.2","73","54.5","542"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Math","Male","124","17","13.7","37","29.8","39","31.5","31","25.0","70","56.5","557"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","ELA","Female","204","*","*","*","*","83","40.7","108","52.9","191","93.6","616"
"1186111","1180011","Ridgefield School District","Ridgefield High School","ELA","Male","206","*","*","*","*","100","48.5","92","44.7","192","93.2","605"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Math","Female","204","*","*","*","*","101","49.5","63","30.9","164","80.4","601"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Math","Male","206","*","*","*","*","92","44.7","79","38.3","171","83.0","613"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","ELA","Female","70","*","*","13","18.6","40","57.1","*","*","*","*","540"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","ELA","Male","98","*","*","*","*","60","61.2","17","17.3","77","78.6","544"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Math","Female","70","7","10.0","25","35.7","29","41.4","9","12.9","38","54.3","532"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Math","Male","98","12","12.2","32","32.7","38","38.8","16","16.3","54","55.1","536"
"1246111","1240011","Seymour School District","Seymour High School","ELA","Female","69","*","*","18","26.1","40","58.0","*","*","*","*","503"
"1246111","1240011","Seymour School District","Seymour High School","ELA","Male","82","20","24.4","*","*","36","43.9","*","*","*","*","502"
"1246111","1240011","Seymour School District","Seymour High School","Math","Female","69","*","*","32","46.4","22","31.9","*","*","*","*","495"
"1246111","1240011","Seymour School District","Seymour High School","Math","Male","82","*","*","34","41.5","22","26.8","*","*","*","*","498"
"1266111","1260011","Shelton School District","Shelton High School","ELA","Female","181","10","5.5","24","13.3","112","61.9","35","19.3","147","81.2","552"
"1266111","1260011","Shelton School District","Shelton High School","ELA","Male","190","25","13.2","35","18.4","102","53.7","28","14.7","130","68.4","528"
"1266111","1260011","Shelton School District","Shelton High School","Math","Female","181","21","11.6","59","32.6","85","47.0","16","8.8","101","55.8","527"
"1266111","1260011","Shelton School District","Shelton High School","Math","Male","190","31","16.3","60","31.6","79","41.6","20","10.5","99","52.1","522"
"1286111","1280011","Simsbury School District","Simsbury High School","ELA","Female","172","6","3.5","18","10.5","81","47.1","67","39.0","148","86.0","590"
"1286111","1280011","Simsbury School District","Simsbury High School","ELA","Male","184","11","6.0","8","4.3","95","51.6","70","38.0","165","89.7","588"
"1286111","1280011","Simsbury School District","Simsbury High School","Math","Female","172","12","7.0","42","24.4","71","41.3","47","27.3","118","68.6","578"
"1286111","1280011","Simsbury School District","Simsbury High School","Math","Male","184","9","4.9","34","18.5","74","40.2","67","36.4","141","76.6","599"
"1290511","1290011","Somers School District","Aspire","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1290511","1290011","Somers School District","Aspire","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","ELA","Female","50","*","*","*","*","30","60.0","9","18.0","39","78.0","542"
"1296111","1290011","Somers School District","Somers High School","ELA","Male","52","*","*","*","*","31","59.6","11","21.2","42","80.8","548"
"1296111","1290011","Somers School District","Somers High School","Math","Female","50","*","*","21","42.0","24","48.0","*","*","*","*","535"
"1296111","1290011","Somers School District","Somers High School","Math","Male","52","*","*","16","30.8","17","32.7","*","*","*","*","539"
"1326211","1320011","South Windsor School District","South Windsor High School","ELA","Female","181","9","5.0","21","11.6","115","63.5","36","19.9","151","83.4","557"
"1326211","1320011","South Windsor School District","South Windsor High School","ELA","Male","145","8","5.5","19","13.1","82","56.6","36","24.8","118","81.4","557"
"1326211","1320011","South Windsor School District","South Windsor High School","Math","Female","181","15","8.3","62","34.3","79","43.6","25","13.8","104","57.5","544"
"1326211","1320011","South Windsor School District","South Windsor High School","Math","Male","145","17","11.7","37","25.5","59","40.7","32","22.1","91","62.8","558"
"1310111","1310011","Southington School District","Alta","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1316211","1310011","Southington School District","Southington High School","ELA","Female","239","11","4.6","38","15.9","139","58.2","51","21.3","190","79.5","549"
"1316211","1310011","Southington School District","Southington High School","ELA","Male","218","24","11.0","32","14.7","116","53.2","46","21.1","162","74.3","538"
"1316211","1310011","Southington School District","Southington High School","Math","Female","239","15","6.3","105","43.9","92","38.5","27","11.3","119","49.8","534"
"1316211","1310011","Southington School District","Southington High School","Math","Male","218","21","9.6","77","35.3","87","39.9","33","15.1","120","55.0","543"
"1346111","1340011","Stafford School District","Stafford High School","ELA","Female","44","*","*","*","*","21","47.7","11","25.0","32","72.7","542"
"1346111","1340011","Stafford School District","Stafford High School","ELA","Male","55","*","*","*","*","35","63.6","8","14.5","43","78.2","533"
"1346111","1340011","Stafford School District","Stafford High School","Math","Female","44","*","*","17","38.6","15","34.1","*","*","*","*","524"
"1346111","1340011","Stafford School District","Stafford High School","Math","Male","55","*","*","23","41.8","21","38.2","*","*","*","*","531"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","ELA","Female","8","*","*","*","*","*","*","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","ELA","Male","17","*","*","*","*","*","*","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","Math","Female","8","*","*","*","*","*","*","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","Math","Male","17","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","ELA","Female","8","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","ELA","Male","7","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1356111","1350011","Stamford School District","Stamford High School","ELA","Female","205","45","22.0","58","28.3","89","43.4","13","6.3","102","49.8","483"
"1356111","1350011","Stamford School District","Stamford High School","ELA","Male","227","65","28.6","42","18.5","106","46.7","14","6.2","120","52.9","483"
"1356111","1350011","Stamford School District","Stamford High School","Math","Female","205","64","31.2","94","45.9","40","19.5","7","3.4","47","22.9","462"
"1356111","1350011","Stamford School District","Stamford High School","Math","Male","227","70","30.8","84","37.0","57","25.1","16","7.0","73","32.2","477"
"1356411","1350011","Stamford School District","The Academy of Information Technology","ELA","Female","63","6","9.5","13","20.6","35","55.6","9","14.3","44","69.8","527"
"1356411","1350011","Stamford School District","The Academy of Information Technology","ELA","Male","99","13","13.1","15","15.2","55","55.6","16","16.2","71","71.7","530"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Math","Female","63","13","20.6","32","50.8","11","17.5","7","11.1","18","28.6","498"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Math","Male","99","17","17.2","34","34.3","35","35.4","13","13.1","48","48.5","518"
"1356311","1350011","Stamford School District","Westhill High School","ELA","Female","263","56","21.3","55","20.9","110","41.8","42","16.0","152","57.8","505"
"1356311","1350011","Stamford School District","Westhill High School","ELA","Male","225","60","26.7","50","22.2","79","35.1","36","16.0","115","51.1","494"
"1356311","1350011","Stamford School District","Westhill High School","Math","Female","263","80","30.4","101","38.4","49","18.6","33","12.5","82","31.2","483"
"1356311","1350011","Stamford School District","Westhill High School","Math","Male","225","75","33.3","65","28.9","50","22.2","35","15.6","85","37.8","495"
"1370711","1370011","Stonington School District","SAILS","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1370711","1370011","Stonington School District","SAILS","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1370711","1370011","Stonington School District","SAILS","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1370711","1370011","Stonington School District","SAILS","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","ELA","Female","88","6","6.8","11","12.5","54","61.4","17","19.3","71","80.7","555"
"1376111","1370011","Stonington School District","Stonington High School","ELA","Male","77","14","18.2","7","9.1","44","57.1","12","15.6","56","72.7","526"
"1376111","1370011","Stonington School District","Stonington High School","Math","Female","88","9","10.2","36","40.9","27","30.7","16","18.2","43","48.9","537"
"1376111","1370011","Stonington School District","Stonington High School","Math","Male","77","13","16.9","29","37.7","23","29.9","12","15.6","35","45.5","522"
"1380511","1380011","Stratford School District","ALPHA","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","ELA","Female","122","14","11.5","23","18.9","77","63.1","8","6.6","85","69.7","512"
"1386211","1380011","Stratford School District","Bunnell High School","ELA","Male","103","23","22.3","26","25.2","48","46.6","6","5.8","54","52.4","488"
"1386211","1380011","Stratford School District","Bunnell High School","Math","Female","122","*","*","65","53.3","34","27.9","*","*","*","*","487"
"1386211","1380011","Stratford School District","Bunnell High School","Math","Male","103","36","35.0","42","40.8","*","*","*","*","25","24.3","463"
"1382011","1380011","Stratford School District","High School STEPS 9-12","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1382011","1380011","Stratford School District","High School STEPS 9-12","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1386111","1380011","Stratford School District","Stratford High School","ELA","Female","119","21","17.6","22","18.5","59","49.6","17","14.3","76","63.9","507"
"1386111","1380011","Stratford School District","Stratford High School","ELA","Male","113","25","22.1","20","17.7","53","46.9","15","13.3","68","60.2","508"
"1386111","1380011","Stratford School District","Stratford High School","Math","Female","119","38","31.9","48","40.3","26","21.8","7","5.9","33","27.7","472"
"1386111","1380011","Stratford School District","Stratford High School","Math","Male","113","34","30.1","43","38.1","25","22.1","11","9.7","36","31.9","484"
"1396111","1390011","Suffield School District","Suffield High School","ELA","Female","90","7","7.8","6","6.7","56","62.2","21","23.3","77","85.6","562"
"1396111","1390011","Suffield School District","Suffield High School","ELA","Male","90","6","6.7","13","14.4","49","54.4","22","24.4","71","78.9","550"
"1396111","1390011","Suffield School District","Suffield High School","Math","Female","90","8","8.9","31","34.4","41","45.6","10","11.1","51","56.7","541"
"1396111","1390011","Suffield School District","Suffield High School","Math","Male","90","10","11.1","33","36.7","36","40.0","11","12.2","47","52.2","527"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","ELA","Female","25","*","*","*","*","*","*","0","0.0","*","*","442"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","ELA","Male","15","*","*","*","*","*","*","*","*","*","*","*"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Math","Female","25","*","*","*","*","*","*","0","0.0","*","*","439"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Math","Male","15","*","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","Female","42","*","*","6","14.3","25","59.5","*","*","*","*","508"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","Male","60","16","26.7","*","*","27","45.0","*","*","*","*","492"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","Female","42","*","*","18","42.9","12","28.6","*","*","*","*","494"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","Male","59","19","32.2","18","30.5","*","*","*","*","22","37.3","503"
"1406211","1400011","Thomaston School District","Thomaston High School","ELA","Female","32","*","*","*","*","20","62.5","*","*","*","*","500"
"1406211","1400011","Thomaston School District","Thomaston High School","ELA","Male","30","*","*","*","*","17","56.7","*","*","*","*","503"
"1406211","1400011","Thomaston School District","Thomaston High School","Math","Female","32","*","*","22","68.8","*","*","*","*","*","*","468"
"1406211","1400011","Thomaston School District","Thomaston High School","Math","Male","30","*","*","10","33.3","*","*","0","0.0","*","*","489"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","ELA","Female","23","*","*","*","*","15","65.2","*","*","*","*","519"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","ELA","Male","21","*","*","*","*","9","42.9","*","*","*","*","491"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Math","Female","23","*","*","*","*","6","26.1","0","0.0","6","26.1","485"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Math","Male","21","*","*","*","*","6","28.6","0","0.0","6","28.6","456"
"1426111","1420011","Tolland School District","Tolland High School","ELA","Female","105","*","*","*","*","67","63.8","26","24.8","93","88.6","570"
"1426111","1420011","Tolland School District","Tolland High School","ELA","Male","94","*","*","*","*","48","51.1","31","33.0","79","84.0","571"
"1426111","1420011","Tolland School District","Tolland High School","Math","Female","105","*","*","35","33.3","50","47.6","*","*","*","*","560"
"1426111","1420011","Tolland School District","Tolland High School","Math","Male","94","*","*","*","*","43","45.7","28","29.8","71","75.5","582"
"1431411","1430011","Torrington School District","Migeon Academy","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","ELA","Female","90","14","15.6","19","21.1","50","55.6","7","7.8","57","63.3","509"
"1436111","1430011","Torrington School District","Torrington High School","ELA","Male","101","21","20.8","27","26.7","47","46.5","6","5.9","53","52.5","479"
"1436111","1430011","Torrington School District","Torrington High School","Math","Female","90","21","23.3","47","52.2","*","*","*","*","22","24.4","470"
"1436111","1430011","Torrington School District","Torrington High School","Math","Male","101","31","30.7","43","42.6","*","*","*","*","27","26.7","469"
"1440511","1440011","Trumbull School District","REACH","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","Female","261","14","5.4","31","11.9","156","59.8","60","23.0","216","82.8","555"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","Male","225","12","5.3","23","10.2","130","57.8","60","26.7","190","84.4","565"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","Female","261","18","6.9","104","39.8","91","34.9","48","18.4","139","53.3","548"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","Male","225","15","6.7","60","26.7","91","40.4","59","26.2","150","66.7","576"
"3470115","3470015","Unified School District #2","Children's Place School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","1460011","Vernon School District","Hartford Detention Center","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","1460011","Vernon School District","Hartford Detention Center","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","ELA","Female","103","15","14.6","22","21.4","49","47.6","17","16.5","66","64.1","522"
"1466111","1460011","Vernon School District","Rockville High School","ELA","Male","84","12","14.3","14","16.7","50","59.5","8","9.5","58","69.0","519"
"1466111","1460011","Vernon School District","Rockville High School","Math","Female","103","*","*","43","41.7","33","32.0","*","*","*","*","492"
"1466111","1460011","Vernon School District","Rockville High School","Math","Male","84","*","*","34","40.5","31","36.9","*","*","*","*","502"
"1480511","1480011","Wallingford School District","Education Enhancement Program","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","Female","138","12","8.7","25","18.1","87","63.0","14","10.1","101","73.2","520"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","Male","113","26","23.0","19","16.8","57","50.4","11","9.7","68","60.2","501"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","Female","138","*","*","80","58.0","28","20.3","*","*","*","*","482"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","Male","113","*","*","48","42.5","35","31.0","*","*","*","*","485"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","Female","107","*","*","*","*","73","68.2","16","15.0","89","83.2","539"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","Male","98","*","*","*","*","63","64.3","15","15.3","78","79.6","540"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","Female","107","*","*","52","48.6","34","31.8","*","*","*","*","504"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","Male","98","*","*","45","45.9","38","38.8","*","*","*","*","508"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","Female","113","57","50.4","*","*","25","22.1","*","*","*","*","436"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","Male","125","62","49.6","36","28.8","*","*","*","*","27","21.6","427"
"1516211","1510011","Waterbury School District","Crosby High School","Math","Female","112","71","63.4","29","25.9","*","*","*","*","12","10.7","405"
"1516211","1510011","Waterbury School District","Crosby High School","Math","Male","125","78","62.4","38","30.4","*","*","*","*","9","7.2","404"
"1519111","1510011","Waterbury School District","Enlightenment School","ELA","Female","6","*","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","ELA","Male","6","*","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Math","Female","6","*","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Math","Male","6","*","*","*","*","*","*","*","*","*","*","*"
"1513911","1510011","Waterbury School District","Excel III","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1513911","1510011","Waterbury School District","Excel III","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","Female","130","54","41.5","*","*","40","30.8","*","*","*","*","448"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","Male","116","60","51.7","*","*","28","24.1","*","*","*","*","434"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","Female","128","61","47.7","57","44.5","*","*","*","*","10","7.8","421"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","Male","116","73","62.9","35","30.2","*","*","*","*","8","6.9","405"
"1519011","1510011","Waterbury School District","State Street School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELA","Female","65","*","*","22","33.8","26","40.0","*","*","*","*","494"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELA","Male","47","8","17.0","*","*","29","61.7","*","*","*","*","499"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Math","Female","65","23","35.4","30","46.2","12","18.5","0","0.0","12","18.5","452"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Math","Male","47","7","14.9","32","68.1","*","*","*","*","8","17.0","474"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","ELA","Female","113","*","*","44","38.9","45","39.8","*","*","*","*","479"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","ELA","Male","91","*","*","26","28.6","36","39.6","*","*","*","*","465"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Math","Female","113","36","31.9","62","54.9","15","13.3","0","0.0","15","13.3","445"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Math","Male","91","39","42.9","39","42.9","13","14.3","0","0.0","13","14.3","434"
"1516311","1510011","Waterbury School District","Wilby High School","ELA","Female","103","46","44.7","29","28.2","*","*","*","*","28","27.2","437"
"1516311","1510011","Waterbury School District","Wilby High School","ELA","Male","131","61","46.6","36","27.5","*","*","*","*","34","26.0","429"
"1516311","1510011","Waterbury School District","Wilby High School","Math","Female","103","62","60.2","*","*","*","*","0","0.0","*","*","406"
"1516311","1510011","Waterbury School District","Wilby High School","Math","Male","130","88","67.7","38","29.2","*","*","*","*","*","*","395"
"1526111","1520011","Waterford School District","Waterford High School","ELA","Female","88","*","*","*","*","58","65.9","15","17.0","73","83.0","551"
"1526111","1520011","Waterford School District","Waterford High School","ELA","Male","115","*","*","24","20.9","66","57.4","*","*","*","*","519"
"1526111","1520011","Waterford School District","Waterford High School","Math","Female","88","14","15.9","34","38.6","25","28.4","15","17.0","40","45.5","525"
"1526111","1520011","Waterford School District","Waterford High School","Math","Male","115","18","15.7","52","45.2","35","30.4","10","8.7","45","39.1","504"
"1536111","1530011","Watertown School District","Watertown High School","ELA","Female","98","10","10.2","16","16.3","65","66.3","7","7.1","72","73.5","515"
"1536111","1530011","Watertown School District","Watertown High School","ELA","Male","99","19","19.2","16","16.2","51","51.5","13","13.1","64","64.6","517"
"1536111","1530011","Watertown School District","Watertown High School","Math","Female","98","20","20.4","55","56.1","*","*","*","*","23","23.5","476"
"1536111","1530011","Watertown School District","Watertown High School","Math","Male","99","*","*","48","48.5","25","25.3","*","*","*","*","495"
"1557311","1550011","West Hartford School District","REACH","ELA","Female","7","*","*","*","*","*","*","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","ELA","Male","13","*","*","*","*","*","*","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","Math","Female","6","*","*","*","*","*","*","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","Math","Male","13","*","*","*","*","*","*","*","*","*","*","*"
"1556111","1550011","West Hartford School District","Conard High School","ELA","Female","179","20","11.2","28","15.6","82","45.8","49","27.4","131","73.2","551"
"1556111","1550011","West Hartford School District","Conard High School","ELA","Male","178","18","10.1","19","10.7","99","55.6","42","23.6","141","79.2","555"
"1556111","1550011","West Hartford School District","Conard High School","Math","Female","179","29","16.2","60","33.5","63","35.2","27","15.1","90","50.3","528"
"1556111","1550011","West Hartford School District","Conard High School","Math","Male","178","19","10.7","52","29.2","68","38.2","39","21.9","107","60.1","556"
"1556211","1550011","West Hartford School District","Hall High School","ELA","Female","173","13","7.5","24","13.9","67","38.7","69","39.9","136","78.6","573"
"1556211","1550011","West Hartford School District","Hall High School","ELA","Male","192","13","6.8","17","8.9","96","50.0","66","34.4","162","84.4","580"
"1556211","1550011","West Hartford School District","Hall High School","Math","Female","173","26","15.0","50","28.9","60","34.7","37","21.4","97","56.1","548"
"1556211","1550011","West Hartford School District","Hall High School","Math","Male","192","14","7.3","51","26.6","69","35.9","58","30.2","127","66.1","574"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
