school_code,district_code,district,school,pre_kindergarten,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,total,year
0154611,0150011,Bridgeport School District,Multicultural Magnet School,0,48,47,46,49,51,50,48,51,55,0,0,0,0,445,2008-09
0153611,0150011,Bridgeport School District,Winthrop School,0,75,78,78,71,76,91,87,86,87,0,0,0,0,729,2008-09
0159511,0150011,Bridgeport School District,Make The Grade,0,0,0,0,0,0,0,0,*,26,*,0,0,0,42,2008-09
0159211,0150011,Bridgeport School District,Park City Academy,0,0,0,0,0,0,0,0,*,8,13,8,*,0,34,2008-09
0156111,0150011,Bridgeport School District,Bassick High School,0,0,0,0,0,0,0,0,0,0,444,357,239,217,1257,2008-09
0156211,0150011,Bridgeport School District,Central High School,0,0,0,0,0,0,0,0,0,0,714,543,548,482,2287,2008-09
0156311,0150011,Bridgeport School District,Harding High School,0,0,0,0,0,0,0,0,0,0,410,443,438,361,1652,2008-09
0159411,0150011,Bridgeport School District,New Start Program,0,0,0,0,0,0,0,0,0,0,*,19,13,*,38,2008-09
0159111,0150011,Bridgeport School District,The University School,0,0,0,0,0,0,0,0,0,0,*,*,7,8,24,2008-09
0170711,0170011,Bristol School District,Clara T. O'Connell School,30,61,56,63,49,53,60,0,0,0,0,0,0,0,372,2008-09
0171411,0170011,Bristol School District,Ellen P. Hubbell School,81,74,59,80,68,66,64,0,0,0,0,0,0,0,492,2008-09
0170511,0170011,Bristol School District,Greene-Hills School,28,58,40,57,61,60,63,0,0,0,0,0,0,0,367,2008-09
0171711,0170011,Bristol School District,Mountain View School,78,54,40,45,64,50,60,0,0,0,0,0,0,0,391,2008-09
0171111,0170011,Bristol School District,South Side School,29,80,102,105,76,87,96,0,0,0,0,0,0,0,575,2008-09
0171211,0170011,Bristol School District,Stafford School,93,74,61,64,69,75,81,0,0,0,0,0,0,0,517,2008-09
0170111,0170011,Bristol School District,Clarence A. Bingham School,0,36,42,45,30,47,42,0,0,0,0,0,0,0,242,2008-09
0170311,0170011,Bristol School District,Edgewood School,0,62,50,66,58,65,58,0,0,0,0,0,0,0,359,2008-09
0171911,0170011,Bristol School District,Ivy Drive School,0,66,55,54,64,72,71,0,0,0,0,0,0,0,382,2008-09
0170611,0170011,Bristol School District,John J. Jennings School,0,61,50,66,51,60,78,0,0,0,0,0,0,0,366,2008-09
0179011,0170011,Bristol School District,Alternative Special Education Program (ASEP),0,0,0,0,0,*,*,*,*,*,6,*,0,0,23,2008-09
0175111,0170011,Bristol School District,Chippens Hill Middle School,0,0,0,0,0,0,0,293,319,269,0,0,0,0,881,2008-09
0175311,0170011,Bristol School District,Memorial Boulevard Middle School,0,0,0,0,0,0,0,170,195,178,0,0,0,0,543,2008-09
0175211,0170011,Bristol School District,Northeast Middle School,0,0,0,0,0,0,0,183,198,185,0,0,0,0,566,2008-09
0176111,0170011,Bristol School District,Bristol Central High School,0,0,0,0,0,0,0,0,0,0,443,293,345,336,1417,2008-09
0176211,0170011,Bristol School District,Bristol Eastern High School,0,0,0,0,0,0,0,0,0,0,358,361,303,296,1318,2008-09
0180311,0180011,Brookfield School District,Center Elementary School,41,191,174,0,0,0,0,0,0,0,0,0,0,0,406,2008-09
0180411,0180011,Brookfield School District,Huckleberry Hill Elementary School,0,0,0,192,190,227,0,0,0,0,0,0,0,0,609,2008-09
0185311,0180011,Brookfield School District,Whisconier Middle School,0,0,0,0,0,0,205,218,246,246,0,0,0,0,915,2008-09
0186111,0180011,Brookfield School District,Brookfield High School,0,0,0,0,0,0,0,0,0,0,247,262,268,239,1016,2008-09
0190111,0190011,Brooklyn School District,Brooklyn Elementary School,102,80,101,105,90,103,0,0,0,0,0,0,0,0,581,2008-09
0195111,0190011,Brooklyn School District,Brooklyn Middle School,0,0,0,0,0,0,97,93,95,115,0,0,0,0,400,2008-09
0220211,0220011,Canterbury School District,Canterbury Elementary School,44,61,83,63,48,58,0,0,0,0,0,0,0,0,357,2008-09
0225111,0220011,Canterbury School District,Dr. Helen Baldwin Middle School,0,0,0,0,0,0,50,63,58,71,0,0,0,0,242,2008-09
0230211,0230011,Canton School District,Cherry Brook Primary School,26,135,137,124,131,0,0,0,0,0,0,0,0,0,553,2008-09
0230311,0230011,Canton School District,Canton Intermediate School,0,0,0,0,0,133,119,142,0,0,0,0,0,0,394,2008-09
0235111,0230011,Canton School District,Canton Middle School,0,0,0,0,0,0,0,0,152,127,0,0,0,0,279,2008-09
0236111,0230011,Canton School District,Canton High School,0,0,0,0,0,0,0,0,0,0,134,130,141,117,522,2008-09
2410414,2410014,Capitol Region Education Council,International Magnet School for Global Citizenship,95,29,0,0,0,0,0,0,0,0,0,0,0,0,124,2008-09
2413114,2410014,Capitol Region Education Council,Montessori Magnet School,82,39,49,39,44,35,33,11,0,0,0,0,0,0,332,2008-09
2410314,2410014,Capitol Region Education Council,Reggio Magnet School of the Arts,120,29,0,0,0,0,0,0,0,0,0,0,0,0,149,2008-09
2419514,2410014,Capitol Region Education Council,River Street Early Learning Center (Site 2),16,7,7,*,*,*,6,*,*,0,0,0,0,0,53,2008-09
2419114,2410014,Capitol Region Education Council,Soundbridge,52,8,0,*,*,0,*,*,*,*,*,*,*,*,98,2008-09
2410214,2410014,Capitol Region Education Council,University of Hartford Magnet School,71,59,51,58,59,61,53,0,0,0,0,0,0,0,412,2008-09
2410114,2410014,Capitol Region Education Council,Glastonbury/East Hartford Magnet School,0,36,43,44,44,42,42,0,0,0,0,0,0,0,251,2008-09
2419414,2410014,Capitol Region Education Council,Integrated Program Models,0,*,*,0,*,0,*,0,*,*,*,*,*,*,18,2008-09
2419314,2410014,Capitol Region Education Council,River Street School,0,*,*,*,8,*,*,8,10,12,16,16,16,45,149,2008-09
2419014,2410014,Capitol Region Education Council,John J. Allison Polaris Center,0,0,0,0,0,0,0,*,*,8,9,19,18,12,68,2008-09
2416114,2410014,Capitol Region Education Council,Metropolitan Learning Center for Global and International Studies,0,0,0,0,0,0,0,103,108,109,99,98,88,78,683,2008-09
2415214,2410014,Capitol Region Education Council,Public Safety Academy,0,0,0,0,0,0,0,29,47,0,29,0,0,0,105,2008-09
2415014,2410014,Capitol Region Education Council,Two Rivers Magnet Middle School,0,0,0,0,0,0,0,213,186,190,0,0,0,0,589,2008-09
2419214,2410014,Capitol Region Education Council,Farmington Valley Regional Diagnostic Center,0,0,0,0,0,0,0,0,*,*,*,*,*,*,16,2008-09
2415114,2410014,Capitol Region Education Council,Academy of Aerospace and Engineering,0,0,0,0,0,0,0,0,0,39,39,0,0,0,78,2008-09
2416414,2410014,Capitol Region Education Council,Greater Hartford Academy of  the Arts High School - Full Time,0,0,0,0,0,0,0,0,0,0,96,51,0,0,147,2008-09
2416314,2410014,Capitol Region Education Council,Great Path Academy at MCC,0,0,0,0,0,0,0,0,0,0,0,39,65,60,164,2008-09
0240211,0240011,Chaplin School District,Chaplin Elementary School,21,22,22,19,18,29,16,31,0,0,0,0,0,0,178,2008-09
2870113,2870013,Charter School for Young Children on Asylum Hill District,Charter School for Young Children on Asylum Hill  Inc.,105,31,0,0,0,0,0,0,0,0,0,0,0,0,136,2008-09
0250211,0250011,Cheshire School District,Darcey School,85,300,0,0,0,0,0,0,0,0,0,0,0,0,385,2008-09
0250411,0250011,Cheshire School District,Highland School,0,0,126,136,146,150,148,163,0,0,0,0,0,0,869,2008-09
0250111,0250011,Cheshire School District,Chapman School,0,0,47,54,40,62,68,58,0,0,0,0,0,0,329,2008-09
0250611,0250011,Cheshire School District,Doolittle School,0,0,106,75,73,83,93,102,0,0,0,0,0,0,532,2008-09
0250511,0250011,Cheshire School District,Norton School,0,0,67,87,79,88,77,72,0,0,0,0,0,0,470,2008-09
0255111,0250011,Cheshire School District,Dodd Middle School,0,0,0,0,0,0,0,0,417,401,0,0,0,0,818,2008-09
0256111,0250011,Cheshire School District,Cheshire High School,0,0,0,0,0,0,0,0,0,0,416,372,407,384,1579,2008-09
0259011,0250011,Cheshire School District,Humiston School,0,0,0,0,0,0,0,0,0,0,*,7,*,11,24,2008-09
0270311,0270011,Clinton School District,Lewin G. Joel Jr. School,56,153,168,159,153,0,0,0,0,0,0,0,0,0,689,2008-09
0270111,0270011,Clinton School District,Abraham Pierson School,0,0,0,0,0,152,161,0,0,0,0,0,0,0,313,2008-09
0275111,0270011,Clinton School District,Jared Eliot School,0,0,0,0,0,0,0,172,161,159,0,0,0,0,492,2008-09
0276111,0270011,Clinton School District,The Morgan School,0,0,0,0,0,0,0,0,0,0,126,145,155,164,590,2008-09
0280411,0280011,Colchester School District,Colchester Elementary School,76,202,225,236,0,0,0,0,0,0,0,0,0,0,739,2008-09
0280211,0280011,Colchester School District,Jack Jackter Intermediate School,0,0,0,0,244,220,246,0,0,0,0,0,0,0,710,2008-09
0285111,0280011,Colchester School District,William J. Johnston Middle School,0,0,0,0,0,0,0,232,267,264,0,0,0,0,763,2008-09
0286111,0280011,Colchester School District,Bacon Academy,0,0,0,0,0,0,0,0,0,0,241,241,245,241,968,2008-09
0300111,0300011,Columbia School District,Horace W. Porter School,17,50,61,60,64,70,58,54,69,70,0,0,0,0,573,2008-09
2439014,2430014,Cooperative Educational Services,C. E. S. Special Education,*,*,8,11,14,20,28,24,21,31,24,21,17,44,270,2008-09
2438014,2430014,Cooperative Educational Services,School Readiness,54,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2008-09
2430114,2430014,Cooperative Educational Services,Six-Six Magnet School,77,41,44,51,39,38,37,40,31,32,0,0,0,0,430,2008-09
0328011,0320011,Coventry School District,Coventry Early Intervention Services,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2008-09
0320211,0320011,Coventry School District,Coventry Grammar School,0,135,147,128,0,0,0,0,0,0,0,0,0,0,410,2008-09
0320411,0320011,Coventry School District,George Hersey Robertson School,0,0,0,0,148,158,155,0,0,0,0,0,0,0,461,2008-09
0325111,0320011,Coventry School District,Capt. Nathan Hale School,0,0,0,0,0,0,0,158,174,182,0,0,0,0,514,2008-09
0326111,0320011,Coventry School District,Coventry High School,0,0,0,0,0,0,0,0,0,0,139,158,126,130,553,2008-09
0330211,0330011,Cromwell School District,Edna C. Stevens School,31,152,145,160,0,0,0,0,0,0,0,0,0,0,488,2008-09
0330311,0330011,Cromwell School District,Woodside Intermediate School,0,0,0,0,163,164,167,0,0,0,0,0,0,0,494,2008-09
0335111,0330011,Cromwell School District,Cromwell Middle School,0,0,0,0,0,0,0,151,145,166,0,0,0,0,462,2008-09
0336111,0330011,Cromwell School District,Cromwell High School,0,0,0,0,0,0,0,0,0,0,141,159,141,132,573,2008-09
0341111,0340011,Danbury School District,Great Plain School,*,65,56,51,50,40,*,0,0,0,0,0,0,0,301,2008-09
0340211,0340011,Danbury School District,Hayestown Avenue School,65,66,73,52,54,48,48,0,0,0,0,0,0,0,406,2008-09
0341311,0340011,Danbury School District,King Street Primary School,8,113,106,107,0,0,0,0,0,0,0,0,0,0,334,2008-09
0341811,0340011,Danbury School District,Mill Ridge Educational Center,79,0,0,0,89,97,87,0,0,0,0,0,0,0,352,2008-09
0340511,0340011,Danbury School District,Mill Ridge Primary School,*,109,100,*,0,0,0,0,0,0,0,0,0,0,296,2008-09
0340611,0340011,Danbury School District,Morris Street School,39,64,52,52,48,45,46,0,0,0,0,0,0,0,346,2008-09
0341511,0340011,Danbury School District,Pembroke School,*,62,55,57,51,60,*,0,0,0,0,0,0,0,336,2008-09
0341211,0340011,Danbury School District,Shelter Rock School,*,67,69,62,69,55,*,0,0,0,0,0,0,0,375,2008-09
0341411,0340011,Danbury School District,Ellsworth Avenue School,0,62,65,73,53,49,49,0,0,0,0,0,0,0,351,2008-09
0340811,0340011,Danbury School District,Park Avenue School,0,77,70,71,61,69,52,0,0,0,0,0,0,0,400,2008-09
0341011,0340011,Danbury School District,South Street School,0,65,66,56,61,39,48,0,0,0,0,0,0,0,335,2008-09
0341611,0340011,Danbury School District,Stadley Rough School,0,86,85,77,69,78,75,0,0,0,0,0,0,0,470,2008-09
0341911,0340011,Danbury School District,Western CT Academy of International Studies Elementary Magnet School,0,62,58,65,62,64,60,0,0,0,0,0,0,0,371,2008-09
0341711,0340011,Danbury School District,King Street Intermediate School,0,0,0,0,102,112,103,0,0,0,0,0,0,0,317,2008-09
0345111,0340011,Danbury School District,Broadview Middle School,0,0,0,0,0,0,0,361,375,369,0,0,0,0,1105,2008-09
0345211,0340011,Danbury School District,Rogers Park Middle School,0,0,0,0,0,0,0,332,338,350,0,0,0,0,1020,2008-09
0346211,0340011,Danbury School District,Alternative Center For Excellence,0,0,0,0,0,0,0,0,0,0,16,24,23,23,86,2008-09
0346111,0340011,Danbury School District,Danbury High School,0,0,0,0,0,0,0,0,0,0,827,705,657,650,2839,2008-09
0350211,0350011,Darien School District,Hindley Elementary School,34,77,77,86,94,68,82,0,0,0,0,0,0,0,518,2008-09
0350611,0350011,Darien School District,Tokeneke Elementary School,25,66,55,70,61,74,74,0,0,0,0,0,0,0,425,2008-09
0350711,0350011,Darien School District,Holmes Elementary School,0,74,90,79,84,64,84,0,0,0,0,0,0,0,475,2008-09
0351311,0350011,Darien School District,Ox Ridge Elementary School,0,78,84,69,92,86,86,0,0,0,0,0,0,0,495,2008-09
0350511,0350011,Darien School District,Royle Elementary School,0,68,93,66,76,73,64,0,0,0,0,0,0,0,440,2008-09
0355111,0350011,Darien School District,Middlesex Middle School,0,0,0,0,0,0,0,391,386,355,0,0,0,0,1132,2008-09
0356111,0350011,Darien School District,Darien High School,0,0,0,0,0,0,0,0,0,0,341,322,273,300,1236,2008-09
0370611,0370011,Derby School District,Bradley School,*,61,*,48,68,49,52,54,0,0,0,0,0,0,383,2008-09
0370411,0370011,Derby School District,Irving School,14,72,55,63,66,57,44,67,0,0,0,0,0,0,438,2008-09
0376111,0370011,Derby School District,Derby High School,0,0,0,0,0,0,0,0,115,104,125,100,103,94,641,2008-09
0400111,0400011,East Granby School District,Allgrove School,11,63,66,78,70,0,0,0,0,0,0,0,0,0,288,2008-09
0400211,0400011,East Granby School District,R. Dudley Seymour School,0,0,0,0,0,62,80,0,0,0,0,0,0,0,142,2008-09
0405111,0400011,East Granby School District,East Granby Middle School,0,0,0,0,0,0,0,66,74,76,0,0,0,0,216,2008-09
0406111,0400011,East Granby School District,East Granby High School,0,0,0,0,0,0,0,0,0,0,57,90,47,58,252,2008-09
0410111,0410011,East Haddam School District,East Haddam Elementary School,16,101,111,92,113,0,0,0,0,0,0,0,0,0,433,2008-09
0415111,0410011,East Haddam School District,Nathan Hale-Ray Middle School,0,0,0,0,0,100,105,136,117,114,0,0,0,0,572,2008-09
0416111,0410011,East Haddam School District,Nathan Hale-Ray High School,0,0,0,0,0,0,0,0,0,0,103,95,113,107,418,2008-09
0420111,0420011,East Hampton School District,Memorial School,40,147,157,151,134,0,0,0,0,0,0,0,0,0,629,2008-09
0420311,0420011,East Hampton School District,Center School,0,0,0,0,0,171,179,0,0,0,0,0,0,0,350,2008-09
0425111,0420011,East Hampton School District,East Hampton Middle School,0,0,0,0,0,0,0,166,156,152,0,0,0,0,474,2008-09
0426111,0420011,East Hampton School District,East Hampton High School,0,0,0,0,0,0,0,0,0,0,164,134,143,154,595,2008-09
0429011,0420011,East Hampton School District,The Learning Center at East Hampton,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2008-09
0430511,0430011,East Hartford School District,Hockanum School,16,51,66,55,34,61,50,0,0,0,0,0,0,0,333,2008-09
0438011,0430011,East Hartford School District,Willowbrook Early Childhood,278,0,0,0,0,0,0,0,0,0,0,0,0,0,278,2008-09
0430911,0430011,East Hartford School District,Anna E. Norris School,0,66,59,38,46,54,59,0,0,0,0,0,0,0,322,2008-09
0430611,0430011,East Hartford School District,Dr. Franklin H. Mayberry School,0,60,63,83,79,57,68,0,0,0,0,0,0,0,410,2008-09
0432211,0430011,East Hartford School District,Dr. John A. Langford School,0,53,53,69,46,64,47,0,0,0,0,0,0,0,332,2008-09
0431011,0430011,East Hartford School District,Dr. Thomas S. O'Connell School,0,45,48,56,63,55,55,0,0,0,0,0,0,0,322,2008-09
0432011,0430011,East Hartford School District,Governor William Pitkin School,0,59,66,65,57,44,62,0,0,0,0,0,0,0,353,2008-09
0430411,0430011,East Hartford School District,Joseph O. Goodwin School,0,43,48,47,61,69,63,0,0,0,0,0,0,0,331,2008-09
0431811,0430011,East Hartford School District,Robert J. O'Brien School,0,66,70,78,72,72,56,0,0,0,0,0,0,0,414,2008-09
0431211,0430011,East Hartford School District,Silver Lane School,0,53,51,49,45,55,44,0,0,0,0,0,0,0,297,2008-09
0439011,0430011,East Hartford School District,Woodland School,0,0,*,*,11,10,11,17,15,16,26,17,18,16,169,2008-09
0432411,0430011,East Hartford School District,Sunset Ridge Middle School,0,0,0,0,0,0,0,492,0,0,0,0,0,0,492,2008-09
0435111,0430011,East Hartford School District,East Hartford Middle School,0,0,0,0,0,0,0,0,454,513,0,0,0,0,967,2008-09
0436311,0430011,East Hartford School District,Connecticut IB Academy,0,0,0,0,0,0,0,0,0,0,52,50,32,35,169,2008-09
0436211,0430011,East Hartford School District,East Hartford High School,0,0,0,0,0,0,0,0,0,0,520,460,507,411,1898,2008-09
0436411,0430011,East Hartford School District,Stevens Alternate High School,0,0,0,0,0,0,0,0,0,0,21,43,49,35,148,2008-09
0441411,0440011,East Haven School District,D. C. Moore School,14,0,45,38,36,42,30,28,0,0,0,0,0,0,233,2008-09
0441911,0440011,East Haven School District,Hays School,44,119,0,0,0,0,0,0,0,0,0,0,0,0,163,2008-09
0441811,0440011,East Haven School District,Overbrook Elementary School,51,108,0,0,0,0,0,0,0,0,0,0,0,0,159,2008-09
0440111,0440011,East Haven School District,Deer Run School,0,0,71,45,64,55,54,48,0,0,0,0,0,0,337,2008-09
0441311,0440011,East Haven School District,Dominick H. Ferrara School,0,0,38,32,33,23,32,31,0,0,0,0,0,0,189,2008-09
0441011,0440011,East Haven School District,Grove J. Tuttle School,0,0,39,32,33,36,36,36,0,0,0,0,0,0,212,2008-09
0440711,0440011,East Haven School District,Momauguin School,0,0,38,35,35,39,33,24,0,0,0,0,0,0,204,2008-09
0441611,0440011,East Haven School District,Robert W. Carbone School,0,0,52,46,44,47,49,54,0,0,0,0,0,0,292,2008-09
0441711,0440011,East Haven School District,Carbone School/East Haven Academy,0,0,0,0,22,40,43,42,43,38,0,0,0,0,228,2008-09
0445111,0440011,East Haven School District,Joseph Melillo Middle School,0,0,0,0,0,0,0,0,259,240,0,0,0,0,499,2008-09
0449011,0440011,East Haven School District,Pathways,0,0,0,0,0,0,0,0,*,*,9,10,19,*,46,2008-09
0446111,0440011,East Haven School District,East Haven High School,0,0,0,0,0,0,0,0,0,0,225,288,268,233,1014,2008-09
0458011,0450011,East Lyme School District,Integrated Preschool,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2008-09
0450111,0450011,East Lyme School District,Flanders School,0,68,66,72,85,77,0,0,0,0,0,0,0,0,368,2008-09
0450411,0450011,East Lyme School District,Lillie B. Haynes School,0,62,85,73,69,77,0,0,0,0,0,0,0,0,366,2008-09
0450211,0450011,East Lyme School District,Niantic Center School,0,51,49,51,48,48,0,0,0,0,0,0,0,0,247,2008-09
0455111,0450011,East Lyme School District,East Lyme Middle School,0,0,0,0,0,0,193,210,224,243,0,0,0,0,870,2008-09
0456111,0450011,East Lyme School District,East Lyme High School,0,0,0,0,0,0,0,0,0,0,286,330,308,323,1247,2008-09
0470111,0470011,East Windsor School District,Broad Brook Elementary School,55,102,107,110,121,105,0,0,0,0,0,0,0,0,600,2008-09
0475411,0470011,East Windsor School District,East Windsor Middle School,0,0,0,0,0,0,121,*,112,98,0,*,0,0,424,2008-09
0476111,0470011,East Windsor School District,East Windsor High School,0,0,0,0,0,0,0,0,0,0,101,100,99,111,411,2008-09
0390111,0390011,Eastford School District,Eastford Elementary School,20,14,11,22,20,24,18,20,17,19,0,0,0,0,185,2008-09
0460111,0460011,Easton School District,Samuel Staples Elementary School,34,98,122,125,128,134,128,0,0,0,0,0,0,0,769,2008-09
0465111,0460011,Easton School District,Helen Keller Middle School,0,0,0,0,0,0,0,140,127,120,0,0,0,0,387,2008-09
2428014,2420014,EdAdvance,EdAdvance Headstart,167,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2008-09
2429014,2420014,EdAdvance,The ACCESS School at The Danuta M. Thibodeau Education Center,0,0,0,*,0,*,*,*,*,*,*,*,6,*,27,2008-09
0480111,0480011,Ellington School District,Center School,46,82,72,63,73,93,0,0,0,0,0,0,0,0,429,2008-09
0480211,0480011,Ellington School District,Crystal Lake School,0,47,47,43,39,45,0,0,0,0,0,0,0,0,221,2008-09
0480611,0480011,Ellington School District,Windermere School,0,60,81,98,89,82,0,0,0,0,0,0,0,0,410,2008-09
0480711,0480011,Ellington School District,Windermere Intermediate School,0,0,0,0,0,0,195,211,0,0,0,0,0,0,406,2008-09
0485111,0480011,Ellington School District,Ellington Middle School,0,0,0,0,0,0,0,0,188,202,0,0,0,0,390,2008-09
0486111,0480011,Ellington School District,Ellington High School,0,0,0,0,0,0,0,0,0,0,219,169,192,198,778,2008-09
0491311,0490011,Enfield School District,Edgar H. Parkman School,*,*,51,46,48,45,57,46,0,0,0,0,0,0,339,2008-09
0491611,0490011,Enfield School District,Eli Whitney School,39,52,47,53,62,47,58,46,0,0,0,0,0,0,404,2008-09
0490211,0490011,Enfield School District,Enfield Street School,28,46,55,49,47,36,49,38,0,0,0,0,0,0,348,2008-09
0491211,0490011,Enfield School District,Harriet Beecher Stowe School,*,*,40,43,39,45,45,36,0,0,0,0,0,0,283,2008-09
0490411,0490011,Enfield School District,Hazardville Memorial School,*,56,57,*,62,60,59,61,0,0,0,0,0,0,405,2008-09
0498011,0490011,Enfield School District,Head Start Program,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2008-09
0491811,0490011,Enfield School District,Henry Barnard School,*,67,57,61,*,61,65,58,0,0,0,0,0,0,418,2008-09
0491111,0490011,Enfield School District,Nathan Hale School,*,31,*,45,44,41,41,31,0,0,0,0,0,0,263,2008-09
0491511,0490011,Enfield School District,Prudence Crandall School,*,60,*,55,56,71,71,66,0,0,0,0,0,0,435,2008-09
0491711,0490011,Enfield School District,Thomas G. Alcorn School,*,52,56,42,44,33,*,39,0,0,0,0,0,0,299,2008-09
0495211,0490011,Enfield School District,John F. Kennedy Middle School,0,0,0,0,0,0,0,0,448,475,0,0,0,0,923,2008-09
0496111,0490011,Enfield School District,Enfield High School,0,0,0,0,0,0,0,0,0,0,246,218,237,192,893,2008-09
0496211,0490011,Enfield School District,Enrico Fermi High School,0,0,0,0,0,0,0,0,0,0,343,273,296,262,1174,2008-09
0499011,0490011,Enfield School District,Enfield Transitional Learning Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2008-09
0500111,0500011,Essex School District,Essex Elementary School,37,70,79,75,97,80,66,90,0,0,0,0,0,0,594,2008-09
0510211,0510011,Fairfield School District,Burr Elementary School,20,79,59,59,80,73,99,0,0,0,0,0,0,0,469,2008-09
0518011,0510011,Fairfield School District,Early Childhood Center,126,0,0,0,0,0,0,0,0,0,0,0,0,0,126,2008-09
0510611,0510011,Fairfield School District,McKinley School,20,64,57,81,65,82,67,0,0,0,0,0,0,0,436,2008-09
0511711,0510011,Fairfield School District,Jennings School,0,48,59,65,68,54,62,0,0,0,0,0,0,0,356,2008-09
0511311,0510011,Fairfield School District,Sherman School,0,59,72,84,63,92,76,0,0,0,0,0,0,0,446,2008-09
0510111,0510011,Fairfield School District,Dwight Elementary School,0,36,59,54,57,61,55,0,0,0,0,0,0,0,322,2008-09
0510411,0510011,Fairfield School District,Holland Hill School,0,54,59,65,54,57,61,0,0,0,0,0,0,0,350,2008-09
0510711,0510011,Fairfield School District,Mill Hill School,0,73,82,77,88,78,72,0,0,0,0,0,0,0,470,2008-09
0511611,0510011,Fairfield School District,North Stratfield School,0,87,78,96,78,81,82,0,0,0,0,0,0,0,502,2008-09
0511811,0510011,Fairfield School District,Osborn Hill School,0,96,85,89,85,84,88,0,0,0,0,0,0,0,527,2008-09
0511211,0510011,Fairfield School District,Riverfield School,0,74,68,82,96,76,82,0,0,0,0,0,0,0,478,2008-09
0511411,0510011,Fairfield School District,Stratfield School,0,115,73,91,82,80,101,0,0,0,0,0,0,0,542,2008-09
0515211,0510011,Fairfield School District,Fairfield Woods Middle School,0,0,0,0,0,0,0,210,215,180,0,0,0,0,605,2008-09
0515311,0510011,Fairfield School District,Roger Ludlowe Middle School,0,0,0,0,0,0,0,293,311,285,0,0,0,0,889,2008-09
0515111,0510011,Fairfield School District,Tomlinson Middle School,0,0,0,0,0,0,0,252,254,264,0,0,0,0,770,2008-09
0516011,0510011,Fairfield School District,Fairfield Ludlowe High School,0,0,0,0,0,0,0,0,0,0,371,344,349,328,1392,2008-09
0516211,0510011,Fairfield School District,Fairfield Warde High School,0,0,0,0,0,0,0,0,0,0,338,303,336,296,1273,2008-09
0528011,0520011,Farmington School District,Farmington Collaborative PK,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2008-09
0520411,0520011,Farmington School District,East Farms School,0,82,96,85,80,85,0,0,0,0,0,0,0,0,428,2008-09
0520211,0520011,Farmington School District,Noah Wallace School,0,74,56,78,58,79,0,0,0,0,0,0,0,0,345,2008-09
0520111,0520011,Farmington School District,Union School,0,56,54,55,57,73,0,0,0,0,0,0,0,0,295,2008-09
0520311,0520011,Farmington School District,West District School,0,76,61,60,75,73,0,0,0,0,0,0,0,0,345,2008-09
0520511,0520011,Farmington School District,West Woods Upper Elementary School,0,0,0,0,0,0,340,336,0,0,0,0,0,0,676,2008-09
0525111,0520011,Farmington School District,Irving A. Robbins Middle School,0,0,0,0,0,0,0,0,342,329,0,0,0,0,671,2008-09
0526111,0520011,Farmington School District,Farmington High School,0,0,0,0,0,0,0,0,0,0,325,340,346,349,1360,2008-09
0530111,0530011,Franklin School District,Franklin Elementary School,23,19,20,20,29,21,17,20,27,29,0,0,0,0,225,2008-09
0540211,0540011,Glastonbury School District,Buttonball Lane School,*,91,103,97,*,85,112,0,0,0,0,0,0,0,575,2008-09
0540711,0540011,Glastonbury School District,Naubuc School,50,66,79,76,74,62,81,0,0,0,0,0,0,0,488,2008-09
0540911,0540011,Glastonbury School District,Nayaug Elementary School,19,97,105,117,103,113,110,0,0,0,0,0,0,0,664,2008-09
0540311,0540011,Glastonbury School District,Eastbury School,0,46,51,60,60,59,66,0,0,0,0,0,0,0,342,2008-09
0540411,0540011,Glastonbury School District,Hebron Avenue School,0,74,91,79,101,87,93,0,0,0,0,0,0,0,525,2008-09
0540611,0540011,Glastonbury School District,Hopewell School,0,84,92,92,89,89,84,0,0,0,0,0,0,0,530,2008-09
0540811,0540011,Glastonbury School District,Gideon Welles School,0,0,0,0,0,0,0,530,0,0,0,0,0,0,530,2008-09
0545211,0540011,Glastonbury School District,Smith Middle School,0,0,0,0,0,0,0,*,573,553,*,0,0,0,1128,2008-09
0546111,0540011,Glastonbury School District,Glastonbury High School,0,0,0,0,0,0,0,0,0,0,520,540,478,528,2066,2008-09
0560111,0560011,Granby School District,Frank M. Kearns Primary School,8,143,154,168,0,0,0,0,0,0,0,0,0,0,473,2008-09
0560411,0560011,Granby School District,Kelly Lane Primary School,0,0,0,0,86,74,104,86,0,0,0,0,0,0,350,2008-09
0560311,0560011,Granby School District,Wells Road Intermediate School,0,0,0,0,80,82,93,75,0,0,0,0,0,0,330,2008-09
0565111,0560011,Granby School District,Granby Memorial Middle School,0,0,0,0,0,0,0,0,192,187,0,0,0,0,379,2008-09
0566111,0560011,Granby School District,Granby Memorial High School,0,0,0,0,0,0,0,0,0,0,190,199,178,170,737,2008-09
