"school_code","district_code","district","school","gender","2011_12","2012_13","2013_14","2014_15","2015_16"
"0930311","0930011","New Haven School District","Beecher School","Male","15.6","15.0","25.0","25.9","23.1"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","Female","7.2","6.4","10.5","10.8","9.4"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","Male","11.6","8.6","15.1","14.8","10.0"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","Female","13.8","7.8","11.8","12.8","14.1"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","Male","8.2","8.9","12.3","15.5","13.1"
"0934311","0930011","New Haven School District","Bishop Woods School","Female","14.3","10.8","23.6","22.4","11.8"
"0934311","0930011","New Haven School District","Bishop Woods School","Male","21.7","8.5","23.4","25.9","11.7"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","Female","","","","*","*"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","Male","","","","*","*"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","Female","32.3","10.1","15.6","28.4","18.4"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","Male","34.9","10.4","11.6","28.2","16.9"
"0934111","0930011","New Haven School District","Christopher Columbus Academy","Female","12.5","7.9","9.2","",""
"0934111","0930011","New Haven School District","Christopher Columbus Academy","Male","11.4","8.1","18.9","",""
"0934211","0930011","New Haven School District","Clemente Leadership Academy","Female","25.5","26.4","41.8","41.4","22.4"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","Male","29.9","22.1","33.1","33.2","20.7"
"0930611","0930011","New Haven School District","Clinton Avenue School","Female","17.9","14.6","29.6","23.7","18.0"
"0930611","0930011","New Haven School District","Clinton Avenue School","Male","22.3","15.9","29.2","22.8","19.3"
"0934111","0930011","New Haven School District","Columbus Family Academy","Female","","","","14.7","6.1"
"0934111","0930011","New Haven School District","Columbus Family Academy","Male","","","","19.2","13.6"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","Female","4.9","5.3","11.8","15.5","15.0"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","Male","6.2","8.0","16.3","19.8","13.5"
"0936411","0930011","New Haven School District","Cooperative High School","Female","26.5","16.2","27.3","24.1","14.9"
"0936411","0930011","New Haven School District","Cooperative High School","Male","15.5","11.4","26.4","24.1","10.0"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","Female","5.5","6.0","7.9","7.7","4.6"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","Male","7.3","5.4","15.0","8.7","8.0"
"0935611","0930011","New Haven School District","Domus Academy","Female","*","*","*","*","*"
"0935611","0930011","New Haven School District","Domus Academy","Male","*","*","*","*","*"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","Female","15.4","12.2","23.0","24.0","20.1"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","Male","18.3","13.6","20.4","24.1","13.7"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Female","6.7","*","16.6","12.7","12.7"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Male","3.8","*","10.1","12.2","14.0"
"0931611","0930011","New Haven School District","Fair Haven School","Female","16.0","12.5","20.9","28.0","18.6"
"0931611","0930011","New Haven School District","Fair Haven School","Male","17.5","15.6","23.0","24.0","18.7"
"0936611","0930011","New Haven School District","High School In The Community","Female","39.7","28.9","38.2","45.8","36.3"
"0936611","0930011","New Haven School District","High School In The Community","Male","40.4","30.1","34.1","36.7","28.3"
"0930711","0930011","New Haven School District","Hill Central Music Academy","Female","29.2","10.6","30.3","23.8","20.9"
"0930711","0930011","New Haven School District","Hill Central Music Academy","Male","22.9","13.6","26.5","25.8","18.6"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Female","19.4","14.1","23.4","25.3","20.6"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Male","14.6","12.6","19.8","25.3","21.7"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Female","19.1","25.6","42.9","42.9","36.5"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Male","24.0","17.8","36.4","44.4","34.7"
"0936211","0930011","New Haven School District","James Hillhouse High School","Female","37.4","30.9","48.2","45.0","39.6"
"0936211","0930011","New Haven School District","James Hillhouse High School","Male","42.2","34.8","43.0","44.2","38.4"
"0931311","0930011","New Haven School District","John C. Daniels","Female","7.3","8.5","15.9","15.2","12.1"
"0931311","0930011","New Haven School District","John C. Daniels","Male","9.5","8.6","12.8","12.5","11.7"
"0930811","0930011","New Haven School District","John S. Martinez School","Female","16.6","9.4","25.0","24.5","13.6"
"0930811","0930011","New Haven School District","John S. Martinez School","Male","11.7","7.3","22.4","25.5","10.0"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","Female","16.5","12.8","21.2","25.2","20.2"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","Male","9.4","11.1","21.3","24.6","18.4"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","Female","7.9","11.8","18.9","16.9","10.2"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","Male","13.8","13.2","21.1","20.2","16.2"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","Female","16.9","15.3","27.3","29.6","19.2"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","Male","27.2","23.1","32.2","30.4","19.8"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","Female","6.3","5.7","12.4","18.3","11.6"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","Male","9.0","8.9","14.5","17.9","10.2"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Female","17.4","24.5","33.8","24.7","20.9"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Male","19.1","19.6","27.4","27.1","21.9"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","Female","","","","","*"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","Male","","","","","*"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","Female","","","","","*"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","Male","","","","","*"
"0934511","0930011","New Haven School District","NHPS Self Contained Multi-Handicapped","Female","","","","","*"
"0934511","0930011","New Haven School District","NHPS Self Contained Multi-Handicapped","Male","","","","","*"
"0937011","0930011","New Haven School District","New Haven Academy","Female","17.3","29.4","44.1","12.7","25.7"
"0937011","0930011","New Haven School District","New Haven Academy","Male","21.4","18.3","50.0","19.3","17.5"
"0932211","0930011","New Haven School District","New Horizons High School","Female","","","","96.9","89.3"
"0932211","0930011","New Haven School District","New Horizons High School","Male","","","","93.1","88.7"
"0932611","0930011","New Haven School District","New Light High School","Female","","","","*","85.0"
"0932611","0930011","New Haven School District","New Light High School","Male","","","","*","69.8"
"0937311","0930011","New Haven School District","Off-Campus Classroom Program (OCC)","Female","","","","","*"
"0937311","0930011","New Haven School District","Off-Campus Classroom Program (OCC)","Male","","","","","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","Female","94.4","83.3","*","*","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","Female","","10.7","28.6","21.3","12.7"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","Male","","9.6","30.4","24.8","9.2"
"0939111","0930011","New Haven School District","Riverside Education Academy","Female","72.5","67.4","87.0","69.8","82.5"
"0939111","0930011","New Haven School District","Riverside Education Academy","Male","62.2","52.1","72.1","50.0","69.2"
"0931011","0930011","New Haven School District","Ross/Woodward School","Female","9.8","8.2","13.6","18.2","14.6"
"0931011","0930011","New Haven School District","Ross/Woodward School","Male","10.0","4.7","12.4","15.5","10.6"
"0936711","0930011","New Haven School District","Sound School","Female","15.4","15.8","17.8","20.7","17.0"
"0936711","0930011","New Haven School District","Sound School","Male","8.2","17.7","15.1","18.1","8.8"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","Female","29.7","12.2","29.3","27.7","19.1"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","Male","29.5","15.0","32.0","29.1","19.2"
"0932911","0930011","New Haven School District","Truman School","Female","20.4","12.2","20.4","18.9","15.1"
"0932911","0930011","New Haven School District","Truman School","Male","25.4","18.1","22.0","22.0","18.5"
"0934911","0930011","New Haven School District","West Rock Authors Academy","Female","12.9","13.1","32.6","37.4","17.0"
"0934911","0930011","New Haven School District","West Rock Authors Academy","Male","9.2","6.0","28.0","25.6","25.2"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","Female","15.1","10.7","29.3","31.4","17.8"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","Male","17.7","15.0","29.9","33.3","22.1"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Female","53.8","50.0","43.1","48.0","42.1"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Male","56.7","54.7","52.1","53.1","41.0"
"0933811","0930011","New Haven School District","Worthington Hooker School","Female","3.0","5.4","7.5","12.9","4.2"
"0933811","0930011","New Haven School District","Worthington Hooker School","Male","7.7","4.5","11.1","9.9","7.5"
"0950311","0950011","New London School District","Jennings School","Female","24.7","17.4","19.3","18.2","19.0"
"0950311","0950011","New London School District","Jennings School","Male","21.3","16.7","21.7","21.1","15.6"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","Female","18.4","11.8","12.5","14.6","14.1"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","Male","26.1","15.0","13.3","17.3","12.2"
"0950611","0950011","New London School District","Early Childhood Center at Harbor","Female","","","","31.7","30.8"
"0950611","0950011","New London School District","Early Childhood Center at Harbor","Male","","","","20.8","23.7"
"0950211","0950011","New London School District","Harbor School","Female","16.3","","","",""
"0950211","0950011","New London School District","Harbor School","Male","17.5","","","",""
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","Female","19.0","20.0","6.1","16.7","16.6"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","Male","21.4","20.0","4.0","15.3","14.7"
"0959111","0950011","New London School District","New London Clinical Day Program","Female","*","*","","",""
"0959111","0950011","New London School District","New London Clinical Day Program","Male","*","*","","",""
"0956111","0950011","New London School District","New London High School","Female","28.6","19.4","23.1","20.3","17.3"
"0956111","0950011","New London School District","New London High School","Male","25.8","20.6","25.3","15.6","17.5"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","Female","42.0","23.2","39.0","21.1","16.5"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","Male","43.5","20.8","38.9","20.2","13.3"
"0960511","0960011","New Milford School District","Hill And Plain School","Female","5.3","3.2","5.7","4.6","4.2"
"0960511","0960011","New Milford School District","Hill And Plain School","Male","8.0","9.1","6.7","9.2","6.6"
"0960711","0960011","New Milford School District","John Pettibone School","Female","8.0","3.2","*","*",""
"0960711","0960011","New Milford School District","John Pettibone School","Male","7.3","5.1","*","*",""
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","Female","*","*","*","*","*"
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","Male","*","*","*","*","*"
"0966111","0960011","New Milford School District","New Milford High School","Female","18.2","14.7","16.9","10.6","7.9"
"0966111","0960011","New Milford School District","New Milford High School","Male","15.9","15.2","14.1","9.7","8.3"
"0960811","0960011","New Milford School District","Northville Elementary School","Female","8.1","4.7","6.6","3.7","5.0"
"0960811","0960011","New Milford School District","Northville Elementary School","Male","9.2","4.5","5.6","4.9","7.5"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","Female","4.5","6.0","3.3","3.5","3.4"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","Male","6.3","7.4","6.3","3.2","3.0"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","Female","7.8","10.3","7.0","5.8","5.5"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","Male","10.2","9.5","8.2","6.2","3.6"
"0940611","0940011","Newington School District","Anna Reynolds School","Female","3.1","0.0","*","*","*"
"0940611","0940011","Newington School District","Anna Reynolds School","Male","4.7","*","*","*","*"
"0940211","0940011","Newington School District","Elizabeth Green School","Female","*","*","*","*","*"
"0940211","0940011","Newington School District","Elizabeth Green School","Male","*","*","*","*","*"
"0940811","0940011","Newington School District","John Paterson School","Female","*","*","3.1","6.3","*"
"0940811","0940011","Newington School District","John Paterson School","Male","*","*","3.3","4.9","*"
"0945311","0940011","Newington School District","John Wallace Middle School","Female","4.1","2.5","2.2","*","*"
"0945311","0940011","Newington School District","John Wallace Middle School","Male","5.2","3.1","3.7","*","*"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","Female","5.3","3.7","5.4","2.7","2.3"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","Male","4.5","2.8","3.3","2.5","2.5"
"0946111","0940011","Newington School District","Newington High School","Female","4.9","5.6","14.1","12.5","9.4"
"0946111","0940011","Newington School District","Newington High School","Male","6.2","7.5","14.3","13.8","10.7"
"0940711","0940011","Newington School District","Ruth Chaffee School","Female","6.2","*","*","*","*"
"0940711","0940011","Newington School District","Ruth Chaffee School","Male","3.0","*","*","*","*"
"0970111","0970011","Newtown School District","Hawley Elementary School","Female","*","*","*","*","*"
"0970111","0970011","Newtown School District","Hawley Elementary School","Male","*","*","*","*","*"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","Female","*","6.8","*","*","5.6"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","Male","*","5.5","*","*","3.8"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","Female","3.2","4.3","4.3","*","*"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","Male","2.7","6.8","5.3","*","*"
"0976111","0970011","Newtown School District","Newtown High School","Female","2.1","3.7","2.8","3.8","5.4"
"0976111","0970011","Newtown School District","Newtown High School","Male","1.1","2.6","2.7","3.8","5.2"
"0975111","0970011","Newtown School District","Newtown Middle School","Female","3.2","6.8","8.1","7.0","6.6"
"0975111","0970011","Newtown School District","Newtown Middle School","Male","5.2","9.8","6.1","6.0","4.9"
"0970511","0970011","Newtown School District","Reed Intermediate School","Female","3.6","3.7","2.9","*","3.4"
"0970511","0970011","Newtown School District","Reed Intermediate School","Male","1.8","6.1","4.5","*","2.6"
"0979011","0970011","Newtown School District","STARR","Female","*","*","*","*","*"
"0979011","0970011","Newtown School District","STARR","Male","*","*","*","*","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","Female","*","5.9","7.5","3.6","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","Male","*","3.7","4.9","4.1","*"
"0980111","0980011","Norfolk School District","Botelle Elementary School","Female","*","*","*","0.0","*"
"0980111","0980011","Norfolk School District","Botelle Elementary School","Male","*","*","*","*","0.0"
"0989211","0980011","Norfolk School District","Bridges II","Female","*","*","*","",""
"0989211","0980011","Norfolk School District","Bridges II","Male","*","*","*","",""
"0990411","0990011","North Branford School District","Jerome Harrison School","Female","3.8","4.5","*","*","*"
"0990411","0990011","North Branford School District","Jerome Harrison School","Male","6.0","3.4","*","*","*"
"0996111","0990011","North Branford School District","North Branford High School","Female","46.9","38.9","8.1","3.4","9.2"
"0996111","0990011","North Branford School District","North Branford High School","Male","34.5","31.7","6.7","5.9","8.3"
"0995111","0990011","North Branford School District","North Branford Intermediate School","Female","6.2","6.1","4.6","4.3","3.8"
"0995111","0990011","North Branford School District","North Branford Intermediate School","Male","4.0","7.1","6.0","5.2","3.1"
"0999011","0990011","North Branford School District","School to Work Program","Female","","*","*","","*"
"0999011","0990011","North Branford School District","School to Work Program","Male","","*","*","*","*"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","Female","*","3.2","*","*","3.3"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","Male","*","2.6","*","*","3.7"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","Female","11.7","13.0","7.9","*","5.6"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","Male","14.1","16.8","4.3","*","5.7"
"1010811","1010011","North Haven School District","Clintonville Elementary School","Female","*","6.5","3.9","5.5","*"
"1010811","1010011","North Haven School District","Clintonville Elementary School","Male","*","7.9","6.9","5.4","*"
"1010711","1010011","North Haven School District","Green Acres Elementary School","Female","*","6.3","5.5","4.5","*"
"1010711","1010011","North Haven School District","Green Acres Elementary School","Male","*","4.3","5.7","6.7","*"
"1010211","1010011","North Haven School District","Montowese Elementary School","Female","*","3.1","*","*","*"
"1010211","1010011","North Haven School District","Montowese Elementary School","Male","*","5.8","*","*","*"
"1016111","1010011","North Haven School District","North Haven High School","Female","13.7","17.3","13.3","43.8","1.6"
"1016111","1010011","North Haven School District","North Haven High School","Male","11.4","16.0","15.3","40.1","3.0"
"1015211","1010011","North Haven School District","North Haven Middle School","Female","5.0","7.0","7.0","11.1","7.7"
"1015211","1010011","North Haven School District","North Haven Middle School","Male","8.5","7.5","7.5","9.1","8.3"
"1010111","1010011","North Haven School District","North Haven Transition Partnership","Female","","","","*","*"
"1010111","1010011","North Haven School District","North Haven Transition Partnership","Male","","","","*","*"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","Female","4.1","6.5","4.5","*","3.8"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","Male","4.8","4.4","4.9","*","3.0"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","Female","*","6.0","0.0","0.0","3.7"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","Male","*","3.9","0.0","0.0","3.4"
"1026111","1020011","North Stonington School District","Wheeler High School","Female","14.6","21.7","19.3","*","*"
"1026111","1020011","North Stonington School District","Wheeler High School","Male","18.9","18.4","15.5","*","*"
"1025111","1020011","North Stonington School District","Wheeler Middle School","Female","8.9","14.3","*","*","*"
"1025111","1020011","North Stonington School District","Wheeler Middle School","Male","12.9","12.7","*","*","*"
"1036211","1030011","Norwalk School District","Brien McMahon High School","Female","15.7","14.6","14.8","9.4","16.2"
"1036211","1030011","Norwalk School District","Brien McMahon High School","Male","19.1","14.5","12.3","7.7","15.2"
"1030211","1030011","Norwalk School District","Brookside Elementary School","Female","5.1","4.2","4.7","8.5","4.4"
"1030211","1030011","Norwalk School District","Brookside Elementary School","Male","4.1","4.6","5.3","5.0","4.5"
"1030311","1030011","Norwalk School District","Columbus Magnet School","Female","*","*","*","*","*"
"1030311","1030011","Norwalk School District","Columbus Magnet School","Male","*","*","*","*","*"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","Female","4.1","6.4","2.9","4.7","6.1"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","Male","3.5","4.2","6.1","3.6","5.2"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","Female","9.3","10.1","6.6","7.0","4.2"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","Male","5.9","7.9","8.1","6.6","7.6"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","Female","5.9","8.0","5.8","10.8","6.6"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","Male","7.7","10.2","8.5","14.4","8.0"
"1030811","1030011","Norwalk School District","Kendall Elementary School","Female","5.8","7.0","6.4","7.5","8.2"
"1030811","1030011","Norwalk School District","Kendall Elementary School","Male","7.0","9.3","10.3","7.5","6.5"
"1032211","1030011","Norwalk School District","Marvin Elementary School","Female","7.9","3.9","5.6","4.1","5.0"
"1032211","1030011","Norwalk School District","Marvin Elementary School","Male","6.0","6.7","5.6","4.8","3.3"
"1032111","1030011","Norwalk School District","Naramake Elementary School","Female","*","3.8","*","4.6","5.3"
"1032111","1030011","Norwalk School District","Naramake Elementary School","Male","*","4.5","*","3.2","6.8"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","Female","12.0","13.4","6.8","5.0","5.0"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","Male","12.5","16.1","10.9","11.9","8.6"
"1036111","1030011","Norwalk School District","Norwalk High School","Female","19.8","16.1","17.2","9.8","18.4"
"1036111","1030011","Norwalk School District","Norwalk High School","Male","18.1","18.1","15.8","8.0","18.3"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Female","96.3","80.0","80.5","41.2","68.2"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Male","94.3","84.2","80.0","45.9","70.0"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","Female","18.2","18.1","21.7","10.9","8.7"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","Male","18.6","20.2","24.4","13.6","9.2"
"1035511","1030011","Norwalk School District","Roton Middle School","Female","12.3","13.7","11.0","5.6","2.5"
"1035511","1030011","Norwalk School District","Roton Middle School","Male","13.3","12.2","11.4","7.4","8.6"
"1031311","1030011","Norwalk School District","Rowayton School","Female","2.9","5.1","8.0","7.1","4.9"
"1031311","1030011","Norwalk School District","Rowayton School","Male","6.5","8.3","8.7","6.6","5.3"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","Female","11.6","11.6","9.5","13.6","7.8"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","Male","5.9","7.5","7.3","7.3","5.7"
"1031411","1030011","Norwalk School District","Tracey School","Female","6.4","8.3","4.3","10.8","10.3"
"1031411","1030011","Norwalk School District","Tracey School","Male","3.4","9.0","5.1","7.4","7.5"
"1035411","1030011","Norwalk School District","West Rocks Middle School","Female","11.3","8.5","9.1","7.8","10.9"
"1035411","1030011","Norwalk School District","West Rocks Middle School","Male","13.8","9.7","10.4","8.3","6.5"
"1032411","1030011","Norwalk School District","Wolfpit School","Female","*","5.3","*","4.8","*"
"1032411","1030011","Norwalk School District","Wolfpit School","Male","*","5.3","*","5.8","*"
"9010322","9010022","Norwich Free Academy District","Alternative Pathways to Success","Female","","","","","*"
"9010322","9010022","Norwich Free Academy District","Alternative Pathways to Success","Male","","","","","*"
"9010122","9010022","Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","Female","","","","*","*"
"9010122","9010022","Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","Male","","","","*","*"
"9010222","9010022","Norwich Free Academy District","Night School","Female","","","","","*"
"9010222","9010022","Norwich Free Academy District","Night School","Male","","","","","*"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Female","11.7","12.6","33.0","16.5","10.3"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Male","9.6","10.2","28.8","14.0","10.0"
"1049211","1040011","Norwich School District","Virtual Learning Academy","Female","","*","*","*","*"
"1049211","1040011","Norwich School District","Virtual Learning Academy","Male","","*","*","*","*"
"1040411","1040011","Norwich School District","ABA Autism Program","Female","","","","","*"
"1040411","1040011","Norwich School District","ABA Autism Program","Male","","","","","*"
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","Female","*","*","*","",""
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","Male","*","*","*","",""
"1049011","1040011","Norwich School District","Hickory Street School","Female","*","","","*",""
"1049011","1040011","Norwich School District","Hickory Street School","Male","*","*","*","*",""
"1040911","1040011","Norwich School District","IRS Program at Moriarty","Male","","","","","*"
"1040711","1040011","Norwich School District","IRS Program at Uncas","Female","","","","","*"
"1040711","1040011","Norwich School District","IRS Program at Uncas","Male","","","","","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","Female","10.6","11.3","12.2","10.6","10.7"
"1041411","1040011","Norwich School District","John B. Stanton Network School","Male","10.9","10.7","6.8","8.2","5.0"
"1045111","1040011","Norwich School District","Kelly Middle School","Female","15.5","11.2","15.9","15.7","8.9"
"1045111","1040011","Norwich School District","Kelly Middle School","Male","13.3","14.9","15.4","13.5","10.2"
"1042011","1040011","Norwich School District","Moriarty Magnet School","Female","13.2","19.3","17.5","10.1","8.7"
"1042011","1040011","Norwich School District","Moriarty Magnet School","Male","16.3","17.4","20.7","13.9","12.1"
"1040811","1040011","Norwich School District","Samuel Huntington School","Female","14.2","12.0","12.8","11.2","*"
"1040811","1040011","Norwich School District","Samuel Huntington School","Male","9.1","6.6","9.2","9.7","*"
"1040511","1040011","Norwich School District","Special Needs Program","Female","","","","","*"
"1040511","1040011","Norwich School District","Special Needs Program","Male","","","","","*"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","Female","11.4","10.9","12.9","9.8","5.9"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","Male","10.6","8.3","15.8","15.7","9.9"
"1046111","1040011","Norwich School District","Thames River Academy","Female","84.8","","","",""
"1046111","1040011","Norwich School District","Thames River Academy","Male","79.5","","","",""
"1041711","1040011","Norwich School District","Thomas W. Mahan School","Female","7.4","8.3","5.3","7.3","*"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","Male","5.2","6.7","8.4","9.1","*"
"1041911","1040011","Norwich School District","Uncas Network School","Female","18.6","20.5","18.2","9.6","*"
"1041911","1040011","Norwich School District","Uncas Network School","Male","16.4","15.2","11.8","14.9","*"
"1041811","1040011","Norwich School District","Veterans' Memorial School","Female","7.6","11.9","17.3","13.0","16.3"
"1041811","1040011","Norwich School District","Veterans' Memorial School","Male","13.3","10.7","8.6","8.6","8.5"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","Female","10.6","8.7","13.9","10.1","6.5"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","Male","18.3","14.8","16.1","17.6","7.7"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","Female","8.3","10.4","11.8","9.4","*"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","Male","9.6","8.5","11.5","5.3","*"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","Female","4.7","6.4","*","*","4.6"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","Male","4.7","3.4","*","*","3.7"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","Female","7.1","4.6","5.0","*","2.4"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","Male","3.8","4.0","2.5","*","2.5"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Female","39.0","42.4","11.5","31.0","13.1"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Male","30.5","30.6","8.0","28.1","11.4"
"1070211","1070011","Orange School District","Mary L. Tracy School","Female","*","10.7","*","*","*"
"1070211","1070011","Orange School District","Mary L. Tracy School","Male","*","7.4","*","*","*"
"1070511","1070011","Orange School District","Peck Place School","Female","*","3.4","5.6","*","*"
"1070511","1070011","Orange School District","Peck Place School","Male","*","3.4","5.1","*","*"
"1070311","1070011","Orange School District","Race Brook School","Female","5.5","4.1","4.7","*","4.0"
"1070311","1070011","Orange School District","Race Brook School","Male","3.7","6.7","4.8","*","3.5"
"1070411","1070011","Orange School District","Turkey Hill School","Female","*","*","*","*","*"
"1070411","1070011","Orange School District","Turkey Hill School","Male","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","Female","","","","","*"
"1080411","1080011","Oxford School District","Alternative Education","Male","","","","","*"
"1085111","1080011","Oxford School District","Great Oak School","Female","6.9","8.5","5.0","8.3","7.1"
"1085111","1080011","Oxford School District","Great Oak School","Male","5.5","7.0","7.5","4.7","8.4"
"1080111","1080011","Oxford School District","Oxford Center School","Female","4.2","4.8","3.0","2.4","*"
"1080111","1080011","Oxford School District","Oxford Center School","Male","4.7","4.2","3.0","2.6","*"
"1086011","1080011","Oxford School District","Oxford High School","Female","9.9","18.0","20.6","17.3","15.7"
"1086011","1080011","Oxford School District","Oxford High School","Male","9.7","10.5","12.1","12.5","8.7"
"1080311","1080011","Oxford School District","Quaker Farms School","Female","*","4.0","3.1","*","*"
"1080311","1080011","Oxford School District","Quaker Farms School","Male","*","3.1","3.9","*","*"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","Female","5.2","5.2","*","6.3","*"
