"school_code","district_code","district","school","gender","2011_12","2012_13","2013_14","2014_15","2015_16"
"3362215","3360015","Unified School District #1","MacDougall/Walker Correctional Institution","Male","84.0","48.8","*","*","*"
"3361115","3360015","Unified School District #1","Manson Youth Institution","Male","42.6","52.1","18.4","30.7","39.9"
"3360915","3360015","Unified School District #1","New Haven Correctional Center","Male","36.7","*","*","*","*"
"3362615","3360015","Unified School District #1","Northern Correctional Institution","Male","*","*","*","*","*"
"3361215","3360015","Unified School District #1","Osborn Correctional Institution","Male","48.3","*","*","*","*"
"3361315","3360015","Unified School District #1","Robinson Correctional Institution","Male","72.0","*","*","*","*"
"3361515","3360015","Unified School District #1","Willard/Cybulski Correctional Institution","Male","*","*","","*","*"
"3362515","3360015","Unified School District #1","York Correctional Institution","Female","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children''s Place School","Male","*","*","","",""
"3470115","3470015","Unified School District #2","Children's Place School","Male","","","0.0","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Female","46.9","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Male","85.2","*","*","*","*"
"3470215","3470015","Unified School District #2","Virtual Academy","Female","","","","","*"
"3470215","3470015","Unified School District #2","Virtual Academy","Male","","","","","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Female","","*","*","*",""
"3476715","3470015","Unified School District #2","Walter G. Cady School","Male","*","*","*","*","*"
"1450111","1450011","Union School District","Union Elementary School","Female","0.0","0.0","*","*","*"
"1450111","1450011","Union School District","Union Elementary School","Male","0.0","0.0","*","*","*"
"1460311","1460011","Vernon School District","Northeast School","Female","6.1","5.0","*","5.8","6.9"
"1460311","1460011","Vernon School District","Northeast School","Male","8.6","10.8","*","6.7","4.8"
"1461411","1460011","Vernon School District","Center Road School","Female","4.0","2.6","3.1","*","*"
"1461411","1460011","Vernon School District","Center Road School","Male","5.6","2.4","4.1","*","*"
"1460111","1460011","Vernon School District","Lake Street School","Female","*","*","0.0","*","*"
"1460111","1460011","Vernon School District","Lake Street School","Male","*","*","*","*","*"
"1460511","1460011","Vernon School District","Loveland Hill School","Female","","","*","*","*"
"1460511","1460011","Vernon School District","Loveland Hill School","Male","","","*","*","*"
"1460211","1460011","Vernon School District","Maple Street School","Female","11.6","7.9","14.3","11.8","10.8"
"1460211","1460011","Vernon School District","Maple Street School","Male","18.9","8.1","10.3","9.4","6.0"
"1469011","1460011","Vernon School District","Next Step Program (AACBP)","Female","*","*","*","*","*"
"1469011","1460011","Vernon School District","Next Step Program (AACBP)","Male","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","Female","16.5","13.8","14.2","16.4","17.6"
"1466111","1460011","Vernon School District","Rockville High School","Male","15.1","15.1","12.4","16.8","19.4"
"1461011","1460011","Vernon School District","Skinner Road School","Female","7.9","*","4.8","10.6","9.5"
"1461011","1460011","Vernon School District","Skinner Road School","Male","10.2","*","5.6","10.0","11.3"
"1465111","1460011","Vernon School District","Vernon Center Middle School","Female","5.0","3.6","3.1","6.2","6.4"
"1465111","1460011","Vernon School District","Vernon Center Middle School","Male","6.8","6.8","4.2","5.4","9.2"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","Female","6.7","6.9","10.4","*","*"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","Male","8.6","8.5","8.5","*","*"
"1480211","1480011","Wallingford School District","Highland School","Female","13.5","12.7","*","*","*"
"1480211","1480011","Wallingford School District","Highland School","Male","7.4","11.0","*","*","*"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","Female","*","*","*","*","*"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","Male","*","*","*","*","*"
"1481011","1480011","Wallingford School District","Cook Hill School","Female","8.6","12.6","*","*","*"
"1481011","1480011","Wallingford School District","Cook Hill School","Male","6.2","13.9","*","*","*"
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","Female","9.5","9.7","4.3","3.8",""
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","Male","8.4","8.0","3.7","3.2",""
"1485211","1480011","Wallingford School District","Dag Hammarskjold Middle School","Female","","","","","5.4"
"1485211","1480011","Wallingford School District","Dag Hammarskjold Middle School","Male","","","","","5.9"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Female","","","","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Male","","","","*","*"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","Female","9.6","9.5","4.7","4.3","*"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","Male","11.2","8.3","4.3","4.8","*"
"1489211","1480011","Wallingford School District","Harvest Park","Female","","","","*",""
"1489211","1480011","Wallingford School District","Harvest Park","Male","*","*","*","*","*"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","Female","9.7","10.0","5.0","3.7","3.7"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","Male","9.1","10.6","5.9","5.2","4.7"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Female","12.7","8.7","7.4","7.7","6.9"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Male","11.4","8.3","7.1","6.4","6.9"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Female","7.5","6.8","7.7","6.6","6.0"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Male","9.7","7.1","8.7","8.9","7.3"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","Female","16.1","5.6","*","*","*"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","Male","17.3","6.8","*","*","*"
"1489111","1480011","Wallingford School District","Multi-Vocational Life Skills Program","Female","*","*","*","*","*"
"1489111","1480011","Wallingford School District","Multi-Vocational Life Skills Program","Male","*","*","*","*","*"
"1480311","1480011","Wallingford School District","Parker Farms School","Female","12.7","12.4","4.3","4.5","*"
"1480311","1480011","Wallingford School District","Parker Farms School","Male","13.8","13.6","5.7","4.5","*"
"1481211","1480011","Wallingford School District","Pond Hill School","Female","12.3","17.6","4.3","*","*"
"1481211","1480011","Wallingford School District","Pond Hill School","Male","14.7","15.6","3.3","*","*"
"1480411","1480011","Wallingford School District","Rock Hill School","Female","13.2","12.8","*","4.5","*"
"1480411","1480011","Wallingford School District","Rock Hill School","Male","7.7","13.1","*","4.4","*"
"1480811","1480011","Wallingford School District","Yalesville School","Female","*","*","*","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","Male","*","*","*","*","*"
"3480415","1510011","Waterbury School District","SAGE","Male","","","","","*"
"3480115","1510011","Waterbury School District","Bridgeport Detention Center","Female","","","","","*"
"3480115","1510011","Waterbury School District","Bridgeport Detention Center","Male","","","","","*"
"1515211","1510011","Waterbury School District","West Side Middle School","Female","19.9","18.6","17.8","13.9","16.5"
"1515211","1510011","Waterbury School District","West Side Middle School","Male","23.6","25.1","24.8","22.1","22.7"
"1512311","1510011","Waterbury School District","Washington School","Female","*","13.3","11.7","8.9","11.0"
"1512311","1510011","Waterbury School District","Washington School","Male","9.5","13.5","15.3","15.0","14.8"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Female","4.7","8.7","10.6","8.2","6.1"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Male","5.4","8.5","10.6","10.2","8.5"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","Female","","","","","*"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","Male","","","","","*"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Female","","","","","16.0"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Male","","","","","7.2"
"1510511","1510011","Waterbury School District","Bucks Hill School","Female","15.2","12.1","13.9","17.2","11.9"
"1510511","1510011","Waterbury School District","Bucks Hill School","Male","15.3","12.9","14.6","15.5","11.9"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Female","","","","","*"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Male","","","","","*"
"1510611","1510011","Waterbury School District","Bunker Hill School","Female","15.5","18.3","21.6","18.2","8.6"
"1510611","1510011","Waterbury School District","Bunker Hill School","Male","15.7","20.0","19.9","23.2","12.7"
"1511911","1510011","Waterbury School District","Carrington ESC","Female","","","","","*"
"1511911","1510011","Waterbury School District","Carrington ESC","Male","","","","","*"
"1512711","1510011","Waterbury School District","Carrington School","Female","12.1","15.2","9.6","10.5","5.9"
"1512711","1510011","Waterbury School District","Carrington School","Male","11.5","8.7","7.8","7.8","7.0"
"1514111","1510011","Waterbury School District","Chase Bilingual","Female","","","","","*"
"1514111","1510011","Waterbury School District","Chase Bilingual","Male","","","","","*"
"1514511","1510011","Waterbury School District","Crosby Autism","Female","","","","","*"
"1514511","1510011","Waterbury School District","Crosby Autism","Male","","","","","*"
"1516211","1510011","Waterbury School District","Crosby High School","Female","28.8","33.0","33.9","35.6","31.0"
"1516211","1510011","Waterbury School District","Crosby High School","Male","29.4","30.4","28.2","33.7","32.9"
"1514011","1510011","Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","Female","","","","","*"
"1514011","1510011","Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","Male","","","","","*"
"1510911","1510011","Waterbury School District","Driggs School","Female","26.6","21.7","23.1","15.2","18.9"
"1510911","1510011","Waterbury School District","Driggs School","Male","21.5","15.7","29.9","17.7","22.1"
"1513611","1510011","Waterbury School District","Duggan CBL","Female","","","","","*"
"1513611","1510011","Waterbury School District","Duggan CBL","Male","","","","","*"
"1511611","1510011","Waterbury School District","Duggan School","Female","11.1","9.7","16.7","7.6","7.6"
"1511611","1510011","Waterbury School District","Duggan School","Male","16.4","13.5","18.8","11.1","11.3"
"1519111","1510011","Waterbury School District","Enlightenment School","Female","90.4","98.7","93.2","95.9","97.1"
"1519111","1510011","Waterbury School District","Enlightenment School","Male","83.6","90.8","90.4","92.5","93.7"
"1513911","1510011","Waterbury School District","Excel III","Female","","","","","*"
