district,type,2010_11,2011_12,2012_13,2013_14,2014_15,district_code,check_dist_col,school_code
Newtown School District,Instructional Staff and Services,38983824.0,39161029.0,39123215.0,39615365.0,39529977.0,0970011,Newtown School District,0970011
Newtown School District,Instructional Supplies and Equipment,1123613.0,1229048.0,1047321.0,1140860.0,1143599.0,0970011,Newtown School District,0970011
Newtown School District,Instruction and Educational Media Services,1648497.0,1638299.0,1663707.0,1875352.0,1769134.0,0970011,Newtown School District,0970011
Newtown School District,Student Support Services,4984917.0,5143587.0,5907962.0,8139349.0,7947030.0,0970011,Newtown School District,0970011
Newtown School District,Administration and Support Services,6660475.0,6742244.0,7339452.0,8048778.0,8377343.0,0970011,Newtown School District,0970011
Newtown School District,Plant Operation and Maintenance,9410798.0,9687286.0,10124007.0,10605487.0,10741155.0,0970011,Newtown School District,0970011
Newtown School District,Transportation,5058521.0,5222409.0,4264447.0,4437714.0,4423498.0,0970011,Newtown School District,0970011
Newtown School District,Students Tuitioned Out,2190455.0,2055743.0,2595693.0,3251443.0,3398782.0,0970011,Newtown School District,0970011
Newtown School District,Other,838488.0,859875.0,877972.0,873360.0,853901.0,0970011,Newtown School District,0970011
Newtown School District,Total Expenditures,70899588.0,71739520.0,72943776.0,77987708.0,78184419.0,0970011,Newtown School District,0970011
Norfolk School District,Instructional Staff and Services,1448494.0,1417530.0,1371788.0,1387177.0,1280533.0,0980011,Norfolk School District,0980011
Norfolk School District,Instructional Supplies and Equipment,24578.0,37320.0,40511.0,31922.0,29775.0,0980011,Norfolk School District,0980011
Norfolk School District,Instruction and Educational Media Services,27041.0,89826.0,94118.0,84251.0,128656.0,0980011,Norfolk School District,0980011
Norfolk School District,Student Support Services,50967.0,52855.0,55127.0,51910.0,56860.0,0980011,Norfolk School District,0980011
Norfolk School District,Administration and Support Services,433977.0,418139.0,478630.0,572687.0,583619.0,0980011,Norfolk School District,0980011
Norfolk School District,Plant Operation and Maintenance,420128.0,363007.0,373628.0,329469.0,334047.0,0980011,Norfolk School District,0980011
Norfolk School District,Transportation,166884.0,165288.0,176523.0,193036.0,201130.0,0980011,Norfolk School District,0980011
Norfolk School District,Students Tuitioned Out,16481.0,27152.0,35522.0,76192.0,80195.0,0980011,Norfolk School District,0980011
Norfolk School District,Other,2419.0,7477.0,1901.0,2577.0,2152.0,0980011,Norfolk School District,0980011
Norfolk School District,Total Expenditures,2590969.0,2578594.0,2627748.0,2729221.0,2696967.0,0980011,Norfolk School District,0980011
North Branford School District,Instructional Staff and Services,15740628.0,15652545.0,15367815.0,14898377.0,14987928.0,0990011,North Branford School District,0990011
North Branford School District,Instructional Supplies and Equipment,587358.0,487480.0,476946.0,381040.0,388515.0,0990011,North Branford School District,0990011
North Branford School District,Instruction and Educational Media Services,1535360.0,1645008.0,1631658.0,1789750.0,1795586.0,0990011,North Branford School District,0990011
North Branford School District,Student Support Services,2330502.0,2415157.0,2344310.0,2358812.0,2458850.0,0990011,North Branford School District,0990011
North Branford School District,Administration and Support Services,3036476.0,2952520.0,3032384.0,3163200.0,3181997.0,0990011,North Branford School District,0990011
North Branford School District,Plant Operation and Maintenance,3526532.0,3254003.0,3462458.0,3567639.0,3825604.0,0990011,North Branford School District,0990011
North Branford School District,Transportation,2083300.0,2208714.0,2245346.0,2430053.0,2476038.0,0990011,North Branford School District,0990011
North Branford School District,Students Tuitioned Out,936983.0,1195149.0,867990.0,816356.0,1059253.0,0990011,North Branford School District,0990011
North Branford School District,Other,739959.0,635179.0,837943.0,841219.0,873686.0,0990011,North Branford School District,0990011
North Branford School District,Total Expenditures,30517098.0,30445755.0,30266850.0,30246446.0,31047457.0,0990011,North Branford School District,0990011
North Canaan School District,Instructional Staff and Services,3077834.0,3339818.0,3365782.0,3366036.0,3650206.0,1000011,North Canaan School District,1000011
North Canaan School District,Instructional Supplies and Equipment,133490.0,92396.0,102810.0,119407.0,120217.0,1000011,North Canaan School District,1000011
North Canaan School District,Instruction and Educational Media Services,9646.0,36615.0,36731.0,50428.0,53786.0,1000011,North Canaan School District,1000011
North Canaan School District,Student Support Services,305800.0,403207.0,403805.0,411909.0,323218.0,1000011,North Canaan School District,1000011
North Canaan School District,Administration and Support Services,952592.0,547938.0,586908.0,565839.0,582336.0,1000011,North Canaan School District,1000011
North Canaan School District,Plant Operation and Maintenance,550271.0,566452.0,541620.0,547644.0,568285.0,1000011,North Canaan School District,1000011
North Canaan School District,Transportation,342242.0,346563.0,354592.0,374786.0,397190.0,1000011,North Canaan School District,1000011
North Canaan School District,Students Tuitioned Out,69873.0,67550.0,66296.0,61738.0,28595.0,1000011,North Canaan School District,1000011
North Canaan School District,Other,0.0,16906.0,16564.0,18266.0,18703.0,1000011,North Canaan School District,1000011
North Canaan School District,Total Expenditures,5441748.0,5417445.0,5475108.0,5516053.0,5742536.0,1000011,North Canaan School District,1000011
North Haven School District,Instructional Staff and Services,24604863.0,24649015.0,24988156.0,25728359.0,26221609.0,1010011,North Haven School District,1010011
North Haven School District,Instructional Supplies and Equipment,654398.0,605784.0,1113499.0,588389.0,629427.0,1010011,North Haven School District,1010011
North Haven School District,Instruction and Educational Media Services,1050971.0,896887.0,1041975.0,961392.0,1141558.0,1010011,North Haven School District,1010011
North Haven School District,Student Support Services,4188688.0,4453645.0,4636396.0,4611396.0,4996394.0,1010011,North Haven School District,1010011
North Haven School District,Administration and Support Services,7318089.0,6935408.0,6618507.0,7103735.0,7107267.0,1010011,North Haven School District,1010011
North Haven School District,Plant Operation and Maintenance,4213896.0,3976591.0,4130452.0,4306882.0,4186683.0,1010011,North Haven School District,1010011
North Haven School District,Transportation,2119550.0,2792007.0,2740311.0,3001993.0,2988536.0,1010011,North Haven School District,1010011
North Haven School District,Students Tuitioned Out,2425515.0,2589322.0,2658338.0,2989393.0,3175248.0,1010011,North Haven School District,1010011
North Haven School District,Other,486475.0,476202.0,527152.0,582106.0,578957.0,1010011,North Haven School District,1010011
North Haven School District,Total Expenditures,47062445.0,47374861.0,48454786.0,49873645.0,51025679.0,1010011,North Haven School District,1010011
North Stonington School District,Instructional Staff and Services,7462586.0,7113886.0,7073570.0,7170934.0,7197752.0,1020011,North Stonington School District,1020011
North Stonington School District,Instructional Supplies and Equipment,528371.0,615749.0,694717.0,632965.0,535549.0,1020011,North Stonington School District,1020011
North Stonington School District,Instruction and Educational Media Services,160044.0,168125.0,165752.0,216614.0,171036.0,1020011,North Stonington School District,1020011
North Stonington School District,Student Support Services,626538.0,664183.0,538723.0,716448.0,740506.0,1020011,North Stonington School District,1020011
North Stonington School District,Administration and Support Services,1306218.0,1617161.0,1372462.0,1751386.0,1778080.0,1020011,North Stonington School District,1020011
North Stonington School District,Plant Operation and Maintenance,1243871.0,1224058.0,1391258.0,1145038.0,1282245.0,1020011,North Stonington School District,1020011
North Stonington School District,Transportation,851534.0,896860.0,968837.0,953153.0,915680.0,1020011,North Stonington School District,1020011
North Stonington School District,Students Tuitioned Out,185523.0,232866.0,154224.0,405989.0,318378.0,1020011,North Stonington School District,1020011
North Stonington School District,Other,0.0,0.0,17493.0,942.0,0.0,1020011,North Stonington School District,1020011
North Stonington School District,Total Expenditures,12364685.0,12532888.0,12377036.0,12993469.0,12939226.0,1020011,North Stonington School District,1020011
Norwalk School District,Instructional Staff and Services,109841766.0,111295684.0,112070227.0,117031010.0,117586743.0,1030011,Norwalk School District,1030011
Norwalk School District,Instructional Supplies and Equipment,1845498.0,1358900.0,1100087.0,2138111.0,2475463.0,1030011,Norwalk School District,1030011
Norwalk School District,Instruction and Educational Media Services,1452282.0,1176323.0,733753.0,964037.0,1050323.0,1030011,Norwalk School District,1030011
Norwalk School District,Student Support Services,10986250.0,11497010.0,12051958.0,13493813.0,14459247.0,1030011,Norwalk School District,1030011
Norwalk School District,Administration and Support Services,22788886.0,23959556.0,23402117.0,24716044.0,25000427.0,1030011,Norwalk School District,1030011
Norwalk School District,Plant Operation and Maintenance,15403825.0,15365459.0,15460953.0,15760247.0,17982611.0,1030011,Norwalk School District,1030011
Norwalk School District,Transportation,5647172.0,5848690.0,6121898.0,6985688.0,7368804.0,1030011,Norwalk School District,1030011
Norwalk School District,Students Tuitioned Out,6915206.0,7297354.0,7764172.0,8654312.0,10212428.0,1030011,Norwalk School District,1030011
Norwalk School District,Other,1283984.0,1362375.0,1144996.0,1230659.0,1550411.0,1030011,Norwalk School District,1030011
Norwalk School District,Total Expenditures,176164869.0,179161351.0,179850161.0,190973921.0,197686457.0,1030011,Norwalk School District,1030011
Norwich School District,Instructional Staff and Services,33054401.0,29701543.0,35508149.0,34023698.0,33467329.0,1040011,Norwich School District,1040011
Norwich School District,Instructional Supplies and Equipment,360840.0,371916.0,1335128.0,2028911.0,2680743.0,1040011,Norwich School District,1040011
Norwich School District,Instruction and Educational Media Services,463303.0,477170.0,926465.0,603180.0,316309.0,1040011,Norwich School District,1040011
Norwich School District,Student Support Services,5235419.0,5594926.0,5190260.0,5843041.0,5219550.0,1040011,Norwich School District,1040011
Norwich School District,Administration and Support Services,4220133.0,4156886.0,3332049.0,3679002.0,4151448.0,1040011,Norwich School District,1040011
Norwich School District,Plant Operation and Maintenance,4326447.0,3937441.0,4538056.0,5701828.0,4698968.0,1040011,Norwich School District,1040011
Norwich School District,Transportation,5524021.0,6324475.0,6345705.0,6325738.0,6687996.0,1040011,Norwich School District,1040011
Norwich School District,Students Tuitioned Out,5265609.0,5927537.0,5661445.0,6503674.0,8792475.0,1040011,Norwich School District,1040011
Norwich School District,Other,0.0,0.0,0.0,0.0,0.0,1040011,Norwich School District,1040011
Norwich School District,Total Expenditures,58450173.0,56491894.0,62837257.0,64709072.0,66014818.0,1040011,Norwich School District,1040011
Odyssey Community School District,Instructional Staff and Services,1110548.0,1747611.0,1895197.0,2024293.0,2117359.0,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Instructional Supplies and Equipment,40763.0,108648.0,52328.0,81743.0,58831.0,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Instruction and Educational Media Services,19285.0,15536.0,93509.0,93900.0,93489.0,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Student Support Services,36801.0,51354.0,54105.0,53076.0,59926.0,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Administration and Support Services,425467.0,500740.0,568260.0,595379.0,592748.0,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Plant Operation and Maintenance,229642.0,309863.0,427156.0,464495.0,492553.0,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Transportation,0.0,0.0,0.0,0.0,0.0,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Students Tuitioned Out,,,,,,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Other,0.0,0.0,0.0,0.0,0.0,2630013,Odyssey Community School District,2630013
Odyssey Community School District,Total Expenditures,1862506.0,2733752.0,3090555.0,3312886.0,3414906.0,2630013,Odyssey Community School District,2630013
Old Saybrook School District,Instructional Staff and Services,12353164.0,12202370.0,12644575.0,13060728.0,12944748.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Instructional Supplies and Equipment,254812.0,518092.0,564217.0,799803.0,904230.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Instruction and Educational Media Services,1272810.0,1060627.0,1143711.0,1218431.0,1270581.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Student Support Services,1327100.0,1414015.0,1488156.0,1589263.0,1610763.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Administration and Support Services,2178323.0,2247734.0,2252793.0,2594363.0,2495023.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Plant Operation and Maintenance,2722471.0,2633486.0,2837017.0,2612305.0,2785392.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Transportation,934197.0,1010908.0,996340.0,1101488.0,1451850.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Students Tuitioned Out,972316.0,1131112.0,1152712.0,1054865.0,1275708.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Other,470937.0,505795.0,513174.0,534511.0,598574.0,1060011,Old Saybrook School District,1060011
Old Saybrook School District,Total Expenditures,22486130.0,22724139.0,23592695.0,24565757.0,25336869.0,1060011,Old Saybrook School District,1060011
Orange School District,Instructional Staff and Services,11465754.0,11491445.0,11553600.0,11897709.0,11793631.0,1070011,Orange School District,1070011
Orange School District,Instructional Supplies and Equipment,268143.0,310112.0,285385.0,366789.0,458895.0,1070011,Orange School District,1070011
Orange School District,Instruction and Educational Media Services,726996.0,602811.0,662149.0,829336.0,877907.0,1070011,Orange School District,1070011
Orange School District,Student Support Services,1479564.0,1558255.0,1683679.0,1227223.0,1248946.0,1070011,Orange School District,1070011
Orange School District,Administration and Support Services,1793415.0,1686962.0,1593155.0,1769587.0,2054973.0,1070011,Orange School District,1070011
Orange School District,Plant Operation and Maintenance,1562011.0,1464779.0,1781645.0,1688085.0,2194498.0,1070011,Orange School District,1070011
Orange School District,Transportation,973216.0,1041945.0,963902.0,986155.0,1024690.0,1070011,Orange School District,1070011
Orange School District,Students Tuitioned Out,562593.0,575656.0,239900.0,327123.0,421615.0,1070011,Orange School District,1070011
Orange School District,Other,0.0,0.0,142568.0,179008.0,136772.0,1070011,Orange School District,1070011
Orange School District,Total Expenditures,18831692.0,18731965.0,18905983.0,19271015.0,20211927.0,1070011,Orange School District,1070011
Oxford School District,Instructional Staff and Services,15602783.0,15585463.0,16193279.0,16984149.0,17119283.0,1080011,Oxford School District,1080011
Oxford School District,Instructional Supplies and Equipment,615351.0,592047.0,597084.0,605647.0,523953.0,1080011,Oxford School District,1080011
Oxford School District,Instruction and Educational Media Services,25297.0,83811.0,99716.0,140771.0,187697.0,1080011,Oxford School District,1080011
Oxford School District,Student Support Services,1913235.0,1701942.0,1641657.0,1807293.0,1966225.0,1080011,Oxford School District,1080011
Oxford School District,Administration and Support Services,3390547.0,3492966.0,3525260.0,3524718.0,3525070.0,1080011,Oxford School District,1080011
Oxford School District,Plant Operation and Maintenance,2832842.0,2681316.0,2615167.0,2295005.0,2034136.0,1080011,Oxford School District,1080011
Oxford School District,Transportation,1486645.0,1499004.0,1545829.0,1887731.0,1764751.0,1080011,Oxford School District,1080011
Oxford School District,Students Tuitioned Out,1241039.0,1161887.0,1359622.0,1046573.0,1411774.0,1080011,Oxford School District,1080011
Oxford School District,Other,492408.0,344104.0,974412.0,996918.0,542310.0,1080011,Oxford School District,1080011
Oxford School District,Total Expenditures,27600147.0,27142540.0,28552026.0,29288805.0,29075199.0,1080011,Oxford School District,1080011
Park City Prep Charter School District,Instructional Staff and Services,1123800.0,1110754.0,1057364.0,1092983.0,1386811.0,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Instructional Supplies and Equipment,193120.0,76913.0,79477.0,228811.0,697100.0,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Instruction and Educational Media Services,53922.0,69266.0,82277.0,56191.0,207415.0,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Student Support Services,204923.0,278348.0,285936.0,315176.0,351518.0,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Administration and Support Services,543430.0,681549.0,749345.0,839112.0,822206.0,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Plant Operation and Maintenance,363827.0,370935.0,539166.0,820283.0,819515.0,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Transportation,0.0,0.0,0.0,0.0,0.0,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Students Tuitioned Out,,,,,,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Other,0.0,0.0,0.0,0.0,0.0,2830013,Park City Prep Charter School District,2830013
Park City Prep Charter School District,Total Expenditures,2483022.0,2587765.0,2793565.0,3352556.0,4284565.0,2830013,Park City Prep Charter School District,2830013
Path Academy District,Instructional Staff and Services,,,,,767584.0,2930013,Path Academy District,2930013
Path Academy District,Instructional Supplies and Equipment,,,,,97062.0,2930013,Path Academy District,2930013
Path Academy District,Instruction and Educational Media Services,,,,,138008.0,2930013,Path Academy District,2930013
Path Academy District,Student Support Services,,,,,351744.0,2930013,Path Academy District,2930013
Path Academy District,Administration and Support Services,,,,,374017.0,2930013,Path Academy District,2930013
Path Academy District,Plant Operation and Maintenance,,,,,196984.0,2930013,Path Academy District,2930013
Path Academy District,Transportation,,,,,1209.0,2930013,Path Academy District,2930013
Path Academy District,Students Tuitioned Out,,,,,,2930013,Path Academy District,2930013
Path Academy District,Other,,,,,63300.0,2930013,Path Academy District,2930013
Path Academy District,Total Expenditures,,,,,1989908.0,2930013,Path Academy District,2930013
Plainfield School District,Instructional Staff and Services,20800490.0,18739167.0,18368675.0,18776209.0,18825456.0,1090011,Plainfield School District,1090011
Plainfield School District,Instructional Supplies and Equipment,429298.0,390684.0,438020.0,890097.0,476252.0,1090011,Plainfield School District,1090011
Plainfield School District,Instruction and Educational Media Services,495286.0,504124.0,599427.0,695787.0,705456.0,1090011,Plainfield School District,1090011
Plainfield School District,Student Support Services,2626968.0,2610692.0,2586286.0,2602007.0,2655236.0,1090011,Plainfield School District,1090011
Plainfield School District,Administration and Support Services,3408904.0,3290383.0,3411430.0,3813279.0,3665488.0,1090011,Plainfield School District,1090011
Plainfield School District,Plant Operation and Maintenance,3055241.0,2990206.0,3106289.0,3436583.0,3479379.0,1090011,Plainfield School District,1090011
Plainfield School District,Transportation,2682179.0,2523613.0,2527504.0,2509633.0,3232283.0,1090011,Plainfield School District,1090011
Plainfield School District,Students Tuitioned Out,2540504.0,2523217.0,2328943.0,1915934.0,2163174.0,1090011,Plainfield School District,1090011
Plainfield School District,Other,221342.0,261549.0,330090.0,336075.0,335465.0,1090011,Plainfield School District,1090011
Plainfield School District,Total Expenditures,36260212.0,33833635.0,33696664.0,34975604.0,35538189.0,1090011,Plainfield School District,1090011
Plainville School District,Instructional Staff and Services,20550403.0,20659345.0,21093780.0,22374045.0,22794513.0,1100011,Plainville School District,1100011
Plainville School District,Instructional Supplies and Equipment,692053.0,950608.0,489165.0,641830.0,853189.0,1100011,Plainville School District,1100011
Plainville School District,Instruction and Educational Media Services,947488.0,1002681.0,1120243.0,1215904.0,1252550.0,1100011,Plainville School District,1100011
Plainville School District,Student Support Services,1447811.0,1458103.0,1574708.0,1702298.0,1727799.0,1100011,Plainville School District,1100011
Plainville School District,Administration and Support Services,3666516.0,3881490.0,4194437.0,3963353.0,3589548.0,1100011,Plainville School District,1100011
Plainville School District,Plant Operation and Maintenance,3575546.0,3494186.0,3353557.0,3693201.0,3321424.0,1100011,Plainville School District,1100011
Plainville School District,Transportation,1669768.0,1710161.0,1789414.0,1843041.0,2269899.0,1100011,Plainville School District,1100011
Plainville School District,Students Tuitioned Out,2538419.0,2515382.0,2327952.0,1607056.0,1806143.0,1100011,Plainville School District,1100011
Plainville School District,Other,0.0,0.0,0.0,0.0,0.0,1100011,Plainville School District,1100011
Plainville School District,Total Expenditures,35088004.0,35671956.0,35943256.0,37040728.0,37615065.0,1100011,Plainville School District,1100011
Plymouth School District,Instructional Staff and Services,13423485.0,14291067.0,13875683.0,14206466.0,14089452.0,1110011,Plymouth School District,1110011
Plymouth School District,Instructional Supplies and Equipment,681909.0,982946.0,778907.0,756252.0,667266.0,1110011,Plymouth School District,1110011
Plymouth School District,Instruction and Educational Media Services,440724.0,214290.0,458817.0,516713.0,430010.0,1110011,Plymouth School District,1110011
Plymouth School District,Student Support Services,849811.0,755748.0,566730.0,715607.0,748322.0,1110011,Plymouth School District,1110011
Plymouth School District,Administration and Support Services,1956015.0,1907915.0,2085489.0,2104610.0,2558553.0,1110011,Plymouth School District,1110011
Plymouth School District,Plant Operation and Maintenance,3374345.0,2767277.0,2966083.0,2601258.0,2439251.0,1110011,Plymouth School District,1110011
Plymouth School District,Transportation,2173119.0,2195231.0,2164871.0,2053003.0,1891817.0,1110011,Plymouth School District,1110011
Plymouth School District,Students Tuitioned Out,1244369.0,1321716.0,1322176.0,1435159.0,1518021.0,1110011,Plymouth School District,1110011
Plymouth School District,Other,413027.0,384483.0,443973.0,368702.0,462558.0,1110011,Plymouth School District,1110011
Plymouth School District,Total Expenditures,24556804.0,24820673.0,24662729.0,24757770.0,24805250.0,1110011,Plymouth School District,1110011
Pomfret School District,Instructional Staff and Services,4774091.0,4220391.0,4312196.0,4465871.0,4194768.0,1120011,Pomfret School District,1120011
Pomfret School District,Instructional Supplies and Equipment,133948.0,114417.0,167030.0,166650.0,166274.0,1120011,Pomfret School District,1120011
Pomfret School District,Instruction and Educational Media Services,101820.0,98596.0,126760.0,152945.0,179642.0,1120011,Pomfret School District,1120011
Pomfret School District,Student Support Services,110733.0,112214.0,114124.0,186382.0,136237.0,1120011,Pomfret School District,1120011
Pomfret School District,Administration and Support Services,552393.0,573563.0,596864.0,662645.0,712081.0,1120011,Pomfret School District,1120011
Pomfret School District,Plant Operation and Maintenance,646851.0,516392.0,623098.0,738081.0,672361.0,1120011,Pomfret School District,1120011
Pomfret School District,Transportation,705053.0,751414.0,678995.0,627490.0,795544.0,1120011,Pomfret School District,1120011
Pomfret School District,Students Tuitioned Out,845698.0,894169.0,911281.0,886160.0,942094.0,1120011,Pomfret School District,1120011
Pomfret School District,Other,0.0,0.0,15281.0,30372.0,32083.0,1120011,Pomfret School District,1120011
Pomfret School District,Total Expenditures,7870587.0,7281156.0,7545629.0,7916596.0,7831084.0,1120011,Pomfret School District,1120011
Portland School District,Instructional Staff and Services,10496456.0,10357706.0,10625246.0,10956184.0,11081128.0,1130011,Portland School District,1130011
Portland School District,Instructional Supplies and Equipment,298262.0,485474.0,461384.0,768771.0,565125.0,1130011,Portland School District,1130011
Portland School District,Instruction and Educational Media Services,567318.0,590073.0,533146.0,515119.0,495794.0,1130011,Portland School District,1130011
Portland School District,Student Support Services,1119963.0,1152957.0,1141554.0,1171201.0,1187544.0,1130011,Portland School District,1130011
Portland School District,Administration and Support Services,2039083.0,2104001.0,2175799.0,2078183.0,1999026.0,1130011,Portland School District,1130011
Portland School District,Plant Operation and Maintenance,2665331.0,2427783.0,2465036.0,2484582.0,2882330.0,1130011,Portland School District,1130011
Portland School District,Transportation,834408.0,852739.0,875612.0,888934.0,943002.0,1130011,Portland School District,1130011
Portland School District,Students Tuitioned Out,617604.0,743487.0,789540.0,709813.0,855800.0,1130011,Portland School District,1130011
Portland School District,Other,296528.0,306852.0,323698.0,357218.0,449529.0,1130011,Portland School District,1130011
Portland School District,Total Expenditures,18934953.0,19021072.0,19391015.0,19930005.0,20459278.0,1130011,Portland School District,1130011
Preston School District,Instructional Staff and Services,4818263.0,4566579.0,4555259.0,4608448.0,5086760.0,1140011,Preston School District,1140011
Preston School District,Instructional Supplies and Equipment,139827.0,100221.0,54338.0,141650.0,73103.0,1140011,Preston School District,1140011
Preston School District,Instruction and Educational Media Services,31127.0,106346.0,122623.0,109449.0,105879.0,1140011,Preston School District,1140011
Preston School District,Student Support Services,320973.0,415605.0,364129.0,392430.0,483269.0,1140011,Preston School District,1140011
Preston School District,Administration and Support Services,899129.0,856015.0,841951.0,939348.0,823792.0,1140011,Preston School District,1140011
Preston School District,Plant Operation and Maintenance,769168.0,730387.0,1078992.0,807838.0,749625.0,1140011,Preston School District,1140011
Preston School District,Transportation,824957.0,914439.0,918042.0,870608.0,911042.0,1140011,Preston School District,1140011
Preston School District,Students Tuitioned Out,1180676.0,1028490.0,931717.0,1221706.0,908738.0,1140011,Preston School District,1140011
Preston School District,Other,0.0,50000.0,40000.0,46801.0,36802.0,1140011,Preston School District,1140011
Preston School District,Total Expenditures,8984120.0,8768082.0,8907051.0,9138278.0,9179010.0,1140011,Preston School District,1140011
Putnam School District,Instructional Staff and Services,10676131.0,10131019.0,10123676.0,10153535.0,10415462.0,1160011,Putnam School District,1160011
Putnam School District,Instructional Supplies and Equipment,378090.0,617748.0,512195.0,494268.0,572178.0,1160011,Putnam School District,1160011
Putnam School District,Instruction and Educational Media Services,323068.0,313273.0,250029.0,261365.0,232155.0,1160011,Putnam School District,1160011
Putnam School District,Student Support Services,1664354.0,2080765.0,2164365.0,2261732.0,2327937.0,1160011,Putnam School District,1160011
Putnam School District,Administration and Support Services,1844383.0,2111072.0,2049703.0,2086458.0,2155763.0,1160011,Putnam School District,1160011
Putnam School District,Plant Operation and Maintenance,1761227.0,1703912.0,1752331.0,2291322.0,2182536.0,1160011,Putnam School District,1160011
Putnam School District,Transportation,837871.0,942267.0,984024.0,1201160.0,1201008.0,1160011,Putnam School District,1160011
Putnam School District,Students Tuitioned Out,789463.0,832876.0,1445959.0,1568856.0,1659406.0,1160011,Putnam School District,1160011
Putnam School District,Other,247903.0,259536.0,232252.0,259972.0,263459.0,1160011,Putnam School District,1160011
Putnam School District,Total Expenditures,18522490.0,18992468.0,19514534.0,20578668.0,21009904.0,1160011,Putnam School District,1160011
Redding School District,Instructional Staff and Services,14847691.0,15572604.0,15661472.0,15321184.0,15039819.0,1170011,Redding School District,1170011
Redding School District,Instructional Supplies and Equipment,298337.0,284664.0,271891.0,269531.0,410633.0,1170011,Redding School District,1170011
Redding School District,Instruction and Educational Media Services,456749.0,421757.0,490647.0,509851.0,590033.0,1170011,Redding School District,1170011
Redding School District,Student Support Services,213863.0,221282.0,208629.0,219837.0,224630.0,1170011,Redding School District,1170011
Redding School District,Administration and Support Services,1885621.0,1929602.0,1890764.0,2001376.0,1928712.0,1170011,Redding School District,1170011
Redding School District,Plant Operation and Maintenance,2098495.0,2113747.0,2306002.0,2236315.0,2330216.0,1170011,Redding School District,1170011
Redding School District,Transportation,1358120.0,1233985.0,1273552.0,1203737.0,1254452.0,1170011,Redding School District,1170011
Redding School District,Students Tuitioned Out,104550.0,223613.0,167803.0,224659.0,139984.0,1170011,Redding School District,1170011
Redding School District,Other,2930.0,8090.0,2621.0,4024.0,1775.0,1170011,Redding School District,1170011
Redding School District,Total Expenditures,21266356.0,22009344.0,22273381.0,21990514.0,21920254.0,1170011,Redding School District,1170011
Regional School District 01,Instructional Staff and Services,5347999.0,5454298.0,5344652.0,4858755.0,5364020.0,2010012,Regional School District 01,2010012
Regional School District 01,Instructional Supplies and Equipment,234846.0,309232.0,239466.0,320873.0,415224.0,2010012,Regional School District 01,2010012
Regional School District 01,Instruction and Educational Media Services,486183.0,493112.0,514553.0,464417.0,686494.0,2010012,Regional School District 01,2010012
Regional School District 01,Student Support Services,776915.0,808275.0,759523.0,714385.0,628124.0,2010012,Regional School District 01,2010012
Regional School District 01,Administration and Support Services,973525.0,1073725.0,1030025.0,1023294.0,1056127.0,2010012,Regional School District 01,2010012
Regional School District 01,Plant Operation and Maintenance,1262158.0,1244357.0,1267362.0,1324617.0,1330067.0,2010012,Regional School District 01,2010012
Regional School District 01,Transportation,226405.0,241964.0,229463.0,238398.0,235940.0,2010012,Regional School District 01,2010012
Regional School District 01,Students Tuitioned Out,819025.0,428650.0,123358.0,427392.0,740739.0,2010012,Regional School District 01,2010012
Regional School District 01,Other,425482.0,424228.0,339457.0,418798.0,416899.0,2010012,Regional School District 01,2010012
Regional School District 01,Total Expenditures,10552538.0,10477841.0,9847859.0,9790929.0,10873634.0,2010012,Regional School District 01,2010012
Regional School District 04,Instructional Staff and Services,8054536.0,8142627.0,8247313.0,8415351.0,8452026.0,2040012,Regional School District 04,2040012
Regional School District 04,Instructional Supplies and Equipment,227430.0,232411.0,216262.0,325836.0,151638.0,2040012,Regional School District 04,2040012
Regional School District 04,Instruction and Educational Media Services,264223.0,292264.0,286751.0,365346.0,351457.0,2040012,Regional School District 04,2040012
Regional School District 04,Student Support Services,811150.0,835550.0,955998.0,976934.0,989514.0,2040012,Regional School District 04,2040012
Regional School District 04,Administration and Support Services,2757424.0,2781408.0,2115125.0,2164205.0,2151440.0,2040012,Regional School District 04,2040012
