district,language,students,els,district_code,check_dist_col
North Haven School District,Pilipino (Filipino),<=5,<=5,1010011,North Haven School District
North Haven School District,Thai,<=5,<=5,1010011,North Haven School District
North Haven School District,Turkish,<=5,<=5,1010011,North Haven School District
North Haven School District,Twi/Fante,<=5,<=5,1010011,North Haven School District
North Haven School District,Ukrainian,<=5,<=5,1010011,North Haven School District
North Haven School District,Urdu,15,6,1010011,North Haven School District
North Haven School District,Vietnamese,21,<=5,1010011,North Haven School District
North Haven School District,Cantonese,13,<=5,1010011,North Haven School District
North Haven School District,Mandarin,25,6,1010011,North Haven School District
North Haven School District,Tagalog,<=5,<=5,1010011,North Haven School District
North Stonington School District,Spanish,<=5,<=5,1020011,North Stonington School District
North Stonington School District,Lao,<=5,<=5,1020011,North Stonington School District
North Stonington School District,Italian,<=5,<=5,1020011,North Stonington School District
Norwalk School District,Spanish,3520,1343,1030011,Norwalk School District
Norwalk School District,Portuguese,34,<=5,1030011,Norwalk School District
Norwalk School District,Lao,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Italian,16,<=5,1030011,Norwalk School District
Norwalk School District,Polish,84,17,1030011,Norwalk School District
Norwalk School District,Greek,60,8,1030011,Norwalk School District
Norwalk School District,Albanian,19,6,1030011,Norwalk School District
Norwalk School District,Arabic,19,8,1030011,Norwalk School District
Norwalk School District,Bengali,38,11,1030011,Norwalk School District
Norwalk School District,Bulgarian,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Czech,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Danish,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Eskimo,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Estonian,<=5,<=5,1030011,Norwalk School District
Norwalk School District,French,22,<=5,1030011,Norwalk School District
Norwalk School District,German,6,<=5,1030011,Norwalk School District
Norwalk School District,Gujarati,36,12,1030011,Norwalk School District
Norwalk School District,Creole-Haitian,230,84,1030011,Norwalk School District
Norwalk School District,Hindi,37,6,1030011,Norwalk School District
Norwalk School District,Hungarian,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Japanese,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Kannada,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Korean,7,<=5,1030011,Norwalk School District
Norwalk School District,Hebrew,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Malay(Indonesian),<=5,<=5,1030011,Norwalk School District
Norwalk School District,Malayalam,18,<=5,1030011,Norwalk School District
Norwalk School District,Marathi,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Pashto,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Punjabi,14,<=5,1030011,Norwalk School District
Norwalk School District,Rumanian,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Russian,18,6,1030011,Norwalk School District
Norwalk School District,Singhalese,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Slovak,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Swahili,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Swedish,6,<=5,1030011,Norwalk School District
Norwalk School District,Pilipino (Filipino),12,<=5,1030011,Norwalk School District
Norwalk School District,Tamil,16,<=5,1030011,Norwalk School District
Norwalk School District,Telugu,9,<=5,1030011,Norwalk School District
Norwalk School District,Thai,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Turkish,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Ukrainian,18,6,1030011,Norwalk School District
Norwalk School District,Urdu,14,8,1030011,Norwalk School District
Norwalk School District,Vietnamese,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Creole-Cape Verdean,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Nepali,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Bangla,12,<=5,1030011,Norwalk School District
Norwalk School District,Burmese,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Cantonese,12,<=5,1030011,Norwalk School District
Norwalk School District,Embu,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Ewe,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Fante,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Kurdish,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Mandarin,36,16,1030011,Norwalk School District
Norwalk School District,Tulu,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Visayan,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Wolof,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Epernot,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Fujianese,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Creole-Jaotoam,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Patois,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Sinhala,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Tagalog,12,<=5,1030011,Norwalk School District
Norwalk School District,Talango,<=5,<=5,1030011,Norwalk School District
Norwalk School District,Fang,<=5,<=5,1030011,Norwalk School District
Norwich School District,Spanish,445,255,1040011,Norwich School District
Norwich School District,Portuguese,12,6,1040011,Norwich School District
Norwich School District,Lao,<=5,<=5,1040011,Norwich School District
Norwich School District,Khmer(Cambodian),<=5,<=5,1040011,Norwich School District
Norwich School District,Polish,<=5,<=5,1040011,Norwich School District
Norwich School District,Greek,<=5,<=5,1040011,Norwich School District
Norwich School District,Afrikaans,<=5,<=5,1040011,Norwich School District
Norwich School District,Albanian,<=5,<=5,1040011,Norwich School District
Norwich School District,Arabic,<=5,<=5,1040011,Norwich School District
Norwich School District,Bengali,6,<=5,1040011,Norwich School District
Norwich School District,Bulgarian,<=5,<=5,1040011,Norwich School District
Norwich School District,Farsi,<=5,<=5,1040011,Norwich School District
Norwich School District,French,<=5,<=5,1040011,Norwich School District
Norwich School District,Gujarati,18,7,1040011,Norwich School District
Norwich School District,Creole-Haitian,156,96,1040011,Norwich School District
Norwich School District,Hindi,<=5,<=5,1040011,Norwich School District
Norwich School District,Japanese,<=5,<=5,1040011,Norwich School District
Norwich School District,Kannada,<=5,<=5,1040011,Norwich School District
Norwich School District,Russian,<=5,<=5,1040011,Norwich School District
Norwich School District,Sindhi,<=5,<=5,1040011,Norwich School District
Norwich School District,Pilipino (Filipino),<=5,<=5,1040011,Norwich School District
Norwich School District,Turkish,<=5,<=5,1040011,Norwich School District
Norwich School District,Urdu,6,<=5,1040011,Norwich School District
Norwich School District,Vietnamese,9,9,1040011,Norwich School District
Norwich School District,Creole-Cape Verdean,27,11,1040011,Norwich School District
Norwich School District,Nepali,<=5,<=5,1040011,Norwich School District
Norwich School District,Bangla,9,<=5,1040011,Norwich School District
Norwich School District,Burmese,<=5,<=5,1040011,Norwich School District
Norwich School District,Cantonese,126,51,1040011,Norwich School District
Norwich School District,Mandarin,48,22,1040011,Norwich School District
Norwich School District,Tibetan,16,<=5,1040011,Norwich School District
Norwich School District,Patois,<=5,<=5,1040011,Norwich School District
Norwich School District,Ponapean,<=5,<=5,1040011,Norwich School District
Norwich School District,Tagalog,<=5,<=5,1040011,Norwich School District
Old Saybrook School District,Spanish,50,13,1060011,Old Saybrook School District
Old Saybrook School District,Portuguese,6,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Lao,<=5,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Gujarati,6,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Korean,<=5,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Russian,<=5,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Serbo-Croatian,8,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Urdu,<=5,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Vietnamese,<=5,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Cantonese,<=5,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Ilocano,<=5,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Mandarin,8,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Tibetan,7,<=5,1060011,Old Saybrook School District
Old Saybrook School District,Tagalog,<=5,<=5,1060011,Old Saybrook School District
Orange School District,None,<=5,<=5,1070011,Orange School District
Orange School District,Spanish,8,<=5,1070011,Orange School District
Orange School District,Portuguese,<=5,<=5,1070011,Orange School District
Orange School District,Italian,<=5,<=5,1070011,Orange School District
Orange School District,Polish,<=5,<=5,1070011,Orange School District
Orange School District,Albanian,<=5,<=5,1070011,Orange School District
Orange School District,Arabic,14,10,1070011,Orange School District
Orange School District,Bengali,<=5,<=5,1070011,Orange School District
Orange School District,Finnish,<=5,<=5,1070011,Orange School District
Orange School District,Gujarati,<=5,<=5,1070011,Orange School District
Orange School District,Hindi,<=5,<=5,1070011,Orange School District
Orange School District,Konkani,<=5,<=5,1070011,Orange School District
Orange School District,Japanese,<=5,<=5,1070011,Orange School District
Orange School District,Kannada,<=5,<=5,1070011,Orange School District
Orange School District,Korean,6,<=5,1070011,Orange School District
Orange School District,Hebrew,<=5,<=5,1070011,Orange School District
Orange School District,Malayalam,<=5,<=5,1070011,Orange School District
Orange School District,Russian,<=5,<=5,1070011,Orange School District
Orange School District,Serbo-Croatian,<=5,<=5,1070011,Orange School District
Orange School District,Telugu,<=5,<=5,1070011,Orange School District
Orange School District,Thai,<=5,<=5,1070011,Orange School District
Orange School District,Turkish,7,6,1070011,Orange School District
Orange School District,Ukrainian,<=5,<=5,1070011,Orange School District
Orange School District,Urdu,8,<=5,1070011,Orange School District
Orange School District,Cantonese,<=5,<=5,1070011,Orange School District
Orange School District,Mandarin,29,8,1070011,Orange School District
Orange School District,Mongolian,<=5,<=5,1070011,Orange School District
Orange School District,Guyrah,<=5,<=5,1070011,Orange School District
Oxford School District,Spanish,10,6,1080011,Oxford School District
Oxford School District,Portuguese,8,<=5,1080011,Oxford School District
Oxford School District,Lao,<=5,<=5,1080011,Oxford School District
Oxford School District,Italian,<=5,<=5,1080011,Oxford School District
Oxford School District,Polish,13,<=5,1080011,Oxford School District
Oxford School District,Greek,<=5,<=5,1080011,Oxford School District
Oxford School District,Albanian,<=5,<=5,1080011,Oxford School District
Oxford School District,Farsi,<=5,<=5,1080011,Oxford School District
Oxford School District,Gujarati,<=5,<=5,1080011,Oxford School District
Oxford School District,Hungarian,<=5,<=5,1080011,Oxford School District
Oxford School District,Kannada,<=5,<=5,1080011,Oxford School District
Oxford School District,Korean,<=5,<=5,1080011,Oxford School District
Oxford School District,Russian,7,<=5,1080011,Oxford School District
Oxford School District,Slovak,<=5,<=5,1080011,Oxford School District
Oxford School District,Swedish,<=5,<=5,1080011,Oxford School District
Oxford School District,Tamil,<=5,<=5,1080011,Oxford School District
Oxford School District,Ukrainian,<=5,<=5,1080011,Oxford School District
Oxford School District,Urdu,<=5,<=5,1080011,Oxford School District
Oxford School District,Vietnamese,<=5,<=5,1080011,Oxford School District
Oxford School District,Mandarin,7,<=5,1080011,Oxford School District
Oxford School District,Persian,<=5,<=5,1080011,Oxford School District
Plainfield School District,Spanish,14,7,1090011,Plainfield School District
Plainfield School District,Lao,<=5,<=5,1090011,Plainfield School District
Plainfield School District,Khmer(Cambodian),<=5,<=5,1090011,Plainfield School District
Plainfield School District,Albanian,<=5,<=5,1090011,Plainfield School District
Plainfield School District,Gujarati,<=5,<=5,1090011,Plainfield School District
Plainfield School District,Hindi,<=5,<=5,1090011,Plainfield School District
Plainfield School District,Pilipino (Filipino),<=5,<=5,1090011,Plainfield School District
Plainfield School District,Tamil,<=5,<=5,1090011,Plainfield School District
Plainfield School District,Urdu,7,<=5,1090011,Plainfield School District
Plainfield School District,Vietnamese,<=5,<=5,1090011,Plainfield School District
Plainfield School District,Nepali,<=5,<=5,1090011,Plainfield School District
Plainfield School District,Tagalog,<=5,<=5,1090011,Plainfield School District
Plainville School District,Spanish,112,44,1100011,Plainville School District
Plainville School District,Portuguese,<=5,<=5,1100011,Plainville School District
Plainville School District,Lao,11,<=5,1100011,Plainville School District
Plainville School District,Italian,<=5,<=5,1100011,Plainville School District
Plainville School District,Polish,120,34,1100011,Plainville School District
Plainville School District,Albanian,<=5,<=5,1100011,Plainville School District
Plainville School District,Arabic,6,<=5,1100011,Plainville School District
Plainville School District,Armenian,<=5,<=5,1100011,Plainville School District
Plainville School District,Assyrian,<=5,<=5,1100011,Plainville School District
Plainville School District,French,<=5,<=5,1100011,Plainville School District
Plainville School District,Gujarati,<=5,<=5,1100011,Plainville School District
Plainville School District,Hindi,<=5,<=5,1100011,Plainville School District
Plainville School District,Japanese,<=5,<=5,1100011,Plainville School District
Plainville School District,Korean,<=5,<=5,1100011,Plainville School District
Plainville School District,Punjabi,<=5,<=5,1100011,Plainville School District
Plainville School District,Russian,<=5,<=5,1100011,Plainville School District
Plainville School District,Serbo-Croatian,11,<=5,1100011,Plainville School District
Plainville School District,Slovak,<=5,<=5,1100011,Plainville School District
Plainville School District,Swahili,<=5,<=5,1100011,Plainville School District
Plainville School District,Pilipino (Filipino),<=5,<=5,1100011,Plainville School District
Plainville School District,Turkish,<=5,<=5,1100011,Plainville School District
Plainville School District,Twi/Fante,<=5,<=5,1100011,Plainville School District
Plainville School District,Urdu,6,<=5,1100011,Plainville School District
Plainville School District,Cantonese,<=5,<=5,1100011,Plainville School District
Plainville School District,Oriya,<=5,<=5,1100011,Plainville School District
Plainville School District,Slovenian,<=5,<=5,1100011,Plainville School District
Plainville School District,Tagalog,<=5,<=5,1100011,Plainville School District
Plainville School District,Uzbek,6,<=5,1100011,Plainville School District
Plymouth School District,Spanish,6,<=5,1110011,Plymouth School District
Plymouth School District,Portuguese,<=5,<=5,1110011,Plymouth School District
Plymouth School District,Polish,<=5,<=5,1110011,Plymouth School District
Plymouth School District,Albanian,<=5,<=5,1110011,Plymouth School District
Plymouth School District,Arabic,<=5,<=5,1110011,Plymouth School District
Plymouth School District,Armenian,<=5,<=5,1110011,Plymouth School District
Plymouth School District,Vietnamese,<=5,<=5,1110011,Plymouth School District
Plymouth School District,Cantonese,<=5,<=5,1110011,Plymouth School District
Portland School District,Spanish,29,9,1130011,Portland School District
Portland School District,Portuguese,<=5,<=5,1130011,Portland School District
Portland School District,Lao,<=5,<=5,1130011,Portland School District
Portland School District,Polish,<=5,<=5,1130011,Portland School District
Portland School District,French,<=5,<=5,1130011,Portland School District
Portland School District,Gujarati,<=5,<=5,1130011,Portland School District
Portland School District,Russian,<=5,<=5,1130011,Portland School District
Portland School District,Serbo-Croatian,<=5,<=5,1130011,Portland School District
Portland School District,Slovak,<=5,<=5,1130011,Portland School District
Portland School District,Swahili,<=5,<=5,1130011,Portland School District
Portland School District,Ukrainian,<=5,<=5,1130011,Portland School District
Portland School District,Mandarin,9,<=5,1130011,Portland School District
Portland School District,Kirundi,<=5,<=5,1130011,Portland School District
Preston School District,Spanish,<=5,<=5,1140011,Preston School District
Preston School District,Lao,<=5,<=5,1140011,Preston School District
Preston School District,Polish,<=5,<=5,1140011,Preston School District
Preston School District,Vietnamese,<=5,<=5,1140011,Preston School District
Preston School District,Cantonese,<=5,<=5,1140011,Preston School District
Preston School District,Tagalog,<=5,<=5,1140011,Preston School District
Putnam School District,Spanish,24,16,1160011,Putnam School District
Putnam School District,Portuguese,<=5,<=5,1160011,Putnam School District
Putnam School District,Lao,<=5,<=5,1160011,Putnam School District
Putnam School District,Hmong,<=5,<=5,1160011,Putnam School District
Putnam School District,Polish,<=5,<=5,1160011,Putnam School District
Putnam School District,Gujarati,<=5,<=5,1160011,Putnam School District
Putnam School District,Russian,17,8,1160011,Putnam School District
Putnam School District,Serbo-Croatian,<=5,<=5,1160011,Putnam School District
Putnam School District,Turkish,7,6,1160011,Putnam School District
Putnam School District,Burmese,<=5,<=5,1160011,Putnam School District
Putnam School District,Tagalog,<=5,<=5,1160011,Putnam School District
Redding School District,Spanish,9,<=5,1170011,Redding School District
Redding School District,Portuguese,7,<=5,1170011,Redding School District
Redding School District,Polish,7,<=5,1170011,Redding School District
Redding School District,Czech,<=5,<=5,1170011,Redding School District
Redding School District,French,<=5,<=5,1170011,Redding School District
Redding School District,Hungarian,<=5,<=5,1170011,Redding School District
Redding School District,Russian,<=5,<=5,1170011,Redding School District
Redding School District,Ukrainian,<=5,<=5,1170011,Redding School District
Redding School District,Amharic,<=5,<=5,1170011,Redding School District
Redding School District,Cantonese,<=5,<=5,1170011,Redding School District
Redding School District,Mandarin,<=5,<=5,1170011,Redding School District
Ridgefield School District,Spanish,28,28,1180011,Ridgefield School District
Ridgefield School District,Portuguese,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Greek,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Albanian,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Bulgarian,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Dutch,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Farsi,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,French,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,German,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Hindi,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Hungarian,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Korean,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Russian,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Tamil,<=5,<=5,1180011,Ridgefield School District
Ridgefield School District,Mandarin,10,10,1180011,Ridgefield School District
Ridgefield School District,Slovenian,<=5,<=5,1180011,Ridgefield School District
Rocky Hill School District,Spanish,38,7,1190011,Rocky Hill School District
Rocky Hill School District,Portuguese,8,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Italian,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Polish,32,8,1190011,Rocky Hill School District
Rocky Hill School District,Greek,7,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Albanian,25,8,1190011,Rocky Hill School District
Rocky Hill School District,Arabic,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Bengali,11,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Farsi,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,German,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Gujarati,35,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Hindi,28,9,1190011,Rocky Hill School District
Rocky Hill School District,Konkani,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Japanese,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Kannada,6,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Korean,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Lithuanian,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Malayalam,11,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Marathi,19,9,1190011,Rocky Hill School District
Rocky Hill School District,Pashto,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Punjabi,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Russian,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Serbo-Croatian,47,16,1190011,Rocky Hill School District
Rocky Hill School District,Tamil,35,14,1190011,Rocky Hill School District
Rocky Hill School District,Telugu,63,20,1190011,Rocky Hill School District
Rocky Hill School District,Turkish,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Twi/Fante,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Ukrainian,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Urdu,22,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Vietnamese,6,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Bangla,<=5,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Mandarin,12,<=5,1190011,Rocky Hill School District
Rocky Hill School District,Oriya,8,<=5,1190011,Rocky Hill School District
Salem School District,Spanish,<=5,<=5,1210011,Salem School District
Salem School District,Russian,<=5,<=5,1210011,Salem School District
Salem School District,Urdu,<=5,<=5,1210011,Salem School District
Salem School District,Cantonese,<=5,<=5,1210011,Salem School District
Salisbury School District,Spanish,10,<=5,1220011,Salisbury School District
Salisbury School District,Vietnamese,<=5,<=5,1220011,Salisbury School District
Salisbury School District,Wolof,<=5,<=5,1220011,Salisbury School District
Scotland School District,Mende,<=5,<=5,1230011,Scotland School District
Seymour School District,Spanish,17,17,1240011,Seymour School District
Seymour School District,Portuguese,7,7,1240011,Seymour School District
Seymour School District,Polish,15,12,1240011,Seymour School District
Seymour School District,Greek,<=5,<=5,1240011,Seymour School District
Seymour School District,Albanian,7,7,1240011,Seymour School District
Seymour School District,Arabic,<=5,<=5,1240011,Seymour School District
Seymour School District,Bengali,<=5,<=5,1240011,Seymour School District
Seymour School District,German,<=5,<=5,1240011,Seymour School District
Seymour School District,Gujarati,<=5,<=5,1240011,Seymour School District
Seymour School District,Marathi,<=5,<=5,1240011,Seymour School District
Seymour School District,Pashto,<=5,<=5,1240011,Seymour School District
Seymour School District,Russian,<=5,<=5,1240011,Seymour School District
Seymour School District,Serbo-Croatian,<=5,<=5,1240011,Seymour School District
Seymour School District,Telugu,<=5,<=5,1240011,Seymour School District
Seymour School District,Ukrainian,<=5,<=5,1240011,Seymour School District
Seymour School District,Urdu,<=5,<=5,1240011,Seymour School District
Seymour School District,Mandarin,6,6,1240011,Seymour School District
Seymour School District,Visayan,<=5,<=5,1240011,Seymour School District
Sharon School District,Spanish,<=5,<=5,1250011,Sharon School District
Shelton School District,Spanish,119,42,1260011,Shelton School District
Shelton School District,Portuguese,67,25,1260011,Shelton School District
Shelton School District,Lao,<=5,<=5,1260011,Shelton School District
Shelton School District,Khmer(Cambodian),<=5,<=5,1260011,Shelton School District
Shelton School District,Italian,<=5,<=5,1260011,Shelton School District
Shelton School District,Polish,73,21,1260011,Shelton School District
Shelton School District,Greek,<=5,<=5,1260011,Shelton School District
Shelton School District,Albanian,29,13,1260011,Shelton School District
Shelton School District,Arabic,36,13,1260011,Shelton School District
Shelton School District,Bengali,<=5,<=5,1260011,Shelton School District
Shelton School District,Bulgarian,<=5,<=5,1260011,Shelton School District
Shelton School District,Czech,<=5,<=5,1260011,Shelton School District
Shelton School District,Farsi,<=5,<=5,1260011,Shelton School District
Shelton School District,French,10,<=5,1260011,Shelton School District
Shelton School District,German,<=5,<=5,1260011,Shelton School District
Shelton School District,Gujarati,14,<=5,1260011,Shelton School District
Shelton School District,Creole-Haitian,7,<=5,1260011,Shelton School District
Shelton School District,Hindi,18,<=5,1260011,Shelton School District
Shelton School District,Hungarian,<=5,<=5,1260011,Shelton School District
Shelton School District,Japanese,<=5,<=5,1260011,Shelton School District
Shelton School District,Kannada,<=5,<=5,1260011,Shelton School District
Shelton School District,Korean,25,<=5,1260011,Shelton School District
Shelton School District,Lithuanian,<=5,<=5,1260011,Shelton School District
Shelton School District,Malayalam,<=5,<=5,1260011,Shelton School District
Shelton School District,Marathi,<=5,<=5,1260011,Shelton School District
Shelton School District,Pashto,<=5,<=5,1260011,Shelton School District
Shelton School District,Rumanian,6,<=5,1260011,Shelton School District
Shelton School District,Russian,23,10,1260011,Shelton School District
Shelton School District,Serbo-Croatian,<=5,<=5,1260011,Shelton School District
Shelton School District,Swahili,7,<=5,1260011,Shelton School District
Shelton School District,Pilipino (Filipino),10,<=5,1260011,Shelton School District
Shelton School District,Tamil,9,<=5,1260011,Shelton School District
Shelton School District,Telugu,8,<=5,1260011,Shelton School District
Shelton School District,Thai,<=5,<=5,1260011,Shelton School District
Shelton School District,Turkish,<=5,<=5,1260011,Shelton School District
Shelton School District,Ukrainian,<=5,<=5,1260011,Shelton School District
Shelton School District,Urdu,17,7,1260011,Shelton School District
Shelton School District,Vietnamese,13,<=5,1260011,Shelton School District
Shelton School District,Creole-Cape Verdean,<=5,<=5,1260011,Shelton School District
Shelton School District,Bangla,<=5,<=5,1260011,Shelton School District
Shelton School District,Kinyarwanda,<=5,<=5,1260011,Shelton School District
Shelton School District,Mandarin,25,<=5,1260011,Shelton School District
Shelton School District,Creole-Jaotoam,<=5,<=5,1260011,Shelton School District
Shelton School District,Tagalog,10,<=5,1260011,Shelton School District
Shelton School District,Herero (Otjiherero),<=5,<=5,1260011,Shelton School District
Shelton School District,Georgian,<=5,<=5,1260011,Shelton School District
Sherman School District,Albanian,<=5,<=5,1270011,Sherman School District
Sherman School District,Russian,<=5,<=5,1270011,Sherman School District
Simsbury School District,Spanish,42,13,1280011,Simsbury School District
Simsbury School District,Portuguese,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Lao,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Hmong,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Italian,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Polish,6,<=5,1280011,Simsbury School District
Simsbury School District,Greek,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Albanian,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Arabic,14,7,1280011,Simsbury School District
Simsbury School District,Czech,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Dutch,<=5,<=5,1280011,Simsbury School District
Simsbury School District,French,6,<=5,1280011,Simsbury School District
Simsbury School District,German,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Gujarati,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Hindi,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Konkani,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Japanese,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Korean,14,6,1280011,Simsbury School District
Simsbury School District,Hebrew,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Malayalam,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Marathi,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Punjabi,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Rumanian,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Russian,20,<=5,1280011,Simsbury School District
Simsbury School District,Serbo-Croatian,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Swedish,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Tamil,8,<=5,1280011,Simsbury School District
Simsbury School District,Telugu,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Thai,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Turkish,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Ukrainian,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Urdu,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Vietnamese,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Amharic,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Burmese,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Cantonese,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Kinyarwanda,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Mandarin,40,<=5,1280011,Simsbury School District
Simsbury School District,Tagalog,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Montenegrin,<=5,<=5,1280011,Simsbury School District
Simsbury School District,Ogoni,<=5,<=5,1280011,Simsbury School District
Somers School District,Spanish,<=5,<=5,1290011,Somers School District
Somers School District,Polish,<=5,<=5,1290011,Somers School District
Somers School District,Arabic,<=5,<=5,1290011,Somers School District
Somers School District,Farsi,<=5,<=5,1290011,Somers School District
Somers School District,Creole-Haitian,<=5,<=5,1290011,Somers School District
Somers School District,Hindi,<=5,<=5,1290011,Somers School District
Somers School District,Hungarian,<=5,<=5,1290011,Somers School District
Somers School District,Russian,<=5,<=5,1290011,Somers School District
Somers School District,Turkish,<=5,<=5,1290011,Somers School District
Somers School District,Taiwanese,<=5,<=5,1290011,Somers School District
Somers School District,Mandarin,<=5,<=5,1290011,Somers School District
Southington School District,Spanish,47,20,1310011,Southington School District
Southington School District,Portuguese,<=5,<=5,1310011,Southington School District
Southington School District,Italian,6,<=5,1310011,Southington School District
