american_indian,american_indian_or_alaska_native,asian,black_not_of_hispanic_origin,black_or_african_american,district,district_code,hispanic_latino,hispanic_latino_of_any_race,native_hawaiian_or_other_pacific_islander,not_reported,school,school_code,total,two_or_more_races,white,white_not_of_hispanic_origin,year
,0,*,,86,New Britain School District,0890011,,326,0,,Chamberlain  Elementary School,0890311,528,*,97,,2014-15
,*,*,,52,New Britain School District,0890011,,609,*,,Frank J. DiLoreto School,0891111,771,7,98,,2014-15
,0,22,,52,New Britain School District,0890011,,298,0,,Gaffney School,0890511,569,12,185,,2014-15
,0,62,,40,New Britain School District,0890011,,202,*,,Holmes School,0890611,506,*,186,,2014-15
,*,8,,16,New Britain School District,0890011,,55,0,,House of Arts Letters and Science (HALS)  Academy,0895411,159,*,73,,2014-15
,0,21,,41,New Britain School District,0890011,,239,0,,Jefferson School,0890711,442,9,132,,2014-15
,*,*,,68,New Britain School District,0890011,,430,0,,Lincoln School,0890811,725,17,200,,2014-15
,*,50,,386,New Britain School District,0890011,,1467,*,,New Britain High School,0896111,2457,47,502,,2014-15
,0,0,,*,New Britain School District,0890011,,37,0,,New Britain Transition Center,0899011,50,0,*,,2014-15
,0,*,,47,New Britain School District,0890011,,177,0,,Northend School,0890911,274,*,41,,2014-15
,*,24,,104,New Britain School District,0890011,,494,0,,Pulaski Middle School,0895311,769,*,132,,2014-15
,*,*,,106,New Britain School District,0890011,,531,0,,Slade Middle School,0895211,776,17,112,,2014-15
,0,11,,63,New Britain School District,0890011,,525,0,,Smalley Academy,0891211,702,21,82,,2014-15
,*,16,,66,New Britain School District,0890011,,425,*,,Smith School,0891311,696,21,166,,2014-15
,0,*,,72,New Britain School District,0890011,,318,*,,Vance School,0891511,513,15,100,,2014-15
,*,51,,11,New Canaan School District,0900011,,24,0,,East School,0900411,566,*,470,,2014-15
,*,40,,*,New Canaan School District,0900011,,34,0,,New Canaan High School,0906111,1250,19,1137,,2014-15
,*,66,,*,New Canaan School District,0900011,,38,0,,Saxe Middle School,0905111,1291,29,1138,,2014-15
,0,35,,*,New Canaan School District,0900011,,23,0,,South School,0900211,547,*,470,,2014-15
,*,25,,*,New Canaan School District,0900011,,18,0,,West School,0900311,547,7,494,,2014-15
,0,0,,0,New Fairfield School District,0910011,,0,0,,Alternative Learning Center,0910311,9,0,9,,2014-15
,*,11,,8,New Fairfield School District,0910011,,45,0,,Consolidated School,0910111,544,*,471,,2014-15
,0,0,,0,New Fairfield School District,0910011,,*,0,,Day Alternative Learning Program,0910411,14,*,12,,2014-15
,*,17,,12,New Fairfield School District,0910011,,54,0,,Meeting House Hill School,0910211,526,*,437,,2014-15
,0,13,,11,New Fairfield School District,0910011,,57,0,,New Fairfield High School,0916111,933,16,836,,2014-15
,*,13,,*,New Fairfield School District,0910011,,39,0,,New Fairfield Middle School,0915211,629,14,554,,2014-15
,0,*,,0,New Hartford School District,0920011,,*,0,,Ann Antolini School,0920311,310,10,286,,2014-15
,0,0,,0,New Hartford School District,0920011,,*,0,,Bakerville Consolidated School,0920111,115,*,107,,2014-15
,0,0,,0,New Hartford School District,0920011,,0,0,,Bridges II at Ann Antolini School,0920411,*,0,*,,2014-15
,0,*,,0,New Hartford School District,0920011,,*,0,,New Hartford Elementary School,0920211,75,0,66,,2014-15
,*,*,,231,New Haven School District,0930011,,63,0,,Edgewood School,0931211,439,7,133,,2014-15
,*,14,,57,New Haven School District,0930011,,190,0,,Nathan Hale School,0931411,552,*,286,,2014-15
,0,*,,304,New Haven School District,0930011,,147,0,,Augusta Lewis Troup School,0931511,490,*,32,,2014-15
,0,*,,316,New Haven School District,0930011,,148,0,,Barnard Environmental Magnet School,0930211,560,*,88,,2014-15
,0,*,,302,New Haven School District,0930011,,100,0,,Beecher School,0930311,502,*,89,,2014-15
,*,*,,137,New Haven School District,0930011,,228,*,,Benjamin Jepson Magnet School,0931811,517,7,140,,2014-15
,0,*,,197,New Haven School District,0930011,,136,0,,Betsy Ross Arts Magnet School,0935511,459,*,117,,2014-15
,0,24,,183,New Haven School District,0930011,,225,*,,Bishop Woods Architecture and Design Magnet School,0934311,497,*,62,,2014-15
,0,0,,12,New Haven School District,0930011,,*,0,,Blake Street Leadership Academy (STEP),0932411,20,*,0,,2014-15
,*,*,,322,New Haven School District,0930011,,143,0,,Brennan Rogers School,0932111,508,*,35,,2014-15
,0,*,,222,New Haven School District,0930011,,94,0,,"Celentano BioTech, Health and Medical Magnet School",0934811,362,*,37,,2014-15
,0,*,,116,New Haven School District,0930011,,434,0,,Clinton Avenue School,0930611,599,*,45,,2014-15
,0,*,,19,New Haven School District,0930011,,416,0,,Columbus Family Academy,0934111,451,*,14,,2014-15
,*,*,,303,New Haven School District,0930011,,277,0,,Conte/West Hills Magnet School,0933111,640,*,49,,2014-15
,*,18,,292,New Haven School District,0930011,,173,0,,Cooperative High School,0936411,614,*,128,,2014-15
,0,0,,129,New Haven School District,0930011,,35,0,,Cortlandt V.R. Creed Health and Sport Sciences High School,0936811,183,*,*,,2014-15
,*,9,,281,New Haven School District,0930011,,61,0,,Davis 21st Century Magnet Elementary School,0930911,461,*,105,,2014-15
,0,0,,25,New Haven School District,0930011,,11,0,,Domus Academy,0935611,36,0,0,,2014-15
,0,*,,107,New Haven School District,0930011,,27,0,,Early Learning Center,0938111,142,0,*,,2014-15
,0,*,,190,New Haven School District,0930011,,227,0,,East Rock Community Magnet School,0934611,508,*,60,,2014-15
,*,47,,239,New Haven School District,0930011,,99,0,,Engineering - Science University Magnet School,0931711,571,*,179,,2014-15
,*,15,,95,New Haven School District,0930011,,597,0,,Fair Haven School,0931611,786,*,72,,2014-15
,0,*,,119,New Haven School District,0930011,,222,*,,Headstart,0938011,371,*,22,,2014-15
,0,*,,181,New Haven School District,0930011,,75,0,,Helene Grant HeadStart,0938311,277,*,11,,2014-15
,0,*,,116,New Haven School District,0930011,,121,0,,High School In The Community,0936611,282,*,38,,2014-15
,0,*,,123,New Haven School District,0930011,,333,*,,Hill Central Music Academy,0930711,476,*,17,,2014-15
,*,33,,331,New Haven School District,0930011,,219,0,,Hill Regional Career High School,0936311,675,*,88,,2014-15
,*,8,,713,New Haven School District,0930011,,271,0,,James Hillhouse High School,0936211,1039,*,38,,2014-15
,0,*,,83,New Haven School District,0930011,,327,0,,John C. Daniels,0931311,522,*,95,,2014-15
,*,*,,54,New Haven School District,0930011,,435,0,,John S. Martinez Sea and Sky STEM School,0930811,508,*,16,,2014-15
,*,16,,439,New Haven School District,0930011,,58,*,,King/Robinson Magnet School,0933011,564,*,47,,2014-15
,0,*,,278,New Haven School District,0930011,,77,0,,Lincoln-Bassett School,0932011,372,0,*,,2014-15
,*,9,,253,New Haven School District,0930011,,168,*,,Mauro-Sheridan Magnet School,0931911,543,*,107,,2014-15
,0,*,,152,New Haven School District,0930011,,136,0,,Metropolitan Business Academy,0936011,391,*,89,,2014-15
,0,*,,164,New Haven School District,0930011,,64,0,,New Haven Academy,0937011,264,*,27,,2014-15
,0,0,,33,New Haven School District,0930011,,*,0,,New Horizons High School,0932211,64,0,*,,2014-15
,0,0,,*,New Haven School District,0930011,,7,0,,Polly T. McCabe Center,0939211,15,0,*,,2014-15
,0,*,,109,New Haven School District,0930011,,182,0,,Quinnipiac Real World Math STEM School,0933511,330,*,37,,2014-15
,0,0,,77,New Haven School District,0930011,,*,0,,Riverside Education Academy,0939111,117,0,*,,2014-15
,0,*,,211,New Haven School District,0930011,,289,0,,Roberto Clemente Leadership Academy for Global Awareness,0934211,535,*,28,,2014-15
,*,16,,233,New Haven School District,0930011,,275,0,,Ross/Woodward School,0931011,675,*,144,,2014-15
,0,*,,37,New Haven School District,0930011,,91,*,,Sound School,0936711,330,*,194,,2014-15
,0,*,,185,New Haven School District,0930011,,205,0,,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,429,*,34,,2014-15
,*,*,,62,New Haven School District,0930011,,403,*,,Truman School,0932911,483,*,11,,2014-15
,*,*,,180,New Haven School District,0930011,,57,0,,West Rock Authors Academy,0934911,272,*,27,,2014-15
,0,*,,309,New Haven School District,0930011,,68,0,,Wexler/Grant Community School,0933211,402,*,21,,2014-15
,*,29,,480,New Haven School District,0930011,,689,*,,Wilbur Cross High School,0936111,1362,*,157,,2014-15
,*,117,,50,New Haven School District,0930011,,32,0,,Worthington Hooker School,0933811,441,*,234,,2014-15
,*,*,,62,New London School District,0950011,,407,0,,Jennings School,0950311,537,29,35,,2014-15
,*,*,,170,New London School District,0950011,,324,*,,Bennie Dover Jackson Middle School,0955111,624,34,85,,2014-15
,*,*,,25,New London School District,0950011,,67,0,,Harbor,0950611,124,9,20,,2014-15
,*,*,,103,New London School District,0950011,,209,0,,Nathan Hale Arts Magnet School,0950911,471,45,104,,2014-15
,*,20,,223,New London School District,0950011,,393,*,,New London High School,0956111,886,50,192,,2014-15
,*,9,,113,New London School District,0950011,,197,*,,Winthrop STEM Elementary Magnet School,0950811,556,73,160,,2014-15
,*,25,,*,New Milford School District,0960011,,94,0,,Hill And Plain School,0960511,454,20,305,,2014-15
,0,7,,6,New Milford School District,0960011,,42,0,,John Pettibone School,0960711,364,26,283,,2014-15
,0,0,,0,New Milford School District,0960011,,0,0,,Litchfield Hills Transition Center,0969011,11,0,11,,2014-15
,0,56,,35,New Milford School District,0960011,,141,0,,New Milford High School,0966111,1398,24,1142,,2014-15
,0,11,,8,New Milford School District,0960011,,34,0,,Northville Elementary School,0960811,414,16,345,,2014-15
,0,35,,22,New Milford School District,0960011,,119,0,,Sarah Noble Intermediate School,0960911,1024,25,823,,2014-15
,*,23,,*,New Milford School District,0960011,,62,0,,Schaghticoke Middle School,0965211,681,13,569,,2014-15
,*,54,,*,Newington School District,0940011,,87,0,,Anna Reynolds School,0940611,459,14,289,,2014-15
,0,21,,19,Newington School District,0940011,,71,0,,Elizabeth Green School,0940211,274,22,141,,2014-15
,0,34,,24,Newington School District,0940011,,72,*,,John Paterson School,0940811,418,*,268,,2014-15
,*,59,,44,Newington School District,0940011,,85,0,,John Wallace Middle School,0945311,687,*,460,,2014-15
,*,53,,24,Newington School District,0940011,,108,*,,Martin Kellogg Middle School,0945111,615,33,394,,2014-15
,*,119,,71,Newington School District,0940011,,238,*,,Newington High School,0946111,1308,42,835,,2014-15
,0,32,,22,Newington School District,0940011,,65,0,,Ruth Chaffee School,0940711,344,16,209,,2014-15
,0,9,,*,Newtown School District,0970011,,13,*,,Hawley Elementary School,0970111,321,6,291,,2014-15
,*,7,,0,Newtown School District,0970011,,18,0,,Head O'Meadow Elementary School,0970411,314,*,282,,2014-15
,0,10,,8,Newtown School District,0970011,,18,0,,Middle Gate Elementary School,0970311,391,16,339,,2014-15
,*,51,,*,Newtown School District,0970011,,88,0,,Newtown High School,0976111,1738,23,1553,,2014-15
,0,42,,9,Newtown School District,0970011,,33,0,,Newtown Middle School,0975111,833,10,739,,2014-15
,0,*,,*,Newtown School District,0970011,,*,0,,Newtown Preschool,0978011,58,*,51,,2014-15
,0,34,,6,Newtown School District,0970011,,37,0,,Reed Intermediate School,0970511,731,12,642,,2014-15
,0,0,,0,Newtown School District,0970011,,0,0,,STARR,0979011,*,0,*,,2014-15
,0,26,,13,Newtown School District,0970011,,*,0,,Sandy Hook Elementary School,0970211,359,*,305,,2014-15
,0,0,,0,Norfolk School District,0980011,,*,0,,Botelle Elementary School,0980111,115,*,112,,2014-15
,*,15,,*,North Branford School District,0990011,,21,0,,Jerome Harrison School,0990411,406,*,359,,2014-15
,*,18,,*,North Branford School District,0990011,,27,0,,North Branford High School,0996111,619,0,563,,2014-15
,*,*,,16,North Branford School District,0990011,,20,0,,North Branford Intermediate School,0995111,507,0,458,,2014-15
,0,0,,*,North Branford School District,0990011,,*,0,,School to Work Program,0999011,*,0,*,,2014-15
,0,*,,14,North Branford School District,0990011,,19,0,,Totoket Valley Elementary School,0990611,430,*,388,,2014-15
,0,*,,*,North Canaan School District,1000011,,31,0,,North Canaan Elementary School,1000111,280,9,237,,2014-15
,*,23,,*,North Haven School District,1010011,,26,0,,Clintonville Elementary School,1010811,332,10,266,,2014-15
,*,34,,19,North Haven School District,1010011,,25,0,,Green Acres Elementary School,1010711,384,*,294,,2014-15
,0,19,,*,North Haven School District,1010011,,26,0,,Montowese Elementary School,1010211,314,*,258,,2014-15
,*,84,,60,North Haven School District,1010011,,59,0,,North Haven High School,1016111,1039,*,815,,2014-15
,*,50,,24,North Haven School District,1010011,,51,0,,North Haven Middle School,1015211,782,*,637,,2014-15
,0,*,,*,North Haven School District,1010011,,0,0,,North Haven Transition Partnership,1010111,*,0,*,,2014-15
,0,23,,17,North Haven School District,1010011,,26,0,,Ridge Road Elementary School,1010311,423,14,343,,2014-15
,6,9,,8,North Stonington School District,1020011,,19,0,,North Stonington Elementary School,1020111,381,7,332,,2014-15
,*,*,,7,North Stonington School District,1020011,,*,0,,Wheeler High School,1026111,196,*,176,,2014-15
,*,*,,*,North Stonington School District,1020011,,*,*,,Wheeler Middle School,1025111,164,*,146,,2014-15
,*,88,,385,Norwalk School District,1030011,,677,*,,Brien McMahon High School,1036211,1675,26,495,,2014-15
,*,36,,63,Norwalk School District,1030011,,304,0,,Brookside Elementary School,1030211,522,*,109,,2014-15
,0,22,,76,Norwalk School District,1030011,,79,*,,Columbus Magnet School,1030311,333,*,142,,2014-15
,0,*,,70,Norwalk School District,1030011,,132,*,,Cranbury Elementary School,1030411,502,0,276,,2014-15
,0,22,,78,Norwalk School District,1030011,,138,0,,Fox Run Elementary School,1032011,452,14,200,,2014-15
,0,69,,96,Norwalk School District,1030011,,323,0,,Jefferson Magnet School,1030711,588,14,86,,2014-15
,0,24,,105,Norwalk School District,1030011,,340,0,,Kendall Elementary School,1030811,566,9,88,,2014-15
,0,21,,57,Norwalk School District,1030011,,230,0,,Marvin Elementary School,1032211,497,10,179,,2014-15
,*,22,,58,Norwalk School District,1030011,,172,*,,Naramake Elementary School,1032111,460,13,193,,2014-15
,0,26,,109,Norwalk School District,1030011,,212,*,,Nathan Hale Middle School,1035211,620,*,266,,2014-15
,*,60,,308,Norwalk School District,1030011,,533,*,,Norwalk High School,1036111,1575,10,660,,2014-15
,0,0,,18,Norwalk School District,1030011,,27,0,,Norwalk Pathways Academy at Briggs,1036311,56,*,*,,2014-15
,*,39,,145,Norwalk School District,1030011,,314,0,,Ponus Ridge Middle School,1035311,645,*,140,,2014-15
,0,*,,82,Norwalk School District,1030011,,200,0,,Roton Middle School,1035511,459,*,159,,2014-15
,0,12,,46,Norwalk School District,1030011,,102,0,,Rowayton School,1031311,444,12,272,,2014-15
,0,16,,64,Norwalk School District,1030011,,311,*,,Silvermine Elementary School,1032311,486,*,86,,2014-15
,0,19,,72,Norwalk School District,1030011,,218,0,,Tracey School,1031411,389,11,69,,2014-15
,0,26,,129,Norwalk School District,1030011,,294,0,,West Rocks Middle School,1035411,635,7,179,,2014-15
,0,*,,58,Norwalk School District,1030011,,124,0,,Wolfpit School,1032411,325,*,123,,2014-15
,44,185,,366,Norwich Free Academy District,9010022,,252,*,,Norwich Free Academy,9016122,2317,*,1439,,2014-15
,*,36,,27,Norwich School District,1040011,,66,0,,Bishop School Early Learning Center,1040111,223,*,70,,2014-15
,*,6,,16,Norwich School District,1040011,,14,0,,Case Street Early Learning Center at DTZ,1040211,57,*,17,,2014-15
,*,0,,*,Norwich School District,1040011,,*,0,,Hickory Street School,1049011,20,6,6,,2014-15
,*,*,,72,Norwich School District,1040011,,129,0,,John B. Stanton Network School,1041411,368,40,92,,2014-15
,*,25,,122,Norwich School District,1040011,,185,*,,Kelly Middle School,1045111,671,48,289,,2014-15
,*,26,,67,Norwich School District,1040011,,115,*,,Moriarty Magnet School,1042011,390,44,135,,2014-15
,*,11,,36,Norwich School District,1040011,,72,*,,Samuel Huntington School,1040811,373,44,208,,2014-15
,*,44,,103,Norwich School District,1040011,,149,*,,Teachers' Memorial Middle School,1045211,491,43,144,,2014-15
,0,47,,53,Norwich School District,1040011,,65,*,,Thomas W. Mahan School,1041711,283,*,84,,2014-15
,*,16,,55,Norwich School District,1040011,,89,*,,Uncas Network School,1041911,250,27,59,,2014-15
,*,21,,52,Norwich School District,1040011,,93,*,,Veterans' Memorial School,1041811,311,38,102,,2014-15
,0,0,,*,Norwich School District,1040011,,*,0,,Virtual Learning Academy,1049211,12,*,*,,2014-15
,*,*,,48,Norwich School District,1040011,,62,0,,Wequonnoc Magnet School,1041511,236,29,93,,2014-15
,*,40,,72,Odyssey Community School District,2630013,,51,0,,Odyssey Community School,2635113,328,*,153,,2014-15
,0,15,,*,Old Saybrook School District,1060011,,50,0,,Kathleen E. Goodwin School,1060211,417,*,335,,2014-15
,0,21,,14,Old Saybrook School District,1060011,,31,0,,Old Saybrook Middle School,1065211,531,7,458,,2014-15
,0,32,,6,Old Saybrook School District,1060011,,21,0,,Old Saybrook Senior High School,1066111,466,14,393,,2014-15
,*,21,,*,Orange School District,1070011,,*,0,,Mary L. Tracy School,1070211,168,8,133,,2014-15
,0,37,,15,Orange School District,1070011,,13,0,,Peck Place School,1070511,349,7,277,,2014-15
,0,42,,*,Orange School District,1070011,,16,0,,Race Brook School,1070311,369,*,296,,2014-15
,*,36,,*,Orange School District,1070011,,16,0,,Turkey Hill School,1070411,293,*,230,,2014-15
,*,9,,*,Oxford School District,1080011,,21,0,,Great Oak School,1085111,517,10,468,,2014-15
,*,10,,*,Oxford School District,1080011,,27,0,,Oxford Center School,1080111,480,6,433,,2014-15
,0,11,,8,Oxford School District,1080011,,35,0,,Oxford High School,1086011,575,15,506,,2014-15
,*,10,,*,Oxford School District,1080011,,26,*,,Quaker Farms School,1080311,396,10,345,,2014-15
,0,*,,187,Park City Prep Charter School District,2830013,,150,0,,Park City Prep Charter School,2835113,360,*,20,,2014-15
,0,0,,7,Path Academy District,2930013,,94,0,,Path Academy,2930113,132,0,31,,2014-15
,0,0,,*,Plainfield School District,1090011,,*,0,,Early Childhood Center,1098011,19,*,15,,2014-15
,*,10,,9,Plainfield School District,1090011,,*,*,,Moosup Elementary School,1090111,322,*,288,,2014-15
,*,16,,23,Plainfield School District,1090011,,7,*,,Plainfield Central School,1095111,567,*,513,,2014-15
,10,21,,25,Plainfield School District,1090011,,*,0,,Plainfield High School,1096111,683,*,621,,2014-15
