"school_code","district_code","district","school","grade","2011_12","2012_13","2013_14","2014_15","2015_16"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Grade 12","63.6","66.7","66.2","64.5","38.0"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Grade   9","","53.3","69.2","60.7","64.9"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Grade 10","68.0","76.1","67.0","70.9","45.3"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Grade 11","55.2","58.9","61.7","70.4","59.0"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Grade 12","47.8","61.6","69.5","57.1","55.1"
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","Grade   9","62.2","","","",""
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Grade   9","","55.6","56.8","71.3","47.5"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Grade 10","44.7","48.7","39.7","63.5","44.6"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Grade 11","47.8","48.1","52.0","49.4","42.5"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Grade 12","44.7","52.1","51.3","65.9","50.6"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Grade   6","*","3.0","4.3","3.7","4.6"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Grade   7","*","*","4.8","5.9","8.3"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Grade   8","8.3","3.1","5.3","4.4","4.3"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Grade   9","8.7","12.1","11.6","13.9","11.1"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Grade 10","","*","17.0","12.6","8.2"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Grade 11","","","9.3","12.8","18.4"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Grade 12","","","","13.5","20.8"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Kindergarten","","*","","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Grade   1","*","*","*","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Grade   2","*","*","*","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Grade   3","*","*","*","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Grade   4","*","*","*","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Grade   5","*","*","*","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Grade   6","*","*","*","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Grade   7","*","*","*","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Grade   8","","*","*","",""
"0647611","0640011","Hartford School District","High School Inc.","Grade   9","47.7","56.1","56.0","41.2",""
"0647611","0640011","Hartford School District","High School Inc.","Grade 10","66.7","42.3","56.3","54.0",""
"0647611","0640011","Hartford School District","High School Inc.","Grade 11","51.4","69.7","49.3","50.6",""
"0647611","0640011","Hartford School District","High School Inc.","Grade 12","65.6","16.3","49.2","50.8",""
"0647611","0640011","Hartford School District","High School, Inc.","Grade   9","","","","","38.8"
"0647611","0640011","Hartford School District","High School, Inc.","Grade 10","","","","","60.0"
"0647611","0640011","Hartford School District","High School, Inc.","Grade 11","","","","","49.2"
"0647611","0640011","Hartford School District","High School, Inc.","Grade 12","","","","","63.1"
"0648411","0640011","Hartford School District","High Step Transition","Grade 11","","","","*",""
"0648411","0640011","Hartford School District","High Step Transition","Grade 12","","","","*","*"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","Grade   9","58.6","","37.5","*","19.6"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","Grade 10","58.7","70.3","*","36.2","*"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","Grade 11","52.2","60.3","*","*","19.0"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","Grade 12","68.9","62.1","52.5","*","*"
"0641011","0640011","Hartford School District","Kennelly School","Kindergarten","26.7","40.5","20.3","32.8","*"
"0641011","0640011","Hartford School District","Kennelly School","Grade   1","17.9","21.8","22.9","24.6","24.6"
"0641011","0640011","Hartford School District","Kennelly School","Grade   2","18.7","22.7","20.0","17.6","*"
"0641011","0640011","Hartford School District","Kennelly School","Grade   3","*","15.5","21.7","25.6","18.7"
"0641011","0640011","Hartford School District","Kennelly School","Grade   4","14.7","*","13.2","*","24.2"
"0641011","0640011","Hartford School District","Kennelly School","Grade   5","6.7","29.0","21.3","26.5","20.5"
"0641011","0640011","Hartford School District","Kennelly School","Grade   6","*","14.7","31.3","*","32.7"
"0641011","0640011","Hartford School District","Kennelly School","Grade   7","33.0","*","23.0","40.0","21.6"
"0641011","0640011","Hartford School District","Kennelly School","Grade   8","27.4","26.0","31.0","45.5","47.1"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Kindergarten","","","","","0.0"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   1","","","","","0.0"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   2","","","","","0.0"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   3","","","","","0.0"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   4","","","","","0.0"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   5","","","","","*"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   6","","","","","0.0"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   7","","","","","0.0"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   8","","","","","0.0"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade   9","","","","","*"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade 10","","","","","26.9"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade 11","","","","","23.9"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Grade 12","","","","","16.7"
"0649511","0640011","Hartford School District","LC - Breakthrough II","Grade   2","","","","","*"
"0649511","0640011","Hartford School District","LC - Breakthrough II","Grade   4","","","","","*"
"0649511","0640011","Hartford School District","LC - Breakthrough II","Grade   6","","","","","*"
"0649511","0640011","Hartford School District","LC - Breakthrough II","Grade   8","","","","","*"
"0649611","0640011","Hartford School District","LC - Burns","Grade   5","","","","","*"
"0649611","0640011","Hartford School District","LC - Burns","Grade   7","","","","","*"
"0649611","0640011","Hartford School District","LC - Burns","Grade   8","","","","","*"
"0649811","0640011","Hartford School District","LC - Moylan","Kindergarten","","","","","*"
"0649811","0640011","Hartford School District","LC - Moylan","Grade   2","","","","","*"
"0649811","0640011","Hartford School District","LC - Moylan","Grade   3","","","","","*"
"0649811","0640011","Hartford School District","LC - Moylan","Grade   5","","","","","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Kindergarten","10.0","32.9","48.9","38.5","25.0"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Grade   1","23.5","20.5","43.1","39.5","29.1"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Grade   2","23.9","19.7","27.5","25.4","16.9"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Grade   3","19.2","23.5","24.2","13.7","18.5"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Grade   4","18.4","22.7","33.8","22.2","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Grade   5","23.4","19.0","28.6","27.3","20.3"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Grade   6","25.0","41.5","29.8","20.0","20.8"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Grade   7","46.4","*","40.8","36.0","25.0"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Grade   8","","*","34.8","61.8","*"
"0641611","0640011","Hartford School District","M. L. King School","Kindergarten","43.5","36.6","34.8","38.6","43.5"
"0641611","0640011","Hartford School District","M. L. King School","Grade   1","30.9","22.2","39.1","37.5","17.6"
"0641611","0640011","Hartford School District","M. L. King School","Grade   2","34.0","*","18.2","24.4","*"
"0641611","0640011","Hartford School District","M. L. King School","Grade   3","26.0","*","24.4","*","34.1"
"0641611","0640011","Hartford School District","M. L. King School","Grade   4","32.0","19.6","26.2","25.6","16.3"
"0641611","0640011","Hartford School District","M. L. King School","Grade   5","36.4","20.9","29.3","*","*"
"0641611","0640011","Hartford School District","M. L. King School","Grade   6","22.5","25.0","*","21.4","*"
"0641611","0640011","Hartford School District","M. L. King School","Grade   7","65.7","19.4","41.7","20.0","36.7"
"0641611","0640011","Hartford School District","M. L. King School","Grade   8","20.8","31.3","*","43.5","20.0"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Kindergarten","","","","*","*"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Grade   1","","","","*","*"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Grade   2","","","","","*"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Grade   3","","","","*",""
"0644811","0640011","Hartford School District","MDP - Batchelder School","Grade   4","","","","*","*"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Grade   5","","","","","*"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Grade   6","","","","*","*"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Grade   7","","","","*","*"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Grade   8","","","","*","*"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","Grade   9","","","","*","*"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","Grade 10","","","","*","*"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","Grade 11","","","","","*"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","Grade 12","","","","*","*"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","Grade   9","","","","*","*"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","Grade 10","","","","*","*"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","Grade 11","","","","*","*"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","Grade 12","","","","*","*"
"0648511","0640011","Hartford School District","MDP - Moylan School","Kindergarten","","","","","*"
"0648511","0640011","Hartford School District","MDP - Moylan School","Grade   1","","","","*",""
"0648511","0640011","Hartford School District","MDP - Moylan School","Grade   2","","","","","*"
"0648511","0640011","Hartford School District","MDP - Moylan School","Grade   3","","","","*","*"
"0648511","0640011","Hartford School District","MDP - Moylan School","Grade   4","","","","*",""
"0648511","0640011","Hartford School District","MDP - Moylan School","Grade   5","","","","*","*"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","Grade   6","47.4","33.7","27.2","9.4","23.3"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","Grade   7","48.7","49.0","34.5","29.0","15.7"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","Grade   8","35.2","45.9","47.3","31.0","25.6"
"0641911","0640011","Hartford School District","Milner Elementary School","Kindergarten","36.9","38.5","40.0","41.5","35.7"
"0641911","0640011","Hartford School District","Milner Elementary School","Grade   1","48.9","32.7","35.9","55.3","14.6"
"0641911","0640011","Hartford School District","Milner Elementary School","Grade   2","22.7","31.7","26.2","41.5","17.9"
"0641911","0640011","Hartford School District","Milner Elementary School","Grade   3","47.5","25.0","37.2","22.6","25.7"
"0641911","0640011","Hartford School District","Milner Elementary School","Grade   4","17.5","35.3","35.3","38.6","35.5"
"0641911","0640011","Hartford School District","Milner Elementary School","Grade   5","44.2","30.8","55.6","27.0","29.3"
"0641911","0640011","Hartford School District","Milner Elementary School","Grade   6","40.9","43.3","40.5","55.6","32.5"
"0641911","0640011","Hartford School District","Milner Elementary School","Grade   7","42.5","42.1","47.2","28.2","22.6"
"0641911","0640011","Hartford School District","Milner Elementary School","Grade   8","35.0","35.1","52.6","40.0","24.3"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Kindergarten","*","15.8","14.9","17.8",""
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Grade   1","13.0","*","*","18.0",""
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Grade   2","*","*","*","*",""
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Grade   3","*","*","*","*",""
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Grade   4","*","*","*","*",""
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Grade   5","*","*","*","*",""
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Grade   6","","*","*","*",""
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Grade   7","","","","*",""
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Kindergarten","","","","","*"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Grade   1","","","","","*"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Grade   2","","","","","*"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Grade   3","","","","","*"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Grade   4","","","","","*"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Grade   5","","","","","*"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Grade   6","","","","","*"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Grade   7","","","","","*"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Grade   8","","","","","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Kindergarten","","","*","20.9","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Grade   1","","","*","*","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Grade   2","","","*","*","0.0"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Grade   3","","","*","*","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Grade   4","","","","*","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Grade   5","","","","","*"
"0642711","0640011","Hartford School District","New Visions Program","Grade   6","","","","*",""
"0642711","0640011","Hartford School District","New Visions Program","Grade   7","","","","*",""
"0642711","0640011","Hartford School District","New Visions Program","Grade   8","","","","*",""
"0642711","0640011","Hartford School District","New Visions Program","Grade   9","","","","*",""
"0642711","0640011","Hartford School District","New Visions Program","Grade 10","","","","*",""
"0642711","0640011","Hartford School District","New Visions Program","Grade 11","","","","*",""
"0642711","0640011","Hartford School District","New Visions Program","Grade 12","","","","*",""
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Kindergarten","*","*","*","8.1","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Grade   1","*","*","*","*","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Grade   2","*","*","*","15.6","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Grade   3","*","0.0","*","8.9","9.1"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Grade   4","*","*","*","11.8","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Grade   5","10.0","*","*","*","0.0"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Grade   6","*","*","*","12.3","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Grade   7","17.8","13.6","*","*","*"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Grade   8","*","24.4","*","*","*"
"0647811","0640011","Hartford School District","OPPortunity High School","Grade   9","*","*","*","*",""
"0647811","0640011","Hartford School District","OPPortunity High School","Grade 10","86.7","77.3","84.4","87.5",""
"0647811","0640011","Hartford School District","OPPortunity High School","Grade 11","*","*","*","*",""
"0647811","0640011","Hartford School District","OPPortunity High School","Grade 12","68.8","42.3","34.1","53.3",""
"0641511","0640011","Hartford School District","Parkville Community School","Kindergarten","23.2","35.5","32.2","27.3","29.6"
"0641511","0640011","Hartford School District","Parkville Community School","Grade   1","38.9","12.2","21.2","15.9","23.1"
"0641511","0640011","Hartford School District","Parkville Community School","Grade   2","22.4","17.1","30.9","14.3","16.3"
"0641511","0640011","Hartford School District","Parkville Community School","Grade   3","20.0","10.9","24.0","23.1","25.0"
"0641511","0640011","Hartford School District","Parkville Community School","Grade   4","9.2","18.4","23.0","18.5","28.4"
"0641511","0640011","Hartford School District","Parkville Community School","Grade   5","22.6","13.2","23.4","21.1","22.5"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","Grade   9","17.1","18.6","21.1","22.3","15.0"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","Grade 10","19.3","11.8","13.0","16.0","23.0"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","Grade 11","24.3","16.2","12.1","23.1","21.8"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","Grade 12","34.6","14.7","15.9","12.1","26.4"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Kindergarten","*","*","17.5","*",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   1","*","11.1","14.1","16.7",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   2","*","*","10.4","13.2",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   3","*","*","*","10.7",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   4","*","0.0","*","*",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   5","*","*","0.0","16.0",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   6","8.7","10.0","0.0","16.0",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   7","9.6","23.9","14.7","10.7",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   8","12.1","25.4","23.3","*",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade   9","","17.5","46.7","29.0",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade 10","","","36.8","20.4",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Grade 11","","","","16.7",""
"0644011","0640011","Hartford School District","Renzulli Academy","Kindergarten","","*","","",""
"0644011","0640011","Hartford School District","Renzulli Academy","Grade   4","*","*","*","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","Grade   5","*","*","*","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","Grade   6","*","*","*","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","Grade   7","50.0","*","*","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","Grade   8","*","*","26.1","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","Grade   9","","*","*","",""
"0644011","0640011","Hartford School District","Renzulli Academy","Grade 10","","","*","",""
"0640111","0640011","Hartford School District","SAND School","Kindergarten","39.1","44.9","53.6","53.8","32.8"
"0640111","0640011","Hartford School District","SAND School","Grade   1","50.9","36.2","43.3","35.0","24.6"
"0640111","0640011","Hartford School District","SAND School","Grade   2","20.8","43.9","41.9","35.9","28.6"
"0640111","0640011","Hartford School District","SAND School","Grade   3","34.7","36.2","50.0","44.2","26.3"
"0640111","0640011","Hartford School District","SAND School","Grade   4","28.6","35.4","33.3","31.8","25.0"
"0640111","0640011","Hartford School District","SAND School","Grade   5","41.7","30.8","56.0","39.5","22.2"
"0640111","0640011","Hartford School District","SAND School","Grade   6","50.9","44.7","48.5","28.9","*"
"0640111","0640011","Hartford School District","SAND School","Grade   7","47.8","48.0","62.5","38.9","*"
"0640111","0640011","Hartford School District","SAND School","Grade   8","34.9","35.7","43.2","51.7","29.4"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Kindergarten","*","*","*","16.2","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Grade   1","*","*","0.0","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Grade   2","*","*","*","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Grade   3","*","0.0","0.0","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Grade   4","*","0.0","*","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Grade   5","*","*","0.0","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Grade   6","*","*","0.0","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Grade   7","0.0","0.0","*","*","*"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Grade   8","*","*","0.0","*","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","Grade   4","","24.7","11.5","*","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","Grade   5","","","16.5","*","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","Grade   6","","","","7.5","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","Grade   7","","","","","*"
"0643011","0640011","Hartford School District","Sanchez School","Kindergarten","48.4","42.7","34.4","32.5","26.8"
"0643011","0640011","Hartford School District","Sanchez School","Grade   1","26.1","26.4","30.7","23.6","22.2"
"0643011","0640011","Hartford School District","Sanchez School","Grade   2","29.2","20.8","26.0","18.1","*"
"0643011","0640011","Hartford School District","Sanchez School","Grade   3","32.5","24.6","20.0","20.0","15.6"
"0643011","0640011","Hartford School District","Sanchez School","Grade   4","31.7","19.7","30.2","14.8","16.7"
"0643011","0640011","Hartford School District","Sanchez School","Grade   5","29.8","27.5","18.2","23.9","*"
"0645611","0640011","Hartford School District","Sarah J Rawson Middle Grades Academy","Grade   6","*","","","",""
"0645611","0640011","Hartford School District","Sarah J Rawson Middle Grades Academy","Grade   7","*","","","",""
"0645611","0640011","Hartford School District","Sarah J Rawson Middle Grades Academy","Grade   8","22.1","","","",""
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Kindergarten","8.6","17.7","14.3","29.6","18.4"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Grade   1","13.2","20.0","24.3","19.2","12.7"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Grade   2","19.7","10.6","11.5","32.3","26.8"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Grade   3","48.0","12.9","26.7","27.6","17.5"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Grade   4","15.0","17.6","29.2","23.4","12.5"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Grade   5","56.2","*","13.1","15.4","14.0"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Grade   6","","13.3","18.4","*","24.1"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Grade   7","","20.3","33.3","*","24.4"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Grade   8","","*","15.4","26.2","19.5"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Kindergarten","0.0","51.1","58.1","52.2","34.8"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Grade   1","0.0","41.7","26.8","38.1","34.8"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Grade   2","0.0","41.4","34.1","28.1","23.7"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Grade   3","0.0","25.7","42.9","34.1","*"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Grade   4","0.0","*","40.6","*","28.6"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Grade   5","0.0","*","41.7","*","35.0"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Grade   6","0.0","40.7","40.0","45.5","33.3"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Grade   7","*","0.0","59.3","34.6","*"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Grade   8","*","*","52.2","32.0","35.7"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Grade   6","14.5","8.3","11.6","13.8","7.7"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Grade   7","12.7","8.7","19.8","13.6","19.3"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Grade   8","9.1","12.0","17.4","11.2","12.8"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Grade   9","12.3","20.2","27.3","16.5","14.2"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Grade 10","12.1","19.3","10.9","18.1","10.0"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Grade 11","16.3","11.0","23.2","15.1","21.3"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Grade 12","13.4","29.2","24.2","18.3","22.6"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","Grade   9","","","","6.5","13.8"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","Grade 10","","","","9.0","10.6"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","Grade 11","","","","9.2","8.6"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","Grade 12","","","","12.9","8.8"
"0646711","0640011","Hartford School District","University High of Science and Engineering","Grade   9","14.3","14.0","15.0","",""
"0646711","0640011","Hartford School District","University High of Science and Engineering","Grade 10","15.6","*","*","",""
"0646711","0640011","Hartford School District","University High of Science and Engineering","Grade 11","8.2","*","*","",""
"0646711","0640011","Hartford School District","University High of Science and Engineering","Grade 12","20.8","10.6","16.0","",""
"0642111","0640011","Hartford School District","West Middle School","Kindergarten","22.0","28.8","18.0","29.5","21.1"
"0642111","0640011","Hartford School District","West Middle School","Grade   1","12.0","8.3","23.6","17.0","25.6"
"0642111","0640011","Hartford School District","West Middle School","Grade   2","19.2","19.7","19.1","14.0","17.8"
"0642111","0640011","Hartford School District","West Middle School","Grade   3","16.9","20.0","22.2","14.0","23.1"
"0642111","0640011","Hartford School District","West Middle School","Grade   4","15.3","14.5","22.4","17.6","18.8"
"0642111","0640011","Hartford School District","West Middle School","Grade   5","10.6","14.0","31.7","20.5","14.3"
"0642111","0640011","Hartford School District","West Middle School","Grade   6","24.1","29.4","27.8","15.0","17.6"
"0642111","0640011","Hartford School District","West Middle School","Grade   7","29.4","32.7","25.0","28.1","48.8"
"0642111","0640011","Hartford School District","West Middle School","Grade   8","18.9","15.1","47.1","37.5","18.8"
"0650111","0650011","Hartland School District","Hartland School","Kindergarten","*","*","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","Grade   1","*","*","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","Grade   2","*","*","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","Grade   3","0.0","*","0.0","*","*"
"0650111","0650011","Hartland School District","Hartland School","Grade   4","*","0.0","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","Grade   5","*","*","0.0","*","*"
"0650111","0650011","Hartland School District","Hartland School","Grade   6","*","0.0","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","Grade   7","0.0","*","0.0","*","0.0"
"0650111","0650011","Hartland School District","Hartland School","Grade   8","0.0","*","*","0.0","*"
"0670211","0670011","Hebron School District","Gilead Hill School","Kindergarten","5.9","6.5","*","*","*"
"0670211","0670011","Hebron School District","Gilead Hill School","Grade   1","*","*","*","*","0.0"
"0670211","0670011","Hebron School District","Gilead Hill School","Grade   2","*","*","*","*","0.0"
"0670111","0670011","Hebron School District","Hebron Elementary School","Grade   2","","*","","",""
"0670111","0670011","Hebron School District","Hebron Elementary School","Grade   3","4.5","*","*","*","0.0"
