"school_code","district_code","district","school","grade","2011_12","2012_13","2013_14","2014_15","2015_16"
"0141511","0140011","Branford School District","Mary R. Tisko School","Grade   4","0.0","*","9.3","*","*"
"0141411","0140011","Branford School District","Mary T. Murphy School","Kindergarten","*","*","13.9","*","17.1"
"0141411","0140011","Branford School District","Mary T. Murphy School","Grade   1","8.0","*","*","12.7","10.0"
"0141411","0140011","Branford School District","Mary T. Murphy School","Grade   2","*","*","8.4","*","*"
"0141411","0140011","Branford School District","Mary T. Murphy School","Grade   3","*","*","*","6.9","*"
"0141411","0140011","Branford School District","Mary T. Murphy School","Grade   4","*","*","*","0.0","10.6"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","Kindergarten","","","*","*","*"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","Grade   1","","","*","18.4","*"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","Grade   2","","","","*","*"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","Grade   3","","","","","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Kindergarten","*","*","*","*","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   1","0.0","0.0","*","*","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   2","","0.0","*","*","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   3","","","*","*","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   4","","","","0.0","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   5","*","*","*","*","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   6","*","0.0","*","6.7","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   7","*","*","*","*","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   8","0.0","*","*","*","7.8"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade   9","*","11.8","*","0.0","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade 10","","0.0","*","*","14.0"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade 11","","","*","*","*"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Grade 12","","","","*","*"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Grade   9","","","11.9","17.8","18.6"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Grade 10","","","12.5","11.9","12.2"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Grade 11","","","","17.5","13.6"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Grade 12","","","","","31.1"
"0150111","0150011","Bridgeport School District","Barnum School","Kindergarten","27.3","31.0","39.4","28.7","34.1"
"0150111","0150011","Bridgeport School District","Barnum School","Grade   1","17.2","27.8","28.2","28.4","24.5"
"0150111","0150011","Bridgeport School District","Barnum School","Grade   2","14.7","17.7","19.7","20.3","25.0"
"0150111","0150011","Bridgeport School District","Barnum School","Grade   3","28.1","22.5","23.8","13.6","22.8"
"0150111","0150011","Bridgeport School District","Barnum School","Grade   4","27.0","26.3","17.9","16.3","21.3"
"0150111","0150011","Bridgeport School District","Barnum School","Grade   5","12.8","19.7","31.4","16.9","17.5"
"0150111","0150011","Bridgeport School District","Barnum School","Grade   6","25.5","25.0","21.0","28.0","24.4"
"0150111","0150011","Bridgeport School District","Barnum School","Grade   7","26.5","23.1","27.9","12.3","37.0"
"0150111","0150011","Bridgeport School District","Barnum School","Grade   8","22.2","20.3","18.9","27.3","13.8"
"0156111","0150011","Bridgeport School District","Bassick High School","Grade   9","43.1","34.7","40.0","42.2","46.0"
"0156111","0150011","Bridgeport School District","Bassick High School","Grade 10","31.3","44.9","42.8","47.7","44.4"
"0156111","0150011","Bridgeport School District","Bassick High School","Grade 11","36.4","46.6","50.2","46.6","44.0"
"0156111","0150011","Bridgeport School District","Bassick High School","Grade 12","42.3","30.5","35.0","33.7","32.9"
"0150211","0150011","Bridgeport School District","Beardsley School","Kindergarten","29.1","27.1","22.9","34.9","18.4"
"0150211","0150011","Bridgeport School District","Beardsley School","Grade   1","18.5","20.0","19.2","12.5","17.5"
"0150211","0150011","Bridgeport School District","Beardsley School","Grade   2","*","16.3","21.8","27.1","*"
"0150211","0150011","Bridgeport School District","Beardsley School","Grade   3","21.3","13.0","18.2","10.2","13.3"
"0150211","0150011","Bridgeport School District","Beardsley School","Grade   4","14.6","*","12.0","*","11.3"
"0150211","0150011","Bridgeport School District","Beardsley School","Grade   5","*","16.7","13.0","*","*"
"0150211","0150011","Bridgeport School District","Beardsley School","Grade   6","20.0","*","17.6","*","21.9"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","Grade   9","","","*","*","9.9"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","Grade 10","","","*","*","13.3"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","Grade 11","","","","*","10.1"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","Grade 12","","","","","12.2"
"0150311","0150011","Bridgeport School District","Black Rock School","Kindergarten","13.6","25.9","22.8","*","*"
"0150311","0150011","Bridgeport School District","Black Rock School","Grade   1","17.8","21.7","13.8","*","9.7"
"0150311","0150011","Bridgeport School District","Black Rock School","Grade   2","*","20.4","*","11.8","*"
"0150311","0150011","Bridgeport School District","Black Rock School","Grade   3","*","23.7","11.5","*","*"
"0150311","0150011","Bridgeport School District","Black Rock School","Grade   4","15.8","*","*","*","*"
"0150311","0150011","Bridgeport School District","Black Rock School","Grade   5","*","12.5","16.3","25.0","*"
"0150311","0150011","Bridgeport School District","Black Rock School","Grade   6","*","*","*","*","*"
"0150311","0150011","Bridgeport School District","Black Rock School","Grade   7","","*","*","*","*"
"0150311","0150011","Bridgeport School District","Black Rock School","Grade   8","","","30.0","*","*"
"0154011","0150011","Bridgeport School District","Blackham School","Kindergarten","15.4","22.7","32.2","21.6","15.2"
"0154011","0150011","Bridgeport School District","Blackham School","Grade   1","20.2","17.6","26.7","21.7","15.2"
"0154011","0150011","Bridgeport School District","Blackham School","Grade   2","16.8","17.1","11.5","17.4","12.4"
"0154011","0150011","Bridgeport School District","Blackham School","Grade   3","12.5","*","18.1","9.9","12.1"
"0154011","0150011","Bridgeport School District","Blackham School","Grade   4","9.3","12.8","20.4","10.8","15.0"
"0154011","0150011","Bridgeport School District","Blackham School","Grade   5","7.1","18.1","8.0","19.1","14.7"
"0154011","0150011","Bridgeport School District","Blackham School","Grade   6","7.2","*","11.5","11.2","11.2"
"0154011","0150011","Bridgeport School District","Blackham School","Grade   7","15.0","14.8","8.2","9.9","9.7"
"0154011","0150011","Bridgeport School District","Blackham School","Grade   8","15.2","16.8","17.4","5.8","8.1"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Kindergarten","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   1","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   2","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   3","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   4","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   5","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   6","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   7","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   8","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade   9","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade 10","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade 11","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Grade 12","*","","","*","*"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","Grade   9","","","0.0","11.7","25.8"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","Grade 10","","","","27.3","27.7"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","Grade 11","","","","","13.3"
"0150411","0150011","Bridgeport School District","Bryant School","Kindergarten","17.2","36.7","30.8","14.3","16.7"
"0150411","0150011","Bridgeport School District","Bryant School","Grade   1","14.5","19.4","18.6","14.0","16.4"
"0150411","0150011","Bridgeport School District","Bryant School","Grade   2","18.5","18.3","14.8","14.3","*"
"0150411","0150011","Bridgeport School District","Bryant School","Grade   3","19.6","24.2","18.0","*","*"
"0150411","0150011","Bridgeport School District","Bryant School","Grade   4","16.7","15.1","13.5","22.2","12.1"
"0150411","0150011","Bridgeport School District","Bryant School","Grade   5","*","*","*","*","13.7"
"0150411","0150011","Bridgeport School District","Bryant School","Grade   6","*","*","*","*","15.4"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","Grade   9","","","","","90.0"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","Grade 10","","","","","*"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","Grade 11","","","","","*"
"0156211","0150011","Bridgeport School District","Central High School","Grade   9","25.6","49.3","35.8","13.0","13.1"
"0156211","0150011","Bridgeport School District","Central High School","Grade 10","19.9","60.9","30.0","28.3","13.8"
"0156211","0150011","Bridgeport School District","Central High School","Grade 11","23.0","48.7","27.2","18.2","21.8"
"0156211","0150011","Bridgeport School District","Central High School","Grade 12","20.6","64.7","36.3","18.6","19.0"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Kindergarten","18.3","24.2","16.0","16.5","16.5"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Grade   1","11.5","21.4","20.5","19.1","15.4"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Grade   2","16.1","19.0","15.0","12.5","9.0"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Grade   3","9.2","9.8","10.6","10.8","14.6"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Grade   4","13.7","11.1","14.7","10.9","10.5"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Grade   5","10.4","7.9","14.7","10.8","5.4"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Grade   6","19.7","16.1","17.3","14.3","10.8"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Grade   7","22.0","23.1","28.6","15.0","16.4"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Grade   8","20.3","25.2","11.6","16.6","11.2"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","Kindergarten","*","20.0","*","*","15.8"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","Grade   1","*","17.5","*","*","*"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","Grade   2","*","*","0.0","0.0","0.0"
