"","phys","phys4","phys6","phys8","phys10","school_id","year"
"1927","Sit & Reach ","N/A ","N/A ","N/A ","86.1","0256111","201415"
"1928","Curl Up ","N/A ","N/A ","N/A ","98.4","0256111","201415"
"1929","Push Up ","N/A ","N/A ","N/A ","92.8","0256111","201415"
"1930","Mile Run/PACER ","N/A ","N/A ","N/A ","78.3","0256111","201415"
"1931","All Tests - School ","N/A ","N/A ","N/A ","68.1","0256111","201415"
"1932","All Tests - District ","50.1 ","53.2 ","60.6 ","68.1","0256111","201415"
"1933","Sit & Reach ","N/A ","N/A ","N/A ","89.7","0256111","201516"
"1934","Curl Up ","N/A ","N/A ","N/A ","96.1","0256111","201516"
"1935","Push Up ","N/A ","N/A ","N/A ","88.7","0256111","201516"
"1936","Mile Run/PACER ","N/A ","N/A ","N/A ","78.8","0256111","201516"
"1937","All Tests - School ","N/A ","N/A ","N/A ","71.4","0256111","201516"
"1938","All Tests - District ","51.7 ","45.6 ","56.5 ","70.7","0256111","201516"
"1939","Sit & Reach ","88.9","77.8",NA,NA,"0260111","201314"
"1940","Curl Up ","72.2","75",NA,NA,"0260111","201314"
"1941","Push Up ","63.9","69.4",NA,NA,"0260111","201314"
"1942","Mile Run/PACER ","69.4","80.6",NA,NA,"0260111","201314"
"1943","All Tests - School ","41.7","55.6",NA,NA,"0260111","201314"
"1944","All Tests - District ","41.7","55.6",NA,NA,"0260111","201314"
"1945","Sit & Reach ","81.8","78.8","N/A ","N/A","0260111","201415"
"1946","Curl Up ","81.8","57.6","N/A ","N/A","0260111","201415"
"1947","Push Up ","75.8","66.7","N/A ","N/A","0260111","201415"
"1948","Mile Run/PACER ","69.7","72.7","N/A ","N/A","0260111","201415"
"1949","All Tests - School ","51.5","42.4","N/A ","N/A","0260111","201415"
"1950","All Tests - District ","51.5","42.4","N/A ","N/A","0260111","201415"
"1951","Sit & Reach ","63","72.7","N/A ","N/A","0260111","201516"
"1952","Curl Up ","70.4","65.9","N/A ","N/A","0260111","201516"
"1953","Push Up ","63","77.3","N/A ","N/A","0260111","201516"
"1954","Mile Run/PACER ","77.8","88.6","N/A ","N/A","0260111","201516"
"1955","All Tests - School ","29.6","38.6","N/A ","N/A","0260111","201516"
"1956","All Tests - District ","29.6","38.6","N/A ","N/A","0260111","201516"
"1957","Sit & Reach ","79.9",". ",". ",".","0270111","201314"
"1958","Curl Up ","89.6",". ",". ",".","0270111","201314"
"1959","Push Up ","81.9",". ",". ",".","0270111","201314"
"1960","Mile Run/PACER ","69.4",". ",". ",".","0270111","201314"
"1961","All Tests - School ","50",". ",". ",".","0270111","201314"
"1962","All Tests - District ","50","52.9 ","60.7 ","61.9","0270111","201314"
"1963","Sit & Reach ","84.5","N/A ","N/A ","N/A","0270111","201415"
"1964","Curl Up ","97.1","N/A ","N/A ","N/A","0270111","201415"
"1965","Push Up ","79.9","N/A ","N/A ","N/A","0270111","201415"
"1966","Mile Run/PACER ","79.3","N/A ","N/A ","N/A","0270111","201415"
"1967","All Tests - School ","56.3","N/A ","N/A ","N/A","0270111","201415"
"1968","All Tests - District ","56.3","43.8 ","52.7 ","54.1","0270111","201415"
"1969","Sit & Reach ","73.4","N/A ","N/A ","N/A","0270111","201516"
"1970","Curl Up ","84.2","N/A ","N/A ","N/A","0270111","201516"
"1971","Push Up ","88.5","N/A ","N/A ","N/A","0270111","201516"
"1972","Mile Run/PACER ","65.5","N/A ","N/A ","N/A","0270111","201516"
"1973","All Tests - School ","41.7","N/A ","N/A ","N/A","0270111","201516"
"1974","All Tests - District ","41.7","51.1 ","49.0 ","65.3","0270111","201516"
"1975","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0270311","201314"
"1976","Curl Up ","N/A ","N/A ","N/A ","N/A","0270311","201314"
"1977","Push Up ","N/A ","N/A ","N/A ","N/A","0270311","201314"
"1978","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0270311","201314"
"1979","All Tests - School ","N/A ","N/A ","N/A ","N/A","0270311","201314"
"1980","All Tests - District ","50.0 ","52.9 ","60.7 ","61.9","0270311","201314"
"1981","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0270311","201415"
"1982","Curl Up ","N/A ","N/A ","N/A ","N/A","0270311","201415"
"1983","Push Up ","N/A ","N/A ","N/A ","N/A","0270311","201415"
"1984","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0270311","201415"
"1985","All Tests - School ","N/A ","N/A ","N/A ","N/A","0270311","201415"
"1986","All Tests - District ","56.3 ","43.8 ","52.7 ","54.1","0270311","201415"
"1987","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0270311","201516"
"1988","Curl Up ","N/A ","N/A ","N/A ","N/A","0270311","201516"
"1989","Push Up ","N/A ","N/A ","N/A ","N/A","0270311","201516"
"1990","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0270311","201516"
"1991","All Tests - School ","N/A ","N/A ","N/A ","N/A","0270311","201516"
"1992","All Tests - District ","41.7 ","51.1 ","49.0 ","65.3","0270311","201516"
"1993","Sit & Reach ",". ","79","80",".","0275111","201314"
"1994","Curl Up ",". ","96.8","99.3",".","0275111","201314"
"1995","Push Up ",". ","59.2","70.7",".","0275111","201314"
"1996","Mile Run/PACER ",". ","91.7","82.1",".","0275111","201314"
"1997","All Tests - School ",". ","52.9","60.7",".","0275111","201314"
"1998","All Tests - District ","50.0 ","52.9","60.7","61.9","0275111","201314"
"1999","Sit & Reach ","N/A ","77.1","73.6","N/A","0275111","201415"
"2000","Curl Up ","N/A ","96.5","98.6","N/A","0275111","201415"
"2001","Push Up ","N/A ","50","64.2","N/A","0275111","201415"
"2002","Mile Run/PACER ","N/A ","90.3","79.7","N/A","0275111","201415"
"2003","All Tests - School ","N/A ","43.8","52.7","N/A","0275111","201415"
"2004","All Tests - District ","56.3 ","43.8","52.7","54.1","0275111","201415"
"2005","Sit & Reach ","N/A ","74.5","77.7","N/A","0275111","201516"
"2006","Curl Up ","N/A ","98.5","97.5","N/A","0275111","201516"
"2007","Push Up ","N/A ","65","54.8","N/A","0275111","201516"
"2008","Mile Run/PACER ","N/A ","86.9","82.2","N/A","0275111","201516"
"2009","All Tests - School ","N/A ","51.1","49","N/A","0275111","201516"
"2010","All Tests - District ","41.7 ","51.1","49","65.3","0275111","201516"
"2011","Sit & Reach ",". ",". ",". ","86.5","0276111","201314"
"2012","Curl Up ",". ",". ",". ","92.9","0276111","201314"
"2013","Push Up ",". ",". ",". ","72.2","0276111","201314"
"2014","Mile Run/PACER ",". ",". ",". ","77","0276111","201314"
"2015","All Tests - School ",". ",". ",". ","61.9","0276111","201314"
"2016","All Tests - District ","50.0 ","52.9 ","60.7 ","61.9","0276111","201314"
"2017","Sit & Reach ","N/A ","N/A ","N/A ","94.5","0276111","201415"
"2018","Curl Up ","N/A ","N/A ","N/A ","90.8","0276111","201415"
"2019","Push Up ","N/A ","N/A ","N/A ","87.2","0276111","201415"
"2020","Mile Run/PACER ","N/A ","N/A ","N/A ","62.4","0276111","201415"
"2021","All Tests - School ","N/A ","N/A ","N/A ","54.1","0276111","201415"
"2022","All Tests - District ","56.3 ","43.8 ","52.7 ","54.1","0276111","201415"
"2023","Sit & Reach ","N/A ","N/A ","N/A ","88.1","0276111","201516"
"2024","Curl Up ","N/A ","N/A ","N/A ","83.1","0276111","201516"
"2025","Push Up ","N/A ","N/A ","N/A ","83.1","0276111","201516"
"2026","Mile Run/PACER ","N/A ","N/A ","N/A ","70.3","0276111","201516"
"2027","All Tests - School ","N/A ","N/A ","N/A ","65.3","0276111","201516"
"2028","All Tests - District ","41.7 ","51.1 ","49.0 ","65.3","0276111","201516"
"2029","Sit & Reach ","81.9",". ",". ",".","0280211","201314"
"2030","Curl Up ","86",". ",". ",".","0280211","201314"
"2031","Push Up ","61.5",". ",". ",".","0280211","201314"
"2032","Mile Run/PACER ","85.1",". ",". ",".","0280211","201314"
"2033","All Tests - School ","50.7",". ",". ",".","0280211","201314"
"2034","All Tests - District ","50.7","48.4 ","44.6 ","60.7","0280211","201314"
"2035","Sit & Reach ","85.2","N/A ","N/A ","N/A","0280211","201415"
"2036","Curl Up ","88.8","N/A ","N/A ","N/A","0280211","201415"
"2037","Push Up ","76","N/A ","N/A ","N/A","0280211","201415"
"2038","Mile Run/PACER ","92.3","N/A ","N/A ","N/A","0280211","201415"
"2039","All Tests - School ","63.3","N/A ","N/A ","N/A","0280211","201415"
"2040","All Tests - District ","63.3","47.3 ","31.7 ","43.8","0280211","201415"
"2041","Sit & Reach ","92.7","N/A ","N/A ","N/A","0280211","201516"
"2042","Curl Up ","87.3","N/A ","N/A ","N/A","0280211","201516"
"2043","Push Up ","77.6","N/A ","N/A ","N/A","0280211","201516"
"2044","Mile Run/PACER ","91.5","N/A ","N/A ","N/A","0280211","201516"
"2045","All Tests - School ","66.7","N/A ","N/A ","N/A","0280211","201516"
"2046","All Tests - District ","66.7","70.4 ","72.3 ","45.5","0280211","201516"
"2047","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0280411","201314"
"2048","Curl Up ","N/A ","N/A ","N/A ","N/A","0280411","201314"
"2049","Push Up ","N/A ","N/A ","N/A ","N/A","0280411","201314"
"2050","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0280411","201314"
"2051","All Tests - School ","N/A ","N/A ","N/A ","N/A","0280411","201314"
"2052","All Tests - District ","50.7 ","48.4 ","44.6 ","60.7","0280411","201314"
"2053","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0280411","201415"
"2054","Curl Up ","N/A ","N/A ","N/A ","N/A","0280411","201415"
"2055","Push Up ","N/A ","N/A ","N/A ","N/A","0280411","201415"
"2056","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0280411","201415"
"2057","All Tests - School ","N/A ","N/A ","N/A ","N/A","0280411","201415"
"2058","All Tests - District ","63.3 ","47.3 ","31.7 ","43.8","0280411","201415"
"2059","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0280411","201516"
"2060","Curl Up ","N/A ","N/A ","N/A ","N/A","0280411","201516"
"2061","Push Up ","N/A ","N/A ","N/A ","N/A","0280411","201516"
"2062","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0280411","201516"
"2063","All Tests - School ","N/A ","N/A ","N/A ","N/A","0280411","201516"
"2064","All Tests - District ","66.7 ","70.4 ","72.3 ","45.5","0280411","201516"
"2065","Sit & Reach ",". ","76.6","78.1",".","0285111","201314"
"2066","Curl Up ",". ","79.7","77.7",".","0285111","201314"
"2067","Push Up ",". ","68.2","66.5",".","0285111","201314"
"2068","Mile Run/PACER ",". ","83.9","63.9",".","0285111","201314"
"2069","All Tests - School ",". ","48.4","44.6",".","0285111","201314"
"2070","All Tests - District ","50.7 ","48.4","44.6","60.7","0285111","201314"
"2071","Sit & Reach ","N/A ","73.1","64.7","N/A","0285111","201415"
"2072","Curl Up ","N/A ","76","71.9","N/A","0285111","201415"
"2073","Push Up ","N/A ","71.3","64.3","N/A","0285111","201415"
"2074","Mile Run/PACER ","N/A ","73.7","48.9","N/A","0285111","201415"
"2075","All Tests - School ","N/A ","47.3","31.7","N/A","0285111","201415"
"2076","All Tests - District ","63.3 ","47.3","31.7","43.8","0285111","201415"
"2077","Sit & Reach ","N/A ","86.2","90.8","N/A","0285111","201516"
"2078","Curl Up ","N/A ","89.7","90.2","N/A","0285111","201516"
"2079","Push Up ","N/A ","85.2","87.5","N/A","0285111","201516"
"2080","Mile Run/PACER ","N/A ","83.7","85.9","N/A","0285111","201516"
"2081","All Tests - School ","N/A ","70.4","72.3","N/A","0285111","201516"
"2082","All Tests - District ","66.7 ","70.4","72.3","45.5","0285111","201516"
"2083","Sit & Reach ",". ",". ",". ","86.4","0286111","201314"
"2084","Curl Up ",". ",". ",". ","89.3","0286111","201314"
"2085","Push Up ",". ",". ",". ","82.9","0286111","201314"
"2086","Mile Run/PACER ",". ",". ",". ","69.3","0286111","201314"
"2087","All Tests - School ",". ",". ",". ","60.7","0286111","201314"
"2088","All Tests - District ","50.7 ","48.4 ","44.6 ","60.7","0286111","201314"
"2089","Sit & Reach ","N/A ","N/A ","N/A ","84.9","0286111","201415"
"2090","Curl Up ","N/A ","N/A ","N/A ","91.8","0286111","201415"
"2091","Push Up ","N/A ","N/A ","N/A ","79.5","0286111","201415"
"2092","Mile Run/PACER ","N/A ","N/A ","N/A ","65.8","0286111","201415"
"2093","All Tests - School ","N/A ","N/A ","N/A ","43.8","0286111","201415"
"2094","All Tests - District ","63.3 ","47.3 ","31.7 ","43.8","0286111","201415"
"2095","Sit & Reach ","N/A ","N/A ","N/A ","88.4","0286111","201516"
"2096","Curl Up ","N/A ","N/A ","N/A ","80.3","0286111","201516"
"2097","Push Up ","N/A ","N/A ","N/A ","75.8","0286111","201516"
"2098","Mile Run/PACER ","N/A ","N/A ","N/A ","58.1","0286111","201516"
"2099","All Tests - School ","N/A ","N/A ","N/A ","45.5","0286111","201516"
"2100","All Tests - District ","66.7 ","70.4 ","72.3 ","45.5","0286111","201516"
"2101","Sit & Reach ","* ","* ",NA,NA,"0290111","201314"
"2102","Curl Up ","* ","* ",NA,NA,"0290111","201314"
"2103","Push Up ","* ","* ",NA,NA,"0290111","201314"
"2104","Mile Run/PACER ","* ","* ",NA,NA,"0290111","201314"
"2105","All Tests - School ","* ","* ",NA,NA,"0290111","201314"
"2106","All Tests - District ","* ","* ",NA,NA,"0290111","201314"
"2107","Sit & Reach ",NA,NA,"N/A ","N/A","0290111","201415"
"2108","Curl Up ",NA,NA,"N/A ","N/A","0290111","201415"
"2109","Push Up ",NA,NA,"N/A ","N/A","0290111","201415"
"2110","Mile Run/PACER ",NA,NA,"N/A ","N/A","0290111","201415"
"2111","All Tests - School ",NA,NA,"N/A ","N/A","0290111","201415"
"2112","All Tests - District ",NA,NA,"N/A ","N/A","0290111","201415"
"2113","Sit & Reach ",NA,NA,"N/A ","N/A","0290111","201516"
"2114","Curl Up ",NA,NA,"N/A ","N/A","0290111","201516"
"2115","Push Up ",NA,NA,"N/A ","N/A","0290111","201516"
"2116","Mile Run/PACER ",NA,NA,"N/A ","N/A","0290111","201516"
"2117","All Tests - School ",NA,NA,"N/A ","N/A","0290111","201516"
"2118","All Tests - District ",NA,NA,"N/A ","N/A","0290111","201516"
"2119","Sit & Reach ","100","92.6","100",NA,"0300111","201314"
"2120","Curl Up ","95.2","92.6","95.2",NA,"0300111","201314"
"2121","Push Up ","97.6","90.7","96.8",NA,"0300111","201314"
"2122","Mile Run/PACER ","73.8","87","87.1",NA,"0300111","201314"
"2123","All Tests - School ","73.8","75.9","83.9",NA,"0300111","201314"
"2124","All Tests - District ","73.8","75.9","83.9",NA,"0300111","201314"
"2125","Sit & Reach ","100","93.5","100","N/A","0300111","201415"
"2126","Curl Up ","93.2","93.5","94.3","N/A","0300111","201415"
"2127","Push Up ","91.5","80.4","98.1","N/A","0300111","201415"
"2128","Mile Run/PACER ","86.4","91.3","88.7","N/A","0300111","201415"
"2129","All Tests - School ","83.1","71.7","86.8","N/A","0300111","201415"
"2130","All Tests - District ","83.1","71.7","86.8","N/A","0300111","201415"
"2131","Sit & Reach ","100","97.4","100","N/A","0300111","201516"
"2132","Curl Up ","91.4","84.6","94.8","N/A","0300111","201516"
"2133","Push Up ","100","97.4","93.1","N/A","0300111","201516"
"2134","Mile Run/PACER ","74.3","87.2","89.7","N/A","0300111","201516"
"2135","All Tests - School ","71.4","79.5","86.2","N/A","0300111","201516"
"2136","All Tests - District ","71.4","79.5","86.2","N/A","0300111","201516"
"2137","Sit & Reach ","* ","* ","* ",NA,"0310111","201314"
"2138","Curl Up ","* ","* ","* ",NA,"0310111","201314"
"2139","Push Up ","* ","* ","* ",NA,"0310111","201314"
"2140","Mile Run/PACER ","* ","* ","* ",NA,"0310111","201314"
"2141","All Tests - School ","* ","* ","* ",NA,"0310111","201314"
"2142","All Tests - District ","* ","* ","* ",NA,"0310111","201314"
"2143","Sit & Reach ",NA,NA,NA,"N/A","0310111","201415"
"2144","Curl Up ",NA,NA,NA,"N/A","0310111","201415"
"2145","Push Up ",NA,NA,NA,"N/A","0310111","201415"
"2146","Mile Run/PACER ",NA,NA,NA,"N/A","0310111","201415"
"2147","All Tests - School ",NA,NA,NA,"N/A","0310111","201415"
"2148","All Tests - District ",NA,NA,NA,"N/A","0310111","201415"
"2149","Sit & Reach ",NA,NA,NA,"N/A","0310111","201516"
"2150","Curl Up ",NA,NA,NA,"N/A","0310111","201516"
"2151","Push Up ",NA,NA,NA,"N/A","0310111","201516"
"2152","Mile Run/PACER ",NA,NA,NA,"N/A","0310111","201516"
"2153","All Tests - School ",NA,NA,NA,"N/A","0310111","201516"
"2154","All Tests - District ",NA,NA,NA,"N/A","0310111","201516"
"2155","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0320211","201314"
"2156","Curl Up ","N/A ","N/A ","N/A ","N/A","0320211","201314"
"2157","Push Up ","N/A ","N/A ","N/A ","N/A","0320211","201314"
"2158","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0320211","201314"
"2159","All Tests - School ","N/A ","N/A ","N/A ","N/A","0320211","201314"
"2160","All Tests - District ","45.5 ","43.7 ","60.9 ","53.2","0320211","201314"
"2161","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0320211","201415"
"2162","Curl Up ","N/A ","N/A ","N/A ","N/A","0320211","201415"
"2163","Push Up ","N/A ","N/A ","N/A ","N/A","0320211","201415"
"2164","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0320211","201415"
"2165","All Tests - School ","N/A ","N/A ","N/A ","N/A","0320211","201415"
"2166","All Tests - District ","51.7 ","47.1 ","46.3 ","60.8","0320211","201415"
"2167","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0320211","201516"
"2168","Curl Up ","N/A ","N/A ","N/A ","N/A","0320211","201516"
"2169","Push Up ","N/A ","N/A ","N/A ","N/A","0320211","201516"
"2170","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0320211","201516"
"2171","All Tests - School ","N/A ","N/A ","N/A ","N/A","0320211","201516"
"2172","All Tests - District ","41.0 ","45.5 ","58.7 ","52.0","0320211","201516"
"2173","Sit & Reach ","79.7",". ",". ",".","0320411","201314"
"2174","Curl Up ","88.6",". ",". ",".","0320411","201314"
"2175","Push Up ","60.2",". ",". ",".","0320411","201314"
"2176","Mile Run/PACER ","92.7",". ",". ",".","0320411","201314"
"2177","All Tests - School ","45.5",". ",". ",".","0320411","201314"
"2178","All Tests - District ","45.5","43.7 ","60.9 ","53.2","0320411","201314"
"2179","Sit & Reach ","86.4","N/A ","N/A ","N/A","0320411","201415"
"2180","Curl Up ","76.3","N/A ","N/A ","N/A","0320411","201415"
"2181","Push Up ","69.5","N/A ","N/A ","N/A","0320411","201415"
"2182","Mile Run/PACER ","90.7","N/A ","N/A ","N/A","0320411","201415"
"2183","All Tests - School ","51.7","N/A ","N/A ","N/A","0320411","201415"
"2184","All Tests - District ","51.7","47.1 ","46.3 ","60.8","0320411","201415"
"2185","Sit & Reach ","86.1","N/A ","N/A ","N/A","0320411","201516"
"2186","Curl Up ","75.4","N/A ","N/A ","N/A","0320411","201516"
"2187","Push Up ","59.8","N/A ","N/A ","N/A","0320411","201516"
"2188","Mile Run/PACER ","95.1","N/A ","N/A ","N/A","0320411","201516"
"2189","All Tests - School ","41","N/A ","N/A ","N/A","0320411","201516"
"2190","All Tests - District ","41","45.5 ","58.7 ","52.0","0320411","201516"
"2191","Sit & Reach ",". ","80.2","85.2",".","0325111","201314"
"2192","Curl Up ",". ","76.2","90.6",".","0325111","201314"
"2193","Push Up ",". ","68.3","85.9",".","0325111","201314"
"2194","Mile Run/PACER ",". ","77","78.9",".","0325111","201314"
"2195","All Tests - School ",". ","43.7","60.9",".","0325111","201314"
"2196","All Tests - District ","45.5 ","43.7","60.9","53.2","0325111","201314"
"2197","Sit & Reach ","N/A ","71.9","71.6","N/A","0325111","201415"
"2198","Curl Up ","N/A ","76.9","86.3","N/A","0325111","201415"
"2199","Push Up ","N/A ","67.8","71.6","N/A","0325111","201415"
"2200","Mile Run/PACER ","N/A ","86","74.7","N/A","0325111","201415"
"2201","All Tests - School ","N/A ","47.1","46.3","N/A","0325111","201415"
"2202","All Tests - District ","51.7 ","47.1","46.3","60.8","0325111","201415"
"2203","Sit & Reach ","N/A ","71.4","84.1","N/A","0325111","201516"
"2204","Curl Up ","N/A ","70.5","78.6","N/A","0325111","201516"
"2205","Push Up ","N/A ","82.1","86.5","N/A","0325111","201516"
"2206","Mile Run/PACER ","N/A ","83","81","N/A","0325111","201516"
"2207","All Tests - School ","N/A ","45.5","58.7","N/A","0325111","201516"
"2208","All Tests - District ","41.0 ","45.5","58.7","52.0","0325111","201516"
"2209","Sit & Reach ",". ",". ",". ","68.5","0326111","201314"
"2210","Curl Up ",". ",". ",". ","97.6","0326111","201314"
"2211","Push Up ",". ",". ",". ","72.6","0326111","201314"
"2212","Mile Run/PACER ",". ",". ",". ","60.5","0326111","201314"
"2213","All Tests - School ",". ",". ",". ","53.2","0326111","201314"
"2214","All Tests - District ","45.5 ","43.7 ","60.9 ","53.2","0326111","201314"
"2215","Sit & Reach ","N/A ","N/A ","N/A ","85","0326111","201415"
"2216","Curl Up ","N/A ","N/A ","N/A ","98.3","0326111","201415"
"2217","Push Up ","N/A ","N/A ","N/A ","88.3","0326111","201415"
"2218","Mile Run/PACER ","N/A ","N/A ","N/A ","71.7","0326111","201415"
"2219","All Tests - School ","N/A ","N/A ","N/A ","60.8","0326111","201415"
"2220","All Tests - District ","51.7 ","47.1 ","46.3 ","60.8","0326111","201415"
"2221","Sit & Reach ","N/A ","N/A ","N/A ","81.8","0326111","201516"
"2222","Curl Up ","N/A ","N/A ","N/A ","92.9","0326111","201516"
"2223","Push Up ","N/A ","N/A ","N/A ","82.8","0326111","201516"
"2224","Mile Run/PACER ","N/A ","N/A ","N/A ","58.6","0326111","201516"
"2225","All Tests - School ","N/A ","N/A ","N/A ","52.5","0326111","201516"
"2226","All Tests - District ","41.0 ","45.5 ","58.7 ","52","0326111","201516"
"2227","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0330211","201314"
"2228","Curl Up ","N/A ","N/A ","N/A ","N/A","0330211","201314"
"2229","Push Up ","N/A ","N/A ","N/A ","N/A","0330211","201314"
"2230","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0330211","201314"
"2231","All Tests - School ","N/A ","N/A ","N/A ","N/A","0330211","201314"
"2232","All Tests - District ","54.0 ","69.1 ","64.1 ","64.9","0330211","201314"
"2233","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0330211","201415"
"2234","Curl Up ","N/A ","N/A ","N/A ","N/A","0330211","201415"
"2235","Push Up ","N/A ","N/A ","N/A ","N/A","0330211","201415"
"2236","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0330211","201415"
"2237","All Tests - School ","N/A ","N/A ","N/A ","N/A","0330211","201415"
"2238","All Tests - District ","52.0 ","61.4 ","58.8 ","68.0","0330211","201415"
"2239","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0330211","201516"
"2240","Curl Up ","N/A ","N/A ","N/A ","N/A","0330211","201516"
"2241","Push Up ","N/A ","N/A ","N/A ","N/A","0330211","201516"
"2242","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0330211","201516"
"2243","All Tests - School ","N/A ","N/A ","N/A ","N/A","0330211","201516"
"2244","All Tests - District ","51.0 ","65.8 ","71.2 ","46.6","0330211","201516"
"2245","Sit & Reach ","72.7",". ",". ",".","0330311","201314"
"2246","Curl Up ","89.9",". ",". ",".","0330311","201314"
"2247","Push Up ","79.9",". ",". ",".","0330311","201314"
"2248","Mile Run/PACER ","69.8",". ",". ",".","0330311","201314"
"2249","All Tests - School ","54",". ",". ",".","0330311","201314"
"2250","All Tests - District ","54","69.1 ","64.1 ","64.9","0330311","201314"
"2251","Sit & Reach ","78","N/A ","N/A ","N/A","0330311","201415"
"2252","Curl Up ","90.2","N/A ","N/A ","N/A","0330311","201415"
"2253","Push Up ","81.5","N/A ","N/A ","N/A","0330311","201415"
"2254","Mile Run/PACER ","64.2","N/A ","N/A ","N/A","0330311","201415"
"2255","All Tests - School ","52","N/A ","N/A ","N/A","0330311","201415"
"2256","All Tests - District ","52","61.4 ","58.8 ","68.0","0330311","201415"
"2257","Sit & Reach ","80.4","N/A ","N/A ","N/A","0330311","201516"
"2258","Curl Up ","90.9","N/A ","N/A ","N/A","0330311","201516"
"2259","Push Up ","81.1","N/A ","N/A ","N/A","0330311","201516"
"2260","Mile Run/PACER ","70.6","N/A ","N/A ","N/A","0330311","201516"
"2261","All Tests - School ","51","N/A ","N/A ","N/A","0330311","201516"
"2262","All Tests - District ","51","65.8 ","71.2 ","46.6","0330311","201516"
"2263","Sit & Reach ",". ","81.6","90.1",".","0335111","201314"
"2264","Curl Up ",". ","94.9","95.1",".","0335111","201314"
"2265","Push Up ",". ","91.2","86.6",".","0335111","201314"
"2266","Mile Run/PACER ",". ","80.9","81.7",".","0335111","201314"
"2267","All Tests - School ",". ","69.1","64.1",".","0335111","201314"
"2268","All Tests - District ","54.0 ","69.1","64.1","64.9","0335111","201314"
"2269","Sit & Reach ","N/A ","77.9","82.4","N/A","0335111","201415"
"2270","Curl Up ","N/A ","90.3","92.2","N/A","0335111","201415"
"2271","Push Up ","N/A ","77.9","82.4","N/A","0335111","201415"
"2272","Mile Run/PACER ","N/A ","82.8","75.2","N/A","0335111","201415"
"2273","All Tests - School ","N/A ","61.4","58.8","N/A","0335111","201415"
"2274","All Tests - District ","52.0 ","61.4","58.8","68.0","0335111","201415"
"2275","Sit & Reach ","N/A ","91.1","95.7","N/A","0335111","201516"
"2276","Curl Up ","N/A ","76","87.1","N/A","0335111","201516"
"2277","Push Up ","N/A ","89","88.5","N/A","0335111","201516"
"2278","Mile Run/PACER ","N/A ","78.1","85.6","N/A","0335111","201516"
"2279","All Tests - School ","N/A ","65.8","71.2","N/A","0335111","201516"
"2280","All Tests - District ","51.0 ","65.8","71.2","46.6","0335111","201516"
"2281","Sit & Reach ",". ",". ",". ","78.4","0336111","201314"
"2282","Curl Up ",". ",". ",". ","98.2","0336111","201314"
"2283","Push Up ",". ",". ",". ","98.2","0336111","201314"
"2284","Mile Run/PACER ",". ",". ",". ","86.5","0336111","201314"
"2285","All Tests - School ",". ",". ",". ","64.9","0336111","201314"
"2286","All Tests - District ","54.0 ","69.1 ","64.1 ","64.9","0336111","201314"
"2287","Sit & Reach ","N/A ","N/A ","N/A ","84","0336111","201415"
"2288","Curl Up ","N/A ","N/A ","N/A ","92","0336111","201415"
"2289","Push Up ","N/A ","N/A ","N/A ","88","0336111","201415"
"2290","Mile Run/PACER ","N/A ","N/A ","N/A ","72","0336111","201415"
"2291","All Tests - School ","N/A ","N/A ","N/A ","68","0336111","201415"
"2292","All Tests - District ","52.0 ","61.4 ","58.8 ","68","0336111","201415"
"2293","Sit & Reach ","N/A ","N/A ","N/A ","69.9","0336111","201516"
"2294","Curl Up ","N/A ","N/A ","N/A ","78.9","0336111","201516"
"2295","Push Up ","N/A ","N/A ","N/A ","66.2","0336111","201516"
"2296","Mile Run/PACER ","N/A ","N/A ","N/A ","63.2","0336111","201516"
"2297","All Tests - School ","N/A ","N/A ","N/A ","46.6","0336111","201516"
"2298","All Tests - District ","51.0 ","65.8 ","71.2 ","46.6","0336111","201516"
"2299","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0340111","201314"
"2300","Curl Up ","N/A ","N/A ","N/A ","N/A","0340111","201314"
"2301","Push Up ","N/A ","N/A ","N/A ","N/A","0340111","201314"
"2302","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0340111","201314"
