"","phys","phys4","phys6","phys8","phys10","school_id","year"
"774","All Tests - District ","42.5","36.5","39.0 ","28.6","0150411","201516"
"775","Sit & Reach ","87.5","75.4","57.1",".","0150511","201314"
"776","Curl Up ","50","56.1","26.2",".","0150511","201314"
"777","Push Up ","59.1","68.4","45.2",".","0150511","201314"
"778","Mile Run/PACER ","94.3","70.2","81",".","0150511","201314"
"779","All Tests - School ","44.3","45.6","21.4",".","0150511","201314"
"780","All Tests - District ","43.1","44.9","43.2","18.4","0150511","201314"
"781","Sit & Reach ","95.3","82.6","84","N/A","0150511","201415"
"782","Curl Up ","58.1","60.9","32","N/A","0150511","201415"
"783","Push Up ","66.3","69.6","48","N/A","0150511","201415"
"784","Mile Run/PACER ","90.7","87","76","N/A","0150511","201415"
"785","All Tests - School ","51.2","43.5","18","N/A","0150511","201415"
"786","All Tests - District ","35.7","34.1","32.7","46.1","0150511","201415"
"787","Sit & Reach ","81.7","54.7","91.7","N/A","0150511","201516"
"788","Curl Up ","69.9","41.3","63.3","N/A","0150511","201516"
"789","Push Up ","72","41.3","40","N/A","0150511","201516"
"790","Mile Run/PACER ","90.3","54.7","88.3","N/A","0150511","201516"
"791","All Tests - School ","65.6","36","33.3","N/A","0150511","201516"
"792","All Tests - District ","42.5","36.5","39","28.6","0150511","201516"
"793","Sit & Reach ","N/A ","N/A ","N/A ","N/A ","0150611","201314"
"794","Curl Up ","N/A ","N/A ","N/A ","N/A ","0150611","201314"
"795","Push Up ","N/A ","N/A ","N/A ","N/A ","0150611","201314"
"796","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A ","0150611","201314"
"797","All Tests - School ","N/A ","N/A ","N/A ","N/A ","0150611","201314"
"798","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4 ","0150611","201314"
"799","Sit & Reach ","N/A ","N/A ","N/A ","*","0150611","201415"
"800","Curl Up ","N/A ","N/A ","N/A ","*","0150611","201415"
"801","Push Up ","N/A ","N/A ","N/A ","*","0150611","201415"
"802","Mile Run/PACER ","N/A ","N/A ","N/A ","*","0150611","201415"
"803","All Tests - School ","N/A ","N/A ","N/A ","*","0150611","201415"
"804","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0150611","201415"
"805","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0150611","201516"
"806","Curl Up ","N/A ","N/A ","N/A ","N/A","0150611","201516"
"807","Push Up ","N/A ","N/A ","N/A ","N/A","0150611","201516"
"808","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0150611","201516"
"809","All Tests - School ","N/A ","N/A ","N/A ","N/A","0150611","201516"
"810","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0150611","201516"
"811","Sit & Reach ","65.4","68",". ",".","0150711","201314"
"812","Curl Up ","80.8","84",". ",".","0150711","201314"
"813","Push Up ","53.8","60",". ",".","0150711","201314"
"814","Mile Run/PACER ","96.2","100",". ",".","0150711","201314"
"815","All Tests - School ","50","40",". ",".","0150711","201314"
"816","All Tests - District ","43.1","44.9","43.2 ","18.4","0150711","201314"
"817","Sit & Reach ","63.9","* ","N/A ","N/A","0150711","201415"
"818","Curl Up ","97.2","* ","N/A ","N/A","0150711","201415"
"819","Push Up ","77.8","* ","N/A ","N/A","0150711","201415"
"820","Mile Run/PACER ","44.4","* ","N/A ","N/A","0150711","201415"
"821","All Tests - School ","30.6","* ","N/A ","N/A","0150711","201415"
"822","All Tests - District ","35.7","34.1 ","32.7 ","46.1","0150711","201415"
"823","Sit & Reach ","30.4 ","* ","N/A ","N/A","0150711","201516"
"824","Curl Up ","43.5 ","* ","N/A ","N/A","0150711","201516"
"825","Push Up ","52.2 ","* ","N/A ","N/A","0150711","201516"
"826","Mile Run/PACER ","52.2 ","* ","N/A ","N/A","0150711","201516"
"827","All Tests - School ","* ","* ","N/A ","N/A","0150711","201516"
"828","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0150711","201516"
"829","Sit & Reach ","N/A ","N/A ","N/A ","N/A ","0150811","201314"
"830","Curl Up ","N/A ","N/A ","N/A ","N/A ","0150811","201314"
"831","Push Up ","N/A ","N/A ","N/A ","N/A ","0150811","201314"
"832","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A ","0150811","201314"
"833","All Tests - School ","N/A ","N/A ","N/A ","N/A ","0150811","201314"
"834","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4 ","0150811","201314"
"835","Sit & Reach ","N/A ","N/A ","N/A ","*","0150811","201415"
"836","Curl Up ","N/A ","N/A ","N/A ","*","0150811","201415"
"837","Push Up ","N/A ","N/A ","N/A ","*","0150811","201415"
"838","Mile Run/PACER ","N/A ","N/A ","N/A ","*","0150811","201415"
"839","All Tests - School ","N/A ","N/A ","N/A ","*","0150811","201415"
"840","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0150811","201415"
"841","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0150811","201516"
"842","Curl Up ","N/A ","N/A ","N/A ","N/A","0150811","201516"
"843","Push Up ","N/A ","N/A ","N/A ","N/A","0150811","201516"
"844","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0150811","201516"
"845","All Tests - School ","N/A ","N/A ","N/A ","N/A","0150811","201516"
"846","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0150811","201516"
"847","Sit & Reach ","77.7","69.6","71.1",".","0151011","201314"
"848","Curl Up ","77.7","70.9","61.7",".","0151011","201314"
"849","Push Up ","68.1","72.2","54.7",".","0151011","201314"
"850","Mile Run/PACER ","58.5","51.9","57",".","0151011","201314"
"851","All Tests - School ","44.7","45.6","45.3",".","0151011","201314"
"852","All Tests - District ","43.1","44.9","43.2","18.4","0151011","201314"
"853","Sit & Reach ","37.2 ","45.2","54.3","N/A","0151011","201415"
"854","Curl Up ","41.9 ","54.8","48.8","N/A","0151011","201415"
"855","Push Up ","76.7 ","87.1","63.6","N/A","0151011","201415"
"856","Mile Run/PACER ","* ","24.2","15.5","N/A","0151011","201415"
"857","All Tests - School ","* ","12.9","5.4","N/A","0151011","201415"
"858","All Tests - District ","35.7 ","34.1","32.7","46.1","0151011","201415"
"859","Sit & Reach ","45.6","38.2","41.6 ","N/A","0151011","201516"
"860","Curl Up ","90","58.4","59.6 ","N/A","0151011","201516"
"861","Push Up ","42.2","34.8","48.3 ","N/A","0151011","201516"
"862","Mile Run/PACER ","61.1","48.3","20.2 ","N/A","0151011","201516"
"863","All Tests - School ","18.9","13.5","* ","N/A","0151011","201516"
"864","All Tests - District ","42.5","36.5","39.0 ","28.6","0151011","201516"
"865","Sit & Reach ","81.4","67.9",". ",".","0151111","201314"
"866","Curl Up ","67.4","71.4",". ",".","0151111","201314"
"867","Push Up ","69.8","82.1",". ",".","0151111","201314"
"868","Mile Run/PACER ","76.7","85.7",". ",".","0151111","201314"
"869","All Tests - School ","46.5","53.6",". ",".","0151111","201314"
"870","All Tests - District ","43.1","44.9","43.2 ","18.4","0151111","201314"
"871","Sit & Reach ","70","* ","N/A ","N/A","0151111","201415"
"872","Curl Up ","70","* ","N/A ","N/A","0151111","201415"
"873","Push Up ","53.3","* ","N/A ","N/A","0151111","201415"
"874","Mile Run/PACER ","86.7","* ","N/A ","N/A","0151111","201415"
"875","All Tests - School ","36.7","* ","N/A ","N/A","0151111","201415"
"876","All Tests - District ","35.7","34.1 ","32.7 ","46.1","0151111","201415"
"877","Sit & Reach ","82.1","54.2","N/A ","N/A","0151111","201516"
"878","Curl Up ","79.5","79.2","N/A ","N/A","0151111","201516"
"879","Push Up ","66.7","62.5","N/A ","N/A","0151111","201516"
"880","Mile Run/PACER ","82.1","79.2","N/A ","N/A","0151111","201516"
"881","All Tests - School ","56.4","41.7","N/A ","N/A","0151111","201516"
"882","All Tests - District ","42.5","36.5","39.0 ","28.6","0151111","201516"
"883","Sit & Reach ","78.6","88",". ",".","0151211","201314"
"884","Curl Up ","97.6","84",". ",".","0151211","201314"
"885","Push Up ","95.2","88",". ",".","0151211","201314"
"886","Mile Run/PACER ","61.9","52",". ",".","0151211","201314"
"887","All Tests - School ","61.9","52",". ",".","0151211","201314"
"888","All Tests - District ","43.1","44.9","43.2 ","18.4","0151211","201314"
"889","Sit & Reach ","84.8","84.4","N/A ","N/A","0151211","201415"
"890","Curl Up ","93.9","84.4","N/A ","N/A","0151211","201415"
"891","Push Up ","93.9","90.6","N/A ","N/A","0151211","201415"
"892","Mile Run/PACER ","72.7","93.8","N/A ","N/A","0151211","201415"
"893","All Tests - School ","72.7","78.1","N/A ","N/A","0151211","201415"
"894","All Tests - District ","35.7","34.1","32.7 ","46.1","0151211","201415"
"895","Sit & Reach ","84.3","66.7","N/A ","N/A","0151211","201516"
"896","Curl Up ","86.3","88.9","N/A ","N/A","0151211","201516"
"897","Push Up ","82.4","81.5","N/A ","N/A","0151211","201516"
"898","Mile Run/PACER ","90.2","85.2","N/A ","N/A","0151211","201516"
"899","All Tests - School ","82.4","66.7","N/A ","N/A","0151211","201516"
"900","All Tests - District ","42.5","36.5","39.0 ","28.6","0151211","201516"
"901","Sit & Reach ","95.1","83.3","76.8",".","0151311","201314"
"902","Curl Up ","92.7","86.1","85.7",".","0151311","201314"
"903","Push Up ","63.4","33.3","55.4",".","0151311","201314"
"904","Mile Run/PACER ","46.3","47.2","42.9",".","0151311","201314"
"905","All Tests - School ","36.6","22.2","32.1",".","0151311","201314"
"906","All Tests - District ","43.1","44.9","43.2","18.4","0151311","201314"
"907","Sit & Reach ","76.1","90","87","N/A","0151311","201415"
"908","Curl Up ","97.8","86.7","91.3","N/A","0151311","201415"
"909","Push Up ","65.2","53.3","58.7","N/A","0151311","201415"
"910","Mile Run/PACER ","47.8","43.3","58.7","N/A","0151311","201415"
"911","All Tests - School ","32.6","23.3","45.7","N/A","0151311","201415"
"912","All Tests - District ","35.7","34.1","32.7","46.1","0151311","201415"
"913","Sit & Reach ","91.5","82.8","82.5","N/A","0151311","201516"
"914","Curl Up ","95.7","89.7","100","N/A","0151311","201516"
"915","Push Up ","68.1","48.3","62.5","N/A","0151311","201516"
"916","Mile Run/PACER ","83","51.7","75","N/A","0151311","201516"
"917","All Tests - School ","61.7","41.4","55","N/A","0151311","201516"
"918","All Tests - District ","42.5","36.5","39","28.6","0151311","201516"
"919","Sit & Reach ","87.4","96.5","96.4",".","0151411","201314"
"920","Curl Up ","82.4","92.2","100",".","0151411","201314"
"921","Push Up ","68.9","84.3","87.3",".","0151411","201314"
"922","Mile Run/PACER ","47.1","60.9","40.9",".","0151411","201314"
"923","All Tests - School ","42.9","46.1","32.7",".","0151411","201314"
"924","All Tests - District ","43.1","44.9","43.2","18.4","0151411","201314"
"925","Sit & Reach ","68.9","63.7","80.2","N/A","0151411","201415"
"926","Curl Up ","56.1","68.5","73.9","N/A","0151411","201415"
"927","Push Up ","40.2","58.1","70.3","N/A","0151411","201415"
"928","Mile Run/PACER ","45.5","43.5","54.1","N/A","0151411","201415"
"929","All Tests - School ","21.2","27.4","27.9","N/A","0151411","201415"
"930","All Tests - District ","35.7","34.1","32.7","46.1","0151411","201415"
"931","Sit & Reach ","62.7","63.4","72.8","N/A","0151411","201516"
"932","Curl Up ","50","66.4","63.2","N/A","0151411","201516"
"933","Push Up ","40.8","56.5","65.6","N/A","0151411","201516"
"934","Mile Run/PACER ","41.5","36.6","61.6","N/A","0151411","201516"
"935","All Tests - School ","21.1","27.5","26.4","N/A","0151411","201516"
"936","All Tests - District ","42.5","36.5","39","28.6","0151411","201516"
"937","Sit & Reach ","N/A ","N/A ","N/A ","N/A ","0151511","201314"
"938","Curl Up ","N/A ","N/A ","N/A ","N/A ","0151511","201314"
"939","Push Up ","N/A ","N/A ","N/A ","N/A ","0151511","201314"
"940","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A ","0151511","201314"
"941","All Tests - School ","N/A ","N/A ","N/A ","N/A ","0151511","201314"
"942","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4 ","0151511","201314"
"943","Sit & Reach ","N/A ","N/A ","N/A ","*","0151511","201415"
"944","Curl Up ","N/A ","N/A ","N/A ","*","0151511","201415"
"945","Push Up ","N/A ","N/A ","N/A ","*","0151511","201415"
"946","Mile Run/PACER ","N/A ","N/A ","N/A ","*","0151511","201415"
"947","All Tests - School ","N/A ","N/A ","N/A ","*","0151511","201415"
"948","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0151511","201415"
"949","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0151511","201516"
"950","Curl Up ","N/A ","N/A ","N/A ","N/A","0151511","201516"
"951","Push Up ","N/A ","N/A ","N/A ","N/A","0151511","201516"
"952","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0151511","201516"
"953","All Tests - School ","N/A ","N/A ","N/A ","N/A","0151511","201516"
"954","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0151511","201516"
"955","Sit & Reach ","N/A ","N/A ","N/A ","N/A ","0151611","201314"
"956","Curl Up ","N/A ","N/A ","N/A ","N/A ","0151611","201314"
"957","Push Up ","N/A ","N/A ","N/A ","N/A ","0151611","201314"
"958","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A ","0151611","201314"
"959","All Tests - School ","N/A ","N/A ","N/A ","N/A ","0151611","201314"
"960","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4 ","0151611","201314"
"961","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0151611","201415"
"962","Curl Up ","N/A ","N/A ","N/A ","N/A","0151611","201415"
"963","Push Up ","N/A ","N/A ","N/A ","N/A","0151611","201415"
"964","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0151611","201415"
"965","All Tests - School ","N/A ","N/A ","N/A ","N/A","0151611","201415"
"966","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0151611","201415"
"967","Sit & Reach ","N/A ","N/A ","N/A ","86.9","0151611","201516"
"968","Curl Up ","N/A ","N/A ","N/A ","97.6","0151611","201516"
"969","Push Up ","N/A ","N/A ","N/A ","78.6","0151611","201516"
"970","Mile Run/PACER ","N/A ","N/A ","N/A ","29.8","0151611","201516"
"971","All Tests - School ","N/A ","N/A ","N/A ","29.8","0151611","201516"
"972","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0151611","201516"
"973","Sit & Reach ","91.8","92.9","92",".","0151711","201314"
"974","Curl Up ","67.3","64.3","80",".","0151711","201314"
"975","Push Up ","59.2","64.3","78",".","0151711","201314"
"976","Mile Run/PACER ","69.4","85.7","78",".","0151711","201314"
"977","All Tests - School ","34.7","46.4","54",".","0151711","201314"
"978","All Tests - District ","43.1","44.9","43.2","18.4","0151711","201314"
"979","Sit & Reach ","78.7","76.7","80.9","N/A","0151711","201415"
"980","Curl Up ","61.7","74.4","85.1","N/A","0151711","201415"
"981","Push Up ","40.4","69.8","76.6","N/A","0151711","201415"
"982","Mile Run/PACER ","66","79.1","78.7","N/A","0151711","201415"
"983","All Tests - School ","19.1","55.8","61.7","N/A","0151711","201415"
"984","All Tests - District ","35.7","34.1","32.7","46.1","0151711","201415"
"985","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0151711","201516"
"986","Curl Up ","N/A ","N/A ","N/A ","N/A","0151711","201516"
"987","Push Up ","N/A ","N/A ","N/A ","N/A","0151711","201516"
"988","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0151711","201516"
"989","All Tests - School ","N/A ","N/A ","N/A ","N/A","0151711","201516"
"990","All Tests - District ","42.5 ","36.5 ","39.0 ","28.6","0151711","201516"
"991","Sit & Reach ","74.4","66.7",". ",".","0152011","201314"
"992","Curl Up ","92.3","87.7",". ",".","0152011","201314"
"993","Push Up ","42.3","51.9",". ",".","0152011","201314"
"994","Mile Run/PACER ","23.1","53.1",". ",".","0152011","201314"
"995","All Tests - School ","16.7","40.7",". ",".","0152011","201314"
"996","All Tests - District ","43.1","44.9","43.2 ","18.4","0152011","201314"
"997","Sit & Reach ","55.7","81.6","N/A ","N/A","0152011","201415"
"998","Curl Up ","63.6","91.8","N/A ","N/A","0152011","201415"
"999","Push Up ","39.8","51","N/A ","N/A","0152011","201415"
"1000","Mile Run/PACER ","28.4","63.3","N/A ","N/A","0152011","201415"
"1001","All Tests - School ","11.4","34.7","N/A ","N/A","0152011","201415"
"1002","All Tests - District ","35.7","34.1","32.7 ","46.1","0152011","201415"
"1003","Sit & Reach ","74.4","77.6","N/A ","N/A","0152011","201516"
"1004","Curl Up ","82.9","91.4","N/A ","N/A","0152011","201516"
"1005","Push Up ","54.9","55.2","N/A ","N/A","0152011","201516"
"1006","Mile Run/PACER ","52.4","44.8","N/A ","N/A","0152011","201516"
"1007","All Tests - School ","41.5","43.1","N/A ","N/A","0152011","201516"
"1008","All Tests - District ","42.5","36.5","39.0 ","28.6","0152011","201516"
"1009","Sit & Reach ","74.5","55",". ",".","0152111","201314"
"1010","Curl Up ","83.6","67.5",". ",".","0152111","201314"
"1011","Push Up ","32.7","40",". ",".","0152111","201314"
"1012","Mile Run/PACER ","69.1","82.5",". ",".","0152111","201314"
"1013","All Tests - School ","21.8","17.5",". ",".","0152111","201314"
"1014","All Tests - District ","43.1","44.9","43.2 ","18.4","0152111","201314"
"1015","Sit & Reach ","71.1","62.8","* ","N/A","0152111","201415"
"1016","Curl Up ","84.4","83.7","* ","N/A","0152111","201415"
"1017","Push Up ","40","37.2","* ","N/A","0152111","201415"
"1018","Mile Run/PACER ","88.9","93","* ","N/A","0152111","201415"
"1019","All Tests - School ","31.1","25.6","* ","N/A","0152111","201415"
"1020","All Tests - District ","35.7","34.1","32.7 ","46.1","0152111","201415"
"1021","Sit & Reach ","59.6","67.6","74.3","N/A","0152111","201516"
"1022","Curl Up ","76.6","97.3","85.7","N/A","0152111","201516"
"1023","Push Up ","51.1","56.8","42.9","N/A","0152111","201516"
"1024","Mile Run/PACER ","85.1","97.3","97.1","N/A","0152111","201516"
"1025","All Tests - School ","36.2","45.9","34.3","N/A","0152111","201516"
"1026","All Tests - District ","42.5","36.5","39","28.6","0152111","201516"
"1027","Sit & Reach ","94.4","91.1","94.9",".","0152211","201314"
"1028","Curl Up ","72.2","85.7","83.1",".","0152211","201314"
"1029","Push Up ","65.3","69.6","69.5",".","0152211","201314"
"1030","Mile Run/PACER ","65.3","64.3","57.6",".","0152211","201314"
"1031","All Tests - School ","44.4","44.6","33.9",".","0152211","201314"
"1032","All Tests - District ","43.1","44.9","43.2","18.4","0152211","201314"
"1033","Sit & Reach ","94.6","92.5","98.7","N/A","0152211","201415"
"1034","Curl Up ","41.1","79.2","84.6","N/A","0152211","201415"
"1035","Push Up ","37.5","75.5","70.5","N/A","0152211","201415"
"1036","Mile Run/PACER ","75","62.3","52.6","N/A","0152211","201415"
"1037","All Tests - School ","28.6","45.3","42.3","N/A","0152211","201415"
"1038","All Tests - District ","35.7","34.1","32.7","46.1","0152211","201415"
"1039","Sit & Reach ","93.8","89.5","96.1","N/A","0152211","201516"
"1040","Curl Up ","81.3","84.2","72.4","N/A","0152211","201516"
"1041","Push Up ","75","59.6","56.6","N/A","0152211","201516"
"1042","Mile Run/PACER ","87.5","61.4","48.7","N/A","0152211","201516"
"1043","All Tests - School ","58.3","40.4","35.5","N/A","0152211","201516"
"1044","All Tests - District ","42.5","36.5","39","28.6","0152211","201516"
"1045","Sit & Reach ","95.5","73","80.9",".","0152511","201314"
"1046","Curl Up ","85.2","97.3","88.8",".","0152511","201314"
"1047","Push Up ","55.7","59.5","59.6",".","0152511","201314"
"1048","Mile Run/PACER ","83","87.8","84.3",".","0152511","201314"
"1049","All Tests - School ","40.9","41.9","52.8",".","0152511","201314"
"1050","All Tests - District ","43.1","44.9","43.2","18.4","0152511","201314"
"1051","Sit & Reach ","98.8","69.3","82.4","N/A","0152511","201415"
"1052","Curl Up ","85.7","97.3","95.6","N/A","0152511","201415"
"1053","Push Up ","51.2","69.3","50.5","N/A","0152511","201415"
"1054","Mile Run/PACER ","58.3","65.3","63.7","N/A","0152511","201415"
"1055","All Tests - School ","38.1","34.7","34.1","N/A","0152511","201415"
"1056","All Tests - District ","35.7","34.1","32.7","46.1","0152511","201415"
"1057","Sit & Reach ","97.7","79.5","83.9","N/A","0152511","201516"
"1058","Curl Up ","85.1","79.5","95.4","N/A","0152511","201516"
"1059","Push Up ","48.3","43.4","64.4","N/A","0152511","201516"
"1060","Mile Run/PACER ","69","72.3","86.2","N/A","0152511","201516"
"1061","All Tests - School ","36.8","26.5","43.7","N/A","0152511","201516"
"1062","All Tests - District ","42.5","36.5","39","28.6","0152511","201516"
"1063","Sit & Reach ","89.2 ","71.4 ","62.8 ",".","0152611","201314"
"1064","Curl Up ","83.8 ","67.9 ","67.4 ",".","0152611","201314"
"1065","Push Up ","62.2 ","42.9 ","46.5 ",".","0152611","201314"
"1066","Mile Run/PACER ","35.1 ","32.1 ","* ",".","0152611","201314"
"1067","All Tests - School ","* ","* ","* ",".","0152611","201314"
"1068","All Tests - District ","43.1 ","44.9 ","43.2 ","18.4","0152611","201314"
"1069","Sit & Reach ","34.9 ","50.0 ","51.6 ","N/A","0152611","201415"
"1070","Curl Up ","62.8 ","57.9 ","67.7 ","N/A","0152611","201415"
"1071","Push Up ","39.5 ","34.2 ","35.5 ","N/A","0152611","201415"
"1072","Mile Run/PACER ","51.2 ","28.9 ","* ","N/A","0152611","201415"
"1073","All Tests - School ","* ","* ","* ","N/A","0152611","201415"
"1074","All Tests - District ","35.7 ","34.1 ","32.7 ","46.1","0152611","201415"
"1075","Sit & Reach ","92.3","65.9","100.0 ","N/A","0152611","201516"
"1076","Curl Up ","69.2","100","95.1 ","N/A","0152611","201516"
"1077","Push Up ","76.9","43.2","39.0 ","N/A","0152611","201516"
"1078","Mile Run/PACER ","0","0","14.6 ","N/A","0152611","201516"
"1079","All Tests - School ","0","0","* ","N/A","0152611","201516"
"1080","All Tests - District ","42.5","36.5","39.0 ","28.6","0152611","201516"
"1081","Sit & Reach ","82","83.3","84.8",".","0153011","201314"
"1082","Curl Up ","77","81.5","84.8",".","0153011","201314"
"1083","Push Up ","57.4","63","73.9",".","0153011","201314"
"1084","Mile Run/PACER ","65.6","77.8","78.3",".","0153011","201314"
"1085","All Tests - School ","42.6","59.3","67.4",".","0153011","201314"
"1086","All Tests - District ","43.1","44.9","43.2","18.4","0153011","201314"
"1087","Sit & Reach ","56.3","97.4","94.3","N/A","0153011","201415"
"1088","Curl Up ","83.3","82.1","82.9","N/A","0153011","201415"
"1089","Push Up ","50","64.1","68.6","N/A","0153011","201415"
"1090","Mile Run/PACER ","60.4","69.2","65.7","N/A","0153011","201415"
"1091","All Tests - School ","47.9","48.7","60","N/A","0153011","201415"
"1092","All Tests - District ","35.7","34.1","32.7","46.1","0153011","201415"
"1093","Sit & Reach ","86.8","86","78.3","N/A","0153011","201516"
"1094","Curl Up ","83","86","89.1","N/A","0153011","201516"
"1095","Push Up ","62.3","72.1","63","N/A","0153011","201516"
"1096","Mile Run/PACER ","75.5","81.4","78.3","N/A","0153011","201516"
"1097","All Tests - School ","62.3","72.1","63","N/A","0153011","201516"
"1098","All Tests - District ","42.5","36.5","39","28.6","0153011","201516"
"1099","Sit & Reach ","86.1","84.3","83.7",".","0153211","201314"
"1100","Curl Up ","86.1","92.9","89.5",".","0153211","201314"
"1101","Push Up ","74.7","87.1","86",".","0153211","201314"
"1102","Mile Run/PACER ","78.5","81.4","53.5",".","0153211","201314"
"1103","All Tests - School ","57","67.1","51.2",".","0153211","201314"
"1104","All Tests - District ","43.1","44.9","43.2","18.4","0153211","201314"
"1105","Sit & Reach ","55.2","65.8","52.9 ","N/A","0153211","201415"
"1106","Curl Up ","49.4","42.5","40.0 ","N/A","0153211","201415"
"1107","Push Up ","26.4","31.5","23.5 ","N/A","0153211","201415"
"1108","Mile Run/PACER ","58.6","53.4","47.1 ","N/A","0153211","201415"
"1109","All Tests - School ","13.8","13.7","* ","N/A","0153211","201415"
"1110","All Tests - District ","35.7","34.1","32.7 ","46.1","0153211","201415"
"1111","Sit & Reach ","57.8","70.4","61.8","N/A","0153211","201516"
"1112","Curl Up ","73.5","77.8","70.6","N/A","0153211","201516"
"1113","Push Up ","36.1","53.1","48.5","N/A","0153211","201516"
"1114","Mile Run/PACER ","60.2","69.1","42.6","N/A","0153211","201516"
"1115","All Tests - School ","15.7","21","13.2","N/A","0153211","201516"
"1116","All Tests - District ","42.5","36.5","39","28.6","0153211","201516"
"1117","Sit & Reach ","58.9","50.8","60.2",".","0153611","201314"
"1118","Curl Up ","87.7","77.8","79.5",".","0153611","201314"
"1119","Push Up ","80.8","66.7","61.4",".","0153611","201314"
"1120","Mile Run/PACER ","67.1","65.1","66.3",".","0153611","201314"
"1121","All Tests - School ","49.3","39.7","56.6",".","0153611","201314"
"1122","All Tests - District ","43.1","44.9","43.2","18.4","0153611","201314"
"1123","Sit & Reach ","73.1","70.5","79.2","N/A","0153611","201415"
"1124","Curl Up ","64.2","82","52.8","N/A","0153611","201415"
"1125","Push Up ","61.2","78.7","51.4","N/A","0153611","201415"
"1126","Mile Run/PACER ","59.7","67.2","59.7","N/A","0153611","201415"
"1127","All Tests - School ","47.8","45.9","41.7","N/A","0153611","201415"
"1128","All Tests - District ","35.7","34.1","32.7","46.1","0153611","201415"
"1129","Sit & Reach ","75.6","60","69.6","N/A","0153611","201516"
"1130","Curl Up ","93.3","80","89.1","N/A","0153611","201516"
"1131","Push Up ","60","65","63","N/A","0153611","201516"
"1132","Mile Run/PACER ","62.2","55","67.4","N/A","0153611","201516"
"1133","All Tests - School ","60","55","54.3","N/A","0153611","201516"
"1134","All Tests - District ","42.5","36.5","39","28.6","0153611","201516"
"1135","Sit & Reach ","73.3","67.4","65.2",".","0153711","201314"
"1136","Curl Up ","82.2","82.6","82.6",".","0153711","201314"
"1137","Push Up ","88.9","82.6","78.3",".","0153711","201314"
"1138","Mile Run/PACER ","75.6","89.1","65.2",".","0153711","201314"
"1139","All Tests - School ","42.2","41.3","37",".","0153711","201314"
"1140","All Tests - District ","43.1","44.9","43.2","18.4","0153711","201314"
"1141","Sit & Reach ","65.2","77.1","72.3","N/A","0153711","201415"
"1142","Curl Up ","91.3","95.8","76.6","N/A","0153711","201415"
"1143","Push Up ","87","85.4","80.9","N/A","0153711","201415"
"1144","Mile Run/PACER ","87","89.6","66","N/A","0153711","201415"
"1145","All Tests - School ","58.7","62.5","44.7","N/A","0153711","201415"
"1146","All Tests - District ","35.7","34.1","32.7","46.1","0153711","201415"
"1147","Sit & Reach ","79.5","75","79.5","N/A","0153711","201516"
"1148","Curl Up ","88.6","88.6","93.2","N/A","0153711","201516"
"1149","Push Up ","88.6","86.4","88.6","N/A","0153711","201516"
"1150","Mile Run/PACER ","79.5","72.7","77.3","N/A","0153711","201516"
"1151","All Tests - School ","59.1","47.7","63.6","N/A","0153711","201516"
"1152","All Tests - District ","42.5","36.5","39","28.6","0153711","201516"
"1153","Sit & Reach ","64.5","48.6","79.2",".","0153911","201314"
"1154","Curl Up ","83.9","74.3","49.1",".","0153911","201314"
"1155","Push Up ","64.5","51.4","79.2",".","0153911","201314"
"1156","Mile Run/PACER ","67.7","60","81.1",".","0153911","201314"
"1157","All Tests - School ","22.6","20","32.1",".","0153911","201314"
"1158","All Tests - District ","43.1","44.9","43.2","18.4","0153911","201314"
"1159","Sit & Reach ","61.8","71.4 ","92.6","N/A","0153911","201415"
"1160","Curl Up ","61.8","66.7 ","63","N/A","0153911","201415"
"1161","Push Up ","85.3","76.2 ","77.8","N/A","0153911","201415"
"1162","Mile Run/PACER ","67.6","47.6 ","66.7","N/A","0153911","201415"
"1163","All Tests - School ","32.4","* ","33.3","N/A","0153911","201415"
"1164","All Tests - District ","35.7","34.1 ","32.7","46.1","0153911","201415"
