"school_id","year","attendance"
"0895411","201516",149
"0896111","201314",2481
"0896111","201415",2457
"0896111","201516",2460
"0900211","201314",535
"0900211","201415",547
"0900211","201516",542
"0900311","201314",537
"0900311","201415",547
"0900311","201516",547
"0900411","201314",530
"0900411","201415",566
"0900411","201516",543
"0905111","201314",1314
"0905111","201415",1291
"0905111","201516",1327
"0906111","201314",1264
"0906111","201415",1250
"0906111","201516",1251
"0910111","201314",549
"0910111","201415",544
"0910111","201516",501
"0910211","201314",560
"0910211","201415",526
"0910211","201516",490
"0915211","201314",626
"0915211","201415",629
"0915211","201516",587
"0916111","201314",990
"0916111","201415",933
"0916111","201516",904
"0920111","201314",117
"0920111","201415",115
"0920111","201516",113
"0920211","201314",104
"0920211","201415",75
"0920211","201516",61
"0920311","201314",323
"0920311","201415",310
"0920311","201516",296
"0930211","201314",582
"0930211","201415",560
"0930211","201516",563
"0930311","201314",485
"0930311","201415",502
"0930311","201516",505
"0930611","201314",557
"0930611","201415",599
"0930611","201516",577
"0930711","201314",450
"0930711","201415",476
"0930711","201516",495
"0930811","201314",514
"0930811","201415",508
"0930811","201516",525
"0930911","201314",516
"0930911","201415",461
"0930911","201516",497
"0931011","201314",651
"0931011","201415",675
"0931011","201516",669
"0931211","201314",448
"0931211","201415",439
"0931211","201516",437
"0931311","201314",513
"0931311","201415",522
"0931311","201516",528
"0931411","201314",554
"0931411","201415",552
"0931411","201516",524
"0931511","201314",487
"0931511","201415",490
"0931511","201516",482
"0931611","201314",759
"0931611","201415",786
"0931611","201516",765
"0931711","201314",489
"0931711","201415",571
"0931711","201516",604
"0931811","201314",532
"0931811","201415",517
"0931811","201516",530
"0931911","201314",548
"0931911","201415",543
"0931911","201516",539
"0932011","201314",343
"0932011","201415",372
"0932011","201516",378
"0932111","201314",482
"0932111","201415",509
"0932111","201516",492
"0932811","201314",450
"0932811","201415",429
"0932811","201516",397
"0932911","201314",462
"0932911","201415",483
"0932911","201516",493
"0933011","201314",612
"0933011","201415",564
"0933011","201516",559
"0933111","201314",638
"0933111","201415",640
"0933111","201516",637
"0933211","201314",400
"0933211","201415",402
"0933211","201516",425
"0933511","201314",329
"0933511","201415",330
"0933511","201516",306
"0933811","201314",414
"0933811","201415",441
"0933811","201516",441
"0934111","201314",448
"0934111","201415",451
"0934111","201516",461
"0934211","201314",491
"0934211","201415",535
"0934211","201516",520
"0934311","201314",505
"0934311","201415",497
"0934311","201516",481
"0934611","201314",487
"0934611","201415",508
"0934611","201516",476
"0934811","201314",394
"0934811","201415",362
"0934811","201516",368
"0934911","201314",222
"0934911","201415",272
"0934911","201516",241
"0935511","201314",470
"0935511","201415",459
"0935511","201516",456
"0936011","201314",389
"0936011","201415",391
"0936011","201516",403
"0936111","201314",1421
"0936111","201415",1362
"0936111","201516",1446
"0936211","201314",981
"0936211","201415",1039
"0936211","201516",945
"0936311","201314",683
"0936311","201415",675
"0936311","201516",665
"0936411","201314",635
"0936411","201415",614
"0936411","201516",647
"0936611","201314",262
"0936611","201415",282
"0936611","201516",251
"0936711","201314",334
"0936711","201415",330
"0936711","201516",340
"0936811","201314",208
"0936811","201415",183
"0936811","201516",194
"0937011","201314",277
"0937011","201415",264
"0937011","201516",255
"0940211","201314",302
"0940211","201415",274
"0940211","201516",294
"0940611","201314",472
"0940611","201415",459
"0940611","201516",473
"0940711","201314",364
"0940711","201415",344
"0940711","201516",331
"0940811","201314",427
"0940811","201415",418
"0940811","201516",384
"0945111","201314",594
"0945111","201415",615
"0945111","201516",620
"0945311","201314",700
"0945311","201415",687
"0945311","201516",674
"0946111","201314",1361
"0946111","201415",1308
"0946111","201516",1266
"0950311","201314",588
"0950311","201415",537
"0950311","201516",559
"0950611","201415",124
"0950611","201516",115
"0950811","201314",517
"0950811","201415",556
"0950811","201516",580
"0950911","201314",530
"0950911","201415",471
"0950911","201516",503
"0955111","201314",553
"0955111","201415",624
"0955111","201516",602
"0956111","201314",881
"0956111","201415",886
"0956111","201516",963
"0960511","201314",473
"0960511","201415",454
"0960511","201516",434
"0960811","201314",460
"0960811","201415",414
"0960811","201516",441
"0960911","201314",1053
"0960911","201415",1024
"0960911","201516",959
"0965211","201314",675
"0965211","201415",681
"0965211","201516",1031
"0966111","201314",1426
"0966111","201415",1398
"0966111","201516",1345
"0970111","201314",349
"0970111","201415",321
"0970111","201516",320
"0970211","201314",395
"0970211","201415",359
"0970211","201516",337
"0970311","201314",418
"0970311","201415",391
"0970311","201516",368
"0970411","201314",303
"0970411","201415",314
"0970411","201516",297
"0970511","201314",787
"0970511","201415",731
"0970511","201516",701
"0975111","201314",855
"0975111","201415",833
"0975111","201516",812
"0976111","201314",1713
"0976111","201415",1738
"0976111","201516",1679
"0980111","201314",112
"0980111","201415",115
"0980111","201516",116
"0990411","201314",415
"0990411","201415",406
"0990411","201516",402
"0990611","201314",471
"0990611","201415",430
"0990611","201516",405
"0995111","201314",508
"0995111","201415",507
"0995111","201516",492
"0996111","201314",610
"0996111","201415",619
"0996111","201516",579
"1000111","201314",295
"1000111","201415",280
"1000111","201516",260
"1010211","201314",337
"1010211","201415",314
"1010211","201516",288
"1010311","201314",404
"1010311","201415",423
"1010311","201516",399
"1010711","201314",379
"1010711","201415",384
"1010711","201516",377
"1010811","201314",340
"1010811","201415",332
"1010811","201516",302
"1015211","201314",783
"1015211","201415",782
"1015211","201516",785
"1016111","201314",1123
"1016111","201415",1039
"1016111","201516",1000
"1020111","201314",378
"1020111","201415",381
"1020111","201516",366
"1026111","201314",218
"1026111","201415",196
"1026111","201516",189
"1030211","201314",528
"1030211","201415",522
"1030211","201516",493
"1030311","201314",323
"1030311","201415",333
"1030311","201516",348
"1030411","201314",494
"1030411","201415",502
"1030411","201516",480
"1030711","201314",581
"1030711","201415",588
"1030711","201516",611
"1030811","201314",572
"1030811","201415",566
"1030811","201516",559
"1031311","201314",451
"1031311","201415",444
"1031311","201516",443
"1031411","201314",385
"1031411","201415",389
"1031411","201516",382
"1032011","201314",444
"1032011","201415",452
"1032011","201516",444
"1032111","201314",455
"1032111","201415",460
"1032111","201516",455
"1032211","201314",494
"1032211","201415",497
"1032211","201516",486
"1032311","201314",478
"1032311","201415",486
"1032311","201516",498
"1032411","201314",308
"1032411","201415",325
"1032411","201516",332
"1035211","201314",579
"1035211","201415",620
"1035211","201516",677
"1035311","201314",632
"1035311","201415",645
"1035311","201516",666
"1035411","201314",654
"1035411","201415",635
"1035411","201516",670
"1035511","201314",429
"1035511","201415",459
"1035511","201516",476
"1036111","201314",1539
"1036111","201415",1575
"1036111","201516",1570
"1036211","201314",1679
"1036211","201415",1675
"1036211","201516",1663
"1036311","201314",66
"1036311","201415",56
"1036311","201516",53
"1040111","201314",218
"1040111","201415",223
"1040111","201516",226
"1040811","201314",417
"1040811","201415",373
"1040811","201516",341
"1041411","201314",398
"1041411","201415",368
"1041411","201516",357
"1041511","201314",255
"1041511","201415",236
"1041511","201516",245
"1041711","201314",275
"1041711","201415",283
"1041711","201516",267
"1041811","201314",297
"1041811","201415",311
"1041811","201516",320
"1041911","201314",280
"1041911","201415",250
"1041911","201516",230
"1042011","201314",414
"1042011","201415",390
"1042011","201516",405
"1045111","201314",658
"1045111","201415",671
"1045111","201516",754
"1045211","201314",468
"1045211","201415",491
"1045211","201516",337
"1060211","201314",391
"1060211","201415",417
"1060211","201516",372
"1065211","201314",560
"1065211","201415",531
"1065211","201516",521
"1066111","201314",486
"1066111","201415",466
"1066111","201516",444
"1070211","201314",134
"1070211","201415",168
"1070211","201516",163
"1070311","201314",374
"1070311","201415",369
"1070311","201516",366
"1070411","201314",309
"1070411","201415",293
"1070411","201516",292
"1070511","201314",374
"1070511","201415",349
"1070511","201516",355
"1080111","201314",503
"1080111","201415",480
"1080111","201516",472
"1080311","201314",428
"1080311","201415",396
"1080311","201516",392
"1085111","201314",514
"1085111","201415",517
"1085111","201516",491
"1086011","201314",600
"1086011","201415",575
"1086011","201516",592
"1090111","201314",339
"1090111","201415",322
"1090111","201516",312
"1090311","201314",372
"1090311","201415",336
"1090311","201516",326
"1090411","201314",429
"1090411","201415",410
"1090411","201516",428
"1095111","201314",593
"1095111","201415",567
"1095111","201516",532
"1096111","201314",700
"1096111","201415",683
"1096111","201516",695
"1100211","201314",399
"1100211","201415",445
"1100211","201516",423
"1100411","201314",276
"1100411","201415",308
"1100411","201516",309
"1100511","201314",354
"1100511","201415",384
"1100511","201516",369
"1105211","201314",531
"1105211","201415",538
"1105211","201516",545
"1106111","201314",723
"1106111","201415",715
"1106111","201516",744
"1110211","201314",352
"1110211","201415",342
"1110211","201516",313
"1110411","201314",346
"1110411","201415",367
"1110411","201516",377
"1115111","201314",380
"1115111","201415",356
"1115111","201516",337
"1116111","201314",470
"1116111","201415",463
"1116111","201516",476
"1117111","201314",16
"1117111","201415",13
"1117111","201516",5
"1120111","201314",424
"1120111","201415",408
"1120111","201516",400
"1130211","201314",316
"1130211","201415",313
"1130211","201516",323
"1130411","201314",203
"1130411","201415",193
"1130411","201516",206
"1130511","201314",225
"1130511","201415",214
"1130511","201516",219
"1135111","201314",250
"1135111","201415",239
"1135111","201516",220
"1136111","201314",384
"1136111","201415",369
"1136111","201516",384
"1140411","201314",268
"1140411","201415",261
"1140411","201516",286
"1145111","201314",155
"1145111","201415",157
"1145111","201516",152
"1160311","201314",677
"1160311","201415",668
"1160311","201516",617
"1165111","201314",289
"1165111","201415",295
"1165111","201516",272
"1166111","201314",277
"1166111","201415",273
"1166111","201516",276
"1170111","201314",540
"1170111","201415",488
"1170111","201516",480
"1175111","201314",520
"1175111","201415",513
"1175111","201516",473
"1180211","201314",333
"1180211","201415",330
"1180211","201516",303
"1180311","201314",368
"1180311","201415",354
"1180311","201516",342
"1180411","201314",364
"1180411","201415",345
"1180411","201516",331
"1180511","201314",380
"1180511","201415",368
"1180511","201516",364
"1180611","201314",399
"1180611","201415",379
"1180611","201516",384
"1180811","201314",380
"1180811","201415",361
"1180811","201516",331
"1185111","201314",769
"1185111","201415",760
"1185111","201516",757
"1185211","201314",489
"1185211","201415",496
"1185211","201516",496
"1186111","201314",1784
"1186111","201415",1744
"1186111","201516",1693
"1190411","201314",492
"1190411","201415",483
"1190411","201516",521
"1190511","201314",610
"1190511","201415",661
"1190511","201516",731
"1195111","201314",590
"1195111","201415",625
"1195111","201516",636
"1196111","201314",727
"1196111","201415",697
"1196111","201516",705
"1210111","201314",430
"1210111","201415",392
"1210111","201516",376
"1220111","201314",279
"1220111","201415",269
"1220111","201516",274
"1230111","201314",133
"1230111","201415",129
"1230111","201516",119
"1240111","201314",504
"1240111","201415",502
"1240111","201516",448
"1240211","201314",585
"1240211","201415",533
"1240211","201516",530
"1245111","201314",582
"1245111","201415",591
"1245111","201516",562
"1246111","201314",625
"1246111","201415",648
"1246111","201516",664
"1250111","201314",177
"1250111","201415",163
"1250111","201516",160
"1260511","201314",440
"1260511","201415",471
"1260511","201516",433
"1260611","201314",239
"1260611","201415",229
"1260611","201516",234
"1260811","201314",435
"1260811","201415",432
"1260811","201516",406
"1260911","201314",312
"1260911","201415",293
"1260911","201516",287
"1261011","201314",296
"1261011","201415",323
"1261011","201516",331
"1261111","201314",841
"1261111","201415",749
"1261111","201516",739
"1265111","201314",840
"1265111","201415",878
"1265111","201516",868
"1266111","201314",1556
"1266111","201415",1550
"1266111","201516",1513
"1270111","201314",372
"1270111","201415",346
"1270111","201516",333
"1280111","201314",392
"1280111","201415",404
"1280111","201516",392
"1280311","201314",274
"1280311","201415",294
"1280311","201516",284
"1280411","201314",397
"1280411","201415",372
"1280411","201516",370
"1280611","201314",423
"1280611","201415",404
"1280611","201516",371
"1280711","201314",625
"1280711","201415",612
"1280711","201516",609
"1285111","201314",725
"1285111","201415",739
"1285111","201516",710
"1286111","201314",1512
"1286111","201415",1450
"1286111","201516",1423
"1290411","201314",649
"1290411","201415",628
"1290411","201516",585
"1295111","201314",370
"1295111","201415",371
"1295111","201516",359
"1296111","201314",488
"1296111","201415",474
"1296111","201516",478
"1310211","201314",455
"1310211","201415",384
"1310211","201516",357
"1310611","201314",276
"1310611","201415",287
"1310611","201516",288
"1310711","201314",237
"1310711","201415",256
"1310711","201516",232
"1310811","201314",327
"1310811","201415",309
"1310811","201516",295
"1310911","201314",423
"1310911","201415",427
"1310911","201516",429
"1311311","201314",293
"1311311","201415",293
"1311311","201516",300
"1311411","201314",360
"1311411","201415",341
"1311411","201516",319
"1311511","201314",640
"1311511","201415",611
"1311511","201516",600
"1312011","201516",72
"1312111","201516",20
"1315111","201314",776
"1315111","201415",727
"1315111","201516",743
"1315311","201314",848
"1315311","201415",826
"1315311","201516",839
"1316211","201314",2036
"1316211","201415",2012
"1316211","201516",1967
"1320111","201314",352
"1320111","201415",344
"1320111","201516",320
"1320211","201314",347
"1320211","201415",346
"1320211","201516",356
"1320411","201314",301
"1320411","201415",303
"1320411","201516",312
"1320611","201314",387
"1320611","201415",389
"1320611","201516",391
"1320711","201314",442
"1320711","201415",444
"1320711","201516",452
"1325111","201314",1043
"1325111","201415",979
"1325111","201516",968
"1326211","201314",1363
"1326211","201415",1364
"1326211","201516",1318
"1330111","201314",360
"1330111","201415",363
"1330111","201516",360
"1340311","201314",161
"1340311","201415",162
"1340311","201516",157
"1340411","201314",164
"1340411","201415",176
"1340411","201516",161
"1340611","201314",482
"1340611","201415",471
"1340611","201516",471
"1345211","201314",342
"1345211","201415",354
"1345211","201516",331
"1346111","201314",478
"1346111","201415",414
"1346111","201516",409
"1350511","201314",527
"1350511","201415",552
"1350511","201516",549
"1350611","201314",707
"1350611","201415",656
"1350611","201516",623
"1350811","201314",804
"1350811","201415",801
"1350811","201516",801
"1350911","201314",642
"1350911","201415",615
"1350911","201516",618
"1351111","201314",711
"1351111","201415",682
"1351111","201516",651
"1351211","201314",616
"1351211","201415",603
"1351211","201516",611
"1351411","201314",688
"1351411","201415",714
"1351411","201516",766
"1351811","201314",664
"1351811","201415",686
"1351811","201516",636
"1351911","201314",681
"1351911","201415",710
"1351911","201516",706
"1352011","201314",552
"1352011","201415",626
"1352011","201516",638
"1352111","201314",688
"1352111","201415",672
"1352111","201516",698
"1352211","201314",602
"1352211","201415",656
"1352211","201516",628
"1355311","201314",573
"1355311","201415",532
"1355311","201516",497
"1355511","201314",546
"1355511","201415",610
"1355511","201516",584
"1355611","201314",622
"1355611","201415",616
"1355611","201516",541
"1355711","201314",624
"1355711","201415",672
"1355711","201516",715
"1355811","201314",688
"1355811","201415",751
"1355811","201516",799
"1356111","201314",1928
"1356111","201415",1790
"1356111","201516",1719
"1356311","201314",2146
"1356311","201415",2088
"1356311","201516",2096
"1356411","201314",695
"1356411","201415",693
"1356411","201516",686
"1360311","201314",479
"1360311","201415",461
"1360311","201516",447
"1370111","201314",26
"1370111","201415",19
"1370111","201516",19
"1370211","201314",20
"1370211","201415",19
"1370211","201516",19
"1370411","201314",126
"1370411","201415",135
"1370411","201516",148
"1370511","201314",413
"1370511","201415",414
"1370511","201516",387
"1370611","201314",211
"1370611","201415",203
"1370611","201516",189
"1375111","201314",312
"1375111","201415",298
"1375111","201516",269
"1375211","201314",426
"1375211","201415",396
"1375211","201516",406
"1376111","201314",771
"1376111","201415",760
"1376111","201516",713
"1380311","201314",560
"1380311","201415",534
"1380311","201516",518
"1380411","201314",313
"1380411","201415",302
"1380411","201516",281
"1380811","201314",235
"1380811","201415",270
"1380811","201516",256
"1380911","201314",431
"1380911","201415",452
"1380911","201516",419
"1381011","201314",698
"1381011","201415",692
"1381011","201516",618
"1381311","201314",517
"1381311","201415",516
"1381311","201516",505
"1381411","201314",378
"1381411","201415",370
"1381411","201516",341
"1381511","201314",471
"1381511","201415",430
"1381511","201516",411
"1381611","201314",224
"1381611","201415",211
"1382211","201516",277
"1385211","201314",523
"1385211","201415",512
"1385211","201516",548
"1385311","201314",576
"1385311","201415",566
"1385311","201516",560
"1386111","201314",1041
"1386111","201415",969
"1386111","201516",947
"1386211","201314",1153
"1386211","201415",1060
"1386211","201516",1047
"1390311","201314",496
"1390311","201415",501
"1390311","201516",466
"1390411","201314",481
"1390411","201415",491
"1390411","201516",498
"1395111","201314",594
"1395111","201415",574
"1395111","201516",561
"1396111","201314",841
"1396111","201415",822
"1396111","201516",828
"1400111","201314",284
"1400111","201415",265
"1400111","201516",269
"1400211","201314",240
"1400211","201415",246
"1400211","201516",215
"1406211","201314",414
"1406211","201415",392
"1406211","201516",410
"1410111","201314",442
"1410111","201415",415
"1410111","201516",387
"1415111","201314",349
"1415111","201415",337
"1415111","201516",333
"1416111","201314",277
"1416111","201415",251
"1416111","201516",274
"1420111","201314",564
"1420111","201415",560
"1420111","201516",529
"1420211","201314",617
"1420211","201415",577
"1420211","201516",545
"1425111","201314",682
"1425111","201415",679
"1425111","201516",664
"1426111","201314",847
"1426111","201415",828
"1426111","201516",828
"1430111","201314",377
"1430111","201415",361
"1430111","201516",347
"1430211","201314",363
"1430211","201415",373
"1430211","201516",384
"1430811","201314",330
"1430811","201415",329
"1430811","201516",313
"1430911","201314",623
"1430911","201415",615
"1430911","201516",627
"1431311","201314",475
"1431311","201415",478
"1431311","201516",437
"1435111","201314",1041
"1435111","201415",1012
"1435111","201516",1014
"1436111","201314",1055
"1436111","201415",1003
"1436111","201516",955
"1440111","201314",509
"1440111","201415",482
"1440111","201516",456
"1440311","201314",454
"1440311","201415",499
"1440311","201516",497
"1440411","201314",403
"1440411","201415",393
"1440411","201516",377
"1440811","201314",470
"1440811","201415",472
"1440811","201516",460
"1440911","201314",385
"1440911","201415",384
"1440911","201516",401
"1441011","201314",671
"1441011","201415",564
"1441011","201516",554
"1445111","201314",793
"1445111","201415",780
"1445111","201516",792
"1445211","201314",766
"1445211","201415",760
"1445211","201516",769
"1446111","201314",2138
"1446111","201415",2123
"1446111","201516",2151
"1450111","201314",78
"1450111","201415",80
"1450111","201516",80
"1460111","201314",256
"1460111","201415",238
"1460111","201516",219
"1460211","201314",323
"1460211","201415",317
"1460211","201516",274
"1460311","201314",329
"1460311","201415",319
"1460311","201516",322
"1461011","201314",306
"1461011","201415",346
"1461011","201516",334
"1461411","201314",502
"1461411","201415",494
"1461411","201516",502
"1465111","201314",662
"1465111","201415",652
"1465111","201516",682
"1466111","201314",926
"1466111","201415",872
"1466111","201516",820
"1470111","201314",303
"1470111","201415",313
"1470111","201516",296
"1480111","201314",327
"1480111","201415",331
"1480111","201516",331
"1480211","201314",265
"1480211","201415",288
"1480211","201516",307
"1480311","201314",289
"1480311","201415",287
"1480311","201516",267
"1480411","201314",343
"1480411","201415",334
"1480411","201516",337
"1480811","201314",376
"1480811","201415",340
"1480811","201516",321
"1480911","201314",359
"1480911","201415",370
"1480911","201516",329
"1481011","201314",343
"1481011","201415",355
"1481011","201516",365
"1481211","201314",374
"1481211","201415",370
"1481211","201516",326
"1485211","201314",700
"1485211","201415",695
"1485211","201516",733
"1485311","201314",681
"1485311","201415",702
"1485311","201516",696
"1486111","201314",1098
"1486111","201415",1090
"1486111","201516",1073
"1486211","201314",892
"1486211","201415",856
"1486211","201516",849
"1510511","201314",547
"1510511","201415",561
"1510511","201516",575
"1510611","201314",514
"1510611","201415",511
"1510611","201516",495
"1510711","201314",784
"1510711","201415",817
"1510711","201516",788
"1510811","201314",367
"1510811","201415",366
"1510811","201516",324
"1510911","201314",547
"1510911","201415",528
"1510911","201516",515
"1511111","201314",601
"1511111","201415",603
"1511111","201516",557
"1511311","201314",485
"1511311","201415",476
"1511311","201516",490
"1511411","201314",515
"1511411","201415",513
"1511411","201516",541
"1511611","201314",464
"1511611","201415",464
"1511611","201516",463
"1512011","201314",472
"1512011","201415",461
"1512011","201516",465
"1512111","201314",572
"1512111","201415",572
"1512111","201516",591
"1512211","201314",459
"1512211","201415",455
"1512211","201516",372
"1512311","201314",337
"1512311","201415",340
"1512311","201516",310
"1512611","201314",518
"1512611","201415",506
"1512611","201516",479
"1512711","201314",446
"1512711","201415",487
"1512711","201516",504
"1512811","201314",261
"1512811","201415",279
"1512811","201516",256
"1513111","201314",602
"1513111","201415",592
"1513111","201516",590
"1513211","201314",417
"1513211","201415",446
"1513211","201516",431
"1513311","201314",614
"1513311","201415",612
"1513311","201516",613
"1513411","201314",378
"1513411","201415",429
"1513411","201516",434
"1515011","201314",331
"1515011","201415",330
"1515011","201516",331
"1515111","201314",1171
"1515111","201415",1159
"1515111","201516",1182
"1515211","201314",988
"1515211","201415",1021
"1515211","201516",1020
"1515311","201314",1050
"1515311","201415",1016
"1515311","201516",989
"1516011","201314",489
"1516011","201415",490
"1516011","201516",488
"1516211","201314",1389
"1516211","201415",1287
"1516211","201516",1192
"1516311","201314",1292
"1516311","201415",1236
"1516311","201516",1172
"1516411","201314",1286
"1516411","201415",1304
"1516411","201516",1301
"1516711","201314",245
"1516711","201415",469
"1516711","201516",693
"1520211","201314",339
"1520211","201415",340
"1520211","201516",314
"1520611","201314",374
"1520611","201415",352
"1520611","201516",354
"1520711","201314",362
"1520711","201415",348
"1520711","201516",344
"1525111","201314",664
"1525111","201415",656
"1525111","201516",669
"1526111","201314",807
"1526111","201415",827
"1526111","201516",818
"1530211","201314",677
"1530211","201415",648
"1530211","201516",637
"1530311","201314",286
"1530311","201415",294
"1530311","201516",289
"1530411","201314",338
"1530411","201415",348
"1530411","201516",360
"1535111","201314",734
"1535111","201415",680
"1535111","201516",665
"1536111","201314",882
"1536111","201415",861
"1536111","201516",860
"1540211","201314",293
"1540211","201415",271
"1540211","201516",261
"1545111","201314",262
"1545111","201415",236
"1545111","201516",227
"1546111","201314",277
"1546111","201415",294
"1546111","201516",287
"1550211","201314",364
"1550211","201415",369
"1550211","201516",364
"1550411","201314",467
"1550411","201415",455
"1550411","201516",430
"1550511","201314",315
"1550511","201415",316
"1550511","201516",322
"1550611","201314",532
"1550611","201415",505
"1550611","201516",487
"1550911","201314",330
"1550911","201415",335
"1550911","201516",301
"1551011","201314",371
"1551011","201415",357
"1551011","201516",347
"1551211","201314",455
"1551211","201415",445
"1551211","201516",430
"1551311","201314",520
"1551311","201415",482
"1551311","201516",437
"1551511","201314",496
"1551511","201415",454
"1551511","201516",467
"1551611","201314",468
"1551611","201415",430
"1551611","201516",417
"1551711","201314",368
"1551711","201415",361
"1551711","201516",359
"1555111","201314",906
"1555111","201415",931
"1555111","201516",939
"1555211","201314",839
"1555211","201415",848
"1555211","201516",861
"1555311","201314",418
"1555311","201415",421
"1555311","201516",422
"1556111","201314",1502
"1556111","201415",1493
"1556111","201516",1540
"1556211","201314",1476
"1556211","201415",1437
"1556211","201516",1463
"1560311","201314",466
"1560311","201415",478
"1560311","201516",461
"1560411","201314",484
"1560411","201415",451
"1560411","201516",419
"1560611","201314",356
"1560611","201415",326
"1560611","201516",300
"1560811","201314",365
"1560811","201415",343
"1560811","201516",340
"1561211","201314",482
"1561211","201415",480
"1561211","201516",469
"1561411","201314",499
"1561411","201415",478
"1561411","201516",481
"1565111","201314",866
"1565111","201415",872
"1565111","201516",842
"1565311","201314",862
"1565311","201415",860
"1565311","201516",901
"1566111","201314",1565
"1566111","201415",1527
"1566111","201516",1456
"1570111","201314",467
"1570111","201415",469
"1570111","201516",446
"1570211","201314",551
"1570211","201415",548
"1570211","201516",531
"1575111","201314",617
"1575111","201415",603
"1575111","201516",582
"1576111","201314",775
"1576111","201415",781
"1576111","201516",840
"1580311","201314",451
"1580311","201415",410
"1580311","201516",404
"1580411","201314",446
"1580411","201415",455
"1580411","201516",411
"1580511","201314",498
"1580511","201415",498
"1580511","201516",485
"1580711","201314",578
"1580711","201415",560
"1580711","201516",560
"1580811","201314",523
"1580811","201415",518
"1580811","201516",516
"1585111","201314",858
"1585111","201415",853
"1585111","201516",835
"1585311","201314",533
"1585311","201415",548
"1585311","201516",528
"1586111","201314",1834
"1586111","201415",1854
"1586111","201516",1885
"1590211","201314",439
"1590211","201415",419
"1590211","201516",424
"1590811","201314",359
"1590811","201415",353
"1590811","201516",353
"1591011","201314",307
"1591011","201415",312
"1591011","201516",326
"1591111","201314",428
"1591111","201415",428
"1591111","201516",426
"1591211","201314",382
"1591211","201415",374
"1591211","201516",362
"1595211","201314",599
"1595211","201415",554
"1595211","201516",544
"1596111","201314",1187
"1596111","201415",1178
"1596111","201516",1185
"1600111","201314",193
"1600111","201415",229
"1600111","201516",248
"1605111","201314",264
"1605111","201415",200
"1605111","201516",186
"1610511","201314",885
"1610511","201415",863
"1610511","201516",813
"1610711","201314",1018
"1610711","201415",978
"1610711","201516",971
"1615211","201314",1057
"1615211","201415",1047
"1615211","201516",1018
"1616111","201314",1318
"1616111","201415",1352
"1616111","201516",1336
"1620411","201314",220
"1620411","201415",186
"1620411","201516",149
"1625111","201314",165
"1625111","201415",149
"1625111","201516",171
"1630111","201314",344
"1630111","201415",340
"1630111","201516",318
"1630311","201314",466
"1630311","201415",451
"1630311","201516",472
"1630411","201314",300
"1630411","201415",428
"1630411","201516",551
"1630511","201314",303
"1630511","201415",282
"1630511","201516",275
"1630611","201314",293
"1630611","201415",280
"1630611","201516",264
"1635111","201314",665
"1635111","201415",579
"1635111","201516",563
"1636111","201314",624
"1636111","201415",527
"1636111","201516",561
"1640111","201314",258
"1640111","201415",253
"1640111","201516",288
"1640511","201314",249
"1640511","201415",251
"1640511","201516",286
"1640811","201314",426
"1640811","201415",417
"1640811","201516",406
"1640911","201314",451
"1640911","201415",431
"1640911","201516",405
"1645311","201314",725
"1645311","201415",671
"1645311","201516",673
"1646111","201314",1140
"1646111","201415",1116
"1646111","201516",1096
"1650111","201314",409
"1650111","201415",437
"1650111","201516",428
"1650411","201314",379
"1650411","201415",375
"1650411","201516",381
"1655111","201314",355
"1655111","201415",355
"1655111","201516",348
"1656111","201314",523
"1656111","201415",457
"1656111","201516",434
"1660211","201314",342
"1660211","201415",321
"1660211","201516",312
"1660511","201314",359
"1660511","201415",329
"1660511","201516",329
"1660611","201314",280
"1660611","201415",287
"1660611","201516",285
"1665111","201314",656
"1665111","201415",638
"1665111","201516",604
"1666111","201314",846
"1666111","201415",773
"1666111","201516",800
"1670311","201314",768
"1670311","201415",796
"1670311","201516",771
"1690211","201314",473
"1690211","201415",459
"1690211","201516",424
"1695111","201314",426
"1695111","201415",410
"1695111","201516",432
"2016112","201314",428
"2016112","201415",404
"2016112","201516",430
"2045112","201314",357
"2045112","201415",332
"2045112","201516",315
"2046112","201314",621
"2046112","201415",635
"2046112","201516",600
"2055112","201314",389
"2055112","201415",386
"2055112","201516",383
"2055212","201314",385
"2055212","201415",392
"2055212","201516",375
"2056112","201314",1577
"2056112","201415",1524
"2056112","201516",1486
"2060112","201314",174
"2060112","201415",150
"2060112","201516",149
"2060212","201314",138
"2060212","201415",125
"2060212","201516",116
"2060312","201314",80
"2060312","201415",66
"2060312","201516",78
"2066112","201314",552
"2066112","201415",567
"2066112","201516",576
"2075112","201314",360
"2075112","201415",332
"2075112","201516",315
"2076112","201314",716
"2076112","201415",693
"2076112","201516",719
"2085112","201314",608
"2085112","201415",555
"2085112","201516",567
"2086112","201314",1118
"2086112","201415",1094
"2086112","201516",1023
"2096112","201314",1064
"2096112","201415",1049
"2096112","201516",1008
"2100212","201314",494
"2100212","201415",468
"2100212","201516",442
"2100312","201314",444
"2100312","201415",417
"2100312","201516",399
"2105112","201314",831
"2105112","201415",809
"2105112","201516",786
"2106112","201314",796
"2106112","201415",778
"2106112","201516",778
"2116112","201314",287
"2116112","201415",269
"2116112","201516",245
"2120112","201314",64
"2120112","201415",55
"2120112","201516",53
"2120212","201314",85
"2120212","201415",78
"2120212","201516",77
"2120312","201314",492
"2120312","201415",461
"2120312","201516",439
"2120412","201314",155
"2120412","201415",153
"2120412","201516",159
"2130112","201314",224
"2130112","201415",237
"2130112","201516",196
"2130412","201314",330
