"category","count","school_id","year"
"Days of Instruction","181","0515211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1025","0515311","201314"
"Days of Instruction","182","0515311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1029","0515311","201415"
"Days of Instruction","182","0515311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","965","0515311","201516"
"Days of Instruction","181","0515311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","927","0516011","201314"
"Days of Instruction","182","0516011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","927","0516011","201415"
"Days of Instruction","182","0516011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0516011","201516"
"Days of Instruction","181","0516011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","927","0516211","201314"
"Days of Instruction","182","0516211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","927","0516211","201415"
"Days of Instruction","182","0516211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0516211","201516"
"Days of Instruction","181","0516211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0520111","201314"
"Half/Extended Day Kindergarten ","579","0520111","201314"
"Days of Instruction","180","0520111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0520111","201415"
"Half/Extended Day Kindergarten ","579","0520111","201415"
"Days of Instruction","180","0520111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1010","0520111","201516"
"Days of Instruction","180","0520111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0520211","201314"
"Half/Extended Day Kindergarten ","579","0520211","201314"
"Days of Instruction","180","0520211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0520211","201415"
"Half/Extended Day Kindergarten ","579","0520211","201415"
"Days of Instruction","180","0520211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1010","0520211","201516"
"Days of Instruction","180","0520211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0520311","201314"
"Half/Extended Day Kindergarten ","579","0520311","201314"
"Days of Instruction","180","0520311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0520311","201415"
"Half/Extended Day Kindergarten ","579","0520311","201415"
"Days of Instruction","180","0520311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1010","0520311","201516"
"Days of Instruction","180","0520311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1021","0520411","201314"
"Half/Extended Day Kindergarten ","630","0520411","201314"
"Days of Instruction","180","0520411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0520411","201415"
"Half/Extended Day Kindergarten ","579","0520411","201415"
"Days of Instruction","180","0520411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0520411","201516"
"Days of Instruction","180","0520411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1016","0520511","201314"
"Days of Instruction","180","0520511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1016","0520511","201415"
"Days of Instruction","180","0520511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1016","0520511","201516"
"Days of Instruction","180","0520511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","998","0525111","201314"
"Days of Instruction","180","0525111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","998","0525111","201415"
"Days of Instruction","180","0525111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","998","0525111","201516"
"Days of Instruction","180","0525111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0526111","201314"
"Days of Instruction","180","0526111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0526111","201415"
"Days of Instruction","180","0526111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0526111","201516"
"Days of Instruction","180","0526111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0530111","201314"
"Half/Extended Day Kindergarten ","450","0530111","201314"
"Days of Instruction","181","0530111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0530111","201415"
"Half/Extended Day Kindergarten ","450","0530111","201415"
"Days of Instruction","181","0530111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1067","0530111","201516"
"Days of Instruction","182","0530111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540211","201314"
"Days of Instruction","180","0540211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540211","201415"
"Days of Instruction","180","0540211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540211","201516"
"Days of Instruction","180","0540211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540311","201314"
"Days of Instruction","180","0540311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540311","201415"
"Days of Instruction","180","0540311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540311","201516"
"Days of Instruction","180","0540311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540411","201314"
"Days of Instruction","180","0540411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540411","201415"
"Days of Instruction","180","0540411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540411","201516"
"Days of Instruction","180","0540411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540611","201314"
"Days of Instruction","180","0540611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540611","201415"
"Days of Instruction","180","0540611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540611","201516"
"Days of Instruction","180","0540611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540711","201314"
"Days of Instruction","180","0540711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540711","201415"
"Days of Instruction","180","0540711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540711","201516"
"Days of Instruction","180","0540711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540811","201314"
"Days of Instruction","180","0540811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540811","201415"
"Days of Instruction","180","0540811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540811","201516"
"Days of Instruction","180","0540811","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540911","201314"
"Days of Instruction","180","0540911","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540911","201415"
"Days of Instruction","180","0540911","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0540911","201516"
"Days of Instruction","180","0540911","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","978","0545211","201314"
"Days of Instruction","180","0545211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","978","0545211","201415"
"Days of Instruction","180","0545211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","978","0545211","201516"
"Days of Instruction","180","0545211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0546111","201314"
"Days of Instruction","180","0546111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0546111","201415"
"Days of Instruction","180","0546111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0546111","201516"
"Days of Instruction","180","0546111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","975","0560111","201314"
"Days of Instruction","180","0560111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","973","0560111","201415"
"Days of Instruction","180","0560111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","973","0560111","201516"
"Days of Instruction","180","0560111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","991","0560311","201314"
"Days of Instruction","180","0560311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","991","0560311","201415"
"Days of Instruction","180","0560311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","991","0560311","201516"
"Days of Instruction","180","0560311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","991","0560411","201314"
"Days of Instruction","180","0560411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","991","0560411","201415"
"Days of Instruction","180","0560411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","990","0560411","201516"
"Days of Instruction","180","0560411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","986","0565111","201314"
"Days of Instruction","180","0565111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1031","0565111","201415"
"Days of Instruction","180","0565111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1031","0565111","201516"
"Days of Instruction","180","0565111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","989","0566111","201314"
"Days of Instruction","180","0566111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","991","0566111","201415"
"Days of Instruction","180","0566111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1047","0566111","201516"
"Days of Instruction","180","0566111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570211","201314"
"Days of Instruction","182","0570211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570211","201415"
"Days of Instruction","182","0570211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570211","201516"
"Days of Instruction","182","0570211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570311","201314"
"Days of Instruction","182","0570311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570311","201415"
"Days of Instruction","182","0570311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570311","201516"
"Days of Instruction","182","0570311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570411","201314"
"Days of Instruction","182","0570411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570411","201415"
"Days of Instruction","182","0570411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570411","201516"
"Days of Instruction","182","0570411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570511","201314"
"Days of Instruction","182","0570511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570511","201415"
"Days of Instruction","182","0570511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570511","201516"
"Days of Instruction","182","0570511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570611","201314"
"Days of Instruction","182","0570611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570611","201415"
"Days of Instruction","182","0570611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570611","201516"
"Days of Instruction","182","0570611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570711","201314"
"Days of Instruction","182","0570711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570711","201415"
"Days of Instruction","182","0570711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570711","201516"
"Days of Instruction","182","0570711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570811","201314"
"Days of Instruction","182","0570811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570811","201415"
"Days of Instruction","182","0570811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570811","201516"
"Days of Instruction","182","0570811","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570911","201314"
"Days of Instruction","182","0570911","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570911","201415"
"Days of Instruction","182","0570911","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0570911","201516"
"Days of Instruction","182","0570911","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571011","201314"
"Days of Instruction","182","0571011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571011","201415"
"Days of Instruction","182","0571011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571011","201516"
"Days of Instruction","182","0571011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571111","201314"
"Days of Instruction","182","0571111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571111","201415"
"Days of Instruction","182","0571111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571111","201516"
"Days of Instruction","182","0571111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571311","201314"
"Days of Instruction","182","0571311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571311","201415"
"Days of Instruction","182","0571311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0571311","201516"
"Days of Instruction","182","0571311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575111","201314"
"Days of Instruction","182","0575111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575111","201415"
"Days of Instruction","182","0575111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575111","201516"
"Days of Instruction","182","0575111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575211","201314"
"Days of Instruction","182","0575211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575211","201415"
"Days of Instruction","182","0575211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575211","201516"
"Days of Instruction","182","0575211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575311","201314"
"Days of Instruction","182","0575311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575311","201415"
"Days of Instruction","182","0575311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0575311","201516"
"Days of Instruction","182","0575311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1027","0576111","201314"
"Days of Instruction","182","0576111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1027","0576111","201415"
"Days of Instruction","182","0576111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1027","0576111","201516"
"Days of Instruction","182","0576111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0580111","201415"
"Days of Instruction","180","0580111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1104","0580111","201516"
"Days of Instruction","182","0580111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","998","0580311","201314"
"Days of Instruction","180","0580311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","998","0580311","201415"
"Days of Instruction","180","0580311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","998","0580311","201516"
"Days of Instruction","182","0580311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1029","0585111","201314"
"Days of Instruction","180","0585111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1058","0585111","201415"
"Days of Instruction","180","0585111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1026","0585111","201516"
"Days of Instruction","182","0585111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0586211","201314"
"Days of Instruction","180","0586211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1059","0586211","201415"
"Days of Instruction","180","0586211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1104","0586211","201516"
"Days of Instruction","182","0586211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0590111","201314"
"Days of Instruction","181","0590111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0590111","201415"
"Days of Instruction","181","0590111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","979","0590111","201516"
"Days of Instruction","180","0590111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0590311","201314"
"Days of Instruction","181","0590311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0590311","201415"
"Days of Instruction","181","0590311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","979","0590311","201516"
"Days of Instruction","180","0590311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0591211","201314"
"Days of Instruction","181","0591211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0591211","201415"
"Days of Instruction","181","0591211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","979","0591211","201516"
"Days of Instruction","180","0591211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0591711","201314"
"Days of Instruction","181","0591711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0591711","201415"
"Days of Instruction","181","0591711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","979","0591711","201516"
"Days of Instruction","180","0591711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0591811","201314"
"Days of Instruction","181","0591811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0591811","201415"
"Days of Instruction","181","0591811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","979","0591811","201516"
"Days of Instruction","180","0591811","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0591911","201314"
"Days of Instruction","181","0591911","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0591911","201415"
"Days of Instruction","181","0591911","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","979","0591911","201516"
"Days of Instruction","180","0591911","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0592011","201314"
"Days of Instruction","181","0592011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0592011","201415"
"Days of Instruction","181","0592011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","979","0592011","201516"
"Days of Instruction","180","0592011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1041","0595211","201314"
"Days of Instruction","181","0595211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1039","0595211","201415"
"Days of Instruction","181","0595211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1022","0595211","201516"
"Days of Instruction","180","0595211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1041","0595311","201314"
"Days of Instruction","181","0595311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1039","0595311","201415"
"Days of Instruction","181","0595311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1022","0595311","201516"
"Days of Instruction","180","0595311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1090","0596111","201314"
"Days of Instruction","181","0596111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1085","0596111","201415"
"Days of Instruction","181","0596111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1036","0596111","201516"
"Days of Instruction","180","0596111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","971","0600211","201314"
"Half/Extended Day Kindergarten ","468","0600211","201314"
"Days of Instruction","180","0600211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","971","0600211","201415"
"Days of Instruction","180","0600211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","969","0600211","201516"
"Days of Instruction","180","0600211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","971","0600311","201314"
"Half/Extended Day Kindergarten ","468","0600311","201314"
"Days of Instruction","180","0600311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","971","0600311","201415"
"Days of Instruction","180","0600311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","969","0600311","201516"
"Days of Instruction","180","0600311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","971","0600411","201314"
"Half/Extended Day Kindergarten ","468","0600411","201314"
"Days of Instruction","180","0600411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","971","0600411","201415"
"Days of Instruction","180","0600411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","969","0600411","201516"
"Days of Instruction","180","0600411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","971","0600611","201314"
"Half/Extended Day Kindergarten ","468","0600611","201314"
"Days of Instruction","180","0600611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","971","0600611","201415"
"Days of Instruction","180","0600611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","969","0600611","201516"
"Days of Instruction","180","0600611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1027","0600711","201314"
"Days of Instruction","180","0600711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1005","0600711","201415"
"Days of Instruction","180","0600711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0600711","201516"
"Days of Instruction","180","0600711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1020","0605111","201314"
"Days of Instruction","180","0605111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1017","0605111","201415"
"Days of Instruction","180","0605111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1016","0605111","201516"
"Days of Instruction","180","0605111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1006","0606111","201314"
"Days of Instruction","180","0606111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1006","0606111","201415"
"Days of Instruction","180","0606111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1007","0606111","201516"
"Days of Instruction","180","0606111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0620111","201314"
"Days of Instruction","180","0620111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1083","0620111","201415"
"Days of Instruction","180","0620111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0620111","201516"
"Days of Instruction","180","0620111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0620211","201314"
"Days of Instruction","180","0620211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1083","0620211","201415"
"Days of Instruction","180","0620211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0620211","201516"
"Days of Instruction","180","0620211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0620311","201314"
"Days of Instruction","180","0620311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1083","0620311","201415"
"Days of Instruction","180","0620311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0620311","201516"
"Days of Instruction","180","0620311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0620411","201314"
"Days of Instruction","180","0620411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1083","0620411","201415"
"Days of Instruction","180","0620411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0620411","201516"
"Days of Instruction","180","0620411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0621011","201314"
"Days of Instruction","180","0621011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1083","0621011","201415"
"Days of Instruction","180","0621011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0621011","201516"
"Days of Instruction","180","0621011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0621111","201314"
"Days of Instruction","180","0621111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1083","0621111","201415"
"Days of Instruction","180","0621111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0621111","201516"
"Days of Instruction","180","0621111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0621211","201314"
"Days of Instruction","180","0621211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1083","0621211","201415"
"Days of Instruction","180","0621211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0621211","201516"
"Days of Instruction","180","0621211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0621411","201314"
"Days of Instruction","180","0621411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1083","0621411","201415"
"Days of Instruction","180","0621411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0621411","201516"
"Days of Instruction","180","0621411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","947","0625211","201314"
"Days of Instruction","180","0625211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","970","0625211","201415"
"Days of Instruction","180","0625211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","970","0625211","201516"
"Days of Instruction","180","0625211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1038","0626111","201314"
"Days of Instruction","180","0626111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","918","0626111","201415"
"Days of Instruction","180","0626111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","905","0626111","201516"
"Days of Instruction","180","0626111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","988","0630111","201314"
"Days of Instruction","183","0630111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","988","0630111","201415"
"Days of Instruction","183","0630111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","988","0630111","201516"
"Days of Instruction","183","0630111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1274","0640111","201314"
"Days of Instruction","182","0640111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1209","0640111","201415"
"Days of Instruction","182","0640111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1226","0640111","201516"
"Days of Instruction","182","0640111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1051","0640411","201314"
"Days of Instruction","182","0640411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1044","0640411","201415"
"Days of Instruction","182","0640411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1068","0640411","201516"
"Days of Instruction","182","0640411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1122","0640511","201314"
"Days of Instruction","182","0640511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1092","0640511","201415"
"Days of Instruction","182","0640511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1092","0640511","201516"
"Days of Instruction","182","0640511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1285","0640611","201314"
"Days of Instruction","182","0640611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1101","0640611","201415"
"Days of Instruction","182","0640611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1140","0640611","201516"
"Days of Instruction","182","0640611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1274","0640711","201314"
"Days of Instruction","182","0640711","201314"
"Days of Instruction","0","0640711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1061","0640711","201516"
"Days of Instruction","180","0640711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0640811","201314"
"Days of Instruction","182","0640811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","983","0640811","201415"
"Days of Instruction","182","0640811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0640811","201516"
"Days of Instruction","182","0640811","201516"
