"CT School Day SAT, 2016-17"
"All Districts, All Subjects, English Learner Status (EL)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","ELL","Total Numberof Students","Total NumberTested","Connecticut School Day SATParticipationRate","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""","Math","N",80,67,83.8,67,42,62.7,"*","*","*","*",0,0.0,"*","*",402
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""","Math","Y",63,52,82.5,52,42,80.8,10,19.2,0,0.0,0,0.0,0,0.0,365
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELA","N",51,50,98.0,50,18,36.0,"*","*",16,32.0,"*","*","*","*",455
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Math","N",51,50,98.0,50,31,62.0,"*","*","*","*",0,0.0,"*","*",403
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELA","N",80,80,100.0,80,11,13.8,19,23.8,36,45.0,14,17.5,50,62.5,521
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Math","N",80,80,100.0,80,19,23.8,45,56.3,"*","*","*","*",16,20.0,469
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""","ELA","N",27,24,88.9,24,"*","*","*","*","*","*","*","*","*","*",415
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""","ELA","Y",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""","Math","N",27,24,88.9,22,"*","*","*","*","*","*",0,0.0,"*","*",402
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""","Math","Y",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","ELA","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Math","N","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""","ELA","N",38,29,76.3,29,12,41.4,"*","*","*","*",0,0.0,"*","*",427
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""","ELA","Y",24,21,87.5,21,18,85.7,"*","*","*","*",0,0.0,"*","*",358
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""","Math","N",38,29,76.3,29,18,62.1,"*","*","*","*",0,0.0,"*","*",408
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""","Math","Y",24,21,87.5,21,18,85.7,"*","*","*","*",0,0.0,"*","*",365
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELA","N",42,35,83.3,35,22,62.9,"*","*","*","*",0,0.0,"*","*",388
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELA","Y",25,22,88.0,22,"*","*","*","*",0,0.0,0,0.0,0,0.0,335
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Math","N",42,35,83.3,30,"*","*","*","*",0,0.0,0,0.0,0,0.0,395
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Math","Y",25,22,88.0,18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""","ELA","N",60,55,91.7,55,"*","*","*","*","*","*",0,0.0,"*","*",412
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""","ELA","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""","Math","N",60,55,91.7,54,"*","*","*","*","*","*",0,0.0,"*","*",393
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""","Math","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","ELA","N",86,85,98.8,85,"*","*","*","*","*","*","*","*","*","*",490
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Math","N",86,85,98.8,85,"*","*","*","*","*","*","*","*","*","*",452
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""","ELA","N",34,31,91.2,31,"*","*","*","*","*","*",0,0.0,"*","*",400
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""","ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""","Math","N",34,31,91.2,31,"*","*","*","*",0,0.0,0,0.0,0,0.0,384
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""","Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELA","N",93,92,98.9,92,"*","*","*","*","*","*","*","*","*","*",487
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELA","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Math","N",93,92,98.9,92,"*","*","*","*","*","*","*","*","*","*",478
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Math","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","ELA","N",22,22,100.0,22,"*","*",9,40.9,"*","*",0,0.0,"*","*",435
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Math","N",22,22,100.0,22,11,50.0,11,50.0,0,0.0,0,0.0,0,0.0,408
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","ELA","N",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Math","N",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","ELA","N",88,87,98.9,87,14,16.1,16,18.4,41,47.1,16,18.4,57,65.5,529
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Math","N",88,87,98.9,87,14,16.1,31,35.6,35,40.2,7,8.0,42,48.3,511
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","ELA","N",65,65,100.0,65,8,12.3,8,12.3,34,52.3,15,23.1,49,75.4,546
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Math","N",65,65,100.0,65,"*","*",24,36.9,27,41.5,"*","*","*","*",538
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","ELA","N",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Math","N",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELA","N",336,309,92.0,309,"*","*","*","*","*","*","*","*","*","*",488
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELA","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Math","N",336,309,92.0,303,"*","*","*","*","*","*","*","*","*","*",471
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Math","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","ELA","N",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Math","N",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELA","N",260,255,98.1,255,67,26.3,69,27.1,103,40.4,16,6.3,119,46.7,478
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELA","Y",31,29,93.5,29,23,79.3,6,20.7,0,0.0,0,0.0,0,0.0,390
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Math","N",260,255,98.1,254,98,38.6,113,44.5,"*","*","*","*",43,16.9,448
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Math","Y",31,29,93.5,29,21,72.4,8,27.6,0,0.0,0,0.0,0,0.0,371
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELA","N",192,186,96.9,186,67,36.0,"*","*","*","*",14,7.5,"*","*",464
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELA","Y",21,20,95.2,20,14,70.0,"*","*","*","*",0,0.0,"*","*",407
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Math","N",192,186,96.9,185,"*","*","*","*","*","*","*","*","*","*",442
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Math","Y",21,20,95.2,19,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","ELA","N",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Math","N",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","ELA","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Math","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","ELA","N",15,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","Math","N",15,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","ELA","N",296,291,98.3,291,13,4.5,32,11.0,160,55.0,86,29.6,246,84.5,571
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Math","N",296,291,98.3,291,17,5.8,95,32.6,108,37.1,71,24.4,179,61.5,564
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELA","N",276,255,92.4,255,"*","*","*","*","*","*","*","*","*","*",486
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELA","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Math","N",276,255,92.4,254,"*","*","*","*","*","*","*","*","*","*",459
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Math","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Brook Side School","=""0899111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Brook Side School","=""0899111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELA","N",364,336,92.3,336,123,36.6,88,26.2,"*","*","*","*","*","*",454
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELA","Y",90,76,84.4,76,54,71.1,"*","*","*","*",0,0.0,"*","*",387
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Math","N",364,336,92.3,335,140,41.8,152,45.4,"*","*","*","*","*","*",438
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Math","Y",90,76,84.4,76,52,68.4,"*","*","*","*",0,0.0,"*","*",382
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""","ELA","N",50,44,88.0,44,"*","*","*","*","*","*",0,0.0,"*","*",397
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""","ELA","Y",11,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""","Math","N",50,44,88.0,44,"*","*","*","*",0,0.0,0,0.0,0,0.0,375
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""","Math","Y",11,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELA","N",205,202,98.5,202,15,7.4,26,12.9,119,58.9,42,20.8,161,79.7,553
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Math","N",205,202,98.5,202,31,15.3,85,42.1,69,34.2,17,8.4,86,42.6,513
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
