"CT School Day SAT, 2016-17"
"All Districts, All Subjects, English Learner Status (EL)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","ELL","Total Numberof Students","Total NumberTested","Connecticut School Day SATParticipationRate","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","ELA","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","Math","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","ELA","N",353,349,98.9,349,"*","*","*","*","*","*","*","*","*","*",572
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Math","N",353,349,98.9,349,"*","*","*","*","*","*","*","*","*","*",557
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","ELA","N",333,331,99.4,331,"*","*","*","*","*","*","*","*","*","*",592
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Math","N",333,331,99.4,330,"*","*","*","*","*","*","*","*","*","*",577
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","ELA","N",9,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","Math","N",9,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","ELA","N",305,294,96.4,294,64,21.8,"*","*","*","*",16,5.4,"*","*",488
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","ELA","Y",25,24,96.0,24,21,87.5,"*","*","*","*",0,0.0,"*","*",372
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Math","N",305,294,96.4,293,88,30.0,"*","*","*","*","*","*","*","*",455
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Math","Y",25,24,96.0,22,18,81.8,"*","*","*","*",0,0.0,"*","*",381
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","ELA","N",298,294,98.7,294,"*","*","*","*","*","*","*","*","*","*",543
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Math","N",298,294,98.7,294,"*","*","*","*","*","*","*","*","*","*",523
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Windham High School","=""1636111""","ELA","N",98,95,96.9,95,27,28.4,"*","*","*","*",7,7.4,"*","*",475
"Windham School District","=""1630011""","Windham High School","=""1636111""","ELA","Y",26,26,100.0,26,21,80.8,"*","*","*","*",0,0.0,"*","*",380
"Windham School District","=""1630011""","Windham High School","=""1636111""","Math","N",98,95,96.9,95,26,27.4,"*","*",13,13.7,"*","*","*","*",451
"Windham School District","=""1630011""","Windham High School","=""1636111""","Math","Y",26,26,100.0,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,375
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","ELA","N",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Math","N",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Expulsion","=""1640411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Expulsion","=""1640411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Spark","=""1640311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Spark","=""1640311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","ELA","N",287,275,95.8,275,"*","*","*","*","*","*","*","*","*","*",515
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Math","N",287,275,95.8,275,"*","*","*","*","*","*","*","*","*","*",495
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","ELA","N",246,243,98.8,243,23,9.5,23,9.5,136,56.0,61,25.1,197,81.1,555
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Math","N",246,243,98.8,243,30,12.3,81,33.3,92,37.9,40,16.5,132,54.3,535

